 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34
1,584.231,1230.576,1029.844,1587.310,1168.125,1057.740,1198.358,1183.585,1127.293,1235.124,1770.646,1196.087,1144.150,1355.602,1479.588,1435.251,1500.723,1330.410,1367.979,1112.779,1422.738,1615.815,1063.800,1187.214,1076.394,997.586,1209.229,1304.465,2009.794,1546.059,1880.005,1010.735,873.085,1742.550
2,584.447,1230.784,1031.315,1588.197,1162.975,1054.196,1197.767,1177.188,1127.055,1232.532,1764.977,1195.561,1141.092,1355.549,1482.766,1430.901,1503.058,1327.307,1364.656,1114.124,1429.074,1613.946,1063.480,1194.310,1077.400,992.195,1206.897,1309.339,2010.461,1549.308,1862.223,1011.463,868.924,1722.862
3,584.848,1230.280,1027.885,1580.798,1163.892,1057.249,1200.259,1182.631,1124.960,1238.586,1776.800,1191.039,1148.499,1354.743,1478.520,1434.032,1505.850,1328.544,1360.492,1115.347,1429.290,1619.592,1068.466,1187.838,1073.263,994.836,1207.781,1310.891,2002.632,1546.674,1870.583,1012.077,877.416,1722.943
4,593.083,1231.547,1033.676,1583.662,1167.657,1060.995,1198.965,1185.241,1125.808,1242.141,1778.462,1197.536,1145.338,1361.272,1485.559,1432.625,1506.920,1327.378,1368.119,1116.950,1426.348,1615.714,1066.986,1188.448,1079.191,998.871,1205.769,1306.593,2022.127,1553.078,1866.792,1011.627,875.818,1739.493
5,584.690,1230.841,1031.685,1588.404,1165.985,1056.325,1202.843,1181.372,1128.926,1232.971,1767.484,1196.111,1144.820,1355.552,1488.147,1432.297,1513.345,1328.935,1366.855,1110.066,1423.989,1614.497,1056.165,1183.796,1075.798,995.372,1200.164,1301.452,2025.332,1536.135,1853.055,1007.426,872.792,1750.211
6,584.597,1232.647,1030.453,1589.434,1165.651,1060.175,1202.392,1182.487,1128.859,1231.393,1769.744,1195.169,1140.992,1355.410,1479.425,1427.669,1502.144,1329.395,1367.856,1117.231,1422.030,1613.326,1058.479,1187.481,1079.983,999.307,1204.602,1307.967,2041.255,1550.080,1867.055,1013.115,875.458,1741.148
7,593.789,1236.762,1038.694,1604.344,1173.846,1063.579,1203.135,1190.053,1129.760,1222.182,1776.062,1197.888,1154.136,1362.461,1488.266,1440.282,1508.806,1337.078,1376.400,1120.798,1429.114,1619.778,1072.879,1196.943,1081.094,1004.869,1200.965,1311.731,2029.081,1549.847,1863.413,1012.319,875.914,1740.943
8,587.328,1230.545,1029.626,1583.606,1165.478,1056.496,1202.127,1179.694,1124.238,1233.890,1772.338,1185.917,1143.782,1346.132,1481.416,1431.431,1500.403,1327.065,1364.770,1115.272,1420.034,1619.521,1061.365,1187.519,1074.888,998.817,1198.722,1306.438,2025.943,1548.166,1856.687,1011.508,870.855,1743.560
9,592.111,1234.375,1036.923,1577.700,1169.278,1059.750,1205.597,1183.427,1126.709,1232.954,1769.186,1192.029,1152.122,1352.611,1486.894,1433.269,1508.987,1333.817,1371.911,1117.757,1422.100,1615.108,1056.090,1187.594,1075.356,996.120,1202.076,1300.957,2023.049,1535.831,1856.407,1008.798,874.454,1740.843
10,598.488,1243.088,1046.439,1602.520,1177.657,1070.148,1216.906,1194.626,1128.418,1237.564,1781.964,1200.227,1153.960,1361.187,1496.972,1445.282,1512.859,1340.841,1369.962,1120.951,1429.188,1618.607,1070.096,1202.867,1088.547,1011.539,1209.495,1318.753,2044.248,1548.343,1879.911,1010.938,884.980,1742.597
11,601.148,1246.407,1047.070,1598.545,1175.002,1069.745,1215.401,1192.366,1134.869,1234.968,1787.690,1204.349,1152.765,1355.578,1503.452,1448.982,1518.202,1335.608,1376.021,1122.262,1434.974,1630.337,1068.719,1204.217,1088.610,1013.100,1208.298,1323.050,2057.370,1557.591,1881.307,1016.071,880.269,1732.735
12,595.644,1247.630,1043.847,1594.422,1181.309,1068.072,1217.289,1197.829,1137.978,1242.583,1784.964,1194.154,1151.456,1370.119,1501.759,1447.682,1521.738,1342.828,1374.495,1131.645,1429.735,1623.931,1070.996,1198.860,1094.399,1012.675,1216.399,1319.419,2053.969,1559.693,1895.881,1013.229,881.526,1738.644
13,600.769,1246.368,1041.962,1599.134,1177.406,1069.293,1220.638,1188.665,1136.350,1237.023,1787.993,1195.694,1148.538,1361.667,1502.690,1437.771,1505.919,1332.230,1370.853,1129.098,1430.180,1621.674,1084.469,1200.884,1087.414,1010.411,1212.374,1310.138,2057.355,1562.018,1885.724,1008.574,885.705,1738.586
14,595.460,1244.623,1043.745,1602.067,1179.992,1067.337,1221.355,1191.717,1141.279,1231.275,1787.059,1199.475,1156.318,1365.164,1504.716,1441.770,1517.776,1342.188,1376.128,1131.385,1433.567,1626.879,1068.421,1193.809,1083.341,1011.179,1220.151,1305.834,2060.861,1549.087,1880.320,1011.980,878.542,1745.091
15,587.164,1242.917,1033.012,1596.934,1173.869,1060.589,1211.396,1187.533,1132.974,1223.684,1782.219,1191.368,1146.174,1365.741,1498.044,1433.494,1511.366,1330.934,1366.118,1122.032,1423.744,1624.152,1072.313,1192.856,1092.579,1008.567,1208.099,1323.087,2044.347,1559.141,1869.354,1009.166,883.611,1724.867
16,591.599,1243.901,1041.201,1600.560,1175.640,1063.082,1218.900,1188.901,1138.149,1222.178,1785.029,1195.935,1143.351,1364.271,1503.156,1441.012,1518.611,1331.755,1376.709,1132.071,1429.496,1629.384,1065.991,1197.637,1079.682,1009.935,1210.605,1311.944,2052.829,1550.340,1891.750,1012.366,876.878,1729.764
17,583.186,1234.343,1033.624,1580.593,1169.169,1059.812,1202.899,1182.693,1128.994,1231.638,1784.967,1189.420,1143.090,1362.297,1491.302,1434.837,1512.464,1321.851,1372.424,1116.910,1419.550,1619.347,1061.463,1183.892,1074.490,1001.453,1193.156,1302.672,2055.491,1549.620,1880.770,1013.335,876.635,1729.126
18,586.676,1230.207,1026.603,1578.689,1160.784,1048.339,1205.191,1176.003,1126.693,1220.140,1780.017,1181.358,1133.173,1353.080,1493.214,1427.899,1509.232,1326.565,1374.227,1118.448,1417.068,1608.235,1049.359,1179.971,1067.687,996.121,1186.495,1303.172,2048.280,1530.511,1877.988,1013.803,867.520,1731.088
19,577.439,1220.490,1020.540,1576.551,1153.346,1046.070,1194.861,1166.275,1112.279,1217.270,1773.657,1172.384,1131.252,1348.457,1494.111,1420.635,1507.856,1317.676,1363.361,1113.057,1413.616,1606.496,1044.224,1174.193,1060.533,989.278,1184.482,1299.787,2029.775,1529.279,1871.137,1002.864,862.405,1719.296
20,576.599,1224.988,1021.155,1573.309,1156.340,1045.432,1196.417,1170.076,1118.592,1211.297,1784.201,1172.769,1130.766,1358.154,1493.554,1423.309,1511.436,1317.653,1369.322,1116.937,1417.350,1616.051,1045.477,1170.729,1066.047,986.303,1186.212,1293.678,2040.359,1525.381,1889.403,1007.806,863.494,1713.554
21,587.808,1231.864,1026.524,1580.526,1156.339,1048.241,1201.125,1173.311,1120.594,1219.334,1782.102,1175.268,1134.868,1365.405,1498.868,1436.393,1520.989,1321.733,1373.231,1122.529,1425.294,1615.765,1042.697,1172.787,1067.637,994.267,1187.464,1299.110,2023.966,1532.511,1880.223,1012.532,872.312,1706.217
22,578.763,1230.679,1020.520,1574.116,1160.691,1047.188,1197.764,1175.286,1121.670,1218.391,1781.700,1179.641,1140.299,1365.527,1503.184,1434.164,1510.904,1324.279,1372.289,1125.259,1426.203,1611.782,1047.426,1179.489,1063.488,991.507,1182.908,1298.475,2027.032,1524.880,1891.368,1012.640,872.542,1717.236
23,580.253,1231.803,1025.148,1581.544,1161.852,1051.353,1192.157,1173.467,1120.568,1219.374,1788.091,1172.021,1129.803,1375.478,1512.976,1432.628,1510.231,1322.941,1373.497,1111.789,1422.733,1619.053,1052.889,1179.511,1062.001,993.143,1199.901,1305.665,2032.729,1537.699,1885.155,1014.434,868.962,1723.563
24,578.796,1232.939,1023.891,1571.724,1160.825,1047.259,1198.209,1170.662,1116.627,1217.179,1782.348,1176.105,1130.565,1365.773,1498.811,1433.652,1516.732,1324.216,1375.405,1125.649,1421.836,1626.551,1051.375,1182.391,1059.487,992.945,1199.466,1312.688,2029.249,1533.342,1903.087,1010.330,872.175,1700.337
25,579.810,1228.101,1021.590,1573.062,1159.399,1047.224,1196.919,1174.225,1114.390,1215.857,1778.392,1174.476,1130.423,1376.046,1506.233,1425.387,1517.885,1323.439,1372.771,1118.814,1418.801,1624.073,1054.562,1174.456,1056.456,985.275,1202.006,1297.576,2023.245,1538.286,1890.122,1009.908,866.786,1700.174
26,581.049,1230.872,1020.596,1571.484,1163.632,1046.950,1190.354,1171.795,1124.456,1219.308,1783.554,1175.779,1135.104,1375.635,1507.582,1435.751,1516.860,1325.228,1370.630,1123.726,1424.576,1612.326,1050.216,1176.229,1063.064,996.216,1209.273,1302.352,2014.712,1535.613,1895.789,1010.769,865.711,1714.636
27,584.937,1239.307,1028.156,1585.532,1167.233,1058.623,1198.935,1182.758,1133.402,1224.322,1783.264,1170.389,1132.989,1382.025,1509.683,1431.810,1516.491,1325.223,1370.337,1122.292,1415.693,1638.103,1063.271,1184.842,1066.563,1002.031,1220.981,1309.953,2033.212,1533.254,1914.269,1006.526,871.717,1702.069
28,589.405,1250.547,1038.172,1584.744,1175.626,1067.310,1213.159,1186.487,1143.704,1227.681,1786.327,1184.118,1144.994,1387.061,1520.093,1442.122,1532.159,1335.435,1375.994,1123.475,1428.735,1640.424,1069.878,1192.849,1080.561,1013.847,1241.816,1318.314,2031.348,1545.685,1927.377,1010.197,880.592,1720.539
29,601.000,1259.194,1046.402,1590.018,1182.175,1075.841,1222.401,1200.004,1152.279,1236.140,1791.148,1187.123,1144.297,1384.773,1515.495,1445.997,1536.541,1336.129,1380.608,1118.544,1425.054,1627.493,1077.668,1207.936,1090.347,1020.342,1259.434,1317.690,2042.047,1553.220,1932.890,1006.476,885.869,1733.978
30,594.630,1259.943,1047.115,1587.074,1175.951,1074.681,1221.127,1201.454,1159.908,1241.880,1792.164,1186.743,1150.304,1394.038,1523.516,1448.076,1543.638,1335.241,1379.355,1129.310,1428.986,1637.681,1078.233,1200.954,1089.369,1017.729,1251.495,1320.040,2055.972,1551.321,1939.988,1006.110,886.820,1724.992
31,596.923,1258.814,1047.390,1597.590,1185.636,1072.068,1221.171,1201.999,1160.296,1225.037,1797.396,1188.646,1148.746,1393.825,1521.160,1447.755,1538.794,1340.362,1381.179,1118.444,1430.249,1627.680,1083.307,1198.700,1093.085,1020.101,1252.864,1321.508,2043.080,1556.101,1945.781,1009.872,885.401,1740.508
32,596.585,1257.743,1048.516,1591.564,1182.957,1073.823,1221.167,1199.058,1166.230,1253.382,1789.702,1186.419,1148.630,1389.907,1521.579,1439.022,1537.865,1334.764,1379.160,1118.874,1431.074,1632.194,1068.520,1201.715,1085.866,1019.675,1252.658,1316.064,2020.500,1545.188,1939.583,1008.249,882.013,1755.151
33,599.767,1256.691,1045.803,1585.373,1181.058,1072.500,1219.069,1193.317,1150.527,1251.397,1794.028,1178.918,1150.511,1387.106,1515.602,1449.867,1543.933,1328.528,1382.411,1123.277,1429.709,1630.268,1077.340,1198.882,1086.871,1017.302,1253.256,1318.938,2050.018,1546.373,1951.232,1007.380,886.323,1743.306
34,601.666,1257.477,1045.501,1590.510,1179.732,1069.308,1218.392,1200.999,1160.420,1239.360,1788.441,1178.633,1146.284,1389.299,1519.859,1442.949,1539.096,1333.429,1379.925,1119.280,1434.028,1624.480,1076.604,1200.887,1082.228,1016.804,1255.216,1316.204,2045.647,1549.694,1947.496,1009.937,877.420,1723.039
35,597.581,1261.742,1052.026,1591.732,1183.408,1077.431,1219.604,1200.471,1166.336,1227.663,1791.650,1189.141,1154.709,1392.019,1522.158,1450.128,1545.110,1342.796,1389.772,1123.472,1433.000,1636.988,1085.370,1199.220,1090.748,1019.767,1258.421,1322.710,2049.102,1557.960,1963.853,1015.333,887.390,1731.663
36,601.119,1257.350,1046.715,1588.835,1182.570,1077.415,1223.299,1204.630,1169.941,1252.146,1793.076,1185.290,1141.998,1386.916,1516.162,1447.931,1543.401,1331.638,1389.030,1125.315,1427.736,1630.856,1079.400,1199.317,1089.379,1021.585,1260.171,1321.171,2047.081,1548.353,1957.003,1009.606,880.092,1745.356
37,596.415,1259.605,1052.963,1592.816,1185.241,1074.276,1226.414,1212.110,1161.127,1240.797,1794.032,1184.987,1153.930,1396.400,1521.513,1454.910,1555.238,1335.642,1386.829,1126.655,1426.026,1639.373,1075.069,1201.189,1098.613,1024.784,1256.201,1323.550,2055.015,1555.933,1969.627,1010.837,889.636,1741.143
38,593.012,1256.928,1043.065,1584.327,1182.264,1067.374,1212.990,1201.007,1156.872,1225.644,1788.067,1186.070,1147.077,1386.488,1516.706,1455.710,1546.834,1331.451,1385.969,1122.893,1434.548,1638.152,1073.033,1202.053,1089.482,1020.943,1241.201,1321.208,2036.115,1561.982,1966.763,1010.178,884.599,1724.865
39,607.421,1260.961,1049.036,1587.333,1188.857,1073.762,1218.522,1199.168,1159.374,1245.356,1794.317,1185.466,1152.522,1400.107,1515.388,1450.126,1552.792,1340.758,1398.629,1126.557,1429.488,1646.984,1074.705,1204.803,1096.413,1020.608,1248.531,1328.430,2038.254,1550.331,1986.962,1012.384,888.917,1728.251
40,597.735,1262.417,1051.235,1585.505,1187.580,1074.738,1220.568,1208.011,1166.455,1247.273,1787.801,1186.085,1155.966,1397.729,1514.707,1453.153,1550.695,1336.503,1390.485,1130.515,1428.954,1643.371,1076.682,1208.807,1098.898,1024.230,1250.328,1327.159,2043.602,1553.277,1975.075,1014.953,888.485,1726.786
41,593.069,1260.168,1046.807,1598.787,1185.225,1077.364,1219.314,1199.445,1167.371,1245.002,1788.353,1186.017,1150.611,1398.905,1519.595,1448.938,1553.505,1341.795,1388.229,1124.042,1427.775,1647.765,1072.045,1190.592,1099.081,1020.194,1248.630,1320.453,2051.675,1565.929,1985.777,1012.469,885.898,1735.510
42,589.346,1257.094,1045.713,1586.603,1184.934,1076.551,1215.490,1196.225,1159.319,1250.581,1788.475,1182.870,1146.604,1404.850,1515.086,1455.104,1554.815,1340.146,1382.721,1131.229,1436.053,1644.400,1075.773,1195.776,1100.637,1018.691,1245.562,1324.245,2043.382,1555.945,1996.621,1013.216,886.723,1726.746
43,595.911,1260.354,1050.129,1582.199,1187.743,1077.986,1220.476,1203.980,1165.257,1255.982,1789.161,1184.241,1155.810,1402.942,1519.125,1454.497,1554.485,1333.234,1389.375,1126.854,1428.622,1633.905,1071.938,1199.271,1104.099,1026.718,1251.765,1318.078,2041.959,1553.693,1991.342,1014.927,891.281,1741.562
44,592.781,1257.912,1045.486,1585.572,1187.508,1073.926,1218.657,1201.778,1169.820,1244.305,1784.719,1186.163,1148.505,1406.705,1517.022,1449.431,1545.674,1343.102,1394.415,1127.942,1423.863,1645.551,1068.672,1202.346,1102.732,1020.385,1250.833,1326.719,2024.475,1545.919,1994.184,1010.536,894.227,1720.161
45,590.990,1260.495,1045.431,1593.687,1184.172,1070.760,1219.190,1205.536,1163.893,1244.308,1782.824,1183.046,1147.200,1409.653,1517.679,1450.505,1553.685,1333.428,1390.405,1128.879,1430.925,1647.049,1075.502,1200.987,1105.877,1018.811,1253.877,1324.765,2031.188,1556.451,1993.143,1011.766,886.754,1729.853
46,597.982,1259.198,1046.735,1587.671,1190.230,1074.655,1216.213,1201.305,1167.847,1237.580,1790.343,1181.474,1156.953,1403.812,1530.401,1451.675,1559.462,1333.381,1389.991,1132.546,1428.698,1622.447,1066.848,1203.788,1102.663,1023.891,1254.919,1326.333,2027.633,1555.611,1980.466,1011.547,887.550,1728.356
47,597.729,1259.178,1052.789,1588.939,1184.449,1074.167,1218.711,1211.458,1176.057,1253.340,1783.405,1181.181,1150.771,1406.596,1520.584,1459.599,1556.188,1331.623,1393.012,1132.088,1430.769,1639.434,1061.900,1202.650,1102.078,1022.516,1255.665,1317.728,2029.415,1560.081,1984.499,1015.221,895.581,1726.647
48,599.308,1263.574,1049.033,1592.353,1193.799,1080.183,1215.770,1211.245,1168.796,1248.986,1790.509,1188.050,1154.986,1420.205,1522.020,1455.883,1566.952,1330.722,1399.852,1135.579,1428.263,1654.199,1079.109,1207.915,1107.835,1025.891,1251.071,1334.983,2020.378,1560.329,1989.130,1018.814,894.520,1725.230
49,595.545,1260.943,1049.303,1593.111,1185.099,1076.222,1215.721,1205.027,1176.216,1243.837,1784.450,1185.755,1157.335,1415.479,1521.292,1447.672,1560.087,1332.983,1389.083,1130.565,1429.319,1643.745,1077.105,1207.248,1103.151,1026.483,1248.990,1324.749,2034.072,1563.350,1999.727,1019.026,894.917,1717.399
50,597.915,1260.999,1048.809,1585.900,1187.428,1076.442,1215.349,1199.099,1170.022,1246.097,1789.253,1188.330,1159.818,1410.656,1524.613,1455.402,1557.601,1335.388,1391.084,1125.014,1429.491,1632.331,1073.235,1201.216,1110.945,1023.257,1256.494,1318.933,2034.206,1560.782,1991.679,1017.953,895.049,1720.251
51,598.915,1262.628,1045.386,1590.428,1187.351,1076.582,1216.462,1204.499,1174.849,1243.051,1789.275,1181.653,1155.318,1412.267,1520.052,1451.671,1563.586,1329.577,1387.008,1128.226,1422.014,1645.782,1066.258,1203.314,1105.536,1023.934,1263.127,1326.765,2030.720,1552.887,1992.531,1016.548,889.929,1733.232
52,594.599,1262.171,1052.682,1598.274,1185.854,1081.173,1211.076,1203.274,1175.555,1240.587,1797.569,1185.768,1155.879,1415.973,1530.616,1455.276,1560.860,1329.912,1395.655,1132.332,1423.953,1643.170,1072.888,1200.401,1107.490,1026.326,1271.607,1322.473,2035.679,1561.408,2006.425,1011.188,894.358,1730.581
53,598.601,1264.736,1050.824,1589.294,1191.829,1078.889,1218.519,1207.827,1180.373,1241.314,1796.417,1188.321,1157.145,1421.453,1527.451,1459.137,1562.823,1328.079,1393.477,1137.062,1427.891,1643.735,1070.164,1201.268,1111.681,1024.549,1262.517,1326.552,2037.513,1567.539,1994.218,1018.525,894.837,1715.365
54,592.164,1258.314,1045.296,1591.516,1185.385,1075.723,1213.983,1202.324,1174.038,1231.994,1794.095,1182.672,1154.578,1415.942,1524.194,1454.010,1561.885,1330.559,1390.849,1124.341,1419.082,1648.264,1064.290,1198.929,1106.398,1022.466,1255.700,1327.851,2022.517,1548.134,2000.269,1013.969,894.769,1720.665
55,597.119,1257.704,1046.619,1590.484,1186.439,1079.616,1211.785,1209.088,1169.806,1237.210,1796.708,1179.031,1150.278,1413.420,1527.796,1457.144,1566.671,1318.425,1393.940,1129.490,1429.420,1639.576,1071.075,1197.488,1109.612,1023.912,1262.479,1319.921,2022.847,1557.890,1993.866,1014.088,892.674,1711.850
56,601.132,1263.921,1048.428,1594.796,1191.947,1084.585,1212.478,1207.356,1173.379,1255.893,1798.903,1185.022,1151.803,1423.545,1529.375,1462.882,1558.307,1324.785,1392.693,1132.872,1429.655,1637.565,1075.501,1209.841,1113.147,1026.382,1256.696,1324.180,2045.293,1552.147,1986.958,1015.044,891.270,1721.690
57,598.532,1262.661,1050.096,1594.748,1187.818,1080.839,1213.258,1210.781,1173.173,1250.314,1796.700,1182.473,1150.299,1430.435,1529.451,1454.642,1559.974,1327.001,1392.495,1131.560,1423.890,1636.473,1072.301,1208.383,1112.183,1024.402,1257.421,1324.837,2015.072,1563.074,2003.425,1013.178,896.582,1724.560
58,600.059,1263.766,1047.164,1587.331,1190.874,1082.220,1212.384,1201.766,1182.891,1245.972,1801.903,1185.375,1149.746,1422.227,1527.250,1466.116,1557.097,1323.553,1391.768,1128.600,1431.201,1641.449,1081.615,1205.305,1107.310,1023.148,1254.069,1330.712,2036.251,1569.804,1998.970,1014.779,896.869,1713.328
59,594.850,1261.767,1045.391,1582.932,1183.729,1081.802,1215.356,1199.797,1172.169,1242.364,1798.791,1176.169,1149.365,1421.906,1530.186,1465.496,1558.443,1319.986,1389.871,1128.913,1425.501,1646.559,1068.086,1207.612,1112.610,1018.859,1249.641,1319.402,2026.503,1558.476,2003.502,1014.683,893.517,1704.883
60,596.630,1260.268,1044.064,1585.053,1187.651,1091.596,1210.751,1204.595,1178.601,1243.235,1793.333,1179.512,1146.336,1419.988,1525.556,1462.859,1555.502,1322.061,1386.534,1133.165,1428.047,1635.534,1062.550,1206.621,1113.799,1020.108,1260.946,1320.864,2023.289,1557.513,2016.337,1013.868,895.382,1712.790
61,596.601,1264.466,1045.959,1588.436,1190.186,1085.166,1206.585,1204.531,1169.897,1235.540,1805.500,1184.914,1149.929,1412.899,1527.768,1470.950,1555.855,1319.368,1391.760,1126.765,1426.287,1636.599,1062.719,1209.835,1118.027,1021.660,1259.410,1324.162,2019.930,1562.273,2020.146,1015.826,898.872,1714.176
62,595.842,1264.385,1048.393,1600.294,1188.161,1084.539,1213.425,1209.524,1180.145,1255.871,1815.584,1187.863,1148.197,1414.960,1524.349,1468.402,1560.867,1319.487,1392.451,1130.528,1429.909,1633.861,1070.636,1209.069,1122.623,1022.985,1266.336,1326.167,2021.030,1574.237,2012.982,1013.594,897.379,1714.435
63,603.747,1258.946,1046.489,1592.697,1191.333,1079.798,1205.172,1206.671,1177.337,1238.337,1806.110,1180.904,1145.734,1411.346,1522.563,1470.679,1551.885,1309.993,1391.156,1130.843,1432.346,1635.983,1068.846,1206.121,1109.469,1020.478,1249.061,1326.719,2018.274,1554.369,2024.709,1015.854,894.002,1703.527
64,602.460,1260.151,1046.519,1590.797,1188.331,1090.833,1212.071,1204.064,1171.484,1245.517,1805.602,1183.302,1151.340,1416.984,1520.202,1471.034,1558.108,1312.639,1385.553,1133.635,1425.498,1636.515,1071.221,1211.628,1116.325,1023.221,1255.906,1323.779,2010.478,1555.004,2005.441,1015.347,888.434,1704.214
65,603.538,1265.426,1051.902,1600.736,1192.944,1087.773,1212.864,1205.039,1174.505,1231.874,1803.920,1185.116,1154.578,1420.457,1520.293,1470.836,1555.408,1322.881,1392.664,1126.450,1435.713,1647.241,1066.096,1206.733,1122.361,1029.073,1258.203,1324.889,2025.465,1567.423,2021.858,1017.863,896.506,1699.734
66,598.551,1263.412,1050.262,1597.514,1197.183,1092.486,1209.316,1206.323,1170.948,1246.936,1806.506,1182.047,1152.373,1417.259,1529.549,1467.642,1562.793,1315.985,1397.028,1131.338,1441.202,1643.328,1069.299,1218.617,1117.253,1027.510,1252.952,1326.982,2012.993,1557.763,2023.978,1019.188,893.983,1711.984
67,594.249,1263.308,1048.705,1594.936,1190.611,1090.702,1215.356,1204.123,1177.915,1250.117,1809.402,1179.504,1152.102,1418.276,1523.964,1467.698,1570.400,1315.461,1396.537,1133.388,1436.428,1653.080,1067.817,1213.179,1120.194,1028.820,1259.451,1327.416,2018.565,1556.807,2016.362,1016.009,891.401,1711.829
68,601.856,1263.899,1049.003,1594.144,1193.073,1084.909,1215.000,1208.246,1173.441,1245.477,1808.351,1186.827,1155.058,1427.907,1533.898,1464.692,1564.474,1322.937,1400.075,1132.897,1439.158,1645.861,1065.881,1208.763,1126.422,1028.385,1268.974,1326.851,2015.605,1567.351,2019.836,1024.219,889.048,1722.644
69,599.972,1261.936,1050.577,1587.429,1186.167,1089.974,1211.982,1201.912,1180.028,1237.719,1803.129,1181.887,1157.580,1425.797,1525.931,1464.387,1561.188,1317.523,1394.533,1132.415,1437.921,1633.678,1063.854,1213.312,1120.237,1024.603,1269.590,1318.272,2005.293,1539.551,2014.703,1015.635,885.251,1717.066
70,600.769,1263.318,1047.275,1589.685,1190.778,1092.280,1207.749,1202.119,1170.434,1242.617,1809.242,1188.647,1148.131,1437.034,1518.384,1463.102,1560.064,1322.947,1390.990,1132.740,1445.679,1641.768,1070.739,1217.501,1124.921,1030.309,1266.129,1330.855,2016.844,1567.869,2027.370,1016.894,896.820,1708.435
71,600.743,1262.865,1052.502,1597.222,1190.344,1091.749,1213.114,1204.177,1176.674,1239.492,1808.262,1188.919,1150.986,1431.333,1517.246,1466.819,1565.364,1317.201,1388.950,1134.218,1431.148,1647.654,1066.633,1217.181,1131.409,1028.654,1263.479,1326.018,2022.797,1568.354,2037.152,1020.273,888.293,1706.625
72,597.087,1265.639,1048.377,1597.917,1198.109,1095.050,1206.490,1210.134,1181.936,1245.103,1813.701,1186.515,1150.449,1437.260,1523.698,1466.345,1568.087,1329.266,1392.045,1135.741,1441.805,1651.467,1068.637,1215.145,1133.467,1030.860,1260.932,1328.241,2019.195,1569.060,2029.466,1020.201,897.082,1712.289
73,596.403,1258.042,1043.850,1590.392,1185.274,1086.951,1204.186,1200.273,1172.581,1236.136,1805.728,1176.383,1152.146,1436.681,1521.674,1459.476,1570.947,1319.417,1389.523,1130.280,1434.691,1641.074,1066.312,1209.829,1132.039,1023.980,1247.373,1328.285,1994.299,1560.556,2029.821,1016.036,889.270,1700.983
74,603.032,1258.500,1046.248,1591.127,1191.608,1090.591,1202.550,1206.584,1168.611,1246.670,1814.446,1178.373,1156.021,1439.725,1518.878,1463.384,1558.271,1317.271,1394.074,1143.926,1433.612,1643.596,1071.753,1215.503,1128.118,1029.705,1252.325,1333.597,2009.194,1569.413,2041.429,1021.307,897.302,1693.486
75,594.397,1258.017,1046.418,1593.792,1189.133,1089.179,1200.363,1197.570,1174.902,1244.890,1803.076,1173.884,1142.708,1429.668,1521.087,1453.220,1566.470,1318.410,1390.267,1129.091,1432.844,1630.057,1057.618,1212.792,1125.160,1024.135,1246.869,1323.494,2008.173,1554.909,2029.805,1015.783,884.127,1702.099
76,597.182,1258.537,1044.997,1592.312,1183.399,1086.244,1205.009,1203.480,1169.058,1248.821,1804.370,1178.613,1155.724,1439.130,1515.175,1463.358,1564.186,1331.823,1393.062,1133.112,1435.569,1633.598,1071.345,1209.565,1124.981,1022.274,1247.014,1321.118,2009.234,1549.505,2035.768,1023.480,883.780,1706.016
77,597.836,1259.029,1043.972,1596.597,1186.940,1092.456,1205.487,1202.130,1167.241,1242.805,1814.071,1180.669,1148.411,1437.712,1518.153,1458.416,1562.477,1324.725,1389.711,1124.621,1437.737,1641.273,1062.246,1204.986,1124.070,1026.531,1253.748,1328.849,2013.259,1552.872,2062.316,1017.365,882.713,1700.805
78,603.095,1261.051,1049.613,1604.614,1196.274,1096.854,1205.599,1211.140,1178.060,1251.819,1810.359,1181.991,1159.581,1445.561,1526.931,1473.681,1575.699,1334.369,1397.455,1133.086,1435.664,1641.475,1064.724,1213.841,1130.736,1032.704,1262.690,1325.778,2005.060,1561.104,2035.407,1023.651,890.531,1701.275
79,599.340,1261.410,1052.374,1602.011,1195.761,1093.562,1207.551,1207.732,1170.556,1247.044,1813.154,1186.852,1160.167,1447.617,1523.456,1466.129,1571.812,1336.676,1399.328,1133.757,1445.613,1647.064,1073.001,1214.371,1134.168,1027.882,1250.082,1331.287,2007.189,1565.926,2041.083,1020.274,891.942,1689.774
80,599.202,1259.656,1048.520,1604.836,1192.056,1099.785,1206.196,1206.397,1170.491,1253.729,1810.692,1183.012,1160.911,1442.445,1519.440,1466.245,1563.947,1335.621,1394.519,1135.881,1440.782,1634.009,1069.974,1215.772,1130.859,1030.976,1256.390,1332.027,1996.724,1560.189,2037.829,1025.346,888.467,1681.788
81,597.743,1258.572,1045.253,1591.978,1188.018,1091.961,1202.580,1207.633,1164.008,1237.563,1805.068,1184.403,1157.759,1436.994,1506.615,1470.374,1569.715,1326.470,1392.521,1130.905,1434.885,1640.159,1062.863,1209.374,1126.256,1026.513,1246.270,1329.307,2000.481,1556.461,2033.661,1020.635,887.049,1697.923
