 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42
1,652.460,1480.976,1473.304,1111.631,2458.244,2099.266,1714.767,1276.623,1546.055,1278.086,1107.404,1295.417,1027.627,1232.560,1307.203,2351.582,1810.507,1962.877,1632.294,1442.691,1278.687,1121.118,1296.590,1959.495,1770.265,1502.734,1627.113,1785.914,1308.502,1019.701,1032.907,1150.382,1026.164,968.655,1101.080,908.084,927.277,977.354,853.246,1116.033,2707.633,1382.567
2,650.227,1471.217,1495.923,1103.780,2456.495,2100.998,1703.672,1280.948,1539.836,1276.471,1108.980,1298.579,1032.716,1236.577,1316.901,2288.627,1815.372,1958.333,1626.106,1435.950,1283.648,1117.345,1292.587,1956.761,1775.787,1509.094,1642.161,1795.810,1305.148,1019.641,1033.264,1148.034,1031.811,960.001,1096.947,911.728,927.115,977.048,855.204,1115.837,2629.771,1382.564
3,648.742,1487.564,1488.109,1104.925,2460.833,2103.253,1712.256,1279.392,1549.260,1277.098,1111.945,1293.994,1030.041,1235.513,1306.223,2335.450,1806.383,1965.141,1633.314,1444.293,1281.958,1123.501,1293.763,1956.383,1772.078,1510.639,1629.676,1785.116,1310.268,1018.265,1038.002,1150.897,1032.341,966.321,1095.204,913.272,924.042,980.891,859.640,1115.265,2674.469,1384.739
4,649.346,1481.609,1481.566,1099.716,2468.588,2104.138,1702.648,1277.136,1541.051,1270.484,1108.702,1297.318,1027.309,1241.098,1308.470,2336.049,1813.878,1962.111,1625.850,1440.372,1284.639,1122.605,1291.596,1955.670,1767.259,1497.653,1633.970,1798.086,1312.663,1017.273,1035.067,1141.938,1031.034,965.918,1103.411,907.719,926.469,984.664,855.130,1120.331,2651.964,1385.133
5,651.009,1481.995,1484.035,1101.275,2466.788,2107.693,1704.054,1280.120,1546.013,1278.496,1112.911,1304.680,1031.331,1238.886,1305.767,2315.365,1813.323,1961.738,1630.713,1442.568,1283.969,1125.167,1293.146,1954.189,1770.762,1506.741,1629.216,1796.269,1305.243,1017.477,1037.641,1151.168,1025.791,959.194,1099.505,912.188,923.361,979.208,855.329,1120.787,2630.723,1388.007
6,653.192,1487.593,1469.470,1110.314,2467.455,2103.931,1707.130,1279.073,1545.603,1278.643,1104.044,1298.676,1031.570,1233.081,1305.777,2326.470,1817.128,1955.713,1623.535,1443.505,1276.853,1123.602,1292.512,1971.938,1776.410,1504.918,1630.370,1792.615,1309.035,1016.047,1034.551,1150.965,1026.352,960.774,1096.559,918.971,924.774,980.430,861.166,1118.094,2668.067,1381.807
7,658.854,1487.878,1485.416,1105.247,2466.203,2112.396,1711.827,1275.554,1547.632,1279.448,1109.170,1299.120,1029.300,1244.932,1313.689,2318.098,1819.591,1967.231,1626.066,1441.175,1284.963,1132.006,1298.247,1969.959,1776.297,1496.987,1624.975,1801.308,1314.627,1018.898,1036.792,1156.180,1034.071,965.590,1098.890,915.750,923.743,983.086,860.708,1119.919,2632.711,1384.714
8,648.758,1486.956,1468.200,1107.365,2464.590,2108.341,1705.123,1280.071,1543.955,1268.862,1109.372,1297.929,1031.014,1238.482,1308.054,2335.794,1822.553,1959.372,1630.397,1446.261,1277.477,1125.827,1298.743,1951.418,1767.470,1497.655,1621.517,1792.619,1313.316,1015.398,1030.446,1149.714,1030.811,963.850,1096.381,910.519,918.598,975.283,854.640,1109.860,2646.076,1377.385
9,644.406,1484.626,1474.280,1101.805,2462.196,2117.520,1701.375,1269.914,1536.271,1275.049,1102.421,1298.250,1026.694,1235.688,1304.175,2312.201,1821.404,1970.987,1633.951,1445.119,1274.386,1121.716,1291.859,1961.317,1768.793,1489.777,1615.309,1799.807,1296.116,1011.034,1030.770,1145.195,1027.326,954.723,1100.884,904.471,913.906,970.742,850.900,1114.056,2622.159,1375.399
10,650.479,1479.756,1482.006,1104.632,2473.631,2120.009,1699.701,1278.643,1552.251,1267.505,1108.937,1303.172,1029.885,1243.326,1309.417,2336.974,1824.512,1973.580,1630.469,1445.223,1275.324,1120.599,1297.661,1962.740,1767.347,1492.450,1627.597,1809.546,1301.795,1017.174,1041.052,1147.854,1028.040,952.575,1098.274,915.812,923.229,975.675,854.281,1116.224,2629.433,1378.815
11,654.116,1487.927,1469.824,1100.733,2476.638,2128.173,1706.002,1278.533,1543.765,1276.168,1106.188,1297.494,1028.775,1243.927,1311.660,2324.949,1824.056,1973.259,1639.549,1445.911,1278.923,1120.259,1301.936,1967.993,1773.464,1494.356,1621.706,1802.908,1304.927,1015.001,1032.310,1150.157,1029.723,963.515,1102.379,914.191,915.127,983.036,860.585,1109.458,2637.206,1379.551
12,652.410,1485.613,1478.774,1104.835,2479.410,2129.680,1701.358,1277.284,1552.368,1273.061,1108.973,1306.756,1030.921,1240.219,1310.101,2312.928,1830.781,1971.654,1624.632,1446.722,1281.598,1123.538,1297.081,1962.254,1769.411,1493.752,1627.713,1812.523,1311.472,1012.836,1039.117,1147.398,1028.577,960.889,1110.074,914.382,921.598,982.598,856.981,1112.691,2599.913,1380.318
13,648.931,1491.650,1480.301,1113.590,2480.018,2137.615,1705.084,1281.732,1552.136,1281.553,1107.551,1306.544,1034.443,1244.101,1312.772,2323.350,1825.516,1970.610,1634.623,1449.552,1276.429,1118.559,1297.902,1971.173,1763.940,1495.975,1622.005,1804.227,1312.864,1015.776,1039.113,1153.007,1029.006,958.784,1102.485,917.657,916.253,982.597,859.056,1117.610,2604.817,1382.134
14,646.832,1484.175,1475.763,1109.345,2485.972,2135.911,1698.375,1281.715,1557.236,1277.751,1105.616,1308.370,1030.275,1244.685,1304.661,2311.567,1825.692,1981.853,1635.168,1447.015,1280.112,1128.284,1299.088,1962.212,1761.799,1510.268,1621.313,1801.603,1311.311,1018.585,1035.992,1154.563,1036.407,963.254,1107.384,915.119,917.232,974.280,858.753,1122.484,2600.190,1381.455
15,637.474,1486.672,1482.282,1099.726,2481.364,2132.710,1686.621,1269.314,1543.831,1268.775,1095.053,1299.071,1026.057,1232.442,1298.845,2277.570,1827.806,1966.574,1624.820,1440.197,1276.591,1126.981,1301.355,1958.539,1747.394,1487.289,1614.706,1809.113,1298.443,1012.850,1030.352,1143.220,1022.277,953.646,1101.830,909.702,910.923,972.013,847.421,1108.866,2563.836,1378.430
16,639.691,1470.959,1469.423,1093.087,2471.281,2126.095,1688.972,1263.106,1523.909,1262.728,1091.925,1292.385,1016.641,1224.477,1294.740,2287.662,1824.275,1958.579,1621.770,1441.721,1276.064,1115.708,1301.658,1952.280,1747.933,1482.350,1605.335,1790.566,1301.975,1017.008,1027.405,1142.391,1023.851,950.032,1093.093,904.631,907.429,979.054,849.285,1105.316,2563.774,1374.508
17,648.238,1477.718,1466.803,1093.998,2483.262,2139.354,1695.150,1269.718,1528.587,1265.615,1096.125,1302.386,1025.123,1234.431,1297.430,2289.298,1825.470,1974.774,1630.704,1441.470,1273.610,1119.733,1308.439,1959.647,1754.723,1484.073,1605.208,1797.142,1299.759,1015.712,1028.419,1150.531,1019.785,950.189,1094.355,914.611,915.029,974.884,849.587,1107.882,2561.831,1373.957
18,644.085,1471.143,1465.194,1095.933,2486.718,2145.562,1702.124,1273.510,1535.015,1265.458,1095.995,1297.891,1024.298,1232.323,1305.612,2275.209,1825.236,1988.571,1628.823,1442.365,1275.434,1114.179,1302.084,1962.766,1761.610,1485.001,1606.415,1808.556,1299.796,1012.911,1033.605,1144.793,1017.466,954.700,1091.072,911.885,907.552,978.748,849.631,1106.030,2578.485,1382.453
19,640.684,1470.170,1474.893,1088.186,2489.047,2136.776,1686.258,1263.483,1538.838,1255.610,1091.940,1298.420,1018.562,1230.629,1297.351,2255.147,1821.991,1972.109,1628.416,1440.143,1277.626,1113.209,1311.318,1956.802,1742.803,1486.126,1606.262,1800.833,1283.156,1011.344,1026.733,1143.617,1024.164,946.803,1095.541,908.485,906.318,975.625,847.971,1108.862,2513.112,1379.568
20,638.419,1473.363,1452.596,1091.549,2486.193,2140.507,1684.607,1260.882,1533.651,1257.422,1085.265,1292.353,1018.538,1223.815,1296.073,2272.266,1821.337,1970.321,1616.775,1445.792,1273.881,1110.915,1308.750,1966.833,1742.873,1471.399,1603.023,1800.009,1294.124,1012.113,1024.767,1141.403,1013.733,945.021,1096.198,909.535,906.978,966.628,841.127,1105.598,2511.937,1374.557
21,636.593,1468.807,1468.976,1092.361,2495.264,2146.481,1695.470,1267.802,1538.248,1265.804,1094.422,1300.623,1022.758,1224.345,1300.948,2274.491,1821.485,1981.757,1626.358,1442.757,1286.725,1115.924,1301.466,1953.902,1742.687,1477.643,1605.845,1808.842,1298.816,1019.349,1029.355,1146.036,1020.841,954.123,1088.055,910.538,908.179,973.313,846.366,1107.958,2511.110,1379.754
22,632.000,1467.628,1456.747,1085.431,2497.989,2143.920,1687.726,1260.552,1527.907,1257.859,1085.182,1290.666,1016.232,1222.860,1288.953,2250.756,1810.015,1956.873,1621.956,1438.459,1276.944,1102.031,1298.883,1961.319,1727.190,1468.614,1594.309,1797.882,1286.330,1007.882,1022.815,1142.400,1009.484,944.302,1089.115,907.924,901.441,964.861,840.631,1095.128,2476.569,1374.031
23,646.526,1475.966,1462.628,1091.694,2512.691,2153.363,1696.548,1270.706,1542.202,1264.770,1099.440,1306.294,1026.969,1231.768,1305.055,2269.396,1825.381,1970.655,1634.437,1448.481,1284.507,1119.565,1313.083,1969.065,1741.566,1476.847,1607.456,1811.785,1294.810,1019.389,1033.088,1152.140,1023.355,957.428,1102.666,921.072,908.836,973.878,853.994,1108.637,2507.694,1388.075
24,640.133,1483.920,1467.566,1094.796,2513.175,2163.567,1704.424,1273.576,1537.105,1271.401,1101.457,1306.979,1027.021,1237.068,1308.976,2277.042,1822.398,1977.239,1632.774,1447.968,1287.246,1112.395,1306.822,1963.966,1740.744,1477.175,1605.664,1814.075,1297.573,1015.053,1033.883,1147.202,1016.864,952.655,1099.141,910.027,906.953,978.697,847.585,1108.726,2484.014,1384.221
25,654.450,1484.458,1468.504,1100.803,2518.090,2166.862,1703.670,1278.372,1551.667,1277.773,1105.613,1309.044,1030.004,1235.718,1308.406,2287.446,1829.159,1979.428,1626.327,1450.095,1288.438,1114.628,1308.665,1973.838,1754.455,1490.734,1606.549,1824.101,1306.907,1015.130,1033.641,1156.062,1024.455,958.163,1100.224,912.912,913.813,981.517,859.245,1108.143,2495.500,1388.417
26,650.328,1490.085,1471.147,1106.946,2529.058,2166.002,1706.529,1278.245,1546.932,1282.420,1108.075,1315.330,1030.852,1240.314,1309.064,2260.791,1838.392,1982.595,1634.596,1446.336,1286.429,1119.031,1310.490,1975.855,1748.453,1485.763,1615.964,1828.603,1308.567,1014.947,1035.179,1157.206,1026.437,960.979,1100.489,920.041,914.237,983.258,857.184,1108.687,2488.670,1396.735
27,660.239,1495.609,1474.297,1113.109,2544.230,2174.747,1713.969,1282.421,1553.594,1287.474,1111.350,1320.130,1036.131,1243.525,1319.942,2284.469,1838.296,1993.517,1639.295,1444.041,1294.381,1121.034,1311.127,1985.502,1762.665,1494.317,1615.113,1840.338,1312.453,1017.726,1039.319,1163.505,1028.486,966.082,1113.575,922.154,916.273,987.229,861.129,1112.888,2494.720,1401.648
28,653.922,1497.476,1478.045,1116.031,2554.626,2183.050,1723.997,1288.466,1563.528,1287.122,1118.113,1328.500,1037.993,1245.112,1323.951,2291.320,1839.518,1983.359,1639.485,1454.261,1294.758,1120.801,1312.192,1987.598,1751.398,1498.714,1619.820,1839.927,1314.129,1020.301,1039.422,1167.499,1026.711,963.175,1115.589,922.975,911.889,991.693,866.963,1116.512,2504.878,1404.853
29,665.691,1504.490,1483.567,1114.322,2554.658,2181.878,1720.562,1293.764,1558.306,1289.869,1122.189,1326.626,1041.191,1249.012,1324.267,2277.888,1844.023,1985.801,1642.371,1453.577,1296.308,1121.351,1319.276,1990.573,1760.709,1511.952,1623.132,1845.359,1310.739,1011.943,1047.380,1167.861,1029.833,975.677,1118.809,930.029,919.753,989.537,866.595,1125.301,2479.776,1408.350
30,682.279,1527.809,1503.926,1131.194,2570.125,2199.918,1740.257,1311.536,1578.396,1314.026,1137.229,1344.432,1057.687,1271.819,1338.416,2297.158,1864.528,2004.207,1657.921,1456.719,1306.907,1126.100,1316.562,1993.068,1786.584,1523.905,1643.896,1869.587,1328.391,1016.598,1059.210,1171.661,1051.558,985.463,1130.439,932.964,923.608,1002.809,885.403,1137.329,2487.260,1424.611
31,688.230,1523.817,1503.055,1136.097,2569.190,2204.989,1745.258,1311.560,1585.503,1315.857,1142.338,1344.248,1060.341,1269.401,1343.589,2291.058,1858.539,2014.437,1656.234,1463.534,1308.798,1128.570,1314.129,2019.067,1783.004,1527.769,1639.398,1870.507,1337.836,1017.089,1057.683,1176.260,1046.203,992.913,1123.149,939.889,928.357,1002.253,885.378,1137.452,2497.337,1427.619
32,689.422,1525.176,1508.473,1140.687,2587.544,2204.966,1744.417,1310.677,1594.729,1312.893,1138.508,1349.649,1063.611,1271.875,1340.423,2302.637,1863.913,2010.179,1655.259,1457.468,1309.563,1134.294,1321.489,1999.893,1779.387,1526.151,1641.107,1879.738,1332.475,1019.343,1059.549,1178.884,1045.706,995.915,1125.863,939.122,927.355,1004.378,891.932,1139.513,2558.308,1426.292
33,674.896,1517.592,1493.728,1129.659,2574.191,2199.418,1733.672,1304.511,1587.923,1311.764,1141.601,1343.714,1056.510,1259.850,1338.297,2281.604,1855.661,2002.015,1658.447,1455.304,1302.734,1130.211,1319.768,2014.120,1777.964,1514.695,1633.616,1869.191,1327.406,1021.454,1053.743,1171.663,1049.593,986.755,1125.421,938.817,921.278,995.212,878.956,1139.203,2550.474,1420.918
34,673.207,1508.148,1499.754,1133.002,2568.944,2189.317,1722.117,1299.653,1574.210,1306.157,1134.798,1341.284,1047.918,1255.706,1332.176,2283.138,1857.085,1996.866,1652.331,1456.495,1302.996,1124.427,1319.549,2003.996,1783.002,1526.614,1632.205,1865.680,1324.649,1019.822,1048.769,1176.258,1039.640,979.237,1115.023,931.562,916.158,993.960,870.146,1127.247,2541.724,1413.177
35,671.073,1511.653,1487.103,1122.455,2569.618,2191.304,1728.266,1298.026,1582.379,1301.784,1137.663,1337.125,1047.427,1261.511,1339.579,2284.593,1860.243,1999.738,1653.147,1453.432,1305.446,1125.853,1320.870,2002.202,1772.334,1511.383,1630.587,1862.791,1324.810,1017.139,1046.096,1169.172,1038.986,979.194,1121.531,932.683,918.825,987.155,873.582,1135.847,2549.091,1413.018
36,666.145,1511.324,1483.764,1127.222,2582.775,2195.248,1723.310,1299.075,1578.033,1299.289,1144.651,1338.390,1044.386,1253.919,1330.950,2289.389,1859.868,1989.503,1655.699,1450.143,1302.913,1120.781,1318.709,1999.169,1773.757,1511.326,1624.151,1870.845,1326.319,1018.651,1050.384,1175.362,1038.687,979.500,1134.011,941.950,918.487,991.357,872.314,1136.814,2536.933,1414.323
37,659.227,1490.991,1477.975,1111.953,2567.423,2177.978,1705.135,1285.529,1554.529,1285.894,1129.671,1325.030,1035.541,1247.733,1329.718,2276.558,1844.754,1982.187,1642.152,1448.738,1300.176,1106.555,1317.469,2004.366,1757.291,1489.246,1610.859,1868.788,1317.737,1012.289,1044.677,1158.846,1027.435,974.492,1113.534,931.786,906.557,978.044,865.254,1124.653,2550.078,1403.447
38,652.326,1490.751,1464.976,1112.708,2566.362,2182.456,1712.558,1280.379,1555.377,1287.978,1128.005,1326.004,1031.578,1240.629,1322.496,2268.023,1844.994,1971.581,1646.559,1453.500,1300.929,1114.421,1329.225,2008.680,1752.660,1497.289,1608.698,1856.842,1319.051,1021.446,1036.904,1165.664,1030.651,975.145,1109.951,927.015,911.497,976.199,863.677,1110.027,2540.436,1400.999
39,653.316,1487.096,1464.630,1104.867,2570.642,2186.010,1714.283,1283.124,1562.980,1278.797,1127.200,1319.854,1029.934,1247.592,1327.785,2262.184,1840.962,1985.005,1642.779,1447.287,1299.123,1114.107,1318.789,1994.566,1751.531,1490.076,1611.213,1861.198,1309.769,1015.410,1034.886,1161.440,1023.362,969.761,1107.952,929.373,902.964,978.278,861.643,1119.160,2524.280,1398.060
40,649.412,1486.195,1458.690,1103.154,2563.051,2182.279,1713.353,1277.294,1557.239,1275.279,1126.409,1316.496,1031.551,1240.023,1319.902,2263.960,1842.140,1983.727,1643.605,1445.594,1296.932,1111.982,1323.557,1999.169,1753.894,1487.515,1609.786,1860.522,1310.604,1015.336,1034.062,1150.533,1023.489,975.673,1107.714,924.643,909.313,972.010,863.312,1119.361,2531.448,1394.879
41,650.683,1488.596,1463.415,1104.895,2570.773,2186.766,1714.444,1276.043,1545.822,1282.298,1127.791,1317.043,1027.741,1239.707,1324.383,2264.728,1841.436,1972.629,1640.563,1451.090,1294.890,1110.803,1321.926,2003.083,1748.383,1487.995,1603.329,1863.210,1311.404,1016.537,1034.690,1155.627,1021.853,974.066,1112.387,929.042,906.130,982.839,860.325,1120.197,2508.776,1398.885
42,652.497,1484.928,1457.188,1096.332,2563.776,2184.429,1724.361,1272.323,1543.215,1274.255,1122.132,1312.093,1024.342,1239.218,1322.271,2257.786,1842.562,1964.666,1650.121,1444.879,1295.107,1111.591,1323.339,1995.555,1737.032,1489.006,1600.042,1855.917,1307.048,1013.132,1035.499,1152.635,1016.441,965.339,1103.498,921.073,902.585,979.832,859.274,1114.131,2484.753,1390.507
43,650.681,1477.057,1453.334,1099.417,2566.537,2185.230,1709.669,1277.469,1544.684,1273.937,1124.921,1315.205,1025.090,1242.015,1323.568,2275.318,1841.659,1982.115,1645.081,1438.369,1298.245,1111.448,1321.306,1992.242,1738.413,1486.032,1601.111,1856.069,1303.201,1013.202,1032.143,1163.647,1020.875,974.044,1106.905,926.692,899.523,974.572,855.528,1116.279,2496.347,1394.497
44,653.207,1489.948,1466.412,1107.867,2580.006,2200.433,1723.155,1276.969,1555.908,1290.388,1130.114,1322.960,1030.444,1243.890,1326.690,2293.343,1848.043,1988.483,1651.145,1458.842,1306.535,1116.717,1331.167,2010.242,1745.459,1487.225,1600.821,1869.134,1315.129,1019.298,1038.277,1161.235,1021.413,973.416,1129.692,928.890,904.935,983.649,864.807,1125.768,2486.146,1403.749
45,649.473,1490.213,1457.181,1101.700,2581.735,2192.048,1719.177,1276.803,1548.830,1281.028,1128.050,1316.563,1026.852,1242.904,1325.492,2261.608,1844.652,1982.710,1651.494,1454.180,1304.387,1109.111,1334.005,2011.634,1740.436,1480.705,1605.548,1850.945,1306.760,1018.246,1030.073,1161.539,1015.279,971.417,1117.485,922.080,905.372,977.332,856.704,1115.807,2457.470,1397.782
46,649.145,1487.877,1458.787,1105.596,2582.247,2189.567,1723.143,1273.691,1547.150,1280.407,1129.856,1316.088,1030.087,1247.515,1326.026,2269.267,1845.504,1986.114,1654.424,1453.640,1305.397,1111.952,1326.105,2018.733,1746.389,1488.764,1603.002,1853.940,1313.286,1018.581,1033.032,1161.814,1027.895,971.969,1117.401,925.006,900.755,977.552,859.187,1115.885,2460.679,1401.506
47,651.043,1491.880,1461.587,1098.591,2592.396,2199.735,1720.880,1280.446,1546.008,1285.436,1125.894,1313.401,1030.929,1240.422,1325.725,2287.780,1850.637,1976.384,1654.487,1454.879,1305.834,1105.510,1334.544,2022.092,1752.175,1486.591,1599.349,1864.955,1317.613,1012.663,1032.318,1161.940,1024.095,962.910,1118.419,921.244,898.457,971.818,855.368,1116.183,2437.045,1398.457
48,646.869,1485.928,1461.562,1104.389,2580.510,2200.765,1715.542,1278.729,1550.772,1281.664,1120.199,1318.637,1028.069,1242.221,1323.294,2308.723,1851.404,1987.507,1654.937,1453.330,1301.887,1109.576,1332.394,2014.797,1741.090,1480.280,1598.475,1863.258,1311.027,1013.872,1035.652,1165.621,1020.529,962.165,1119.920,920.396,900.769,980.203,857.781,1115.003,2435.832,1403.146
49,645.441,1489.336,1459.309,1099.858,2589.622,2208.618,1716.894,1275.847,1553.499,1283.835,1129.806,1315.107,1028.586,1236.648,1325.409,2260.816,1845.843,1986.910,1651.406,1448.816,1301.115,1112.240,1329.744,2023.895,1753.151,1480.572,1607.154,1861.512,1308.078,1013.300,1035.152,1157.731,1021.161,966.709,1121.723,918.192,901.982,970.229,858.250,1117.129,2429.017,1404.527
50,655.174,1503.053,1474.383,1114.586,2596.890,2214.535,1735.885,1284.820,1555.342,1284.369,1137.278,1324.493,1035.722,1243.827,1333.730,2307.625,1857.408,1986.828,1667.230,1460.075,1318.176,1120.573,1334.768,2028.439,1757.159,1496.820,1607.940,1868.341,1315.405,1024.356,1040.910,1168.381,1025.759,975.717,1123.175,924.768,910.920,991.494,865.022,1126.555,2433.710,1408.607
51,654.020,1496.559,1461.226,1100.710,2594.570,2211.133,1734.308,1283.103,1560.059,1287.835,1135.392,1324.332,1031.908,1249.299,1335.688,2314.899,1858.069,1991.018,1662.129,1455.808,1315.481,1117.675,1340.222,2040.688,1767.994,1492.484,1605.124,1862.501,1311.655,1020.362,1037.713,1170.916,1022.226,977.966,1133.696,926.569,902.029,979.631,865.618,1121.146,2395.699,1405.947
52,646.662,1484.906,1456.950,1098.504,2589.727,2202.385,1728.879,1275.168,1544.804,1277.103,1128.506,1315.834,1030.063,1246.310,1329.572,2297.505,1846.476,1984.497,1657.459,1446.042,1313.127,1106.744,1332.299,2023.399,1744.165,1483.525,1603.151,1854.022,1302.858,1014.096,1031.063,1159.031,1015.047,965.760,1129.471,922.731,903.445,975.171,858.445,1111.345,2398.278,1406.098
53,654.415,1488.789,1464.416,1102.088,2591.135,2206.768,1734.524,1276.599,1549.252,1280.050,1129.931,1314.828,1024.958,1239.789,1324.324,2327.230,1846.010,1994.754,1658.366,1454.680,1309.941,1113.427,1337.240,2037.573,1749.646,1486.924,1606.067,1865.405,1306.328,1015.025,1030.029,1166.245,1018.765,968.479,1126.205,919.479,903.928,979.605,863.668,1111.143,2392.256,1407.663
54,649.317,1493.179,1464.259,1104.760,2592.423,2210.691,1737.791,1277.739,1554.955,1281.966,1127.798,1312.514,1030.030,1238.918,1323.691,2311.979,1851.512,1989.199,1664.852,1448.340,1305.859,1106.416,1333.695,2031.824,1752.650,1486.546,1602.502,1853.519,1307.196,1010.938,1036.057,1166.894,1022.776,968.480,1133.600,922.453,901.488,976.477,858.550,1116.886,2383.423,1405.710
55,645.841,1490.462,1453.701,1106.449,2595.542,2214.229,1741.196,1276.581,1559.213,1281.301,1129.692,1314.548,1024.400,1237.031,1321.906,2342.404,1847.892,1987.809,1668.772,1450.539,1306.985,1107.305,1327.621,2033.653,1751.139,1486.570,1594.680,1864.499,1302.560,1014.668,1028.999,1170.081,1022.089,968.029,1128.122,925.433,902.883,976.488,861.829,1118.707,2395.759,1407.357
56,656.363,1498.739,1464.979,1106.809,2600.173,2217.457,1741.710,1279.139,1561.289,1288.909,1132.957,1323.863,1036.221,1248.344,1335.177,2343.920,1843.907,1991.061,1665.936,1458.037,1317.130,1116.775,1343.687,2036.683,1756.774,1481.167,1603.948,1866.517,1319.201,1015.786,1039.769,1174.016,1024.459,971.541,1135.601,923.752,908.485,979.028,864.647,1116.789,2393.979,1412.975
57,653.976,1489.754,1460.117,1107.279,2606.554,2218.192,1744.812,1274.807,1552.401,1280.770,1131.740,1316.291,1030.848,1241.126,1332.588,2325.178,1846.390,1980.817,1661.126,1450.604,1312.978,1111.232,1334.033,2030.268,1758.025,1485.988,1602.531,1872.622,1308.630,1011.383,1031.387,1164.869,1023.989,966.126,1130.047,918.865,902.764,979.354,860.740,1114.192,2360.715,1406.823
58,655.308,1498.138,1472.296,1111.703,2615.119,2229.325,1740.464,1279.031,1555.637,1291.435,1134.888,1320.381,1033.360,1249.515,1339.291,2363.028,1848.000,1999.761,1671.020,1453.298,1311.950,1120.104,1339.004,2054.587,1758.574,1489.821,1600.574,1873.558,1315.679,1016.998,1037.181,1179.391,1028.956,969.440,1136.582,924.639,907.592,987.657,864.837,1115.614,2376.856,1415.306
59,651.692,1491.731,1456.347,1109.869,2600.130,2219.344,1739.871,1278.149,1559.236,1280.919,1133.948,1313.946,1030.408,1246.033,1335.999,2367.928,1844.571,1988.484,1671.485,1448.015,1311.226,1101.088,1333.499,2040.156,1745.615,1484.736,1607.173,1856.457,1309.683,1011.782,1035.978,1168.856,1019.688,958.170,1142.880,924.671,898.312,979.023,860.947,1113.620,2354.354,1407.194
60,655.188,1501.417,1461.267,1112.520,2615.503,2222.928,1745.798,1284.953,1557.538,1287.642,1136.366,1317.466,1034.789,1248.347,1338.805,2343.075,1839.368,1990.687,1679.063,1461.908,1314.529,1107.107,1342.953,2044.375,1747.266,1485.289,1601.860,1870.501,1316.443,1015.181,1040.987,1171.663,1024.836,964.985,1140.806,933.525,905.881,988.413,865.572,1117.741,2362.567,1413.115
61,652.848,1497.074,1463.545,1109.172,2608.746,2226.085,1746.461,1278.869,1559.250,1282.581,1131.975,1311.441,1030.850,1240.270,1327.085,2353.227,1842.171,2001.083,1676.534,1452.052,1306.683,1107.284,1338.836,2042.242,1748.326,1486.594,1604.675,1874.221,1311.759,1010.855,1037.639,1172.951,1021.601,968.706,1143.364,924.357,899.998,974.740,865.122,1106.623,2363.646,1408.359
62,656.902,1497.215,1461.652,1108.847,2618.113,2225.936,1748.346,1277.810,1556.710,1283.954,1140.317,1314.504,1032.365,1249.847,1338.367,2405.074,1851.964,1997.957,1670.742,1459.073,1316.667,1111.467,1340.001,2044.855,1751.754,1493.474,1603.025,1867.604,1319.143,1014.705,1039.645,1175.717,1020.794,965.108,1151.880,921.663,899.771,987.966,864.044,1112.245,2358.220,1412.652
63,655.719,1498.913,1468.285,1112.742,2615.047,2225.456,1739.124,1280.599,1563.795,1290.732,1136.328,1313.918,1031.213,1244.608,1336.274,2389.727,1843.388,1998.441,1686.762,1458.617,1314.590,1108.937,1341.118,2040.294,1748.999,1484.770,1601.872,1860.560,1305.463,1014.180,1040.051,1178.505,1020.408,961.088,1149.038,928.692,898.987,978.915,865.413,1111.982,2342.422,1405.607
64,650.546,1497.944,1463.500,1114.230,2610.709,2230.629,1747.113,1286.321,1554.673,1292.895,1139.963,1314.983,1032.515,1252.412,1337.191,2384.670,1846.610,1996.058,1679.299,1460.533,1316.735,1110.053,1343.196,2046.246,1749.856,1489.716,1599.548,1860.064,1316.236,1014.601,1035.033,1178.376,1025.533,968.477,1155.506,924.803,910.837,979.710,866.150,1113.346,2357.563,1413.468
65,654.282,1495.880,1458.854,1110.277,2618.387,2235.213,1750.536,1283.624,1563.887,1290.935,1141.018,1315.708,1036.263,1243.980,1342.902,2391.393,1847.884,1990.841,1686.105,1464.209,1319.934,1112.291,1348.429,2059.216,1752.039,1485.109,1604.391,1858.228,1318.050,1016.067,1039.798,1181.434,1022.046,965.185,1162.634,930.885,894.881,979.815,864.782,1112.209,2340.560,1411.918
66,648.587,1494.179,1455.625,1101.515,2610.788,2227.874,1742.551,1276.352,1542.764,1287.237,1134.706,1305.172,1028.237,1239.889,1333.723,2403.347,1841.785,1997.984,1685.073,1455.683,1316.801,1102.009,1341.171,2049.337,1741.899,1479.093,1589.321,1856.217,1309.913,1010.448,1034.295,1178.108,1017.729,963.303,1160.476,923.548,899.391,977.102,861.937,1103.951,2353.953,1409.164
