 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42
3062,644.505,2048.723,1682.320,1154.960,3217.490,3085.352,1903.386,1346.013,1633.259,1432.117,1192.196,1359.841,1033.190,1385.534,1405.045,2290.011,2192.142,2736.599,2040.785,1851.842,1581.293,1413.613,1773.942,2528.417,1752.556,2126.130,1848.522,1934.014,1472.126,1083.404,1116.815,1312.729,1118.096,1035.486,1274.348,1128.669,979.233,1121.526,928.174,1134.399,4618.180,2036.182
3063,650.697,2040.007,1684.979,1163.331,3234.515,3085.640,1904.265,1346.024,1629.168,1442.800,1192.043,1358.724,1032.810,1381.442,1401.797,2309.177,2189.232,2749.662,2038.837,1855.957,1576.954,1406.719,1775.114,2520.135,1735.464,2118.811,1855.208,1934.539,1474.352,1081.493,1122.011,1320.701,1115.933,1041.675,1275.761,1133.531,969.627,1132.170,929.791,1134.551,4647.596,2033.258
3064,652.666,2036.750,1684.708,1156.081,3230.278,3073.242,1899.525,1338.419,1621.751,1436.639,1189.870,1357.026,1033.076,1375.703,1396.386,2297.421,2175.959,2742.016,2031.053,1860.088,1576.745,1405.575,1763.126,2527.026,1726.879,2101.558,1845.667,1934.312,1475.747,1072.407,1122.534,1317.246,1113.143,1035.609,1264.838,1123.974,974.714,1124.782,929.045,1130.262,4587.259,2030.059
3065,648.678,2023.109,1686.549,1161.945,3243.552,3081.537,1900.713,1337.791,1629.388,1428.628,1190.553,1355.660,1030.546,1376.563,1391.743,2304.229,2178.972,2747.795,2035.726,1858.820,1572.529,1405.214,1773.580,2503.521,1724.717,2104.478,1849.130,1914.526,1461.060,1077.356,1115.381,1324.766,1111.034,1033.779,1263.732,1124.018,964.554,1132.022,925.456,1125.220,4605.300,2042.520
3066,648.206,2007.270,1692.002,1155.468,3231.003,3071.649,1896.265,1333.459,1616.085,1433.199,1189.603,1350.770,1030.130,1371.714,1396.506,2287.833,2171.756,2755.536,2023.006,1855.092,1572.035,1397.407,1756.875,2499.072,1729.649,2102.067,1840.600,1916.113,1470.966,1074.164,1110.177,1319.654,1103.346,1032.053,1272.130,1124.904,973.980,1124.077,929.711,1126.481,4589.844,2028.833
3067,645.564,2001.552,1687.831,1153.646,3243.499,3084.352,1897.832,1338.187,1615.621,1425.526,1190.496,1349.500,1031.515,1374.612,1395.586,2308.776,2171.644,2762.937,2020.657,1851.260,1570.965,1395.997,1759.538,2490.349,1725.852,2099.102,1848.637,1932.485,1464.116,1077.823,1118.033,1325.682,1105.637,1028.143,1274.528,1119.098,972.405,1128.286,929.707,1125.364,4596.766,2039.328
3068,650.113,1999.693,1699.667,1164.665,3262.833,3078.557,1903.101,1340.959,1619.839,1440.071,1193.048,1359.514,1039.194,1375.488,1405.591,2287.174,2173.085,2765.121,2021.025,1863.101,1576.545,1391.935,1764.473,2495.979,1722.720,2096.890,1851.541,1917.275,1470.873,1081.890,1117.379,1336.034,1111.571,1034.096,1281.827,1123.340,974.358,1142.352,932.054,1135.333,4606.297,2039.100
3069,646.268,1999.205,1704.759,1149.979,3252.942,3079.252,1900.453,1336.307,1611.805,1427.168,1190.130,1355.117,1034.015,1374.616,1401.313,2306.206,2162.310,2773.544,2020.448,1851.903,1561.598,1397.289,1754.200,2491.458,1729.813,2099.199,1854.565,1925.272,1464.285,1077.005,1120.990,1320.886,1104.819,1033.607,1273.646,1116.413,962.346,1122.591,928.009,1120.868,4635.913,2038.760
3070,649.244,1991.593,1704.607,1152.709,3271.712,3086.276,1915.472,1338.263,1616.712,1436.429,1194.003,1352.974,1037.769,1376.998,1406.713,2326.743,2175.314,2766.040,2009.078,1860.258,1572.864,1392.926,1764.444,2502.561,1733.816,2102.183,1869.452,1926.661,1471.024,1078.239,1121.337,1334.158,1110.629,1039.382,1278.211,1113.485,967.971,1131.747,930.667,1134.614,4636.674,2043.192
3071,650.171,1983.273,1708.073,1157.950,3268.808,3076.055,1904.721,1332.525,1620.942,1434.347,1187.143,1352.015,1032.681,1369.848,1399.898,2314.298,2162.558,2773.547,2014.385,1863.066,1568.469,1394.895,1759.175,2500.539,1725.984,2100.412,1858.725,1912.396,1473.247,1075.545,1122.229,1327.973,1104.556,1030.119,1276.413,1115.597,961.123,1125.953,929.688,1131.401,4641.549,2041.664
3072,653.349,1976.599,1710.348,1158.058,3273.738,3092.890,1911.603,1334.295,1620.366,1446.794,1197.181,1357.723,1039.317,1375.153,1410.602,2330.877,2173.344,2779.475,2013.606,1867.902,1567.443,1396.827,1762.569,2491.533,1729.383,2113.781,1861.475,1932.464,1474.270,1080.183,1119.250,1330.571,1104.065,1032.644,1284.038,1118.839,966.571,1142.195,932.116,1130.162,4653.389,2044.623
3073,650.535,1975.970,1714.479,1154.251,3265.851,3089.062,1912.859,1332.747,1612.882,1436.239,1196.221,1354.125,1035.673,1370.514,1411.305,2347.902,2163.552,2782.376,2004.833,1868.749,1572.985,1389.379,1759.339,2499.273,1730.964,2110.251,1860.385,1912.819,1461.522,1072.343,1129.215,1337.548,1113.219,1027.561,1280.416,1117.013,962.168,1137.029,927.335,1129.449,4644.697,2049.693
3074,646.210,1961.468,1708.589,1154.002,3262.505,3080.605,1907.327,1331.648,1604.251,1423.009,1187.566,1349.215,1034.603,1365.807,1404.137,2319.312,2162.703,2766.751,1995.750,1865.562,1566.768,1389.794,1751.475,2484.324,1724.847,2103.944,1850.191,1903.920,1460.984,1074.945,1118.630,1328.173,1098.872,1036.079,1287.096,1121.986,965.045,1134.980,924.008,1135.352,4642.471,2043.580
3075,649.793,1961.000,1719.683,1147.769,3258.716,3090.041,1910.139,1332.565,1609.234,1427.584,1191.286,1352.914,1033.438,1373.604,1405.466,2320.912,2150.189,2770.461,1993.784,1866.522,1564.441,1389.416,1748.200,2489.497,1730.091,2101.415,1854.739,1917.029,1470.849,1076.766,1126.066,1327.764,1107.008,1021.716,1284.895,1115.817,967.208,1143.774,929.489,1124.520,4652.375,2042.850
3076,647.994,1959.736,1708.579,1154.645,3260.247,3088.446,1907.319,1330.534,1607.453,1432.270,1194.722,1347.714,1038.811,1364.385,1411.058,2335.178,2156.492,2784.685,1988.002,1865.970,1564.619,1388.351,1751.320,2487.093,1719.097,2101.210,1853.905,1914.109,1460.275,1076.375,1120.565,1333.641,1103.773,1033.933,1282.111,1114.277,969.617,1146.100,932.802,1133.297,4720.822,2044.134
3077,653.716,1946.767,1717.452,1154.695,3244.342,3095.589,1905.925,1338.087,1602.230,1429.470,1195.769,1349.170,1036.504,1364.217,1415.666,2334.660,2153.518,2789.975,1985.601,1872.151,1572.765,1387.927,1747.312,2482.610,1714.652,2111.865,1853.905,1921.042,1458.741,1075.400,1126.208,1338.657,1103.361,1032.066,1290.917,1125.921,978.893,1140.908,931.916,1130.174,4689.546,2037.290
3078,651.573,1942.140,1716.230,1151.497,3248.055,3090.787,1902.533,1333.657,1601.128,1440.361,1194.564,1352.839,1036.575,1370.248,1415.528,2326.938,2145.399,2787.306,1980.692,1863.345,1565.570,1397.081,1744.626,2475.502,1714.344,2100.009,1859.066,1909.237,1463.971,1075.524,1124.659,1335.485,1100.828,1032.944,1285.541,1122.989,976.458,1137.694,929.865,1132.172,4687.732,2036.436
3079,642.579,1934.508,1708.818,1145.353,3225.356,3093.104,1911.633,1329.906,1598.880,1428.680,1194.935,1342.687,1030.352,1360.064,1408.684,2343.810,2137.234,2773.893,1972.861,1857.061,1571.532,1390.116,1737.796,2476.601,1715.071,2114.148,1858.534,1914.806,1450.971,1070.213,1129.158,1336.412,1094.575,1026.344,1285.779,1119.972,967.602,1130.967,925.806,1129.136,4700.437,2027.381
3080,651.380,1930.598,1711.209,1153.636,3240.454,3095.173,1905.023,1334.702,1594.404,1435.801,1198.488,1346.608,1038.372,1370.170,1412.337,2346.253,2157.228,2772.943,1982.510,1871.715,1565.667,1392.961,1740.945,2477.752,1715.238,2088.764,1863.454,1916.931,1459.155,1070.504,1139.285,1340.815,1097.782,1022.136,1296.302,1124.270,986.775,1138.852,930.539,1128.507,4686.190,2036.763
3081,642.913,1925.070,1716.960,1156.900,3223.322,3090.732,1904.942,1330.229,1591.911,1427.976,1201.027,1340.621,1036.064,1359.204,1408.575,2323.748,2137.738,2771.220,1970.528,1865.316,1563.935,1388.340,1743.684,2469.313,1721.915,2092.338,1852.154,1911.961,1461.591,1071.389,1139.676,1345.322,1097.965,1023.252,1289.230,1117.706,977.182,1140.955,924.888,1127.759,4644.304,2030.298
3082,652.069,1927.261,1718.978,1152.870,3226.623,3092.536,1905.433,1337.477,1601.681,1433.992,1203.287,1350.905,1042.566,1363.183,1413.393,2348.438,2146.093,2759.488,1977.377,1880.464,1568.807,1392.854,1749.027,2465.533,1725.973,2103.904,1853.656,1919.788,1455.543,1073.584,1140.866,1346.810,1105.062,1025.151,1296.950,1126.639,986.095,1138.922,933.267,1135.438,4662.162,2034.425
3083,648.966,1922.252,1710.841,1147.070,3218.433,3087.082,1899.052,1326.331,1595.066,1424.135,1196.832,1344.734,1030.978,1361.479,1402.359,2338.290,2137.023,2759.636,1967.008,1864.952,1554.573,1379.054,1729.719,2463.560,1716.064,2085.878,1860.257,1903.505,1461.945,1066.822,1134.342,1342.427,1094.370,1028.140,1277.446,1117.914,977.199,1130.449,926.161,1122.432,4676.910,2022.905
3084,647.887,1916.198,1713.033,1144.890,3208.554,3087.224,1905.068,1328.666,1588.164,1423.534,1198.557,1339.702,1035.086,1358.314,1398.765,2331.496,2129.164,2757.335,1953.883,1854.678,1555.546,1380.019,1726.880,2468.261,1707.333,2075.482,1850.305,1912.054,1453.822,1067.105,1130.665,1344.674,1090.926,1016.841,1280.207,1116.991,980.213,1133.601,921.758,1126.319,4650.536,2017.897
3085,648.233,1898.204,1708.577,1149.771,3213.637,3082.606,1890.331,1326.837,1595.069,1435.549,1200.602,1344.376,1036.126,1359.367,1400.510,2341.965,2130.725,2746.188,1952.531,1867.944,1556.021,1377.592,1728.114,2468.375,1721.762,2102.609,1850.698,1901.333,1456.299,1070.724,1140.485,1342.888,1097.724,1025.799,1293.402,1124.696,982.127,1138.274,928.777,1129.886,4660.856,2024.966
3086,651.866,1906.505,1718.447,1152.435,3198.444,3093.753,1905.573,1331.139,1601.855,1436.399,1205.257,1347.537,1038.553,1361.481,1404.761,2375.418,2138.829,2757.595,1952.599,1870.985,1561.459,1376.357,1729.079,2473.589,1720.236,2100.152,1860.604,1916.819,1459.628,1074.093,1135.551,1353.095,1094.868,1025.572,1299.593,1128.405,986.965,1133.414,931.011,1133.095,4678.073,2016.970
3087,647.784,1892.787,1721.565,1145.929,3197.485,3085.338,1895.954,1330.860,1589.714,1441.591,1205.376,1340.389,1034.739,1361.793,1405.568,2381.040,2134.127,2760.473,1966.382,1862.834,1552.640,1377.573,1725.757,2476.661,1716.558,2100.863,1858.569,1914.411,1454.002,1071.734,1143.057,1356.330,1096.840,1023.976,1297.055,1114.993,982.377,1135.665,928.474,1128.313,4657.772,2023.370
3088,648.793,1904.323,1718.715,1153.879,3187.657,3097.879,1895.000,1330.748,1584.507,1432.796,1207.747,1342.482,1035.125,1354.332,1402.945,2345.302,2142.461,2739.842,1957.479,1865.078,1548.924,1371.827,1718.883,2463.739,1711.148,2092.850,1857.924,1911.365,1463.243,1072.589,1138.776,1346.512,1098.508,1027.170,1297.288,1129.149,986.540,1135.952,926.990,1124.128,4696.649,2017.491
3089,647.322,1888.344,1716.618,1143.415,3182.830,3088.879,1893.096,1327.884,1583.060,1430.822,1202.157,1341.125,1031.699,1355.615,1400.607,2336.106,2123.977,2740.291,1948.277,1866.325,1550.623,1364.259,1715.882,2452.008,1718.698,2093.314,1848.602,1908.056,1457.367,1070.918,1137.382,1344.868,1094.157,1012.834,1289.897,1125.901,983.203,1120.611,925.544,1135.879,4713.219,2016.927
3090,647.832,1889.993,1711.339,1151.106,3182.663,3091.446,1893.955,1327.659,1584.409,1436.670,1209.124,1341.340,1031.317,1355.154,1405.481,2353.664,2133.095,2735.434,1960.826,1868.531,1552.191,1372.148,1722.170,2460.589,1719.803,2093.111,1856.393,1907.741,1463.984,1073.450,1138.857,1358.922,1097.845,1017.485,1300.907,1119.985,991.808,1133.272,929.816,1131.403,4703.144,2011.871
3091,653.428,1890.977,1713.887,1148.010,3175.443,3079.289,1883.908,1334.497,1587.800,1434.802,1210.684,1335.810,1039.149,1356.665,1412.346,2352.019,2127.258,2729.498,1960.394,1871.777,1550.147,1376.197,1722.972,2456.977,1718.307,2105.591,1857.622,1903.724,1465.540,1077.786,1139.942,1350.844,1093.198,1032.377,1300.956,1120.930,987.179,1133.175,926.072,1136.893,4727.640,2018.082
3092,649.027,1886.648,1715.135,1147.629,3193.522,3100.298,1890.996,1327.701,1593.616,1441.719,1215.989,1342.187,1042.210,1355.437,1411.681,2367.467,2137.342,2735.277,1963.205,1866.602,1562.799,1373.058,1728.546,2472.538,1716.698,2105.667,1860.378,1924.513,1462.484,1083.159,1140.748,1354.970,1092.201,1030.243,1309.373,1123.363,995.033,1132.178,927.678,1140.914,4702.256,2022.347
3093,653.393,1881.067,1702.138,1151.555,3178.543,3098.727,1897.062,1325.236,1588.068,1432.846,1212.954,1338.276,1040.150,1355.052,1412.581,2343.465,2135.175,2729.024,1959.731,1859.145,1549.168,1368.468,1721.397,2461.984,1710.327,2101.073,1863.085,1906.220,1462.528,1079.262,1139.680,1358.060,1088.383,1024.340,1318.250,1129.847,986.047,1131.801,922.768,1142.827,4696.805,2015.417
3094,647.491,1874.146,1711.290,1144.054,3169.152,3091.581,1882.286,1324.583,1584.129,1441.157,1211.972,1337.562,1036.693,1362.187,1404.121,2342.628,2121.227,2730.694,1957.898,1862.963,1553.560,1358.601,1708.794,2465.489,1707.093,2099.627,1855.266,1910.939,1457.978,1075.740,1139.805,1355.720,1089.798,1023.568,1311.350,1123.496,983.332,1132.308,925.952,1143.045,4710.680,2018.239
3095,647.291,1867.455,1706.397,1147.930,3174.879,3096.110,1892.324,1333.351,1588.757,1441.165,1215.737,1344.963,1041.952,1368.210,1408.041,2336.837,2128.240,2740.301,1973.063,1866.474,1557.248,1368.401,1720.803,2450.847,1711.745,2107.481,1849.900,1908.930,1462.771,1076.826,1145.879,1364.987,1092.590,1027.998,1315.783,1129.047,985.230,1135.768,925.081,1151.068,4711.099,2016.132
3096,648.117,1873.388,1710.260,1152.135,3171.148,3104.328,1886.266,1329.792,1583.543,1437.510,1219.657,1342.219,1040.400,1365.639,1413.409,2344.516,2123.476,2739.434,1970.378,1857.533,1556.521,1362.404,1715.407,2457.589,1706.301,2110.842,1861.693,1901.354,1467.526,1077.214,1142.276,1354.792,1091.854,1022.070,1322.391,1125.985,982.845,1129.760,922.367,1151.302,4689.158,2010.911
3097,647.334,1869.297,1703.887,1136.205,3179.126,3095.609,1887.759,1328.302,1584.087,1436.157,1217.217,1340.946,1040.470,1367.773,1406.880,2329.019,2127.582,2729.001,1969.132,1858.884,1558.526,1362.429,1719.354,2441.277,1706.193,2104.614,1868.429,1899.301,1463.783,1077.459,1135.295,1358.498,1094.530,1016.349,1316.034,1121.102,980.142,1132.403,923.356,1147.633,4728.958,2011.833
3098,647.550,1862.535,1702.079,1146.068,3166.617,3092.803,1885.569,1324.876,1588.328,1436.856,1215.334,1339.579,1038.375,1364.547,1408.424,2329.776,2132.565,2717.521,1960.943,1856.012,1556.728,1357.799,1713.772,2441.850,1706.172,2098.612,1850.736,1902.581,1461.783,1074.505,1137.119,1357.456,1093.847,1025.528,1315.498,1128.173,980.445,1132.385,920.116,1142.693,4742.492,2010.807
3099,652.110,1849.108,1697.613,1146.913,3171.160,3090.092,1878.717,1320.148,1581.712,1439.514,1218.480,1340.902,1037.403,1363.262,1408.583,2325.491,2129.715,2710.775,1968.169,1850.690,1555.526,1357.343,1706.411,2428.858,1704.122,2087.183,1866.615,1904.873,1457.741,1073.681,1140.415,1354.704,1088.999,1030.444,1313.025,1117.982,981.952,1129.643,924.511,1153.204,4733.001,2006.531
3100,646.593,1848.803,1694.912,1150.058,3167.346,3097.948,1879.223,1326.275,1582.140,1424.450,1220.104,1339.693,1034.834,1366.496,1410.791,2337.106,2142.389,2720.679,1962.484,1855.323,1557.870,1355.962,1710.839,2441.501,1705.700,2095.003,1862.046,1904.309,1467.518,1080.105,1133.758,1348.701,1090.094,1026.357,1325.949,1127.258,975.216,1125.806,921.127,1142.121,4734.650,2009.227
3101,642.062,1837.774,1703.765,1143.708,3183.323,3098.641,1883.559,1321.085,1587.359,1430.505,1219.193,1341.349,1038.875,1362.124,1403.878,2321.406,2140.400,2715.983,1965.103,1860.085,1560.676,1355.497,1705.590,2443.102,1705.479,2107.854,1864.498,1902.098,1462.921,1071.134,1134.845,1349.073,1089.455,1027.224,1326.390,1132.632,978.357,1132.753,919.720,1153.093,4738.625,2005.659
3102,648.296,1847.165,1693.304,1149.355,3173.863,3099.327,1883.100,1326.168,1574.953,1431.119,1217.327,1339.951,1042.252,1370.741,1413.618,2317.267,2134.278,2717.985,1972.747,1858.484,1566.200,1350.797,1716.413,2437.551,1702.121,2099.435,1867.112,1899.511,1467.757,1082.520,1140.077,1361.243,1098.860,1031.740,1326.478,1126.440,980.745,1145.124,925.512,1153.480,4745.974,2008.931
3103,654.934,1834.953,1685.715,1145.735,3172.217,3096.272,1880.295,1322.188,1571.275,1431.057,1218.514,1334.405,1033.924,1360.593,1404.100,2331.270,2140.165,2698.784,1975.436,1855.881,1567.364,1357.279,1700.405,2428.461,1699.631,2094.526,1860.267,1892.721,1464.010,1077.027,1129.884,1351.641,1095.817,1033.450,1317.954,1131.087,984.795,1135.072,926.086,1150.925,4717.587,2001.976
3104,644.468,1827.908,1687.331,1139.555,3156.764,3095.921,1880.281,1322.340,1577.245,1423.492,1216.962,1336.217,1034.132,1362.484,1405.158,2333.034,2132.619,2715.117,1968.887,1864.751,1565.904,1348.260,1695.909,2426.992,1693.035,2096.898,1859.841,1894.845,1464.425,1070.818,1130.328,1346.216,1089.664,1024.529,1324.173,1130.274,969.825,1143.346,919.910,1147.385,4808.188,1996.644
3105,652.851,1820.451,1696.756,1147.830,3166.430,3089.518,1878.861,1322.322,1574.037,1423.970,1222.458,1339.063,1042.389,1368.770,1408.908,2325.505,2133.713,2711.599,1968.898,1863.097,1571.640,1348.698,1700.895,2424.238,1693.036,2094.060,1862.187,1894.930,1458.170,1069.394,1135.529,1352.539,1096.295,1031.793,1329.225,1142.364,994.075,1131.946,926.084,1158.757,4764.164,2000.876
3106,652.130,1825.625,1672.002,1138.658,3156.493,3098.590,1885.556,1322.780,1576.200,1431.297,1219.542,1341.312,1042.767,1368.235,1403.011,2340.188,2139.578,2700.799,1976.859,1865.506,1569.006,1352.939,1695.533,2423.579,1689.008,2091.005,1867.489,1891.124,1459.522,1071.639,1134.586,1344.052,1090.324,1035.414,1329.342,1142.291,983.848,1136.491,929.738,1150.368,4767.432,2001.033
3107,649.745,1815.257,1679.757,1141.401,3157.639,3097.470,1885.650,1323.211,1575.811,1428.815,1223.383,1343.253,1043.656,1359.427,1403.878,2338.799,2143.690,2699.958,1973.428,1869.013,1572.543,1350.365,1700.470,2424.428,1688.999,2099.546,1870.073,1882.226,1457.413,1074.764,1137.202,1344.187,1097.570,1024.837,1327.825,1142.530,982.904,1135.549,924.140,1154.516,4731.490,1999.087
3108,650.252,1819.793,1677.799,1143.514,3153.749,3099.276,1889.735,1321.378,1567.340,1427.025,1217.141,1340.715,1045.217,1361.889,1403.872,2344.994,2139.166,2700.985,1980.559,1867.811,1575.228,1344.544,1710.778,2420.272,1702.980,2099.035,1863.078,1875.806,1459.498,1067.899,1131.111,1349.658,1090.634,1026.165,1331.865,1142.551,977.858,1142.725,927.865,1154.385,4714.501,1989.743
3109,649.895,1817.679,1670.975,1142.401,3145.764,3104.559,1875.890,1319.367,1570.385,1429.138,1222.617,1340.886,1044.517,1360.992,1402.807,2347.516,2140.738,2699.642,1981.006,1859.067,1570.623,1341.367,1700.331,2420.941,1689.036,2085.710,1858.243,1880.479,1457.741,1066.482,1130.214,1348.793,1083.374,1029.715,1323.039,1143.221,981.072,1140.812,926.077,1152.429,4736.920,1986.662
3110,649.442,1817.794,1670.599,1145.580,3147.055,3112.644,1880.069,1324.961,1579.245,1424.471,1225.095,1345.642,1049.304,1364.902,1409.734,2368.350,2152.378,2697.498,1988.436,1871.529,1579.624,1347.060,1706.641,2433.280,1695.667,2095.226,1878.793,1889.822,1468.400,1075.608,1139.619,1351.500,1088.711,1031.258,1327.765,1142.165,986.754,1154.418,930.545,1158.856,4772.478,1996.099
3111,651.434,1823.852,1668.793,1151.771,3146.393,3102.024,1886.163,1321.412,1576.492,1427.182,1227.463,1348.383,1049.185,1364.606,1404.623,2372.218,2145.248,2701.339,1999.929,1874.946,1577.844,1342.682,1711.070,2435.148,1700.442,2111.416,1869.496,1885.209,1472.519,1075.670,1138.267,1349.378,1093.990,1033.517,1321.439,1139.881,984.333,1147.460,928.201,1153.153,4768.577,1990.546
3112,655.608,1811.529,1668.875,1144.580,3127.735,3098.699,1880.239,1327.194,1581.460,1430.122,1221.006,1346.918,1044.349,1366.175,1401.005,2368.558,2144.978,2703.621,1995.276,1882.477,1579.291,1342.400,1714.671,2426.614,1691.253,2096.192,1863.224,1884.888,1461.539,1066.818,1138.059,1343.015,1088.871,1029.794,1334.275,1135.624,973.478,1143.286,924.139,1149.055,4733.078,1987.979
3113,644.599,1814.637,1660.247,1134.635,3137.478,3095.323,1873.127,1318.439,1572.396,1425.929,1221.046,1343.504,1044.414,1362.861,1396.938,2358.679,2132.997,2677.758,1990.594,1867.488,1572.398,1331.955,1703.108,2409.775,1683.017,2088.295,1865.864,1884.659,1450.355,1067.060,1128.883,1340.400,1087.012,1024.862,1329.302,1132.123,977.999,1141.517,921.527,1146.712,4754.224,1977.457
3114,654.569,1813.174,1660.714,1143.387,3132.910,3107.734,1883.731,1331.652,1566.501,1424.412,1230.886,1351.386,1050.340,1363.399,1404.541,2358.107,2147.218,2693.658,1994.609,1878.543,1577.457,1340.550,1721.991,2406.227,1696.777,2103.153,1876.614,1888.902,1468.445,1073.859,1137.195,1350.324,1090.895,1025.564,1340.887,1142.326,980.801,1153.660,929.110,1155.132,4777.326,1984.649
3115,652.800,1807.330,1654.894,1139.869,3138.868,3101.737,1872.883,1324.800,1577.225,1421.899,1230.313,1344.238,1046.620,1357.624,1403.109,2383.338,2137.988,2676.560,1998.684,1877.451,1576.292,1338.612,1717.993,2412.213,1690.631,2096.967,1869.575,1879.771,1461.927,1067.075,1133.928,1347.993,1080.306,1023.157,1344.437,1133.331,976.994,1144.844,923.220,1154.865,4730.853,1977.898
3116,646.985,1815.636,1657.167,1145.516,3149.654,3110.978,1882.635,1329.644,1583.234,1425.729,1233.291,1348.072,1051.744,1368.918,1408.118,2378.338,2143.734,2683.335,2003.116,1882.714,1582.300,1337.622,1722.160,2408.445,1697.595,2096.481,1869.996,1877.863,1464.881,1070.964,1130.868,1345.815,1086.094,1033.349,1336.564,1139.359,982.058,1149.185,928.204,1160.828,4733.457,1979.645
3117,646.197,1811.195,1660.975,1139.404,3129.520,3104.011,1874.635,1326.694,1586.842,1426.674,1232.374,1350.047,1049.581,1366.887,1406.628,2387.717,2146.362,2677.636,1993.101,1881.857,1578.175,1336.122,1713.859,2400.169,1690.839,2099.648,1876.970,1868.857,1463.175,1070.583,1128.503,1342.531,1084.766,1034.387,1337.350,1132.719,975.866,1157.920,924.716,1155.110,4745.867,1971.498
3118,648.864,1812.572,1660.165,1136.557,3142.904,3110.226,1873.231,1325.466,1566.544,1422.679,1231.302,1347.206,1052.234,1368.755,1409.094,2412.281,2137.100,2675.473,1994.084,1885.237,1582.066,1340.577,1715.317,2388.437,1693.518,2095.021,1868.779,1873.059,1466.308,1071.886,1133.798,1339.714,1085.166,1027.434,1329.861,1136.495,972.259,1151.721,927.689,1155.993,4792.640,1974.262
3119,650.514,1796.485,1655.580,1135.252,3117.744,3098.225,1875.927,1326.356,1574.774,1418.166,1224.450,1342.229,1051.133,1367.505,1400.079,2379.587,2142.190,2663.408,1991.915,1875.632,1572.126,1332.069,1715.114,2393.037,1691.110,2099.631,1869.554,1870.582,1462.230,1063.762,1128.732,1343.886,1089.577,1021.815,1332.261,1128.964,973.809,1150.183,919.334,1157.762,4736.752,1973.233
3120,645.969,1806.224,1647.980,1137.716,3128.447,3101.213,1885.103,1327.546,1573.210,1429.768,1233.467,1342.288,1051.728,1366.151,1399.634,2382.175,2141.760,2660.710,1992.131,1883.717,1580.151,1332.197,1719.655,2378.391,1684.805,2096.302,1876.298,1871.832,1475.086,1068.602,1125.025,1334.381,1095.661,1032.594,1331.376,1129.690,975.291,1149.473,924.297,1160.553,4733.092,1968.358
3121,647.799,1795.189,1649.789,1125.570,3114.414,3096.776,1885.724,1323.554,1571.157,1417.073,1226.708,1347.145,1047.028,1367.276,1399.788,2374.005,2131.506,2664.210,1988.978,1878.867,1572.537,1327.119,1716.501,2377.545,1695.831,2095.635,1872.495,1865.396,1462.568,1067.382,1125.733,1340.850,1085.541,1022.614,1334.358,1134.040,972.123,1141.274,922.446,1153.849,4738.565,1959.527
3122,647.093,1792.351,1643.186,1138.508,3121.552,3105.098,1885.118,1330.301,1570.294,1413.163,1229.768,1348.161,1049.830,1363.170,1403.161,2382.054,2133.352,2651.206,1994.725,1882.405,1574.259,1328.760,1715.842,2377.303,1688.695,2094.041,1878.368,1872.201,1467.057,1073.454,1129.713,1333.729,1090.087,1029.111,1333.372,1131.052,967.292,1155.433,922.114,1153.965,4769.177,1964.984
3123,640.652,1793.594,1653.361,1137.535,3140.509,3112.880,1888.153,1329.374,1575.473,1414.099,1235.386,1349.779,1051.047,1365.517,1404.732,2385.995,2147.266,2655.758,1991.775,1887.288,1582.621,1332.969,1729.162,2391.603,1706.516,2095.319,1875.290,1879.133,1466.394,1071.596,1126.200,1338.581,1092.916,1026.355,1334.809,1131.203,967.992,1148.062,924.465,1156.202,4799.659,1968.317
3124,648.739,1795.451,1648.993,1145.067,3141.664,3109.654,1890.623,1329.455,1583.287,1424.061,1241.405,1348.719,1054.405,1363.188,1405.078,2379.856,2149.042,2663.233,1994.214,1899.753,1584.231,1338.514,1728.428,2381.353,1711.853,2095.435,1888.272,1866.680,1477.273,1078.239,1135.183,1342.024,1096.781,1030.919,1341.079,1140.234,969.984,1147.334,923.482,1157.062,4775.471,1968.983
3125,650.238,1790.759,1643.939,1136.999,3138.673,3113.623,1894.346,1326.868,1587.994,1421.269,1241.928,1359.473,1056.226,1367.338,1399.797,2380.596,2140.730,2652.005,1989.635,1903.073,1576.730,1330.648,1723.903,2392.472,1705.727,2103.311,1878.919,1876.750,1462.960,1075.313,1133.217,1343.945,1097.145,1031.840,1348.201,1133.476,962.971,1164.585,927.247,1166.258,4759.621,1967.629
3126,651.966,1791.276,1638.677,1140.722,3144.277,3115.831,1893.935,1326.225,1573.686,1412.357,1237.880,1361.028,1050.624,1353.641,1394.813,2381.358,2142.224,2643.484,1992.105,1898.935,1578.879,1324.435,1731.979,2393.171,1699.823,2119.689,1887.499,1888.435,1471.565,1077.345,1131.631,1342.779,1096.036,1029.212,1344.223,1136.512,962.488,1154.264,929.051,1171.043,4785.172,1966.114
