 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64
567,900.574,4026.171,3871.618,3948.427,1932.840,3376.510,3731.204,3351.606,3813.259,4637.257,3688.636,5565.214,11798.199,4387.578,3547.001,2983.355,2796.596,2887.744,2105.945,3629.362,3858.354,6393.403,6829.578,2587.566,5079.242,5498.954,4703.460,4814.257,5347.379,2683.879,2533.234,2267.231,3480.950,3482.938,3319.853,5361.138,4182.952,3441.978,3075.458,3448.125,3466.297,2838.749,3235.596,2958.722,2990.494,4805.497,3188.881,3506.688,3545.948,3834.699,2692.432,4698.677,4054.960,5114.376,2266.183,2479.133,3774.392,3815.755,3000.021,3231.609,2754.962,2183.256,4771.848,5386.512
568,925.574,4044.082,3907.168,3983.106,1929.150,3390.476,3749.738,3348.823,3812.735,4615.486,3714.153,5563.089,11709.373,4376.670,3552.093,3010.092,2811.885,2892.340,2113.089,3666.189,3872.394,6427.439,6849.289,2597.252,5099.122,5487.053,4713.151,4818.242,5358.108,2693.039,2524.916,2258.427,3507.066,3501.948,3331.827,5400.885,4172.632,3452.631,3079.969,3457.012,3467.502,2842.736,3219.203,2982.514,2978.820,4837.512,3185.989,3517.454,3562.975,3881.261,2732.562,4708.321,4057.664,5140.603,2266.283,2475.879,3775.773,3854.416,3007.889,3232.326,2737.573,2219.175,4711.703,5375.901
569,932.185,4050.168,3900.076,3976.285,1935.234,3383.011,3703.900,3350.534,3814.889,4656.006,3692.346,5584.207,11774.237,4363.217,3573.802,2989.899,2795.092,2922.713,2121.601,3644.012,3908.108,6505.579,6850.391,2599.301,5083.383,5519.964,4711.073,4821.810,5351.342,2694.199,2519.653,2276.538,3503.506,3501.592,3323.921,5412.407,4165.796,3455.156,3080.297,3434.708,3465.356,2852.146,3226.719,2977.186,2964.814,4818.630,3194.446,3534.916,3563.124,3863.469,2697.462,4708.483,4042.184,5179.047,2288.668,2477.111,3769.696,3840.966,3001.772,3230.321,2744.097,2210.637,4762.436,5381.563
570,903.741,4013.532,3899.452,3953.444,1926.821,3384.913,3736.058,3347.971,3790.493,4664.689,3696.371,5590.847,11732.277,4399.709,3556.687,2994.189,2807.923,2911.424,2109.181,3669.882,3887.228,6496.473,6852.833,2595.205,5068.988,5503.093,4720.632,4825.407,5347.310,2696.036,2535.094,2270.117,3495.103,3516.390,3316.917,5414.119,4155.245,3464.927,3087.941,3432.971,3466.466,2860.205,3222.650,2967.675,2983.460,4843.644,3189.259,3533.618,3551.682,3862.748,2710.096,4698.492,4069.378,5149.892,2284.624,2481.289,3756.000,3825.236,3022.648,3257.989,2752.338,2200.949,4768.595,5365.303
571,890.704,4020.776,3886.225,3971.875,1926.002,3359.677,3733.440,3356.127,3762.467,4641.203,3671.741,5587.568,11663.273,4366.024,3566.357,2997.037,2808.709,2914.981,2114.755,3623.864,3878.346,6482.265,6825.701,2585.582,5020.738,5496.554,4723.000,4815.675,5351.521,2703.467,2512.905,2258.240,3488.181,3505.523,3336.199,5410.919,4164.602,3496.084,3083.340,3450.859,3487.853,2868.849,3248.433,2978.396,2958.758,4816.160,3169.988,3524.572,3535.155,3858.715,2704.058,4715.835,4057.823,5143.028,2259.491,2470.088,3759.872,3802.348,3016.121,3275.586,2743.494,2194.726,4780.078,5405.706
572,911.370,4032.382,3902.292,3947.451,1923.494,3381.873,3735.310,3377.588,3784.737,4650.799,3678.174,5600.372,11645.394,4407.027,3575.963,2999.774,2806.175,2897.180,2117.531,3633.262,3866.726,6495.842,6851.602,2577.807,5077.627,5472.765,4705.161,4811.907,5381.083,2708.325,2521.595,2276.640,3499.196,3507.575,3338.601,5390.911,4167.631,3469.970,3065.934,3440.081,3483.463,2856.792,3228.490,2980.054,2979.089,4824.256,3209.671,3543.227,3563.846,3849.482,2714.427,4715.811,4068.228,5141.067,2265.706,2467.941,3766.462,3779.000,3020.375,3255.337,2760.003,2181.199,4789.308,5393.738
573,902.389,3970.743,3894.711,3963.699,1934.020,3372.576,3734.920,3396.062,3784.426,4680.448,3697.931,5575.745,11526.792,4397.086,3580.615,2989.757,2794.263,2914.041,2095.481,3648.835,3876.396,6512.962,6839.308,2591.119,5060.292,5475.235,4708.524,4818.947,5381.444,2700.636,2530.957,2267.826,3481.649,3486.612,3339.316,5413.951,4171.432,3477.042,3077.168,3425.247,3471.356,2867.062,3218.387,3001.028,2984.343,4819.086,3189.825,3536.691,3558.432,3866.479,2700.631,4735.139,4082.424,5151.329,2260.952,2477.191,3764.779,3805.013,3023.939,3246.154,2738.351,2176.716,4754.137,5376.013
574,898.537,4004.124,3914.498,3965.072,1942.659,3371.384,3731.756,3392.704,3783.799,4670.556,3689.106,5618.109,11415.109,4420.843,3607.381,2989.657,2795.410,2911.769,2130.725,3651.291,3886.906,6562.100,6868.782,2594.989,5093.934,5492.831,4721.143,4808.716,5404.156,2697.609,2535.182,2267.146,3492.277,3477.223,3324.064,5431.219,4145.484,3480.091,3077.974,3437.141,3484.208,2843.668,3222.170,2970.544,2968.602,4831.176,3196.965,3540.185,3542.494,3894.983,2720.362,4708.761,4081.948,5156.175,2286.743,2490.157,3723.733,3839.185,3030.857,3268.471,2738.845,2189.034,4747.989,5411.568
575,928.741,4000.822,3912.462,3966.727,1931.090,3353.468,3738.217,3397.521,3793.434,4671.849,3661.114,5618.756,11430.939,4387.944,3592.324,2996.413,2813.831,2893.807,2101.409,3634.221,3871.695,6562.604,6813.417,2581.271,5083.117,5439.380,4710.938,4814.506,5385.344,2696.350,2509.345,2269.115,3474.744,3481.618,3331.639,5436.666,4153.818,3487.828,3066.199,3438.267,3503.752,2860.137,3224.108,2990.234,2959.834,4827.685,3191.963,3543.922,3545.563,3881.373,2706.939,4696.263,4048.194,5154.728,2286.893,2462.892,3765.441,3774.566,3011.184,3266.582,2753.440,2194.736,4765.807,5393.638
576,930.278,3990.868,3893.034,3964.974,1927.147,3349.054,3759.596,3411.646,3790.234,4666.392,3669.621,5605.056,11366.895,4399.985,3581.322,2989.446,2802.219,2937.297,2107.231,3645.866,3864.228,6543.055,6828.167,2591.023,5067.236,5473.097,4706.545,4816.366,5387.749,2699.013,2529.826,2248.897,3496.160,3496.585,3324.012,5412.555,4118.320,3456.803,3075.398,3445.916,3484.978,2847.981,3213.200,2971.920,2956.302,4787.491,3206.428,3555.542,3561.654,3899.691,2703.631,4696.776,4063.631,5161.858,2271.137,2477.106,3770.376,3791.669,3036.328,3276.097,2749.852,2178.408,4775.014,5423.852
577,891.444,3992.319,3896.134,3935.084,1919.955,3364.246,3742.179,3398.004,3772.366,4688.213,3681.864,5628.270,11252.246,4409.826,3592.257,2981.109,2793.861,2920.394,2099.579,3657.858,3852.430,6573.293,6841.902,2585.012,5057.007,5480.517,4707.973,4817.717,5388.548,2692.944,2527.665,2276.493,3492.463,3489.059,3322.204,5400.529,4167.973,3482.251,3052.948,3447.965,3499.519,2861.472,3198.994,2984.726,2967.451,4809.330,3203.524,3555.582,3548.984,3897.682,2719.341,4714.496,4086.162,5156.051,2272.085,2476.936,3732.710,3781.489,3028.537,3238.751,2748.150,2220.736,4773.416,5409.499
578,880.000,3999.331,3898.042,3959.858,1933.977,3371.991,3741.336,3392.754,3779.642,4698.812,3682.984,5597.754,11136.917,4398.361,3594.254,2984.034,2804.742,2910.232,2121.717,3639.022,3852.995,6617.568,6839.405,2575.504,5071.651,5459.732,4747.625,4813.650,5400.902,2715.775,2534.673,2277.812,3473.532,3502.588,3334.525,5398.331,4156.190,3481.917,3066.107,3433.556,3494.299,2888.727,3213.608,2996.179,2988.941,4796.121,3220.333,3555.935,3547.299,3918.335,2689.043,4706.475,4091.440,5113.101,2262.867,2479.838,3746.174,3743.056,3033.203,3294.043,2733.392,2199.101,4782.506,5381.739
579,896.130,3954.781,3903.286,3936.206,1942.103,3366.244,3729.493,3413.163,3779.405,4721.666,3672.542,5607.208,11065.383,4411.330,3557.878,2991.647,2793.132,2928.074,2113.045,3636.949,3860.527,6638.731,6836.849,2583.565,5069.769,5459.337,4725.590,4814.153,5386.098,2710.733,2540.989,2264.998,3497.072,3494.389,3325.577,5388.575,4159.162,3479.469,3083.343,3455.792,3465.076,2879.069,3207.791,2980.485,2966.056,4812.813,3227.598,3607.377,3564.351,3924.631,2712.511,4665.493,4067.423,5147.327,2265.320,2487.105,3723.912,3809.180,3022.953,3280.109,2731.680,2188.779,4743.558,5408.625
580,929.870,3939.641,3879.610,3915.922,1928.552,3349.169,3739.065,3387.097,3762.702,4670.523,3698.236,5574.121,10959.304,4396.221,3554.540,2971.691,2779.340,2909.432,2099.860,3630.006,3845.570,6639.443,6816.205,2582.278,5027.397,5468.893,4714.270,4790.141,5368.007,2693.010,2521.129,2260.435,3483.044,3499.164,3288.906,5377.774,4156.530,3443.600,3051.197,3422.675,3468.406,2848.696,3205.356,2956.565,2950.990,4776.215,3207.381,3572.237,3545.208,3927.092,2690.615,4663.932,4044.245,5139.211,2264.800,2466.423,3687.519,3769.545,3006.312,3264.740,2744.853,2188.497,4759.953,5402.320
581,880.000,3978.861,3877.405,3924.556,1919.866,3307.414,3761.563,3392.212,3751.350,4648.551,3651.583,5625.956,10877.740,4417.662,3540.646,2977.609,2781.718,2918.478,2099.252,3645.866,3835.119,6653.676,6829.354,2567.376,5030.878,5435.395,4698.357,4800.306,5361.399,2698.704,2512.406,2259.702,3467.136,3502.877,3314.859,5341.039,4133.425,3443.508,3035.331,3431.672,3455.098,2832.880,3214.307,2944.854,2955.028,4758.199,3211.265,3556.020,3544.046,3896.417,2678.029,4704.484,4075.856,5159.345,2226.267,2470.673,3696.750,3697.313,3017.088,3286.290,2722.038,2177.919,4715.666,5370.447
582,943.426,3946.293,3879.480,3927.224,1930.813,3338.826,3754.065,3414.455,3786.438,4704.575,3674.290,5599.581,10758.080,4399.276,3537.743,2972.210,2786.460,2934.121,2116.705,3638.858,3846.668,6698.452,6816.466,2571.254,5024.744,5419.334,4720.658,4791.880,5378.216,2698.826,2497.263,2265.911,3490.362,3490.566,3328.333,5387.534,4170.738,3456.919,3052.742,3449.436,3483.968,2860.859,3207.143,2975.854,2952.979,4784.353,3221.375,3595.739,3536.003,3945.415,2688.848,4672.173,4083.631,5162.176,2279.206,2460.230,3711.522,3784.331,3024.993,3283.443,2752.165,2183.878,4741.510,5411.827
583,896.796,3943.235,3890.355,3920.385,1928.757,3326.160,3758.943,3401.728,3748.175,4686.028,3664.220,5604.264,10676.027,4394.018,3561.466,2966.618,2797.243,2954.795,2109.751,3643.679,3832.657,6728.251,6819.951,2580.309,5074.711,5419.156,4719.472,4805.235,5356.206,2698.002,2515.821,2262.509,3479.419,3505.543,3338.258,5379.333,4175.883,3462.058,3070.810,3437.188,3460.660,2862.783,3217.249,2975.833,2950.652,4774.507,3207.982,3599.980,3559.691,3938.788,2678.606,4677.752,4107.575,5137.318,2252.154,2455.753,3712.322,3703.129,3042.910,3289.077,2738.476,2179.250,4753.042,5418.108
584,880.741,3963.997,3878.024,3945.259,1936.969,3349.825,3732.858,3410.859,3799.052,4683.731,3681.565,5616.686,10473.109,4384.640,3561.131,2970.780,2792.655,2956.545,2112.154,3660.730,3875.344,6727.190,6803.972,2558.717,5049.771,5435.564,4702.193,4810.441,5395.381,2694.186,2533.549,2267.839,3471.458,3505.989,3337.137,5385.399,4180.001,3467.984,3057.409,3444.138,3489.650,2860.199,3185.135,2968.157,2958.292,4767.781,3227.262,3600.419,3578.861,3923.270,2693.632,4699.497,4083.569,5154.540,2251.652,2454.484,3701.779,3763.150,3020.465,3258.299,2745.115,2202.586,4734.301,5389.331
585,898.778,3942.907,3875.028,3939.833,1927.483,3336.484,3759.581,3399.959,3788.260,4726.984,3675.143,5666.898,10430.357,4418.611,3548.716,2982.896,2796.792,2964.295,2132.394,3639.760,3912.672,6786.653,6877.545,2571.502,5051.883,5435.027,4722.177,4812.393,5391.018,2702.030,2526.022,2263.318,3489.881,3482.762,3341.698,5399.352,4172.949,3477.066,3052.818,3439.593,3465.927,2857.057,3213.930,2974.866,2955.767,4782.197,3240.574,3622.111,3579.705,3933.800,2691.536,4669.669,4084.003,5135.986,2266.781,2475.893,3690.903,3757.506,3026.851,3344.882,2722.844,2198.387,4748.699,5431.613
586,901.833,3949.705,3873.395,3912.098,1923.826,3325.504,3770.324,3410.361,3769.448,4677.917,3676.566,5639.645,10324.123,4401.733,3561.769,2992.421,2786.921,2971.638,2133.590,3587.734,3904.175,6776.999,6808.199,2571.736,5058.104,5414.807,4744.324,4793.848,5363.967,2700.381,2518.520,2254.457,3483.620,3521.662,3338.773,5364.622,4173.922,3469.017,3040.099,3436.212,3464.237,2819.100,3195.076,2999.045,2948.435,4743.819,3229.173,3596.989,3537.454,3911.032,2687.880,4679.877,4089.329,5133.505,2277.541,2457.998,3703.513,3790.691,3041.329,3252.941,2762.689,2183.345,4756.717,5402.838
587,908.722,3938.783,3891.885,3932.581,1928.642,3331.325,3749.583,3433.052,3778.934,4707.536,3691.870,5630.170,10172.510,4396.758,3564.649,2990.490,2781.959,2976.170,2130.425,3606.758,3892.329,6791.975,6791.708,2571.633,5061.938,5387.204,4718.293,4790.361,5361.401,2706.598,2535.214,2260.419,3484.734,3523.030,3325.492,5373.117,4177.887,3462.394,3058.062,3414.461,3463.723,2857.269,3214.965,3015.496,2934.075,4742.401,3226.307,3578.571,3562.493,3876.998,2690.908,4669.069,4092.174,5136.726,2264.033,2464.052,3667.601,3710.768,3019.797,3299.573,2747.766,2180.353,4775.929,5392.568
588,896.426,3936.938,3858.990,3945.877,1923.072,3315.806,3771.547,3403.375,3759.995,4722.785,3713.482,5639.594,9991.620,4393.441,3560.952,2950.571,2795.160,2972.875,2132.789,3621.789,3889.145,6840.990,6784.488,2577.502,5026.338,5403.641,4717.575,4797.821,5352.020,2698.669,2527.462,2262.457,3488.569,3522.724,3319.752,5382.876,4183.648,3455.803,3045.900,3436.689,3448.704,2846.240,3204.659,2994.038,2952.994,4737.756,3225.577,3622.903,3554.757,3870.100,2665.549,4675.442,4084.872,5153.985,2267.650,2471.272,3689.118,3714.425,3008.566,3299.491,2754.833,2186.955,4777.393,5406.387
589,924.148,3926.820,3865.617,3936.251,1928.129,3364.079,3748.514,3413.780,3761.990,4747.658,3702.679,5658.105,9862.354,4424.081,3576.731,2990.007,2804.755,2953.940,2125.054,3574.994,3892.264,6923.158,6797.515,2573.646,5065.056,5443.453,4723.688,4799.273,5375.944,2723.121,2516.499,2268.262,3478.672,3510.131,3335.363,5382.458,4190.220,3495.191,3050.540,3454.396,3459.407,2875.094,3225.440,3001.745,2972.620,4757.464,3237.780,3629.032,3552.155,3859.423,2703.925,4689.468,4096.591,5155.056,2293.855,2481.866,3685.520,3693.948,3036.484,3286.584,2739.682,2211.959,4804.079,5419.927
590,914.259,3932.641,3850.620,3906.429,1925.250,3319.309,3748.445,3413.277,3758.125,4701.397,3735.217,5647.373,9863.736,4419.183,3573.712,2983.678,2783.199,2989.371,2141.339,3660.063,3902.327,6889.147,6782.701,2571.297,5073.474,5419.737,4719.845,4794.640,5349.906,2719.224,2516.328,2268.049,3495.823,3506.492,3322.692,5373.515,4173.880,3473.997,3067.379,3443.840,3438.106,2843.401,3191.644,3013.748,2946.104,4734.983,3250.125,3633.674,3570.246,3841.761,2684.119,4682.084,4067.244,5166.339,2272.802,2477.213,3686.424,3736.159,2996.413,3295.846,2753.160,2180.331,4816.083,5398.089
591,920.074,3945.501,3878.213,3910.391,1934.003,3312.280,3787.476,3392.245,3773.729,4742.210,3686.805,5656.201,9693.550,4423.629,3586.148,3004.608,2796.919,2986.633,2129.361,3644.098,3917.458,6944.851,6789.930,2579.176,5090.386,5392.986,4713.836,4797.133,5355.818,2708.216,2529.218,2262.589,3506.099,3514.796,3333.552,5389.542,4191.578,3482.902,3062.770,3434.416,3460.976,2847.972,3203.834,3027.220,2956.065,4711.479,3245.468,3638.539,3569.077,3884.427,2712.924,4699.711,4075.660,5185.739,2272.735,2460.301,3702.445,3710.704,3016.911,3313.143,2762.097,2156.314,4822.416,5439.444
592,917.222,3908.660,3882.584,3916.765,1923.259,3322.528,3769.784,3408.742,3752.697,4750.723,3704.965,5628.240,9568.182,4400.854,3587.263,2975.565,2790.373,2966.345,2125.887,3619.911,3915.216,6994.681,6760.315,2588.279,5053.755,5380.468,4764.551,4782.061,5350.421,2703.677,2526.676,2260.710,3487.094,3521.943,3337.503,5351.084,4182.767,3495.425,3088.719,3451.517,3467.642,2822.424,3233.762,2989.991,2908.700,4736.889,3248.200,3620.408,3536.585,3849.604,2701.260,4687.150,4066.704,5147.591,2279.837,2455.667,3683.035,3740.875,3023.264,3267.125,2745.453,2196.278,4851.612,5397.104
593,903.944,3917.031,3868.212,3918.688,1927.775,3316.816,3760.570,3429.780,3775.103,4750.119,3713.436,5646.559,9375.657,4446.355,3556.524,2988.704,2793.221,2969.230,2133.099,3582.378,3912.425,6982.489,6776.347,2597.483,5054.474,5396.569,4709.562,4777.484,5371.801,2713.170,2529.440,2255.878,3507.686,3517.962,3332.071,5375.172,4197.780,3458.648,3068.086,3439.123,3441.101,2877.009,3217.163,2995.170,2962.794,4705.097,3256.782,3640.877,3555.325,3854.891,2703.042,4639.250,4098.757,5183.289,2290.389,2480.187,3673.937,3703.030,3025.575,3312.371,2760.522,2186.333,4862.039,5360.463
594,924.796,3945.022,3891.360,3946.916,1937.845,3324.745,3743.760,3435.511,3775.487,4780.892,3683.145,5661.863,9251.052,4401.271,3543.616,2979.858,2793.121,2987.258,2128.425,3636.230,3931.175,7013.800,6805.265,2600.087,5089.383,5394.590,4737.583,4788.002,5369.720,2714.481,2511.827,2271.008,3512.921,3516.703,3356.114,5378.309,4173.997,3470.870,3059.236,3463.429,3478.552,2860.178,3223.180,3002.718,2959.058,4747.841,3269.017,3648.252,3556.563,3881.032,2710.548,4683.560,4089.895,5170.922,2284.965,2460.025,3679.028,3634.781,3011.663,3295.733,2765.649,2174.448,4852.438,5407.875
595,928.167,3960.563,3867.528,3925.595,1931.453,3314.824,3754.846,3434.456,3758.823,4750.139,3691.669,5632.598,9158.530,4407.895,3572.315,2971.685,2797.990,2983.123,2146.772,3612.658,3878.519,7023.390,6777.454,2615.611,5089.221,5408.212,4716.691,4769.902,5358.576,2726.693,2508.807,2250.857,3496.644,3536.039,3361.661,5366.878,4199.127,3462.170,3060.146,3444.276,3480.490,2839.986,3214.965,3009.012,2949.831,4704.920,3257.924,3636.831,3549.984,3929.374,2689.032,4686.891,4068.343,5171.937,2298.259,2473.694,3700.830,3700.601,3032.353,3279.808,2761.175,2197.755,4860.705,5411.445
596,913.278,3931.789,3852.436,3912.369,1924.704,3286.010,3764.650,3434.400,3743.586,4775.387,3697.819,5658.532,9036.635,4426.817,3563.593,2988.368,2794.561,2989.671,2124.682,3626.037,3888.855,7048.921,6776.705,2616.214,5051.653,5386.373,4737.926,4773.806,5359.835,2739.297,2490.803,2255.791,3480.050,3530.438,3346.479,5367.312,4175.500,3436.189,3058.776,3464.678,3460.449,2852.208,3218.658,3011.243,2929.309,4726.680,3268.506,3629.392,3549.433,3929.552,2680.462,4697.812,4078.113,5148.775,2267.093,2465.991,3689.193,3702.957,3033.292,3291.518,2722.120,2179.801,4843.924,5396.959
597,901.259,3908.913,3894.774,3920.957,1931.702,3292.921,3765.474,3446.674,3755.252,4751.580,3684.291,5656.831,8945.026,4410.935,3530.742,2970.192,2788.139,2981.375,2127.215,3635.183,3902.488,7069.594,6763.714,2597.394,5095.920,5358.695,4750.586,4783.784,5349.955,2711.139,2507.393,2251.100,3470.321,3542.521,3361.679,5353.115,4177.433,3444.405,3046.008,3463.300,3466.956,2853.873,3228.096,3002.266,2953.825,4685.300,3262.057,3640.054,3569.742,3948.667,2670.792,4685.062,4076.105,5164.882,2298.304,2456.309,3697.726,3635.288,3022.000,3306.625,2734.125,2175.505,4858.576,5402.239
598,919.056,3921.742,3853.977,3912.936,1928.506,3319.121,3772.511,3428.997,3757.456,4743.693,3692.850,5658.846,8771.418,4408.617,3555.078,2958.256,2794.115,2970.496,2130.111,3631.719,3908.596,7107.143,6778.424,2616.695,5084.212,5367.675,4726.191,4773.588,5344.356,2707.261,2509.777,2265.703,3477.180,3547.771,3339.247,5337.836,4182.454,3436.178,3039.730,3434.000,3478.307,2821.761,3216.499,2999.853,2947.517,4700.029,3270.718,3670.177,3530.260,3913.893,2682.054,4671.054,4061.996,5172.101,2273.161,2471.295,3689.951,3706.996,3043.019,3277.441,2756.509,2195.458,4855.680,5377.544
599,879.000,3917.868,3851.733,3922.408,1932.980,3307.976,3777.010,3454.095,3728.894,4758.161,3688.264,5679.702,8617.277,4401.647,3544.827,2971.748,2793.214,2986.594,2140.497,3609.333,3875.966,7149.854,6760.701,2643.594,5065.474,5380.751,4736.777,4780.591,5352.726,2709.589,2501.938,2266.798,3489.916,3530.594,3356.537,5364.857,4183.177,3428.716,3044.504,3476.102,3434.990,2851.829,3207.933,3011.742,2945.893,4717.952,3277.064,3646.939,3544.397,3931.338,2684.012,4651.464,4060.322,5150.206,2274.428,2454.878,3657.940,3683.395,3029.143,3277.054,2745.458,2188.160,4857.472,5365.604
600,962.370,3916.001,3860.327,3915.379,1938.519,3303.978,3774.343,3442.067,3761.415,4771.689,3703.319,5688.606,8553.510,4432.957,3543.668,2978.964,2785.771,2974.763,2130.252,3603.892,3889.280,7182.018,6751.736,2617.565,5076.068,5364.064,4713.838,4761.646,5367.448,2734.055,2506.499,2259.547,3492.776,3543.821,3368.883,5338.011,4196.768,3459.503,3084.307,3459.146,3472.321,2848.044,3210.699,3027.530,2954.371,4709.850,3270.720,3630.567,3563.300,3920.074,2705.153,4691.364,4087.824,5178.756,2294.931,2458.180,3695.274,3702.369,3015.013,3310.443,2745.972,2197.655,4881.656,5391.753
601,896.222,3927.765,3872.355,3891.171,1919.657,3293.419,3796.300,3444.141,3747.820,4781.720,3656.474,5673.572,8441.065,4416.082,3514.401,2979.688,2791.491,2975.422,2114.924,3595.908,3896.735,7177.849,6727.990,2627.445,5069.741,5374.127,4728.111,4761.629,5341.058,2700.791,2510.599,2258.095,3468.434,3539.541,3363.687,5308.604,4184.308,3460.126,3049.698,3477.950,3448.731,2829.130,3210.092,2985.258,2931.682,4684.456,3277.862,3636.704,3547.930,3932.713,2689.403,4663.002,4079.181,5140.435,2262.789,2476.171,3685.236,3689.914,2993.650,3333.898,2721.903,2183.866,4890.160,5405.792
602,943.926,3925.039,3872.109,3919.243,1942.580,3327.421,3784.415,3455.294,3733.931,4797.492,3721.724,5678.109,8323.501,4419.213,3560.422,2961.740,2793.292,2961.376,2120.388,3646.768,3858.719,7246.393,6742.635,2631.713,5089.075,5355.895,4696.720,4760.412,5353.775,2707.956,2481.948,2256.341,3497.602,3539.322,3361.024,5332.466,4207.818,3452.902,3056.906,3482.442,3445.926,2855.865,3203.510,3011.678,2955.157,4706.584,3273.583,3643.661,3538.636,3951.019,2696.708,4677.615,4058.964,5173.937,2276.556,2462.777,3648.163,3666.614,3014.657,3288.749,2738.425,2184.728,4924.122,5379.684
603,921.667,3918.250,3854.586,3894.879,1938.673,3297.209,3816.746,3454.897,3764.587,4791.673,3682.429,5656.266,8225.548,4424.303,3553.930,2972.532,2808.953,2963.312,2129.927,3612.799,3897.570,7242.331,6698.896,2651.474,5060.415,5378.375,4721.065,4768.030,5369.508,2704.628,2502.300,2258.593,3495.888,3538.403,3355.179,5316.963,4188.937,3458.428,3060.581,3466.188,3432.297,2835.699,3204.586,3022.677,2955.789,4683.753,3298.632,3638.508,3566.319,3933.434,2673.962,4654.748,4087.071,5191.494,2294.283,2480.933,3646.415,3686.069,3037.928,3296.020,2755.791,2164.323,4927.896,5402.600
604,933.463,3921.083,3825.372,3891.928,1935.695,3292.835,3784.354,3469.832,3762.540,4777.756,3664.615,5679.934,8111.291,4412.294,3550.354,2974.906,2794.076,2953.828,2122.884,3567.323,3853.569,7272.816,6700.236,2620.772,5083.382,5349.049,4718.679,4754.565,5340.213,2710.754,2520.645,2266.911,3486.756,3505.986,3340.595,5306.580,4183.359,3442.780,3067.448,3481.392,3440.965,2855.354,3208.499,2988.370,3000.752,4690.900,3312.220,3656.732,3519.994,3953.866,2672.719,4647.196,4066.141,5154.358,2298.787,2472.615,3671.371,3652.785,3023.057,3303.296,2743.280,2183.765,4944.553,5392.328
605,902.482,3905.396,3831.688,3908.744,1936.231,3301.545,3798.288,3458.209,3744.973,4807.305,3671.107,5717.943,7946.076,4406.890,3538.216,2975.667,2780.830,2961.192,2107.258,3607.193,3877.799,7272.483,6695.621,2623.976,5093.553,5312.988,4729.269,4765.042,5347.375,2689.515,2508.002,2273.722,3498.923,3525.743,3366.339,5327.021,4154.727,3439.512,3040.068,3485.177,3470.090,2835.905,3218.745,3018.675,2944.788,4638.528,3297.095,3634.563,3546.167,3942.572,2686.555,4665.200,4074.460,5173.396,2261.030,2473.687,3670.926,3676.511,3028.037,3293.253,2735.952,2184.034,4975.646,5420.846
606,935.556,3923.586,3833.465,3877.615,1924.864,3265.736,3796.000,3480.617,3750.029,4812.333,3665.082,5712.626,7951.825,4438.477,3508.235,2987.916,2800.630,2959.592,2114.461,3604.764,3844.103,7286.273,6711.274,2626.054,5089.153,5306.364,4714.337,4744.343,5339.122,2713.504,2506.462,2261.420,3481.246,3537.913,3367.896,5292.654,4179.999,3429.928,3049.936,3469.473,3442.752,2818.083,3210.475,2994.087,2951.682,4646.799,3304.602,3626.691,3530.953,3944.219,2691.196,4671.073,4076.119,5184.963,2280.406,2469.537,3659.598,3703.498,3031.016,3325.814,2744.972,2147.740,4997.871,5394.313
607,914.352,3892.285,3828.942,3894.294,1932.169,3282.344,3796.432,3464.272,3750.211,4791.462,3677.144,5706.633,7813.659,4442.410,3534.522,2966.925,2802.580,2929.343,2121.575,3632.754,3844.078,7368.091,6706.146,2622.353,5061.451,5339.307,4718.730,4741.640,5340.498,2715.497,2497.415,2269.807,3487.843,3526.428,3376.140,5301.836,4168.989,3429.624,3054.238,3471.207,3440.444,2830.899,3192.216,3017.351,2933.058,4652.374,3297.862,3603.507,3523.129,3942.909,2663.493,4662.134,4071.871,5186.764,2288.304,2481.116,3680.635,3653.425,3002.246,3308.466,2744.763,2176.570,5016.817,5384.149
608,925.574,3890.698,3817.519,3907.466,1935.198,3298.399,3787.365,3464.513,3730.354,4830.900,3670.519,5699.393,7623.750,4453.479,3550.086,2974.780,2785.407,2915.238,2122.564,3609.854,3865.588,7368.245,6701.125,2640.772,5077.478,5302.597,4706.898,4758.646,5352.335,2713.452,2506.607,2279.197,3496.691,3498.364,3381.628,5302.682,4201.449,3448.995,3054.298,3478.576,3439.255,2832.355,3173.333,3007.926,2964.545,4657.937,3304.781,3629.836,3551.089,3907.856,2670.415,4654.180,4049.907,5177.553,2293.015,2468.596,3664.156,3671.777,3018.397,3283.729,2762.334,2209.298,5043.649,5397.058
