 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64
1,919.074,3273.989,3654.966,3621.226,1931.351,4064.570,4104.768,3238.759,4066.144,4087.145,3943.370,4661.791,4631.504,4358.672,3127.365,3129.490,2736.708,2784.738,2043.491,3813.146,4430.892,4479.124,6236.712,2594.958,5025.699,5347.503,4723.394,4856.950,5214.604,2631.052,2329.407,2235.797,3249.442,3459.486,3325.169,4558.028,4159.008,3266.025,2890.336,3379.732,3067.419,2424.814,3005.158,2632.170,3004.917,4466.729,3094.804,3153.169,3489.152,3099.016,2598.569,4508.400,4035.950,4922.640,2344.150,2393.437,3479.944,3638.601,2936.053,3537.769,2775.799,2130.836,5604.940,5547.527
2,895.333,3276.904,3662.052,3598.531,1940.404,4051.254,4112.706,3242.944,4017.510,4069.012,3935.302,4630.763,4551.042,4322.705,3127.320,3121.103,2710.725,2769.610,2054.015,3845.801,4413.686,4456.975,6246.929,2582.795,5003.976,5389.197,4715.942,4870.749,5229.065,2616.493,2330.559,2239.914,3210.681,3439.728,3337.461,4509.062,4178.006,3331.539,2899.415,3411.529,3058.647,2431.890,3013.784,2650.304,3020.987,4466.259,3079.202,3144.563,3483.040,3076.234,2586.178,4511.186,3986.987,4927.625,2344.904,2405.762,3482.490,3631.373,2928.774,3507.885,2757.328,2122.071,5565.824,5508.058
3,911.222,3279.556,3662.860,3605.136,1942.471,4031.209,4118.818,3254.404,4031.327,4060.078,3889.931,4647.324,4622.844,4362.035,3126.880,3107.888,2715.037,2784.895,2046.241,3820.764,4427.818,4453.679,6242.839,2594.242,4931.099,5330.120,4716.867,4858.333,5193.543,2607.337,2348.945,2245.224,3231.217,3458.424,3325.661,4541.821,4157.426,3293.942,2887.447,3378.506,3103.064,2429.293,3026.828,2654.674,3008.464,4451.771,3093.756,3158.739,3489.552,3107.778,2608.532,4527.282,4011.302,4936.828,2349.022,2403.880,3466.865,3597.137,2934.991,3545.674,2768.344,2116.152,5580.124,5518.704
4,891.389,3271.956,3661.197,3599.591,1937.532,4032.373,4099.234,3238.184,4016.628,4060.142,3907.644,4643.320,4605.813,4336.186,3117.728,3097.887,2704.840,2784.681,2057.421,3834.158,4415.306,4460.695,6231.382,2594.610,4989.532,5379.934,4711.254,4851.709,5208.651,2624.992,2343.436,2239.479,3228.873,3450.093,3323.737,4550.886,4166.010,3287.286,2897.426,3403.884,3072.741,2395.984,2998.842,2669.392,3012.013,4460.625,3079.853,3135.867,3479.704,3095.859,2590.690,4509.909,4002.235,4890.877,2338.744,2398.491,3476.431,3596.957,2924.989,3560.575,2745.211,2120.020,5560.961,5544.915
5,926.833,3293.561,3666.081,3606.325,1927.147,4012.212,4099.320,3242.476,3996.824,4037.840,3893.739,4651.715,4647.341,4357.515,3129.235,3131.781,2714.780,2796.342,2040.755,3847.197,4436.782,4462.867,6265.177,2586.613,4953.015,5350.866,4689.699,4869.099,5179.276,2615.452,2350.991,2237.852,3257.679,3464.204,3311.159,4569.328,4147.926,3292.442,2875.521,3385.869,3092.753,2419.080,3016.549,2658.956,2996.518,4433.999,3077.698,3148.540,3488.086,3082.104,2610.402,4527.281,3995.621,4934.244,2350.094,2389.446,3500.569,3580.116,2941.507,3556.233,2773.142,2135.128,5543.840,5550.624
6,902.241,3307.257,3695.768,3611.204,1933.307,4039.146,4130.364,3264.643,4006.893,4068.759,3915.562,4674.199,4615.099,4371.936,3110.386,3126.575,2716.724,2792.380,2039.756,3822.059,4413.737,4449.161,6265.890,2590.676,4927.185,5307.327,4719.010,4878.905,5175.296,2623.478,2344.444,2232.548,3232.434,3470.489,3312.917,4573.003,4159.444,3310.456,2891.969,3388.804,3079.216,2393.608,3035.842,2636.677,3012.723,4451.634,3078.482,3132.599,3485.332,3090.540,2616.776,4537.077,4000.350,4915.385,2331.759,2390.179,3481.782,3610.378,2928.203,3549.731,2756.603,2118.963,5560.239,5523.708
7,896.796,3276.183,3678.152,3603.357,1935.618,4058.089,4092.808,3247.535,3976.451,4063.156,3932.358,4634.619,4580.126,4340.675,3119.515,3075.461,2713.242,2786.095,2055.127,3839.215,4386.646,4434.764,6263.274,2605.769,5019.199,5343.271,4697.475,4875.796,5209.678,2602.685,2350.063,2235.517,3228.563,3463.943,3304.213,4544.696,4177.814,3270.870,2860.021,3371.059,3081.875,2400.072,3035.868,2678.681,3024.186,4473.599,3081.156,3136.820,3498.581,3093.168,2589.806,4503.681,3968.610,4899.840,2319.194,2391.609,3493.487,3593.584,2914.977,3513.991,2750.356,2135.318,5574.117,5506.589
8,864.685,3311.031,3696.103,3606.538,1947.635,4000.675,4108.887,3249.189,4010.698,4074.565,3903.212,4686.117,4643.837,4362.493,3121.572,3123.696,2736.792,2800.281,2056.947,3833.844,4461.518,4477.909,6293.551,2608.120,4988.064,5310.268,4712.017,4893.723,5193.162,2606.692,2344.615,2262.123,3257.769,3445.121,3354.877,4594.203,4158.150,3294.669,2913.236,3384.238,3078.719,2404.788,3045.496,2670.100,2992.178,4442.903,3069.696,3157.841,3501.391,3108.917,2620.491,4548.141,4014.291,4937.510,2353.802,2401.896,3509.206,3618.524,2943.352,3606.955,2775.763,2117.233,5553.745,5538.758
9,927.241,3297.815,3685.367,3611.496,1935.605,4023.222,4109.087,3288.059,3973.014,4057.698,3932.442,4673.443,4596.844,4342.213,3090.644,3107.042,2725.156,2794.469,2055.758,3822.331,4405.306,4472.876,6312.310,2586.210,4964.492,5339.466,4718.102,4900.665,5222.892,2614.219,2363.489,2249.444,3251.709,3478.026,3336.281,4568.649,4182.751,3285.291,2895.923,3384.165,3080.231,2413.633,3023.473,2670.884,3028.333,4468.462,3083.522,3186.258,3500.402,3101.719,2614.074,4540.039,3999.139,4932.012,2346.433,2410.444,3506.051,3639.906,2941.353,3548.855,2751.455,2153.767,5586.835,5546.322
10,904.593,3290.383,3686.700,3596.700,1926.918,3997.791,4155.810,3252.188,3957.766,4031.901,3875.767,4658.751,4674.083,4397.421,3084.735,3140.947,2710.550,2769.452,2036.297,3838.181,4433.450,4442.479,6281.437,2593.994,4956.135,5310.819,4679.279,4885.302,5160.857,2593.120,2341.483,2238.527,3221.578,3439.685,3313.436,4557.594,4142.390,3294.267,2878.388,3365.574,3077.230,2408.068,3055.970,2650.642,2992.296,4426.112,3052.687,3159.177,3478.370,3101.363,2612.420,4559.010,4007.963,4935.237,2316.469,2395.386,3508.603,3571.738,2915.187,3598.020,2739.768,2101.905,5538.822,5549.810
11,875.667,3303.436,3665.806,3618.549,1948.567,4049.657,4125.577,3252.246,3970.900,4052.808,3931.406,4672.184,4611.482,4374.471,3122.757,3104.003,2718.167,2771.692,2061.573,3821.106,4400.076,4450.513,6311.323,2605.812,5010.696,5371.098,4715.683,4906.120,5195.728,2620.559,2350.467,2254.146,3242.953,3505.765,3334.956,4570.239,4184.988,3306.711,2895.820,3373.802,3058.481,2402.846,3019.108,2663.138,3050.263,4488.057,3071.245,3151.544,3490.437,3101.757,2592.167,4514.915,4000.682,4928.191,2332.757,2399.690,3497.812,3643.459,2916.278,3534.855,2775.723,2144.562,5545.473,5546.328
12,924.815,3305.512,3679.127,3588.701,1931.896,4022.225,4125.426,3258.524,3945.676,4032.221,3881.718,4661.083,4643.307,4369.347,3111.172,3103.107,2688.590,2777.366,2055.100,3779.864,4403.574,4463.826,6312.349,2588.372,4960.429,5299.136,4707.437,4891.177,5159.150,2593.482,2326.667,2242.957,3237.226,3465.957,3328.956,4533.640,4123.237,3291.376,2882.016,3362.777,3084.774,2409.008,3030.190,2644.969,2999.203,4461.769,3069.984,3144.777,3492.441,3114.950,2599.806,4536.391,4004.019,4971.030,2324.674,2398.053,3496.239,3568.318,2917.427,3542.330,2748.809,2139.465,5538.373,5538.130
13,892.000,3271.746,3669.203,3606.374,1943.065,4047.705,4131.265,3252.433,3969.468,4050.670,3912.019,4657.159,4627.914,4349.287,3076.943,3096.828,2702.346,2767.221,2036.430,3817.114,4418.485,4439.621,6315.422,2585.291,4976.286,5310.180,4714.444,4907.480,5175.919,2605.866,2336.028,2224.722,3239.967,3462.770,3341.719,4564.787,4158.793,3312.742,2896.034,3374.911,3076.334,2389.863,3018.774,2665.070,3016.671,4458.508,3075.236,3149.685,3484.068,3094.257,2598.559,4525.954,3979.998,4933.578,2305.609,2400.632,3504.014,3616.206,2930.336,3529.792,2751.531,2153.049,5524.107,5565.462
14,894.833,3305.673,3674.499,3606.636,1937.224,4033.050,4123.172,3257.079,3955.164,4023.334,3887.878,4661.716,4610.950,4351.641,3105.249,3097.690,2713.550,2808.830,2048.614,3800.331,4436.733,4454.294,6297.009,2570.183,4961.187,5287.853,4696.950,4894.217,5183.840,2595.475,2317.582,2247.121,3237.896,3465.545,3313.073,4545.494,4164.292,3286.999,2892.776,3380.661,3084.998,2383.436,3035.736,2660.770,3005.058,4467.729,3065.642,3136.411,3498.747,3089.043,2595.606,4535.215,4023.046,4951.384,2316.355,2402.340,3541.320,3604.133,2914.582,3553.722,2768.302,2131.958,5494.048,5525.057
15,889.704,3297.699,3674.144,3589.326,1924.127,4054.259,4123.415,3233.296,3918.902,4006.116,3867.420,4660.969,4626.971,4333.784,3076.759,3119.269,2701.772,2784.102,2040.288,3808.766,4416.366,4439.664,6280.147,2590.168,4930.585,5335.198,4675.674,4888.294,5171.928,2589.081,2321.008,2235.312,3232.031,3461.677,3329.526,4537.674,4160.989,3300.414,2888.021,3370.766,3098.265,2403.137,3036.082,2632.262,2977.643,4421.693,3056.581,3155.423,3489.027,3084.344,2599.578,4536.882,4007.409,4939.463,2319.435,2384.595,3472.311,3590.828,2885.716,3568.414,2764.801,2097.560,5473.426,5518.093
16,896.370,3300.078,3674.678,3602.789,1937.362,4009.421,4106.041,3276.251,3950.791,4047.115,3904.841,4651.569,4587.593,4355.222,3088.567,3093.763,2684.644,2784.483,2051.962,3791.803,4386.688,4447.039,6288.306,2607.958,4975.260,5326.125,4694.090,4904.625,5173.678,2598.197,2319.483,2242.004,3228.456,3488.321,3289.822,4541.261,4160.056,3289.277,2839.418,3372.808,3092.583,2407.118,3016.392,2649.208,3020.357,4442.132,3069.981,3142.211,3478.514,3070.880,2595.963,4511.158,3994.903,4947.799,2306.187,2384.677,3502.181,3591.288,2896.746,3516.625,2769.865,2117.469,5496.753,5522.655
17,905.944,3298.615,3661.112,3597.780,1932.622,4029.309,4114.462,3234.316,3926.190,4020.669,3910.123,4643.859,4585.636,4377.663,3093.825,3075.470,2686.218,2787.807,2025.796,3787.744,4429.408,4442.594,6281.309,2584.904,4952.053,5321.566,4665.647,4882.213,5159.632,2585.963,2321.452,2234.669,3210.222,3465.277,3308.333,4536.541,4135.120,3300.489,2897.663,3360.472,3072.009,2391.851,3020.748,2628.967,2995.341,4436.787,3048.695,3132.811,3491.771,3109.615,2574.333,4508.773,3980.881,4952.887,2318.792,2391.532,3491.810,3546.004,2916.326,3542.396,2761.010,2140.505,5433.448,5530.610
18,891.704,3288.549,3676.084,3610.158,1934.031,4035.765,4116.289,3242.050,3909.183,4010.664,3928.774,4652.154,4606.666,4368.355,3084.108,3083.830,2704.350,2795.283,2055.375,3828.130,4390.458,4439.330,6304.360,2583.583,4934.396,5328.576,4692.507,4913.488,5166.920,2584.357,2317.038,2249.030,3231.434,3487.559,3319.591,4531.615,4174.858,3282.450,2886.405,3385.952,3064.868,2397.390,3022.787,2653.651,3017.579,4444.198,3046.829,3138.047,3476.265,3103.192,2598.082,4537.427,3978.247,4954.413,2304.885,2369.693,3514.265,3600.356,2895.222,3534.638,2745.089,2135.913,5452.114,5530.406
19,920.296,3309.742,3701.686,3624.675,1937.781,4053.110,4127.102,3238.087,3916.424,4045.530,3940.523,4673.969,4651.463,4370.670,3092.677,3077.275,2705.709,2786.227,2052.015,3851.201,4408.868,4454.754,6313.044,2588.933,5000.993,5315.646,4684.124,4908.253,5175.595,2598.788,2325.671,2249.685,3230.014,3493.531,3339.576,4538.682,4153.633,3278.728,2846.583,3395.368,3083.958,2409.967,3034.812,2653.409,2988.237,4449.809,3054.230,3156.575,3478.392,3093.430,2619.099,4529.848,3992.833,4959.707,2315.911,2396.831,3547.622,3577.142,2902.067,3553.686,2741.061,2109.651,5483.680,5554.843
20,908.259,3322.895,3689.392,3601.486,1938.259,4031.123,4128.282,3252.970,3904.084,4029.329,3915.820,4675.849,4646.477,4378.168,3112.208,3084.307,2702.863,2789.629,2043.140,3835.510,4396.570,4463.904,6310.350,2595.873,5006.645,5315.688,4686.663,4907.315,5159.510,2611.261,2325.127,2245.529,3227.554,3484.671,3310.595,4543.271,4173.114,3270.441,2886.663,3393.333,3084.767,2413.770,3039.225,2651.961,3016.583,4447.596,3035.885,3143.460,3486.839,3111.936,2589.292,4555.008,3998.593,4949.468,2321.291,2381.546,3552.926,3601.069,2910.403,3552.873,2753.833,2136.128,5460.879,5547.346
21,894.018,3287.668,3675.875,3595.830,1939.553,4061.302,4133.178,3275.274,3916.717,4017.974,3940.894,4662.373,4596.258,4366.570,3092.620,3075.210,2697.077,2755.662,2054.730,3833.057,4369.950,4461.251,6312.897,2593.049,4961.958,5309.165,4679.008,4908.948,5165.063,2587.060,2320.611,2245.612,3216.955,3489.135,3294.645,4524.906,4168.615,3311.059,2853.292,3400.690,3072.983,2415.199,3041.782,2653.208,3002.054,4432.951,3056.394,3144.611,3501.065,3087.984,2592.798,4533.387,4008.035,4956.484,2297.150,2370.864,3556.102,3603.163,2920.122,3551.891,2750.292,2141.339,5460.175,5523.812
22,905.556,3287.247,3677.332,3609.176,1935.947,4080.934,4132.371,3254.194,3903.968,4020.963,3920.235,4666.325,4583.106,4356.709,3071.302,3050.630,2685.179,2779.152,2072.882,3832.047,4382.271,4454.609,6307.480,2601.072,4937.286,5317.122,4688.682,4906.084,5166.527,2581.338,2315.058,2243.434,3247.111,3493.049,3292.945,4526.073,4208.343,3285.425,2895.987,3381.319,3068.804,2387.966,3041.236,2652.266,3004.058,4437.510,3036.009,3140.999,3464.763,3092.435,2604.711,4540.678,3991.874,4916.937,2285.498,2374.355,3518.691,3580.039,2908.646,3488.597,2775.292,2130.215,5455.378,5563.896
23,873.259,3305.963,3691.432,3583.776,1931.822,4064.809,4149.945,3263.822,3875.687,4035.536,3939.499,4676.894,4625.192,4385.796,3081.185,3078.274,2699.450,2787.322,2056.761,3836.791,4382.885,4438.094,6295.766,2608.957,4963.301,5340.185,4696.296,4924.417,5164.759,2597.101,2323.832,2248.237,3246.586,3500.248,3286.942,4551.018,4179.793,3279.352,2899.406,3395.801,3085.534,2417.497,3014.407,2632.397,2999.603,4436.639,3052.916,3132.492,3473.654,3099.460,2597.163,4531.220,3990.876,4955.075,2278.191,2392.167,3537.051,3603.528,2916.463,3546.860,2749.038,2133.262,5460.020,5537.933
24,891.741,3310.947,3684.098,3573.375,1943.100,4035.670,4151.730,3243.215,3902.396,4000.398,3912.170,4649.572,4644.246,4398.868,3090.868,3067.076,2717.559,2781.207,2063.460,3849.852,4368.222,4444.436,6334.528,2607.244,4983.083,5312.244,4718.512,4943.668,5184.108,2616.394,2360.216,2251.861,3239.253,3492.069,3301.627,4566.297,4193.980,3299.802,2868.432,3406.040,3087.547,2406.756,3034.776,2647.579,2992.632,4459.303,3057.500,3135.789,3508.902,3121.846,2604.366,4544.071,4043.614,4953.798,2317.902,2385.451,3565.808,3563.262,2931.473,3556.726,2766.636,2148.114,5461.256,5554.111
25,945.833,3329.308,3690.402,3618.058,1941.615,4096.949,4198.723,3313.088,3950.141,4068.773,3951.982,4733.242,4704.139,4430.136,3123.361,3128.542,2737.294,2821.168,2102.175,3866.258,4376.681,4467.389,6342.642,2643.717,4965.018,5389.541,4721.193,4950.714,5206.609,2636.265,2398.273,2291.153,3300.894,3499.326,3323.094,4589.968,4200.083,3328.688,2933.232,3419.673,3113.834,2466.547,3079.312,2674.788,3024.462,4471.853,3092.334,3161.811,3507.379,3121.737,2639.609,4572.345,4064.039,5008.199,2351.620,2418.151,3565.274,3531.459,2918.162,3547.573,2803.727,2174.661,5523.258,5590.678
26,935.982,3359.162,3706.072,3621.639,1939.985,4133.465,4229.901,3356.891,3994.608,4106.813,4036.364,4775.964,4710.776,4456.292,3139.933,3165.254,2780.613,2866.158,2142.603,3930.240,4350.986,4523.856,6336.277,2677.253,5089.623,5465.615,4792.806,5003.419,5250.954,2690.502,2443.766,2322.496,3329.608,3493.900,3335.016,4655.907,4298.590,3363.169,2966.906,3451.814,3152.338,2533.522,3143.750,2735.146,3109.764,4551.698,3148.633,3205.432,3561.972,3148.031,2678.553,4607.650,4101.173,5046.395,2374.130,2489.508,3613.617,3594.077,2928.677,3586.034,2867.797,2215.095,5535.297,5607.172
27,904.333,3409.673,3726.739,3650.745,1948.841,4180.774,4294.216,3385.932,4018.171,4130.092,4049.660,4800.270,4757.602,4528.709,3154.885,3214.731,2824.314,2919.089,2177.245,3939.658,4349.183,4546.779,6322.381,2726.849,5127.403,5482.607,4828.127,5030.662,5275.241,2733.496,2490.886,2356.255,3365.133,3487.374,3335.769,4680.120,4339.458,3404.989,2987.215,3464.023,3152.243,2548.338,3173.756,2778.605,3125.107,4573.316,3189.509,3228.146,3579.525,3160.328,2751.235,4665.749,4169.408,5068.771,2409.887,2514.182,3647.747,3606.669,2923.489,3661.828,2930.300,2245.931,5576.831,5677.644
28,937.796,3432.442,3724.210,3669.940,1952.815,4184.340,4296.169,3415.508,4021.428,4131.611,4058.026,4815.618,4805.064,4556.204,3188.802,3245.411,2835.781,2917.031,2192.709,3983.010,4375.634,4574.700,6330.123,2750.601,5133.418,5477.093,4825.009,5063.912,5271.312,2760.295,2514.107,2358.501,3392.809,3483.965,3331.645,4686.161,4326.195,3429.973,3001.516,3480.615,3199.902,2591.067,3202.689,2801.536,3161.647,4607.918,3217.967,3284.724,3612.093,3174.345,2746.436,4685.439,4204.380,5087.235,2464.637,2522.265,3656.569,3552.425,2910.617,3680.751,2943.058,2270.777,5587.378,5668.745
29,914.833,3407.833,3717.018,3667.052,1955.319,4184.388,4312.162,3428.107,4027.943,4131.480,4060.474,4847.209,4773.641,4533.227,3174.622,3271.566,2857.783,2915.522,2183.026,3987.453,4354.617,4572.214,6343.433,2768.014,5095.192,5489.288,4827.630,5082.710,5280.665,2760.612,2518.739,2363.848,3391.275,3498.532,3322.449,4708.912,4346.702,3461.188,3003.547,3485.369,3216.836,2583.506,3225.087,2790.771,3136.367,4625.142,3226.001,3283.231,3623.027,3191.630,2762.356,4716.015,4202.508,5124.187,2445.243,2523.952,3687.714,3636.961,2946.695,3719.156,2958.962,2259.456,5614.284,5697.998
30,919.259,3397.663,3715.318,3674.975,1951.696,4216.799,4312.509,3441.105,4060.665,4134.905,4080.093,4817.618,4791.189,4552.321,3186.413,3240.885,2844.366,2913.525,2203.219,3971.665,4366.560,4589.678,6349.140,2784.598,5143.819,5510.485,4830.253,5074.031,5311.750,2771.850,2526.462,2371.236,3406.824,3487.722,3319.139,4723.026,4326.855,3421.144,2995.866,3511.425,3214.105,2609.595,3224.919,2785.246,3173.867,4604.212,3229.211,3275.863,3615.550,3188.588,2776.755,4710.667,4213.220,5112.640,2459.298,2542.596,3664.601,3591.236,2940.829,3683.459,2932.466,2255.347,5598.692,5721.594
31,932.852,3422.635,3722.640,3669.267,1949.045,4212.716,4331.900,3432.319,4061.928,4144.168,4078.878,4824.027,4817.498,4550.325,3179.677,3250.070,2850.988,2930.306,2193.440,3981.494,4330.847,4579.235,6341.439,2776.128,5145.532,5530.229,4850.038,5082.333,5293.743,2766.220,2526.234,2365.532,3411.892,3500.835,3331.698,4747.093,4359.671,3459.333,2996.812,3500.168,3224.196,2599.182,3233.782,2777.705,3175.767,4602.811,3251.860,3271.913,3634.848,3195.614,2774.654,4704.053,4205.396,5109.050,2449.526,2546.854,3692.923,3634.446,2920.304,3675.921,2956.873,2247.740,5602.309,5712.316
32,968.333,3437.901,3739.015,3681.987,1956.793,4232.974,4330.961,3448.446,4073.940,4146.104,4057.889,4838.370,4820.359,4574.806,3164.763,3266.778,2855.298,2940.988,2183.188,3964.189,4326.775,4585.485,6336.450,2778.297,5153.714,5497.910,4833.298,5066.240,5288.256,2769.860,2512.578,2378.643,3397.706,3485.142,3349.377,4726.997,4340.261,3460.345,3014.040,3498.676,3222.623,2625.440,3237.113,2793.070,3130.339,4582.200,3257.471,3275.054,3632.676,3200.799,2787.394,4716.268,4234.479,5094.707,2455.878,2555.360,3689.132,3573.833,2913.590,3670.050,2931.428,2239.243,5572.497,5751.037
33,897.759,3424.148,3713.125,3669.019,1960.502,4221.138,4314.289,3462.330,4064.778,4155.753,4078.142,4831.445,4810.149,4560.479,3166.422,3280.242,2861.196,2931.864,2200.522,4008.295,4332.041,4595.134,6379.301,2791.707,5150.475,5506.001,4842.571,5084.780,5284.457,2779.472,2527.249,2367.043,3401.732,3502.930,3328.317,4746.547,4335.902,3497.981,3001.129,3483.637,3219.177,2621.461,3255.026,2794.658,3154.918,4587.313,3252.812,3259.106,3625.612,3188.617,2788.395,4731.114,4216.646,5097.171,2473.281,2546.154,3655.490,3599.635,2925.231,3684.244,2956.506,2270.416,5586.746,5752.975
34,936.056,3437.353,3732.703,3645.263,1943.992,4183.540,4337.068,3434.400,4074.746,4159.838,4062.816,4836.463,4823.771,4580.597,3142.870,3276.081,2853.375,2931.524,2188.408,3982.228,4353.004,4589.078,6341.243,2782.588,5137.755,5488.712,4818.316,5068.097,5267.121,2775.102,2524.132,2372.620,3414.762,3463.859,3326.311,4733.641,4357.733,3456.711,2997.846,3495.908,3228.049,2618.782,3248.532,2787.636,3162.565,4604.604,3253.320,3289.853,3629.898,3186.652,2803.323,4728.273,4220.300,5128.232,2449.500,2550.514,3682.480,3592.549,2916.939,3711.276,2963.601,2253.501,5633.692,5726.727
35,939.537,3430.627,3721.096,3660.427,1958.233,4225.171,4343.812,3450.833,4062.960,4154.916,4102.776,4848.778,4790.610,4552.221,3180.218,3265.272,2848.053,2951.429,2207.464,3980.695,4317.327,4593.104,6352.204,2781.982,5161.860,5516.925,4818.685,5060.372,5287.249,2779.217,2545.494,2377.643,3423.971,3493.406,3333.227,4732.510,4328.354,3454.106,3009.220,3505.496,3214.156,2623.601,3238.103,2821.016,3166.382,4604.453,3257.428,3285.689,3617.258,3196.938,2758.378,4698.635,4228.606,5140.285,2443.604,2556.145,3685.065,3633.794,2926.898,3703.357,2974.343,2268.544,5593.282,5776.851
36,920.056,3424.325,3703.888,3662.281,1958.241,4230.138,4326.826,3448.588,4055.629,4148.894,4077.590,4844.333,4833.887,4579.403,3178.089,3259.692,2857.074,2930.088,2192.747,3952.906,4307.775,4584.452,6337.185,2771.944,5166.788,5520.981,4819.564,5066.887,5287.910,2758.392,2530.008,2381.958,3414.769,3476.845,3344.905,4732.341,4343.843,3466.459,3018.630,3498.220,3210.142,2598.402,3226.795,2814.400,3151.206,4590.506,3245.288,3290.936,3644.114,3213.999,2794.294,4703.068,4268.259,5123.022,2459.098,2545.799,3667.337,3609.107,2915.656,3725.134,2982.502,2251.075,5590.708,5727.154
37,921.500,3412.747,3735.581,3665.281,1967.680,4218.136,4375.022,3482.454,4093.613,4144.011,4102.582,4849.419,4784.602,4577.650,3158.726,3252.952,2862.127,2951.501,2195.069,3962.683,4336.639,4585.016,6377.603,2785.145,5149.866,5521.409,4857.999,5072.790,5298.203,2773.628,2533.886,2383.007,3427.030,3464.714,3352.612,4765.010,4340.278,3456.369,3026.720,3504.865,3236.851,2606.723,3245.986,2792.849,3175.763,4592.029,3276.605,3271.246,3649.504,3191.770,2772.051,4703.646,4260.277,5140.493,2467.926,2565.824,3679.079,3630.687,2895.174,3712.887,2972.359,2259.389,5577.188,5745.086
38,900.963,3431.801,3693.053,3625.127,1959.592,4193.131,4359.761,3436.435,4064.571,4153.667,4071.654,4852.970,4785.549,4561.092,3167.134,3247.238,2858.186,2927.321,2197.288,3929.451,4336.855,4571.222,6355.558,2767.681,5155.404,5542.371,4813.606,5051.922,5268.958,2771.594,2511.358,2367.229,3421.362,3465.184,3345.304,4739.610,4326.672,3444.908,2992.168,3475.388,3206.718,2607.292,3226.690,2776.320,3168.242,4563.882,3227.623,3272.268,3640.934,3192.117,2778.385,4687.333,4212.220,5117.644,2431.311,2552.512,3644.596,3584.974,2925.983,3736.853,2936.516,2236.499,5579.578,5722.217
39,929.037,3392.514,3679.731,3649.255,1954.048,4210.779,4364.773,3437.534,4067.158,4121.646,4051.275,4854.973,4812.629,4568.111,3159.684,3261.192,2866.723,2916.035,2187.570,3990.219,4334.549,4591.722,6326.993,2753.802,5126.179,5490.249,4816.465,5030.079,5269.157,2766.883,2516.909,2363.412,3399.928,3469.248,3341.039,4727.664,4338.800,3449.842,3012.007,3494.023,3219.640,2608.171,3232.893,2792.917,3154.639,4588.944,3238.055,3287.860,3613.810,3196.696,2780.120,4674.880,4245.430,5087.340,2444.882,2529.212,3663.719,3624.369,2891.889,3727.767,2969.936,2244.990,5585.121,5733.132
40,897.741,3401.865,3695.075,3647.940,1954.729,4195.181,4338.434,3402.957,4044.697,4124.598,4032.435,4842.490,4772.106,4580.288,3153.574,3237.458,2840.848,2900.162,2192.082,3934.197,4310.639,4586.721,6351.175,2774.999,5107.062,5526.046,4822.272,5039.783,5253.569,2762.113,2523.960,2367.323,3404.834,3475.586,3336.537,4726.666,4320.705,3429.512,2990.232,3503.196,3201.449,2608.124,3223.925,2752.090,3163.847,4558.165,3230.214,3250.029,3625.577,3179.852,2786.370,4673.497,4221.127,5085.236,2434.113,2523.063,3649.947,3653.966,2881.975,3727.914,2911.466,2255.438,5570.322,5725.355
41,939.018,3402.820,3684.525,3640.562,1949.551,4227.192,4347.021,3402.025,4033.725,4117.805,4038.052,4825.257,4795.912,4543.797,3152.312,3236.052,2862.518,2933.963,2179.133,3955.589,4262.953,4555.706,6339.861,2762.806,5118.635,5496.605,4806.922,5009.473,5274.903,2758.011,2505.961,2387.993,3410.677,3478.191,3316.602,4740.253,4345.450,3440.708,2980.296,3476.366,3218.051,2574.253,3206.536,2773.269,3125.211,4542.073,3225.583,3262.184,3646.343,3204.969,2771.448,4693.696,4201.344,5094.944,2442.502,2524.232,3621.582,3655.884,2898.775,3696.045,2940.868,2246.923,5552.958,5671.406
42,918.111,3416.930,3709.646,3600.529,1960.811,4209.565,4342.922,3410.280,4050.438,4135.937,4090.257,4842.631,4813.125,4564.206,3142.343,3239.218,2867.529,2905.854,2184.539,3991.589,4293.382,4553.292,6368.618,2779.885,5135.099,5462.525,4794.705,5019.002,5251.290,2766.815,2521.438,2380.359,3408.115,3451.829,3339.454,4726.162,4322.313,3419.614,3001.337,3496.997,3228.490,2580.341,3218.305,2760.201,3137.889,4561.153,3252.357,3270.114,3653.313,3184.535,2735.642,4670.443,4255.441,5123.804,2443.744,2548.701,3648.557,3630.639,2907.134,3718.898,2941.873,2241.730,5548.040,5702.248
