 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30
1,1095.380,3417.806,3140.974,2731.868,2271.701,1901.032,3436.200,2428.697,2092.402,3549.609,1899.966,2159.669,2066.378,2482.533,1647.661,2195.460,1686.070,1960.277,2878.818,2489.701,2033.603,2427.175,2825.836,2136.735,2427.580,2970.370,2209.061,1829.672,1601.901,2601.597
2,1106.801,3428.945,3142.550,2750.095,2270.977,1904.212,3472.730,2444.763,2111.195,3574.621,1905.464,2152.111,2069.924,2454.373,1632.572,2211.767,1679.692,1982.805,2900.968,2492.556,2050.856,2432.799,2810.813,2118.908,2390.134,2973.723,2208.056,1834.291,1593.820,2616.439
3,1103.963,3424.727,3165.493,2727.423,2265.400,1887.066,3500.690,2438.906,2119.533,3603.146,1912.552,2141.507,2062.141,2426.478,1641.119,2196.202,1655.713,1983.907,2942.238,2507.769,2083.589,2441.323,2831.333,2131.265,2401.826,3002.516,2208.181,1828.612,1591.836,2646.614
4,1108.949,3408.565,3172.629,2730.893,2270.551,1886.154,3485.132,2445.830,2083.823,3615.654,1902.003,2150.239,2078.074,2438.821,1632.208,2201.808,1660.791,1972.557,2961.260,2525.637,2064.756,2448.796,2828.551,2138.471,2395.665,2999.249,2210.890,1835.524,1605.733,2627.123
5,1088.921,3407.990,3167.764,2726.738,2292.240,1885.525,3491.777,2416.201,2124.306,3604.125,1916.172,2142.207,2053.422,2430.985,1622.863,2201.625,1685.388,1950.866,2974.431,2512.137,2057.618,2415.001,2839.626,2129.004,2380.269,3000.773,2204.215,1835.545,1593.169,2638.710
6,1102.407,3413.685,3163.087,2735.075,2270.690,1881.500,3475.840,2414.051,2125.624,3565.567,1906.607,2135.162,2075.717,2395.775,1642.237,2212.490,1683.450,1956.641,2933.489,2490.624,2041.852,2423.059,2838.313,2126.161,2398.857,2992.595,2193.601,1855.150,1590.030,2611.455
7,1094.213,3419.279,3170.488,2747.040,2287.060,1880.510,3491.598,2450.054,2118.396,3575.314,1916.896,2160.039,2070.099,2395.727,1649.685,2204.056,1676.840,1960.076,2957.994,2509.507,2058.584,2448.122,2847.092,2135.096,2368.292,2990.030,2212.674,1846.818,1591.224,2623.110
8,1110.176,3411.948,3159.392,2741.413,2290.037,1874.393,3458.383,2435.592,2092.304,3618.591,1884.331,2132.530,2059.526,2378.783,1634.323,2192.361,1656.468,1957.189,2998.226,2516.124,2101.833,2458.417,2856.772,2123.437,2336.926,3031.282,2195.689,1843.088,1589.784,2625.658
9,1100.412,3408.320,3167.426,2728.721,2296.397,1882.531,3508.460,2440.184,2095.505,3594.644,1900.677,2156.027,2064.443,2403.394,1626.754,2215.606,1679.280,1958.192,2961.740,2501.151,2067.551,2449.821,2842.147,2126.795,2333.776,3035.045,2203.102,1843.388,1605.172,2651.434
10,1094.519,3430.293,3160.917,2740.741,2281.196,1898.468,3477.146,2449.129,2100.509,3607.622,1891.229,2138.786,2067.149,2376.612,1628.088,2205.822,1665.237,1966.353,2980.076,2504.724,2077.770,2427.973,2861.186,2130.549,2327.786,2989.009,2190.879,1837.989,1573.589,2637.595
11,1078.759,3414.025,3175.067,2739.647,2310.075,1872.022,3485.707,2454.802,2090.889,3568.263,1898.654,2152.575,2073.541,2351.280,1627.804,2218.008,1688.471,1951.338,2940.465,2509.261,2052.729,2431.410,2824.784,2118.792,2334.684,3006.356,2196.374,1847.203,1590.346,2623.622
12,1093.306,3415.386,3175.944,2734.352,2269.184,1883.514,3502.427,2442.194,2110.350,3579.000,1920.302,2158.295,2076.287,2384.687,1626.876,2220.146,1673.410,1910.399,2957.747,2509.613,2072.384,2450.342,2863.320,2130.229,2326.523,3034.267,2198.279,1843.379,1591.296,2642.181
13,1100.069,3416.978,3165.246,2740.479,2272.761,1868.464,3522.368,2449.765,2101.346,3624.224,1898.997,2154.531,2069.526,2360.649,1646.921,2213.281,1679.367,1951.472,2990.212,2548.274,2070.745,2437.452,2863.157,2138.665,2315.258,3060.576,2208.427,1858.418,1595.988,2641.492
14,1103.968,3430.927,3181.987,2740.465,2282.001,1871.917,3511.260,2438.448,2111.936,3611.302,1894.547,2139.237,2064.397,2369.985,1635.599,2228.892,1679.299,1933.673,2961.271,2514.535,2054.328,2467.531,2854.826,2151.797,2310.749,3048.133,2206.976,1834.490,1589.010,2650.924
15,1089.546,3407.668,3161.844,2740.044,2281.587,1901.681,3519.873,2433.418,2101.040,3605.164,1897.409,2145.972,2054.343,2347.942,1636.439,2223.880,1684.944,1935.740,2970.836,2522.168,2070.777,2459.650,2848.376,2143.259,2335.304,3021.302,2200.815,1836.370,1602.778,2641.390
16,1103.074,3397.947,3155.651,2732.009,2279.591,1906.385,3520.423,2451.798,2121.004,3527.269,1904.393,2172.711,2089.814,2355.280,1618.873,2209.117,1688.077,1943.522,2956.333,2510.719,2051.603,2442.357,2849.650,2155.947,2350.462,3050.043,2198.708,1848.129,1577.626,2622.458
17,1104.130,3423.968,3152.771,2731.505,2299.892,1876.437,3509.505,2463.257,2113.630,3596.491,1920.039,2141.980,2080.375,2337.239,1636.100,2223.650,1701.776,1923.988,2950.327,2535.217,2099.495,2454.169,2853.273,2150.966,2317.560,3049.704,2212.974,1857.390,1596.322,2654.447
18,1107.019,3432.546,3168.352,2730.339,2282.995,1893.571,3523.928,2453.006,2099.233,3606.434,1925.211,2141.434,2070.405,2373.829,1641.011,2208.987,1692.318,1926.994,2976.246,2540.469,2109.672,2447.390,2887.451,2133.594,2306.998,3085.847,2208.956,1848.610,1589.260,2647.445
19,1079.792,3409.091,3142.877,2721.652,2277.858,1882.014,3496.103,2453.522,2105.372,3605.651,1899.622,2126.375,2070.421,2371.456,1613.042,2184.295,1679.915,1923.131,2966.271,2532.532,2088.000,2460.898,2855.485,2159.528,2316.692,3049.835,2183.454,1851.739,1572.165,2639.997
20,1110.347,3418.443,3157.807,2717.126,2293.608,1901.095,3529.340,2446.326,2089.634,3608.970,1926.607,2150.865,2070.250,2393.070,1653.490,2183.980,1665.777,1923.668,2931.381,2546.172,2109.605,2450.377,2864.790,2137.290,2316.116,3068.156,2197.728,1852.654,1580.902,2665.728
21,1104.792,3423.213,3142.362,2701.070,2300.611,1904.685,3500.479,2443.628,2114.783,3546.011,1922.302,2161.179,2079.145,2395.428,1625.088,2175.936,1685.751,1933.297,2930.892,2535.430,2039.349,2467.412,2866.822,2128.543,2336.037,3048.127,2197.847,1837.175,1583.106,2635.901
22,1100.056,3427.925,3149.844,2734.706,2295.709,1896.166,3522.770,2431.290,2103.167,3570.011,1927.044,2160.618,2077.397,2430.594,1627.016,2182.275,1694.083,1940.152,2927.996,2544.059,2074.712,2448.043,2846.129,2122.284,2349.498,3080.635,2201.773,1844.056,1605.014,2641.750
23,1116.023,3436.528,3176.444,2734.986,2293.178,1920.817,3528.538,2429.971,2118.658,3613.819,1963.654,2157.425,2073.407,2473.141,1631.610,2184.902,1685.301,1958.618,2966.489,2572.793,2113.267,2491.001,2854.321,2129.229,2308.700,3135.042,2194.271,1857.021,1590.518,2655.300
24,1112.537,3432.133,3142.368,2718.823,2308.218,1877.188,3518.693,2453.516,2088.302,3600.298,1899.456,2151.918,2068.147,2488.808,1626.275,2169.449,1677.777,1927.560,2942.820,2538.813,2111.019,2467.902,2843.066,2137.215,2312.456,3104.867,2194.785,1837.868,1586.251,2639.590
25,1109.083,3424.378,3164.659,2713.671,2298.133,1905.058,3534.089,2451.081,2088.342,3588.305,1911.862,2159.681,2070.026,2550.719,1645.850,2173.870,1685.911,1908.872,2934.697,2565.061,2102.674,2491.920,2827.219,2131.942,2335.691,3074.980,2197.707,1851.700,1599.405,2654.230
26,1094.111,3441.154,3160.709,2734.643,2284.927,1911.847,3510.714,2440.443,2121.245,3576.542,1922.013,2157.185,2098.712,2579.785,1640.021,2175.927,1695.530,1969.997,2972.639,2546.062,2047.115,2478.848,2842.316,2112.386,2312.006,3069.742,2196.808,1863.261,1589.010,2615.813
27,1110.699,3442.194,3163.035,2731.320,2302.717,1899.710,3518.713,2443.868,2119.515,3594.652,1919.716,2153.435,2073.842,2590.578,1637.510,2164.165,1694.111,1931.478,2965.757,2545.249,2074.403,2472.248,2850.404,2147.301,2291.723,3080.302,2196.783,1847.457,1580.825,2645.474
28,1114.421,3437.781,3166.520,2727.248,2284.015,1913.164,3501.249,2459.773,2097.010,3630.357,1914.479,2158.639,2084.802,2593.964,1633.775,2152.999,1683.233,1953.604,2941.649,2568.552,2100.591,2497.918,2843.182,2149.040,2276.775,3124.998,2199.431,1838.961,1603.670,2655.824
29,1131.644,3435.376,3168.071,2736.139,2273.881,1908.175,3514.909,2439.895,2106.513,3577.811,1925.680,2148.680,2087.145,2602.919,1623.061,2171.143,1689.070,1941.915,2969.489,2562.727,2102.071,2491.832,2840.693,2136.514,2269.490,3112.183,2197.109,1848.146,1601.074,2658.229
30,1111.028,3428.808,3175.447,2711.200,2276.085,1922.295,3509.925,2443.904,2101.250,3596.739,1907.930,2146.466,2103.077,2603.882,1617.154,2146.301,1710.296,1927.904,2949.339,2552.669,2077.161,2471.600,2841.623,2135.821,2273.692,3104.905,2193.825,1846.566,1588.635,2634.444
31,1104.560,3462.864,3167.371,2723.261,2291.566,1923.451,3503.634,2461.367,2097.789,3569.586,1912.878,2157.414,2083.207,2603.530,1616.076,2172.127,1708.722,1912.740,2934.926,2533.748,2045.276,2482.139,2824.509,2130.658,2282.073,3110.144,2194.159,1858.166,1594.311,2629.094
32,1117.569,3457.192,3171.749,2728.084,2288.815,1924.239,3534.739,2465.287,2112.318,3580.151,1910.003,2148.492,2078.943,2602.898,1628.421,2159.070,1698.995,1932.845,2952.415,2559.417,2090.104,2495.913,2844.203,2140.445,2297.541,3134.902,2204.854,1857.663,1591.252,2658.302
33,1123.167,3449.064,3163.699,2720.435,2308.576,1937.129,3535.756,2461.362,2106.586,3635.510,1918.651,2142.228,2099.416,2605.738,1630.835,2152.605,1683.955,1930.571,2971.209,2578.540,2123.202,2487.948,2853.543,2130.038,2261.185,3129.080,2199.512,1852.034,1591.577,2659.071
34,1122.009,3460.189,3176.767,2745.178,2289.064,1955.975,3527.711,2435.659,2086.813,3617.720,1942.029,2151.711,2082.221,2629.892,1630.599,2152.025,1697.802,1934.930,2969.313,2554.214,2097.854,2493.608,2859.488,2128.954,2276.786,3146.550,2201.605,1859.217,1593.482,2645.325
35,1116.028,3470.052,3175.460,2736.712,2288.632,1973.412,3543.242,2474.046,2115.094,3603.536,1908.505,2162.015,2090.650,2642.561,1641.846,2132.645,1690.537,1929.350,2959.403,2560.100,2087.428,2509.936,2845.183,2139.156,2274.267,3149.078,2211.759,1842.691,1583.455,2653.755
36,1117.130,3448.270,3150.167,2727.535,2300.652,1964.637,3528.225,2470.099,2096.927,3589.994,1914.086,2162.161,2088.510,2630.977,1622.802,2129.697,1725.191,1924.854,2939.184,2536.440,2068.025,2485.838,2841.266,2128.880,2291.090,3123.400,2194.212,1842.728,1588.222,2643.290
37,1114.153,3474.710,3174.107,2730.701,2277.123,1960.459,3539.258,2464.800,2098.189,3594.684,1906.211,2156.813,2076.543,2649.483,1632.400,2126.164,1694.823,1902.338,2945.142,2552.510,2086.169,2499.769,2832.084,2124.505,2271.897,3131.384,2208.679,1860.517,1609.501,2659.878
38,1101.250,3445.721,3161.605,2735.294,2298.837,1975.027,3511.693,2446.757,2115.789,3624.271,1929.349,2162.764,2091.854,2664.343,1628.218,2133.492,1663.322,1925.090,2938.762,2562.431,2103.086,2494.385,2851.209,2135.400,2237.052,3143.371,2201.645,1849.656,1603.110,2681.844
39,1116.389,3451.702,3182.701,2740.326,2295.564,1981.654,3559.251,2461.552,2097.602,3602.721,1928.768,2157.128,2089.421,2663.792,1614.027,2124.339,1690.285,1901.743,2980.417,2552.847,2107.992,2482.671,2848.511,2131.638,2256.483,3128.743,2195.299,1840.571,1596.785,2662.872
40,1111.458,3460.439,3158.498,2744.505,2292.808,1997.963,3545.876,2460.935,2104.962,3596.957,1909.958,2173.922,2097.256,2657.615,1619.263,2139.160,1700.722,1912.895,2974.018,2547.768,2119.236,2490.211,2845.897,2115.228,2253.416,3124.359,2209.834,1840.432,1599.303,2649.311
41,1090.310,3448.689,3151.652,2706.685,2302.514,1980.868,3566.875,2463.200,2112.483,3587.461,1916.216,2178.046,2103.423,2638.050,1621.643,2148.737,1712.758,1933.289,2957.856,2534.634,2073.891,2486.674,2819.508,2136.938,2247.710,3069.621,2202.285,1843.330,1593.245,2622.919
42,1114.787,3443.528,3136.681,2726.053,2293.290,1971.931,3556.789,2467.930,2098.843,3592.735,1889.732,2151.466,2108.100,2678.301,1610.157,2130.989,1701.350,1946.595,2945.986,2565.664,2065.722,2469.910,2836.869,2128.009,2258.578,3093.379,2185.282,1842.028,1594.821,2637.655
43,1115.944,3462.093,3160.298,2718.603,2284.733,1989.005,3556.700,2461.988,2108.225,3652.346,1941.792,2140.835,2090.773,2687.396,1625.054,2134.427,1690.946,1914.344,3000.064,2563.371,2099.466,2502.059,2833.970,2125.094,2243.274,3116.438,2215.216,1839.092,1596.976,2638.951
44,1110.204,3452.423,3179.636,2743.199,2295.523,1999.766,3543.763,2464.561,2108.565,3633.529,1926.292,2162.243,2097.789,2692.055,1627.701,2149.904,1700.487,1941.417,2965.373,2543.166,2111.188,2495.260,2851.578,2144.379,2259.717,3093.698,2202.061,1847.788,1590.889,2649.452
45,1118.574,3479.043,3185.442,2712.277,2301.815,1998.490,3583.653,2463.427,2083.396,3610.345,1937.617,2180.350,2105.584,2691.212,1630.630,2146.422,1701.631,1912.968,2967.303,2551.894,2078.071,2482.801,2839.490,2124.566,2242.254,3090.237,2209.361,1846.220,1596.239,2633.283
46,1113.417,3459.362,3150.118,2742.453,2300.085,1996.439,3538.300,2450.406,2099.048,3618.376,1922.711,2147.960,2112.692,2650.657,1619.177,2135.412,1688.746,1899.729,2922.236,2533.815,2063.424,2481.792,2821.785,2114.800,2248.404,3074.855,2200.714,1831.697,1587.896,2602.602
47,1097.875,3436.189,3138.711,2710.982,2318.646,2002.836,3552.350,2484.537,2101.857,3596.482,1928.664,2167.760,2127.886,2659.754,1611.434,2152.646,1708.560,1918.052,2968.447,2555.829,2059.777,2493.607,2817.652,2129.479,2252.937,3074.179,2209.287,1841.503,1592.676,2611.699
48,1110.231,3447.959,3145.690,2743.845,2320.566,2026.975,3565.890,2466.116,2090.652,3639.468,1928.508,2157.454,2110.950,2669.871,1620.808,2151.896,1691.202,1894.213,2953.922,2551.504,2119.921,2493.010,2839.076,2118.424,2236.469,3108.901,2212.256,1842.397,1600.415,2615.942
49,1096.019,3446.863,3129.283,2730.772,2297.487,2035.576,3559.214,2466.024,2103.016,3632.908,1942.117,2148.076,2102.810,2658.840,1622.069,2137.877,1701.325,1905.822,2943.922,2533.385,2083.486,2482.772,2818.051,2117.333,2222.171,3061.027,2204.653,1851.452,1590.561,2623.962
50,1104.417,3443.276,3145.528,2720.730,2292.977,2032.132,3565.840,2464.795,2074.020,3613.706,1930.693,2163.834,2100.037,2649.494,1617.726,2139.092,1704.320,1886.347,2951.229,2531.176,2060.637,2464.515,2815.525,2112.968,2225.002,3067.172,2188.205,1841.552,1594.939,2611.627
51,1098.181,3429.211,3149.027,2725.016,2304.313,2044.407,3543.091,2459.549,2090.646,3640.735,1907.555,2151.244,2114.075,2668.472,1627.449,2120.706,1698.026,1921.207,2921.469,2551.023,2067.015,2483.759,2820.931,2110.503,2212.548,3074.646,2207.053,1834.947,1599.949,2636.112
52,1113.565,3446.100,3152.827,2738.902,2305.246,2060.176,3548.195,2456.537,2106.883,3664.088,1917.617,2153.375,2115.167,2682.040,1643.239,2139.612,1702.285,1914.889,2964.297,2558.114,2130.234,2520.640,2832.219,2118.043,2193.201,3088.539,2216.071,1835.076,1598.520,2632.227
53,1113.144,3439.869,3165.477,2710.341,2298.561,2044.507,3535.333,2455.168,2095.479,3660.789,1936.747,2153.219,2109.190,2682.664,1632.655,2126.599,1708.930,1962.983,2930.100,2540.336,2118.296,2488.379,2827.743,2099.608,2212.604,3091.617,2203.930,1831.808,1593.438,2622.718
54,1112.704,3438.941,3128.753,2722.260,2311.724,2069.881,3539.303,2466.741,2084.956,3636.467,1921.141,2161.478,2123.723,2663.465,1633.141,2135.542,1686.083,1947.370,2968.878,2519.839,2081.789,2460.179,2822.990,2120.170,2211.662,3076.212,2198.371,1829.617,1597.844,2619.381
55,1113.940,3450.355,3143.647,2721.075,2292.068,2073.105,3548.267,2476.025,2101.632,3614.991,1913.208,2158.201,2146.077,2610.590,1631.379,2137.589,1706.814,1949.230,2939.974,2549.879,2075.234,2482.600,2826.807,2131.241,2218.364,3075.973,2200.467,1823.430,1594.696,2602.974
56,1094.662,3432.860,3123.781,2723.551,2294.824,2082.365,3550.472,2458.768,2115.426,3651.349,1935.375,2163.313,2128.286,2663.425,1630.282,2134.116,1708.355,1952.758,2924.146,2519.027,2100.914,2468.375,2819.849,2126.479,2190.784,3067.429,2191.527,1844.808,1593.777,2623.371
57,1113.009,3424.347,3121.358,2746.605,2285.695,2085.402,3554.700,2464.561,2080.459,3676.580,1949.951,2159.625,2102.377,2606.561,1627.421,2139.649,1672.558,1982.052,2928.072,2509.397,2110.956,2456.458,2818.816,2099.879,2189.317,3088.922,2201.716,1835.332,1592.805,2628.369
58,1101.019,3444.284,3131.531,2743.573,2301.587,2110.849,3559.796,2467.496,2125.427,3677.004,1942.146,2169.160,2129.944,2641.704,1617.106,2136.339,1707.031,1979.743,2943.621,2529.914,2110.965,2470.306,2824.601,2110.559,2213.164,3082.365,2207.113,1840.044,1590.702,2645.833
59,1100.759,3447.390,3128.696,2721.326,2285.362,2112.824,3565.012,2462.853,2106.254,3673.144,1921.253,2157.969,2122.346,2583.452,1634.116,2141.582,1702.270,2035.965,2924.190,2525.520,2083.883,2467.891,2823.753,2108.013,2204.076,3084.611,2205.770,1839.914,1598.195,2654.188
60,1110.736,3432.425,3124.869,2735.503,2281.548,2088.076,3551.383,2471.668,2092.785,3623.798,1908.570,2173.395,2138.323,2559.431,1627.726,2152.461,1710.790,2064.487,2927.946,2499.038,2053.309,2466.242,2807.193,2116.927,2217.340,3056.323,2192.927,1823.111,1596.753,2625.529
61,1112.134,3440.762,3112.882,2720.290,2297.563,2093.805,3567.608,2454.812,2089.908,3630.370,1913.747,2148.625,2146.548,2569.963,1616.422,2151.802,1713.904,2066.478,2897.453,2518.774,2066.509,2476.792,2812.984,2120.981,2206.274,3067.173,2216.541,1840.730,1597.042,2625.680
62,1087.940,3444.472,3118.493,2726.087,2279.171,2100.266,3573.871,2472.091,2118.785,3673.609,1904.922,2167.439,2117.998,2542.746,1625.818,2136.166,1704.628,2095.630,2950.872,2514.907,2082.952,2471.056,2815.465,2112.549,2163.055,3082.063,2211.562,1824.848,1607.728,2645.826
63,1103.861,3455.985,3125.082,2747.186,2287.351,2112.722,3545.540,2456.594,2087.370,3675.781,1926.958,2167.481,2137.925,2541.220,1629.165,2163.322,1693.431,2123.067,2937.457,2522.819,2093.917,2480.290,2818.634,2112.125,2189.332,3092.583,2225.049,1832.510,1599.765,2636.410
64,1084.472,3448.863,3123.020,2731.244,2273.253,2107.566,3585.158,2472.064,2099.549,3647.344,1914.451,2153.518,2119.008,2499.097,1615.257,2160.198,1704.964,2150.274,2890.020,2518.598,2102.610,2480.575,2800.231,2125.463,2193.857,3084.008,2234.689,1828.414,1597.826,2626.211
65,1088.398,3447.568,3105.114,2738.000,2287.515,2108.202,3544.402,2451.911,2087.795,3602.762,1925.268,2181.168,2136.012,2499.892,1622.112,2141.270,1705.431,2175.627,2899.327,2506.001,2063.622,2467.524,2808.256,2129.355,2174.074,3085.592,2216.853,1796.684,1598.678,2599.348
66,1106.157,3447.822,3125.312,2728.285,2302.106,2100.920,3565.902,2470.087,2076.857,3655.731,1901.742,2185.877,2125.039,2481.575,1619.613,2154.495,1712.932,2211.201,2901.060,2539.404,2076.735,2480.763,2805.512,2116.908,2174.799,3092.289,2221.732,1837.383,1595.923,2620.239
67,1113.245,3450.612,3122.747,2739.954,2269.042,2090.986,3545.145,2481.509,2091.893,3662.160,1923.016,2153.790,2123.573,2481.444,1625.034,2155.972,1691.689,2187.300,2922.046,2516.669,2104.491,2472.615,2812.956,2132.334,2170.325,3093.898,2228.516,1825.423,1597.574,2644.468
68,1103.060,3428.480,3132.513,2743.439,2294.748,2088.678,3542.328,2446.388,2097.318,3653.812,1917.086,2155.610,2124.859,2478.811,1619.328,2162.462,1689.850,2233.548,2901.543,2524.080,2102.887,2479.001,2807.377,2102.726,2164.597,3097.529,2237.086,1821.772,1610.387,2616.250
69,1101.870,3435.859,3121.494,2747.667,2280.841,2079.373,3542.714,2455.405,2080.457,3661.361,1910.253,2149.107,2125.346,2468.575,1635.557,2162.167,1698.991,2231.834,2900.463,2501.921,2087.111,2453.838,2818.843,2110.205,2173.939,3070.861,2229.462,1841.686,1584.428,2619.450
70,1108.227,3429.868,3109.059,2732.246,2285.872,2083.625,3525.134,2459.166,2094.668,3641.755,1893.865,2173.938,2132.437,2427.664,1626.189,2167.789,1703.772,2231.082,2891.617,2507.436,2057.440,2452.868,2806.959,2111.567,2178.963,3066.566,2225.879,1830.674,1598.721,2603.134
71,1103.907,3427.418,3138.958,2721.011,2275.772,2064.819,3573.662,2484.041,2080.179,3673.666,1908.862,2158.673,2123.137,2437.362,1609.298,2150.008,1716.878,2207.647,2885.104,2500.101,2076.002,2443.359,2814.974,2113.510,2176.944,3064.819,2224.432,1845.727,1595.915,2627.638
72,1108.454,3430.837,3120.293,2734.643,2281.971,2074.544,3534.948,2477.177,2089.326,3667.624,1909.305,2149.049,2132.579,2441.909,1623.727,2195.802,1693.317,2213.854,2912.265,2493.081,2093.917,2471.557,2822.561,2120.421,2175.325,3083.000,2236.909,1863.127,1601.003,2629.347
73,1118.847,3425.472,3130.472,2726.718,2285.167,2068.147,3561.261,2457.380,2088.370,3669.669,1925.234,2160.795,2117.845,2433.196,1621.678,2193.282,1697.143,2234.945,2897.982,2496.277,2095.397,2446.050,2820.243,2104.452,2170.982,3073.687,2243.882,1846.524,1592.160,2616.272
74,1121.009,3438.959,3112.505,2735.199,2289.482,2033.664,3564.324,2477.409,2079.978,3670.826,1897.156,2160.214,2132.767,2437.244,1607.096,2174.058,1689.809,2246.703,2883.467,2500.687,2085.463,2469.689,2814.428,2097.190,2185.688,3082.438,2232.160,1838.615,1597.913,2629.512
75,1091.491,3434.637,3100.935,2744.081,2260.765,2043.993,3546.167,2461.474,2075.040,3633.482,1898.279,2149.418,2119.945,2433.685,1604.523,2186.465,1710.398,2278.971,2899.323,2478.092,2039.094,2438.021,2793.725,2117.474,2171.546,3072.079,2219.349,1838.467,1602.661,2613.736
76,1098.042,3443.298,3141.753,2736.536,2285.157,2040.885,3559.418,2484.380,2074.095,3680.459,1919.180,2164.123,2125.757,2440.657,1626.410,2198.590,1712.461,2311.907,2873.791,2508.199,2050.280,2434.498,2823.445,2113.884,2183.618,3069.138,2241.563,1844.642,1592.831,2626.003
77,1129.056,3425.801,3126.887,2735.012,2280.296,2029.927,3581.094,2456.186,2072.598,3688.382,1906.154,2160.746,2151.588,2447.609,1633.849,2194.697,1699.781,2288.982,2868.900,2531.378,2081.461,2476.788,2813.979,2095.842,2198.808,3089.693,2238.217,1851.169,1601.963,2626.495
78,1113.931,3425.086,3129.686,2734.107,2283.126,2017.897,3569.225,2473.956,2077.811,3695.301,1897.669,2151.746,2129.853,2414.313,1623.424,2182.225,1702.863,2313.143,2902.012,2500.779,2094.430,2460.116,2817.457,2097.167,2196.887,3088.460,2238.916,1849.820,1588.654,2643.377
79,1098.690,3436.213,3144.674,2742.313,2265.782,2003.495,3562.676,2483.463,2111.622,3692.429,1894.336,2178.542,2130.247,2427.725,1634.359,2184.385,1705.242,2351.627,2884.146,2493.290,2068.123,2465.205,2822.398,2108.295,2181.113,3086.319,2238.300,1874.386,1602.135,2622.240
80,1132.139,3423.017,3121.288,2739.378,2284.256,2017.493,3580.422,2461.305,2076.565,3681.562,1917.885,2170.153,2136.488,2416.706,1630.764,2168.908,1726.003,2381.111,2900.176,2472.535,2052.092,2466.407,2837.621,2098.116,2204.111,3075.372,2233.204,1850.168,1590.006,2617.615
81,1100.731,3439.535,3142.120,2733.829,2261.358,2003.293,3570.908,2471.829,2090.064,3686.891,1898.422,2188.044,2113.371,2421.678,1628.246,2174.377,1710.814,2423.650,2921.389,2493.835,2052.785,2438.102,2813.206,2095.505,2191.103,3088.629,2242.056,1855.601,1595.903,2624.399
82,1113.481,3439.797,3131.397,2744.716,2272.842,1989.207,3582.110,2471.293,2086.525,3699.382,1898.578,2177.286,2145.067,2443.968,1609.847,2142.556,1695.930,2417.586,2897.771,2505.782,2116.092,2464.336,2831.689,2110.171,2189.612,3090.148,2241.759,1883.180,1615.174,2626.796
83,1106.032,3420.377,3147.915,2755.897,2296.501,2002.405,3557.082,2467.813,2101.650,3711.982,1902.453,2168.754,2121.845,2459.943,1646.571,2164.755,1709.156,2439.551,2912.271,2495.207,2087.259,2469.610,2842.490,2116.052,2188.775,3103.627,2244.161,1834.589,1582.763,2649.424
84,1113.681,3452.239,3142.017,2741.408,2284.414,1985.239,3569.472,2490.732,2101.278,3698.270,1910.786,2166.865,2139.765,2505.472,1619.205,2164.386,1716.402,2433.536,2914.383,2478.618,2039.931,2449.119,2856.031,2114.854,2187.683,3100.873,2238.177,1869.614,1596.314,2637.626
85,1113.977,3446.365,3121.100,2754.617,2275.718,1980.727,3577.085,2481.449,2114.235,3668.445,1912.331,2160.719,2146.261,2536.766,1624.143,2176.032,1708.715,2445.630,2888.248,2477.083,2036.336,2430.438,2849.561,2112.203,2199.501,3086.377,2231.527,1861.367,1574.587,2612.548
86,1085.833,3429.031,3147.188,2751.731,2273.175,2006.273,3577.162,2489.930,2088.791,3676.793,1921.789,2174.625,2152.162,2565.696,1639.607,2177.408,1729.153,2436.665,2884.473,2497.472,2056.983,2438.128,2859.450,2112.995,2194.708,3091.683,2258.271,1852.847,1601.393,2615.969
87,1111.671,3445.323,3120.519,2739.824,2274.062,1993.837,3555.098,2472.198,2108.861,3694.878,1907.487,2149.375,2154.467,2605.372,1630.637,2175.207,1712.910,2426.732,2916.405,2516.739,2096.113,2435.217,2874.122,2096.591,2184.541,3105.211,2254.414,1843.473,1595.537,2647.581
88,1106.481,3420.631,3128.415,2734.158,2271.835,2002.485,3581.009,2480.773,2073.593,3681.108,1898.969,2161.801,2157.132,2624.433,1619.948,2161.175,1723.386,2432.956,2904.128,2489.754,2069.626,2449.426,2859.006,2096.810,2201.040,3098.451,2250.775,1858.235,1599.110,2627.706
89,1102.171,3446.748,3135.792,2753.935,2280.018,2018.722,3576.842,2481.981,2099.569,3670.386,1905.786,2171.053,2157.548,2601.478,1619.968,2189.684,1720.683,2445.452,2914.842,2490.666,2055.384,2448.261,2882.022,2106.490,2189.778,3104.344,2262.612,1873.834,1597.202,2644.849
90,1113.273,3425.596,3114.166,2752.120,2270.335,2004.178,3567.082,2471.210,2077.155,3646.359,1914.940,2161.224,2174.419,2621.265,1626.771,2186.530,1719.310,2402.618,2902.285,2490.121,2066.422,2430.076,2862.271,2107.452,2213.084,3092.980,2248.203,1861.892,1593.970,2625.310
91,1118.278,3440.550,3138.845,2746.122,2296.980,2012.085,3589.106,2483.927,2085.662,3643.491,1900.367,2174.098,2153.549,2612.512,1633.401,2175.910,1702.875,2383.245,2924.830,2503.515,2081.276,2434.892,2849.267,2113.844,2201.829,3120.225,2252.835,1865.974,1593.462,2637.093
