 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30
3925,1126.495,3766.044,3208.506,2963.479,2530.504,1860.607,3476.983,3082.095,1858.191,2838.446,1873.258,5180.328,2184.738,2307.989,1772.528,2386.397,1693.066,1823.268,2538.028,2714.384,2264.411,2315.694,2810.105,2063.115,2227.264,3203.379,2287.447,1952.661,1828.296,2805.479
3926,1117.222,3763.998,3218.987,2979.818,2556.144,1861.132,3493.821,3105.514,1832.308,2863.389,1894.312,5023.757,2234.025,2316.811,1775.025,2363.572,1711.783,1849.391,2544.798,2713.643,2260.046,2320.621,2794.592,2076.913,2218.947,3226.172,2267.767,1929.215,1847.263,2810.443
3927,1127.449,3763.516,3237.505,2961.882,2555.848,1855.617,3503.882,3031.874,1862.771,2877.326,1890.318,4842.364,2226.456,2294.480,1768.619,2349.915,1689.993,1851.321,2541.341,2701.885,2277.090,2317.753,2792.394,2088.371,2219.378,3240.501,2263.440,1942.630,1850.143,2790.457
3928,1139.634,3750.328,3223.152,2961.787,2572.858,1857.112,3483.533,3022.674,1850.165,2887.275,1961.716,4665.094,2199.593,2310.990,1772.352,2380.369,1703.367,1865.484,2531.241,2703.574,2275.572,2299.983,2807.301,2070.041,2212.403,3220.451,2278.668,1946.238,1842.569,2793.417
3929,1116.296,3770.698,3249.925,2966.774,2590.852,1845.590,3485.362,2979.546,1853.573,2899.827,2016.195,4519.748,2226.096,2315.449,1772.175,2396.662,1693.038,1863.367,2563.619,2701.591,2281.881,2308.859,2803.465,2073.088,2209.723,3232.010,2287.553,1952.705,1849.637,2806.636
3930,1120.083,3755.591,3264.875,2937.740,2581.139,1842.898,3460.444,2930.473,1850.944,2911.574,2075.396,4375.827,2237.571,2329.099,1784.620,2384.699,1680.077,1861.085,2533.525,2728.396,2268.255,2321.273,2810.958,2080.902,2226.214,3227.601,2273.607,1970.011,1857.044,2788.122
3931,1134.394,3746.843,3262.574,2972.378,2590.290,1853.032,3488.246,2910.242,1841.093,2916.077,2121.180,4248.205,2249.444,2303.407,1780.226,2378.411,1708.810,1886.746,2542.599,2710.090,2246.607,2320.748,2798.499,2074.761,2222.810,3203.073,2283.388,1982.372,1833.732,2789.353
3932,1138.634,3760.731,3258.322,2946.667,2597.694,1829.446,3480.124,2889.818,1845.000,2914.179,2228.099,4102.875,2239.865,2300.609,1778.021,2399.735,1688.261,1880.417,2557.730,2720.457,2257.564,2304.832,2806.496,2088.726,2219.060,3202.955,2274.364,2002.757,1844.859,2793.502
3933,1120.949,3758.871,3241.317,2968.729,2630.381,1846.493,3489.294,2871.836,1841.855,2906.387,2383.688,3943.363,2242.874,2311.809,1772.976,2417.230,1712.652,1935.536,2547.870,2711.925,2232.077,2324.746,2803.221,2082.638,2209.158,3197.757,2283.127,1991.127,1837.919,2806.698
3934,1147.102,3748.463,3235.073,2954.423,2596.186,1844.034,3475.643,2821.563,1853.258,2908.754,2596.474,3873.742,2247.911,2286.194,1783.401,2413.569,1723.012,1978.703,2552.998,2737.690,2250.257,2329.450,2792.510,2089.117,2212.723,3200.795,2284.925,2016.670,1843.240,2795.300
3935,1150.315,3772.399,3278.095,2959.606,2601.419,1837.859,3472.063,2802.920,1823.825,2906.760,2835.346,3725.001,2257.227,2315.628,1789.794,2401.850,1691.496,1976.784,2538.906,2725.667,2268.346,2301.360,2827.367,2081.442,2230.818,3211.985,2289.277,2028.721,1845.959,2783.256
3936,1143.778,3768.677,3255.453,2950.562,2631.038,1845.905,3489.557,2786.567,1864.074,2896.233,3134.581,3627.531,2265.499,2306.948,1767.692,2380.503,1685.492,1977.904,2547.008,2728.807,2258.499,2319.833,2799.510,2070.074,2229.222,3176.556,2273.784,2009.624,1838.689,2796.489
3937,1126.727,3762.202,3280.098,2948.133,2627.194,1837.071,3491.497,2757.316,1866.443,2875.882,3422.849,3525.473,2245.127,2296.464,1768.001,2391.836,1691.263,1974.286,2551.317,2721.234,2261.033,2320.260,2805.184,2072.656,2206.965,3170.484,2291.547,2009.305,1839.021,2792.304
3938,1139.167,3769.970,3295.659,2961.052,2644.946,1853.802,3488.509,2755.185,1859.917,2883.368,3578.672,3465.527,2273.960,2324.536,1782.116,2390.266,1709.365,1967.184,2554.589,2743.298,2223.261,2328.551,2799.199,2090.199,2220.515,3193.319,2287.961,2035.134,1840.294,2784.709
3939,1138.028,3784.035,3297.724,2961.843,2661.451,1840.751,3500.913,2727.375,1854.336,2889.764,3639.365,3339.872,2273.868,2320.091,1779.253,2386.265,1710.560,1979.962,2517.501,2729.839,2251.524,2330.667,2792.411,2083.247,2226.535,3170.692,2300.991,2039.552,1834.552,2792.290
3940,1135.144,3789.285,3274.105,2946.143,2686.601,1832.998,3457.932,2697.092,1865.260,2906.941,3720.224,3288.498,2275.425,2328.588,1780.987,2380.625,1692.477,1965.539,2550.094,2756.750,2269.040,2331.485,2794.573,2072.059,2234.145,3187.621,2317.404,2051.737,1854.537,2795.172
3941,1136.116,3801.908,3307.064,2957.983,2687.404,1837.459,3461.143,2697.076,1840.032,2902.619,3684.570,3196.988,2296.571,2295.662,1762.784,2382.420,1679.609,1976.391,2553.240,2731.643,2271.514,2336.469,2793.776,2094.322,2225.337,3169.619,2321.710,2056.732,1863.559,2778.568
3942,1132.269,3816.381,3316.587,2955.709,2660.091,1863.805,3492.698,2667.639,1864.082,2879.642,3640.161,3104.557,2284.992,2311.199,1774.799,2411.444,1695.475,1979.079,2567.271,2764.627,2246.937,2337.725,2802.310,2081.624,2234.404,3167.204,2322.131,2043.654,1853.272,2776.414
3943,1141.097,3792.814,3294.186,2961.984,2688.263,1847.995,3478.655,2646.890,1851.545,2881.201,3646.825,3031.444,2270.438,2319.234,1784.685,2387.531,1692.670,1958.813,2541.138,2733.171,2251.374,2336.674,2781.007,2081.862,2228.659,3168.645,2326.672,2068.990,1852.383,2752.558
3944,1152.111,3805.372,3301.970,2949.710,2704.767,1830.642,3478.037,2617.054,1864.654,2867.281,3606.544,2984.128,2273.124,2328.523,1788.879,2387.050,1700.197,1974.706,2520.679,2741.930,2282.395,2317.630,2803.343,2061.760,2232.628,3192.974,2325.145,2078.610,1862.341,2772.066
3945,1142.282,3803.599,3314.286,2952.390,2701.810,1825.222,3445.436,2586.166,1843.787,2900.078,3563.766,2885.732,2259.653,2328.942,1779.561,2378.872,1689.972,1960.423,2553.128,2745.403,2252.196,2342.386,2787.139,2077.910,2235.852,3178.574,2349.962,2061.968,1854.430,2762.642
3946,1124.588,3821.234,3360.680,2970.316,2706.042,1827.492,3477.002,2574.439,1860.089,2882.523,3495.391,2858.763,2269.360,2323.460,1774.076,2374.162,1701.195,1968.466,2569.002,2767.311,2246.094,2355.449,2789.763,2061.697,2241.968,3166.738,2340.771,2096.633,1849.198,2772.193
3947,1128.583,3798.273,3345.593,2947.763,2717.570,1837.554,3451.289,2566.241,1854.358,2875.457,3427.167,2807.168,2278.521,2317.108,1770.812,2370.939,1690.932,1971.376,2556.401,2758.953,2270.891,2325.330,2796.987,2074.309,2216.523,3184.620,2325.965,2093.693,1864.958,2772.535
3948,1134.139,3815.938,3336.955,2942.124,2722.286,1816.730,3434.317,2544.188,1856.561,2881.613,3367.938,2758.496,2280.340,2327.699,1787.102,2347.887,1688.144,1968.356,2542.774,2751.351,2243.140,2320.720,2785.406,2074.762,2222.208,3181.649,2337.178,2071.309,1845.367,2766.120
3949,1144.810,3815.229,3343.387,2948.721,2709.609,1848.727,3446.394,2508.629,1848.718,2877.556,3302.466,2722.944,2253.591,2324.428,1758.232,2332.184,1689.600,1958.312,2559.477,2757.521,2252.142,2324.009,2799.029,2076.154,2207.100,3194.497,2327.318,2092.910,1834.727,2757.171
3950,1140.227,3818.240,3322.105,2945.188,2680.438,1846.695,3430.572,2518.196,1847.750,2897.863,3266.719,2655.685,2249.822,2336.102,1772.040,2323.858,1691.657,1942.192,2563.136,2758.472,2246.313,2323.066,2779.573,2059.321,2255.705,3192.818,2341.649,2082.212,1849.708,2730.349
3951,1139.273,3815.279,3358.612,2955.552,2712.856,1832.576,3462.051,2506.699,1849.398,2879.910,3173.904,2645.730,2252.325,2320.359,1787.175,2329.883,1687.042,1930.528,2556.786,2745.849,2266.046,2340.105,2799.937,2077.251,2210.499,3195.165,2358.352,2088.148,1855.699,2735.889
3952,1111.130,3813.247,3335.052,2944.948,2715.465,1830.247,3471.409,2475.395,1814.316,2908.591,3105.925,2615.993,2258.880,2317.932,1777.883,2328.813,1702.007,1936.388,2538.860,2738.641,2229.484,2318.640,2786.466,2085.966,2229.024,3176.597,2335.639,2097.758,1851.415,2742.988
3953,1137.537,3827.854,3344.736,2940.714,2705.748,1822.859,3493.854,2476.640,1847.241,2878.120,2999.562,2572.468,2250.358,2320.073,1760.761,2333.061,1717.687,1929.064,2565.713,2712.312,2234.413,2330.199,2812.953,2062.526,2222.903,3164.106,2337.936,2069.806,1838.181,2749.603
3954,1132.375,3802.645,3352.433,2939.800,2704.254,1841.102,3467.718,2464.207,1839.515,2871.847,2979.575,2547.544,2251.565,2326.924,1790.268,2303.805,1682.863,1927.318,2574.465,2745.261,2240.914,2327.188,2797.680,2051.218,2220.710,3190.402,2336.804,2078.480,1848.992,2755.440
3955,1144.000,3806.703,3340.816,2937.637,2718.033,1839.236,3450.019,2457.442,1858.002,2890.879,2926.555,2528.513,2250.082,2326.585,1776.692,2288.465,1692.584,1923.930,2571.297,2744.788,2240.211,2326.733,2799.735,2063.144,2227.494,3159.316,2333.808,2087.944,1842.501,2725.405
3956,1133.245,3805.571,3348.083,2936.915,2700.494,1829.086,3491.082,2440.614,1849.606,2877.961,2826.044,2504.903,2241.167,2297.771,1771.623,2298.834,1695.012,1907.213,2601.920,2750.232,2241.413,2325.099,2783.873,2060.752,2219.768,3169.441,2324.024,2082.520,1848.572,2767.806
3957,1145.491,3810.470,3357.984,2943.008,2708.314,1866.273,3499.127,2440.151,1846.632,2892.558,2718.940,2475.430,2255.056,2293.672,1768.215,2287.833,1700.052,1876.845,2610.263,2755.329,2258.891,2327.739,2788.176,2066.024,2222.506,3178.259,2313.983,2072.869,1832.334,2731.856
3958,1125.657,3782.463,3347.603,2951.156,2699.316,1821.864,3469.512,2421.282,1859.956,2856.585,2629.573,2437.713,2259.718,2308.738,1775.453,2310.357,1684.068,1886.003,2622.401,2720.500,2232.299,2312.849,2761.436,2066.842,2221.324,3133.232,2323.660,2096.824,1840.072,2728.346
3959,1121.676,3802.900,3359.298,2961.843,2718.841,1841.144,3459.674,2394.181,1857.006,2879.042,2570.648,2417.678,2268.704,2315.812,1767.499,2305.455,1677.614,1871.449,2685.359,2741.211,2262.257,2329.752,2790.069,2057.389,2242.290,3170.751,2336.480,2100.360,1839.642,2744.245
3960,1124.111,3793.780,3376.801,2945.852,2688.576,1820.583,3447.937,2404.881,1825.314,2891.495,2493.786,2407.198,2266.473,2294.008,1773.828,2278.363,1701.508,1869.781,2755.850,2743.702,2258.816,2342.918,2778.872,2067.187,2220.019,3147.784,2320.617,2085.116,1834.082,2731.207
3961,1149.370,3774.040,3378.090,2918.698,2690.266,1833.332,3481.543,2393.389,1844.644,2883.484,2439.440,2389.725,2261.049,2334.302,1766.034,2286.310,1685.282,1896.466,2766.393,2766.322,2262.194,2330.524,2782.175,2055.004,2244.332,3162.531,2318.661,2088.281,1838.539,2745.233
3962,1143.769,3783.884,3369.194,2950.796,2669.168,1830.732,3479.643,2406.094,1847.535,2855.788,2359.789,2371.879,2273.376,2329.047,1758.357,2289.278,1706.357,1866.122,2784.984,2754.993,2236.330,2327.987,2773.084,2082.732,2250.111,3162.877,2293.282,2065.993,1834.401,2746.991
3963,1148.523,3774.163,3440.597,2970.007,2667.279,1841.619,3473.174,2380.084,1861.628,2889.644,2328.925,2367.602,2273.405,2317.057,1773.881,2287.168,1709.050,1884.551,2804.050,2758.173,2225.257,2337.252,2788.016,2056.594,2233.775,3165.309,2319.846,2045.198,1828.596,2744.900
3964,1129.426,3781.655,3421.414,2950.110,2643.552,1839.192,3466.821,2399.334,1848.133,2871.774,2284.742,2340.295,2272.664,2316.470,1754.297,2270.939,1694.264,1857.950,2777.052,2767.077,2266.802,2319.667,2770.362,2067.636,2230.626,3174.398,2317.112,2043.593,1829.935,2766.136
3965,1136.130,3769.385,3418.770,2932.385,2645.951,1810.429,3416.719,2386.165,1840.348,2882.122,2234.182,2335.396,2265.170,2316.309,1766.597,2268.790,1694.261,1835.417,2795.028,2770.463,2241.944,2325.380,2769.620,2054.777,2217.216,3141.533,2315.164,2047.125,1831.621,2750.322
3966,1149.144,3759.213,3420.349,2948.161,2671.937,1835.551,3464.202,2377.920,1838.684,2904.130,2159.062,2328.659,2289.378,2298.343,1749.900,2271.334,1702.264,1838.676,2787.511,2760.622,2249.658,2345.495,2765.237,2080.641,2226.654,3179.988,2297.751,2028.242,1806.924,2744.195
3967,1158.731,3765.186,3419.772,2938.640,2654.891,1836.742,3467.030,2382.220,1854.318,2866.369,2142.081,2312.961,2249.670,2306.829,1768.131,2268.854,1699.297,1861.711,2765.535,2751.095,2219.223,2324.736,2772.446,2056.925,2234.111,3156.341,2302.361,2018.938,1808.399,2766.602
3968,1108.884,3781.812,3455.777,2952.222,2662.395,1840.210,3476.760,2400.479,1864.173,2849.221,2100.013,2299.001,2258.941,2342.750,1765.191,2264.042,1710.070,1858.312,2806.305,2728.061,2235.125,2330.297,2777.948,2073.610,2230.670,3152.840,2288.711,1999.356,1826.747,2775.454
3969,1131.773,3770.662,3445.164,2952.156,2663.043,1827.695,3462.101,2363.164,1830.652,2859.002,2076.784,2302.093,2260.119,2301.625,1764.134,2261.135,1717.325,1848.889,2806.842,2741.135,2273.390,2329.438,2768.412,2081.350,2241.496,3162.226,2296.341,2021.187,1829.243,2754.775
3970,1139.051,3759.472,3464.754,2949.677,2640.099,1826.041,3487.603,2368.622,1852.606,2896.720,2048.432,2281.767,2311.604,2307.950,1777.708,2247.446,1698.976,1856.434,2840.633,2748.389,2263.580,2324.836,2772.281,2067.528,2209.936,3147.815,2301.043,2019.189,1820.059,2792.026
3971,1136.560,3741.458,3460.848,2961.867,2640.482,1831.325,3463.523,2382.293,1856.161,2872.128,1999.549,2261.701,2503.662,2311.070,1774.832,2254.074,1717.056,1825.965,2840.204,2749.245,2222.946,2327.174,2765.402,2076.084,2221.572,3148.494,2314.311,2016.097,1821.875,2776.004
3972,1125.236,3776.987,3484.769,2981.556,2665.253,1850.173,3459.650,2363.612,1868.103,2857.328,1996.221,2264.461,3068.417,2287.785,1808.251,2240.265,1732.779,1832.516,2872.431,2729.812,2235.484,2325.508,2780.459,2068.146,2213.749,3148.447,2296.130,2044.314,1819.666,2773.741
3973,1101.949,3772.444,3481.427,2960.078,2646.768,1839.651,3469.268,2372.727,1849.402,2868.706,1969.909,2271.251,4008.559,2317.690,1908.097,2242.031,1697.866,1821.280,2873.896,2726.158,2249.127,2334.653,2773.281,2065.384,2233.789,3140.326,2292.662,2037.319,1814.591,2792.375
3974,1119.366,3759.550,3466.499,2962.584,2663.639,1817.254,3494.340,2371.388,1840.994,2868.147,1971.029,2261.968,4824.144,2317.609,2094.610,2244.250,1719.981,1819.551,2868.852,2734.987,2246.282,2316.476,2762.803,2066.466,2238.726,3168.340,2305.841,2056.757,1819.443,2779.654
3975,1141.856,3739.071,3480.914,2970.362,2660.429,1828.758,3439.012,2385.577,1837.000,2864.380,1973.411,2261.526,5266.486,2308.846,2608.952,2241.611,1691.470,1822.076,2868.385,2726.688,2255.933,2345.610,2779.954,2061.872,2226.826,3162.500,2354.870,2067.312,1810.624,2800.862
3976,1151.315,3795.423,3496.644,2971.694,2673.292,1834.415,3482.969,2363.662,1851.755,2871.346,1940.904,2257.521,5571.758,2304.039,3391.829,2253.575,1714.657,1824.055,2913.461,2739.801,2223.727,2344.242,2777.237,2090.145,2230.919,3152.845,2434.563,2041.360,1799.482,2785.652
3977,1147.718,3764.898,3456.051,2964.280,2688.585,1839.356,3450.310,2343.067,1851.720,2879.725,1931.438,2234.485,5723.926,2340.698,3861.558,2265.491,1730.141,1820.294,2880.231,2728.770,2236.904,2341.342,2800.395,2076.379,2221.351,3165.241,2523.026,2038.330,1802.104,2804.368
3978,1160.153,3795.493,3453.925,2978.705,2687.211,1833.998,3464.146,2354.647,1874.429,2854.707,1887.039,2251.326,5809.520,2326.785,4041.681,2266.054,1709.471,1828.117,2873.587,2727.127,2232.449,2344.100,2767.740,2056.372,2221.245,3158.456,2566.438,2038.035,1825.035,2813.838
3979,1158.606,3761.737,3450.741,2957.417,2668.539,1836.356,3471.390,2343.220,1872.270,2857.153,1873.841,2250.396,5836.074,2332.326,4129.845,2283.447,1711.030,1834.621,2887.868,2737.121,2225.833,2336.531,2768.608,2062.819,2227.103,3160.344,2618.302,2060.316,1805.241,2854.214
3980,1179.028,3755.807,3453.805,2937.436,2651.470,1846.193,3430.986,2351.717,1839.968,2851.256,1902.021,2253.872,5816.608,2326.510,4109.174,2297.931,1705.565,1819.501,2886.248,2720.640,2247.175,2337.229,2752.629,2045.769,2230.253,3163.143,2662.052,2051.171,1797.703,2846.181
3981,1144.537,3757.413,3445.180,2958.698,2672.135,1843.176,3434.589,2353.328,1842.676,2857.217,1897.099,2221.308,5884.247,2328.683,4170.270,2378.273,1717.435,1819.484,2930.693,2723.946,2236.106,2336.274,2791.622,2057.338,2238.657,3147.945,2748.361,2081.183,1803.372,2863.445
3982,1172.384,3793.271,3461.194,2962.265,2686.292,1838.066,3450.104,2364.483,1872.710,2862.846,1885.385,2235.252,5861.790,2334.930,4132.157,2557.717,1716.012,1830.551,2982.251,2728.775,2234.303,2341.030,2778.073,2054.471,2216.200,3165.086,2847.561,2064.409,1806.598,2863.788
3983,1164.236,3789.900,3418.433,2964.162,2710.773,1845.675,3462.017,2343.204,1848.410,2834.086,1882.732,2226.380,5843.322,2321.194,4133.062,2828.756,1716.569,1811.050,2997.449,2708.436,2245.374,2330.106,2774.263,2055.317,2243.514,3160.816,2885.709,2129.053,1800.709,2867.051
3984,1178.745,3797.755,3412.052,2962.287,2707.890,1860.902,3450.296,2363.315,1848.358,2841.963,1853.307,2215.228,5799.849,2325.548,4091.863,3235.491,1715.697,1821.458,3085.517,2717.977,2258.887,2339.251,2776.166,2064.497,2224.409,3153.425,2943.364,2144.422,1796.733,2868.419
3985,1170.139,3781.862,3378.668,2947.529,2696.287,1836.081,3440.700,2309.903,1842.863,2863.136,1868.844,2219.506,5707.225,2302.208,4075.041,3441.543,1680.511,1821.851,3105.513,2710.917,2232.459,2333.763,2772.816,2051.729,2215.266,3143.859,2932.502,2148.455,1805.038,2858.783
3986,1165.801,3819.012,3381.770,2962.272,2700.695,1851.444,3440.242,2309.126,1842.837,2859.702,1869.180,2237.951,5700.957,2309.825,4066.477,3567.208,1697.614,1832.953,3161.429,2729.544,2263.570,2322.795,2785.208,2066.009,2226.444,3140.741,2908.203,2132.631,1809.243,2860.569
3987,1158.866,3794.263,3367.865,2959.805,2698.196,1846.592,3435.652,2372.926,1847.895,2831.971,1875.688,2212.229,5643.347,2315.055,4039.024,3578.645,1688.423,1834.396,3199.285,2708.194,2228.591,2333.874,2776.829,2052.910,2243.031,3135.856,2870.166,2123.635,1794.786,2888.148
3988,1180.056,3806.906,3351.359,2994.600,2706.609,1855.232,3477.878,2374.745,1858.064,2830.574,1856.974,2220.063,5618.727,2327.927,4023.869,3585.561,1700.790,1830.650,3278.483,2702.874,2247.741,2320.568,2787.838,2069.769,2236.546,3164.588,2822.525,2120.042,1804.453,2881.884
3989,1165.060,3816.682,3360.735,3000.763,2702.956,1860.773,3484.385,2377.285,1862.250,2839.787,1900.714,2239.564,5539.915,2325.974,3992.843,3581.113,1699.760,1837.408,3358.509,2702.834,2229.474,2339.954,2793.088,2073.637,2239.754,3151.460,2815.135,2106.335,1792.568,2888.887
3990,1199.611,3804.039,3318.185,3006.675,2684.799,1834.261,3444.005,2371.702,1840.074,2842.534,1852.143,2203.368,5436.800,2337.893,3944.597,3495.296,1689.624,1794.980,3403.076,2700.261,2271.052,2338.587,2780.835,2066.187,2206.950,3151.611,2760.441,2098.942,1794.897,2861.061
3991,1173.176,3809.234,3328.979,3062.326,2696.626,1837.781,3443.974,2400.216,1876.300,2831.414,1849.956,2212.731,5376.629,2318.856,3943.517,3458.335,1669.943,1825.784,3507.002,2694.548,2252.854,2308.031,2802.183,2060.749,2237.939,3164.595,2716.673,2096.466,1806.123,2882.171
3992,1155.463,3811.071,3331.258,3055.788,2708.357,1834.056,3443.505,2428.859,1854.219,2832.872,1843.188,2208.765,5279.921,2318.583,3896.541,3368.199,1706.506,1810.886,3599.862,2710.207,2258.739,2342.412,2777.058,2052.774,2219.452,3155.055,2702.171,2093.608,1794.872,2881.866
3993,1149.662,3817.118,3322.199,3045.713,2709.054,1855.364,3451.457,2427.334,1876.533,2826.274,1820.500,2210.475,5188.123,2309.449,3907.845,3303.907,1681.134,1808.347,3573.074,2702.866,2201.443,2325.699,2764.763,2052.955,2228.657,3150.793,2672.581,2085.603,1791.989,2887.985
3994,1168.630,3801.422,3317.262,3074.600,2708.281,1841.770,3453.808,2437.593,1870.686,2843.402,1831.500,2209.801,5104.296,2312.082,3849.537,3212.910,1713.543,1820.560,3647.695,2714.060,2238.121,2334.387,2782.152,2047.451,2214.771,3142.121,2656.225,2077.933,1801.522,2878.743
3995,1174.671,3791.113,3289.972,3063.513,2697.763,1825.075,3407.342,2411.533,1863.159,2852.566,1856.208,2221.556,5007.942,2327.165,3819.209,3145.859,1685.240,1809.816,3666.740,2708.407,2251.086,2334.951,2775.799,2056.720,2230.303,3143.126,2624.558,2084.457,1794.875,2866.966
3996,1164.319,3799.363,3298.259,3057.178,2704.972,1845.478,3436.279,2397.693,1849.777,2834.584,1839.984,2216.975,4952.357,2314.317,3761.189,3088.186,1708.810,1801.921,3749.846,2703.982,2247.253,2324.877,2771.298,2037.478,2236.254,3147.113,2604.473,2064.231,1783.918,2868.736
3997,1147.625,3803.762,3272.375,3057.983,2690.577,1854.153,3437.843,2405.494,1870.909,2832.608,1806.849,2214.531,4846.393,2313.930,3775.677,3028.623,1688.736,1822.598,3769.154,2692.755,2236.896,2327.430,2758.989,2043.573,2196.432,3156.527,2589.851,2059.714,1801.610,2876.286
3998,1151.954,3818.055,3290.821,3058.681,2713.500,1855.710,3424.578,2406.469,1882.284,2842.622,1816.516,2248.937,4793.452,2300.381,3748.174,2983.932,1689.859,1824.143,3865.934,2698.979,2218.568,2330.089,2756.579,2025.427,2224.509,3150.763,2562.038,2066.157,1789.779,2873.662
3999,1154.852,3793.145,3295.003,3065.770,2708.037,1867.014,3471.747,2383.989,1878.408,2867.062,1834.216,2226.673,4688.212,2309.806,3762.020,2933.544,1703.494,1826.743,3933.864,2710.264,2243.919,2343.298,2783.625,2039.264,2224.312,3156.836,2536.313,2013.906,1792.807,2870.119
4000,1149.213,3806.711,3249.700,3055.989,2662.051,1852.320,3418.997,2374.024,1863.942,2854.752,1854.536,2229.402,4577.937,2327.989,3710.524,2837.031,1682.647,1809.181,3977.896,2706.704,2241.829,2328.229,2799.235,2057.761,2236.795,3159.768,2521.765,2018.190,1799.671,2867.099
4001,1160.356,3794.742,3242.984,3054.647,2677.376,1834.261,3446.308,2368.528,1882.085,2839.310,1835.000,2234.322,4521.095,2337.003,3700.385,2831.783,1707.791,1818.131,3947.599,2703.684,2249.593,2346.007,2783.556,2040.896,2246.003,3139.414,2488.571,1991.139,1796.476,2866.432
4002,1128.361,3799.941,3260.699,3067.722,2689.513,1839.027,3478.638,2361.466,1887.097,2833.153,1829.344,2215.584,4434.346,2322.233,3673.511,2772.985,1677.906,1805.012,3994.495,2687.922,2227.436,2339.885,2780.416,2043.724,2227.499,3134.877,2481.369,1975.243,1780.748,2853.420
4003,1151.162,3789.413,3236.292,3049.694,2676.257,1850.215,3481.984,2340.025,1890.191,2834.500,1813.568,2193.214,4335.496,2324.942,3632.345,2740.983,1658.358,1776.335,3992.315,2668.183,2238.654,2350.712,2768.282,2024.698,2243.106,3105.793,2460.608,1990.275,1785.477,2863.875
4004,1155.856,3785.844,3248.766,3064.542,2672.802,1864.075,3494.516,2351.388,1863.314,2855.380,1816.406,2204.332,4212.333,2308.023,3639.893,2685.478,1701.452,1830.350,4071.030,2698.417,2248.305,2327.422,2802.754,2041.861,2228.422,3121.608,2445.233,1981.878,1786.356,2876.970
4005,1165.676,3757.749,3232.221,3015.448,2670.810,1863.390,3477.925,2345.336,1875.465,2833.884,1824.555,2213.272,4097.994,2320.874,3586.470,2641.858,1673.887,1787.956,4100.104,2705.296,2244.323,2340.571,2771.049,2036.612,2229.873,3116.924,2442.247,1965.841,1793.500,2874.977
4006,1146.912,3781.961,3232.486,3031.925,2670.673,1828.442,3505.038,2345.144,1883.813,2848.821,1826.854,2211.498,3998.305,2318.974,3596.997,2602.470,1688.092,1796.085,4196.062,2682.715,2233.493,2337.726,2794.923,2033.132,2230.341,3117.971,2415.570,1947.016,1782.199,2880.658
4007,1117.509,3790.577,3248.798,3028.642,2653.442,1860.424,3509.646,2333.571,1877.499,2829.434,1849.763,2221.774,3865.556,2318.058,3586.439,2566.372,1683.068,1798.977,4268.918,2684.244,2240.054,2339.671,2794.167,2043.026,2237.884,3120.628,2421.441,1951.974,1778.998,2858.770
4008,1138.352,3802.976,3239.943,3035.082,2653.282,1862.973,3485.012,2353.467,1882.250,2847.218,1854.398,2215.010,3755.787,2322.131,3581.040,2569.274,1695.103,1815.822,4359.132,2673.744,2233.641,2333.132,2804.195,2042.482,2228.282,3128.976,2390.560,1934.062,1783.717,2883.170
4009,1132.449,3769.180,3211.475,3025.364,2657.882,1836.646,3513.773,2313.222,1893.928,2856.404,1851.354,2218.836,3692.488,2310.753,3527.278,2525.614,1680.878,1824.767,4365.571,2658.177,2216.616,2335.416,2792.761,2056.607,2236.094,3102.112,2385.570,1927.219,1793.531,2870.316
4010,1155.088,3763.898,3188.796,3037.719,2640.639,1834.325,3496.700,2329.162,1900.843,2860.143,1849.432,2206.604,3559.891,2321.698,3517.388,2492.452,1668.964,1797.574,4423.918,2696.188,2238.956,2349.040,2788.844,2054.480,2221.304,3097.605,2387.320,1925.536,1791.764,2841.723
4011,1125.051,3775.581,3183.049,3015.717,2646.357,1836.690,3488.347,2309.247,1871.992,2889.425,1829.547,2203.010,3471.562,2311.079,3508.953,2482.932,1660.350,1795.516,4418.916,2714.085,2249.866,2335.426,2778.555,2020.050,2213.771,3116.988,2360.629,1933.774,1779.467,2830.434
4012,1116.000,3751.044,3180.347,3013.245,2651.676,1855.547,3494.171,2312.318,1890.948,2932.908,1829.513,2201.200,3410.966,2306.935,3481.695,2454.158,1659.520,1818.041,4462.800,2690.032,2239.263,2306.214,2795.983,2029.458,2224.248,3128.448,2371.253,1930.801,1780.604,2866.602
4013,1103.630,3761.871,3185.490,3011.155,2667.899,1852.725,3479.103,2305.458,1892.235,2950.627,1833.487,2205.985,3313.569,2283.333,3452.227,2449.006,1687.576,1809.312,4432.453,2691.380,2223.299,2326.542,2776.600,2045.346,2225.517,3107.601,2351.460,1945.570,1782.391,2833.525
4014,1153.838,3770.516,3154.049,3007.145,2668.276,1850.692,3493.866,2306.036,1878.921,2951.432,1839.208,2210.287,3203.162,2296.614,3462.229,2437.191,1658.087,1783.758,4451.896,2687.469,2260.186,2335.168,2778.031,2037.400,2248.127,3094.674,2336.389,1936.564,1794.868,2837.781
