 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58
1,1248.333,3036.333,2756.158,2375.253,3496.729,3715.057,3206.770,3712.623,2529.665,2562.393,3430.511,2981.001,3119.239,2181.092,2341.434,2270.291,2362.051,2384.121,2477.480,2160.623,2879.463,2402.437,3834.291,2785.642,2038.268,3477.400,2414.721,3747.617,2470.417,3062.594,2202.969,2639.554,1893.065,3354.536,2594.915,2502.896,2498.666,1969.320,2696.385,2135.440,2490.875,3084.024,4103.820,2244.677,2984.989,2548.610,2394.514,1843.213,1305.273,2715.776,2393.653,3218.560,2961.102,3101.382,1890.905,3887.806,2317.154,1511.995
2,1234.190,3004.939,2735.780,2357.049,3494.031,3715.879,3180.212,3702.981,2529.510,2564.076,3421.085,2967.715,3109.936,2132.528,2310.705,2265.799,2333.331,2401.353,2489.313,2153.764,2878.993,2394.653,3813.494,2777.170,2039.956,3485.194,2407.889,3754.146,2447.648,3051.620,2211.300,2619.765,1883.899,3362.115,2544.989,2517.784,2483.690,1979.754,2682.087,2142.127,2485.437,3093.534,4104.704,2230.607,2958.643,2531.770,2418.523,1836.962,1291.102,2694.383,2386.521,3198.026,2961.048,3089.743,1836.854,3871.219,2312.825,1490.645
3,1221.016,3025.915,2753.578,2359.163,3509.495,3682.529,3182.855,3717.531,2521.725,2577.618,3432.591,2969.954,3127.295,2143.030,2329.002,2272.408,2334.305,2375.806,2485.468,2142.916,2850.186,2404.216,3823.063,2790.379,2046.190,3495.090,2392.275,3757.575,2442.488,3052.239,2207.950,2623.704,1884.960,3357.516,2525.624,2519.761,2489.586,1994.617,2661.777,2130.002,2474.391,3082.165,4094.346,2225.899,2965.660,2542.580,2400.007,1829.582,1290.462,2693.375,2383.614,3198.609,2943.189,3107.507,1895.417,3885.086,2308.406,1497.643
4,1222.794,2995.406,2753.666,2387.767,3535.789,3724.305,3212.439,3709.220,2555.552,2562.824,3449.813,2966.883,3132.134,2157.000,2332.706,2278.882,2335.338,2379.146,2519.151,2156.793,2873.068,2397.612,3847.785,2758.933,2056.599,3494.621,2414.186,3773.242,2471.952,3071.852,2221.553,2628.255,1893.770,3341.774,2581.591,2512.512,2489.084,2029.458,2724.722,2138.323,2459.823,3113.625,4091.383,2251.074,2959.404,2564.145,2423.592,1849.261,1313.846,2679.157,2392.739,3223.631,2965.326,3140.605,1876.246,3857.469,2331.472,1501.844
5,1269.968,2999.849,2736.611,2361.328,3541.955,3686.991,3198.787,3670.082,2529.515,2564.468,3433.704,2971.449,3130.381,2160.258,2324.321,2278.979,2349.537,2400.748,2511.064,2166.971,2876.067,2402.214,3810.494,2775.895,2059.543,3467.868,2399.250,3749.661,2473.266,3061.923,2228.732,2599.392,1878.065,3342.098,2557.011,2514.558,2475.485,2033.749,2697.187,2132.532,2471.583,3082.483,4096.152,2256.257,2959.207,2540.371,2396.602,1850.943,1316.061,2645.296,2368.607,3231.354,2963.183,3122.666,1888.210,3907.094,2307.850,1516.346
6,1273.746,3003.768,2734.034,2378.419,3534.996,3712.706,3218.818,3728.170,2537.366,2572.860,3430.608,2979.927,3132.142,2161.550,2340.814,2270.735,2349.796,2395.863,2500.482,2168.935,2865.911,2399.391,3818.107,2778.309,2033.110,3470.770,2408.366,3725.510,2449.061,3049.142,2195.678,2632.728,1888.321,3348.938,2543.758,2513.223,2506.720,2022.506,2716.310,2157.278,2483.759,3084.808,4086.146,2238.661,2954.966,2554.262,2404.969,1855.040,1305.116,2674.689,2383.112,3225.271,2978.554,3104.230,1886.020,3918.950,2291.457,1509.572
7,1264.397,3030.100,2770.400,2374.113,3549.531,3702.906,3225.838,3706.908,2531.511,2564.333,3441.946,3005.124,3128.442,2173.033,2327.952,2271.010,2334.487,2390.141,2497.532,2159.844,2878.887,2389.618,3827.644,2774.668,2043.132,3471.605,2408.116,3740.330,2444.012,3079.901,2222.565,2625.746,1898.741,3352.175,2545.389,2514.829,2491.163,2036.078,2724.686,2147.190,2484.731,3120.694,4104.886,2215.638,2977.577,2531.719,2414.927,1859.630,1294.172,2694.465,2403.117,3257.509,2969.382,3118.638,1878.129,3892.804,2306.617,1509.984
8,1255.302,3014.776,2745.410,2368.456,3549.082,3666.230,3176.303,3711.248,2511.165,2574.348,3408.655,2960.620,3126.189,2180.883,2329.355,2284.531,2359.563,2392.892,2445.635,2146.311,2848.964,2387.539,3833.934,2779.845,2034.054,3442.744,2395.163,3729.523,2456.136,3051.494,2228.536,2621.916,1874.978,3340.221,2546.286,2498.082,2504.352,2013.870,2679.828,2152.401,2466.756,3056.987,4083.104,2221.603,2967.375,2525.994,2398.799,1862.833,1318.012,2658.656,2407.130,3220.123,2951.220,3088.818,1859.241,3897.146,2324.420,1508.229
9,1254.175,3009.967,2741.111,2370.028,3558.949,3710.200,3229.792,3709.939,2552.946,2569.233,3442.403,2997.461,3112.489,2184.991,2321.042,2274.147,2364.732,2391.438,2521.598,2168.204,2877.520,2384.684,3832.813,2780.031,2056.025,3466.856,2409.597,3786.219,2456.148,3060.163,2230.945,2611.629,1882.411,3365.704,2554.783,2506.136,2480.819,2023.301,2681.899,2129.939,2469.348,3098.171,4112.989,2203.934,2972.263,2550.222,2413.658,1859.863,1302.773,2687.720,2389.249,3237.843,2962.222,3218.645,1894.585,3904.148,2334.341,1506.691
10,1287.651,2991.704,2744.261,2376.652,3538.356,3665.870,3200.938,3714.162,2549.988,2556.594,3435.045,2974.885,3127.033,2167.057,2336.218,2279.970,2340.471,2396.123,2504.050,2166.772,2868.659,2389.592,3815.693,2743.189,2057.949,3457.931,2421.999,3733.017,2437.361,3054.435,2225.825,2603.458,1866.993,3367.512,2542.045,2513.701,2474.012,2015.678,2706.870,2151.271,2485.586,3088.324,4102.107,2231.802,2971.166,2538.661,2396.155,1870.811,1290.192,2652.434,2360.319,3254.792,2938.421,3146.466,1874.692,3853.301,2304.663,1477.327
11,1252.365,3000.117,2741.990,2367.684,3531.251,3692.162,3209.838,3701.244,2553.829,2570.161,3450.867,2966.698,3117.715,2179.162,2332.256,2267.843,2359.382,2399.800,2501.474,2158.673,2865.667,2401.245,3846.793,2754.514,2059.265,3473.393,2394.279,3755.493,2459.878,3051.864,2228.751,2623.958,1882.983,3378.465,2562.166,2515.013,2480.250,2033.731,2693.783,2168.611,2493.506,3115.069,4089.693,2223.171,2967.646,2553.011,2417.603,1852.765,1297.247,2694.757,2383.242,3249.657,2984.471,3152.406,1881.846,3853.818,2317.934,1519.011
12,1248.397,3008.560,2725.312,2386.860,3493.880,3699.750,3192.180,3706.261,2550.159,2562.489,3427.154,2983.951,3117.119,2159.039,2308.085,2259.141,2361.878,2383.535,2477.979,2148.095,2853.377,2378.602,3805.609,2758.549,2068.808,3481.353,2383.343,3722.963,2462.800,3066.892,2201.336,2596.736,1888.043,3414.730,2553.233,2517.223,2486.430,2003.689,2678.544,2140.307,2457.596,3074.762,4084.492,2235.996,2971.397,2551.947,2416.520,1857.536,1280.802,2678.982,2359.254,3195.091,2945.359,3134.919,1861.997,3905.890,2320.158,1491.632
13,1246.397,3022.182,2739.250,2387.325,3498.969,3669.588,3160.083,3725.335,2540.854,2571.126,3424.960,3003.890,3122.664,2137.721,2333.011,2281.144,2360.772,2396.917,2469.518,2151.316,2859.924,2403.674,3810.844,2782.291,2059.389,3456.856,2396.813,3734.099,2450.211,3050.535,2228.999,2608.749,1896.615,3375.272,2535.441,2509.857,2485.601,2022.403,2663.300,2154.611,2480.944,3092.648,4096.508,2285.817,2957.865,2526.642,2405.709,1861.396,1298.299,2672.677,2395.687,3225.703,2933.556,3126.355,1875.950,3895.527,2330.355,1528.645
14,1267.349,3007.583,2755.984,2397.234,3522.202,3710.497,3222.759,3699.665,2557.263,2564.464,3444.326,2966.917,3137.894,2160.695,2331.751,2261.216,2350.868,2411.087,2534.776,2158.763,2868.665,2392.129,3816.390,2779.546,2053.696,3468.268,2394.944,3766.535,2443.599,3055.696,2221.495,2619.752,1883.433,3429.001,2561.635,2516.627,2470.421,2020.288,2715.923,2158.314,2481.242,3080.455,4104.998,2215.000,2998.958,2514.465,2401.070,1880.605,1299.686,2699.803,2372.263,3237.083,2972.967,3146.324,1875.260,3878.142,2294.815,1511.721
15,1248.016,3007.135,2740.792,2392.784,3503.623,3635.021,3195.589,3709.596,2542.904,2567.359,3427.167,2974.376,3108.328,2147.837,2325.000,2257.771,2342.750,2400.270,2490.635,2141.952,2840.833,2394.734,3817.550,2782.167,2055.051,3487.055,2420.400,3726.152,2454.387,3061.037,2207.434,2613.792,1889.227,3400.528,2558.275,2515.364,2474.292,2015.111,2680.878,2151.609,2473.771,3081.669,4087.091,2242.397,2953.973,2546.222,2397.079,1865.633,1287.951,2650.576,2369.221,3270.312,2953.996,3133.912,1843.972,3870.479,2304.451,1512.048
16,1244.667,3003.912,2752.631,2385.910,3522.777,3693.068,3213.972,3699.357,2555.661,2571.242,3438.302,2970.999,3126.863,2149.526,2325.121,2283.919,2353.845,2393.891,2518.669,2169.368,2859.032,2385.516,3801.309,2772.647,2051.810,3446.107,2413.455,3752.094,2440.606,3066.060,2215.287,2593.595,1888.931,3403.774,2567.210,2520.896,2455.898,2027.012,2705.848,2142.250,2475.896,3092.580,4069.569,2218.665,2967.406,2528.399,2395.682,1863.141,1297.442,2649.916,2380.254,3231.029,2944.751,3148.787,1867.006,3860.872,2335.489,1513.632
17,1243.841,3012.427,2764.592,2376.336,3542.571,3684.891,3188.294,3717.629,2561.157,2567.313,3415.537,2987.438,3109.405,2144.998,2319.401,2277.050,2361.145,2407.378,2472.489,2146.646,2868.452,2402.694,3814.318,2808.920,2044.204,3469.145,2420.971,3731.704,2437.278,3045.271,2204.929,2620.898,1882.527,3408.447,2551.989,2522.554,2467.266,2027.732,2687.367,2180.740,2493.340,3104.244,4074.111,2232.148,2982.188,2550.115,2376.881,1853.279,1296.238,2658.998,2384.014,3220.857,2976.890,3093.321,1885.835,3855.048,2303.809,1503.137
18,1250.111,3004.929,2763.703,2395.265,3523.471,3674.091,3200.725,3702.014,2534.593,2572.082,3430.339,2974.542,3135.768,2120.281,2334.664,2284.505,2353.569,2406.283,2487.938,2170.587,2859.480,2395.461,3806.913,2783.087,2066.058,3500.042,2428.902,3733.314,2448.453,3054.444,2208.131,2625.671,1885.119,3415.662,2528.054,2509.764,2480.925,2025.257,2688.207,2163.518,2481.726,3071.407,4064.833,2237.020,2973.225,2531.891,2387.771,1887.388,1301.157,2654.584,2384.413,3248.726,2948.701,3174.463,1851.829,3876.593,2314.410,1521.570
19,1255.635,2999.862,2762.452,2384.387,3516.390,3676.715,3217.745,3693.017,2522.441,2568.509,3425.841,2986.902,3094.759,2116.798,2324.743,2304.249,2364.866,2418.851,2482.435,2149.178,2865.204,2392.406,3810.131,2787.800,2057.024,3448.362,2424.630,3741.448,2429.154,3061.245,2190.275,2620.163,1875.629,3389.953,2547.295,2513.469,2475.443,2042.750,2708.164,2168.066,2481.752,3100.631,4076.020,2250.265,2965.436,2535.919,2390.153,1884.370,1287.093,2680.381,2395.979,3256.337,2952.104,3144.834,1863.891,3877.639,2292.742,1508.490
20,1222.778,3001.710,2762.724,2390.196,3525.593,3678.836,3207.052,3702.343,2549.218,2560.878,3439.220,2980.414,3133.538,2146.961,2324.260,2278.094,2356.013,2408.365,2501.108,2164.478,2851.428,2403.171,3782.025,2781.878,2073.586,3472.358,2435.708,3755.446,2421.835,3060.066,2206.687,2620.490,1884.046,3430.673,2532.327,2521.001,2474.163,2028.980,2689.166,2158.257,2479.671,3082.306,4082.670,2236.054,2965.537,2552.635,2360.486,1879.120,1299.823,2651.060,2396.080,3302.011,2959.334,3143.112,1870.171,3876.683,2310.131,1512.881
21,1271.651,3012.795,2758.614,2392.696,3515.667,3687.973,3227.876,3715.953,2523.294,2553.000,3445.567,2982.236,3111.921,2139.142,2335.314,2296.280,2356.881,2412.117,2466.839,2146.811,2859.730,2388.677,3798.687,2789.229,2056.367,3459.574,2436.825,3724.633,2429.301,3060.825,2194.329,2612.967,1895.141,3433.232,2563.383,2516.873,2480.083,2024.184,2688.789,2176.932,2476.255,3087.534,4091.477,2262.498,2977.290,2555.448,2389.861,1881.205,1299.436,2692.891,2391.377,3277.866,2958.261,3153.490,1864.510,3862.872,2311.921,1507.119
22,1239.587,3021.477,2762.968,2390.157,3528.715,3691.191,3208.986,3721.199,2540.079,2576.423,3440.773,2971.452,3123.791,2132.467,2328.138,2276.003,2371.208,2415.891,2484.072,2155.733,2877.191,2400.784,3827.878,2782.721,2074.771,3504.113,2443.777,3748.844,2439.911,3062.976,2189.295,2613.415,1892.878,3437.699,2568.376,2512.866,2474.766,2034.153,2696.270,2166.740,2480.707,3093.970,4097.750,2247.358,2974.855,2525.045,2373.550,1870.542,1298.186,2669.953,2383.052,3277.697,2971.905,3132.172,1867.003,3885.864,2300.256,1519.153
23,1244.984,3016.828,2795.746,2376.396,3532.415,3689.226,3233.353,3731.980,2550.991,2573.050,3438.959,2979.914,3128.106,2144.082,2340.081,2286.642,2384.463,2425.912,2514.636,2142.078,2852.639,2406.029,3821.947,2783.937,2064.657,3484.247,2455.971,3769.590,2440.008,3091.061,2183.823,2623.246,1883.926,3462.252,2567.154,2533.622,2477.055,2037.483,2694.051,2177.997,2502.820,3076.155,4091.598,2232.051,2997.307,2560.885,2380.738,1876.313,1310.419,2669.580,2393.294,3314.323,2991.029,3142.091,1878.344,3887.385,2301.788,1517.645
24,1255.238,3014.009,2772.679,2392.897,3495.416,3673.385,3219.524,3725.791,2549.349,2565.258,3441.778,2972.805,3118.619,2158.778,2311.361,2284.775,2378.778,2425.195,2487.600,2164.887,2836.746,2402.875,3810.050,2781.997,2069.331,3484.815,2460.103,3743.142,2426.686,3059.381,2194.434,2612.087,1902.562,3416.974,2577.016,2527.113,2472.454,2028.655,2685.860,2181.012,2480.069,3121.644,4069.393,2222.498,2990.281,2540.139,2389.248,1885.538,1316.297,2685.228,2390.939,3281.637,2941.778,3127.659,1872.818,3882.751,2298.345,1507.764
25,1291.143,3019.701,2764.419,2383.342,3504.563,3678.226,3223.380,3699.540,2545.942,2571.753,3445.676,2972.939,3144.883,2151.042,2326.830,2280.982,2374.334,2435.652,2519.839,2146.799,2846.532,2395.477,3816.713,2787.286,2067.443,3471.478,2459.443,3759.717,2422.139,3066.200,2201.278,2621.516,1898.979,3456.425,2553.465,2535.275,2470.902,2013.217,2709.270,2185.592,2497.562,3115.588,4079.951,2201.086,2978.717,2536.390,2375.698,1895.995,1314.250,2674.037,2409.754,3296.937,2944.112,3105.831,1854.798,3863.295,2299.410,1525.414
26,1261.825,3016.787,2757.171,2408.941,3491.913,3669.503,3228.140,3723.956,2557.453,2567.209,3443.389,3009.596,3159.545,2150.015,2327.254,2287.441,2382.843,2430.090,2474.928,2163.523,2858.639,2416.757,3798.313,2778.875,2066.243,3491.322,2456.177,3757.878,2441.196,3084.754,2189.709,2607.769,1892.110,3480.542,2558.544,2529.256,2470.238,2017.744,2709.298,2174.490,2483.903,3102.270,4108.676,2249.751,2989.349,2563.115,2393.732,1895.732,1312.907,2647.850,2380.859,3324.263,2998.014,3156.997,1855.434,3851.605,2339.921,1512.389
27,1252.190,3015.044,2777.226,2410.900,3501.172,3646.187,3245.067,3720.270,2554.968,2578.979,3429.540,2975.708,3153.163,2142.726,2339.938,2283.297,2390.831,2441.872,2490.257,2173.806,2837.984,2425.003,3811.153,2786.217,2059.547,3489.298,2454.090,3732.535,2445.712,3076.537,2205.920,2621.358,1910.397,3437.809,2555.638,2529.308,2478.568,2041.621,2742.572,2194.611,2503.505,3111.185,4076.677,2256.906,3008.764,2576.194,2370.030,1889.344,1300.860,2687.161,2392.886,3291.951,2960.996,3127.311,1885.728,3875.449,2309.453,1518.414
28,1224.667,3016.888,2765.397,2394.510,3504.212,3697.410,3258.313,3739.359,2534.552,2570.211,3443.256,2983.402,3190.993,2142.279,2332.583,2282.120,2375.775,2424.542,2535.824,2174.261,2846.440,2411.937,3821.343,2800.171,2063.302,3463.111,2456.750,3761.701,2432.446,3089.863,2199.614,2628.766,1899.751,3491.662,2576.067,2516.969,2479.520,2037.648,2724.538,2204.702,2499.418,3144.673,4121.957,2260.272,3000.731,2592.573,2401.089,1891.600,1293.410,2686.737,2382.532,3356.143,2965.297,3145.338,1889.919,3871.277,2303.164,1507.087
29,1251.984,3012.541,2774.131,2446.731,3466.099,3733.686,3243.248,3754.655,2554.790,2572.660,3442.974,2993.379,3184.448,2143.133,2351.404,2306.789,2406.081,2445.054,2490.072,2169.035,2836.556,2435.664,3799.693,2799.434,2076.419,3460.156,2458.277,3768.905,2421.308,3088.031,2207.614,2631.450,1905.469,3465.942,2583.750,2515.468,2479.841,2039.984,2714.757,2157.578,2498.192,3131.740,4090.627,2273.475,3016.712,2562.572,2394.403,1879.832,1322.017,2705.586,2416.578,3313.292,2993.417,3116.547,1872.457,3873.459,2344.189,1517.032
30,1277.556,3033.588,2788.698,2450.497,3509.074,3700.481,3279.837,3746.283,2570.137,2596.486,3466.998,2981.444,3204.763,2175.609,2375.131,2300.366,2407.171,2446.473,2523.872,2185.233,2870.698,2441.358,3828.641,2804.864,2065.190,3503.628,2447.437,3771.963,2455.601,3101.039,2219.569,2652.819,1926.766,3485.230,2597.119,2517.126,2492.095,2053.792,2723.665,2178.290,2529.609,3114.416,4134.320,2259.343,3023.506,2595.580,2387.999,1894.164,1317.558,2703.782,2418.286,3327.371,3018.234,3130.834,1881.445,3890.894,2306.037,1554.295
31,1248.937,3017.339,2812.989,2464.633,3510.582,3739.392,3259.128,3743.574,2568.418,2581.811,3455.841,2986.344,3212.329,2149.514,2357.230,2318.243,2414.165,2437.327,2519.890,2186.108,2856.428,2425.052,3837.626,2793.603,2088.640,3497.889,2469.534,3768.212,2447.837,3103.268,2207.390,2616.073,1935.136,3459.527,2575.864,2519.003,2487.467,2056.720,2724.513,2185.791,2527.376,3116.519,4146.743,2262.444,3009.053,2602.092,2413.431,1884.559,1303.157,2711.488,2407.473,3322.277,2953.288,3194.213,1873.336,3857.473,2327.355,1542.435
32,1229.254,3017.471,2772.890,2452.805,3496.826,3705.091,3255.634,3737.625,2558.476,2590.833,3449.462,2981.552,3214.054,2137.869,2370.237,2301.555,2398.535,2438.811,2521.228,2189.405,2848.053,2438.723,3830.210,2805.431,2077.895,3497.298,2469.328,3767.215,2442.001,3084.992,2187.801,2644.629,1915.297,3467.008,2592.329,2533.956,2511.427,2064.094,2731.828,2191.796,2519.958,3127.681,4097.771,2231.844,3024.148,2538.682,2399.249,1889.720,1312.939,2700.092,2422.441,3298.666,3001.270,3163.936,1854.039,3922.603,2309.771,1510.810
33,1222.318,3026.798,2775.212,2464.565,3507.796,3755.262,3256.750,3759.116,2562.956,2590.942,3474.845,3005.105,3225.208,2135.023,2364.066,2315.532,2418.270,2456.289,2548.226,2182.483,2843.242,2453.524,3840.144,2796.772,2086.188,3522.924,2464.008,3740.203,2428.252,3105.240,2218.015,2639.113,1939.469,3450.866,2576.519,2511.527,2498.636,2075.622,2746.773,2195.518,2502.152,3114.145,4136.924,2289.152,3042.128,2583.652,2394.203,1911.767,1298.346,2700.058,2402.939,3312.303,3000.224,3160.696,1866.924,3860.884,2328.235,1507.831
34,1235.556,3027.036,2799.221,2473.998,3479.049,3741.428,3250.880,3756.466,2579.685,2592.620,3455.293,2990.621,3214.077,2142.062,2364.447,2310.216,2421.361,2461.230,2484.905,2165.094,2856.566,2445.791,3813.609,2796.881,2092.352,3497.348,2458.817,3782.967,2441.640,3103.533,2213.201,2639.898,1934.777,3433.615,2543.548,2551.625,2494.369,2088.083,2730.430,2176.740,2503.988,3144.159,4119.479,2267.051,3062.377,2561.584,2390.509,1906.753,1307.250,2715.054,2401.117,3352.006,2998.583,3189.169,1867.849,3896.363,2309.990,1527.227
35,1254.825,3024.215,2796.477,2462.398,3455.698,3716.788,3274.185,3731.382,2556.743,2583.000,3458.580,3009.327,3208.623,2124.960,2353.556,2290.262,2415.547,2446.984,2501.356,2168.452,2852.196,2432.180,3826.600,2775.073,2086.392,3491.706,2462.373,3758.096,2444.467,3113.400,2219.544,2648.900,1911.771,3480.828,2580.398,2537.615,2493.353,2091.684,2725.702,2185.459,2496.808,3131.811,4102.049,2270.163,3019.911,2561.797,2395.288,1909.343,1303.044,2701.084,2412.091,3360.326,2986.058,3172.834,1881.975,3875.026,2312.545,1539.494
36,1282.095,3029.408,2778.001,2476.946,3479.360,3740.772,3248.817,3759.577,2574.499,2590.654,3472.552,2993.167,3216.131,2141.774,2362.400,2296.078,2405.068,2449.131,2527.851,2176.805,2852.215,2422.333,3823.225,2793.352,2090.959,3469.765,2480.358,3753.980,2460.601,3111.031,2227.400,2641.998,1927.050,3478.177,2583.736,2538.490,2488.745,2103.450,2720.485,2168.979,2512.255,3155.056,4127.702,2258.903,3024.444,2574.183,2399.627,1907.870,1305.113,2704.354,2401.509,3331.537,3007.683,3209.976,1872.681,3873.174,2323.302,1518.401
37,1245.222,3032.285,2781.303,2475.122,3487.818,3733.191,3272.559,3747.965,2572.427,2603.582,3477.090,3008.219,3192.455,2108.067,2373.383,2295.688,2440.558,2461.239,2490.965,2179.590,2863.837,2433.620,3859.422,2794.106,2080.194,3483.799,2451.855,3767.789,2438.516,3112.431,2221.585,2632.252,1949.100,3435.510,2589.269,2520.734,2498.144,2102.201,2730.337,2216.609,2514.391,3154.931,4127.066,2248.156,3027.246,2599.495,2408.044,1893.869,1324.840,2714.062,2404.132,3310.651,3001.678,3195.074,1862.123,3883.371,2313.484,1544.426
38,1246.571,3038.828,2798.252,2473.976,3493.122,3729.289,3285.346,3766.183,2587.612,2604.385,3486.614,2999.676,3238.726,2127.889,2384.249,2289.100,2435.793,2473.579,2535.209,2194.948,2865.763,2448.379,3837.556,2813.526,2089.988,3484.126,2470.894,3804.206,2439.835,3119.693,2240.301,2641.594,1921.768,3474.160,2604.980,2539.218,2511.139,2085.812,2754.022,2190.571,2511.832,3159.753,4127.952,2279.626,3036.042,2604.480,2425.996,1915.621,1310.756,2723.488,2425.530,3310.572,3012.351,3206.223,1879.888,3877.130,2336.302,1522.698
39,1264.429,3031.191,2786.720,2480.168,3474.873,3763.339,3289.108,3768.928,2575.412,2599.232,3491.356,3006.513,3247.104,2139.702,2367.991,2299.420,2439.438,2463.255,2546.081,2198.227,2884.052,2438.702,3849.934,2809.300,2102.477,3501.465,2462.257,3807.533,2459.475,3146.569,2259.236,2646.059,1931.041,3478.416,2587.948,2513.030,2496.747,2105.727,2756.913,2184.902,2531.307,3157.405,4138.464,2264.541,3044.221,2598.113,2420.175,1910.873,1328.605,2716.883,2424.130,3351.637,3034.114,3205.459,1859.936,3905.467,2332.794,1529.355
40,1283.778,3033.041,2804.354,2476.956,3506.538,3785.376,3263.848,3755.811,2584.091,2595.012,3478.975,3013.398,3251.456,2133.804,2376.684,2295.505,2435.656,2459.750,2537.557,2194.541,2870.763,2427.850,3859.766,2793.950,2095.925,3496.078,2443.769,3781.617,2444.077,3107.373,2246.255,2637.750,1932.917,3463.534,2599.291,2513.100,2492.210,2119.998,2742.211,2202.763,2505.891,3157.168,4169.904,2261.817,3030.418,2578.612,2418.607,1899.753,1327.892,2725.004,2401.181,3345.803,3005.023,3170.926,1866.457,3889.824,2339.580,1525.561
41,1240.762,3010.188,2794.215,2472.143,3459.566,3738.253,3287.221,3730.226,2567.507,2607.023,3468.484,3008.131,3247.446,2135.315,2375.304,2286.694,2432.865,2454.466,2536.594,2187.118,2848.406,2431.098,3833.029,2781.361,2091.767,3497.644,2466.066,3783.168,2455.345,3109.237,2258.068,2631.550,1933.313,3433.413,2575.785,2535.440,2506.084,2085.745,2737.969,2184.466,2494.396,3140.900,4147.273,2252.802,3044.302,2604.851,2401.248,1903.026,1318.477,2730.449,2423.685,3338.723,2990.178,3132.375,1875.084,3904.980,2286.081,1555.156
42,1244.921,3018.757,2789.671,2452.855,3468.306,3754.640,3260.963,3752.331,2564.013,2597.373,3462.857,2967.898,3244.985,2137.192,2356.573,2310.174,2432.003,2455.003,2518.054,2189.063,2869.768,2426.510,3852.768,2796.061,2097.066,3455.490,2457.776,3772.657,2459.945,3112.285,2225.708,2630.436,1951.417,3483.696,2596.866,2525.973,2500.898,2090.749,2745.613,2201.820,2527.372,3143.913,4130.581,2267.471,3018.274,2551.987,2426.155,1898.964,1342.302,2711.278,2408.302,3318.171,2969.042,3190.774,1870.095,3919.052,2303.854,1530.327
43,1235.905,2997.921,2791.603,2468.757,3461.222,3761.998,3298.182,3744.378,2576.450,2605.230,3484.703,3000.751,3243.404,2136.646,2351.905,2283.358,2409.386,2457.660,2521.648,2177.289,2868.475,2417.765,3844.635,2789.941,2087.679,3463.849,2442.011,3780.238,2452.778,3138.197,2224.547,2639.893,1923.802,3456.766,2593.779,2532.060,2504.304,2110.592,2740.262,2202.782,2508.791,3161.057,4134.979,2307.043,3016.976,2603.887,2420.984,1913.880,1321.802,2728.854,2426.263,3340.906,3009.728,3181.547,1866.717,3945.746,2307.187,1540.169
44,1233.460,3028.072,2783.251,2464.008,3464.650,3746.387,3266.605,3753.722,2572.123,2618.203,3460.398,3001.334,3269.038,2141.840,2366.276,2296.471,2426.433,2445.806,2487.112,2181.250,2849.257,2427.238,3847.951,2800.169,2089.492,3482.055,2455.949,3758.654,2456.518,3108.594,2212.297,2619.375,1925.318,3427.235,2559.396,2524.400,2499.536,2091.118,2738.734,2189.187,2520.664,3143.620,4137.654,2265.615,3017.208,2582.516,2431.242,1904.967,1326.747,2699.163,2414.553,3329.854,2994.807,3195.240,1885.219,3905.547,2317.410,1524.336
45,1234.079,3007.851,2789.995,2480.567,3484.683,3766.027,3278.029,3779.125,2572.134,2613.912,3493.033,2996.029,3293.356,2143.829,2357.491,2292.244,2429.222,2446.833,2521.944,2195.548,2858.634,2441.156,3860.869,2799.209,2096.939,3492.524,2440.164,3793.196,2439.654,3136.819,2246.191,2643.518,1937.859,3438.481,2637.671,2539.435,2500.882,2113.123,2738.568,2201.855,2527.099,3169.303,4140.075,2265.545,3052.968,2610.650,2424.509,1917.508,1314.256,2729.625,2407.790,3382.851,2999.900,3182.017,1910.401,3934.635,2320.981,1557.336
46,1253.508,3029.157,2788.951,2474.075,3501.895,3738.018,3264.664,3781.500,2584.094,2606.045,3476.038,3002.141,3283.748,2124.226,2369.092,2293.472,2432.940,2446.576,2505.147,2190.168,2874.500,2439.560,3848.812,2807.985,2118.693,3511.113,2426.719,3775.858,2441.422,3113.151,2228.888,2632.070,1922.070,3436.464,2586.808,2518.532,2505.691,2086.725,2729.146,2193.660,2496.529,3176.833,4118.958,2248.175,3020.457,2588.614,2408.441,1908.138,1313.119,2720.010,2433.614,3322.400,2992.178,3160.777,1876.580,3942.357,2336.975,1558.233
