 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58
5954,1324.556,3404.973,3307.786,2673.556,3560.994,4226.034,4660.550,4438.108,2856.374,3089.767,5433.169,3817.794,3090.002,2277.347,2847.921,2767.595,2567.436,3008.215,5280.035,2443.688,3197.747,2551.877,4580.482,2501.420,2573.292,3687.329,2983.745,4287.895,2438.631,4337.783,2448.708,2982.774,2423.261,4711.619,3066.846,2633.117,3593.939,2280.158,3191.215,2329.146,3002.753,2794.548,4508.520,2211.471,3112.619,3398.009,3809.120,2140.887,1425.230,2848.638,2594.319,4051.726,3886.983,3795.612,2122.949,4742.764,2769.902,1787.318
5955,1391.127,3396.791,3308.409,2673.529,3539.440,4244.100,4619.994,4480.924,2881.944,3037.890,5309.490,3848.128,3093.768,2270.820,2788.794,2730.132,2585.436,2990.784,5283.491,2446.828,3168.901,2541.190,4574.984,2495.542,2555.941,3642.403,2988.083,4283.215,2442.113,4326.644,2450.962,3013.409,2462.814,4701.089,3048.593,2605.108,3551.345,2270.933,3182.248,2328.740,3030.790,2820.177,4485.103,2194.198,3111.889,3432.058,3809.584,2147.162,1418.933,2855.119,2566.922,4034.620,3863.755,3843.584,2107.210,4771.539,2780.780,1787.590
5956,1343.524,3393.206,3308.041,2674.498,3575.582,4223.636,4613.352,4458.974,2867.549,3013.330,5180.606,3779.072,3062.169,2270.325,2741.804,2730.771,2551.373,3007.090,5273.379,2438.562,3162.970,2558.310,4552.360,2501.077,2550.112,3664.510,3010.337,4283.263,2454.084,4334.253,2450.201,2982.581,2448.215,4685.699,3080.515,2601.100,3490.429,2280.658,3195.475,2309.705,3023.528,2839.158,4489.015,2208.942,3142.392,3434.492,3785.765,2123.565,1419.169,2888.998,2581.411,4018.231,3878.849,3821.831,2112.123,4775.165,2792.042,1793.352
5957,1351.444,3383.092,3324.003,2677.760,3554.999,4215.840,4591.806,4423.997,2871.178,2966.306,5068.756,3783.964,3049.313,2287.139,2701.191,2722.106,2550.931,3018.786,5206.408,2454.207,3181.852,2557.673,4579.631,2496.593,2580.891,3655.066,2966.127,4265.951,2457.206,4340.866,2438.703,2997.852,2448.113,4672.017,3072.787,2614.633,3457.573,2296.656,3185.984,2347.457,3031.332,2829.805,4495.112,2192.720,3144.274,3461.591,3783.212,2143.290,1435.648,2864.231,2582.977,3957.549,3851.494,3812.500,2111.120,4818.252,2755.875,1779.510
5958,1377.476,3409.497,3319.018,2677.803,3578.568,4252.738,4549.031,4441.704,2872.293,2946.537,4980.421,3786.555,3066.643,2290.569,2663.167,2703.865,2590.382,2997.283,5202.575,2436.208,3178.659,2562.383,4561.121,2493.150,2571.696,3675.851,3002.141,4276.415,2469.946,4332.684,2429.191,2986.939,2509.579,4662.318,3066.394,2568.626,3409.540,2284.348,3171.982,2330.253,3026.945,2861.057,4493.838,2202.354,3096.069,3471.104,3765.388,2147.191,1424.105,2880.185,2625.829,3936.569,3872.670,3798.426,2126.577,4821.984,2750.942,1773.773
5959,1393.032,3378.807,3313.469,2671.883,3586.316,4262.633,4530.869,4417.478,2872.625,2906.379,4876.201,3758.362,3043.859,2291.101,2618.960,2693.781,2573.001,3002.471,5138.954,2445.282,3173.277,2554.578,4598.041,2495.242,2562.061,3664.630,3020.633,4288.878,2464.237,4320.058,2427.402,2986.241,2501.000,4625.303,3048.711,2573.595,3373.473,2262.813,3137.896,2317.033,3008.340,2859.080,4514.128,2202.187,3116.745,3464.211,3747.097,2121.128,1422.718,2860.210,2595.283,3916.431,3828.247,3832.561,2090.227,4811.212,2780.836,1783.503
5960,1403.079,3390.337,3325.091,2677.011,3579.419,4226.050,4494.164,4419.721,2866.390,2888.967,4789.014,3751.677,3050.816,2287.847,2589.552,2709.583,2589.044,3007.563,5122.573,2438.949,3168.576,2552.891,4560.307,2500.100,2581.764,3665.512,2978.261,4252.473,2483.086,4327.209,2411.087,2978.900,2535.328,4644.578,3089.881,2567.370,3350.715,2284.273,3171.454,2302.225,3002.915,2825.264,4513.389,2214.054,3136.179,3463.648,3735.627,2121.720,1427.407,2860.263,2605.126,3931.243,3856.446,3808.372,2104.350,4884.098,2753.056,1771.167
5961,1395.063,3414.846,3355.859,2711.142,3615.535,4236.688,4473.384,4454.251,2837.737,2874.794,4712.062,3750.902,3045.462,2317.764,2540.772,2698.838,2585.329,3041.506,5075.362,2455.211,3173.190,2568.852,4571.738,2518.944,2586.452,3681.943,2994.806,4263.133,2500.341,4361.950,2431.841,2991.145,2555.682,4653.260,3068.633,2573.688,3337.533,2288.444,3207.231,2350.810,3049.870,2826.442,4525.852,2221.366,3123.388,3464.612,3735.119,2126.116,1452.581,2895.803,2608.712,3896.269,3821.851,3819.693,2095.865,4873.591,2787.050,1782.854
5962,1363.508,3398.836,3342.702,2686.721,3600.940,4260.216,4435.450,4455.699,2854.436,2847.607,4618.456,3731.732,3057.570,2307.902,2539.741,2726.150,2589.844,3031.554,5035.911,2438.267,3180.733,2543.208,4563.987,2502.134,2556.674,3657.531,2997.089,4241.490,2496.750,4333.800,2429.207,2974.743,2559.000,4606.246,3068.049,2569.371,3283.952,2282.797,3199.231,2311.607,3021.611,2839.648,4482.700,2206.043,3123.893,3428.490,3727.587,2116.462,1421.096,2860.018,2599.413,3862.052,3822.284,3759.922,2133.793,4920.655,2754.283,1768.066
5963,1386.460,3403.483,3324.404,2693.884,3616.802,4269.016,4402.605,4444.273,2860.427,2830.757,4594.922,3748.778,3066.590,2310.244,2512.525,2707.501,2596.014,3053.909,5083.861,2453.212,3209.836,2560.676,4583.075,2540.437,2568.068,3676.206,3000.995,4263.005,2518.433,4350.534,2409.212,2977.052,2584.196,4610.123,3090.517,2577.404,3252.699,2318.785,3191.544,2330.335,3072.395,2824.330,4513.840,2215.191,3168.027,3456.200,3740.689,2132.948,1423.965,2867.027,2611.279,3848.234,3864.666,3774.314,2124.151,4954.619,2755.241,1775.952
5964,1370.651,3388.552,3362.117,2695.875,3589.174,4273.412,4415.911,4454.268,2850.559,2808.432,4515.078,3721.947,3073.729,2309.201,2494.197,2690.862,2591.699,3038.027,5010.826,2460.903,3191.129,2551.940,4532.015,2500.857,2584.076,3647.178,3006.103,4239.996,2538.059,4356.188,2404.512,2968.564,2622.364,4623.199,3075.761,2565.534,3223.550,2289.652,3170.807,2332.504,3016.959,2833.400,4534.872,2240.697,3131.097,3427.271,3722.404,2136.382,1419.733,2813.021,2601.386,3826.229,3812.097,3809.855,2141.283,4941.145,2760.709,1809.405
5965,1352.635,3385.471,3342.490,2690.356,3579.123,4204.850,4363.611,4472.936,2860.614,2794.193,4437.924,3718.477,3069.245,2289.216,2443.570,2699.435,2581.251,3048.271,5024.308,2447.977,3191.366,2551.800,4561.137,2487.694,2565.964,3656.533,3006.963,4249.658,2527.978,4353.243,2414.204,2959.073,2637.399,4577.162,3105.557,2542.535,3197.797,2284.730,3188.820,2340.932,3023.214,2815.171,4547.643,2203.335,3120.506,3430.697,3710.784,2132.161,1431.471,2824.144,2592.431,3767.994,3798.699,3735.831,2115.120,5013.024,2741.840,1769.519
5966,1380.730,3380.567,3349.526,2699.171,3574.174,4242.620,4322.352,4497.486,2834.043,2766.848,4381.475,3718.422,3075.244,2307.275,2433.932,2704.241,2625.525,3069.988,4946.630,2455.207,3193.447,2564.769,4576.550,2519.349,2581.051,3652.325,2988.631,4266.746,2520.197,4342.561,2397.793,2977.392,2628.729,4595.367,3115.481,2555.826,3162.653,2306.797,3175.580,2347.976,3034.686,2804.608,4533.753,2206.821,3151.543,3415.141,3688.090,2130.511,1431.360,2807.805,2624.180,3745.934,3785.527,3824.115,2143.546,4995.066,2756.990,1773.506
5967,1335.302,3387.060,3342.683,2687.441,3560.109,4232.718,4284.543,4505.542,2830.690,2741.372,4314.038,3690.654,3077.957,2307.636,2401.218,2686.157,2586.602,3036.646,4914.797,2444.347,3181.798,2575.743,4552.728,2509.747,2563.538,3661.808,2975.865,4243.514,2520.654,4347.710,2389.065,2981.995,2653.249,4588.556,3099.673,2527.259,3128.702,2285.154,3165.095,2305.162,3032.363,2784.248,4538.681,2196.385,3142.449,3418.320,3654.751,2125.156,1432.637,2792.126,2582.447,3724.980,3772.307,3787.469,2100.020,5007.333,2740.996,1777.407
5968,1355.286,3388.661,3349.590,2703.434,3558.952,4227.294,4253.777,4510.680,2837.390,2733.511,4259.536,3675.001,3057.030,2342.910,2408.553,2688.724,2579.649,3040.840,4884.946,2437.948,3206.169,2567.413,4562.693,2498.855,2571.990,3678.363,2985.318,4249.059,2521.229,4353.475,2394.613,2977.913,2677.902,4578.600,3106.054,2535.679,3091.700,2290.107,3163.227,2339.602,3022.353,2775.214,4551.777,2224.802,3155.281,3452.115,3665.719,2123.878,1430.349,2838.360,2609.601,3746.663,3825.342,3787.882,2134.891,4991.966,2741.193,1798.080
5969,1372.857,3369.801,3333.721,2679.482,3546.165,4208.968,4236.992,4513.240,2836.944,2699.488,4222.341,3687.177,3065.906,2324.254,2382.354,2674.997,2606.716,3034.169,4863.878,2446.533,3190.100,2565.881,4535.243,2509.223,2574.056,3651.294,2982.131,4249.109,2506.543,4349.552,2352.873,2948.832,2673.773,4558.399,3080.814,2536.594,3080.660,2284.205,3175.742,2328.974,3028.687,2775.911,4534.378,2202.704,3150.691,3465.444,3656.868,2125.935,1437.218,2779.671,2617.041,3716.249,3809.147,3756.882,2149.975,4985.227,2743.416,1771.222
5970,1332.175,3386.656,3321.432,2683.526,3564.752,4184.421,4196.657,4500.565,2840.252,2692.081,4190.088,3668.692,3077.822,2309.198,2369.058,2685.817,2576.698,3030.201,4775.652,2441.584,3194.482,2567.538,4535.241,2501.555,2557.295,3658.125,2970.605,4273.822,2525.327,4351.623,2371.281,2963.896,2690.576,4580.696,3111.385,2509.741,3050.923,2283.351,3172.746,2317.770,3020.790,2768.020,4533.554,2206.159,3124.525,3468.218,3647.414,2122.092,1417.910,2796.504,2645.831,3715.586,3769.149,3808.814,2106.258,4982.439,2771.825,1751.325
5971,1372.778,3384.133,3334.132,2682.649,3568.928,4195.932,4158.211,4498.719,2835.022,2672.499,4117.466,3640.839,3047.711,2321.324,2354.390,2686.763,2599.800,3032.658,4751.491,2465.788,3206.697,2562.822,4564.673,2503.209,2560.311,3682.599,2978.383,4216.816,2546.455,4332.149,2357.988,2943.257,2709.655,4540.612,3133.499,2506.222,3044.357,2291.221,3152.929,2329.635,3014.911,2767.086,4555.032,2216.634,3123.733,3466.565,3616.536,2109.304,1444.099,2785.998,2658.263,3706.263,3794.961,3789.834,2102.644,4989.485,2717.135,1773.785
5972,1319.460,3397.903,3352.519,2691.865,3550.781,4220.551,4146.254,4526.679,2828.809,2667.764,4095.637,3635.807,3065.968,2351.755,2359.031,2677.054,2602.702,3035.454,4728.476,2457.172,3191.432,2565.680,4565.443,2505.905,2563.501,3661.156,2993.780,4226.490,2560.802,4333.689,2334.905,2953.043,2669.998,4555.725,3074.362,2516.391,3026.042,2304.681,3155.803,2352.009,3011.940,2751.879,4541.061,2219.864,3128.438,3475.371,3614.957,2122.823,1424.055,2796.899,2700.457,3650.943,3789.936,3755.828,2088.720,5044.880,2712.484,1775.371
5973,1329.476,3382.311,3312.622,2704.327,3543.590,4238.606,4119.061,4547.204,2829.602,2659.266,4077.751,3653.978,3057.259,2351.082,2337.057,2672.217,2602.287,3009.641,4714.228,2463.072,3201.185,2576.111,4503.285,2501.348,2571.036,3670.984,3001.992,4237.549,2558.662,4323.021,2335.052,2961.169,2727.931,4547.458,3093.792,2518.008,3001.231,2299.646,3182.805,2324.155,3041.425,2783.481,4555.583,2187.556,3124.937,3438.537,3630.136,2116.177,1440.837,2777.628,2765.237,3670.526,3786.338,3757.615,2111.650,5013.940,2720.726,1772.005
5974,1337.651,3379.737,3319.419,2692.120,3514.512,4162.086,4095.917,4553.198,2839.307,2647.553,4045.390,3646.072,3071.523,2340.869,2314.410,2694.495,2613.249,3016.965,4644.101,2452.802,3195.318,2583.057,4557.382,2511.532,2550.066,3654.119,2982.280,4274.437,2548.093,4336.954,2352.478,2956.333,2731.581,4587.319,3088.678,2521.156,2978.735,2299.975,3180.513,2349.145,3025.951,2773.331,4577.358,2183.728,3148.768,3424.793,3577.235,2107.328,1422.012,2808.403,2770.865,3728.203,3791.039,3724.638,2113.919,5035.928,2713.834,1779.911
5975,1373.206,3382.626,3313.581,2702.989,3551.542,4231.562,4080.422,4558.100,2839.204,2648.804,4013.200,3637.994,3084.485,2349.830,2333.276,2682.378,2594.199,3012.912,4666.383,2463.156,3180.794,2611.747,4542.587,2513.455,2552.720,3696.651,2997.743,4225.543,2559.178,4331.588,2346.587,2967.490,2726.813,4566.005,3133.452,2520.322,2986.948,2311.616,3176.314,2360.003,3022.980,2767.139,4561.830,2200.043,3150.879,3430.652,3571.891,2113.347,1432.195,2788.615,2803.536,3707.000,3791.973,3770.959,2128.202,5029.052,2727.141,1777.192
5976,1348.016,3377.860,3309.406,2708.033,3540.331,4198.171,4068.905,4550.447,2811.859,2635.629,3944.184,3623.359,3060.112,2341.549,2310.561,2659.681,2620.200,3008.996,4588.640,2438.289,3163.045,2605.598,4570.715,2518.515,2571.564,3657.917,2971.103,4227.489,2553.314,4346.258,2334.886,2973.508,2770.840,4544.077,3126.779,2522.909,2955.130,2291.344,3170.576,2337.167,3034.069,2784.191,4591.720,2210.078,3173.543,3469.277,3551.483,2137.836,1428.532,2762.471,2832.674,3644.380,3769.645,3764.899,2128.504,5029.633,2704.225,1764.568
5977,1318.571,3361.937,3327.561,2701.533,3513.208,4174.975,4013.381,4536.462,2832.908,2625.850,3935.880,3624.406,3080.507,2342.793,2300.722,2654.315,2600.643,2997.968,4565.694,2438.059,3139.461,2642.037,4536.891,2506.968,2557.796,3677.113,2990.907,4250.027,2553.539,4331.442,2350.485,2945.425,2790.838,4553.875,3089.922,2529.882,2936.401,2278.741,3154.495,2341.462,3024.090,2759.106,4545.086,2211.405,3161.502,3432.369,3529.906,2109.481,1418.945,2733.502,2844.409,3677.894,3756.678,3747.084,2087.641,4998.751,2712.378,1770.014
5978,1359.968,3364.444,3339.555,2694.348,3493.763,4162.902,3982.294,4587.558,2806.685,2640.973,3898.141,3608.924,3094.644,2371.205,2308.363,2665.508,2629.323,2984.292,4551.180,2459.723,3164.023,2652.385,4522.663,2522.531,2557.745,3629.109,2956.272,4247.801,2558.754,4337.400,2349.431,2943.503,2816.830,4540.858,3086.242,2522.836,2936.341,2297.721,3159.237,2307.196,3033.736,2786.423,4554.201,2220.482,3158.020,3440.921,3527.024,2114.801,1423.061,2759.938,2868.637,3593.806,3776.641,3775.622,2105.608,5032.359,2717.607,1769.375
5979,1356.540,3371.867,3320.303,2709.513,3520.439,4183.521,3984.454,4567.651,2841.721,2616.716,3887.188,3608.945,3094.507,2364.947,2304.473,2639.879,2597.279,2992.095,4475.135,2457.035,3178.464,2670.313,4549.331,2535.052,2556.295,3648.230,2974.493,4232.812,2573.510,4343.138,2321.479,2952.803,2861.684,4571.089,3119.893,2537.026,2912.242,2290.470,3199.172,2345.180,3026.040,2801.029,4575.278,2239.249,3149.979,3481.934,3511.213,2125.133,1440.674,2756.969,2904.082,3611.726,3788.836,3771.145,2102.723,5039.291,2733.491,1789.487
5980,1340.508,3365.020,3323.992,2704.493,3533.383,4148.185,3969.196,4569.463,2822.099,2621.228,3858.310,3609.226,3100.148,2379.911,2313.876,2662.969,2608.972,3002.128,4469.230,2445.269,3200.500,2699.401,4564.132,2536.751,2560.997,3632.856,2969.406,4227.375,2579.751,4348.080,2324.956,2976.602,2891.680,4555.157,3159.004,2530.349,2901.030,2296.005,3168.655,2337.819,3030.488,2820.534,4573.362,2209.428,3174.675,3515.141,3502.374,2128.713,1430.311,2751.784,2880.929,3587.954,3751.649,3724.824,2123.865,5010.966,2737.501,1807.746
5981,1350.413,3372.103,3319.937,2691.376,3565.663,4130.920,3936.264,4538.005,2822.341,2609.036,3843.283,3572.359,3090.815,2377.646,2280.734,2653.727,2607.976,3004.852,4422.837,2437.441,3193.668,2718.116,4547.522,2535.392,2560.278,3617.979,2978.444,4204.169,2560.117,4316.756,2326.501,2960.450,2925.760,4551.290,3099.038,2538.021,2885.072,2289.106,3172.479,2307.866,3043.634,2814.397,4587.407,2181.533,3185.885,3539.604,3475.784,2122.953,1424.677,2735.578,2918.132,3604.286,3748.479,3761.750,2107.599,4993.265,2706.856,1776.510
5982,1354.016,3343.454,3335.587,2692.139,3512.084,4140.622,3879.445,4547.375,2816.018,2602.833,3810.388,3606.094,3117.715,2375.245,2283.072,2648.391,2609.155,2998.762,4406.321,2445.650,3214.483,2745.664,4549.624,2535.198,2558.294,3625.914,2985.271,4205.442,2581.741,4324.157,2330.814,2946.133,2949.844,4576.217,3096.190,2526.391,2890.349,2292.147,3167.485,2338.468,3061.063,2840.462,4591.998,2219.269,3181.390,3536.256,3475.451,2133.244,1413.927,2747.679,2868.155,3574.157,3748.351,3784.115,2134.412,4959.292,2743.303,1786.858
5983,1326.508,3341.648,3294.970,2691.592,3547.012,4152.845,3901.237,4542.570,2833.665,2600.105,3788.333,3600.489,3091.761,2363.813,2285.219,2666.195,2599.856,3003.838,4433.014,2446.233,3184.541,2772.380,4549.900,2544.481,2573.419,3630.503,3000.101,4174.059,2591.127,4334.535,2300.242,2978.495,2984.990,4565.506,3123.445,2535.752,2905.558,2305.266,3180.525,2300.640,3022.278,2849.462,4593.443,2203.070,3164.478,3527.322,3462.560,2123.224,1431.625,2739.233,2860.712,3590.234,3761.799,3772.149,2137.325,4963.192,2724.345,1795.364
5984,1344.333,3368.257,3327.952,2702.667,3570.402,4189.626,3857.879,4599.051,2837.764,2604.804,3764.799,3593.589,3112.361,2379.433,2289.983,2678.843,2619.262,3004.024,4348.628,2453.526,3194.726,2802.680,4598.291,2554.075,2572.036,3623.327,2995.656,4204.956,2589.985,4320.884,2335.761,2956.057,2989.546,4621.816,3127.714,2556.860,2947.583,2302.495,3179.355,2346.511,3039.153,2845.861,4657.226,2214.300,3156.362,3568.753,3448.183,2131.603,1449.948,2771.765,2861.788,3603.743,3723.558,3794.591,2136.882,4977.717,2731.938,1772.167
5985,1348.143,3345.853,3289.090,2707.601,3572.666,4168.661,3879.023,4557.581,2840.878,2601.970,3765.061,3582.026,3125.583,2385.382,2282.636,2640.048,2644.855,3014.191,4330.988,2452.772,3201.922,2828.686,4602.118,2567.490,2538.173,3611.723,2984.283,4220.566,2572.592,4340.646,2307.133,2979.579,3038.240,4634.724,3123.725,2564.969,2917.939,2315.302,3157.191,2319.372,3025.616,2856.852,4630.493,2203.327,3147.745,3554.495,3411.562,2133.816,1414.186,2751.634,2847.751,3588.140,3740.471,3829.628,2112.493,4938.138,2749.622,1803.826
5986,1355.810,3353.031,3308.503,2706.975,3594.182,4163.048,3847.779,4542.964,2835.112,2600.345,3733.838,3588.873,3108.274,2378.543,2284.853,2669.171,2601.390,2987.704,4285.443,2445.493,3209.964,2842.869,4587.900,2563.271,2548.579,3620.699,2989.408,4197.665,2551.804,4330.316,2313.197,2958.500,3054.576,4598.556,3111.443,2557.921,2913.101,2308.207,3159.481,2301.162,3042.381,2832.798,4626.071,2216.140,3177.176,3561.055,3423.662,2123.171,1453.686,2743.482,2852.874,3618.254,3774.122,3812.568,2116.644,4959.926,2712.231,1798.270
5987,1326.698,3343.535,3299.282,2673.424,3605.249,4139.929,3825.158,4514.955,2808.709,2589.620,3694.150,3599.895,3149.092,2397.045,2272.027,2664.966,2609.048,2984.438,4211.549,2450.937,3213.367,2872.247,4552.297,2547.310,2540.183,3581.076,2977.975,4221.925,2526.311,4328.486,2308.065,2966.141,3101.687,4624.781,3145.284,2548.809,2900.126,2313.312,3143.308,2299.967,3052.620,2840.874,4614.648,2215.848,3161.101,3570.921,3402.440,2130.120,1456.328,2723.018,2841.792,3606.903,3745.853,3853.294,2103.311,4954.667,2729.110,1806.931
5988,1351.492,3367.589,3322.746,2680.177,3603.271,4145.392,3809.662,4506.962,2806.657,2584.214,3703.098,3562.765,3123.760,2412.696,2262.748,2655.092,2621.971,2969.629,4193.549,2449.845,3203.727,2868.801,4569.057,2551.732,2549.076,3643.042,2978.814,4193.506,2548.864,4324.398,2308.322,2960.759,3065.414,4576.809,3094.651,2556.747,2885.228,2326.493,3154.854,2324.663,3033.647,2821.149,4642.046,2196.825,3159.837,3585.994,3381.109,2121.762,1430.413,2705.350,2827.883,3644.546,3738.143,3896.564,2139.650,4930.427,2721.227,1797.675
5989,1321.937,3358.053,3316.675,2699.556,3611.658,4108.720,3782.297,4526.792,2807.800,2582.374,3703.349,3586.105,3128.933,2419.357,2263.935,2656.020,2623.233,2973.016,4137.447,2437.549,3212.235,2920.918,4574.181,2557.568,2532.863,3650.052,2948.862,4239.976,2529.805,4312.596,2317.534,2975.189,3127.600,4611.473,3111.747,2572.823,2875.777,2321.405,3147.458,2297.754,3027.875,2813.803,4655.403,2231.074,3176.885,3590.087,3398.437,2131.466,1456.642,2739.745,2792.628,3653.783,3768.380,3878.233,2121.431,4958.693,2730.559,1773.734
5990,1339.825,3369.801,3335.189,2693.730,3588.560,4158.465,3824.941,4516.758,2821.352,2582.567,3711.562,3583.610,3106.568,2424.402,2279.594,2662.244,2627.017,2982.581,4119.787,2432.958,3186.117,2926.684,4569.128,2543.959,2548.345,3674.625,2985.010,4219.845,2527.117,4334.023,2275.096,2948.440,3140.522,4625.033,3118.564,2571.375,2865.636,2354.729,3171.722,2304.166,3041.260,2827.241,4654.736,2198.833,3190.010,3614.111,3381.050,2119.224,1416.424,2725.769,2793.087,3699.129,3748.093,3897.270,2122.588,4914.715,2727.306,1797.005
5991,1338.667,3351.797,3366.153,2666.102,3624.743,4099.080,3772.094,4517.318,2817.619,2576.193,3692.163,3568.960,3095.342,2420.631,2261.762,2657.847,2640.616,2978.219,4098.954,2452.574,3201.665,2950.140,4597.151,2557.893,2519.421,3677.493,2995.787,4230.828,2514.680,4315.043,2287.547,2971.118,3143.641,4575.667,3124.548,2578.784,2848.518,2352.416,3175.714,2325.038,3051.708,2808.372,4653.001,2217.969,3187.883,3644.452,3346.604,2147.096,1437.942,2756.237,2785.004,3706.223,3753.245,3969.493,2109.871,4921.006,2737.083,1786.172
5992,1314.318,3375.102,3344.088,2696.937,3647.799,4105.620,3769.442,4500.579,2827.697,2583.271,3674.919,3593.951,3107.893,2412.670,2261.007,2686.492,2622.342,2959.037,4089.042,2451.837,3185.737,2973.020,4615.032,2556.644,2532.306,3701.363,3001.601,4237.633,2519.100,4338.076,2292.402,2953.162,3172.394,4601.047,3166.620,2582.826,2843.716,2374.219,3146.990,2305.712,3039.620,2827.528,4639.037,2239.094,3134.828,3617.846,3323.734,2109.073,1439.279,2747.255,2762.190,3716.891,3776.375,3939.568,2107.135,4862.944,2701.948,1778.172
5993,1346.159,3409.632,3364.817,2708.478,3657.499,4141.465,3740.418,4506.664,2816.159,2586.609,3669.136,3571.206,3092.367,2428.828,2266.660,2664.210,2662.530,2959.649,4071.795,2454.065,3188.239,3008.659,4639.458,2555.085,2543.525,3755.765,2985.999,4220.290,2530.889,4302.947,2283.728,2956.850,3162.347,4564.849,3131.960,2568.214,2850.006,2363.033,3140.383,2309.672,3044.159,2835.798,4664.594,2235.592,3200.013,3585.375,3319.586,2118.612,1422.980,2731.580,2747.607,3713.789,3779.276,4018.821,2098.555,4871.533,2732.125,1777.034
5994,1327.365,3407.679,3356.941,2671.140,3662.512,4112.380,3707.403,4492.678,2799.725,2592.157,3642.835,3558.775,3101.037,2427.307,2245.397,2656.616,2625.890,2951.236,4047.193,2440.897,3177.900,3047.263,4606.360,2554.917,2547.888,3736.509,2975.687,4230.697,2504.264,4305.221,2281.629,2948.719,3143.153,4581.172,3139.116,2563.101,2851.847,2368.246,3154.759,2319.616,3033.308,2854.671,4628.913,2252.697,3157.356,3594.689,3315.864,2125.366,1445.828,2750.996,2760.569,3764.194,3813.629,3997.642,2105.219,4820.491,2735.426,1777.730
5995,1299.270,3418.813,3360.353,2676.697,3636.785,4091.674,3725.863,4503.885,2822.562,2603.144,3642.444,3566.331,3096.311,2456.999,2263.701,2654.424,2621.914,2940.190,4003.398,2435.358,3181.351,3086.052,4602.429,2561.047,2560.127,3736.111,2973.963,4185.073,2513.202,4284.245,2287.375,2955.874,3125.390,4567.561,3165.360,2563.713,2844.712,2360.399,3173.497,2303.138,3048.679,2850.522,4624.736,2228.389,3172.491,3662.452,3322.996,2116.890,1441.724,2733.798,2754.331,3727.792,3837.527,4032.645,2092.258,4851.154,2737.035,1781.918
5996,1292.444,3419.918,3353.368,2687.618,3632.627,4123.474,3705.248,4467.538,2807.564,2592.826,3606.523,3552.463,3098.506,2442.235,2269.668,2662.971,2658.711,2945.730,3938.789,2461.397,3188.429,3109.829,4628.665,2559.652,2566.655,3741.663,2991.149,4209.565,2499.589,4286.682,2269.116,2942.197,3120.993,4538.365,3142.454,2547.056,2837.999,2346.891,3166.024,2318.801,3052.198,2849.921,4608.238,2223.537,3181.596,3656.885,3301.115,2106.068,1434.422,2763.963,2744.840,3755.320,3861.921,4026.888,2071.036,4864.890,2732.439,1783.211
5997,1280.778,3439.428,3377.142,2685.235,3634.625,4093.244,3742.806,4506.157,2810.440,2595.795,3619.328,3583.964,3103.133,2463.796,2252.953,2648.567,2640.033,2947.992,3941.365,2467.769,3213.066,3147.369,4601.291,2570.721,2547.491,3712.697,2994.775,4223.585,2503.661,4283.802,2260.093,2962.498,3119.636,4554.286,3138.812,2525.572,2844.695,2348.604,3158.917,2327.923,3051.645,2847.007,4609.696,2237.751,3189.093,3675.395,3267.507,2120.713,1408.160,2722.592,2725.180,3777.534,3897.651,4078.774,2108.602,4838.880,2729.873,1788.156
5998,1340.111,3424.722,3383.948,2679.217,3615.760,4141.966,3738.353,4502.139,2824.669,2606.520,3605.220,3552.236,3115.757,2449.488,2271.686,2643.954,2619.178,2977.547,3907.563,2455.912,3189.900,3151.988,4631.335,2573.594,2557.750,3714.379,2998.971,4231.650,2518.668,4288.906,2271.360,2959.945,3117.490,4568.261,3145.821,2547.054,2830.619,2348.711,3159.817,2326.354,3067.173,2876.617,4624.269,2256.004,3192.858,3671.226,3282.034,2132.979,1458.913,2739.704,2723.014,3756.766,3900.263,4095.804,2066.162,4810.681,2736.378,1779.085
5999,1303.397,3438.978,3390.956,2664.428,3608.572,4162.157,3717.016,4491.067,2818.930,2619.777,3590.441,3536.277,3079.375,2502.383,2259.149,2632.013,2642.095,2940.723,3850.520,2461.289,3221.375,3196.863,4640.494,2578.251,2521.187,3707.514,3005.734,4213.136,2524.377,4277.008,2259.115,2961.376,3099.172,4527.916,3132.557,2539.177,2824.316,2347.909,3153.175,2324.764,3047.847,2888.080,4627.975,2204.965,3196.458,3694.026,3236.393,2133.775,1448.770,2738.665,2713.986,3778.797,3925.203,4194.021,2105.238,4826.890,2714.620,1762.746
