 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34
598,667.749,2058.411,1394.386,1722.953,1677.936,1656.464,1347.173,1664.507,1325.489,2110.673,2213.045,1935.438,1699.634,1755.524,2022.400,1414.982,1433.632,1590.702,1448.331,1990.760,1205.820,1994.219,1209.758,2309.265,1505.202,1413.006,2353.539,1557.559,1680.852,1765.432,1873.766,2264.435,1836.849,2139.740
599,672.841,2057.643,1397.165,1724.968,1684.229,1669.161,1346.008,1663.698,1337.308,2114.426,2235.113,1934.554,1696.678,1763.109,2033.360,1418.967,1436.994,1605.393,1451.957,2004.872,1202.902,1987.999,1212.680,2314.516,1521.381,1409.896,2346.368,1565.954,1685.358,1768.565,1889.599,2258.683,1839.815,2144.876
600,675.349,2052.991,1394.987,1725.923,1681.775,1654.956,1348.203,1663.072,1336.121,2113.883,2243.380,1942.564,1697.285,1768.781,2029.972,1419.665,1440.194,1585.217,1445.460,2002.531,1207.999,1987.924,1214.837,2307.625,1518.607,1414.731,2344.389,1568.738,1683.300,1765.601,1867.450,2259.178,1847.997,2149.305
601,675.874,2043.287,1395.508,1729.701,1675.337,1661.583,1354.567,1664.711,1333.343,2114.641,2223.600,1941.118,1699.912,1765.292,2040.529,1416.452,1441.715,1599.465,1443.026,2005.099,1209.746,1997.997,1212.609,2295.427,1516.413,1421.065,2335.615,1562.497,1679.172,1776.351,1883.519,2271.280,1835.911,2146.315
602,680.471,2048.811,1395.407,1722.718,1682.849,1664.022,1352.631,1690.566,1333.039,2127.698,2239.278,1939.825,1696.539,1775.014,2033.581,1421.173,1437.149,1594.975,1459.034,1997.917,1208.154,1993.777,1216.879,2302.783,1524.762,1416.854,2353.783,1560.949,1685.896,1778.539,1881.054,2280.505,1845.389,2156.427
603,674.961,2043.829,1392.312,1732.746,1691.355,1665.938,1346.303,1675.237,1324.815,2107.731,2230.960,1929.223,1697.428,1764.922,2024.998,1417.938,1444.618,1605.999,1450.155,2001.784,1203.811,1996.173,1208.762,2298.318,1514.613,1413.486,2337.794,1560.843,1683.023,1753.410,1884.151,2255.915,1840.110,2151.652
604,674.804,2033.847,1390.647,1729.009,1679.223,1659.222,1348.384,1661.719,1333.055,2110.457,2218.527,1929.650,1697.476,1761.607,2035.864,1420.576,1434.927,1598.490,1456.922,1993.529,1201.550,1999.644,1213.082,2301.306,1521.853,1423.961,2340.585,1561.235,1681.482,1763.334,1869.925,2261.533,1845.255,2157.021
605,672.641,2040.019,1387.713,1729.194,1681.950,1656.052,1345.245,1661.823,1332.497,2100.755,2223.198,1932.014,1690.857,1757.542,2029.677,1419.965,1443.530,1592.449,1458.947,1998.160,1206.971,2003.937,1212.064,2297.049,1516.410,1407.851,2337.120,1555.771,1679.919,1761.101,1882.777,2270.765,1830.734,2130.745
606,674.530,2033.728,1390.343,1729.269,1688.739,1665.985,1347.463,1674.814,1325.184,2128.838,2226.574,1928.064,1692.038,1763.038,2020.390,1417.997,1440.396,1600.994,1456.697,1989.593,1207.474,2014.114,1218.304,2296.396,1527.470,1416.953,2365.108,1556.850,1685.725,1754.444,1872.420,2273.722,1833.948,2137.590
607,674.106,2035.477,1393.047,1731.028,1686.779,1664.777,1349.606,1664.277,1330.202,2107.347,2219.578,1920.558,1694.148,1762.718,2027.406,1421.351,1455.820,1602.492,1455.211,1996.288,1203.141,2006.683,1216.693,2298.785,1518.222,1411.174,2349.801,1554.882,1682.221,1761.005,1872.053,2275.013,1836.773,2139.130
608,679.385,2022.317,1393.100,1736.021,1682.021,1665.234,1351.037,1667.226,1326.429,2119.563,2201.781,1922.602,1705.240,1762.246,2034.414,1418.121,1445.151,1603.188,1455.470,1989.964,1208.455,2013.020,1222.555,2297.712,1515.109,1414.052,2368.766,1562.153,1684.073,1754.754,1873.005,2289.240,1824.670,2145.509
609,677.273,2019.009,1392.056,1722.020,1687.798,1667.264,1348.484,1662.460,1324.866,2131.366,2211.553,1928.946,1697.929,1764.344,2032.430,1421.079,1445.503,1604.202,1454.572,1997.068,1205.431,2009.512,1221.764,2290.201,1527.304,1417.858,2361.674,1556.600,1683.266,1755.658,1874.216,2275.168,1833.776,2146.910
610,675.227,2020.875,1389.767,1726.427,1682.253,1663.863,1343.039,1669.775,1337.850,2116.639,2210.601,1927.339,1699.886,1769.794,2025.832,1417.450,1449.557,1596.802,1463.487,1989.356,1196.815,2007.275,1220.729,2293.457,1526.961,1414.733,2355.930,1567.907,1683.877,1757.059,1871.164,2272.739,1834.093,2158.411
611,678.107,2020.470,1395.014,1729.293,1685.267,1657.515,1344.600,1678.195,1314.095,2119.505,2216.012,1909.823,1707.138,1764.610,2036.924,1420.116,1446.796,1590.411,1455.629,1981.939,1203.685,2009.957,1221.757,2288.811,1522.356,1419.553,2381.837,1553.865,1679.271,1746.906,1879.229,2278.555,1828.555,2153.228
612,677.485,2022.488,1392.536,1731.308,1685.214,1660.159,1348.177,1668.768,1324.983,2115.282,2204.551,1927.846,1702.971,1781.719,2030.027,1421.020,1446.137,1604.296,1462.421,1975.406,1206.088,2011.722,1222.967,2299.779,1533.026,1419.777,2372.315,1563.621,1686.022,1755.024,1890.415,2272.688,1829.750,2162.739
613,675.591,2007.813,1387.891,1724.908,1693.296,1658.744,1338.664,1679.864,1317.731,2109.407,2217.419,1905.376,1703.050,1765.555,2029.126,1420.944,1444.691,1612.715,1452.071,1981.890,1199.162,2017.931,1219.999,2293.401,1520.125,1414.162,2373.747,1556.704,1682.731,1736.074,1885.402,2275.490,1826.054,2146.902
614,677.940,2011.124,1394.792,1732.474,1694.515,1664.665,1350.312,1674.024,1324.375,2107.880,2215.536,1918.731,1706.117,1774.656,2015.756,1437.671,1449.599,1594.930,1458.464,1978.373,1208.199,2018.708,1223.835,2286.221,1528.464,1420.203,2362.519,1554.790,1682.506,1749.366,1889.132,2280.855,1818.728,2139.919
615,672.557,2006.730,1395.015,1729.231,1678.985,1664.120,1349.994,1670.231,1314.407,2111.473,2197.222,1915.785,1702.146,1780.024,2018.434,1425.444,1444.990,1594.517,1452.337,1971.239,1202.712,2014.510,1219.690,2291.620,1529.467,1412.256,2363.923,1550.731,1683.661,1734.328,1886.605,2270.852,1827.857,2133.888
616,673.949,2022.007,1389.668,1730.835,1681.849,1658.552,1346.417,1676.157,1314.490,2105.045,2211.659,1902.458,1697.291,1764.095,2020.779,1415.467,1447.379,1601.193,1447.623,1974.584,1197.922,2029.252,1223.711,2287.338,1514.732,1410.645,2369.762,1558.363,1686.672,1743.928,1881.426,2270.208,1811.477,2140.634
617,680.130,2005.146,1394.743,1737.559,1686.866,1665.832,1351.334,1688.917,1318.690,2108.411,2217.979,1912.863,1712.876,1776.816,2021.310,1426.366,1444.562,1605.406,1456.367,1973.689,1206.760,2034.519,1228.091,2285.159,1517.062,1412.393,2373.644,1563.415,1682.695,1742.973,1889.726,2286.269,1816.801,2157.578
618,679.418,2008.612,1392.628,1730.254,1683.379,1655.841,1350.186,1669.230,1324.247,2108.007,2202.093,1913.323,1708.353,1767.947,2028.235,1427.273,1449.000,1597.067,1454.318,1980.861,1203.039,2029.677,1224.297,2269.503,1528.513,1416.601,2378.563,1558.944,1678.916,1741.062,1892.159,2267.672,1816.280,2139.468
619,676.742,1999.095,1391.560,1730.134,1689.477,1656.509,1349.354,1677.212,1311.935,2106.355,2204.196,1906.700,1705.694,1772.215,2019.853,1427.593,1443.710,1610.717,1445.641,1968.133,1202.693,2031.288,1223.456,2288.300,1517.535,1407.533,2384.231,1562.708,1682.569,1744.122,1877.305,2264.819,1812.674,2130.802
620,675.107,2009.259,1387.191,1734.641,1681.515,1657.560,1345.167,1668.808,1318.286,2106.346,2210.520,1906.706,1698.946,1766.989,2027.324,1430.550,1446.648,1616.057,1448.456,1971.053,1199.774,2037.770,1224.138,2269.552,1527.337,1408.424,2384.072,1554.414,1686.334,1739.935,1876.643,2267.893,1822.205,2145.291
621,678.485,2005.155,1389.655,1740.022,1690.265,1660.710,1349.033,1675.476,1319.900,2094.333,2203.987,1906.162,1703.758,1773.245,2012.830,1433.766,1443.292,1605.396,1445.571,1960.326,1197.663,2034.214,1224.830,2271.055,1516.155,1409.562,2386.803,1562.556,1678.919,1725.446,1881.338,2266.063,1809.804,2136.932
622,681.147,1998.475,1392.100,1736.897,1688.003,1663.014,1343.685,1680.598,1317.833,2097.409,2206.490,1897.319,1700.992,1776.964,2020.108,1435.306,1447.874,1604.327,1455.381,1960.190,1204.404,2032.408,1227.596,2278.043,1526.891,1411.381,2383.193,1552.944,1682.487,1725.658,1890.875,2262.443,1801.313,2139.282
623,677.374,2002.695,1393.620,1738.649,1679.207,1664.265,1346.584,1683.009,1319.711,2108.841,2193.257,1913.716,1704.229,1770.701,2021.987,1427.154,1447.860,1600.168,1445.792,1961.991,1204.337,2035.759,1221.980,2276.567,1525.899,1415.996,2376.986,1554.382,1686.752,1724.289,1875.804,2255.533,1801.521,2144.607
624,674.361,2007.829,1395.954,1734.408,1683.690,1658.500,1350.502,1676.841,1318.622,2099.177,2184.800,1910.984,1701.187,1776.754,2014.346,1424.968,1445.308,1606.866,1452.255,1960.714,1198.475,2039.450,1222.630,2259.370,1511.119,1409.399,2404.891,1555.901,1683.862,1728.506,1874.020,2261.075,1803.400,2141.663
625,671.878,1992.987,1390.901,1734.015,1679.177,1664.291,1346.529,1675.817,1305.834,2087.837,2192.613,1902.432,1700.719,1770.607,2018.384,1425.756,1438.648,1614.229,1450.056,1962.545,1199.384,2036.778,1220.491,2275.759,1520.868,1408.109,2395.831,1548.541,1683.831,1725.964,1860.842,2258.746,1811.287,2127.440
626,678.340,2005.915,1392.194,1744.167,1689.443,1660.252,1348.527,1680.857,1313.673,2103.760,2197.625,1908.128,1700.471,1777.159,2025.529,1429.102,1449.077,1612.526,1447.383,1966.283,1199.160,2047.703,1222.213,2262.342,1525.220,1405.013,2391.619,1561.364,1680.223,1733.921,1876.508,2252.925,1815.189,2142.909
627,676.209,2003.541,1390.052,1735.855,1683.585,1654.594,1344.056,1670.224,1313.013,2095.366,2188.500,1894.878,1705.306,1769.944,2010.962,1427.219,1441.996,1603.694,1443.738,1952.508,1202.196,2048.424,1221.264,2257.307,1513.022,1405.891,2385.072,1557.196,1683.801,1733.195,1863.200,2248.440,1793.944,2133.314
628,675.819,2012.572,1394.023,1736.306,1677.935,1662.460,1347.297,1685.220,1315.405,2083.359,2186.392,1906.452,1706.272,1761.420,2012.585,1424.316,1446.017,1614.571,1452.667,1945.564,1202.328,2053.364,1221.841,2262.815,1514.244,1413.195,2383.044,1562.658,1683.749,1738.248,1874.237,2264.692,1807.424,2134.992
629,676.305,2013.459,1394.453,1744.192,1685.257,1659.061,1344.361,1684.606,1319.739,2080.264,2202.218,1899.620,1707.601,1777.094,2024.776,1433.089,1451.885,1606.314,1457.598,1958.981,1197.553,2055.345,1222.421,2261.992,1532.627,1411.725,2388.682,1559.591,1687.649,1728.290,1883.667,2270.997,1801.570,2140.687
630,675.889,1996.013,1390.568,1741.416,1688.522,1651.725,1347.808,1680.865,1317.581,2084.690,2191.178,1895.582,1699.489,1764.598,2006.698,1424.738,1448.170,1612.056,1437.626,1952.671,1195.761,2059.202,1215.292,2262.759,1519.578,1407.444,2389.950,1544.637,1676.230,1723.194,1879.916,2251.097,1806.036,2135.546
631,674.010,1993.347,1388.516,1743.915,1688.128,1653.397,1341.393,1677.070,1305.491,2074.880,2185.723,1894.234,1708.319,1765.037,2008.207,1423.626,1445.590,1618.104,1444.869,1952.247,1193.305,2063.873,1213.617,2255.776,1513.800,1406.433,2393.520,1555.567,1683.566,1738.230,1876.635,2251.899,1793.852,2131.684
632,675.626,1998.192,1391.199,1748.654,1688.228,1661.527,1349.686,1687.635,1317.300,2082.323,2188.775,1896.724,1707.420,1768.004,2019.897,1438.640,1448.714,1619.240,1453.174,1958.794,1197.941,2069.032,1221.753,2266.805,1527.277,1403.229,2380.791,1559.831,1683.107,1733.003,1876.245,2275.692,1821.570,2142.075
633,677.283,1989.101,1393.887,1739.838,1687.269,1657.274,1344.310,1680.211,1315.533,2068.505,2190.576,1894.701,1705.341,1755.969,2010.625,1427.084,1448.697,1612.018,1446.412,1957.662,1196.627,2066.638,1217.819,2262.627,1522.787,1402.235,2374.300,1545.087,1680.445,1720.001,1861.608,2259.899,1811.297,2130.012
634,676.295,2000.443,1388.246,1744.431,1688.291,1657.363,1346.109,1685.979,1311.283,2078.125,2199.591,1894.412,1711.148,1765.619,2016.476,1427.448,1442.810,1609.704,1444.677,1951.188,1201.365,2080.943,1215.048,2256.505,1518.716,1408.734,2377.379,1541.680,1677.649,1726.089,1869.285,2262.725,1815.444,2121.966
635,673.146,1992.642,1392.122,1738.591,1696.586,1658.968,1345.768,1680.437,1318.941,2081.123,2185.580,1892.530,1706.530,1755.466,2005.904,1437.213,1446.157,1623.654,1445.722,1960.301,1196.597,2083.407,1216.712,2257.755,1519.015,1403.871,2384.687,1562.600,1672.015,1723.577,1855.615,2256.936,1826.353,2147.689
636,672.581,1983.931,1388.891,1747.564,1687.181,1656.489,1340.553,1681.167,1305.108,2075.061,2186.201,1876.948,1704.853,1758.771,2015.137,1429.319,1445.218,1622.670,1443.314,1954.287,1201.627,2073.456,1209.520,2254.389,1516.853,1400.472,2373.447,1548.258,1681.767,1723.296,1863.816,2276.776,1808.356,2127.705
637,673.236,1980.876,1389.169,1733.220,1681.914,1648.769,1342.803,1674.253,1311.542,2076.356,2184.078,1883.341,1703.245,1753.397,2007.510,1431.366,1445.745,1611.123,1444.653,1961.145,1196.325,2077.029,1209.463,2256.660,1517.422,1401.538,2364.215,1556.095,1673.421,1727.941,1880.621,2269.964,1807.565,2113.301
638,677.706,1985.019,1395.456,1744.882,1689.979,1647.447,1343.594,1690.987,1316.866,2071.002,2190.721,1896.212,1700.988,1753.205,2028.584,1439.699,1457.966,1621.919,1448.160,1964.512,1202.382,2082.330,1214.482,2259.556,1524.424,1407.443,2375.568,1559.786,1683.369,1729.151,1870.961,2271.618,1803.847,2142.495
639,679.133,1990.664,1391.011,1743.886,1684.080,1651.932,1343.244,1680.161,1318.127,2064.417,2189.242,1885.798,1702.168,1750.037,2039.133,1425.129,1453.557,1608.625,1455.264,1958.371,1198.132,2070.594,1212.879,2256.335,1524.618,1405.640,2369.270,1544.440,1677.528,1737.005,1864.589,2272.584,1800.786,2131.623
640,676.264,1996.462,1391.541,1749.223,1692.883,1655.412,1343.434,1685.746,1317.497,2072.635,2180.887,1881.695,1709.068,1756.000,2019.016,1427.314,1452.254,1626.699,1452.115,1979.771,1198.993,2082.938,1218.051,2259.511,1525.467,1401.417,2362.857,1553.399,1689.117,1726.425,1863.507,2266.968,1807.326,2128.917
641,675.690,1989.219,1394.742,1737.598,1688.941,1649.595,1342.263,1683.595,1307.911,2079.870,2183.819,1886.572,1696.269,1744.181,2023.041,1432.969,1452.252,1626.094,1451.336,1968.842,1192.632,2071.212,1209.633,2243.273,1526.169,1401.969,2360.647,1552.278,1676.660,1732.533,1855.051,2262.992,1808.143,2117.201
642,676.393,1996.920,1390.868,1741.204,1692.498,1652.346,1343.291,1670.925,1311.695,2066.200,2171.672,1891.788,1697.129,1748.208,2022.356,1420.514,1449.030,1623.311,1450.041,1962.943,1194.964,2072.605,1207.203,2252.109,1524.842,1398.498,2353.785,1538.541,1680.915,1746.929,1864.952,2271.271,1803.277,2132.552
643,678.460,1978.501,1395.238,1748.539,1696.438,1658.386,1348.269,1685.659,1315.047,2063.924,2179.944,1888.975,1707.508,1757.637,2032.720,1428.539,1453.490,1616.985,1445.992,1975.342,1194.743,2064.907,1213.015,2258.255,1526.240,1405.246,2375.081,1554.334,1677.311,1726.805,1864.194,2283.456,1813.331,2122.434
644,676.035,1973.232,1394.470,1738.354,1691.394,1644.553,1340.613,1668.301,1316.637,2066.023,2154.489,1895.475,1697.110,1747.072,2022.032,1420.262,1453.519,1613.494,1449.244,1964.946,1190.322,2062.268,1207.685,2248.091,1521.863,1400.211,2354.400,1546.696,1676.722,1729.969,1859.930,2252.879,1792.611,2118.132
645,675.482,1977.740,1391.849,1739.858,1695.678,1650.071,1340.712,1667.682,1308.189,2067.409,2179.363,1886.014,1697.787,1754.930,2020.816,1418.733,1457.152,1615.888,1448.376,1979.969,1194.980,2057.624,1210.365,2250.508,1528.450,1397.603,2370.152,1545.733,1681.840,1721.872,1857.667,2267.391,1805.532,2126.334
646,675.762,1973.189,1388.614,1734.964,1695.363,1649.720,1344.071,1667.487,1308.874,2061.510,2163.193,1885.249,1694.131,1748.019,2028.465,1429.242,1461.158,1609.110,1451.006,1985.549,1192.226,2060.333,1208.804,2243.833,1534.719,1400.904,2357.779,1536.982,1681.923,1737.151,1869.745,2279.085,1803.602,2132.118
647,676.430,1977.575,1392.911,1742.581,1693.181,1652.526,1345.518,1679.107,1322.564,2066.328,2183.627,1885.602,1700.772,1749.448,2034.287,1430.167,1456.228,1628.451,1448.374,1982.648,1195.923,2060.568,1211.311,2247.382,1528.504,1400.490,2369.820,1556.284,1678.690,1731.556,1856.350,2273.306,1794.769,2124.885
648,678.365,1983.865,1394.351,1743.894,1689.136,1650.632,1344.555,1682.825,1309.558,2061.634,2176.329,1890.405,1701.581,1747.861,2035.510,1430.794,1458.913,1623.402,1456.369,1987.438,1197.356,2051.475,1210.686,2254.128,1536.002,1401.409,2363.453,1549.187,1681.595,1746.598,1849.018,2282.269,1798.533,2135.488
649,672.739,1969.766,1388.373,1734.719,1692.098,1646.856,1338.491,1669.617,1305.272,2059.994,2167.177,1878.396,1700.006,1745.405,2022.960,1420.773,1451.927,1607.040,1451.333,1984.389,1190.702,2044.933,1209.103,2241.059,1524.719,1393.000,2359.436,1538.637,1673.188,1729.886,1852.455,2261.155,1785.309,2126.510
650,675.672,1984.293,1392.270,1733.457,1689.386,1647.726,1339.495,1671.028,1304.184,2067.106,2171.440,1884.788,1695.030,1752.477,2023.250,1423.169,1453.316,1618.255,1446.574,1981.774,1191.409,2054.388,1207.932,2259.885,1525.240,1400.433,2362.190,1543.203,1675.418,1747.548,1840.663,2278.368,1779.334,2127.835
651,672.720,1978.487,1386.484,1741.906,1692.948,1651.406,1344.229,1667.588,1305.765,2050.977,2182.252,1893.176,1696.557,1747.354,2020.377,1436.779,1454.796,1621.196,1441.163,1977.684,1190.769,2040.065,1206.711,2245.066,1517.181,1398.438,2349.714,1542.507,1678.532,1745.167,1844.539,2275.729,1782.454,2115.481
652,679.444,1981.836,1393.261,1749.999,1690.088,1656.111,1346.570,1687.669,1315.258,2066.433,2174.195,1901.305,1700.773,1752.455,2029.388,1430.854,1462.368,1622.619,1447.791,1989.159,1195.597,2053.246,1210.684,2240.552,1529.421,1397.872,2363.617,1542.761,1681.671,1746.297,1848.311,2283.735,1787.276,2135.102
653,678.693,1972.091,1391.051,1741.120,1694.054,1646.172,1342.249,1675.281,1308.546,2070.082,2179.272,1909.591,1704.246,1745.303,2038.953,1425.392,1457.540,1613.900,1441.697,1972.182,1193.672,2048.175,1209.802,2248.213,1526.271,1403.125,2356.354,1547.109,1685.091,1730.047,1851.113,2270.119,1792.568,2123.725
654,676.604,1970.793,1391.627,1737.945,1694.200,1651.937,1342.926,1663.108,1302.245,2065.407,2179.839,1905.772,1703.133,1745.409,2031.549,1425.549,1453.451,1634.131,1434.154,1984.848,1191.566,2038.843,1207.751,2237.025,1524.023,1393.869,2353.498,1545.439,1681.754,1742.423,1846.255,2282.184,1778.017,2111.428
655,679.348,1976.503,1392.435,1755.262,1701.869,1651.418,1349.250,1681.314,1313.445,2059.657,2168.439,1903.543,1705.028,1745.987,2040.558,1433.359,1459.191,1625.248,1444.675,1987.327,1192.925,2037.391,1215.728,2240.215,1529.070,1402.361,2358.881,1549.860,1689.941,1748.254,1837.866,2285.932,1796.818,2122.482
656,676.293,1975.093,1392.323,1750.597,1707.209,1650.996,1342.878,1679.039,1316.131,2065.091,2179.217,1916.243,1708.257,1755.159,2032.118,1438.179,1455.379,1620.243,1448.313,1995.822,1192.685,2025.029,1205.492,2236.680,1524.384,1404.196,2357.370,1552.005,1685.287,1748.891,1849.485,2288.819,1775.406,2108.689
657,677.257,1977.619,1388.913,1750.671,1703.995,1657.657,1348.319,1679.870,1314.401,2053.627,2171.430,1914.233,1705.109,1748.987,2032.197,1432.007,1452.627,1633.588,1444.270,1993.099,1191.889,2039.276,1207.846,2246.147,1523.990,1398.650,2364.929,1540.484,1685.068,1745.359,1842.874,2282.078,1772.046,2110.465
658,676.034,1964.637,1391.200,1757.853,1711.778,1649.765,1345.798,1672.707,1313.083,2072.197,2170.164,1913.715,1709.185,1740.823,2019.959,1438.673,1451.215,1621.615,1443.145,1982.861,1197.097,2032.365,1205.284,2241.802,1521.022,1409.810,2371.605,1549.470,1688.974,1740.629,1845.248,2277.646,1763.547,2103.695
659,675.646,1961.305,1388.257,1747.555,1704.017,1640.535,1340.703,1669.981,1302.452,2055.636,2175.669,1925.696,1706.985,1735.749,2022.354,1423.212,1455.809,1619.073,1433.539,1988.046,1191.883,2023.523,1202.094,2239.251,1519.013,1403.545,2362.691,1538.157,1681.561,1731.333,1823.961,2270.129,1762.554,2121.250
660,675.848,1979.815,1388.466,1751.744,1706.036,1652.595,1337.666,1674.588,1306.917,2062.289,2171.871,1930.676,1700.403,1734.242,2024.611,1430.213,1453.137,1618.798,1436.756,1980.855,1191.028,2030.097,1206.390,2237.008,1511.978,1404.124,2358.256,1540.624,1688.044,1745.099,1827.232,2278.074,1767.659,2100.652
661,678.541,1958.930,1388.913,1754.302,1711.765,1653.130,1342.368,1669.668,1304.618,2041.429,2172.140,1912.619,1708.450,1739.676,2025.239,1423.819,1453.826,1622.740,1437.316,1984.982,1187.755,2030.975,1201.161,2236.364,1514.235,1401.215,2360.481,1535.307,1687.783,1741.132,1833.411,2286.945,1771.117,2123.656
662,679.644,1961.295,1387.384,1755.170,1720.876,1642.341,1339.023,1684.234,1313.334,2063.148,2158.988,1930.658,1707.834,1741.214,2031.497,1428.972,1455.339,1625.901,1436.617,1998.809,1189.043,2036.776,1205.742,2242.646,1517.270,1409.663,2365.861,1546.867,1692.213,1740.987,1830.011,2286.614,1773.938,2108.249
663,678.541,1982.248,1387.721,1764.721,1721.126,1651.163,1339.409,1671.267,1313.920,2055.444,2177.749,1937.806,1712.713,1742.005,2037.519,1424.177,1458.177,1617.404,1435.544,1983.321,1193.255,2040.633,1203.563,2229.542,1524.488,1403.965,2368.130,1553.947,1696.008,1742.003,1827.903,2269.810,1775.536,2129.083
664,677.231,1973.152,1387.099,1748.082,1714.739,1656.082,1337.635,1659.887,1310.936,2059.458,2170.421,1933.644,1701.277,1737.964,2030.800,1422.946,1453.227,1630.395,1439.639,1989.316,1193.733,2028.083,1201.016,2229.230,1523.117,1402.209,2365.459,1536.364,1688.448,1751.059,1832.258,2281.674,1761.700,2130.357
665,680.048,1975.635,1391.426,1757.499,1715.737,1652.516,1345.694,1677.218,1309.987,2067.372,2164.335,1933.546,1706.538,1743.344,2035.069,1425.244,1456.081,1622.654,1439.396,1991.033,1191.990,2038.694,1198.255,2233.902,1520.360,1402.302,2379.006,1539.396,1688.697,1749.715,1831.729,2273.705,1759.095,2125.319
666,676.251,1980.300,1387.499,1756.746,1721.693,1648.583,1344.259,1675.764,1311.348,2054.673,2164.931,1935.249,1707.537,1741.414,2033.862,1427.022,1453.602,1610.170,1430.897,1986.905,1192.375,2044.625,1196.273,2235.459,1514.100,1400.834,2357.772,1544.944,1690.308,1749.623,1823.069,2277.129,1756.718,2116.629
667,677.367,1986.614,1388.702,1752.336,1712.995,1653.311,1343.804,1685.414,1316.506,2049.387,2167.220,1937.522,1710.930,1744.539,2038.522,1422.242,1455.930,1622.889,1445.332,1990.177,1196.903,2038.484,1201.964,2238.175,1519.124,1410.718,2365.150,1543.860,1693.090,1749.635,1822.683,2289.375,1763.565,2123.417
668,677.411,1977.882,1386.961,1762.746,1714.840,1646.390,1341.621,1674.655,1313.734,2055.085,2162.843,1940.882,1701.877,1746.061,2030.812,1417.598,1453.233,1611.654,1436.360,1986.322,1191.087,2042.142,1199.698,2228.655,1514.654,1404.192,2348.033,1543.869,1688.371,1755.207,1832.884,2282.119,1762.329,2098.481
669,672.906,1966.610,1387.167,1748.795,1712.685,1641.120,1335.561,1682.510,1304.494,2047.427,2163.580,1929.709,1706.613,1736.705,2026.525,1420.215,1452.784,1606.398,1424.983,1984.344,1190.058,2045.857,1198.360,2232.072,1502.713,1400.336,2361.457,1526.382,1686.254,1746.331,1813.312,2271.121,1755.923,2105.853
670,677.551,1975.533,1383.849,1761.030,1713.886,1644.333,1335.357,1676.726,1313.076,2054.632,2163.492,1932.153,1702.094,1737.358,2032.381,1418.296,1452.347,1611.147,1436.117,1983.778,1190.069,2035.417,1194.842,2225.014,1514.323,1393.840,2345.422,1547.903,1682.389,1751.661,1822.622,2272.720,1757.271,2110.047
671,680.169,1960.820,1387.487,1754.196,1725.394,1653.441,1342.221,1683.348,1310.570,2063.928,2169.056,1933.390,1704.592,1731.020,2030.661,1414.464,1458.838,1614.068,1431.380,1981.072,1189.274,2038.516,1193.898,2234.006,1515.338,1402.682,2356.469,1552.983,1684.751,1770.063,1818.140,2278.487,1748.452,2110.449
672,678.298,1972.493,1387.122,1766.209,1720.260,1654.147,1343.401,1683.182,1313.741,2050.013,2161.312,1929.066,1709.268,1729.970,2044.615,1423.240,1455.755,1611.505,1433.560,1987.041,1193.965,2048.722,1196.443,2227.709,1518.558,1402.992,2358.057,1549.954,1691.347,1755.055,1825.932,2286.742,1746.933,2118.061
673,678.135,1973.223,1384.472,1763.782,1717.886,1654.695,1337.774,1686.256,1308.336,2053.769,2168.327,1937.462,1712.555,1727.866,2042.771,1426.356,1450.967,1608.221,1432.343,1979.406,1190.948,2050.141,1194.713,2230.201,1519.675,1400.739,2351.383,1547.618,1687.290,1757.365,1805.532,2283.451,1752.191,2116.378
674,670.357,1973.934,1382.559,1755.067,1716.701,1645.635,1342.439,1679.892,1306.650,2053.966,2155.190,1939.634,1701.591,1724.834,2034.938,1412.303,1450.255,1617.016,1435.560,1976.808,1187.041,2038.862,1194.632,2227.871,1513.559,1397.113,2341.864,1540.364,1685.982,1763.568,1833.173,2287.309,1739.291,2105.272
675,674.442,1974.209,1385.655,1763.629,1715.196,1648.703,1342.219,1681.823,1305.467,2040.115,2149.104,1931.804,1716.916,1734.603,2039.302,1414.903,1463.148,1608.198,1435.603,1985.935,1189.479,2043.050,1193.431,2227.481,1513.377,1404.542,2345.545,1538.176,1687.462,1758.492,1819.088,2290.651,1748.105,2107.814
676,675.025,1967.021,1387.865,1752.904,1716.410,1650.728,1343.507,1688.907,1308.238,2044.206,2160.447,1940.566,1719.112,1722.457,2031.508,1418.047,1456.356,1608.274,1429.069,1985.454,1189.425,2044.701,1192.580,2231.472,1515.898,1403.205,2357.933,1545.091,1686.776,1744.414,1827.401,2281.506,1745.976,2091.029
677,674.155,1967.203,1386.457,1751.675,1707.795,1646.561,1340.228,1690.801,1306.695,2051.924,2154.469,1930.831,1714.095,1719.638,2033.905,1415.105,1446.016,1613.795,1429.425,1979.491,1183.400,2045.377,1192.363,2235.148,1509.105,1393.434,2348.865,1537.025,1677.159,1738.684,1813.730,2283.588,1726.516,2100.126
