 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
4725,717.333,1601.895,1743.474,1163.524,856.444,1053.480,931.785,886.107,1174.714,1427.090,1225.058,1138.927,1482.449,940.101
4726,724.728,1602.016,1748.503,1171.177,862.017,1061.813,937.806,887.861,1174.508,1430.797,1223.323,1144.313,1487.076,936.338
4727,715.696,1591.430,1740.948,1162.429,853.608,1050.968,931.045,885.280,1168.121,1424.106,1219.658,1131.921,1483.115,932.344
4728,721.801,1601.819,1751.202,1169.836,863.536,1063.084,939.337,893.575,1179.914,1433.619,1226.350,1143.951,1488.934,941.581
4729,728.801,1605.476,1752.569,1167.845,861.419,1059.637,939.110,888.363,1179.362,1432.309,1223.763,1143.637,1483.983,938.633
4730,711.924,1604.190,1747.761,1166.713,858.418,1055.292,936.429,888.050,1175.178,1435.114,1228.453,1146.184,1483.553,937.434
4731,714.676,1600.241,1746.078,1164.620,858.035,1059.556,933.802,888.970,1171.162,1428.658,1219.493,1144.472,1475.958,939.993
4732,723.689,1600.576,1750.194,1168.564,862.266,1058.815,937.128,889.302,1176.915,1432.387,1224.021,1152.150,1480.922,938.541
4733,709.478,1602.351,1749.052,1165.251,859.794,1060.536,936.851,888.083,1172.931,1431.006,1225.980,1152.689,1486.611,940.775
4734,717.681,1597.739,1746.422,1164.758,859.579,1060.964,935.581,888.910,1172.062,1428.133,1221.424,1152.927,1488.712,944.236
4735,717.657,1601.134,1749.441,1167.854,861.781,1059.535,938.315,890.704,1177.228,1431.209,1226.032,1153.461,1483.891,942.737
4736,720.412,1595.423,1748.634,1164.157,860.358,1059.270,934.597,888.409,1168.231,1429.273,1226.948,1150.621,1484.431,944.279
4737,711.527,1601.085,1743.707,1166.100,858.303,1060.055,935.106,888.572,1172.260,1438.298,1226.988,1150.537,1481.962,948.322
4738,721.118,1599.458,1746.444,1167.870,863.652,1062.214,941.385,891.343,1169.068,1431.051,1225.226,1151.872,1481.397,950.077
4739,715.336,1598.045,1744.236,1167.441,858.233,1061.407,935.057,888.248,1168.807,1431.160,1218.383,1156.792,1482.646,948.304
4740,708.424,1596.450,1746.246,1167.693,861.723,1062.123,936.036,891.679,1165.121,1436.860,1227.288,1156.998,1493.203,951.136
4741,704.203,1593.858,1741.450,1167.231,859.947,1062.141,934.499,887.477,1162.798,1431.931,1223.022,1153.349,1481.936,952.934
4742,728.801,1601.651,1742.089,1171.001,863.727,1062.967,942.959,893.904,1166.068,1436.884,1229.258,1147.921,1482.342,953.465
4743,714.564,1598.396,1740.591,1166.719,859.306,1061.074,936.048,889.408,1164.315,1434.140,1222.343,1151.795,1486.265,951.715
4744,708.113,1600.234,1738.979,1170.224,859.395,1059.654,935.719,886.676,1164.122,1434.357,1222.743,1149.904,1484.500,960.037
4745,722.819,1597.585,1740.837,1166.921,859.973,1060.957,937.390,888.301,1164.579,1436.959,1223.438,1153.963,1490.379,961.259
4746,717.449,1602.207,1741.943,1164.652,860.036,1057.330,938.671,888.467,1162.343,1434.438,1227.465,1148.293,1476.324,959.393
4747,723.272,1601.864,1743.897,1168.087,859.702,1058.882,937.178,888.438,1164.861,1437.721,1222.735,1145.311,1487.896,962.576
4748,711.939,1600.924,1740.564,1168.230,860.187,1061.941,940.600,889.643,1165.349,1430.809,1225.645,1150.945,1485.620,961.510
4749,718.488,1603.271,1740.687,1165.944,859.325,1061.623,938.470,886.692,1159.661,1427.277,1225.289,1153.261,1487.155,963.354
4750,716.039,1599.521,1739.362,1164.396,858.809,1058.125,937.109,888.214,1159.833,1434.307,1223.025,1149.646,1494.030,966.275
4751,713.892,1602.812,1739.629,1167.721,862.090,1062.009,940.537,890.741,1164.458,1434.657,1225.756,1155.473,1486.219,961.728
4752,719.848,1605.755,1745.405,1170.488,864.363,1062.694,943.794,892.936,1163.606,1438.019,1228.515,1160.190,1495.022,964.186
4753,717.995,1603.509,1742.278,1168.091,862.071,1063.596,941.071,888.824,1160.797,1436.511,1221.310,1150.490,1486.535,967.452
4754,728.380,1606.512,1739.453,1171.325,862.371,1061.631,941.105,891.860,1161.613,1434.786,1220.668,1153.905,1493.284,968.268
4755,721.306,1604.128,1735.987,1165.518,860.591,1061.921,936.255,887.180,1160.902,1431.286,1224.667,1159.192,1497.223,963.626
4756,720.520,1606.674,1740.508,1167.222,863.758,1059.727,940.677,890.384,1160.080,1434.114,1224.199,1154.628,1491.028,966.733
4757,723.721,1606.970,1735.743,1166.108,861.860,1061.814,939.735,890.158,1161.278,1431.747,1223.169,1159.108,1504.402,960.317
4758,711.863,1599.723,1731.900,1165.492,860.998,1059.030,937.806,887.010,1161.326,1430.868,1221.766,1156.077,1492.565,964.098
4759,728.463,1604.790,1733.631,1167.511,860.686,1061.027,939.445,889.556,1162.407,1433.769,1220.311,1156.651,1496.824,960.915
4760,728.005,1607.760,1738.572,1170.093,864.461,1063.833,941.993,888.479,1165.316,1435.563,1220.226,1164.024,1502.776,964.573
4761,714.978,1602.058,1730.466,1169.672,860.099,1062.062,937.795,886.323,1160.214,1433.845,1221.985,1158.897,1501.213,963.842
4762,720.468,1602.847,1738.134,1171.869,861.112,1063.062,938.721,892.651,1162.156,1436.878,1224.433,1155.937,1506.001,962.047
4763,718.265,1601.372,1731.610,1169.768,857.895,1056.469,936.378,885.636,1160.787,1434.947,1218.698,1153.414,1509.307,962.451
4764,718.615,1605.825,1738.203,1175.534,864.217,1068.181,939.875,891.877,1165.626,1439.053,1221.077,1159.416,1506.578,966.712
4765,721.270,1600.614,1730.352,1168.834,859.214,1058.288,936.856,888.451,1162.444,1433.916,1217.868,1154.949,1501.504,955.425
4766,715.571,1605.479,1736.356,1171.849,862.622,1063.383,935.463,890.203,1159.365,1436.063,1214.029,1154.900,1504.642,957.807
4767,714.902,1602.811,1733.238,1170.074,859.736,1060.375,937.483,886.921,1157.871,1428.729,1220.825,1155.481,1504.870,957.755
4768,712.968,1604.137,1736.855,1169.157,860.185,1060.412,936.508,887.521,1160.450,1430.158,1217.622,1152.794,1495.884,956.055
4769,715.566,1600.471,1737.511,1170.499,862.853,1060.588,940.014,887.787,1160.255,1432.521,1217.722,1152.010,1503.730,954.400
4770,710.627,1602.578,1735.596,1169.932,859.523,1059.554,935.232,888.237,1154.623,1432.974,1215.243,1150.280,1499.130,948.921
4771,721.417,1603.685,1734.353,1169.910,860.704,1059.950,938.168,892.025,1157.701,1429.701,1216.576,1151.954,1497.360,953.360
4772,714.765,1608.424,1737.174,1171.447,861.565,1060.447,935.080,889.462,1158.504,1431.260,1215.638,1149.009,1512.414,948.960
4773,720.721,1608.683,1735.476,1168.552,860.017,1061.825,933.632,885.866,1158.809,1429.259,1218.160,1152.564,1504.148,945.021
4774,724.551,1606.659,1741.923,1171.859,864.831,1064.450,941.084,893.380,1163.972,1434.841,1219.443,1156.973,1508.351,949.354
4775,717.240,1608.289,1738.686,1171.858,863.521,1061.836,936.246,892.468,1165.528,1435.034,1216.967,1154.438,1509.389,949.456
4776,720.794,1605.688,1735.853,1165.516,860.863,1060.923,935.188,889.824,1155.225,1434.872,1211.318,1154.746,1510.334,945.891
4777,714.475,1609.160,1738.534,1171.036,861.432,1063.817,938.730,890.415,1162.677,1435.938,1218.178,1152.404,1505.821,944.948
4778,713.328,1606.146,1740.056,1174.200,864.002,1067.324,939.953,892.181,1159.447,1438.183,1216.568,1154.983,1519.451,948.677
4779,717.873,1607.278,1742.329,1170.720,860.440,1061.676,936.058,887.793,1157.626,1431.131,1211.274,1152.115,1520.780,948.961
4780,705.515,1608.205,1739.086,1170.015,860.951,1061.719,935.360,889.891,1155.951,1434.743,1210.141,1151.659,1506.308,945.352
4781,724.015,1609.711,1736.015,1170.279,864.039,1065.907,933.833,888.474,1157.493,1434.369,1214.915,1154.116,1522.226,945.424
4782,714.270,1610.349,1738.749,1170.893,866.223,1069.589,942.918,892.343,1165.130,1436.321,1214.037,1155.252,1522.101,948.031
4783,720.610,1610.153,1743.992,1172.351,864.137,1068.193,942.083,890.913,1160.457,1439.637,1215.818,1153.352,1524.309,947.775
4784,715.789,1609.904,1743.742,1167.638,862.284,1064.885,936.720,884.796,1161.266,1431.821,1212.736,1150.268,1513.832,944.132
4785,711.336,1606.910,1742.063,1170.347,861.985,1068.238,934.887,890.813,1159.263,1437.744,1216.907,1150.810,1518.666,942.003
4786,717.836,1603.259,1738.504,1167.295,859.923,1069.373,934.860,888.215,1160.804,1432.249,1210.323,1146.888,1513.382,940.735
4787,722.412,1613.351,1742.678,1173.378,866.503,1076.499,940.326,893.511,1159.425,1434.688,1212.472,1152.331,1521.147,942.883
4788,721.147,1605.856,1745.844,1167.609,863.059,1072.439,936.097,888.098,1159.821,1433.747,1216.497,1151.407,1516.094,941.124
4789,720.909,1606.916,1743.748,1170.924,865.383,1071.757,936.267,889.309,1161.369,1436.633,1210.831,1150.483,1531.610,948.104
4790,719.355,1609.166,1748.563,1169.097,864.570,1073.679,934.868,888.884,1161.258,1435.068,1215.656,1150.461,1521.072,939.367
4791,718.225,1604.911,1748.668,1169.251,862.162,1072.197,934.959,890.068,1156.925,1430.762,1207.247,1151.533,1522.304,940.443
4792,713.995,1604.465,1745.841,1167.130,862.018,1075.285,937.809,888.430,1159.009,1429.347,1206.245,1150.418,1518.023,938.514
4793,721.669,1606.884,1746.396,1164.029,863.173,1074.311,935.274,887.083,1159.896,1425.641,1204.025,1149.228,1518.391,939.622
4794,722.998,1607.215,1757.763,1171.849,865.630,1079.824,941.272,888.622,1165.265,1434.032,1210.696,1157.805,1531.403,941.148
4795,720.593,1607.138,1753.421,1165.572,862.756,1077.493,942.210,887.117,1156.537,1426.990,1206.010,1150.250,1527.599,941.216
4796,715.625,1607.601,1754.725,1166.256,863.969,1078.135,941.187,887.746,1157.228,1429.514,1208.057,1156.183,1529.367,942.041
4797,727.108,1611.138,1756.561,1170.630,867.164,1080.753,942.170,890.801,1162.250,1434.000,1208.958,1155.688,1525.765,939.235
4798,717.181,1602.672,1750.595,1161.135,860.589,1075.131,937.235,884.894,1156.949,1428.957,1209.350,1149.563,1520.893,934.017
4799,724.326,1605.965,1752.737,1165.776,862.951,1080.711,938.693,886.233,1158.205,1433.783,1208.353,1151.366,1525.024,934.402
4800,709.436,1600.061,1752.180,1162.632,862.892,1076.844,938.205,887.893,1154.471,1426.315,1206.275,1156.429,1530.714,933.417
4801,719.169,1602.468,1752.792,1165.699,861.820,1077.794,934.293,885.130,1155.182,1426.941,1203.546,1152.409,1529.229,934.149
4802,718.912,1604.294,1755.788,1165.258,864.715,1083.644,939.272,887.763,1159.374,1435.321,1204.689,1152.381,1534.606,939.771
4803,713.892,1606.638,1751.978,1164.247,864.891,1081.548,938.097,884.933,1155.285,1431.940,1205.843,1149.661,1542.726,940.226
4804,721.456,1605.502,1760.128,1169.198,868.458,1084.942,944.102,889.640,1161.652,1432.411,1209.388,1158.649,1537.114,938.487
4805,710.228,1605.422,1753.201,1164.381,868.071,1082.355,937.776,889.554,1154.760,1430.422,1203.324,1153.949,1546.101,936.297
4806,714.275,1602.472,1752.620,1162.910,865.008,1082.904,935.988,888.833,1157.593,1433.153,1206.854,1153.804,1530.405,934.218
4807,719.828,1602.005,1752.701,1165.510,864.743,1082.013,939.953,887.073,1160.634,1431.516,1203.144,1159.042,1540.775,938.986
4808,706.740,1597.862,1746.124,1164.496,862.887,1082.101,936.663,885.206,1157.494,1428.296,1204.998,1154.443,1544.410,934.039
4809,728.181,1605.348,1753.776,1166.437,867.507,1082.435,937.779,888.892,1157.503,1431.941,1206.707,1156.404,1551.929,938.694
4810,721.510,1605.514,1753.607,1165.987,866.389,1083.838,939.908,885.828,1160.538,1428.947,1203.841,1156.153,1543.468,942.118
4811,723.750,1603.844,1751.979,1166.458,864.933,1081.376,938.182,886.751,1155.992,1426.268,1206.919,1155.316,1555.874,937.002
4812,713.701,1602.525,1755.719,1164.124,864.011,1084.373,937.609,886.091,1153.089,1428.024,1200.163,1156.794,1554.887,932.298
4813,714.250,1599.801,1754.402,1162.167,861.211,1080.190,932.729,884.738,1151.307,1426.431,1204.282,1147.074,1544.283,933.774
4814,719.995,1606.466,1754.290,1165.959,864.552,1084.153,937.755,886.764,1151.520,1426.575,1205.796,1155.703,1556.359,933.398
4815,717.816,1609.806,1758.296,1168.825,868.141,1086.546,940.891,891.588,1158.849,1431.330,1208.984,1159.183,1562.447,941.297
4816,726.422,1602.705,1750.421,1161.371,862.757,1080.493,932.589,884.272,1150.029,1423.186,1203.453,1152.705,1554.805,933.181
4817,714.684,1598.329,1754.407,1162.706,863.179,1079.048,935.714,884.647,1151.644,1425.113,1206.265,1151.472,1558.609,931.055
4818,726.314,1603.799,1752.570,1165.648,864.278,1080.426,934.367,885.058,1150.928,1428.130,1206.308,1153.323,1562.833,937.035
4819,715.559,1605.445,1756.626,1166.106,867.231,1084.245,936.451,885.762,1155.939,1430.585,1204.963,1152.825,1564.510,935.235
4820,710.409,1600.710,1752.685,1163.791,865.093,1080.017,931.361,884.891,1152.616,1428.016,1204.099,1149.487,1562.136,936.337
4821,721.098,1603.312,1756.682,1168.352,868.606,1080.257,934.420,886.587,1152.041,1429.296,1205.497,1157.577,1563.172,938.833
4822,713.233,1600.723,1754.405,1166.448,865.634,1077.960,934.691,884.141,1149.616,1425.756,1199.359,1145.664,1571.278,931.107
4823,710.483,1603.636,1759.820,1167.625,871.375,1082.441,936.958,888.258,1156.729,1427.036,1207.816,1158.968,1570.228,942.798
4824,710.304,1601.303,1754.488,1166.804,867.607,1078.567,934.849,885.458,1155.831,1426.713,1208.213,1151.946,1567.824,932.750
4825,710.983,1597.722,1749.200,1166.832,866.822,1078.329,932.237,886.148,1154.880,1424.232,1207.695,1146.505,1569.873,935.631
4826,719.265,1600.747,1754.702,1163.692,867.012,1076.573,933.612,884.322,1150.578,1422.012,1205.454,1151.634,1572.769,931.144
4827,720.635,1596.834,1752.790,1166.749,870.451,1079.744,936.718,886.077,1152.400,1424.699,1211.200,1154.296,1575.485,938.231
4828,715.235,1603.603,1748.176,1166.543,869.490,1077.710,933.184,883.032,1150.533,1423.478,1198.794,1152.631,1569.223,931.082
4829,719.105,1599.050,1755.081,1170.415,871.725,1080.735,936.109,884.558,1152.226,1425.393,1209.200,1156.662,1576.773,935.641
4830,726.419,1601.401,1753.656,1170.422,873.584,1081.474,938.724,885.664,1150.303,1428.241,1212.882,1161.081,1582.062,937.944
4831,717.728,1599.889,1758.589,1170.840,873.583,1081.344,938.077,887.897,1154.391,1423.678,1206.451,1156.159,1578.797,933.583
4832,717.708,1600.458,1752.333,1165.471,872.991,1075.781,933.980,885.892,1152.962,1423.923,1204.136,1157.562,1579.518,930.724
4833,712.458,1594.354,1749.033,1164.040,871.522,1076.573,933.438,885.618,1151.381,1420.842,1203.220,1155.834,1573.297,931.366
4834,716.620,1602.070,1754.556,1170.546,874.518,1081.078,936.974,887.557,1150.497,1425.683,1207.215,1158.014,1588.156,932.407
4835,708.691,1600.059,1755.999,1164.383,870.919,1075.908,934.116,885.469,1152.641,1424.346,1206.099,1159.022,1582.475,930.338
4836,720.049,1599.420,1756.394,1169.763,873.291,1075.880,939.039,889.063,1152.087,1428.212,1212.068,1159.612,1579.151,937.854
4837,715.211,1599.370,1754.510,1166.807,872.770,1074.125,936.405,887.628,1151.800,1426.270,1207.422,1156.751,1579.920,933.089
4838,711.196,1598.590,1755.763,1170.763,872.089,1073.945,935.719,884.525,1152.208,1424.534,1205.946,1156.649,1586.499,933.658
4839,718.679,1599.081,1762.643,1170.301,871.515,1074.709,933.416,886.171,1152.427,1422.661,1207.802,1155.712,1578.467,932.990
4840,718.137,1604.287,1761.818,1172.051,875.883,1078.564,939.159,886.693,1153.585,1424.397,1210.024,1160.130,1590.621,938.389
4841,714.672,1603.197,1764.375,1169.583,874.085,1075.257,938.003,889.736,1153.341,1418.158,1205.384,1157.612,1580.297,933.387
4842,723.105,1597.187,1759.606,1166.324,870.759,1072.481,931.661,883.812,1149.646,1419.839,1200.218,1154.204,1584.158,931.233
4843,719.490,1601.626,1766.427,1175.643,875.573,1076.848,941.193,888.226,1152.955,1424.070,1210.880,1160.920,1583.447,936.256
4844,720.662,1601.830,1764.996,1170.384,874.097,1076.303,939.188,888.653,1153.583,1423.095,1209.996,1155.981,1588.219,935.454
4845,720.132,1598.113,1756.254,1172.122,873.536,1075.486,938.818,887.044,1150.305,1421.251,1208.865,1158.186,1583.125,930.635
4846,720.218,1601.932,1762.181,1171.715,874.121,1075.139,937.496,887.326,1151.724,1423.804,1211.946,1154.283,1591.196,933.896
4847,724.936,1597.226,1760.479,1173.263,874.834,1074.754,939.722,889.685,1152.344,1418.847,1208.957,1161.707,1589.809,940.621
4848,720.086,1595.552,1759.499,1173.679,870.462,1073.603,936.176,886.113,1150.142,1419.659,1207.276,1149.866,1590.571,929.912
4849,727.113,1594.343,1761.777,1172.791,875.469,1077.582,940.101,889.815,1152.344,1417.895,1210.130,1161.789,1588.798,938.626
4850,724.355,1602.880,1765.048,1175.771,876.221,1074.766,939.269,889.514,1152.329,1425.751,1211.057,1158.269,1586.445,934.586
4851,712.750,1593.401,1762.070,1173.291,871.577,1072.950,938.465,886.285,1152.500,1416.741,1203.588,1154.152,1587.006,932.912
4852,717.993,1597.293,1763.284,1170.579,870.956,1070.469,937.128,883.979,1149.586,1413.485,1204.103,1145.760,1580.115,932.956
4853,713.208,1599.270,1761.332,1171.669,871.832,1074.476,935.977,887.525,1152.605,1422.839,1204.535,1154.161,1588.322,930.789
4854,723.422,1596.377,1761.708,1175.677,872.157,1077.407,938.835,889.162,1149.650,1427.927,1206.605,1152.299,1587.868,929.558
4855,719.701,1597.975,1759.543,1172.268,871.784,1073.256,935.010,884.980,1151.586,1427.434,1205.229,1149.954,1579.997,930.054
4856,717.951,1595.202,1763.911,1172.812,869.747,1073.685,934.228,885.727,1148.406,1426.203,1201.823,1142.187,1582.859,935.674
4857,726.373,1596.702,1764.179,1173.927,869.590,1073.255,937.151,884.146,1149.710,1432.460,1209.048,1151.896,1586.143,932.851
4858,716.199,1601.286,1763.539,1174.512,870.021,1075.411,937.405,885.250,1152.355,1433.605,1203.568,1146.940,1588.435,934.227
4859,726.078,1598.212,1764.027,1179.723,873.164,1077.539,938.458,887.138,1152.588,1438.336,1211.294,1146.666,1591.434,937.812
4860,711.968,1595.285,1757.535,1172.732,867.448,1071.074,931.588,882.934,1147.896,1436.159,1198.769,1140.120,1577.559,931.023
4861,720.348,1596.378,1771.297,1178.031,872.282,1073.946,940.061,888.847,1153.278,1442.160,1207.875,1146.376,1582.750,942.729
4862,707.402,1596.997,1760.994,1171.874,867.700,1073.492,933.057,882.582,1148.569,1436.297,1206.352,1142.575,1582.462,936.122
4863,717.664,1594.689,1762.284,1176.311,868.291,1073.954,934.693,886.492,1148.009,1437.635,1199.343,1144.621,1590.416,932.002
4864,721.956,1595.708,1762.244,1175.877,869.267,1075.143,935.150,885.938,1150.982,1431.931,1204.822,1138.900,1594.578,934.379
4865,728.635,1598.236,1760.376,1175.553,870.496,1075.726,937.396,886.639,1155.723,1435.407,1202.828,1145.790,1583.935,934.529
4866,718.118,1595.657,1761.623,1179.594,871.578,1080.670,938.675,889.715,1153.770,1438.806,1200.614,1144.763,1592.566,936.936
4867,724.284,1594.814,1763.991,1175.501,867.840,1078.714,937.635,886.105,1151.595,1438.953,1201.347,1139.668,1589.372,931.915
4868,716.382,1596.671,1761.263,1171.894,866.522,1073.066,933.104,882.003,1149.904,1439.780,1193.382,1132.246,1588.321,934.712
4869,718.895,1601.442,1764.819,1175.064,868.066,1076.584,935.930,885.056,1152.387,1443.797,1201.002,1136.588,1598.989,937.261
4870,710.824,1602.562,1768.954,1177.944,870.099,1076.387,937.644,889.751,1154.016,1440.177,1200.013,1142.172,1585.401,940.210
4871,711.118,1599.290,1770.245,1174.293,865.416,1076.606,937.289,886.649,1150.412,1441.156,1199.154,1136.654,1597.703,935.183
4872,714.238,1599.458,1769.281,1175.181,867.656,1077.141,936.361,887.129,1153.951,1435.680,1199.526,1135.028,1589.297,940.315
4873,727.635,1599.056,1772.954,1175.780,866.559,1075.927,935.467,885.077,1152.034,1440.546,1198.406,1129.767,1592.343,935.670
4874,710.814,1597.120,1773.001,1175.252,863.653,1075.901,931.542,882.153,1151.191,1437.139,1194.826,1130.823,1592.024,934.733
4875,712.277,1598.455,1778.836,1173.239,864.749,1079.669,935.936,885.188,1152.641,1437.832,1196.869,1133.081,1596.025,932.842
4876,724.583,1601.168,1777.297,1174.105,867.203,1076.847,938.861,885.738,1154.330,1439.199,1200.493,1133.535,1588.497,936.533
4877,718.824,1602.639,1778.130,1172.285,862.682,1082.041,932.690,885.152,1149.754,1431.794,1202.686,1127.674,1601.762,927.143
4878,718.542,1602.068,1776.069,1173.422,863.928,1079.217,934.381,883.608,1152.129,1435.208,1196.171,1130.176,1602.968,935.568
4879,715.752,1608.440,1782.528,1177.199,868.006,1082.819,939.139,887.601,1154.665,1440.179,1200.081,1138.627,1610.322,938.010
4880,719.980,1609.287,1782.037,1177.437,870.901,1083.348,943.428,890.907,1156.656,1440.771,1200.524,1135.391,1609.387,943.470
4881,717.409,1599.663,1776.099,1168.512,865.475,1078.385,937.617,886.147,1152.656,1432.522,1196.699,1126.257,1607.241,931.945
4882,720.260,1604.210,1779.086,1169.190,864.011,1077.173,936.142,882.438,1150.385,1433.616,1197.366,1129.665,1607.009,934.197
4883,710.338,1604.286,1783.158,1174.352,867.277,1081.374,941.231,885.997,1152.130,1432.839,1199.674,1128.298,1612.144,937.216
4884,723.071,1608.736,1784.271,1172.541,869.658,1086.675,941.638,888.644,1154.114,1436.100,1200.965,1128.986,1613.535,937.903
4885,717.213,1609.809,1782.870,1172.846,867.479,1083.010,941.727,886.005,1156.337,1432.063,1198.671,1127.628,1611.016,936.769
4886,715.907,1609.974,1782.380,1174.034,868.997,1083.823,942.398,887.891,1156.441,1437.499,1201.515,1132.406,1618.566,934.048
4887,712.375,1608.049,1781.089,1174.482,866.883,1080.688,941.336,887.498,1155.302,1433.512,1195.824,1126.350,1617.493,938.584
4888,717.120,1605.546,1772.235,1168.789,862.752,1077.853,938.075,883.890,1153.004,1428.073,1187.044,1123.629,1610.945,935.766
4889,721.679,1606.829,1776.818,1169.757,862.155,1079.190,935.859,883.646,1150.962,1432.049,1191.621,1128.583,1616.938,934.014
4890,721.985,1609.837,1779.100,1172.913,864.375,1080.917,939.367,886.577,1154.893,1435.346,1197.886,1125.454,1615.301,940.534
4891,718.664,1606.382,1781.010,1172.540,866.617,1085.919,943.203,884.474,1157.289,1436.137,1197.641,1131.009,1628.821,934.601
4892,716.583,1607.409,1782.648,1171.611,864.107,1081.568,943.880,887.098,1153.624,1431.705,1194.723,1130.560,1614.930,933.438
4893,723.887,1604.893,1784.476,1172.364,863.787,1081.675,939.272,883.308,1153.592,1437.889,1195.979,1131.882,1611.521,933.746
4894,721.667,1602.736,1781.013,1170.394,864.407,1079.920,942.299,883.968,1148.887,1431.958,1196.626,1127.567,1618.293,938.675
4895,719.395,1601.775,1776.879,1169.767,863.006,1077.717,942.204,886.009,1147.217,1428.881,1197.479,1123.000,1614.729,938.598
4896,733.196,1606.148,1777.582,1172.141,865.734,1078.236,941.113,888.075,1148.680,1432.475,1196.337,1124.982,1619.171,940.025
4897,716.699,1603.131,1776.394,1173.076,863.918,1079.569,942.858,885.760,1147.043,1432.395,1193.477,1129.377,1628.431,936.251
4898,737.255,1605.859,1779.674,1172.470,867.355,1082.545,939.781,885.373,1153.499,1428.874,1196.091,1131.486,1627.055,932.027
4899,718.409,1602.164,1778.110,1169.372,863.854,1080.847,940.961,885.005,1147.834,1429.864,1192.300,1122.810,1615.933,937.076
4900,723.532,1604.041,1783.414,1171.805,862.720,1080.779,938.406,884.009,1151.230,1427.806,1193.179,1127.190,1628.530,933.251
4901,729.463,1606.395,1780.186,1170.846,866.146,1085.242,942.042,885.650,1152.409,1430.014,1197.088,1129.586,1624.124,938.634
4902,726.564,1608.588,1781.266,1173.128,864.293,1080.625,944.104,884.992,1156.370,1426.117,1194.522,1126.732,1628.426,942.404
4903,722.711,1606.355,1783.476,1170.855,864.265,1086.993,944.039,888.007,1154.231,1431.255,1196.597,1127.669,1633.671,938.846
4904,722.417,1604.877,1778.311,1167.334,864.108,1082.471,942.958,885.961,1153.281,1427.048,1198.634,1126.322,1637.854,937.382
4905,727.919,1606.200,1778.124,1170.896,864.190,1080.017,945.410,884.579,1154.055,1429.108,1196.903,1127.264,1632.798,938.467
4906,730.904,1601.170,1778.941,1168.450,862.575,1080.739,941.591,883.038,1150.609,1421.590,1195.249,1125.643,1632.929,941.752
4907,727.191,1606.176,1780.714,1168.260,863.468,1082.202,944.211,885.387,1154.708,1425.174,1194.494,1129.653,1628.032,942.614
4908,721.054,1610.736,1776.166,1169.382,864.431,1081.302,942.258,886.981,1155.098,1428.328,1196.078,1125.582,1637.901,940.643
4909,722.809,1599.701,1774.785,1163.540,859.696,1081.371,941.373,883.224,1149.669,1417.741,1193.604,1120.085,1628.352,934.274
4910,726.429,1607.893,1783.541,1168.366,865.863,1081.650,944.209,886.888,1155.044,1426.032,1199.674,1132.942,1632.613,941.810
4911,717.074,1610.136,1775.181,1165.539,861.765,1078.929,939.976,882.240,1152.818,1420.911,1191.887,1129.296,1629.763,936.648
4912,717.723,1608.648,1780.822,1167.492,862.366,1079.849,942.737,883.278,1153.138,1422.331,1193.490,1122.345,1628.239,936.535
4913,721.787,1607.582,1779.651,1169.064,865.569,1082.393,945.249,885.453,1154.375,1420.549,1199.994,1124.925,1630.120,938.962
4914,721.135,1605.742,1779.782,1164.593,863.341,1079.275,938.875,886.388,1148.532,1417.415,1194.109,1123.932,1620.520,935.620
4915,720.699,1609.288,1778.420,1171.301,865.425,1083.555,944.192,888.007,1157.128,1419.177,1195.259,1127.019,1630.153,939.315
4916,722.873,1606.721,1781.751,1168.480,862.631,1080.217,938.766,883.135,1155.719,1419.033,1197.683,1126.784,1622.178,934.482
4917,726.029,1605.165,1773.697,1166.221,864.700,1082.804,940.223,886.033,1158.557,1420.336,1197.578,1125.465,1621.548,935.371
4918,712.299,1605.624,1775.383,1168.137,865.329,1079.598,942.095,885.833,1156.128,1420.699,1197.044,1126.511,1624.520,938.835
4919,718.684,1606.688,1777.898,1164.351,861.191,1080.192,937.747,881.876,1150.105,1414.702,1191.926,1123.850,1620.261,933.905
4920,728.061,1609.154,1780.279,1168.046,865.600,1081.202,939.887,885.076,1158.368,1423.248,1201.901,1129.868,1624.430,937.225
4921,718.949,1602.005,1768.499,1166.101,864.821,1080.214,942.767,885.868,1154.175,1416.884,1193.943,1127.750,1622.683,937.725
4922,714.750,1607.467,1775.388,1165.866,863.898,1078.859,938.600,885.362,1155.614,1416.048,1192.397,1130.522,1624.475,933.452
4923,727.934,1612.566,1777.003,1169.140,867.082,1082.967,941.176,887.136,1158.093,1420.854,1198.889,1124.938,1633.819,939.809
4924,724.480,1611.778,1776.724,1167.677,865.092,1082.051,939.138,885.492,1160.478,1422.894,1200.108,1129.950,1627.352,935.385
4925,720.118,1604.630,1777.528,1166.762,866.365,1087.646,941.535,887.544,1162.235,1423.200,1200.603,1125.770,1624.549,930.313
4926,722.216,1605.437,1772.113,1166.847,865.764,1085.385,937.013,885.378,1154.609,1414.561,1195.807,1122.202,1617.286,935.606
4927,730.730,1609.177,1773.141,1165.591,865.025,1087.975,934.504,882.212,1153.756,1413.879,1196.822,1118.666,1612.212,933.256
4928,722.240,1603.337,1774.010,1164.289,865.095,1090.157,940.223,885.300,1157.503,1420.661,1195.086,1122.363,1617.943,934.797
