 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
1406,726.767,1594.023,1405.696,1172.418,860.946,1047.293,986.132,895.805,1159.134,1443.906,1366.248,1193.262,1433.856,937.960
1407,743.360,1596.909,1405.811,1174.033,866.760,1054.189,991.167,900.024,1166.201,1450.170,1371.022,1203.525,1435.987,944.839
1408,734.924,1592.671,1401.920,1169.272,861.192,1048.836,987.080,895.919,1160.595,1449.863,1367.624,1197.283,1432.368,939.747
1409,732.603,1597.642,1408.283,1171.934,864.533,1054.318,991.149,899.371,1159.843,1450.775,1367.438,1203.318,1433.999,941.188
1410,732.098,1601.543,1406.565,1175.183,868.011,1052.104,994.188,899.056,1166.964,1451.240,1371.796,1202.477,1435.674,946.053
1411,734.468,1599.079,1409.234,1176.758,866.675,1052.359,996.011,900.534,1166.051,1447.489,1363.756,1202.266,1446.962,944.325
1412,729.789,1598.178,1402.320,1173.507,865.205,1055.084,993.185,897.662,1166.097,1450.622,1368.078,1199.918,1444.003,941.777
1413,731.743,1599.330,1405.355,1175.029,868.231,1053.434,993.907,901.186,1163.376,1447.121,1369.141,1203.555,1433.567,946.449
1414,726.186,1594.013,1399.821,1172.819,862.877,1050.066,993.191,898.588,1162.080,1448.749,1363.751,1200.493,1440.680,940.194
1415,730.936,1601.137,1402.234,1173.800,867.649,1053.062,996.008,899.255,1165.290,1454.387,1368.677,1205.290,1443.861,948.450
1416,727.262,1600.007,1402.415,1177.123,863.309,1051.240,995.696,896.373,1160.462,1447.536,1364.003,1205.547,1443.015,943.241
1417,725.010,1603.576,1403.388,1176.440,864.965,1056.137,994.490,898.239,1164.913,1455.296,1365.238,1214.500,1441.905,943.495
1418,729.627,1602.576,1407.403,1180.426,870.350,1055.448,997.043,903.258,1165.602,1451.191,1370.076,1207.746,1441.771,945.373
1419,725.718,1599.328,1402.036,1175.794,864.383,1050.880,993.868,897.675,1164.670,1448.511,1367.490,1204.085,1439.887,939.359
1420,731.238,1599.173,1399.558,1176.165,862.595,1052.226,993.377,895.204,1161.241,1448.144,1363.796,1204.456,1439.192,943.856
1421,735.512,1603.505,1404.428,1178.785,869.788,1054.440,995.377,901.161,1164.190,1452.158,1363.900,1205.168,1437.744,943.976
1422,725.390,1602.610,1401.066,1177.215,864.801,1050.288,993.846,896.375,1160.165,1444.962,1362.596,1193.634,1431.885,943.862
1423,730.409,1601.270,1396.585,1177.883,863.562,1051.287,990.076,897.355,1157.910,1450.765,1359.828,1203.261,1442.266,937.835
1424,728.169,1603.412,1395.781,1173.644,864.836,1053.799,993.006,898.352,1162.937,1448.185,1363.976,1201.016,1437.484,946.689
1425,728.306,1598.848,1396.468,1176.924,862.913,1052.619,992.232,899.178,1162.412,1444.167,1358.100,1196.697,1440.881,940.640
1426,721.032,1598.350,1396.261,1176.224,861.336,1052.566,989.906,897.262,1159.694,1445.303,1355.582,1194.388,1437.672,942.572
1427,733.635,1595.910,1396.004,1177.978,864.556,1053.923,997.847,897.862,1161.067,1448.972,1360.412,1199.237,1442.432,943.483
1428,729.417,1606.708,1396.371,1180.271,866.294,1052.788,996.414,897.652,1161.115,1451.188,1365.198,1200.630,1438.555,946.781
1429,728.434,1600.445,1397.679,1178.953,865.609,1053.513,994.538,900.018,1159.610,1451.264,1366.095,1200.272,1434.228,945.959
1430,726.814,1598.712,1399.836,1178.216,865.675,1051.449,993.124,898.676,1159.676,1453.636,1357.692,1203.317,1435.994,949.178
1431,721.147,1600.217,1396.576,1178.008,863.399,1050.900,992.513,897.092,1161.614,1451.313,1351.664,1196.684,1436.593,938.687
1432,734.196,1601.803,1401.096,1179.383,863.761,1050.471,994.354,896.733,1160.629,1454.106,1359.443,1200.829,1436.561,944.257
1433,726.855,1602.755,1396.087,1178.827,865.637,1054.201,995.082,900.343,1158.396,1453.501,1364.278,1201.571,1427.199,943.815
1434,729.238,1597.672,1400.158,1178.319,862.728,1049.328,997.232,899.173,1154.927,1457.178,1366.361,1205.650,1432.176,941.502
1435,727.495,1601.849,1397.521,1178.914,864.288,1052.932,998.837,898.485,1160.384,1452.166,1360.903,1202.352,1427.656,946.703
1436,728.235,1596.304,1399.779,1179.562,866.899,1052.496,993.763,897.360,1159.512,1446.843,1355.058,1206.308,1433.666,951.328
1437,727.975,1597.634,1394.970,1176.905,862.561,1049.016,992.952,897.117,1152.358,1446.965,1357.048,1197.534,1426.983,946.448
1438,738.919,1599.992,1398.983,1177.468,864.011,1052.597,991.894,899.348,1157.498,1450.168,1359.453,1202.505,1428.909,956.459
1439,726.576,1601.468,1395.494,1178.669,863.253,1050.867,995.449,898.982,1155.895,1450.462,1364.598,1202.611,1440.533,949.596
1440,732.777,1605.552,1397.909,1179.807,863.564,1053.268,991.868,897.682,1162.584,1455.289,1356.820,1201.778,1435.608,945.901
1441,731.309,1603.166,1394.046,1179.896,864.473,1054.800,993.196,896.872,1157.563,1452.564,1354.410,1206.635,1435.516,948.201
1442,723.596,1597.095,1391.323,1177.685,861.261,1050.361,993.370,895.769,1158.412,1450.855,1355.742,1196.371,1433.520,950.138
1443,733.936,1612.468,1397.804,1186.376,869.190,1057.361,998.547,901.970,1163.127,1458.822,1360.655,1212.336,1442.020,957.201
1444,720.787,1605.905,1396.367,1181.765,865.263,1052.877,992.682,901.854,1162.781,1451.156,1359.510,1199.851,1439.105,952.771
1445,720.402,1605.224,1386.648,1176.155,863.519,1049.805,993.661,897.440,1158.710,1448.137,1356.927,1200.942,1428.603,948.047
1446,739.321,1601.968,1388.058,1178.499,863.154,1052.997,994.804,896.447,1159.572,1450.392,1352.254,1199.975,1434.225,948.551
1447,733.422,1606.048,1393.464,1180.289,862.711,1051.750,993.325,896.309,1159.995,1452.058,1352.631,1201.503,1435.951,947.141
1448,730.963,1607.479,1393.167,1178.094,864.341,1055.648,992.972,898.075,1161.206,1453.659,1359.155,1205.583,1432.071,950.385
1449,740.640,1608.065,1393.597,1181.678,865.601,1055.919,999.204,900.150,1164.106,1460.430,1364.015,1208.145,1435.386,949.881
1450,732.414,1605.383,1390.713,1178.050,863.277,1054.502,993.471,896.353,1163.531,1450.760,1355.290,1204.120,1430.909,946.800
1451,729.002,1604.082,1387.628,1179.236,864.140,1054.637,995.529,894.598,1157.558,1454.657,1352.346,1199.935,1437.938,948.291
1452,731.672,1612.432,1388.822,1178.806,862.576,1055.892,995.510,898.411,1159.411,1453.044,1355.872,1198.175,1429.021,943.925
1453,727.980,1606.061,1385.904,1178.618,863.219,1050.738,993.848,895.303,1159.831,1459.329,1362.275,1205.531,1430.338,944.861
1454,725.868,1610.629,1388.928,1180.344,865.844,1055.233,995.310,898.191,1159.163,1458.164,1356.265,1203.338,1432.317,950.217
1455,738.485,1609.786,1391.044,1183.917,865.432,1055.498,997.554,899.430,1162.769,1460.668,1358.205,1204.005,1427.658,941.240
1456,732.245,1606.039,1383.679,1175.044,861.691,1051.619,992.328,895.309,1156.541,1452.520,1350.192,1199.209,1431.778,940.022
1457,731.235,1611.333,1390.652,1181.660,865.917,1052.603,996.954,898.652,1163.404,1456.965,1353.846,1205.613,1429.478,948.838
1458,729.074,1609.363,1383.151,1176.495,862.617,1051.317,991.644,895.186,1158.858,1453.365,1348.266,1201.113,1423.642,946.404
1459,728.542,1611.137,1386.501,1179.181,868.271,1056.239,997.145,900.665,1168.607,1459.066,1354.812,1204.174,1428.540,945.090
1460,729.650,1610.205,1383.761,1175.881,862.814,1051.046,995.375,893.340,1160.208,1455.015,1348.974,1206.080,1430.765,944.913
1461,733.875,1621.854,1393.480,1183.750,869.774,1057.459,1005.054,899.921,1163.667,1459.134,1351.458,1210.899,1430.146,952.776
1462,735.441,1618.402,1389.124,1181.853,867.156,1055.697,994.677,898.797,1167.241,1460.382,1350.188,1203.226,1426.118,948.430
1463,722.150,1612.847,1385.714,1180.050,865.934,1051.839,994.648,897.660,1165.475,1455.846,1354.274,1203.409,1432.542,947.311
1464,732.047,1615.699,1386.742,1178.305,865.261,1055.559,998.053,896.270,1166.937,1456.950,1349.262,1209.743,1431.762,950.265
1465,726.304,1615.523,1386.026,1177.172,865.196,1054.899,995.337,895.240,1168.824,1456.200,1343.163,1202.018,1425.465,946.856
1466,732.260,1620.153,1388.688,1179.678,867.129,1056.538,999.473,896.671,1170.708,1457.777,1350.335,1207.986,1435.477,948.188
1467,736.132,1627.600,1387.033,1179.382,866.740,1057.696,996.334,896.497,1167.800,1456.240,1349.876,1206.082,1433.902,949.900
1468,725.395,1627.261,1391.363,1182.897,868.147,1058.370,999.997,900.536,1172.194,1458.406,1349.292,1204.042,1428.508,953.674
1469,738.350,1626.969,1388.487,1179.950,865.995,1054.998,995.787,897.787,1173.645,1461.206,1352.911,1212.177,1432.145,951.232
1470,735.689,1627.844,1393.786,1183.615,867.605,1057.357,999.095,897.688,1171.101,1458.825,1343.730,1206.113,1429.468,951.456
1471,729.723,1627.557,1392.053,1181.641,869.247,1059.980,997.394,898.931,1174.749,1458.578,1345.999,1202.867,1426.906,954.711
1472,724.377,1625.204,1386.739,1180.035,867.058,1058.982,994.976,896.530,1172.325,1457.085,1346.523,1208.703,1428.651,954.285
1473,744.424,1631.104,1393.753,1186.545,873.672,1062.381,999.758,903.287,1176.135,1469.285,1364.032,1214.428,1433.086,954.087
1474,730.059,1631.003,1396.121,1185.051,870.673,1064.466,1000.655,899.854,1184.849,1464.070,1352.874,1212.649,1434.326,956.031
1475,738.826,1633.100,1389.057,1185.812,870.060,1062.900,1002.144,900.145,1177.420,1462.955,1347.126,1207.079,1432.437,955.972
1476,730.801,1623.941,1388.488,1179.585,864.998,1060.156,996.097,895.830,1177.123,1455.842,1345.220,1210.518,1423.850,948.589
1477,734.397,1629.436,1392.024,1184.580,867.865,1064.120,1000.801,899.119,1181.677,1458.041,1352.893,1213.143,1430.803,957.766
1478,730.650,1630.504,1392.540,1183.343,868.634,1059.665,997.238,899.501,1177.888,1466.783,1348.247,1209.318,1423.876,960.946
1479,733.694,1627.266,1390.390,1182.198,868.530,1060.384,1000.883,897.169,1180.531,1456.591,1349.130,1210.125,1428.643,952.687
1480,725.713,1628.612,1392.953,1182.344,869.753,1060.777,998.833,897.617,1175.266,1454.275,1346.718,1208.298,1431.826,950.964
1481,735.853,1635.849,1394.291,1184.409,867.519,1061.903,1002.378,899.164,1176.169,1456.612,1347.865,1213.552,1431.217,956.078
1482,742.341,1632.677,1396.405,1184.815,869.198,1058.256,1002.318,900.984,1175.999,1455.879,1354.402,1212.482,1424.255,954.366
1483,736.252,1631.037,1394.315,1181.262,869.065,1059.754,999.410,896.705,1180.624,1461.386,1352.111,1214.107,1429.837,953.944
1484,727.140,1628.570,1394.834,1178.856,866.410,1060.606,997.046,896.521,1178.052,1455.261,1348.631,1209.634,1424.779,951.746
1485,737.961,1631.508,1390.967,1178.722,865.790,1058.281,996.300,897.240,1177.710,1450.423,1346.430,1205.771,1424.213,953.365
1486,742.855,1628.148,1391.178,1180.760,868.508,1060.767,997.278,898.104,1178.717,1451.033,1341.809,1209.183,1422.495,946.422
1487,728.287,1632.918,1393.037,1178.947,869.985,1063.809,999.992,899.107,1178.020,1454.394,1351.522,1216.565,1431.084,952.636
1488,732.257,1627.383,1390.478,1178.486,870.649,1064.020,1002.022,901.311,1182.252,1451.622,1353.612,1216.254,1421.172,953.402
1489,732.578,1627.935,1389.291,1176.692,867.028,1059.776,996.089,895.751,1178.881,1448.081,1344.094,1208.201,1426.671,947.637
1490,736.775,1627.885,1390.426,1184.069,872.287,1064.553,998.826,901.291,1182.697,1448.840,1345.896,1211.455,1429.855,952.633
1491,739.686,1631.204,1390.971,1178.271,869.401,1065.185,999.490,898.099,1182.032,1448.512,1338.378,1209.968,1429.157,949.635
1492,734.248,1636.614,1394.851,1183.545,874.457,1070.760,1004.000,904.207,1185.562,1452.403,1350.701,1212.615,1433.481,956.249
1493,730.194,1637.388,1394.068,1181.387,873.366,1068.295,1004.892,904.703,1182.701,1452.595,1352.998,1212.905,1427.135,955.367
1494,733.895,1638.046,1392.686,1178.250,869.289,1064.680,1002.542,901.897,1181.780,1447.662,1346.031,1214.285,1429.811,947.906
1495,729.005,1627.027,1386.907,1179.022,867.704,1063.823,1000.292,895.512,1178.166,1445.371,1338.899,1212.176,1426.232,950.514
1496,735.480,1631.996,1391.271,1177.407,870.517,1065.731,1000.701,898.075,1180.887,1444.673,1343.752,1211.908,1430.582,949.537
1497,731.449,1625.928,1387.099,1171.598,865.828,1059.935,994.049,894.503,1178.337,1443.400,1344.663,1208.068,1425.071,946.392
1498,716.507,1628.806,1393.279,1176.858,870.399,1065.151,1002.407,901.767,1180.877,1447.732,1348.697,1209.716,1426.039,951.256
1499,725.147,1625.742,1387.078,1173.154,865.041,1059.191,996.051,894.068,1173.638,1436.203,1331.181,1207.645,1425.943,946.289
1500,734.826,1630.069,1393.169,1176.040,867.803,1062.103,998.461,894.849,1174.701,1439.084,1339.013,1210.892,1427.220,942.485
1501,726.309,1622.866,1389.328,1174.660,861.983,1058.315,997.233,895.222,1171.429,1438.346,1337.814,1204.569,1429.487,942.337
1502,720.081,1627.683,1393.333,1175.494,868.674,1060.737,999.734,900.425,1178.219,1442.048,1347.305,1212.345,1440.415,948.673
1503,722.936,1632.565,1394.207,1177.510,870.353,1063.179,1001.371,897.920,1177.268,1443.860,1351.851,1211.999,1427.573,952.083
1504,734.478,1625.019,1398.132,1178.625,868.809,1062.473,1000.946,898.217,1176.398,1438.839,1342.563,1217.855,1430.784,956.525
1505,731.995,1628.362,1398.714,1177.393,868.787,1062.687,998.576,897.880,1173.776,1441.972,1346.758,1209.755,1428.553,948.264
1506,729.544,1627.928,1396.522,1177.239,868.320,1060.001,996.857,898.295,1174.932,1435.719,1345.905,1214.238,1431.697,953.783
1507,729.118,1625.747,1397.344,1174.617,867.629,1060.991,996.356,896.680,1169.966,1438.498,1340.545,1210.997,1427.342,947.572
1508,743.642,1633.908,1402.302,1179.849,870.021,1064.518,1000.087,900.990,1173.333,1443.385,1348.866,1221.016,1433.618,950.995
1509,734.897,1627.377,1402.042,1177.841,868.063,1063.733,999.225,896.013,1167.292,1431.438,1342.657,1207.798,1433.771,946.818
1510,741.105,1623.835,1400.190,1178.202,866.335,1062.769,996.880,896.834,1169.812,1434.089,1343.496,1208.715,1434.105,953.585
1511,730.578,1625.972,1401.397,1175.975,865.669,1060.614,994.033,894.110,1169.484,1434.943,1339.238,1203.013,1429.885,948.822
1512,737.784,1632.697,1398.683,1175.514,865.833,1061.467,995.299,896.440,1167.691,1436.853,1346.090,1203.958,1430.712,951.219
1513,741.343,1628.279,1406.340,1178.734,866.965,1064.082,995.139,898.464,1172.038,1439.050,1354.911,1211.187,1426.698,951.034
1514,736.279,1628.738,1408.329,1179.284,868.072,1062.980,1001.405,899.158,1171.321,1436.373,1348.412,1209.204,1431.020,953.342
1515,737.603,1627.305,1404.808,1174.676,866.768,1064.451,996.122,898.063,1173.465,1434.863,1342.157,1211.174,1434.362,947.256
1516,733.022,1627.617,1403.263,1178.649,867.188,1061.271,995.048,897.518,1169.824,1438.955,1345.227,1209.791,1435.623,944.117
1517,725.086,1624.599,1404.031,1178.572,864.695,1062.648,996.097,895.382,1169.657,1435.458,1346.673,1202.437,1421.596,952.769
1518,730.620,1621.394,1404.865,1178.524,866.806,1063.070,998.758,897.932,1172.452,1430.373,1341.401,1210.249,1431.421,947.455
1519,741.885,1626.716,1406.991,1182.347,864.479,1064.544,994.063,898.195,1172.388,1437.483,1338.624,1209.614,1435.863,949.413
1520,733.172,1623.226,1404.972,1179.526,865.599,1059.940,997.781,894.228,1166.630,1432.654,1334.471,1202.877,1427.150,948.753
1521,733.623,1626.610,1409.440,1184.070,872.232,1065.943,1001.765,902.361,1170.339,1440.651,1342.302,1206.680,1444.402,956.446
1522,731.056,1625.170,1408.721,1181.394,866.614,1060.656,997.856,899.242,1173.907,1434.598,1338.190,1202.923,1434.791,952.123
1523,735.525,1622.576,1403.771,1179.540,866.214,1057.574,993.960,897.718,1167.362,1435.321,1332.029,1198.619,1439.896,947.427
1524,732.164,1627.424,1412.924,1181.087,867.457,1059.786,997.713,896.005,1168.155,1435.546,1334.840,1198.221,1440.520,949.617
1525,738.870,1621.052,1404.907,1179.687,864.027,1061.330,993.521,895.679,1164.460,1437.677,1329.882,1199.478,1434.875,945.868
1526,729.042,1626.264,1405.726,1178.580,865.129,1060.860,998.472,898.603,1169.752,1432.737,1334.149,1200.915,1443.766,950.655
1527,736.010,1624.127,1411.947,1177.164,866.561,1059.286,999.095,895.580,1166.613,1434.586,1335.173,1205.777,1435.655,946.635
1528,739.451,1626.133,1412.951,1181.859,871.350,1063.138,1002.861,903.239,1175.696,1442.482,1331.957,1209.165,1438.374,956.001
1529,729.752,1624.084,1407.441,1178.731,866.860,1061.813,998.232,898.977,1168.475,1433.108,1331.302,1201.082,1439.291,952.414
1530,745.350,1614.966,1404.684,1178.132,867.134,1059.766,995.691,895.473,1169.199,1427.722,1323.846,1199.408,1433.057,950.133
1531,735.157,1621.463,1406.459,1182.773,869.176,1065.232,998.270,900.341,1170.993,1435.936,1336.411,1206.489,1435.780,954.477
1532,740.630,1623.521,1400.368,1177.165,866.441,1061.196,997.906,899.521,1166.465,1432.984,1330.668,1204.780,1438.465,951.646
1533,730.963,1622.066,1407.624,1180.650,869.781,1061.976,998.459,902.648,1172.585,1435.909,1335.302,1207.803,1438.522,958.056
1534,731.002,1614.292,1407.308,1179.395,865.874,1060.647,996.000,897.141,1167.713,1429.750,1324.486,1199.256,1436.910,950.972
1535,736.625,1613.553,1403.679,1175.109,864.507,1059.862,995.944,892.198,1161.188,1424.813,1315.464,1200.102,1434.105,946.934
1536,726.159,1619.535,1408.156,1177.283,866.279,1064.318,997.602,898.117,1167.606,1431.493,1327.611,1207.620,1445.322,951.906
1537,739.272,1630.569,1411.506,1183.116,872.388,1069.216,1002.677,904.379,1173.960,1439.083,1331.279,1203.582,1441.965,958.927
1538,735.147,1622.812,1411.433,1180.843,870.821,1067.119,998.402,901.737,1168.507,1440.956,1330.740,1208.792,1447.722,958.193
1539,743.591,1627.096,1408.848,1181.620,872.005,1070.919,998.291,902.736,1172.704,1435.386,1326.447,1207.154,1442.822,954.572
1540,736.814,1625.888,1407.222,1181.237,868.339,1068.879,998.767,896.234,1167.754,1441.003,1321.627,1199.500,1445.250,948.531
1541,735.784,1624.330,1408.091,1179.215,868.671,1067.358,995.977,899.347,1165.854,1437.124,1323.982,1196.634,1447.021,949.226
1542,743.993,1623.282,1407.752,1179.578,870.453,1067.621,999.375,902.550,1170.612,1440.487,1324.449,1204.510,1443.826,954.815
1543,724.078,1625.928,1405.771,1177.521,870.016,1064.876,996.328,899.662,1166.668,1442.865,1330.880,1202.437,1445.724,948.856
1544,739.390,1620.802,1406.294,1178.245,867.699,1063.883,995.482,897.673,1167.363,1434.332,1322.369,1199.124,1442.396,949.554
1545,740.917,1628.483,1412.132,1182.823,871.821,1071.539,999.700,902.279,1168.331,1445.804,1323.307,1207.027,1445.428,950.152
1546,733.900,1623.338,1408.573,1178.628,865.223,1068.441,993.311,898.784,1163.977,1441.377,1327.900,1202.819,1441.941,950.682
1547,735.404,1629.108,1408.190,1177.608,868.547,1069.524,990.665,900.258,1166.890,1439.014,1327.346,1203.868,1440.545,949.519
1548,732.127,1626.242,1404.802,1179.109,867.832,1066.176,991.142,898.858,1166.745,1439.135,1329.943,1204.210,1443.115,946.817
1549,744.708,1624.222,1412.737,1183.686,869.716,1069.015,998.026,900.948,1171.404,1439.910,1330.343,1207.810,1442.269,949.058
1550,736.483,1622.591,1413.527,1177.508,866.488,1072.389,994.475,898.779,1168.044,1436.878,1324.809,1197.372,1444.057,945.102
1551,741.083,1629.256,1409.619,1177.224,866.441,1069.847,995.739,899.309,1168.243,1439.492,1328.991,1203.151,1446.734,947.996
1552,743.091,1631.490,1414.381,1181.553,871.980,1073.223,1000.030,903.895,1175.910,1443.650,1328.584,1210.084,1455.516,952.241
1553,741.875,1626.158,1414.014,1178.157,868.792,1073.118,996.373,901.722,1169.678,1438.164,1328.825,1206.613,1444.933,949.835
1554,742.159,1627.523,1416.052,1177.366,866.183,1069.709,991.533,898.799,1171.151,1434.414,1329.613,1201.719,1455.404,946.894
1555,727.591,1623.520,1406.250,1174.513,866.539,1069.790,992.365,898.155,1168.013,1432.244,1323.831,1198.722,1452.521,943.379
1556,729.909,1626.696,1413.562,1181.461,869.270,1073.726,995.300,904.676,1174.888,1439.343,1334.613,1203.979,1450.361,948.063
1557,738.615,1624.375,1411.197,1176.203,866.735,1073.189,991.579,901.768,1170.875,1436.434,1333.665,1200.974,1453.751,942.668
1558,739.463,1625.198,1413.967,1177.341,865.897,1071.934,995.345,899.593,1175.151,1436.303,1332.982,1201.844,1453.380,941.365
1559,745.953,1628.172,1413.169,1180.016,868.483,1076.394,996.462,900.602,1177.181,1437.785,1340.054,1207.498,1456.220,947.834
1560,742.679,1624.159,1416.551,1179.191,864.482,1072.425,992.198,897.733,1175.005,1430.155,1334.332,1201.070,1456.623,946.946
1561,740.510,1625.683,1417.632,1177.572,866.415,1075.994,994.134,901.124,1174.253,1434.136,1336.144,1204.906,1459.534,945.330
1562,743.706,1622.123,1416.945,1177.507,866.730,1075.490,996.250,902.138,1172.036,1436.963,1330.973,1207.953,1463.252,946.225
1563,733.669,1625.782,1416.838,1171.997,864.139,1070.152,990.939,899.029,1175.240,1428.331,1328.924,1198.684,1460.074,946.199
1564,745.243,1632.223,1424.488,1183.412,871.065,1078.327,998.193,905.198,1178.997,1439.400,1337.976,1207.677,1467.636,944.991
1565,736.473,1624.005,1422.980,1179.780,868.862,1074.279,999.133,901.004,1178.606,1437.279,1333.499,1208.701,1461.946,944.713
1566,745.728,1635.258,1425.259,1179.648,870.836,1079.893,1000.454,904.704,1180.711,1439.550,1338.569,1210.877,1468.415,948.166
1567,747.343,1625.518,1421.516,1178.359,866.006,1078.906,998.128,901.344,1173.453,1434.098,1335.717,1206.496,1468.323,943.437
1568,744.853,1618.642,1416.531,1173.150,865.581,1072.553,998.131,903.165,1173.950,1433.470,1334.191,1207.664,1461.192,938.439
1569,738.564,1630.640,1422.674,1176.904,867.647,1075.225,996.883,902.486,1177.040,1436.051,1335.203,1205.690,1476.452,945.074
1570,743.983,1632.148,1421.984,1175.247,867.365,1076.976,994.121,898.977,1171.079,1431.693,1325.033,1209.489,1467.778,943.131
1571,744.404,1630.016,1420.948,1172.849,869.307,1076.958,995.005,902.922,1178.846,1434.417,1331.399,1205.043,1471.233,944.403
1572,739.458,1626.270,1422.896,1172.483,864.328,1070.340,989.622,901.096,1173.673,1429.960,1332.092,1206.241,1471.317,937.123
1573,732.338,1637.380,1432.898,1180.091,870.795,1079.983,999.218,908.194,1182.184,1443.623,1335.468,1211.935,1474.449,945.522
1574,743.507,1632.688,1421.270,1175.882,865.451,1073.450,993.014,903.661,1173.887,1439.263,1331.664,1203.327,1469.140,939.065
1575,735.706,1630.581,1423.629,1176.991,868.037,1076.156,994.129,905.626,1177.270,1435.879,1328.397,1208.507,1474.711,941.028
1576,740.873,1632.323,1424.906,1174.912,868.242,1074.059,997.068,909.550,1176.245,1440.222,1331.617,1210.059,1471.576,944.916
1577,742.620,1633.388,1427.689,1174.317,864.433,1074.446,997.546,905.038,1176.826,1440.584,1326.285,1207.836,1467.531,941.401
1578,746.034,1637.340,1426.807,1175.292,867.266,1074.256,997.287,908.474,1174.058,1442.100,1328.678,1212.029,1479.469,942.280
1579,745.821,1632.579,1427.684,1173.471,865.646,1074.145,995.939,908.003,1176.083,1440.465,1330.348,1210.843,1470.774,942.944
1580,739.020,1630.666,1420.547,1168.879,861.613,1069.622,993.343,903.590,1170.370,1434.482,1320.079,1204.854,1476.125,937.020
1581,731.348,1635.006,1427.849,1172.156,867.944,1073.408,994.764,911.794,1176.996,1441.871,1330.779,1207.522,1471.684,947.506
1582,732.199,1639.412,1429.988,1172.576,868.393,1074.676,998.846,912.981,1171.931,1441.402,1330.409,1211.442,1479.269,947.002
1583,727.664,1634.280,1432.070,1171.080,867.379,1072.374,998.607,913.262,1174.171,1439.736,1329.528,1208.511,1478.313,942.648
1584,728.777,1632.939,1429.649,1170.162,866.640,1073.731,998.442,915.117,1171.977,1439.210,1324.900,1207.300,1477.599,938.062
1585,735.547,1635.607,1432.574,1170.745,870.856,1072.525,999.753,916.259,1171.045,1441.472,1328.985,1210.215,1483.646,943.696
1586,736.779,1626.118,1432.344,1167.121,864.506,1072.708,995.673,916.454,1170.429,1436.958,1329.381,1203.559,1477.809,943.707
1587,735.382,1636.541,1432.925,1174.030,867.104,1073.372,999.145,919.267,1170.714,1440.713,1326.595,1204.835,1478.275,946.394
1588,736.792,1630.759,1427.212,1169.074,865.544,1069.178,999.298,921.216,1166.798,1438.667,1325.635,1206.051,1479.423,946.061
1589,744.449,1633.883,1426.342,1172.122,866.639,1074.096,998.169,922.734,1169.390,1437.288,1320.551,1201.674,1492.100,943.853
1590,737.228,1629.041,1430.975,1171.314,866.941,1076.178,1000.712,925.881,1173.766,1435.015,1323.371,1204.838,1482.140,945.926
1591,736.282,1631.507,1427.968,1171.219,866.301,1071.994,999.543,924.794,1167.326,1439.143,1334.687,1204.969,1484.934,946.871
1592,736.186,1624.297,1428.016,1169.495,864.490,1073.865,998.458,920.716,1166.666,1434.494,1323.350,1198.860,1474.303,941.355
1593,744.640,1632.766,1434.885,1172.227,869.655,1072.301,1003.031,928.790,1173.095,1444.054,1329.278,1204.429,1494.449,945.865
1594,734.598,1624.180,1430.093,1166.571,863.500,1071.707,998.777,924.535,1167.389,1438.502,1322.757,1202.590,1479.411,941.950
1595,731.103,1632.239,1430.068,1172.103,866.375,1072.586,1003.154,926.905,1170.945,1438.185,1326.509,1199.111,1485.127,942.420
1596,743.784,1632.390,1434.029,1172.678,867.107,1073.748,1001.425,926.811,1171.747,1438.694,1324.821,1199.934,1494.563,950.754
1597,734.652,1630.895,1432.633,1172.281,867.544,1075.512,1004.350,928.363,1169.295,1438.032,1325.185,1200.788,1501.740,946.701
1598,734.439,1630.233,1430.837,1169.694,866.054,1072.436,1002.294,924.527,1168.562,1438.388,1320.833,1196.766,1491.618,947.206
1599,735.728,1628.013,1431.410,1169.589,865.031,1072.116,1001.851,921.539,1168.651,1436.100,1317.487,1194.586,1489.318,941.270
1600,721.569,1628.749,1427.439,1170.114,863.976,1069.442,1002.306,918.839,1169.655,1434.121,1318.786,1193.455,1493.240,938.764
1601,732.100,1633.509,1436.551,1172.876,868.050,1074.420,1004.053,923.684,1172.593,1438.443,1321.377,1197.542,1487.935,948.406
1602,739.419,1634.270,1439.168,1176.325,870.906,1075.771,1010.899,924.850,1175.828,1438.630,1323.486,1203.028,1497.469,952.990
1603,730.343,1630.562,1434.178,1169.971,864.727,1070.827,1005.024,917.716,1172.525,1440.075,1318.617,1196.217,1494.617,945.714
1604,738.767,1634.281,1439.308,1171.717,867.148,1072.295,1007.343,918.340,1176.716,1435.570,1324.071,1199.403,1492.857,946.118
1605,737.804,1636.413,1433.962,1172.172,866.043,1073.534,1005.599,915.591,1174.916,1439.635,1317.968,1200.178,1488.508,944.956
1606,725.012,1635.139,1431.603,1170.124,863.790,1070.854,1003.080,915.531,1172.272,1436.898,1323.692,1198.213,1483.004,947.046
1607,736.169,1639.461,1436.055,1175.245,867.620,1074.664,1006.070,919.065,1172.841,1441.486,1323.267,1199.917,1489.347,945.441
1608,733.620,1645.569,1435.047,1175.552,869.158,1075.800,1009.628,916.889,1177.564,1442.852,1325.813,1199.391,1494.032,950.573
1609,725.179,1644.392,1434.847,1170.337,863.825,1070.150,1005.197,910.846,1174.337,1436.675,1321.610,1201.617,1482.343,942.954
