 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18
2437,740.116,984.388,1165.442,936.688,1349.729,1270.323,1353.829,1202.413,1215.116,1367.070,1106.611,1005.416,1035.844,863.637,825.320,869.101,899.151,1197.869
2438,744.403,987.457,1167.618,938.381,1353.338,1273.961,1345.095,1195.415,1206.867,1369.270,1108.300,1006.934,1042.083,863.261,826.723,871.308,901.321,1197.975
2439,739.388,985.494,1169.117,940.280,1353.895,1275.917,1346.895,1204.489,1212.932,1367.103,1114.385,1005.812,1043.254,862.862,826.433,872.986,898.227,1199.225
2440,743.966,982.279,1162.544,935.847,1347.070,1265.698,1342.363,1197.054,1207.757,1358.231,1102.141,999.827,1036.914,858.696,825.492,867.565,898.642,1195.760
2441,735.281,983.980,1162.644,935.460,1346.722,1268.227,1342.302,1197.486,1211.325,1362.844,1102.984,1001.852,1037.249,860.314,825.167,866.670,897.427,1194.876
2442,738.503,985.028,1160.177,934.545,1344.735,1269.362,1341.147,1188.760,1206.016,1366.578,1104.343,1004.039,1032.612,858.717,819.733,865.755,894.357,1196.069
2443,741.636,982.708,1161.717,933.641,1334.422,1265.930,1339.238,1193.261,1203.557,1365.398,1099.208,996.639,1032.784,859.376,822.837,865.185,897.752,1187.841
2444,737.141,981.961,1164.377,932.733,1345.106,1272.310,1340.508,1189.895,1203.682,1359.072,1104.914,1003.503,1035.514,860.398,821.381,867.119,896.621,1195.303
2445,745.478,981.853,1165.087,935.016,1343.709,1269.045,1344.204,1199.072,1207.049,1365.860,1105.786,1000.914,1040.877,861.159,821.734,864.967,898.536,1197.388
2446,744.163,981.278,1162.648,930.736,1344.937,1271.943,1342.826,1193.770,1206.295,1364.308,1102.965,1006.134,1040.506,859.262,823.490,868.957,895.607,1194.220
2447,741.912,982.362,1166.100,934.283,1343.917,1276.432,1345.977,1198.838,1207.615,1364.061,1102.378,1005.681,1041.229,863.700,823.933,865.977,898.469,1197.238
2448,743.556,981.742,1163.446,933.129,1337.159,1272.156,1342.644,1199.184,1205.839,1358.968,1101.469,1003.162,1037.038,861.033,822.800,863.312,896.646,1192.610
2449,740.221,981.305,1161.342,930.236,1338.332,1266.861,1337.461,1193.803,1201.654,1362.184,1096.807,999.781,1041.047,859.771,822.347,861.508,896.057,1192.614
2450,746.128,980.128,1162.262,931.039,1336.221,1268.592,1338.273,1197.421,1200.320,1351.892,1096.741,999.537,1035.719,864.024,820.583,865.502,894.926,1194.732
2451,743.077,980.279,1163.077,931.471,1336.281,1267.386,1338.484,1196.759,1204.972,1359.855,1099.786,1004.693,1038.598,865.379,824.507,865.368,899.097,1189.971
2452,734.745,977.903,1160.555,929.095,1333.142,1268.406,1336.960,1203.224,1199.312,1355.948,1098.465,1002.146,1040.136,860.331,822.960,865.796,896.684,1190.198
2453,742.624,981.608,1161.921,931.174,1331.885,1266.640,1336.380,1198.081,1201.234,1354.496,1093.168,1001.271,1035.450,864.649,823.655,862.376,893.102,1191.513
2454,740.502,982.634,1164.263,931.893,1338.418,1266.287,1339.084,1191.632,1208.259,1361.949,1097.065,1003.776,1036.510,866.988,824.760,867.671,897.016,1195.361
2455,737.896,980.285,1158.672,930.009,1330.618,1263.150,1336.175,1191.624,1200.914,1358.920,1092.514,999.638,1037.240,861.722,822.121,861.773,890.083,1191.009
2456,737.095,982.108,1164.906,933.264,1335.452,1269.662,1341.726,1198.645,1203.790,1367.616,1094.185,1001.962,1040.315,864.334,825.489,862.805,894.191,1191.230
2457,743.019,980.011,1164.170,929.902,1330.764,1268.689,1336.446,1193.928,1204.420,1360.222,1094.550,999.637,1035.742,863.095,823.234,863.035,894.554,1194.065
2458,745.310,981.153,1165.492,932.536,1334.074,1270.214,1341.696,1193.527,1204.215,1370.897,1094.467,1003.648,1041.376,868.123,827.273,866.577,895.577,1192.033
2459,735.015,983.519,1163.317,930.544,1329.329,1271.688,1337.825,1198.646,1207.971,1364.624,1094.336,1002.085,1035.718,867.310,823.771,865.221,894.442,1191.556
2460,733.240,983.876,1166.008,930.994,1330.550,1270.593,1340.480,1200.915,1202.626,1369.497,1094.670,998.840,1037.266,870.230,825.490,867.437,894.631,1193.044
2461,738.784,981.151,1169.654,932.086,1328.319,1270.526,1336.788,1200.162,1203.940,1371.769,1097.082,1007.136,1036.169,869.639,826.019,863.985,895.987,1193.719
2462,734.883,977.559,1165.393,929.269,1323.647,1265.345,1336.551,1190.142,1201.218,1371.983,1090.080,999.127,1033.878,864.882,821.179,860.584,888.273,1189.275
2463,741.891,981.842,1164.595,930.272,1326.793,1273.339,1337.213,1196.414,1201.885,1376.265,1092.874,1002.149,1040.015,866.456,822.718,862.371,890.742,1191.954
2464,735.622,980.073,1161.936,925.330,1322.571,1265.347,1337.044,1198.671,1200.320,1378.227,1088.332,1000.490,1034.647,862.924,820.656,861.657,890.424,1190.871
2465,733.879,975.922,1167.912,925.020,1315.839,1269.698,1332.332,1192.227,1197.859,1369.690,1090.182,994.516,1032.904,860.541,820.710,863.131,888.851,1187.523
2466,742.565,979.786,1170.709,930.995,1323.684,1273.616,1343.249,1198.396,1199.113,1374.866,1092.630,999.667,1039.148,865.210,825.195,865.940,895.224,1191.759
2467,732.857,982.534,1174.696,930.900,1326.674,1273.860,1341.422,1197.622,1201.226,1381.543,1093.964,1006.566,1037.402,868.231,824.583,868.319,896.024,1194.604
2468,730.014,981.363,1171.137,927.258,1325.090,1268.207,1337.520,1194.770,1197.421,1373.384,1093.557,999.471,1035.578,867.433,822.549,863.045,892.173,1192.412
2469,731.374,976.857,1168.725,928.347,1326.093,1271.078,1337.576,1194.960,1196.978,1378.039,1094.351,1000.258,1035.181,866.633,824.897,861.759,891.000,1188.977
2470,731.143,976.830,1164.889,922.683,1318.925,1269.930,1332.033,1190.909,1194.946,1367.664,1084.848,992.678,1029.826,863.773,820.393,859.822,889.240,1185.395
2471,735.714,978.382,1167.480,923.550,1322.839,1269.624,1330.229,1200.225,1194.163,1376.491,1089.342,998.667,1038.753,865.377,821.323,861.879,889.579,1183.431
2472,729.352,977.952,1164.734,925.452,1320.692,1270.419,1334.897,1191.329,1197.654,1379.741,1087.236,995.037,1035.489,865.775,819.654,858.754,890.333,1185.864
2473,733.386,980.380,1172.181,928.090,1324.803,1278.117,1333.845,1192.099,1197.257,1369.596,1093.070,993.784,1037.491,867.779,822.421,861.454,892.689,1188.052
2474,732.998,984.384,1172.343,927.102,1329.142,1278.076,1333.831,1200.719,1201.357,1378.482,1094.240,995.529,1037.833,869.487,824.512,860.418,896.047,1189.550
2475,744.276,979.114,1176.635,925.935,1327.039,1272.840,1334.604,1192.541,1199.164,1371.449,1092.828,998.042,1038.651,869.414,822.263,860.406,891.058,1188.612
2476,736.563,983.715,1170.203,928.410,1337.355,1279.529,1334.785,1194.894,1196.295,1383.935,1093.026,999.341,1036.487,871.618,823.231,863.259,895.569,1191.653
2477,737.655,981.691,1176.206,926.662,1331.356,1275.366,1336.945,1193.312,1196.335,1372.276,1090.059,998.908,1035.886,868.932,822.830,861.874,894.145,1188.035
2478,728.060,979.218,1172.620,925.211,1326.419,1269.223,1331.942,1191.635,1196.075,1382.476,1090.378,991.505,1034.016,865.521,820.266,861.592,890.776,1185.695
2479,734.145,983.697,1175.530,924.395,1328.449,1273.958,1329.356,1188.689,1195.553,1372.826,1093.536,995.252,1032.663,866.208,822.377,859.862,894.497,1185.702
2480,736.687,984.909,1172.319,925.429,1331.409,1268.191,1331.314,1191.867,1194.293,1371.708,1093.792,994.101,1037.048,868.135,824.111,861.291,896.167,1184.615
2481,743.444,984.267,1173.832,922.595,1331.020,1274.140,1336.956,1192.016,1194.010,1375.734,1091.807,993.812,1034.729,866.468,823.154,863.419,893.162,1182.217
2482,729.507,982.371,1174.913,924.782,1328.677,1275.504,1334.281,1194.646,1197.597,1378.279,1095.194,994.550,1034.954,866.732,824.562,863.398,895.291,1186.450
2483,743.092,984.660,1174.204,924.566,1331.394,1281.194,1334.859,1192.025,1193.163,1380.008,1098.135,993.464,1035.222,868.514,824.730,861.598,892.499,1185.403
2484,732.969,984.035,1174.375,921.471,1324.135,1274.680,1333.132,1192.257,1189.016,1377.349,1092.162,994.599,1030.846,863.802,823.301,861.712,889.277,1184.273
2485,731.918,987.086,1179.988,926.545,1330.981,1277.998,1338.055,1202.228,1193.911,1388.511,1101.315,998.561,1035.272,870.963,827.489,862.702,895.771,1188.155
2486,736.966,988.875,1179.536,926.762,1331.370,1272.365,1334.995,1197.608,1196.497,1380.614,1095.714,992.258,1036.655,871.337,826.377,862.796,893.473,1187.425
2487,736.818,985.977,1179.125,923.822,1320.851,1274.988,1334.941,1197.393,1196.095,1382.643,1097.337,996.141,1029.414,868.688,824.536,861.792,894.964,1188.188
2488,735.787,985.131,1175.981,922.222,1327.422,1280.466,1335.609,1194.293,1195.777,1388.802,1100.213,993.566,1033.108,870.058,826.892,862.878,891.747,1187.535
2489,732.026,991.484,1179.966,923.833,1326.954,1277.076,1334.658,1200.080,1194.523,1389.983,1097.155,996.390,1033.005,872.180,827.680,865.249,894.057,1188.117
2490,738.046,983.847,1176.158,922.855,1330.218,1280.858,1338.485,1193.357,1194.500,1388.568,1098.507,989.803,1029.679,869.745,823.662,863.163,885.485,1185.071
2491,740.012,987.108,1176.559,924.825,1323.044,1281.250,1335.673,1198.676,1194.635,1383.858,1103.333,990.174,1027.353,871.917,826.836,865.405,890.385,1189.036
2492,740.039,990.118,1180.310,924.485,1330.885,1281.619,1337.146,1198.054,1194.310,1387.460,1102.913,997.609,1031.205,872.650,829.321,867.055,889.638,1190.637
2493,732.051,991.551,1178.552,925.002,1324.939,1277.407,1332.785,1196.700,1196.187,1388.505,1105.736,995.447,1028.742,870.748,827.269,865.928,892.753,1187.047
2494,736.777,990.432,1177.378,925.166,1323.786,1279.437,1336.212,1197.836,1195.944,1375.705,1105.252,995.499,1032.003,870.558,827.375,866.915,894.158,1189.281
2495,732.825,987.519,1170.937,921.174,1325.203,1274.725,1331.803,1194.270,1188.445,1373.161,1097.573,988.998,1027.773,865.796,823.578,862.318,892.057,1184.396
2496,736.631,992.270,1176.940,923.263,1323.884,1278.209,1331.578,1196.030,1196.345,1390.484,1103.461,995.614,1032.638,869.990,826.093,865.072,889.370,1185.381
2497,739.587,995.119,1181.225,928.234,1328.605,1283.121,1337.004,1200.724,1200.749,1391.216,1111.125,997.269,1033.593,876.611,831.608,872.350,894.212,1192.732
2498,737.143,992.434,1179.076,921.711,1324.033,1284.810,1330.576,1198.198,1186.997,1379.576,1104.144,994.899,1031.488,870.256,826.329,867.692,892.674,1192.881
2499,733.417,990.990,1174.659,924.004,1322.128,1273.843,1334.991,1193.670,1192.707,1378.648,1100.660,992.073,1028.556,869.221,823.653,866.493,889.046,1186.355
2500,739.187,989.644,1169.955,920.833,1322.093,1275.916,1325.463,1193.792,1192.746,1381.371,1100.047,989.899,1029.903,867.516,824.136,862.990,890.993,1188.063
2501,736.857,988.886,1175.436,920.197,1313.297,1275.556,1327.708,1189.385,1187.513,1378.391,1100.461,990.844,1023.600,867.705,823.977,864.259,888.538,1185.221
2502,725.738,988.805,1171.374,921.312,1318.864,1279.995,1329.495,1195.199,1191.714,1375.177,1095.173,992.330,1028.297,868.702,824.579,866.867,889.264,1187.871
2503,735.310,994.987,1179.760,924.049,1314.664,1280.528,1332.735,1198.494,1192.199,1375.919,1104.203,993.184,1029.241,870.909,826.301,871.865,892.089,1193.253
2504,739.269,993.571,1177.013,919.967,1318.674,1279.591,1330.368,1202.152,1186.150,1379.770,1101.246,990.788,1027.577,868.428,824.917,868.274,890.371,1187.090
2505,736.031,993.824,1174.812,922.379,1322.130,1286.293,1334.507,1199.775,1188.886,1375.704,1106.055,991.850,1028.054,868.952,825.012,865.970,891.462,1190.180
2506,742.400,997.687,1175.687,926.408,1317.989,1282.312,1333.859,1202.126,1187.231,1379.891,1104.814,994.096,1029.476,868.341,829.016,868.377,893.073,1193.110
2507,745.003,997.678,1179.290,925.774,1321.532,1286.127,1329.984,1201.544,1191.909,1376.977,1110.640,993.214,1033.859,871.402,829.969,868.345,893.851,1193.697
2508,724.736,992.351,1175.639,920.164,1318.030,1281.493,1326.877,1192.353,1186.582,1374.245,1103.609,987.645,1027.592,865.202,823.903,866.504,887.345,1184.657
2509,740.454,998.695,1177.571,924.302,1321.021,1289.347,1332.606,1202.789,1191.300,1379.197,1109.110,994.229,1033.288,870.622,827.585,872.122,889.435,1190.402
2510,738.974,994.837,1176.976,919.101,1319.081,1280.311,1326.504,1195.919,1189.080,1374.498,1101.633,991.026,1029.623,868.946,825.949,866.768,888.505,1188.094
2511,738.573,1001.393,1180.804,925.470,1323.798,1296.454,1332.306,1201.413,1192.086,1379.709,1113.196,996.825,1036.272,872.503,828.945,871.944,894.203,1195.547
2512,736.742,999.872,1181.973,922.390,1323.877,1289.703,1333.774,1200.854,1192.076,1372.530,1112.717,997.261,1033.047,871.779,827.147,870.672,892.862,1191.829
2513,730.235,997.859,1180.475,922.007,1320.859,1290.492,1328.144,1197.529,1188.106,1377.031,1105.061,996.132,1032.100,869.629,826.225,868.088,889.484,1195.125
2514,738.791,1003.479,1182.812,927.049,1323.327,1289.405,1331.338,1199.509,1193.313,1382.271,1113.802,1000.182,1035.750,872.792,827.918,872.086,890.493,1194.708
2515,728.845,998.760,1178.649,923.105,1320.783,1287.099,1329.983,1201.572,1193.167,1373.976,1109.542,998.429,1031.125,871.121,825.520,869.918,889.206,1195.803
2516,734.451,1000.782,1179.128,924.295,1322.224,1289.145,1327.462,1200.502,1189.153,1372.439,1111.411,995.622,1033.919,871.997,825.688,870.420,889.314,1195.516
2517,736.270,999.314,1174.660,918.642,1319.079,1282.799,1328.530,1197.247,1183.546,1366.034,1105.192,992.935,1031.042,867.072,824.010,868.819,889.115,1189.126
2518,735.029,1000.258,1182.351,926.764,1326.049,1292.239,1332.292,1202.484,1188.556,1377.091,1112.869,997.760,1034.323,874.894,828.161,870.780,891.392,1190.958
2519,733.927,1000.515,1176.840,920.413,1319.686,1288.995,1330.297,1200.701,1186.700,1380.439,1110.414,994.999,1033.307,871.278,826.109,867.577,887.956,1188.293
2520,738.503,1000.703,1178.687,921.749,1319.921,1283.220,1331.345,1203.230,1189.463,1372.229,1112.101,997.247,1027.854,870.975,826.043,866.253,887.387,1192.395
2521,739.216,999.804,1181.307,924.874,1319.730,1287.772,1325.336,1201.140,1190.110,1376.572,1112.726,996.776,1033.710,875.424,828.371,868.347,892.841,1189.604
2522,731.301,1001.453,1176.577,923.959,1315.234,1287.113,1328.137,1200.091,1189.114,1371.610,1115.022,996.716,1034.133,874.795,826.957,867.718,888.185,1190.748
2523,731.531,1005.989,1182.170,928.039,1317.907,1292.593,1332.103,1208.916,1193.266,1374.952,1116.235,998.402,1034.189,878.910,831.944,870.666,895.541,1194.740
2524,736.480,1000.139,1174.320,923.639,1318.539,1285.729,1324.728,1197.083,1184.288,1376.813,1112.933,997.888,1032.934,870.861,824.865,866.205,889.058,1190.078
2525,736.092,998.541,1175.709,922.917,1311.312,1292.156,1328.409,1198.606,1189.310,1379.832,1113.939,995.305,1029.622,872.835,825.663,866.466,887.877,1190.984
2526,744.507,999.944,1179.667,925.050,1310.794,1290.360,1327.881,1198.038,1189.578,1373.840,1118.474,1001.283,1034.918,877.128,829.199,869.256,891.688,1194.519
2527,729.508,1000.607,1176.871,922.942,1314.848,1291.477,1326.985,1200.448,1189.671,1375.471,1109.774,996.755,1028.199,875.213,827.403,865.835,888.039,1193.378
2528,738.199,1003.217,1178.630,925.370,1314.416,1292.438,1330.379,1200.146,1190.202,1373.454,1115.679,997.887,1032.777,876.609,828.359,868.069,891.732,1194.180
2529,730.313,1003.055,1176.690,922.147,1308.167,1299.381,1327.367,1199.936,1187.374,1363.615,1113.722,993.776,1032.904,874.910,826.824,864.388,887.989,1191.779
2530,738.929,998.224,1178.549,923.555,1310.836,1287.849,1328.240,1200.626,1185.420,1370.813,1113.165,993.788,1031.816,873.663,825.980,862.317,886.587,1189.473
2531,729.663,999.516,1176.517,922.248,1309.862,1288.375,1326.814,1206.689,1186.553,1377.355,1114.128,997.360,1033.137,878.668,827.175,865.341,887.121,1193.833
2532,738.049,1003.606,1186.185,927.556,1315.365,1292.924,1335.466,1210.443,1190.816,1374.289,1118.594,1001.512,1036.213,881.379,833.268,869.628,894.691,1196.100
2533,734.641,994.484,1173.445,918.185,1313.681,1281.965,1325.435,1194.342,1182.570,1367.184,1109.809,993.432,1029.741,874.602,823.555,859.386,882.883,1189.155
2534,743.986,999.344,1178.048,924.690,1309.292,1284.863,1330.032,1202.680,1190.324,1366.926,1119.384,999.780,1030.450,878.538,829.434,865.530,888.831,1192.623
2535,739.488,1002.324,1182.027,925.791,1312.131,1294.868,1332.846,1207.259,1192.870,1368.949,1121.665,998.867,1039.521,880.661,831.096,871.283,890.299,1192.167
2536,740.668,998.061,1179.830,922.259,1305.929,1291.929,1329.061,1199.441,1183.776,1362.633,1117.123,995.143,1027.885,875.065,827.195,863.046,887.698,1188.184
2537,737.849,996.299,1170.670,920.177,1305.083,1284.407,1324.921,1203.619,1182.194,1361.778,1110.833,989.603,1024.540,873.512,828.067,859.481,884.190,1188.242
2538,733.345,999.620,1177.634,921.547,1306.392,1287.379,1329.580,1204.548,1187.989,1363.512,1111.133,996.733,1028.711,875.658,830.009,864.363,889.066,1193.462
2539,742.604,1003.386,1180.471,926.075,1301.202,1287.138,1330.401,1205.096,1189.797,1362.909,1118.660,992.070,1033.235,877.033,830.553,866.937,889.133,1191.661
2540,732.806,1005.565,1179.406,926.297,1303.751,1290.008,1330.678,1209.343,1194.610,1362.190,1118.121,992.533,1034.923,878.023,830.150,865.997,891.485,1194.775
2541,731.604,997.869,1175.926,921.376,1300.798,1283.551,1326.077,1201.558,1182.562,1351.730,1111.465,989.921,1027.553,872.828,823.806,860.302,886.297,1185.443
2542,738.481,996.713,1176.053,924.019,1299.610,1286.790,1327.529,1202.319,1188.889,1360.493,1112.128,993.868,1031.118,874.512,827.426,863.944,889.544,1189.990
2543,728.010,1000.611,1175.639,924.233,1304.792,1287.803,1329.448,1204.723,1188.529,1362.043,1117.033,992.499,1029.578,873.551,829.179,861.080,886.992,1190.458
2544,726.672,1001.808,1176.182,923.529,1301.622,1283.167,1327.693,1200.218,1189.241,1353.081,1113.515,993.498,1031.617,873.773,826.773,865.416,884.842,1189.708
2545,729.209,999.814,1175.884,923.559,1303.165,1280.862,1327.976,1205.834,1192.063,1349.826,1115.089,996.478,1031.659,873.076,825.659,862.136,887.399,1190.614
2546,729.170,1006.213,1175.708,928.373,1305.198,1285.516,1330.911,1204.914,1192.581,1359.660,1122.204,997.349,1033.206,876.375,830.479,863.859,889.251,1194.483
2547,738.898,1002.863,1174.153,926.469,1298.734,1281.730,1328.311,1203.703,1190.284,1355.289,1115.813,991.632,1029.038,872.117,827.357,862.363,886.758,1188.145
2548,733.447,1000.401,1173.142,923.941,1299.804,1276.757,1327.355,1199.311,1190.114,1350.807,1110.631,990.639,1030.018,870.386,825.285,863.222,883.530,1186.181
2549,736.964,1001.035,1173.078,923.490,1294.659,1278.922,1328.727,1198.092,1184.410,1350.877,1112.031,992.002,1027.649,869.514,828.320,860.446,887.968,1188.580
2550,736.582,1001.738,1173.746,923.814,1298.737,1281.227,1328.737,1204.383,1185.448,1359.093,1107.893,994.552,1031.136,871.943,826.500,859.645,887.116,1190.959
2551,740.444,1004.376,1179.689,927.041,1297.726,1284.302,1329.957,1200.247,1190.965,1360.505,1113.009,998.889,1032.305,871.925,829.264,864.389,884.278,1192.672
2552,742.211,1003.314,1174.401,925.151,1295.312,1277.388,1329.540,1199.868,1189.189,1349.458,1113.286,994.036,1028.174,868.466,828.072,863.467,887.554,1190.620
2553,741.362,1003.075,1176.398,924.816,1295.618,1274.088,1331.744,1200.458,1190.985,1351.880,1114.584,993.413,1027.781,869.079,826.735,862.349,885.377,1194.331
2554,742.946,1006.044,1177.948,929.892,1301.637,1280.201,1333.737,1201.002,1188.569,1350.077,1113.441,999.329,1030.041,872.420,828.268,866.588,888.514,1196.310
2555,736.626,1000.242,1173.948,925.644,1291.031,1272.058,1327.166,1202.562,1190.070,1343.318,1108.652,991.591,1023.953,867.384,827.049,861.978,883.726,1189.853
2556,740.219,1004.664,1174.392,925.033,1294.621,1276.951,1329.757,1199.526,1190.291,1348.308,1112.629,993.130,1031.436,866.086,828.682,860.988,885.898,1189.196
2557,738.755,1005.650,1174.225,928.077,1294.532,1281.491,1330.857,1200.171,1193.577,1344.179,1110.799,993.576,1032.197,867.695,828.674,863.508,886.726,1192.831
2558,732.611,1009.576,1178.482,931.627,1300.507,1276.028,1334.196,1205.592,1193.647,1351.468,1113.497,991.776,1030.122,871.567,829.378,864.612,888.903,1192.414
2559,729.854,1008.589,1175.152,923.685,1292.423,1269.690,1333.371,1200.215,1190.550,1345.615,1105.996,991.294,1025.557,865.668,826.534,861.243,883.545,1193.505
2560,726.367,1007.057,1174.428,923.818,1288.923,1268.820,1326.337,1200.874,1194.677,1337.320,1112.400,990.526,1024.961,866.607,824.219,861.672,885.786,1187.227
2561,732.641,1007.632,1171.241,923.554,1290.104,1274.982,1328.442,1197.704,1192.132,1344.245,1112.094,991.245,1030.075,865.372,825.629,863.781,884.773,1187.768
2562,734.417,1007.904,1176.032,929.397,1288.674,1275.458,1330.620,1202.436,1194.261,1343.691,1109.297,989.272,1030.434,871.505,829.777,865.839,886.144,1191.601
2563,734.344,1005.808,1171.965,926.174,1291.502,1271.899,1328.611,1204.056,1190.199,1341.363,1108.486,993.449,1025.244,868.914,827.726,861.506,888.058,1187.680
2564,731.495,1008.180,1172.101,928.178,1288.326,1271.461,1328.587,1199.045,1191.703,1337.794,1109.244,993.529,1029.971,868.128,827.623,859.849,885.585,1190.589
2565,739.379,1008.065,1174.297,927.466,1289.665,1277.847,1331.086,1204.197,1191.672,1338.028,1113.719,992.814,1031.853,867.073,828.288,862.326,885.794,1190.462
2566,737.653,1012.091,1172.366,930.962,1288.296,1274.804,1331.191,1205.506,1196.381,1335.998,1110.928,992.619,1026.900,868.726,831.373,865.893,889.642,1190.760
2567,749.992,1012.768,1175.780,929.041,1292.879,1275.235,1334.627,1209.517,1201.693,1341.787,1119.348,993.823,1031.383,865.153,829.392,865.179,889.787,1192.099
2568,731.565,1004.584,1169.446,922.777,1279.235,1268.141,1327.254,1195.118,1194.596,1332.492,1108.971,989.163,1024.973,861.902,826.004,856.613,882.161,1187.967
2569,743.566,1010.185,1175.682,927.839,1289.263,1274.917,1336.080,1206.472,1195.639,1341.817,1115.815,995.776,1027.374,867.249,837.324,866.689,888.675,1189.653
2570,740.224,1005.157,1163.987,924.897,1280.753,1269.063,1330.519,1199.581,1188.528,1328.209,1109.611,992.051,1021.537,862.041,828.653,857.624,883.684,1184.886
2571,733.005,1006.845,1164.803,924.282,1281.004,1270.657,1329.127,1203.569,1191.518,1327.970,1107.742,985.160,1021.185,861.969,829.627,861.772,885.256,1188.499
2572,740.512,1006.767,1167.606,924.448,1280.674,1272.264,1329.868,1207.170,1192.255,1333.544,1107.147,987.150,1023.794,863.695,830.501,861.899,886.302,1185.402
2573,729.556,1006.977,1166.516,925.729,1278.681,1271.813,1330.857,1207.093,1195.208,1327.927,1115.024,989.507,1026.353,866.969,831.389,861.630,889.852,1187.571
2574,734.685,1001.229,1163.446,923.501,1273.112,1262.087,1330.109,1198.802,1191.735,1326.265,1109.154,982.077,1023.389,855.880,829.853,859.742,886.499,1186.967
2575,725.449,1004.684,1165.370,924.651,1278.423,1269.165,1330.510,1198.989,1194.424,1326.052,1116.762,985.340,1025.552,859.731,830.323,861.215,883.882,1188.550
2576,728.451,1004.123,1163.338,921.999,1273.677,1262.882,1325.396,1197.278,1187.899,1321.742,1108.712,982.896,1018.746,859.017,828.746,856.466,885.137,1183.143
2577,737.634,1006.204,1167.588,922.939,1273.161,1262.293,1326.168,1202.832,1191.220,1328.559,1115.050,987.328,1020.370,861.165,831.175,862.822,886.014,1187.720
2578,734.486,1002.658,1166.891,923.074,1277.608,1264.935,1331.698,1200.191,1193.231,1327.619,1110.486,983.486,1023.630,860.425,832.856,859.999,887.983,1188.416
2579,733.837,1006.552,1167.369,928.155,1278.145,1266.413,1330.637,1205.512,1192.156,1319.960,1109.600,985.552,1024.745,863.950,830.141,860.529,888.036,1188.570
2580,731.327,1005.845,1165.674,922.684,1278.915,1264.999,1332.081,1203.376,1190.755,1327.342,1111.733,980.038,1021.431,858.695,832.225,859.135,886.686,1193.977
2581,734.515,1007.903,1167.938,925.858,1278.758,1273.397,1330.376,1203.537,1198.925,1325.526,1113.117,986.883,1027.379,859.474,832.464,865.346,889.287,1193.606
2582,731.811,1005.175,1162.473,928.015,1273.116,1261.929,1331.620,1203.254,1194.386,1321.981,1112.610,983.044,1029.188,857.851,831.149,863.305,888.096,1190.490
2583,732.662,1005.151,1164.887,925.417,1270.742,1270.078,1329.366,1205.238,1192.781,1318.480,1111.461,983.552,1024.874,859.549,831.052,863.876,887.067,1189.439
2584,732.163,1004.543,1162.206,924.551,1268.921,1264.921,1333.002,1200.401,1190.390,1321.603,1111.298,978.346,1026.506,857.078,828.132,863.106,886.674,1186.837
2585,726.900,1008.789,1168.073,927.858,1274.152,1268.095,1332.483,1200.798,1193.173,1321.262,1116.652,987.447,1032.107,864.712,833.265,870.819,890.177,1191.757
2586,734.289,1001.958,1160.761,922.072,1261.023,1262.435,1325.860,1194.875,1186.823,1313.985,1106.438,985.760,1020.703,857.092,827.242,871.174,883.799,1186.530
2587,735.791,1001.258,1161.864,921.240,1266.094,1267.161,1327.285,1196.693,1186.784,1317.870,1113.499,983.452,1023.814,855.689,826.805,880.485,883.442,1186.750
2588,732.163,1003.333,1160.341,920.524,1262.918,1268.981,1328.784,1196.468,1185.848,1315.479,1108.265,980.957,1022.514,853.318,826.592,897.302,887.689,1185.839
2589,723.808,1003.464,1163.645,920.972,1267.592,1264.803,1327.414,1194.665,1189.332,1314.498,1107.112,981.778,1025.738,857.540,826.735,908.240,884.854,1185.858
2590,735.156,1006.466,1162.641,922.266,1266.895,1266.504,1329.656,1198.384,1190.311,1319.701,1109.493,984.462,1024.758,857.272,826.138,922.606,885.440,1182.891
2591,727.730,1007.438,1161.552,921.962,1277.540,1260.348,1328.034,1196.673,1190.262,1317.655,1110.597,983.119,1025.462,854.934,827.909,931.092,886.443,1186.684
2592,732.019,1008.259,1165.433,925.421,1273.621,1267.215,1330.174,1197.835,1191.091,1323.479,1116.298,987.830,1028.076,855.450,829.365,944.310,886.056,1187.511
2593,737.490,1009.392,1165.573,923.198,1274.721,1269.624,1328.963,1198.410,1194.287,1328.767,1115.469,987.792,1023.282,856.631,828.930,947.523,888.900,1187.540
2594,740.536,1010.681,1168.138,926.069,1277.386,1276.451,1326.778,1196.860,1192.454,1326.426,1119.540,991.173,1029.837,855.247,828.486,960.033,890.765,1188.260
2595,738.201,1007.985,1166.214,922.054,1269.371,1270.303,1326.498,1191.631,1188.457,1327.934,1119.197,986.653,1024.577,853.022,828.001,964.444,886.194,1185.972
2596,736.236,1005.878,1161.452,917.958,1274.091,1268.836,1322.742,1192.336,1185.372,1326.993,1116.890,989.378,1019.280,850.035,824.828,963.394,884.643,1182.165
2597,730.774,1005.057,1162.852,920.593,1271.602,1267.529,1324.270,1192.131,1184.033,1327.343,1118.730,981.518,1021.462,850.183,823.039,968.862,883.596,1187.914
2598,731.663,1007.168,1162.466,922.399,1268.775,1268.321,1327.028,1197.910,1192.417,1330.603,1119.943,981.271,1019.094,851.463,823.218,974.683,884.922,1182.709
