 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18
1,640.423,877.902,1014.138,845.907,1060.411,1077.857,1204.788,1067.738,1059.320,1150.437,1022.279,893.130,924.143,766.612,756.934,809.496,798.656,1036.467
2,650.015,884.198,1022.451,851.419,1067.118,1085.684,1203.272,1075.741,1062.961,1153.373,1023.154,900.188,934.487,769.778,763.768,816.355,804.120,1039.310
3,646.316,877.354,1015.613,846.219,1066.519,1078.012,1204.974,1063.386,1060.845,1144.206,1020.758,900.500,928.876,766.350,757.005,812.037,800.131,1038.109
4,650.260,878.545,1017.443,846.716,1059.875,1079.532,1205.968,1068.712,1063.457,1150.387,1022.414,896.877,928.298,767.873,759.862,812.442,799.071,1039.852
5,644.316,877.252,1014.534,845.945,1063.590,1077.399,1199.710,1064.119,1059.490,1145.521,1014.293,896.012,924.093,766.396,757.371,809.155,799.309,1037.099
6,646.735,880.258,1018.246,845.838,1065.852,1081.784,1205.292,1069.969,1060.863,1143.352,1022.113,901.213,924.786,770.992,759.005,813.150,801.944,1040.732
7,644.981,875.938,1015.934,845.966,1064.231,1080.717,1202.247,1064.465,1057.411,1145.667,1019.494,894.305,924.707,765.378,757.340,812.120,798.448,1036.761
8,651.014,881.465,1018.453,850.321,1066.888,1080.317,1204.294,1070.418,1063.865,1146.336,1024.182,898.468,930.019,771.052,757.836,811.732,803.631,1043.280
9,649.002,879.978,1021.266,845.650,1070.792,1082.188,1203.383,1075.031,1063.596,1151.521,1022.138,899.586,928.860,768.449,760.997,812.310,804.367,1041.911
10,636.139,874.587,1011.231,841.115,1066.689,1072.821,1197.661,1060.911,1050.736,1142.589,1014.484,885.688,917.524,765.390,754.947,807.160,791.481,1030.787
11,643.913,875.433,1007.634,845.964,1063.060,1070.848,1196.187,1060.992,1054.256,1146.877,1019.159,889.666,917.495,765.132,756.587,809.919,796.269,1036.433
12,640.747,871.422,1003.384,843.437,1063.591,1073.976,1194.652,1058.328,1052.727,1140.925,1012.333,888.893,916.939,764.154,753.924,805.814,789.646,1026.369
13,640.986,871.457,1004.477,841.969,1060.279,1071.236,1193.373,1063.842,1049.091,1141.099,1012.525,886.141,913.522,763.540,753.480,802.818,789.015,1030.201
14,629.151,866.064,1003.214,838.167,1058.457,1066.201,1190.678,1060.229,1047.603,1139.415,1012.218,886.663,913.789,762.816,753.309,804.510,784.698,1028.582
15,645.806,875.897,1007.173,846.163,1066.379,1074.938,1198.591,1062.788,1056.387,1145.939,1014.352,889.399,921.559,768.377,757.393,809.048,793.714,1035.506
16,629.049,872.790,1002.836,842.235,1059.744,1066.916,1192.298,1057.301,1053.472,1144.639,1015.422,885.556,916.930,762.889,754.489,805.276,788.719,1028.492
17,638.636,870.895,1005.152,842.999,1062.466,1073.568,1189.083,1059.236,1053.622,1138.268,1011.426,883.765,916.971,764.196,754.266,804.309,787.983,1030.620
18,637.582,879.160,1013.053,846.842,1073.899,1077.551,1203.884,1075.473,1061.824,1151.612,1022.206,895.556,922.943,767.671,758.604,810.267,798.393,1040.976
19,647.690,883.351,1017.972,848.050,1068.695,1077.014,1204.192,1073.483,1068.114,1152.233,1027.761,902.875,927.022,769.504,762.487,815.636,804.722,1047.187
20,649.723,885.391,1021.963,843.423,1072.436,1082.253,1204.997,1073.496,1068.122,1164.279,1031.048,902.358,930.347,767.398,758.757,817.295,807.312,1048.625
21,662.328,889.402,1025.652,847.428,1076.123,1086.744,1206.384,1082.550,1072.641,1168.201,1035.298,908.318,930.573,768.610,760.991,817.746,812.578,1055.102
22,675.660,897.293,1040.282,850.930,1090.853,1096.537,1221.241,1089.757,1084.786,1177.380,1043.782,922.391,947.135,771.139,763.949,826.689,825.979,1070.727
23,702.041,914.927,1063.213,858.807,1100.241,1112.722,1238.712,1111.170,1104.255,1194.995,1067.829,942.614,957.315,775.794,772.020,840.333,849.006,1093.725
24,709.236,921.123,1068.738,864.482,1106.915,1121.716,1242.427,1124.269,1111.127,1200.475,1071.467,950.502,966.437,780.142,777.181,844.896,857.072,1099.668
25,705.003,919.091,1064.502,862.176,1101.826,1121.139,1241.703,1119.570,1111.457,1193.460,1067.760,944.940,962.992,780.248,776.778,843.956,854.420,1096.539
26,700.786,914.519,1061.047,858.101,1100.599,1114.167,1237.685,1112.719,1102.258,1191.980,1066.999,945.450,956.344,776.435,773.474,839.135,846.696,1096.821
27,706.600,917.017,1065.240,860.289,1105.374,1119.976,1240.065,1111.169,1106.286,1193.179,1069.369,952.899,960.982,778.085,776.281,842.078,851.364,1099.025
28,703.954,916.823,1062.735,859.504,1102.485,1115.678,1237.366,1110.950,1105.184,1193.290,1067.951,946.716,959.773,775.794,775.295,837.681,849.160,1093.012
29,709.248,917.047,1066.661,860.189,1101.946,1112.787,1240.668,1116.582,1108.316,1189.154,1070.202,952.241,963.668,780.200,775.090,841.225,853.288,1098.883
30,700.784,914.702,1061.203,859.213,1101.935,1116.608,1235.638,1111.717,1099.983,1189.712,1062.831,949.319,955.833,775.838,775.477,841.970,848.746,1095.213
31,688.189,907.256,1052.596,855.822,1092.994,1105.769,1231.403,1107.013,1094.697,1187.235,1060.489,945.765,956.604,774.993,770.908,833.578,840.128,1087.078
32,679.049,897.628,1040.084,852.920,1084.439,1099.152,1222.741,1095.854,1082.601,1175.852,1046.493,930.239,948.645,770.855,766.313,825.047,827.961,1071.714
33,658.643,889.265,1028.337,848.430,1080.487,1085.185,1209.824,1082.611,1073.459,1164.509,1035.808,921.943,933.035,770.614,763.605,821.897,817.146,1059.972
34,665.549,887.603,1032.222,846.522,1078.489,1083.957,1210.146,1078.431,1066.280,1162.178,1033.795,924.541,932.441,766.648,761.271,816.903,814.038,1056.865
35,658.645,890.444,1028.869,850.465,1083.888,1092.955,1213.649,1083.894,1072.279,1170.197,1039.450,925.257,935.254,771.528,763.788,820.583,817.756,1058.190
36,663.582,888.650,1025.965,853.407,1078.705,1089.305,1215.681,1081.990,1074.920,1169.880,1036.778,925.420,934.565,773.163,764.777,820.893,817.018,1059.681
37,666.971,889.804,1028.515,850.952,1081.835,1086.648,1214.188,1087.940,1071.273,1166.934,1036.192,929.112,935.742,770.913,766.355,820.570,817.126,1061.741
38,666.345,894.323,1028.562,851.439,1077.973,1087.045,1212.627,1082.602,1074.137,1166.526,1037.673,924.925,938.569,773.612,767.849,823.093,820.950,1063.398
39,668.869,889.432,1030.462,849.347,1080.104,1087.214,1210.588,1080.481,1072.333,1163.408,1039.055,924.417,935.802,770.739,762.976,821.300,815.910,1059.318
40,669.347,893.525,1027.556,851.784,1077.774,1090.826,1215.803,1086.246,1075.121,1171.037,1039.412,927.320,935.138,772.574,766.170,821.970,818.942,1066.883
41,669.293,895.426,1031.417,854.085,1082.967,1089.832,1215.136,1088.742,1074.708,1170.163,1040.975,925.751,939.219,770.244,766.187,821.554,821.132,1065.586
42,667.002,892.351,1029.403,847.424,1077.088,1089.935,1214.271,1088.090,1073.563,1174.856,1042.800,922.704,935.366,767.256,763.440,821.932,819.980,1066.184
43,672.934,890.925,1035.169,849.672,1078.535,1088.188,1216.114,1078.671,1074.523,1172.956,1037.929,923.653,936.062,770.335,764.094,822.238,821.735,1069.904
44,667.932,892.780,1032.009,847.080,1080.570,1093.681,1218.288,1085.167,1073.632,1168.504,1043.640,921.964,934.185,769.082,763.330,819.640,818.268,1069.389
45,660.930,890.808,1028.543,846.828,1079.662,1086.914,1211.275,1077.937,1073.688,1164.720,1040.193,917.863,933.054,766.417,762.134,819.487,815.791,1071.137
46,668.315,891.909,1028.925,850.135,1079.843,1089.411,1214.684,1085.770,1072.613,1167.778,1037.275,921.942,929.598,768.247,762.644,819.739,816.948,1076.934
47,672.213,895.817,1031.040,854.682,1080.399,1095.059,1217.638,1089.818,1077.327,1168.491,1047.993,928.313,936.501,774.541,766.688,823.917,819.453,1073.625
48,665.269,896.366,1032.993,853.751,1082.766,1096.966,1223.206,1086.704,1076.745,1167.752,1044.368,929.839,938.660,772.092,767.342,823.959,822.393,1078.255
49,676.158,893.352,1030.972,853.209,1080.861,1095.833,1219.164,1088.187,1073.323,1168.291,1040.422,924.364,933.628,773.057,766.884,822.992,823.399,1077.120
50,682.056,893.141,1028.359,853.070,1084.069,1092.073,1220.823,1085.260,1071.622,1174.669,1041.853,924.042,935.909,771.096,763.213,821.073,817.683,1077.322
51,672.628,895.339,1031.102,852.868,1085.688,1090.900,1222.371,1085.402,1073.249,1172.044,1044.125,924.079,934.392,773.462,768.080,822.793,820.781,1081.488
52,678.022,893.753,1030.052,851.009,1085.105,1092.011,1219.747,1087.374,1075.318,1172.838,1045.806,924.636,938.847,770.975,765.523,821.141,822.025,1075.646
53,668.204,895.759,1032.309,851.703,1078.322,1093.637,1223.892,1081.742,1072.701,1173.706,1040.885,924.050,932.915,770.070,765.295,820.352,820.797,1077.364
54,677.488,895.673,1031.303,851.325,1081.588,1091.288,1225.325,1088.669,1075.523,1176.100,1045.005,926.850,935.870,772.956,765.530,822.538,820.112,1081.421
55,673.260,890.005,1029.279,849.390,1077.192,1091.347,1219.311,1081.595,1069.351,1170.736,1043.884,923.557,936.299,768.953,762.175,818.083,815.776,1076.771
56,678.304,893.643,1033.403,850.400,1079.193,1088.936,1220.955,1082.639,1072.651,1172.900,1045.103,925.788,939.784,771.584,768.351,823.565,821.012,1080.258
57,680.014,894.269,1034.183,849.536,1082.944,1089.812,1222.992,1086.846,1075.097,1168.864,1046.260,924.046,940.805,772.844,767.678,821.425,820.327,1081.596
58,676.503,895.104,1027.861,852.130,1080.822,1091.544,1226.355,1091.502,1073.281,1172.916,1040.707,924.791,938.931,771.761,769.721,824.001,821.548,1079.426
59,683.437,896.061,1031.153,854.014,1082.977,1095.472,1224.448,1088.511,1073.942,1176.857,1043.669,926.615,941.830,774.835,770.237,823.755,822.792,1082.488
60,675.742,892.625,1030.364,850.453,1081.497,1093.153,1224.850,1084.326,1069.275,1170.001,1039.936,925.215,937.923,771.960,770.312,820.543,821.588,1080.981
61,667.692,894.302,1028.983,849.029,1082.659,1091.959,1223.697,1086.077,1071.550,1172.036,1041.550,924.761,936.079,770.005,769.551,822.930,820.496,1082.242
62,665.854,895.051,1029.316,848.679,1080.204,1098.142,1224.929,1084.622,1070.490,1173.425,1038.751,925.683,939.637,773.869,768.838,820.840,822.654,1083.120
63,675.514,894.275,1032.665,852.920,1084.120,1088.390,1225.331,1087.573,1073.459,1170.329,1037.712,926.878,935.013,772.318,770.800,823.641,821.503,1082.370
64,677.711,898.560,1032.031,854.755,1086.235,1093.184,1230.688,1087.875,1074.315,1173.288,1042.333,928.093,942.182,775.783,771.765,826.379,826.541,1087.003
65,672.607,893.533,1031.081,852.575,1085.262,1096.739,1228.222,1091.842,1072.294,1174.257,1039.964,926.325,937.953,771.808,772.253,824.081,827.322,1087.968
66,670.905,896.002,1036.661,851.431,1087.892,1094.822,1233.509,1093.847,1074.166,1176.768,1041.806,928.712,938.595,774.341,771.469,823.299,828.153,1087.697
67,666.260,896.936,1034.418,850.612,1084.423,1096.739,1233.170,1090.319,1072.859,1171.779,1043.056,931.225,939.579,773.986,772.869,827.028,825.468,1087.370
68,666.889,893.820,1031.100,852.336,1087.037,1092.324,1230.642,1092.427,1073.820,1173.570,1043.018,925.239,939.037,770.888,770.563,821.509,824.745,1085.392
69,676.383,887.740,1029.509,848.744,1081.779,1094.827,1229.047,1090.282,1066.717,1171.997,1036.307,923.043,937.748,768.896,769.277,819.333,820.586,1078.531
70,672.942,892.103,1033.134,852.507,1082.235,1095.180,1235.857,1093.419,1070.818,1171.709,1042.553,927.740,942.340,771.937,769.884,822.649,826.741,1085.980
71,671.500,892.196,1029.497,851.422,1083.048,1099.227,1234.742,1089.678,1072.942,1176.974,1037.952,926.891,936.685,770.386,769.567,821.541,824.496,1084.388
72,672.019,894.738,1034.951,854.693,1079.292,1098.842,1230.415,1091.161,1073.753,1181.442,1042.738,928.206,936.385,773.859,769.796,822.719,827.371,1084.427
73,674.791,896.229,1033.436,852.929,1082.171,1095.397,1236.992,1091.403,1068.820,1178.197,1043.446,930.856,935.414,771.903,770.622,822.725,827.980,1081.704
74,669.988,897.241,1029.243,852.574,1085.383,1093.935,1235.880,1093.547,1075.350,1182.948,1041.115,929.464,937.550,772.401,770.581,823.454,824.403,1087.098
75,667.406,893.571,1029.637,851.502,1086.593,1099.160,1230.859,1090.560,1067.638,1183.099,1036.378,924.692,938.099,771.268,767.873,824.072,824.630,1079.530
76,668.930,893.289,1033.097,854.680,1089.295,1104.087,1235.436,1091.961,1069.622,1181.305,1041.012,929.593,935.532,775.857,771.338,821.809,825.264,1085.103
77,664.480,896.367,1033.615,855.164,1089.949,1094.410,1235.642,1096.793,1069.852,1177.301,1044.189,932.704,938.665,775.600,770.932,823.677,825.878,1088.706
78,671.015,893.824,1031.210,855.398,1090.523,1101.109,1236.232,1096.670,1074.303,1185.336,1042.363,930.356,936.656,775.560,773.333,822.355,828.638,1084.888
79,664.330,889.811,1024.460,854.304,1085.709,1099.480,1233.817,1089.424,1069.109,1172.249,1034.941,925.322,932.316,772.605,769.244,819.935,819.423,1083.012
80,672.483,892.519,1023.709,854.414,1085.474,1093.896,1232.512,1086.526,1068.209,1176.328,1036.303,927.923,934.339,771.696,769.328,820.899,824.042,1086.581
81,665.571,892.288,1025.252,855.543,1083.960,1094.936,1233.597,1089.563,1065.721,1182.018,1037.034,926.574,938.529,771.431,768.611,818.443,820.477,1084.014
82,676.597,893.763,1025.741,857.145,1090.063,1092.786,1237.273,1096.258,1068.048,1181.070,1038.807,927.358,935.690,775.659,773.438,822.484,823.278,1088.929
83,664.121,893.865,1029.445,853.243,1086.529,1100.981,1241.524,1094.346,1067.884,1181.519,1038.876,926.672,937.235,774.806,773.511,821.835,823.839,1087.215
84,674.849,897.166,1034.410,856.322,1095.676,1099.605,1240.855,1095.597,1071.569,1181.018,1044.483,930.254,935.810,777.209,774.662,823.440,828.250,1090.413
85,669.148,892.903,1030.015,856.103,1089.357,1100.923,1237.287,1089.462,1069.670,1187.333,1039.978,925.359,934.378,775.278,774.518,823.676,828.193,1087.385
86,662.175,893.381,1028.541,853.949,1090.670,1098.228,1240.472,1088.993,1066.247,1179.106,1036.836,924.149,935.193,771.964,769.390,821.150,822.932,1082.255
87,674.369,891.242,1023.604,853.327,1089.720,1097.121,1234.031,1086.171,1067.807,1176.841,1036.116,925.024,934.845,770.193,770.118,819.377,819.753,1084.991
88,669.425,892.945,1024.679,854.582,1089.701,1098.151,1233.670,1085.830,1063.648,1181.021,1037.311,922.481,935.509,774.136,772.161,819.811,822.780,1081.895
89,676.912,894.827,1031.230,857.152,1094.414,1104.281,1239.441,1095.231,1072.355,1186.652,1034.696,932.193,940.708,775.994,776.104,824.752,827.590,1089.191
90,677.240,896.824,1028.531,855.132,1097.528,1106.471,1238.675,1092.130,1064.339,1180.339,1039.631,930.398,940.133,775.233,776.501,825.791,827.104,1088.133
91,675.942,894.326,1031.315,856.514,1097.846,1103.509,1235.096,1087.075,1068.808,1186.318,1038.475,925.688,937.348,775.901,776.480,824.776,825.630,1088.587
92,675.765,896.621,1026.059,855.496,1097.978,1100.989,1236.272,1093.979,1068.954,1187.435,1038.451,926.088,939.065,772.931,775.143,825.409,825.192,1088.698
93,672.321,895.809,1029.391,857.002,1098.110,1106.371,1235.658,1092.495,1067.835,1179.751,1040.807,929.675,934.255,776.898,778.146,825.114,826.704,1093.642
94,670.508,892.489,1024.072,853.200,1097.639,1104.318,1235.927,1089.795,1064.609,1179.312,1035.129,926.330,935.721,773.109,774.434,824.097,825.199,1087.998
95,676.219,897.120,1028.361,858.243,1097.319,1104.233,1238.335,1094.997,1069.191,1182.111,1039.939,928.631,940.677,775.340,776.896,825.470,824.763,1089.699
96,672.228,895.128,1026.248,855.430,1096.198,1106.384,1235.208,1088.407,1066.527,1185.387,1037.322,927.282,938.012,774.989,775.857,823.543,825.613,1087.059
97,682.758,895.846,1025.598,857.760,1097.760,1106.025,1238.208,1091.402,1067.977,1193.347,1039.660,931.288,940.293,776.646,776.581,827.720,829.205,1092.640
98,674.165,896.131,1024.504,855.299,1095.536,1101.757,1235.644,1090.696,1065.850,1189.542,1035.059,927.359,941.568,775.120,773.602,825.854,825.139,1086.439
99,677.602,895.874,1023.436,857.199,1097.963,1107.640,1237.992,1094.391,1067.954,1182.248,1031.350,924.671,941.846,775.640,775.375,827.510,825.596,1087.882
100,682.992,899.605,1031.547,859.894,1097.383,1108.405,1238.815,1088.533,1068.267,1185.321,1039.268,933.228,942.591,780.161,779.568,828.155,826.694,1088.792
101,676.150,897.700,1028.446,854.682,1097.121,1109.575,1239.564,1086.896,1069.915,1186.260,1036.593,927.907,936.100,776.697,776.217,824.861,826.485,1087.767
102,670.905,899.004,1029.353,856.492,1100.774,1106.509,1240.965,1092.555,1069.859,1187.325,1036.775,926.987,939.612,775.645,775.215,825.511,825.385,1085.976
103,676.156,897.759,1031.536,857.620,1106.517,1108.865,1240.964,1094.367,1071.488,1197.982,1038.970,931.660,940.690,779.898,777.692,831.433,827.897,1089.176
104,671.036,899.085,1028.961,856.364,1100.037,1108.241,1237.096,1089.899,1068.675,1191.649,1032.937,925.750,939.304,778.080,775.742,829.972,828.122,1089.056
105,673.927,899.132,1025.746,857.086,1103.032,1112.059,1236.531,1093.747,1066.666,1187.214,1039.516,927.570,937.587,778.621,777.279,827.181,827.616,1092.563
106,673.963,895.454,1024.403,853.545,1097.201,1105.949,1235.953,1085.211,1070.883,1194.289,1030.264,926.955,940.878,776.971,775.474,828.345,821.916,1088.806
107,675.772,895.691,1024.964,854.823,1099.881,1105.214,1233.169,1089.370,1064.754,1188.085,1030.983,918.939,938.769,775.420,776.488,827.863,824.414,1086.266
108,678.146,897.453,1025.843,855.781,1103.070,1108.380,1238.250,1089.616,1069.990,1193.723,1035.831,923.487,937.818,777.754,779.055,830.530,826.213,1091.194
109,675.015,898.069,1027.511,857.892,1101.386,1108.796,1237.384,1085.944,1070.496,1189.422,1036.617,925.567,941.353,779.329,779.674,830.215,827.076,1089.314
110,678.301,897.625,1024.195,854.397,1101.503,1104.416,1231.166,1088.457,1065.416,1183.973,1030.948,920.094,938.530,773.248,775.931,827.326,822.056,1088.722
111,674.053,899.145,1025.940,858.047,1102.165,1105.269,1237.854,1092.167,1068.736,1186.733,1035.196,923.361,938.992,776.816,778.668,832.408,826.026,1090.457
112,674.410,898.914,1027.948,855.206,1101.621,1113.850,1233.201,1086.108,1064.399,1197.674,1032.446,926.495,939.290,775.935,777.057,827.531,825.491,1090.151
113,671.673,900.500,1031.135,856.629,1107.110,1112.520,1235.304,1090.013,1072.259,1198.821,1035.411,926.915,939.747,779.431,779.833,833.266,826.643,1090.583
114,671.383,899.805,1028.974,857.063,1104.077,1108.219,1237.093,1089.326,1067.650,1196.896,1033.068,921.876,939.994,775.518,778.832,831.065,830.496,1092.044
115,675.070,897.506,1025.029,854.772,1104.224,1106.185,1231.750,1093.280,1063.793,1197.743,1032.544,921.806,938.010,775.822,777.480,829.438,828.639,1090.311
116,669.262,894.731,1024.062,854.674,1101.852,1105.681,1234.807,1089.679,1062.191,1198.962,1031.012,920.736,936.309,772.363,776.488,828.178,825.689,1086.464
117,674.855,899.757,1025.393,854.712,1101.516,1103.954,1233.115,1091.626,1068.264,1193.745,1032.903,921.783,942.195,776.561,779.057,831.664,825.983,1089.873
118,670.000,899.247,1025.901,854.438,1110.966,1109.842,1236.153,1090.917,1068.889,1204.307,1033.893,924.735,938.428,776.620,777.666,830.181,827.686,1094.076
119,676.236,900.684,1024.632,856.239,1105.841,1108.345,1230.939,1095.250,1068.624,1199.103,1032.358,924.128,937.672,775.674,776.353,829.728,825.243,1088.914
120,674.517,897.379,1020.074,856.165,1107.271,1108.877,1233.969,1091.731,1069.172,1198.595,1026.812,923.017,937.176,776.366,777.399,830.919,827.079,1090.673
121,677.276,901.734,1028.134,858.057,1110.636,1107.456,1238.307,1089.731,1069.718,1202.109,1034.331,926.718,942.533,780.091,780.268,833.304,830.769,1095.677
122,672.308,898.757,1021.440,852.942,1107.162,1100.629,1233.610,1082.982,1065.191,1193.729,1032.913,919.964,940.083,776.239,775.307,830.604,824.987,1084.391
123,676.165,897.557,1026.839,854.618,1110.400,1112.315,1233.385,1091.109,1066.890,1200.477,1030.877,921.244,941.748,775.797,777.176,832.027,828.683,1093.884
124,677.216,896.537,1025.708,856.697,1108.568,1102.117,1235.228,1089.760,1068.660,1196.003,1031.442,920.383,944.758,776.539,776.483,832.220,828.102,1089.540
125,672.485,898.987,1027.911,858.066,1108.595,1112.704,1235.291,1087.542,1065.515,1199.089,1032.404,923.096,944.235,777.954,777.485,834.377,828.764,1087.340
126,687.927,901.164,1033.706,858.526,1119.302,1108.928,1236.897,1091.835,1070.427,1198.782,1036.830,927.029,949.691,781.552,780.676,839.077,834.927,1093.612
127,681.008,902.675,1028.005,860.723,1111.920,1112.828,1237.893,1093.799,1072.810,1202.698,1035.742,927.654,950.597,782.598,781.099,839.327,833.660,1096.532
128,673.274,900.007,1025.849,853.825,1112.724,1105.619,1238.524,1091.404,1067.418,1196.852,1030.817,924.036,948.926,778.111,776.925,833.434,827.754,1094.020
129,682.628,901.057,1028.524,858.978,1114.638,1111.450,1242.190,1089.650,1070.719,1200.995,1038.024,925.179,952.120,779.986,780.572,837.552,831.879,1094.991
130,678.294,900.151,1028.165,855.531,1110.443,1105.515,1236.434,1088.528,1068.769,1201.694,1033.042,920.882,953.580,778.978,777.601,834.390,828.541,1091.112
131,675.039,896.281,1026.396,851.712,1107.307,1110.084,1232.404,1088.213,1062.980,1193.922,1029.924,919.129,950.049,775.534,772.496,832.254,824.225,1086.559
132,681.041,900.574,1025.182,852.938,1110.875,1110.585,1236.744,1088.389,1066.985,1200.574,1031.596,921.867,949.471,779.059,774.322,833.495,828.110,1091.007
133,677.276,900.662,1028.720,857.554,1115.865,1112.314,1239.593,1089.843,1072.667,1203.560,1033.370,924.747,951.893,779.661,776.509,836.386,827.079,1092.921
134,672.852,904.447,1028.925,858.301,1114.851,1111.538,1241.652,1089.724,1068.694,1207.735,1035.448,923.475,952.459,780.973,778.798,836.668,828.664,1093.594
135,676.536,899.281,1031.093,854.390,1111.450,1110.534,1240.356,1092.602,1072.787,1198.807,1033.163,923.540,949.113,777.146,775.078,834.992,826.162,1093.316
136,681.434,899.315,1026.936,853.798,1107.947,1107.977,1239.969,1088.800,1069.114,1192.990,1035.681,921.784,949.855,777.507,772.397,833.023,827.363,1091.659
137,686.742,898.538,1022.735,854.386,1108.644,1106.800,1236.700,1090.758,1065.176,1197.156,1034.173,925.481,945.519,777.251,771.996,834.661,826.046,1088.136
138,676.325,901.409,1025.899,854.061,1115.694,1111.900,1236.719,1089.246,1069.621,1194.960,1032.877,925.378,951.414,777.839,772.767,835.169,827.898,1091.823
139,683.524,902.480,1030.475,858.555,1113.007,1113.930,1244.860,1091.517,1073.999,1199.757,1038.356,928.441,956.170,779.905,775.821,838.606,832.676,1095.720
140,690.420,903.239,1032.573,858.828,1116.036,1113.172,1245.627,1093.575,1071.837,1202.114,1037.131,929.255,958.798,780.631,775.620,839.677,833.092,1097.576
141,685.384,903.595,1032.039,859.691,1114.895,1117.084,1241.974,1093.713,1075.132,1200.459,1036.546,930.265,957.401,782.954,775.702,841.272,835.421,1097.637
142,680.505,899.503,1031.629,857.837,1114.487,1108.462,1240.909,1094.516,1073.373,1201.373,1033.692,922.556,952.858,779.881,772.657,836.777,830.716,1096.321
143,688.121,905.876,1032.713,860.764,1121.340,1113.139,1242.907,1091.293,1075.158,1199.298,1040.762,931.502,955.608,783.766,777.176,839.791,832.447,1102.458
144,687.568,902.024,1029.376,857.959,1114.849,1113.019,1242.134,1095.842,1069.230,1196.830,1035.833,926.442,956.416,780.133,774.853,838.783,833.013,1097.333
145,683.211,905.556,1029.974,859.275,1120.597,1109.188,1243.489,1090.177,1076.464,1200.645,1034.370,929.228,960.193,780.853,773.603,840.797,835.055,1101.614
146,682.294,905.208,1034.853,859.219,1117.703,1111.301,1243.431,1097.384,1073.639,1198.842,1038.147,930.935,957.798,782.170,774.066,842.326,835.474,1101.142
147,685.284,903.250,1034.062,857.365,1115.430,1111.347,1239.932,1095.480,1072.786,1201.478,1033.601,928.513,957.807,779.053,772.967,840.121,830.035,1097.069
148,688.969,903.205,1031.619,856.877,1113.224,1110.424,1240.400,1098.134,1072.317,1197.637,1037.913,929.933,957.354,781.878,774.196,840.435,832.458,1100.823
149,687.362,904.806,1034.624,859.132,1116.211,1115.242,1243.640,1090.026,1073.814,1202.156,1032.043,931.481,958.662,781.847,773.470,843.141,833.086,1100.474
150,676.684,900.840,1032.472,859.720,1117.663,1107.373,1237.551,1094.266,1071.487,1207.412,1034.440,928.721,956.583,781.095,773.960,840.377,832.045,1096.639
151,680.194,898.486,1026.210,857.560,1112.801,1110.593,1232.514,1087.747,1067.798,1195.908,1028.355,927.521,954.311,777.397,771.024,838.390,827.355,1096.547
152,679.903,898.862,1029.317,858.796,1111.414,1107.449,1238.634,1092.573,1073.060,1198.617,1029.025,926.288,955.536,779.884,770.628,838.627,829.233,1099.352
153,677.714,900.446,1027.082,855.914,1109.084,1105.858,1233.794,1091.622,1068.968,1196.237,1026.440,926.702,954.942,780.321,769.803,841.107,828.657,1100.244
154,682.806,902.577,1030.863,859.380,1110.891,1108.336,1240.893,1092.811,1070.433,1195.915,1030.006,929.163,958.774,782.091,772.900,838.769,830.043,1095.658
155,682.565,897.616,1029.520,855.674,1111.809,1104.574,1234.154,1091.815,1071.289,1197.465,1029.386,925.357,952.149,781.101,769.085,838.661,827.857,1095.523
156,678.529,899.405,1030.752,858.855,1105.605,1108.525,1235.140,1088.893,1073.986,1196.791,1031.243,927.537,955.534,780.181,770.747,840.081,828.465,1095.858
157,680.961,901.872,1035.137,860.439,1115.325,1111.289,1242.044,1091.685,1075.634,1203.474,1031.256,929.799,957.654,781.766,771.835,841.759,833.323,1099.595
158,682.258,902.301,1034.565,861.520,1112.948,1111.119,1237.290,1090.895,1074.201,1197.752,1033.105,931.485,953.361,783.668,774.078,840.000,831.844,1098.456
159,685.742,904.312,1035.549,861.028,1109.828,1110.974,1241.919,1098.054,1073.704,1200.816,1036.012,933.328,953.748,783.832,776.623,844.530,836.788,1101.188
160,680.838,902.111,1035.569,858.576,1110.193,1108.231,1238.736,1095.640,1074.628,1201.380,1033.590,930.888,953.259,781.296,771.370,840.206,830.873,1095.617
161,677.906,898.878,1030.246,856.515,1105.047,1107.061,1237.097,1090.926,1074.338,1198.678,1027.382,926.595,951.621,778.140,770.550,837.819,829.143,1096.446
162,675.128,899.395,1029.385,855.028,1104.883,1105.091,1232.144,1088.697,1070.653,1192.663,1025.995,923.083,947.037,777.132,767.644,837.090,829.147,1094.358
163,683.952,899.921,1031.039,858.869,1113.290,1110.937,1235.176,1092.010,1076.068,1193.299,1031.363,929.754,952.435,779.456,771.138,838.972,829.314,1098.103
164,668.748,899.130,1029.128,857.417,1107.308,1108.287,1232.818,1088.998,1074.979,1188.721,1031.037,927.326,950.874,781.992,769.871,840.162,832.213,1098.346
165,678.041,901.379,1033.494,859.522,1110.021,1112.360,1237.459,1090.397,1078.000,1198.989,1032.670,930.297,952.228,782.464,776.116,842.384,835.702,1102.119
166,679.553,901.195,1031.498,858.653,1111.169,1112.849,1231.781,1092.114,1079.367,1196.780,1033.249,932.806,952.990,784.294,775.781,839.747,834.880,1099.992
167,666.264,894.908,1029.547,853.720,1108.323,1107.769,1230.253,1090.397,1072.786,1188.678,1028.187,922.674,949.964,777.193,767.870,836.854,830.819,1093.228
