 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41
4225,733.198,2152.391,2249.367,3398.796,3151.755,2619.019,2549.528,2561.247,2746.939,2160.801,3740.741,2955.470,1571.054,2466.209,2105.694,2158.602,1989.635,2132.652,2280.331,1387.568,1881.772,1691.759,1471.372,2792.726,1695.848,2942.727,2585.539,2793.639,2007.020,2373.635,2579.171,2457.794,1676.020,2142.312,2123.133,1987.379,2283.854,2085.312,2345.628,3216.832,3974.662
4226,732.878,2156.960,2243.780,3397.084,3168.690,2615.448,2561.699,2570.898,2750.874,2161.692,3740.001,2971.854,1570.997,2460.440,2109.490,2162.623,2001.226,2155.847,2285.670,1382.771,1887.792,1685.568,1476.962,2805.021,1693.360,2915.575,2589.382,2800.632,1992.828,2355.626,2589.406,2454.737,1680.401,2140.447,2121.803,1976.971,2310.151,2081.940,2342.183,3218.601,3985.310
4227,733.826,2156.431,2241.853,3395.975,3184.094,2614.074,2547.458,2578.332,2739.459,2165.267,3745.364,2970.058,1574.849,2446.436,2099.090,2166.408,2000.650,2150.847,2272.728,1375.561,1885.492,1682.095,1470.496,2803.596,1689.171,2944.266,2589.939,2810.677,1996.776,2367.175,2572.322,2471.445,1681.106,2139.156,2131.467,1975.668,2303.826,2077.580,2362.031,3222.643,3997.926
4228,737.971,2157.326,2254.847,3390.502,3191.319,2609.730,2561.144,2578.851,2746.684,2169.981,3742.279,2969.714,1581.078,2470.086,2111.021,2181.185,2000.472,2146.494,2278.124,1381.252,1892.077,1693.661,1478.506,2797.663,1698.006,2952.030,2597.646,2805.572,2007.414,2387.972,2595.387,2469.241,1694.450,2140.647,2132.166,2006.792,2317.527,2089.208,2369.758,3237.300,3981.381
4229,725.035,2155.280,2249.554,3410.937,3190.308,2619.522,2561.241,2577.688,2761.925,2161.702,3758.254,2969.811,1579.165,2454.672,2096.967,2176.318,1999.906,2129.447,2283.325,1379.713,1884.492,1690.526,1474.161,2805.796,1689.510,2936.915,2595.107,2805.231,1996.345,2378.920,2576.946,2458.147,1675.560,2142.597,2132.428,1984.064,2333.952,2089.660,2357.373,3236.722,3988.801
4230,735.637,2163.740,2251.623,3395.730,3178.771,2625.562,2551.923,2571.361,2759.496,2163.547,3749.739,2961.522,1584.837,2465.797,2114.394,2170.131,2009.776,2141.866,2290.113,1381.374,1905.944,1689.911,1476.297,2810.544,1691.818,2934.077,2581.700,2808.549,2014.226,2391.733,2574.509,2466.672,1679.424,2142.922,2128.950,1997.042,2320.774,2079.447,2363.850,3236.573,3971.421
4231,731.875,2162.002,2249.790,3391.655,3173.767,2611.120,2556.918,2573.923,2746.488,2163.482,3741.131,2961.847,1584.908,2471.518,2108.206,2168.228,1985.143,2127.293,2293.998,1379.765,1893.160,1688.969,1480.028,2810.765,1697.443,2919.021,2586.013,2795.836,1998.057,2390.296,2582.795,2468.898,1681.728,2147.762,2120.338,1978.201,2329.858,2083.156,2366.842,3239.825,3978.280
4232,730.024,2157.690,2247.912,3407.180,3208.095,2616.771,2552.024,2573.567,2751.239,2170.017,3748.619,2968.157,1575.524,2454.234,2092.114,2182.857,2018.703,2136.300,2285.925,1385.701,1877.671,1697.040,1476.673,2808.701,1694.802,2925.865,2585.128,2817.067,2005.771,2379.257,2578.228,2451.169,1680.561,2150.441,2124.964,1972.911,2335.478,2086.233,2368.266,3236.815,3983.337
4233,732.196,2158.040,2246.568,3386.624,3185.496,2604.579,2550.591,2569.469,2749.969,2156.349,3756.574,2979.969,1576.133,2462.732,2104.660,2179.571,1998.814,2139.370,2287.135,1375.762,1880.292,1687.013,1481.774,2796.310,1691.408,2928.391,2573.567,2789.719,2009.873,2391.267,2563.548,2458.472,1676.163,2149.077,2124.248,1978.615,2336.177,2078.479,2375.660,3239.286,3964.160
4234,723.065,2161.564,2256.241,3389.753,3176.526,2612.812,2554.931,2571.551,2748.541,2161.332,3748.721,2969.202,1575.875,2456.973,2100.497,2163.859,2007.958,2129.683,2290.250,1383.783,1887.252,1695.188,1466.656,2804.042,1691.840,2917.096,2587.418,2786.949,2006.062,2394.831,2573.943,2465.042,1680.029,2158.882,2115.515,1985.630,2322.164,2102.406,2365.754,3257.731,3970.715
4235,731.682,2166.885,2249.502,3388.487,3184.395,2611.115,2549.908,2568.298,2735.927,2162.267,3754.357,2961.576,1582.110,2469.146,2091.172,2180.343,2004.223,2121.905,2288.806,1380.253,1876.719,1688.412,1468.699,2806.500,1686.570,2916.177,2595.896,2793.184,2023.277,2385.464,2574.785,2465.550,1680.752,2151.343,2128.493,1985.919,2319.018,2076.490,2376.886,3251.647,3946.872
4236,739.470,2157.540,2247.900,3392.599,3206.534,2615.787,2552.840,2572.395,2744.960,2166.802,3746.603,2962.483,1580.586,2459.606,2089.242,2168.167,2014.837,2138.452,2273.305,1379.292,1880.450,1692.979,1475.588,2811.588,1693.897,2918.646,2587.882,2785.609,2010.876,2390.461,2564.327,2458.314,1687.351,2145.444,2114.499,1993.139,2337.320,2101.500,2395.752,3255.869,3933.653
4237,727.246,2157.348,2247.317,3388.003,3194.880,2631.655,2563.322,2575.769,2748.516,2160.641,3752.392,2982.667,1577.496,2463.900,2096.615,2175.157,2009.944,2134.115,2306.534,1381.699,1884.717,1694.751,1466.954,2807.052,1702.027,2909.878,2590.084,2790.142,1995.233,2393.681,2564.083,2473.433,1675.703,2147.567,2116.145,1996.148,2327.589,2085.665,2372.459,3261.716,3972.448
4238,725.955,2159.069,2254.865,3393.260,3186.965,2617.589,2555.127,2567.100,2736.291,2161.811,3747.066,2965.876,1576.449,2463.652,2086.227,2171.068,2003.871,2127.008,2286.846,1373.893,1873.109,1692.946,1457.911,2808.009,1694.705,2915.349,2585.391,2781.223,2011.708,2371.466,2553.402,2458.633,1676.623,2154.598,2111.317,1980.703,2340.990,2084.437,2377.802,3252.663,3981.913
4239,734.951,2168.768,2251.084,3388.119,3213.166,2626.760,2559.444,2578.470,2750.164,2162.349,3757.168,2968.636,1577.085,2459.823,2091.534,2182.124,2017.578,2143.770,2288.091,1374.471,1888.492,1699.338,1471.696,2812.789,1703.181,2931.248,2597.341,2783.264,2015.627,2389.538,2565.853,2453.562,1686.026,2151.226,2122.630,1995.465,2353.274,2088.422,2382.602,3259.093,3968.938
4240,731.092,2171.416,2255.451,3386.065,3232.224,2616.439,2565.073,2582.279,2755.148,2164.414,3756.841,2976.583,1578.495,2463.280,2100.799,2180.923,1996.617,2119.150,2286.434,1382.485,1896.447,1695.477,1470.675,2795.092,1702.596,2919.452,2592.915,2802.744,2027.161,2395.947,2563.223,2477.264,1684.802,2158.495,2118.424,1985.066,2309.035,2084.326,2391.266,3266.773,3992.416
4241,718.944,2168.059,2252.716,3368.903,3197.644,2615.958,2564.230,2566.935,2737.815,2165.002,3746.072,2975.011,1572.078,2480.411,2096.283,2184.172,2007.977,2144.907,2289.224,1384.442,1894.575,1690.602,1474.615,2808.536,1701.563,2914.197,2589.806,2802.843,2008.462,2409.540,2559.710,2459.895,1687.422,2138.505,2121.018,2000.804,2311.460,2093.011,2383.852,3287.939,3976.281
4242,736.038,2165.093,2252.126,3367.491,3213.785,2622.292,2564.689,2582.169,2754.635,2163.903,3758.171,2979.800,1572.737,2461.500,2087.677,2191.420,2013.536,2136.182,2295.672,1382.811,1894.693,1696.204,1467.928,2810.942,1709.383,2919.058,2588.294,2814.205,2008.199,2400.507,2560.046,2463.542,1687.352,2147.858,2125.316,1986.875,2310.162,2089.210,2379.912,3296.049,3951.513
4243,728.603,2160.857,2251.160,3355.310,3211.587,2616.325,2557.330,2570.271,2749.978,2151.454,3756.603,2974.279,1569.426,2466.835,2084.818,2176.283,2013.251,2125.345,2289.469,1387.134,1885.140,1696.218,1475.079,2801.230,1701.226,2922.872,2580.742,2805.047,2006.971,2393.778,2550.054,2457.989,1682.139,2145.122,2107.653,1997.814,2338.804,2099.941,2400.436,3285.661,3977.548
4244,730.859,2160.649,2253.073,3350.571,3214.884,2617.446,2556.267,2573.880,2743.355,2162.646,3733.224,2970.618,1563.574,2469.782,2079.249,2190.386,2008.880,2124.499,2289.193,1388.877,1894.575,1696.621,1468.987,2805.542,1701.770,2919.275,2596.265,2800.577,2012.631,2391.484,2571.860,2471.164,1688.055,2147.236,2115.514,1999.402,2339.296,2095.662,2402.358,3274.858,3972.910
4245,718.603,2157.791,2253.537,3357.044,3212.262,2621.651,2563.900,2563.882,2745.947,2161.358,3761.481,2965.328,1572.238,2456.392,2082.854,2191.829,2011.131,2130.499,2288.861,1380.010,1880.379,1689.232,1467.184,2806.921,1691.547,2922.400,2581.388,2803.127,2013.553,2395.166,2540.543,2458.260,1684.145,2151.297,2121.305,1998.113,2334.086,2077.390,2372.298,3298.290,3970.767
4246,728.963,2165.422,2252.369,3346.246,3224.428,2615.938,2565.417,2578.269,2747.761,2164.351,3757.899,2970.428,1573.139,2469.420,2085.311,2191.458,2012.049,2128.372,2276.720,1387.537,1894.104,1698.031,1472.894,2796.175,1705.511,2922.100,2584.036,2800.827,2007.547,2392.648,2544.057,2474.589,1684.608,2153.357,2112.541,1997.024,2332.721,2083.572,2406.900,3296.200,3964.699
4247,728.860,2153.017,2245.656,3360.548,3231.043,2611.305,2554.186,2566.671,2741.704,2160.366,3731.020,2976.010,1565.436,2464.941,2077.273,2197.169,2014.434,2125.124,2276.995,1382.497,1885.559,1696.474,1461.748,2808.856,1695.199,2899.057,2586.803,2795.770,2008.568,2413.923,2542.699,2454.585,1673.548,2150.682,2122.890,1992.511,2331.298,2086.443,2369.713,3298.171,3943.678
4248,731.202,2160.712,2249.443,3335.530,3232.740,2605.576,2565.368,2566.244,2743.931,2161.304,3761.054,2983.073,1568.412,2462.772,2087.906,2192.460,2012.602,2139.717,2281.804,1387.565,1888.274,1690.713,1466.376,2814.338,1701.477,2931.097,2576.669,2798.028,2011.361,2392.426,2556.794,2459.918,1680.854,2161.261,2128.490,2011.473,2344.933,2097.763,2388.500,3282.350,3959.677
4249,727.662,2167.463,2253.402,3341.278,3249.464,2623.888,2567.668,2581.638,2752.254,2160.332,3745.824,2973.581,1575.073,2464.706,2090.653,2203.326,2024.751,2135.285,2296.028,1384.394,1881.413,1696.569,1466.257,2830.712,1712.321,2932.232,2593.183,2807.940,2003.365,2402.680,2544.808,2459.746,1685.516,2161.005,2128.715,2013.660,2336.065,2085.791,2382.557,3305.877,3941.239
4250,724.702,2149.903,2249.599,3329.394,3239.277,2613.483,2563.542,2567.736,2742.332,2153.031,3743.953,2954.982,1562.088,2464.655,2075.856,2188.864,2012.441,2113.443,2288.282,1373.901,1879.932,1686.966,1461.555,2808.349,1695.507,2914.631,2571.703,2798.415,1999.651,2396.670,2531.394,2461.656,1678.212,2147.080,2104.346,2014.091,2325.253,2084.203,2384.860,3296.922,3951.679
4251,727.611,2164.809,2250.725,3336.216,3253.251,2619.924,2567.380,2571.163,2741.052,2162.832,3756.174,2967.281,1565.675,2456.678,2073.297,2206.565,2026.045,2140.144,2291.110,1377.262,1878.090,1698.890,1458.490,2809.042,1696.646,2907.920,2577.034,2799.085,2008.352,2410.308,2537.099,2446.628,1688.238,2151.991,2124.178,2000.099,2342.667,2085.293,2383.710,3304.229,3940.974
4252,731.784,2152.721,2257.658,3322.364,3232.188,2606.933,2556.219,2572.279,2740.460,2157.589,3752.671,2971.448,1564.908,2463.987,2081.565,2202.809,2022.616,2137.600,2286.844,1378.386,1870.929,1699.416,1464.722,2808.757,1694.055,2900.744,2574.900,2805.282,2005.402,2407.781,2549.350,2457.657,1680.501,2154.457,2123.017,2000.826,2337.669,2081.384,2393.440,3322.986,3929.852
4253,737.110,2164.885,2251.221,3318.280,3253.955,2610.623,2566.606,2573.575,2747.400,2157.746,3760.227,2975.679,1568.052,2460.218,2080.172,2206.614,2033.279,2146.440,2291.071,1386.844,1874.005,1698.686,1461.420,2812.098,1704.910,2922.329,2580.907,2792.597,2010.090,2401.483,2557.817,2457.509,1684.536,2151.938,2122.898,2014.859,2332.984,2083.884,2383.058,3346.075,3930.318
4254,734.887,2163.003,2261.273,3328.922,3255.886,2624.014,2569.195,2568.846,2755.107,2167.060,3754.844,2974.228,1569.977,2471.673,2069.591,2214.687,2029.846,2147.027,2303.233,1382.339,1882.048,1708.490,1454.776,2805.954,1709.180,2899.465,2570.128,2808.171,2011.427,2414.844,2543.315,2456.949,1685.848,2154.388,2126.131,2015.850,2336.935,2085.159,2377.119,3347.940,3948.266
4255,731.011,2160.751,2248.769,3313.926,3237.375,2616.511,2562.326,2576.287,2744.984,2165.864,3765.446,2954.737,1564.314,2459.853,2069.934,2200.802,2020.841,2135.496,2291.215,1372.426,1870.444,1701.936,1454.707,2805.821,1706.213,2923.578,2569.814,2814.406,2010.980,2424.852,2555.239,2461.470,1681.054,2155.322,2122.384,2009.317,2319.965,2101.175,2384.420,3368.176,3927.935
4256,729.499,2155.913,2252.828,3318.462,3254.595,2611.119,2569.802,2569.920,2748.868,2152.635,3754.686,2956.081,1562.986,2451.631,2072.088,2209.481,2035.820,2132.346,2295.029,1373.713,1869.502,1699.829,1453.207,2806.887,1704.874,2933.205,2582.866,2796.039,2022.536,2418.110,2548.619,2450.615,1686.579,2158.063,2134.450,2014.360,2324.906,2095.176,2370.242,3369.010,3903.103
4257,732.024,2158.949,2255.849,3299.233,3239.593,2608.975,2566.133,2569.469,2744.695,2159.161,3761.244,2957.902,1562.982,2458.583,2079.697,2203.909,2024.282,2133.307,2302.727,1381.915,1871.308,1707.307,1450.001,2819.382,1708.113,2924.372,2580.252,2790.886,2004.629,2421.796,2544.559,2461.582,1685.991,2151.149,2108.759,2021.259,2339.320,2086.544,2397.551,3359.616,3933.352
4258,728.205,2156.484,2253.734,3285.187,3224.633,2615.339,2572.051,2561.960,2731.238,2160.558,3744.520,2953.869,1559.110,2456.096,2061.569,2211.909,2032.456,2123.711,2279.390,1383.412,1865.259,1694.274,1452.933,2802.594,1695.366,2905.183,2575.729,2795.688,1994.141,2421.880,2541.652,2462.786,1683.858,2155.893,2125.035,2005.773,2312.535,2088.317,2365.176,3374.216,3926.049
4259,725.762,2154.329,2252.480,3286.806,3237.177,2601.368,2564.000,2555.543,2739.122,2151.784,3744.280,2943.729,1559.316,2457.379,2060.005,2198.365,2027.797,2121.395,2287.300,1378.678,1866.093,1695.332,1441.667,2801.073,1698.032,2891.943,2559.054,2785.370,1998.597,2410.610,2535.623,2454.725,1673.997,2156.560,2131.665,2006.682,2317.377,2082.013,2363.168,3360.445,3911.087
4260,728.378,2155.625,2244.891,3279.691,3253.458,2602.259,2571.178,2570.080,2734.761,2149.151,3743.404,2943.195,1556.114,2466.442,2064.947,2189.484,2028.023,2118.368,2289.074,1377.369,1871.442,1692.352,1455.909,2809.105,1706.786,2908.292,2562.257,2790.476,2010.293,2400.002,2514.987,2455.588,1686.346,2160.593,2131.209,2005.029,2293.814,2103.640,2345.727,3390.990,3911.152
4261,724.761,2156.761,2249.384,3276.401,3259.409,2606.668,2573.564,2573.637,2732.230,2155.421,3747.187,2939.424,1554.183,2456.496,2065.458,2201.691,2029.230,2135.117,2295.914,1375.088,1859.803,1695.378,1445.375,2815.037,1697.692,2901.074,2569.904,2799.477,2004.987,2403.112,2522.369,2443.831,1684.604,2158.966,2132.594,2016.004,2318.648,2078.617,2361.869,3393.290,3902.263
4262,725.743,2149.909,2241.325,3265.830,3238.155,2595.519,2573.890,2564.823,2725.963,2152.438,3728.665,2939.317,1553.549,2444.502,2062.813,2196.952,2016.073,2112.651,2300.987,1374.948,1870.432,1700.146,1449.325,2803.738,1696.380,2898.589,2561.622,2798.006,1997.212,2407.229,2529.550,2443.684,1679.990,2151.229,2127.962,2004.235,2318.855,2088.298,2372.370,3411.369,3898.049
4263,734.126,2161.391,2249.234,3262.829,3258.281,2616.377,2590.914,2574.541,2737.970,2152.930,3748.437,2949.369,1561.523,2448.727,2065.124,2202.130,2037.328,2132.494,2311.059,1370.875,1873.265,1692.682,1453.548,2816.068,1710.191,2891.229,2562.990,2799.053,2010.562,2411.172,2537.506,2457.634,1688.044,2151.747,2130.339,2014.169,2314.812,2091.583,2373.123,3421.227,3890.055
4264,726.938,2149.556,2242.474,3270.694,3246.464,2601.623,2575.801,2574.351,2733.590,2151.129,3733.897,2941.162,1552.268,2451.476,2059.970,2206.816,2019.479,2133.289,2304.630,1369.829,1862.021,1698.875,1451.420,2814.205,1699.597,2909.706,2556.960,2779.726,1995.896,2418.577,2531.870,2438.275,1686.347,2150.691,2134.669,2012.059,2313.102,2111.093,2355.317,3395.046,3887.781
4265,736.702,2161.078,2246.084,3270.566,3248.120,2599.785,2586.541,2567.466,2727.257,2150.168,3728.774,2949.970,1546.345,2452.193,2073.629,2205.784,2028.353,2131.842,2305.632,1379.696,1865.790,1700.229,1453.551,2813.861,1698.570,2905.767,2558.176,2796.173,2004.943,2420.382,2538.518,2458.823,1678.353,2153.008,2130.603,2011.433,2335.855,2098.992,2364.742,3412.927,3873.778
4266,735.332,2162.239,2250.045,3259.063,3252.105,2616.363,2579.968,2575.886,2731.658,2150.846,3735.352,2938.757,1561.613,2458.783,2067.649,2206.014,2022.627,2139.770,2301.156,1386.820,1874.629,1695.641,1457.213,2835.519,1714.327,2892.754,2570.630,2799.992,2017.826,2419.278,2541.802,2465.202,1690.303,2162.879,2157.060,2028.699,2331.975,2102.196,2354.622,3406.899,3889.803
4267,726.882,2161.673,2247.286,3263.203,3249.787,2605.161,2587.286,2566.942,2726.155,2148.015,3720.238,2932.918,1554.678,2450.762,2064.731,2204.230,2042.380,2145.940,2300.893,1378.832,1860.726,1694.933,1445.351,2821.744,1697.538,2904.331,2570.330,2801.613,1998.853,2416.029,2539.485,2459.309,1681.353,2149.842,2150.132,2015.034,2336.208,2102.984,2368.680,3414.070,3855.587
4268,739.136,2160.458,2242.056,3265.088,3257.438,2621.621,2588.326,2564.475,2740.604,2150.695,3740.286,2935.723,1556.768,2455.418,2060.460,2210.199,2037.718,2145.165,2319.273,1374.761,1876.372,1699.361,1451.293,2832.407,1703.296,2889.240,2558.134,2797.950,2017.881,2423.139,2554.694,2464.776,1693.165,2163.881,2151.366,2039.189,2326.798,2083.213,2362.595,3413.979,3897.903
4269,732.754,2166.720,2239.225,3253.844,3273.810,2615.619,2594.842,2580.812,2724.023,2149.377,3738.050,2939.058,1550.189,2454.120,2052.586,2198.099,2045.429,2148.636,2298.752,1381.970,1871.844,1701.955,1449.783,2840.383,1695.422,2912.080,2576.425,2811.250,2005.749,2427.857,2552.473,2460.357,1688.038,2154.581,2153.418,2023.201,2307.877,2104.518,2342.592,3417.244,3882.231
4270,724.615,2162.193,2232.143,3248.289,3266.483,2615.196,2591.221,2576.567,2743.256,2146.357,3749.889,2939.965,1552.579,2464.087,2057.816,2202.742,2041.277,2133.078,2329.354,1379.064,1863.871,1697.674,1450.783,2827.003,1711.570,2907.572,2561.468,2796.261,2018.130,2412.253,2543.508,2456.373,1692.345,2155.470,2151.396,2029.128,2330.406,2090.922,2361.104,3407.960,3865.510
4271,724.768,2166.847,2236.679,3242.157,3261.797,2620.459,2585.831,2570.494,2723.396,2145.829,3748.873,2938.510,1547.141,2459.605,2064.906,2208.626,2033.045,2132.471,2325.516,1369.292,1863.043,1693.038,1439.034,2835.100,1713.438,2896.464,2561.957,2785.843,2005.450,2411.929,2547.450,2461.633,1695.682,2153.961,2154.177,2026.055,2309.758,2094.490,2356.381,3415.267,3877.305
4272,727.712,2164.276,2236.196,3231.420,3245.775,2612.543,2591.155,2567.268,2734.555,2150.231,3721.125,2919.034,1552.951,2452.286,2059.869,2213.832,2031.660,2129.904,2322.608,1371.410,1863.498,1692.993,1440.564,2838.387,1706.401,2896.726,2563.439,2793.870,1999.141,2410.995,2556.572,2446.271,1687.382,2150.224,2162.365,1999.546,2322.025,2101.153,2348.767,3393.994,3868.862
4273,729.438,2161.153,2234.363,3225.329,3264.832,2618.262,2596.129,2566.128,2732.558,2143.399,3732.532,2918.179,1542.304,2450.531,2052.758,2209.925,2027.387,2129.686,2326.854,1373.416,1862.011,1690.908,1438.179,2833.069,1712.755,2891.561,2553.747,2791.736,2002.419,2415.627,2540.974,2459.111,1682.834,2150.625,2165.826,2012.791,2320.487,2092.965,2349.212,3381.749,3842.317
4274,735.467,2171.492,2241.120,3241.568,3272.301,2622.822,2605.225,2578.324,2715.383,2148.880,3735.800,2936.731,1553.539,2452.043,2043.056,2214.138,2042.510,2134.288,2336.680,1383.096,1877.466,1696.293,1443.026,2838.045,1706.167,2884.311,2572.144,2784.013,2012.486,2416.190,2559.205,2464.890,1685.654,2147.983,2150.067,2012.374,2333.643,2092.916,2333.994,3411.697,3870.217
4275,733.925,2177.583,2258.244,3235.845,3269.210,2626.438,2614.363,2575.948,2740.069,2150.717,3741.782,2940.365,1554.534,2454.469,2058.301,2215.945,2040.237,2134.594,2366.682,1390.050,1875.222,1705.619,1443.251,2844.604,1719.445,2891.270,2570.022,2800.771,2026.090,2430.074,2554.478,2464.826,1695.348,2160.000,2181.911,2016.336,2309.360,2098.563,2356.603,3427.551,3880.769
4276,735.052,2173.130,2241.738,3222.866,3280.898,2617.767,2608.557,2567.718,2736.072,2148.282,3738.586,2941.926,1552.018,2453.925,2036.648,2206.775,2055.922,2136.121,2354.178,1373.194,1866.333,1690.311,1441.904,2836.326,1709.464,2889.498,2570.078,2793.842,2022.969,2418.621,2549.566,2469.967,1691.677,2161.814,2167.642,2014.681,2317.651,2097.164,2350.281,3394.843,3865.689
4277,727.374,2169.914,2233.337,3209.755,3262.377,2624.150,2602.737,2568.148,2729.461,2141.586,3729.532,2941.638,1544.184,2442.359,2038.950,2215.305,2035.293,2131.313,2347.701,1373.575,1869.441,1696.551,1441.600,2847.357,1699.349,2874.397,2571.899,2789.651,2010.840,2409.516,2558.257,2468.722,1690.872,2149.568,2166.138,2015.051,2315.076,2103.468,2350.762,3403.344,3862.516
4278,733.072,2177.377,2245.499,3222.077,3276.307,2620.238,2620.499,2576.668,2734.038,2152.278,3729.522,2937.075,1554.667,2445.938,2038.223,2222.651,2038.872,2128.887,2364.301,1372.632,1863.499,1696.119,1448.682,2853.475,1706.606,2875.241,2575.351,2800.504,2002.594,2418.687,2555.508,2459.885,1691.944,2160.405,2165.450,2017.428,2316.551,2100.490,2366.005,3411.460,3864.258
4279,727.552,2172.300,2241.972,3210.478,3261.379,2617.758,2625.798,2564.572,2723.538,2140.796,3736.495,2934.605,1549.479,2458.812,2030.403,2205.907,2039.408,2129.494,2356.333,1372.283,1862.346,1696.756,1448.688,2837.716,1701.291,2875.792,2559.349,2793.085,2032.398,2410.450,2542.604,2459.375,1689.886,2151.085,2172.533,2010.444,2316.908,2106.542,2357.340,3398.894,3843.473
4280,731.599,2179.590,2241.921,3195.002,3270.531,2628.195,2619.562,2574.606,2722.262,2147.947,3720.305,2931.873,1545.886,2458.086,2041.008,2211.925,2026.292,2124.398,2368.882,1379.357,1872.715,1694.592,1439.413,2853.541,1702.135,2881.128,2564.027,2800.298,2019.273,2423.987,2550.420,2463.022,1691.233,2153.951,2164.203,2008.577,2294.852,2094.463,2355.652,3377.096,3845.672
4281,734.447,2182.199,2240.063,3190.068,3260.713,2627.471,2627.013,2579.968,2737.243,2152.789,3721.841,2945.056,1556.674,2470.010,2042.120,2229.255,2049.549,2137.410,2380.243,1379.570,1880.528,1697.956,1443.066,2857.387,1707.449,2873.116,2576.457,2796.719,2034.640,2417.898,2550.639,2458.909,1691.755,2162.410,2171.513,2018.818,2317.686,2090.134,2350.269,3378.237,3864.138
4282,724.726,2177.554,2242.189,3193.226,3257.555,2636.485,2624.402,2575.003,2729.849,2147.975,3714.386,2931.086,1554.025,2465.952,2044.578,2210.668,2028.276,2126.568,2368.647,1384.677,1867.734,1699.627,1444.203,2843.054,1708.386,2873.681,2561.443,2803.916,2021.611,2429.822,2550.325,2459.608,1694.552,2157.439,2174.273,2012.769,2302.922,2100.602,2381.655,3396.009,3852.020
4283,725.178,2181.703,2238.796,3186.851,3267.995,2629.260,2632.799,2564.915,2717.915,2141.449,3722.622,2927.770,1546.393,2467.152,2030.517,2212.676,2040.822,2141.566,2376.350,1370.980,1870.974,1701.374,1441.434,2862.594,1701.526,2862.322,2585.505,2781.880,2024.776,2406.454,2544.302,2455.747,1689.070,2150.649,2149.434,1989.774,2308.458,2088.835,2356.841,3401.607,3829.892
4284,728.480,2187.477,2238.730,3183.832,3262.185,2630.089,2629.417,2579.229,2720.368,2142.780,3729.366,2932.120,1545.494,2470.075,2032.422,2221.736,2039.914,2158.281,2381.442,1377.124,1870.445,1690.749,1441.269,2853.063,1702.069,2882.619,2564.120,2800.075,2034.183,2415.751,2540.955,2469.075,1693.429,2157.107,2158.959,2013.791,2317.948,2108.358,2371.205,3394.721,3852.337
4285,726.310,2181.877,2243.404,3179.640,3281.670,2637.809,2636.553,2572.119,2731.576,2152.257,3731.641,2927.806,1548.724,2465.806,2038.977,2222.151,2032.064,2144.437,2382.240,1371.583,1866.413,1699.602,1439.983,2856.485,1693.356,2875.594,2556.073,2797.562,2029.884,2429.838,2552.136,2477.733,1697.281,2152.469,2165.422,2016.394,2321.788,2085.114,2377.878,3392.553,3859.360
4286,735.587,2176.028,2243.386,3181.465,3260.173,2637.254,2643.777,2576.374,2725.130,2149.143,3725.005,2936.458,1545.919,2466.517,2037.607,2220.959,2022.124,2138.857,2404.124,1387.023,1864.018,1698.038,1442.996,2851.254,1701.563,2869.966,2567.220,2803.597,2035.334,2422.354,2535.161,2462.255,1691.923,2159.350,2179.952,2014.437,2309.029,2094.807,2376.453,3410.167,3846.805
4287,742.330,2190.815,2238.815,3175.342,3273.065,2652.589,2650.477,2575.626,2723.845,2151.351,3742.379,2945.485,1547.514,2482.012,2045.731,2216.151,2039.981,2165.701,2401.132,1380.421,1866.273,1702.039,1444.722,2861.779,1707.017,2877.549,2565.883,2801.518,2026.975,2443.192,2563.878,2476.650,1690.269,2164.042,2173.791,2010.899,2339.801,2109.326,2367.893,3425.251,3841.294
4288,728.985,2188.207,2240.524,3178.654,3305.981,2646.961,2649.910,2578.917,2715.537,2150.344,3734.251,2953.910,1550.123,2469.434,2040.289,2225.360,2058.288,2151.490,2410.383,1380.387,1863.916,1699.557,1451.308,2855.780,1713.652,2875.112,2563.489,2799.072,2038.449,2421.306,2568.497,2477.906,1704.880,2174.130,2174.349,2014.610,2307.334,2099.583,2371.534,3399.379,3837.581
4289,728.504,2182.946,2242.151,3168.365,3277.428,2647.331,2644.466,2576.752,2723.339,2151.977,3732.410,2941.747,1542.086,2475.138,2044.845,2228.871,2042.377,2151.279,2420.935,1381.052,1863.260,1713.699,1444.225,2861.317,1706.269,2861.449,2583.951,2810.064,2037.880,2434.502,2564.996,2471.430,1703.705,2173.481,2173.258,2023.902,2309.315,2101.498,2378.153,3400.930,3823.564
4290,726.865,2190.393,2245.074,3164.307,3278.118,2636.918,2663.005,2572.884,2721.976,2144.520,3740.900,2950.562,1550.337,2477.885,2047.028,2225.349,2033.760,2139.921,2422.077,1382.343,1879.657,1706.245,1451.967,2865.180,1705.203,2865.804,2575.185,2799.961,2045.170,2441.963,2571.058,2474.852,1697.644,2175.257,2178.779,2026.350,2316.651,2089.197,2366.233,3386.344,3846.446
