 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41
1,773.356,1734.292,1834.991,1879.607,2046.102,1660.338,1740.370,1852.798,1749.461,1549.667,2205.918,2196.949,1322.262,1890.391,1894.755,1632.511,1865.384,2111.697,1936.174,1246.765,1427.426,1465.311,1224.244,1849.804,1421.025,2140.604,2046.434,1833.776,1954.698,1681.985,2064.432,1724.425,1379.533,1576.917,1654.466,1903.142,1930.048,1832.253,1958.417,2752.319,2451.689
2,758.364,1738.195,1845.072,1882.576,2040.226,1658.024,1751.965,1857.313,1749.204,1549.583,2202.754,2205.566,1320.816,1886.104,1884.280,1635.264,1858.622,2112.971,1944.892,1249.271,1441.219,1458.668,1231.332,1850.009,1416.331,2146.049,2061.570,1840.875,1962.222,1685.645,2066.006,1722.805,1373.806,1593.586,1665.368,1889.411,1900.086,1839.896,1950.210,2748.514,2439.531
3,771.951,1729.743,1834.367,1896.776,2059.946,1657.576,1737.570,1855.103,1758.878,1548.834,2195.195,2208.260,1319.572,1896.958,1894.827,1629.822,1868.136,2115.918,1933.723,1234.085,1419.898,1455.630,1229.576,1838.666,1429.688,2136.127,2060.640,1825.287,1956.827,1691.917,2075.033,1728.702,1377.380,1592.902,1659.998,1903.551,1918.008,1828.053,1953.541,2763.745,2423.280
4,767.179,1742.622,1840.066,1892.347,2044.414,1664.335,1760.062,1851.494,1757.780,1552.604,2217.461,2209.672,1324.625,1893.597,1889.770,1638.138,1861.943,2119.300,1955.715,1248.696,1431.224,1466.579,1237.949,1856.648,1428.711,2154.489,2041.840,1839.120,1970.758,1697.525,2095.346,1736.721,1385.371,1595.134,1669.168,1883.147,1896.793,1816.270,1958.501,2766.714,2450.513
5,756.955,1727.591,1830.639,1881.828,2046.251,1652.120,1738.909,1844.597,1752.544,1545.626,2196.979,2208.795,1320.676,1880.025,1895.099,1625.879,1856.040,2112.885,1938.450,1243.047,1423.989,1448.920,1226.204,1839.823,1416.293,2130.382,2052.783,1828.172,1944.213,1680.992,2066.812,1720.157,1372.591,1584.623,1646.222,1871.217,1917.424,1825.096,1938.760,2749.940,2421.740
6,762.004,1734.210,1840.923,1887.165,2042.146,1661.375,1752.387,1856.718,1763.151,1544.059,2201.438,2209.080,1319.723,1881.687,1894.017,1635.552,1858.382,2098.078,1944.876,1235.631,1433.844,1456.054,1224.881,1835.685,1420.119,2149.598,2054.132,1838.177,1947.131,1716.379,2080.275,1727.389,1372.380,1576.115,1660.876,1874.578,1917.825,1826.868,1947.808,2778.784,2432.854
7,769.094,1729.655,1832.945,1884.403,2046.170,1661.144,1742.019,1852.924,1752.952,1548.899,2194.955,2215.921,1316.596,1880.361,1893.846,1633.411,1874.100,2112.984,1938.383,1235.480,1428.854,1449.935,1228.564,1838.922,1423.570,2144.088,2056.107,1830.390,1956.922,1694.697,2097.471,1740.853,1375.366,1583.902,1661.682,1877.763,1914.051,1829.438,1940.350,2755.728,2449.220
8,767.904,1739.872,1837.121,1880.912,2049.567,1656.863,1758.659,1854.235,1764.229,1549.529,2196.789,2209.223,1321.287,1882.749,1897.997,1640.981,1855.150,2113.477,1953.410,1249.347,1438.367,1455.492,1233.533,1849.469,1425.686,2159.178,2059.289,1845.176,1932.583,1696.116,2096.099,1743.473,1384.604,1580.768,1667.979,1872.647,1917.688,1841.987,1939.408,2777.695,2449.099
9,757.914,1737.169,1837.767,1888.492,2052.473,1664.573,1746.762,1848.141,1757.670,1543.511,2189.823,2208.117,1319.578,1879.102,1890.091,1628.492,1857.602,2110.373,1941.436,1240.858,1434.833,1453.166,1226.319,1844.167,1418.253,2151.828,2058.879,1847.946,1942.618,1698.202,2096.688,1747.103,1374.439,1583.800,1657.565,1867.864,1918.118,1828.017,1951.836,2767.354,2424.147
10,767.811,1737.215,1836.729,1881.669,2045.318,1664.623,1753.177,1856.182,1765.603,1542.369,2197.086,2208.020,1315.386,1887.175,1893.085,1629.914,1855.258,2103.372,1939.219,1246.666,1434.660,1447.660,1234.806,1838.040,1413.880,2149.094,2057.046,1833.358,1953.934,1695.713,2092.134,1741.265,1376.165,1575.846,1642.281,1870.331,1916.535,1831.503,1960.213,2766.726,2435.249
11,767.671,1736.787,1852.143,1884.442,2055.119,1664.988,1756.618,1859.145,1763.031,1549.554,2205.212,2215.391,1317.662,1889.564,1894.375,1632.907,1867.370,2109.144,1947.960,1242.726,1439.873,1451.283,1240.778,1845.714,1419.765,2149.768,2052.115,1846.567,1960.230,1694.843,2100.897,1744.052,1380.008,1582.059,1664.351,1881.926,1944.473,1837.072,1946.844,2761.796,2426.143
12,775.859,1746.481,1848.199,1887.566,2047.214,1672.430,1756.447,1862.430,1767.440,1548.706,2202.011,2214.069,1322.026,1890.243,1891.670,1634.455,1856.329,2118.727,1941.912,1251.730,1434.192,1451.809,1239.486,1849.603,1429.213,2160.231,2073.784,1850.572,1958.570,1698.285,2102.570,1745.774,1376.656,1590.432,1662.813,1876.616,1938.602,1831.027,1951.359,2773.994,2448.063
13,759.758,1749.161,1853.766,1882.074,2062.329,1677.438,1760.527,1859.136,1767.987,1548.513,2208.077,2215.290,1325.469,1900.586,1896.131,1633.892,1874.767,2104.813,1951.847,1242.239,1437.861,1449.844,1235.003,1850.052,1433.817,2164.248,2070.075,1839.664,1966.924,1697.571,2101.476,1741.686,1383.909,1590.814,1664.575,1868.907,1930.016,1836.023,1969.990,2745.959,2441.819
14,765.109,1749.160,1843.289,1880.580,2058.348,1672.255,1757.854,1856.854,1763.296,1549.585,2210.701,2212.710,1323.363,1899.154,1902.365,1637.115,1879.928,2120.683,1952.653,1240.630,1441.794,1445.090,1233.795,1842.984,1432.637,2171.801,2057.342,1848.046,1957.344,1706.687,2114.027,1745.779,1375.515,1589.508,1668.342,1866.397,1924.917,1848.716,1961.133,2777.455,2438.353
15,765.417,1749.496,1854.522,1885.461,2069.161,1675.117,1758.636,1859.880,1766.566,1554.108,2204.036,2219.732,1321.326,1908.738,1902.004,1633.238,1873.429,2114.233,1944.482,1246.247,1440.882,1440.617,1238.469,1851.169,1433.245,2177.268,2076.908,1848.514,1962.432,1702.915,2088.039,1734.423,1384.453,1589.079,1683.781,1894.978,1933.526,1837.336,1945.490,2764.143,2448.228
16,766.777,1750.725,1858.677,1874.775,2064.478,1678.023,1763.892,1865.676,1777.097,1552.421,2213.031,2221.537,1327.832,1912.581,1904.895,1642.259,1869.794,2125.185,1972.957,1250.465,1441.980,1450.388,1242.152,1855.633,1436.837,2191.773,2063.019,1857.940,1976.064,1687.112,2108.836,1755.341,1384.833,1593.349,1660.950,1882.588,1946.052,1847.050,1953.053,2804.638,2444.642
17,774.319,1753.541,1864.384,1899.259,2060.237,1680.969,1767.420,1868.496,1776.117,1553.125,2207.071,2228.345,1328.421,1904.700,1900.629,1642.441,1859.778,2123.784,1951.542,1252.820,1451.794,1454.094,1250.934,1844.438,1438.591,2184.056,2070.522,1863.703,1949.821,1699.915,2109.213,1745.528,1387.627,1592.528,1673.794,1865.914,1940.767,1842.327,1984.144,2777.495,2466.642
18,774.815,1755.088,1853.581,1883.746,2052.923,1679.598,1758.595,1866.344,1768.471,1544.445,2211.294,2218.491,1322.520,1897.679,1902.680,1634.939,1856.652,2116.233,1953.853,1245.546,1444.576,1451.564,1242.764,1847.115,1444.658,2179.000,2079.191,1859.291,1963.109,1716.276,2100.142,1750.600,1383.736,1588.470,1682.929,1877.163,1918.752,1832.702,1943.427,2757.603,2462.779
19,768.855,1755.352,1860.088,1896.719,2055.275,1681.388,1770.562,1868.085,1766.164,1551.466,2215.707,2223.704,1332.946,1911.954,1904.447,1637.773,1881.128,2108.468,1956.760,1250.443,1449.230,1447.537,1239.267,1860.716,1437.291,2176.437,2072.371,1858.866,1966.439,1697.340,2107.182,1746.612,1382.684,1598.127,1680.351,1877.112,1920.213,1841.011,1960.793,2795.146,2464.138
20,761.262,1747.627,1852.665,1889.475,2054.200,1677.226,1761.577,1865.898,1770.264,1546.953,2195.916,2233.652,1326.455,1895.787,1899.656,1632.599,1866.696,2109.200,1935.590,1248.459,1447.319,1442.329,1240.973,1851.057,1442.232,2179.478,2050.283,1857.901,1943.927,1694.977,2110.020,1752.576,1386.083,1589.438,1671.586,1873.072,1919.443,1829.726,1948.533,2758.582,2450.446
21,752.516,1733.246,1843.166,1869.472,2052.167,1678.272,1747.586,1856.625,1767.220,1538.573,2190.827,2212.363,1312.593,1883.884,1891.086,1619.185,1843.918,2091.975,1933.493,1244.477,1421.401,1429.537,1228.937,1850.287,1442.215,2171.821,2049.306,1844.149,1936.719,1672.264,2111.175,1746.314,1377.220,1568.263,1652.633,1848.539,1922.548,1822.714,1935.521,2749.339,2439.340
22,746.886,1724.933,1831.239,1870.357,2043.854,1677.195,1733.023,1858.187,1763.771,1533.726,2186.514,2194.504,1306.910,1875.071,1884.497,1609.363,1827.322,2086.637,1926.209,1223.232,1420.217,1426.900,1227.145,1850.068,1429.755,2151.758,2041.877,1832.122,1935.778,1675.561,2102.634,1738.484,1371.137,1568.054,1630.994,1855.617,1907.129,1798.414,1925.510,2750.504,2451.307
23,754.448,1734.495,1842.584,1878.722,2060.702,1686.716,1753.040,1866.922,1767.115,1542.622,2197.305,2219.831,1318.793,1882.779,1886.634,1624.894,1851.887,2090.365,1939.300,1241.560,1432.163,1427.307,1236.336,1859.641,1451.455,2160.119,2072.176,1849.220,1941.484,1683.137,2107.230,1752.724,1370.350,1571.055,1660.129,1850.091,1930.944,1812.340,1941.972,2745.853,2461.876
24,777.436,1744.856,1855.873,1887.844,2049.262,1675.561,1755.988,1863.418,1776.135,1541.957,2208.899,2216.037,1322.437,1903.056,1901.006,1630.933,1865.667,2108.146,1956.871,1252.704,1437.469,1432.636,1241.402,1853.802,1452.964,2190.242,2076.643,1857.740,1948.037,1701.344,2123.421,1757.073,1387.750,1588.483,1660.308,1875.173,1934.570,1825.343,1958.853,2741.626,2460.654
25,770.549,1753.677,1860.198,1890.791,2059.659,1683.033,1763.841,1866.592,1777.703,1549.266,2209.655,2237.094,1336.441,1901.577,1910.912,1635.973,1877.658,2124.986,1957.350,1260.186,1448.670,1443.427,1241.436,1859.492,1454.796,2197.557,2082.234,1869.798,1970.413,1712.398,2100.275,1746.514,1398.574,1589.015,1682.408,1872.087,1941.194,1841.165,1978.535,2768.521,2480.226
26,787.306,1762.162,1861.285,1900.611,2066.739,1692.725,1768.068,1876.870,1781.207,1557.444,2223.851,2226.992,1334.842,1906.445,1919.716,1647.223,1878.287,2131.693,1958.533,1258.178,1455.065,1445.995,1242.728,1856.326,1458.734,2190.904,2083.132,1867.348,1974.712,1708.092,2104.691,1747.838,1389.487,1598.679,1686.858,1896.021,1957.390,1822.753,1962.590,2774.104,2468.532
27,780.368,1757.043,1856.147,1893.502,2071.200,1689.863,1761.446,1870.636,1782.047,1550.224,2216.176,2242.563,1328.130,1892.839,1913.158,1641.436,1865.918,2111.374,1959.096,1267.965,1446.086,1445.723,1244.650,1852.045,1455.497,2201.180,2076.585,1871.273,1962.797,1713.391,2104.155,1743.489,1396.189,1597.119,1684.368,1880.219,1956.342,1830.731,1970.678,2759.772,2466.169
28,783.959,1765.627,1865.317,1894.719,2068.859,1692.497,1775.279,1862.903,1781.786,1555.896,2218.070,2237.627,1338.990,1902.888,1919.817,1647.643,1869.458,2121.566,1972.500,1257.977,1454.541,1442.502,1248.240,1861.612,1455.920,2201.932,2087.686,1866.818,1966.509,1711.036,2113.198,1757.902,1403.326,1604.882,1679.587,1879.631,1936.841,1837.499,1982.408,2777.624,2479.520
29,779.755,1759.644,1853.835,1883.576,2054.911,1697.921,1764.685,1869.177,1779.304,1553.669,2215.616,2239.511,1329.897,1908.620,1915.737,1639.445,1866.104,2128.156,1966.432,1257.190,1459.879,1444.537,1244.348,1851.942,1463.390,2200.789,2081.488,1856.967,1967.320,1717.368,2104.871,1743.736,1401.097,1593.521,1674.839,1886.647,1958.709,1831.434,1955.883,2752.274,2477.578
30,781.583,1767.943,1862.965,1902.524,2073.922,1699.312,1771.970,1875.130,1793.005,1554.278,2225.948,2238.884,1338.959,1909.016,1920.994,1643.618,1866.322,2121.254,1970.281,1249.963,1442.433,1443.109,1243.386,1856.355,1468.385,2211.324,2101.938,1869.267,1979.009,1727.639,2110.227,1752.241,1402.197,1594.042,1693.816,1886.323,1917.465,1841.212,1974.479,2772.204,2492.767
31,788.177,1766.633,1864.084,1904.640,2080.653,1707.573,1781.380,1872.727,1789.540,1554.099,2215.135,2237.195,1340.129,1901.641,1930.212,1643.979,1875.955,2116.333,1971.916,1258.731,1449.573,1445.942,1246.787,1855.497,1462.992,2209.526,2083.831,1872.263,1964.885,1722.870,2099.099,1754.259,1410.834,1597.646,1685.227,1883.913,1939.733,1821.398,1969.509,2760.928,2482.151
32,786.848,1760.383,1864.438,1906.235,2072.023,1697.898,1778.044,1867.775,1784.962,1555.634,2219.326,2229.700,1327.203,1897.629,1921.877,1644.481,1871.367,2131.549,1960.989,1255.691,1454.785,1440.570,1246.053,1860.266,1468.734,2220.261,2088.806,1865.920,1960.583,1715.521,2101.143,1750.724,1406.406,1595.000,1683.685,1883.789,1958.449,1840.208,1964.547,2758.906,2466.039
33,771.567,1768.060,1860.359,1892.646,2085.717,1708.729,1783.399,1872.994,1798.808,1549.061,2216.745,2238.036,1334.329,1902.558,1919.010,1643.510,1875.487,2119.896,1964.192,1260.759,1447.919,1437.745,1244.947,1858.917,1462.498,2209.148,2093.869,1866.689,1966.970,1719.942,2118.840,1752.423,1403.057,1593.997,1685.960,1887.171,1925.890,1816.389,1975.670,2770.814,2481.359
34,778.391,1759.602,1851.758,1892.898,2079.859,1693.967,1769.880,1869.184,1790.748,1548.480,2215.712,2237.570,1333.449,1900.847,1917.191,1642.318,1868.406,2104.670,1970.790,1257.654,1453.682,1433.387,1238.648,1848.460,1457.322,2200.535,2078.763,1872.345,1963.947,1706.190,2117.188,1747.339,1395.235,1592.148,1683.261,1883.198,1927.807,1821.946,1962.640,2787.371,2483.861
35,781.476,1766.963,1857.691,1895.964,2089.018,1687.907,1782.565,1872.908,1779.444,1555.077,2214.857,2232.848,1329.498,1897.161,1902.834,1652.310,1866.579,2126.841,1977.021,1259.421,1446.907,1438.429,1244.160,1852.459,1468.528,2212.177,2089.095,1865.052,1959.788,1714.800,2107.090,1749.167,1404.919,1603.768,1685.240,1881.594,1940.083,1818.277,1959.740,2772.529,2488.381
36,774.908,1765.805,1854.816,1895.621,2080.988,1703.433,1775.088,1867.896,1793.798,1552.852,2209.280,2239.595,1333.309,1893.305,1921.629,1650.431,1874.708,2106.464,1971.311,1250.408,1445.565,1434.211,1243.735,1856.325,1476.693,2202.791,2082.004,1864.316,1968.245,1710.288,2112.477,1752.899,1400.898,1594.060,1699.013,1890.264,1951.841,1834.635,1984.234,2748.277,2482.157
37,780.990,1768.968,1863.457,1902.578,2077.152,1699.189,1777.200,1874.669,1801.782,1557.379,2222.869,2233.605,1332.927,1891.254,1919.323,1649.240,1872.498,2117.259,1968.562,1260.671,1466.319,1439.180,1244.052,1850.313,1482.726,2218.072,2088.278,1865.803,1968.394,1710.192,2132.518,1754.297,1406.575,1599.653,1690.952,1877.949,1932.260,1829.022,1978.218,2776.764,2474.537
38,782.092,1757.588,1854.955,1889.269,2077.007,1693.255,1785.503,1873.892,1796.373,1555.230,2214.397,2228.903,1334.558,1893.984,1915.114,1643.012,1873.248,2106.830,1969.573,1259.765,1457.048,1434.458,1242.039,1847.310,1479.834,2219.250,2078.430,1857.706,1956.160,1704.200,2127.895,1743.383,1407.401,1597.919,1699.405,1865.881,1925.253,1821.319,1960.758,2770.791,2466.775
39,783.935,1767.861,1857.221,1891.877,2099.025,1698.281,1785.572,1874.523,1783.483,1555.715,2210.195,2231.638,1331.323,1885.069,1920.489,1648.001,1868.062,2097.297,1976.034,1261.241,1444.195,1433.440,1242.855,1848.076,1472.362,2218.511,2089.417,1869.010,1964.585,1713.290,2121.562,1755.496,1406.541,1595.490,1680.234,1873.449,1940.820,1817.899,1953.555,2798.656,2492.768
40,774.996,1763.587,1845.792,1899.545,2096.244,1697.644,1782.550,1875.153,1780.705,1550.036,2225.412,2237.243,1329.572,1894.886,1907.979,1643.299,1854.969,2109.741,1974.084,1250.072,1445.904,1424.433,1241.265,1846.801,1473.193,2218.714,2089.289,1867.324,1956.530,1704.858,2106.996,1754.971,1409.343,1594.420,1686.477,1861.565,1930.572,1815.225,1962.751,2773.796,2475.177
41,771.864,1763.786,1852.195,1893.622,2101.760,1694.501,1783.850,1879.736,1790.318,1549.340,2208.668,2226.867,1332.861,1883.329,1903.938,1647.689,1861.287,2100.857,1966.949,1263.880,1446.628,1434.938,1241.572,1842.957,1464.931,2217.484,2080.870,1866.847,1953.119,1703.404,2123.354,1759.622,1404.329,1593.273,1693.145,1857.217,1950.490,1836.217,1963.190,2786.832,2477.166
42,782.111,1771.200,1860.378,1896.734,2109.698,1708.717,1795.085,1881.211,1785.526,1560.207,2213.236,2235.318,1336.283,1887.579,1915.772,1653.108,1872.126,2106.978,1967.756,1264.304,1449.684,1442.670,1248.991,1851.149,1472.023,2222.066,2085.353,1867.217,1954.499,1714.190,2123.222,1764.229,1412.551,1597.407,1678.642,1853.776,1941.438,1824.133,1976.535,2794.754,2474.518
43,773.652,1769.896,1863.252,1895.457,2106.089,1703.819,1790.964,1879.769,1785.534,1552.107,2213.986,2227.191,1335.067,1882.497,1905.772,1647.764,1862.063,2098.170,1966.686,1255.928,1450.271,1435.936,1245.728,1850.488,1469.416,2228.391,2084.164,1870.210,1964.680,1712.288,2138.794,1759.237,1402.028,1591.352,1686.116,1867.602,1919.400,1802.638,1974.725,2784.135,2487.050
44,779.586,1774.846,1862.371,1904.549,2122.236,1701.718,1797.242,1890.108,1788.285,1555.642,2218.672,2226.541,1341.798,1888.144,1923.365,1650.178,1857.946,2099.979,1964.556,1264.083,1453.342,1436.793,1251.335,1858.255,1474.755,2229.272,2080.259,1864.814,1961.782,1712.964,2131.447,1761.533,1408.602,1593.651,1674.080,1872.671,1952.710,1822.696,1978.662,2763.025,2486.760
45,779.860,1765.425,1852.313,1896.391,2119.310,1707.536,1777.228,1884.493,1783.856,1553.652,2217.004,2231.267,1333.356,1880.229,1903.402,1639.007,1855.478,2108.533,1966.491,1252.417,1444.722,1430.141,1245.693,1851.156,1465.476,2218.705,2074.955,1866.694,1955.001,1707.147,2121.480,1761.414,1397.696,1601.949,1690.049,1851.978,1945.511,1820.001,1965.061,2798.916,2480.103
46,765.062,1766.610,1863.578,1904.888,2117.240,1707.658,1790.718,1883.006,1795.836,1557.490,2207.093,2219.930,1342.078,1884.549,1903.344,1650.106,1861.073,2110.693,1968.362,1256.122,1452.723,1435.054,1246.248,1850.576,1474.302,2224.472,2070.507,1881.543,1938.138,1709.972,2122.143,1758.309,1406.415,1598.082,1693.470,1875.838,1942.231,1834.346,1964.482,2785.301,2479.494
47,774.635,1772.393,1862.097,1901.496,2122.209,1698.225,1784.945,1879.006,1788.183,1551.721,2214.129,2228.785,1326.102,1875.469,1903.120,1647.623,1858.980,2110.862,1972.098,1259.757,1449.299,1418.467,1250.107,1849.913,1474.245,2232.793,2086.987,1861.199,1961.514,1707.596,2107.978,1759.329,1402.703,1591.455,1676.808,1853.514,1952.698,1832.318,1983.679,2782.182,2491.440
48,778.713,1771.606,1859.010,1899.769,2129.880,1707.513,1801.405,1883.457,1785.054,1549.613,2214.433,2237.567,1340.617,1879.916,1896.888,1654.439,1855.997,2102.620,1979.914,1256.599,1457.764,1423.390,1244.603,1860.612,1470.494,2237.478,2088.293,1871.290,1957.252,1717.829,2103.465,1763.091,1402.028,1596.921,1686.294,1853.231,1938.191,1823.620,1972.542,2792.496,2501.970
49,780.308,1770.615,1850.291,1896.907,2132.346,1704.600,1783.973,1887.949,1781.166,1555.464,2203.069,2246.287,1342.049,1875.389,1905.535,1645.481,1859.583,2107.715,1970.333,1259.120,1449.328,1432.792,1243.554,1852.117,1465.019,2227.343,2084.736,1869.089,1943.803,1720.337,2111.602,1759.245,1406.033,1588.864,1694.447,1847.881,1947.904,1824.960,1962.671,2781.564,2490.744
50,781.274,1770.904,1858.858,1896.694,2138.321,1711.359,1789.373,1884.145,1786.464,1554.544,2213.745,2243.257,1336.888,1876.865,1896.231,1654.037,1870.830,2104.749,1968.006,1252.474,1452.347,1430.873,1248.089,1858.746,1476.701,2234.551,2089.281,1869.465,1950.624,1717.586,2115.985,1764.554,1413.491,1591.817,1696.275,1860.197,1950.526,1829.683,1961.508,2804.338,2497.800
51,774.409,1767.237,1859.519,1895.341,2139.335,1705.755,1776.395,1882.616,1789.339,1558.075,2213.687,2239.657,1336.418,1876.380,1902.435,1649.222,1854.071,2104.603,1974.257,1258.071,1460.198,1426.828,1249.049,1855.952,1476.860,2237.722,2085.358,1874.328,1943.214,1723.420,2116.008,1767.828,1413.154,1600.356,1704.343,1861.862,1937.392,1820.848,1975.262,2786.115,2495.131
52,772.062,1767.820,1851.831,1903.074,2136.004,1714.306,1780.632,1886.674,1784.089,1556.629,2214.922,2237.355,1335.539,1881.740,1892.152,1651.593,1864.170,2105.084,1979.096,1264.495,1452.060,1429.531,1245.818,1851.005,1478.287,2243.033,2098.726,1881.020,1935.995,1728.607,2112.681,1758.903,1409.073,1594.036,1691.700,1856.560,1936.635,1837.095,1974.571,2797.671,2517.068
53,773.038,1767.427,1848.252,1899.074,2132.516,1705.751,1786.251,1881.513,1795.174,1555.327,2219.172,2242.305,1333.509,1880.216,1891.903,1648.237,1859.781,2096.378,1968.987,1264.633,1451.818,1429.878,1246.695,1851.623,1479.113,2242.990,2092.677,1876.227,1956.349,1715.052,2116.483,1774.591,1406.473,1598.924,1693.073,1853.075,1943.747,1820.165,1986.852,2779.436,2497.917
54,780.978,1773.668,1860.285,1908.147,2147.332,1728.411,1794.745,1890.109,1797.407,1565.074,2212.969,2241.495,1343.506,1892.055,1905.117,1651.040,1860.576,2107.779,1975.933,1266.618,1457.010,1439.367,1246.570,1853.682,1479.038,2256.487,2097.761,1881.863,1949.578,1731.671,2129.410,1773.270,1409.572,1602.348,1693.785,1848.942,1957.381,1831.368,1977.951,2813.053,2520.748
55,775.749,1774.115,1855.796,1909.624,2138.940,1708.161,1789.738,1880.753,1785.016,1557.117,2208.833,2236.548,1342.239,1880.438,1898.399,1654.609,1866.200,2101.179,1960.231,1261.422,1450.068,1423.696,1249.368,1842.597,1480.130,2253.618,2093.469,1875.344,1932.665,1725.232,2109.954,1770.445,1402.917,1595.915,1697.225,1845.808,1935.226,1827.734,1956.121,2815.219,2502.380
56,778.126,1767.768,1851.895,1901.130,2130.274,1721.881,1788.215,1889.118,1790.909,1563.299,2207.313,2239.377,1333.193,1879.711,1899.422,1648.639,1856.883,2105.930,1967.254,1263.278,1450.997,1434.515,1251.991,1848.944,1472.027,2242.773,2094.272,1879.151,1937.203,1729.409,2109.203,1761.938,1409.023,1590.560,1694.559,1838.270,1912.729,1819.420,1968.886,2798.925,2497.420
57,779.586,1770.404,1850.299,1894.763,2142.398,1727.336,1791.908,1883.879,1795.879,1561.380,2209.066,2241.866,1338.835,1868.629,1900.286,1641.617,1857.997,2109.426,1976.769,1255.880,1445.667,1426.708,1250.459,1854.927,1477.264,2254.188,2102.139,1882.863,1943.684,1717.935,2122.203,1756.870,1415.182,1592.406,1683.718,1845.837,1939.561,1824.886,1981.533,2808.957,2510.684
58,774.285,1778.818,1857.709,1900.395,2152.937,1720.493,1792.031,1889.732,1794.472,1564.825,2215.725,2249.064,1337.327,1882.037,1891.732,1646.225,1865.123,2117.037,1973.665,1261.987,1457.916,1429.350,1245.531,1860.994,1478.531,2244.541,2081.277,1890.482,1948.649,1736.583,2121.495,1765.345,1412.349,1598.543,1699.371,1841.917,1949.556,1819.379,1983.858,2825.677,2528.471
59,779.936,1776.828,1859.554,1909.361,2158.085,1728.081,1804.090,1888.988,1803.159,1571.136,2224.115,2245.744,1342.866,1882.988,1899.409,1657.053,1882.461,2099.830,1962.898,1267.938,1454.762,1437.866,1247.077,1870.214,1481.688,2272.518,2107.759,1877.158,1955.786,1735.085,2129.282,1768.516,1421.697,1602.143,1694.754,1841.313,1935.670,1822.910,1957.027,2837.047,2527.669
60,788.569,1778.689,1854.616,1907.518,2159.002,1731.302,1799.373,1885.399,1815.224,1560.658,2220.536,2255.971,1345.968,1892.393,1901.392,1653.212,1881.636,2108.821,1982.536,1267.019,1457.983,1429.490,1253.509,1866.785,1483.802,2274.419,2103.586,1881.764,1962.281,1731.195,2117.734,1771.396,1413.757,1606.285,1708.898,1858.299,1946.733,1819.444,1983.930,2865.219,2533.277
61,773.535,1782.088,1848.139,1891.845,2145.199,1724.344,1796.073,1886.067,1800.420,1556.171,2222.033,2244.637,1343.630,1882.233,1893.629,1650.075,1865.609,2103.152,1978.663,1258.057,1454.940,1430.860,1255.338,1859.031,1478.055,2273.976,2099.008,1899.012,1962.698,1724.535,2117.802,1763.959,1409.661,1606.976,1689.297,1839.322,1938.013,1823.323,1968.118,2831.454,2531.216
62,782.327,1770.770,1846.071,1908.798,2162.785,1725.245,1797.150,1884.687,1798.257,1562.938,2218.423,2253.185,1342.199,1881.147,1906.398,1643.026,1857.619,2099.561,1977.437,1267.900,1454.408,1425.985,1253.350,1867.408,1487.714,2271.218,2091.013,1885.460,1949.981,1732.164,2113.036,1761.916,1406.565,1599.536,1696.848,1841.579,1949.654,1814.623,1979.574,2846.947,2543.305
63,779.704,1781.036,1862.941,1911.077,2151.435,1731.178,1798.278,1895.198,1798.749,1568.602,2228.975,2243.135,1341.846,1879.214,1895.452,1646.993,1868.043,2102.873,1972.551,1262.447,1456.599,1424.900,1253.758,1865.769,1487.782,2286.708,2103.769,1882.313,1957.118,1746.848,2112.710,1771.718,1425.660,1602.260,1693.637,1847.792,1928.422,1830.231,1965.240,2834.578,2541.999
64,784.758,1779.324,1860.758,1915.827,2170.250,1734.933,1801.531,1893.112,1806.279,1567.951,2227.853,2252.452,1340.945,1884.335,1908.163,1645.673,1881.925,2110.903,1970.742,1262.900,1454.873,1430.589,1249.666,1861.726,1481.579,2287.551,2106.446,1888.108,1963.907,1745.548,2099.901,1769.962,1413.170,1598.152,1711.927,1864.515,1954.041,1840.125,1976.531,2856.635,2555.833
65,785.317,1780.790,1861.947,1910.798,2156.138,1727.058,1807.502,1892.999,1806.397,1571.182,2224.895,2244.683,1343.733,1880.402,1900.959,1652.558,1881.667,2108.277,1965.034,1260.670,1460.213,1428.513,1259.298,1876.907,1488.086,2299.782,2104.340,1895.483,1957.965,1738.795,2113.814,1771.750,1414.787,1607.461,1713.785,1841.430,1946.957,1819.709,1983.826,2852.890,2544.332
66,787.215,1780.848,1852.776,1907.376,2152.758,1736.757,1798.589,1888.062,1802.103,1567.579,2227.772,2244.947,1341.487,1871.985,1905.027,1645.479,1879.552,2099.243,1963.326,1263.289,1454.699,1428.267,1248.383,1861.831,1482.722,2291.509,2107.725,1886.346,1943.293,1743.511,2106.533,1759.580,1418.172,1600.650,1702.215,1839.799,1947.698,1805.357,1966.717,2865.079,2543.518
