 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70
1,715.763,1647.556,1528.282,2508.502,1651.071,1876.333,1883.528,2630.835,1704.889,2431.703,1865.426,1782.493,1997.160,1487.305,1727.356,1677.001,2237.395,1723.107,1726.044,1736.028,1670.493,1709.749,2093.053,1675.572,1564.800,1819.439,1905.599,1860.245,1977.873,2259.184,2157.248,1996.945,1391.680,2923.603,2496.939,2398.501,2188.186,2053.140,2666.467,2290.705,2326.431,2539.686,1725.358,1594.708,1523.626,1654.529,1655.437,2041.465,1500.943,1383.605,1479.616,1466.203,1385.242,1529.457,1505.413,1638.680,1769.457,1417.473,2420.046,1984.488,1303.984,1363.381,1701.646,1367.018,1406.916,1353.569,1159.829,1287.828,1741.626,1352.422
2,704.074,1645.672,1527.506,2519.264,1649.613,1892.768,1884.966,2642.156,1711.063,2406.862,1822.550,1779.011,2035.887,1486.695,1752.145,1697.778,2264.494,1715.502,1721.666,1738.204,1697.553,1747.393,2111.989,1706.543,1550.082,1826.679,1873.603,1876.114,2001.854,2265.316,2186.702,2009.513,1346.670,2925.088,2511.533,2409.957,2183.974,2013.251,2704.230,2304.682,2330.440,2628.402,1720.439,1599.094,1533.840,1641.629,1648.317,2020.100,1494.586,1400.814,1482.564,1464.040,1390.238,1514.432,1538.664,1650.521,1726.010,1439.854,2427.978,1969.332,1295.345,1380.088,1694.077,1404.882,1425.131,1323.757,1152.804,1343.187,1747.276,1364.870
3,710.766,1647.929,1528.099,2513.717,1648.067,1886.193,1897.770,2622.123,1703.180,2426.835,1869.798,1784.294,2015.074,1492.405,1732.526,1701.198,2252.900,1728.994,1739.436,1737.322,1676.657,1710.599,2086.336,1688.566,1557.210,1820.807,1889.214,1874.293,1989.544,2262.156,2164.656,2020.391,1383.431,2906.032,2509.274,2405.280,2181.524,2043.232,2657.715,2302.283,2333.443,2569.513,1712.395,1577.879,1521.444,1644.273,1644.466,2018.465,1505.556,1377.577,1466.000,1457.824,1371.870,1515.699,1523.480,1646.811,1769.658,1419.321,2424.456,1999.707,1300.464,1357.537,1711.063,1381.714,1395.431,1333.501,1150.083,1311.354,1728.412,1349.207
4,706.885,1651.648,1535.422,2505.453,1645.655,1896.931,1888.236,2653.033,1716.719,2408.842,1839.589,1799.778,2018.972,1494.826,1743.260,1694.828,2251.557,1713.359,1728.657,1744.594,1690.300,1728.118,2099.472,1700.206,1565.190,1833.065,1890.061,1867.102,2002.480,2258.699,2156.817,2004.676,1377.811,2908.110,2496.438,2424.530,2200.896,2007.833,2704.537,2333.326,2327.133,2598.574,1719.960,1596.287,1526.758,1650.305,1659.106,2026.074,1505.664,1391.897,1479.969,1453.394,1369.576,1507.085,1539.803,1636.426,1729.594,1437.396,2443.304,1986.995,1306.519,1367.833,1692.098,1379.911,1406.370,1354.821,1152.333,1316.608,1741.486,1361.071
5,713.524,1649.153,1528.253,2503.091,1660.026,1883.845,1902.236,2620.067,1704.644,2451.199,1909.027,1795.012,1904.117,1486.410,1732.373,1683.027,2209.764,1738.240,1732.708,1738.499,1640.906,1698.754,2081.128,1694.042,1557.574,1821.651,1883.520,1873.994,1975.906,2264.505,2157.581,2031.398,1429.266,2891.547,2501.400,2419.915,2204.731,2061.646,2624.775,2295.411,2324.435,2533.790,1720.239,1581.090,1513.193,1682.274,1661.514,2031.629,1516.143,1388.044,1482.998,1460.555,1360.314,1518.961,1502.100,1650.994,1772.267,1417.415,2445.517,1988.726,1311.247,1348.401,1715.745,1386.987,1409.753,1362.680,1142.504,1298.356,1745.702,1340.572
6,716.505,1647.438,1529.967,2506.172,1656.725,1901.963,1901.871,2653.020,1717.316,2431.082,1864.305,1814.285,1988.526,1493.813,1745.981,1691.547,2241.933,1735.711,1738.092,1735.463,1677.774,1711.408,2103.677,1707.652,1554.064,1825.001,1886.623,1868.690,2016.259,2305.796,2163.804,2027.058,1399.300,2919.176,2524.421,2416.206,2179.528,2021.422,2677.267,2329.016,2346.770,2594.677,1714.312,1597.747,1532.606,1660.703,1658.378,2036.429,1505.101,1407.232,1480.508,1455.554,1384.351,1511.253,1531.287,1638.030,1775.456,1419.845,2436.626,1988.955,1303.619,1381.090,1711.520,1377.670,1418.505,1340.147,1177.199,1326.758,1751.872,1366.503
7,714.656,1654.189,1531.283,2516.616,1650.147,1902.620,1894.416,2640.033,1720.439,2433.615,1884.415,1820.257,1981.977,1489.026,1733.303,1666.314,2225.701,1733.928,1735.616,1735.696,1696.781,1698.150,2082.764,1693.923,1557.235,1816.245,1895.127,1861.538,1983.207,2270.572,2160.294,2001.307,1391.101,2898.441,2480.923,2402.692,2187.983,2032.462,2663.372,2313.285,2323.392,2564.264,1710.720,1590.075,1531.609,1649.487,1658.524,2012.269,1520.097,1394.393,1480.632,1474.650,1380.939,1527.032,1509.995,1649.604,1764.634,1413.371,2427.673,1978.695,1306.008,1362.601,1699.021,1383.428,1412.791,1353.674,1133.972,1297.885,1742.847,1349.278
8,715.634,1652.406,1530.337,2502.890,1650.921,1896.148,1889.899,2624.594,1717.564,2446.326,1895.352,1805.096,1958.389,1486.904,1729.148,1680.878,2225.195,1741.289,1745.373,1745.165,1660.012,1700.799,2089.953,1700.688,1560.853,1820.964,1898.458,1858.100,1962.631,2261.008,2186.932,2001.262,1391.576,2891.604,2485.093,2421.923,2180.498,2036.502,2661.715,2296.725,2321.684,2569.352,1714.920,1588.107,1507.945,1665.490,1649.863,2017.427,1503.620,1378.352,1470.244,1465.210,1364.541,1511.352,1513.638,1648.576,1783.180,1421.845,2432.915,1986.941,1303.862,1345.044,1705.948,1379.255,1394.908,1360.701,1166.008,1317.306,1750.437,1342.156
9,720.402,1649.525,1528.320,2494.470,1646.236,1904.441,1903.726,2628.508,1695.192,2436.265,1883.165,1810.225,1959.011,1483.854,1729.508,1683.776,2238.394,1734.272,1733.065,1740.762,1666.740,1703.378,2085.278,1701.019,1579.396,1817.789,1899.381,1867.776,1962.605,2263.046,2166.918,2012.559,1398.710,2874.854,2505.882,2406.544,2204.060,2048.241,2645.600,2319.391,2305.873,2547.416,1731.142,1598.185,1518.493,1665.007,1646.631,2038.156,1510.260,1395.430,1463.480,1461.141,1386.751,1502.833,1493.365,1666.628,1759.162,1436.532,2419.215,1980.397,1311.568,1367.601,1695.084,1382.676,1416.996,1344.038,1141.478,1301.541,1750.402,1343.404
10,712.789,1650.867,1530.839,2493.677,1653.252,1905.179,1904.746,2635.227,1713.362,2426.126,1884.973,1810.128,1985.715,1499.978,1738.222,1701.867,2236.748,1743.558,1731.874,1737.283,1688.996,1710.377,2095.660,1703.299,1561.196,1834.070,1897.782,1873.406,1986.034,2275.465,2172.401,2012.504,1396.148,2866.812,2508.946,2418.933,2179.410,2048.500,2677.524,2329.758,2338.855,2565.451,1714.802,1595.896,1534.140,1665.023,1658.240,2005.411,1519.115,1408.110,1478.876,1456.117,1387.128,1510.414,1501.348,1649.725,1767.227,1425.605,2429.823,1983.279,1310.896,1373.181,1709.548,1384.545,1415.515,1353.226,1165.090,1309.246,1752.861,1352.513
11,713.476,1658.805,1536.042,2494.846,1645.903,1903.659,1913.598,2647.209,1716.687,2425.593,1876.325,1811.950,2025.623,1498.484,1740.315,1700.541,2234.542,1730.356,1737.328,1727.344,1713.529,1718.466,2096.875,1701.367,1566.752,1824.890,1898.601,1888.008,1979.454,2284.907,2165.820,2011.305,1409.434,2875.229,2503.216,2421.086,2190.679,2028.123,2678.609,2323.890,2328.585,2599.012,1729.403,1598.705,1520.518,1644.435,1661.802,2038.529,1504.806,1404.407,1460.416,1463.096,1379.591,1511.525,1517.245,1655.086,1749.991,1427.602,2405.293,1991.523,1333.848,1376.357,1684.405,1392.506,1420.693,1339.311,1171.581,1319.301,1750.122,1365.773
12,719.589,1648.850,1531.002,2486.455,1650.174,1910.116,1921.655,2640.430,1717.134,2461.266,1898.317,1832.936,1967.032,1495.527,1747.524,1688.654,2238.067,1745.154,1728.542,1736.902,1683.707,1730.539,2096.533,1703.953,1568.495,1833.976,1895.980,1886.913,1966.654,2267.063,2165.993,2034.055,1413.044,2871.486,2500.199,2424.455,2200.502,2050.538,2649.152,2321.124,2324.779,2548.345,1745.646,1593.405,1502.096,1661.955,1662.099,2024.792,1504.022,1389.556,1468.834,1470.016,1393.379,1538.950,1517.494,1646.768,1788.531,1416.888,2433.962,2009.595,1314.511,1369.980,1690.220,1387.639,1417.943,1357.622,1159.504,1329.957,1751.601,1351.957
13,735.148,1657.271,1531.022,2490.140,1643.321,1910.486,1919.405,2658.563,1742.545,2446.017,1896.517,1822.818,2007.615,1502.555,1741.094,1709.441,2232.279,1744.736,1738.186,1748.107,1708.881,1736.000,2103.472,1717.585,1573.855,1849.775,1917.192,1863.987,2003.436,2287.425,2182.188,2030.552,1411.118,2871.221,2502.133,2421.717,2226.158,2067.343,2668.544,2346.517,2359.573,2595.490,1744.643,1596.606,1526.450,1661.772,1672.876,2019.832,1516.432,1405.313,1474.990,1488.882,1386.054,1514.295,1507.321,1654.297,1769.152,1442.221,2424.468,1987.890,1324.850,1370.308,1707.663,1373.375,1421.000,1357.930,1175.783,1338.744,1774.787,1340.460
14,734.294,1660.841,1545.674,2481.647,1652.748,1922.202,1928.150,2655.302,1740.287,2445.275,1899.653,1844.913,2013.551,1516.915,1759.923,1713.811,2252.162,1750.039,1749.027,1754.929,1719.562,1739.183,2100.237,1722.777,1589.029,1850.256,1927.250,1892.304,1992.386,2277.702,2192.502,2044.941,1422.040,2881.416,2525.038,2419.169,2191.688,2066.293,2668.508,2342.782,2355.394,2585.271,1753.373,1596.044,1529.932,1657.841,1675.475,2045.687,1519.321,1400.646,1484.267,1485.461,1372.307,1518.666,1522.160,1678.977,1775.752,1442.109,2433.672,2002.479,1323.692,1384.562,1708.714,1405.876,1436.256,1351.959,1181.822,1320.392,1761.328,1358.609
15,737.770,1655.320,1534.091,2468.128,1650.830,1915.392,1936.917,2653.824,1726.379,2454.014,1905.263,1853.635,1987.728,1506.968,1746.150,1724.887,2247.865,1752.864,1739.992,1745.465,1700.203,1725.339,2097.012,1720.408,1583.883,1826.536,1910.337,1875.486,2002.676,2294.680,2151.112,2027.065,1414.485,2852.427,2523.602,2426.504,2206.513,2084.368,2680.206,2324.393,2375.910,2571.405,1737.377,1607.910,1505.717,1645.946,1667.419,2038.365,1512.885,1395.630,1471.549,1477.859,1388.355,1519.981,1501.071,1678.526,1793.686,1426.580,2415.851,1994.217,1325.966,1350.925,1709.232,1363.958,1436.691,1359.050,1189.984,1329.474,1772.762,1346.686
16,728.773,1653.830,1530.792,2463.229,1647.195,1912.452,1943.005,2631.070,1742.999,2437.162,1903.952,1849.034,1982.121,1502.471,1744.547,1709.017,2250.231,1749.026,1748.251,1754.530,1700.070,1729.694,2085.669,1719.315,1578.875,1830.735,1923.489,1862.925,1976.945,2287.072,2175.585,2033.477,1423.855,2858.334,2507.626,2416.262,2207.455,2057.575,2653.578,2322.813,2359.237,2558.926,1750.432,1618.347,1514.685,1654.911,1665.430,2013.220,1522.957,1392.034,1469.981,1476.354,1384.487,1511.826,1515.497,1658.187,1792.823,1445.276,2416.592,1988.869,1324.704,1368.932,1715.941,1362.472,1430.299,1342.953,1170.775,1332.557,1755.609,1356.093
17,731.543,1664.968,1538.089,2484.049,1656.176,1911.865,1939.251,2653.407,1740.326,2440.404,1892.529,1843.339,1978.104,1500.085,1745.596,1709.494,2254.163,1754.188,1757.056,1753.296,1715.400,1728.151,2100.933,1715.345,1568.583,1831.845,1913.055,1866.603,1995.376,2291.574,2182.975,2028.949,1409.636,2837.527,2528.745,2429.993,2197.031,2051.333,2677.637,2323.216,2374.214,2586.860,1749.172,1607.962,1525.292,1658.095,1673.885,2008.431,1519.132,1390.359,1458.885,1474.291,1379.413,1524.955,1513.635,1679.599,1790.863,1448.585,2438.257,1992.585,1347.095,1382.374,1731.382,1387.339,1435.865,1357.155,1175.008,1322.304,1772.891,1352.501
18,729.340,1663.984,1537.812,2471.299,1653.659,1914.948,1944.499,2633.878,1732.167,2444.552,1898.841,1829.440,1971.470,1497.835,1744.444,1704.230,2236.317,1757.099,1757.383,1742.518,1705.034,1738.168,2083.560,1704.312,1583.717,1836.964,1899.971,1866.304,1986.305,2275.905,2183.804,2043.001,1414.279,2827.843,2493.783,2431.726,2219.220,2062.741,2649.326,2317.405,2390.198,2578.113,1736.497,1602.672,1520.404,1661.554,1669.265,2034.503,1520.324,1387.517,1471.253,1489.434,1371.030,1521.167,1494.737,1663.728,1804.341,1421.825,2433.240,1994.134,1336.505,1357.271,1722.838,1384.610,1411.609,1348.120,1182.904,1335.010,1767.994,1368.905
19,720.859,1665.323,1536.811,2482.580,1644.124,1921.314,1943.990,2655.991,1739.496,2452.485,1888.452,1842.384,2014.838,1517.556,1746.208,1705.779,2247.955,1737.959,1739.860,1754.959,1713.933,1736.916,2098.150,1724.427,1584.964,1829.168,1908.749,1894.669,1992.793,2274.322,2181.992,2033.571,1405.333,2814.427,2520.974,2425.009,2205.112,2036.588,2684.180,2327.839,2354.030,2632.558,1736.196,1627.360,1522.464,1655.580,1668.393,2020.174,1513.051,1386.308,1475.475,1477.146,1383.833,1516.975,1522.431,1666.748,1813.032,1424.418,2426.528,2030.437,1327.886,1362.588,1721.377,1384.348,1415.933,1346.801,1187.147,1335.969,1769.613,1364.467
20,729.115,1663.103,1536.522,2481.421,1647.034,1928.473,1940.349,2654.616,1746.023,2456.288,1895.456,1846.888,2004.057,1497.356,1740.098,1705.591,2258.666,1755.567,1745.184,1736.967,1716.438,1723.488,2104.667,1712.259,1569.818,1846.367,1901.813,1876.200,1989.495,2276.621,2183.040,2041.231,1408.498,2821.472,2507.389,2414.040,2217.637,2059.575,2674.182,2336.438,2343.719,2616.810,1745.846,1613.925,1519.298,1664.966,1666.193,2031.192,1517.349,1404.129,1460.858,1481.336,1362.697,1517.632,1522.419,1663.339,1798.900,1431.213,2427.609,2017.265,1338.481,1372.441,1706.096,1384.709,1413.350,1340.716,1176.486,1341.459,1762.678,1351.872
21,724.679,1661.413,1529.166,2493.373,1652.349,1921.875,1951.288,2649.205,1741.193,2445.570,1897.184,1849.439,1972.994,1492.039,1739.078,1708.926,2240.416,1748.586,1749.849,1755.933,1707.702,1723.410,2092.918,1714.370,1590.271,1835.559,1926.514,1860.877,1991.834,2289.795,2188.828,2025.584,1414.323,2813.357,2517.916,2435.679,2206.347,2073.623,2669.151,2326.692,2357.272,2616.875,1742.713,1627.018,1512.354,1663.673,1668.705,2020.569,1528.585,1383.306,1468.348,1465.758,1381.613,1528.443,1515.586,1643.305,1821.653,1437.634,2429.775,2027.651,1342.156,1359.925,1718.300,1395.776,1412.401,1336.460,1189.602,1325.108,1755.851,1364.803
22,732.347,1660.325,1532.187,2497.853,1642.632,1920.911,1955.388,2661.578,1742.252,2441.498,1902.190,1844.464,1997.253,1496.059,1748.871,1708.654,2258.319,1755.086,1768.249,1768.688,1708.461,1736.190,2103.080,1714.979,1575.974,1829.491,1918.609,1876.033,2012.763,2293.451,2185.473,2021.437,1432.327,2823.402,2527.164,2433.433,2208.516,2052.506,2687.485,2337.951,2342.115,2668.424,1740.363,1621.432,1525.012,1648.096,1673.964,2017.814,1533.332,1400.087,1462.261,1481.941,1375.052,1503.628,1509.555,1662.472,1801.645,1440.969,2437.296,2036.810,1345.968,1357.584,1700.049,1378.290,1415.894,1355.372,1184.824,1333.385,1766.637,1366.339
23,729.344,1645.593,1531.691,2497.645,1646.903,1919.895,1960.378,2630.981,1742.767,2466.425,1890.476,1843.635,1962.177,1494.307,1740.257,1708.672,2219.108,1753.017,1757.086,1746.675,1705.432,1728.922,2084.438,1715.593,1584.896,1830.342,1919.752,1892.890,1988.098,2287.711,2175.997,2011.419,1408.017,2803.327,2502.700,2400.194,2195.207,2076.069,2642.698,2336.650,2352.913,2616.324,1732.583,1622.102,1510.562,1664.591,1668.883,2032.910,1508.340,1376.591,1462.093,1476.456,1381.952,1525.234,1485.377,1652.527,1821.968,1422.403,2403.795,2020.151,1343.945,1362.009,1715.571,1372.135,1392.585,1345.930,1185.517,1326.469,1759.498,1368.769
24,713.359,1663.260,1537.439,2491.014,1650.457,1912.845,1977.468,2646.102,1739.852,2437.296,1888.373,1848.908,2003.538,1484.396,1740.393,1722.196,2254.724,1761.007,1749.516,1744.743,1725.089,1737.188,2096.195,1723.365,1582.747,1832.798,1906.785,1879.052,2005.664,2294.080,2188.190,2033.683,1402.337,2787.084,2527.169,2438.034,2209.155,2039.098,2690.688,2335.214,2349.406,2634.174,1732.802,1631.544,1530.779,1668.376,1671.684,2036.771,1529.841,1385.363,1453.410,1476.829,1372.818,1517.518,1493.085,1659.960,1792.760,1425.509,2434.594,2030.879,1346.065,1369.509,1732.749,1377.191,1419.280,1341.830,1178.997,1347.230,1767.555,1356.083
25,707.443,1646.362,1528.341,2483.222,1647.242,1907.438,1947.994,2642.170,1740.116,2432.439,1894.156,1838.585,1948.513,1472.170,1710.619,1676.100,2210.605,1738.569,1747.780,1756.385,1691.414,1706.099,2063.635,1704.639,1557.928,1809.674,1894.251,1867.262,1977.728,2270.269,2158.509,2001.213,1393.364,2770.273,2499.688,2400.882,2204.029,2054.659,2650.785,2325.534,2332.578,2581.800,1721.449,1613.460,1524.728,1672.393,1658.880,1996.192,1520.567,1358.759,1452.469,1469.653,1366.511,1511.399,1501.959,1642.051,1797.158,1413.313,2424.469,2001.922,1338.045,1342.139,1699.777,1382.749,1406.522,1344.663,1176.899,1310.830,1739.370,1356.467
26,706.801,1650.032,1528.870,2484.083,1644.341,1917.487,1947.546,2629.752,1748.408,2426.275,1870.625,1816.449,2007.319,1473.806,1712.472,1692.409,2207.031,1736.307,1754.872,1726.808,1702.096,1697.976,2071.318,1681.613,1549.450,1804.735,1883.094,1879.790,1987.258,2258.925,2174.601,2006.523,1390.805,2758.302,2508.416,2405.713,2176.215,2044.167,2686.836,2306.120,2330.362,2628.072,1722.287,1628.521,1515.777,1651.702,1644.078,1998.457,1520.136,1366.975,1456.240,1459.355,1373.398,1507.186,1507.153,1617.255,1787.892,1419.325,2395.023,2007.169,1327.347,1342.533,1718.070,1397.392,1397.722,1346.542,1171.835,1344.911,1737.656,1359.369
27,712.079,1641.114,1530.915,2492.554,1651.343,1909.516,1967.750,2647.679,1757.005,2453.208,1905.835,1831.610,1960.051,1486.744,1731.103,1692.153,2216.862,1738.275,1743.158,1742.191,1709.659,1726.000,2073.476,1705.320,1577.782,1818.149,1919.687,1868.979,2004.236,2271.778,2180.991,2008.973,1403.724,2776.534,2505.196,2416.162,2206.502,2042.209,2654.418,2305.159,2351.993,2613.922,1737.110,1616.848,1520.990,1663.350,1651.979,2023.964,1512.144,1381.646,1460.303,1474.237,1385.574,1518.095,1490.153,1636.248,1824.038,1403.755,2418.182,1995.756,1333.901,1351.326,1720.646,1384.658,1404.744,1338.431,1166.739,1332.246,1742.393,1358.964
28,723.158,1644.946,1530.577,2472.046,1645.535,1912.179,1954.655,2633.493,1749.416,2428.603,1893.171,1835.129,1993.098,1490.576,1742.880,1703.363,2214.617,1740.164,1745.710,1738.294,1711.343,1723.379,2083.522,1714.397,1572.511,1834.643,1904.892,1870.830,1991.419,2271.537,2168.784,2025.322,1443.377,2754.867,2499.666,2424.489,2213.398,2061.964,2677.582,2346.707,2364.171,2611.175,1734.795,1607.992,1511.635,1657.631,1666.776,2034.034,1520.883,1391.582,1451.756,1465.365,1387.684,1517.493,1515.896,1642.745,1810.338,1413.180,2420.061,1994.734,1350.489,1358.099,1715.384,1375.286,1394.663,1344.452,1168.817,1338.636,1747.764,1346.087
29,735.294,1652.546,1529.435,2496.679,1648.207,1927.618,1976.825,2654.486,1749.932,2437.373,1906.008,1838.594,1983.049,1507.031,1743.376,1701.307,2226.841,1754.800,1770.112,1752.939,1720.081,1731.946,2092.919,1727.201,1595.375,1836.128,1928.213,1879.796,2011.237,2273.587,2200.709,2046.295,1442.556,2753.254,2509.953,2436.511,2239.621,2065.799,2676.085,2356.972,2377.330,2624.708,1750.189,1626.479,1532.605,1667.413,1679.690,2036.022,1533.542,1391.131,1466.159,1479.474,1387.968,1534.621,1513.351,1644.730,1813.212,1435.435,2447.489,2035.262,1357.696,1368.383,1742.461,1373.732,1414.184,1373.458,1187.824,1344.450,1766.604,1369.320
30,741.378,1655.223,1544.712,2503.981,1657.584,1935.202,1982.423,2672.102,1767.662,2458.539,1924.426,1863.488,2002.204,1514.905,1745.721,1721.986,2246.121,1756.620,1766.351,1751.389,1734.709,1743.604,2092.464,1732.807,1592.245,1844.943,1935.215,1885.514,2032.388,2290.446,2191.479,2046.863,1450.061,2766.996,2515.822,2426.192,2219.866,2078.594,2690.910,2339.228,2392.912,2621.967,1759.328,1619.814,1526.961,1682.211,1663.717,2043.894,1536.750,1396.292,1461.589,1481.850,1389.294,1527.054,1514.149,1662.387,1847.733,1422.248,2431.336,2013.262,1355.341,1371.363,1732.326,1392.359,1418.885,1361.754,1166.240,1333.919,1772.328,1369.154
31,738.763,1652.420,1535.757,2497.881,1650.699,1923.886,1970.980,2652.537,1772.769,2462.453,1918.855,1830.398,1978.530,1503.295,1744.153,1720.512,2240.477,1756.661,1757.523,1759.590,1739.026,1743.160,2089.980,1724.832,1587.753,1841.037,1926.915,1889.129,2021.812,2302.727,2197.585,2036.556,1427.747,2751.438,2535.939,2437.880,2227.114,2086.391,2687.643,2337.611,2360.705,2631.407,1745.295,1617.246,1524.961,1664.285,1673.533,2045.491,1541.984,1391.628,1451.682,1471.483,1385.838,1528.127,1496.260,1650.681,1813.909,1420.474,2421.560,2008.273,1354.375,1361.557,1719.276,1389.312,1410.274,1369.246,1174.165,1353.878,1759.125,1373.400
32,731.574,1650.259,1537.075,2499.025,1653.931,1920.418,1971.204,2652.985,1756.747,2458.736,1928.305,1843.607,1983.708,1515.670,1751.084,1715.119,2220.110,1763.860,1759.930,1754.313,1730.499,1727.705,2098.481,1720.312,1576.356,1837.035,1919.705,1905.173,2024.365,2288.262,2222.200,2043.444,1458.761,2738.858,2518.254,2435.031,2224.851,2045.347,2692.315,2337.312,2382.634,2596.964,1746.131,1632.349,1516.132,1660.756,1682.742,2047.858,1519.173,1402.632,1467.416,1474.971,1387.857,1514.331,1510.009,1653.688,1846.158,1433.815,2417.769,2026.898,1336.164,1381.324,1740.241,1368.169,1409.055,1351.314,1156.276,1332.476,1772.302,1356.783
33,735.007,1640.633,1530.752,2491.451,1650.714,1926.319,1965.813,2639.795,1762.784,2443.408,1913.184,1842.126,1974.489,1493.973,1743.897,1723.559,2217.011,1764.060,1757.086,1764.530,1742.784,1723.654,2081.248,1720.729,1580.968,1847.039,1917.096,1878.657,2001.322,2276.829,2206.107,2041.323,1442.603,2731.778,2519.273,2425.957,2224.476,2069.674,2665.219,2338.100,2343.242,2598.663,1757.390,1626.324,1514.501,1659.787,1678.840,2043.938,1527.987,1388.860,1465.719,1477.411,1386.489,1529.137,1506.261,1641.603,1824.864,1421.706,2438.520,2014.126,1342.554,1367.339,1735.314,1386.330,1406.393,1360.613,1163.160,1334.215,1766.338,1357.381
34,745.110,1646.459,1531.308,2484.666,1648.079,1918.706,1984.099,2642.353,1755.453,2448.201,1923.752,1840.943,1966.823,1499.631,1744.729,1708.850,2212.212,1756.831,1750.446,1757.382,1711.283,1731.764,2081.985,1722.259,1592.707,1829.056,1920.439,1891.871,2020.832,2293.342,2180.836,2036.602,1456.471,2721.757,2520.106,2423.584,2221.111,2038.270,2665.930,2311.750,2359.770,2589.676,1741.495,1634.724,1512.848,1663.983,1678.382,2030.509,1533.478,1397.131,1456.594,1486.469,1386.939,1527.940,1504.295,1658.676,1813.841,1425.371,2423.994,2013.260,1368.294,1345.176,1736.251,1373.151,1409.522,1356.660,1168.380,1334.167,1757.228,1357.270
35,731.789,1649.487,1530.967,2492.919,1650.298,1903.375,1984.232,2653.944,1759.101,2442.035,1911.314,1841.928,1975.089,1499.752,1730.624,1714.742,2226.415,1760.334,1754.805,1766.778,1717.144,1731.599,2089.388,1728.236,1590.241,1838.617,1933.266,1888.042,2009.292,2281.064,2183.644,2034.162,1438.071,2716.203,2511.858,2452.506,2230.283,2053.262,2689.298,2326.030,2350.237,2592.847,1765.239,1635.914,1522.801,1670.553,1677.592,2052.148,1525.132,1389.159,1453.264,1486.733,1385.647,1521.707,1493.192,1652.678,1833.302,1425.265,2426.357,2014.333,1362.335,1352.650,1728.670,1378.732,1413.583,1350.604,1171.556,1342.847,1759.976,1362.162
36,730.641,1651.534,1532.919,2484.651,1650.500,1929.414,1977.294,2646.816,1766.739,2430.815,1927.112,1855.505,2009.198,1502.810,1742.354,1704.786,2213.660,1766.583,1759.226,1761.657,1722.441,1758.588,2101.240,1726.075,1585.581,1838.384,1929.928,1883.559,2010.032,2276.465,2183.220,2051.614,1463.333,2714.787,2501.692,2432.212,2234.283,2062.163,2679.817,2361.236,2405.912,2609.513,1752.849,1643.575,1523.807,1657.689,1689.252,2023.240,1524.639,1387.722,1465.556,1480.947,1389.390,1517.246,1508.859,1655.444,1841.459,1430.009,2429.221,2025.140,1340.927,1364.225,1753.585,1380.656,1422.959,1372.982,1161.142,1360.177,1763.675,1355.416
37,749.691,1654.725,1541.960,2502.453,1656.085,1932.519,1994.597,2652.529,1766.442,2430.647,1927.760,1854.793,2013.481,1514.336,1755.703,1735.807,2215.638,1762.609,1761.202,1744.597,1728.817,1736.736,2089.623,1738.233,1594.229,1833.302,1909.937,1892.069,2038.669,2274.365,2187.033,2047.087,1444.744,2710.317,2528.885,2438.496,2246.372,2086.295,2687.290,2361.385,2388.769,2624.239,1762.430,1641.678,1529.807,1679.169,1683.065,2030.743,1543.116,1384.333,1454.517,1487.950,1393.665,1530.671,1512.832,1649.000,1838.950,1434.238,2440.000,2008.431,1361.791,1353.758,1743.194,1399.771,1412.589,1365.619,1162.786,1344.715,1763.384,1362.424
38,733.720,1654.942,1535.172,2502.324,1656.376,1934.467,2005.757,2647.092,1766.447,2441.708,1916.125,1860.182,1998.353,1514.660,1749.713,1697.736,2228.294,1774.479,1757.620,1757.678,1743.253,1722.486,2090.590,1729.569,1607.359,1829.768,1923.599,1886.744,2018.288,2282.586,2199.936,2039.976,1473.717,2709.433,2527.011,2432.096,2237.670,2064.661,2668.896,2326.531,2387.684,2630.182,1745.293,1629.350,1524.554,1670.294,1671.676,2037.956,1528.344,1381.053,1450.841,1484.478,1384.429,1535.139,1497.183,1668.597,1865.009,1427.821,2420.082,2023.108,1354.609,1356.095,1745.464,1389.860,1432.538,1390.449,1157.444,1321.988,1770.015,1381.199
