 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70
2271,770.624,2127.860,2246.535,3398.416,2299.404,3042.209,2754.465,3943.555,2557.493,3734.254,2527.508,2595.946,2237.670,2157.865,2258.651,2327.843,2927.890,2556.557,2325.539,2994.157,2509.810,2348.975,2826.379,2578.963,2476.867,2605.818,3472.628,3355.526,2894.169,3176.679,3574.995,3021.668,1911.125,3292.594,3604.139,3516.362,2815.547,3331.381,3618.113,3374.511,4033.239,3853.748,2928.202,2190.690,2255.640,2279.134,2316.349,3359.297,2072.476,1461.903,1644.012,1737.166,1630.725,2018.451,1702.280,2332.551,1989.910,2335.231,3651.345,3101.761,1381.122,1702.520,2468.155,2122.321,2016.838,1649.141,1431.625,1570.347,2568.634,1591.217
2272,764.045,2119.278,2249.672,3390.497,2302.611,3037.638,2765.933,3942.202,2562.910,3747.215,2536.302,2596.428,2250.813,2159.664,2267.422,2314.263,2905.093,2547.513,2345.111,2984.863,2509.446,2359.928,2818.387,2584.732,2462.112,2606.550,3485.759,3373.765,2889.418,3162.475,3554.234,3014.358,1907.054,3292.119,3615.426,3527.215,2824.184,3320.743,3646.477,3397.257,4043.323,3843.800,2940.000,2203.904,2232.284,2260.356,2309.766,3364.447,2079.606,1465.517,1639.192,1758.541,1645.885,2030.466,1697.285,2340.632,1983.089,2310.708,3668.882,3079.426,1385.515,1692.341,2473.691,2096.213,2002.141,1646.393,1450.109,1585.395,2561.835,1576.254
2273,767.928,2112.818,2244.561,3379.203,2291.389,3023.364,2740.158,3934.442,2550.212,3722.048,2524.255,2581.434,2231.566,2131.240,2260.165,2298.604,2910.816,2572.588,2324.990,2962.735,2509.158,2333.816,2820.273,2583.903,2490.714,2594.807,3471.021,3353.827,2889.720,3165.640,3549.088,3006.832,1914.926,3287.772,3599.073,3493.387,2803.802,3302.391,3624.052,3381.220,4033.751,3831.396,2915.871,2189.381,2227.006,2267.285,2296.543,3364.998,2060.691,1469.037,1638.898,1714.184,1635.279,2007.866,1673.453,2339.160,1989.142,2311.833,3662.431,3084.338,1384.195,1735.738,2461.274,2107.714,2013.883,1619.223,1429.041,1558.043,2564.093,1587.637
2274,753.428,2127.696,2260.107,3392.204,2293.917,3030.470,2762.134,3922.843,2564.011,3715.505,2541.311,2609.031,2296.487,2144.197,2255.029,2304.094,2918.696,2551.952,2325.167,3002.380,2497.975,2353.388,2827.219,2594.950,2480.127,2606.637,3483.006,3343.817,2897.802,3161.503,3558.407,3022.667,1935.956,3276.536,3597.901,3519.492,2822.664,3328.433,3650.860,3397.807,4050.033,3869.520,2954.811,2199.778,2240.545,2270.835,2302.077,3398.271,2061.471,1472.699,1657.476,1723.894,1617.450,2037.180,1656.951,2328.725,1984.751,2329.473,3685.163,3096.435,1381.617,1713.656,2442.433,2101.353,1986.544,1631.460,1442.181,1550.926,2556.653,1557.233
2275,769.811,2129.416,2255.400,3406.067,2302.937,3025.382,2742.867,3915.970,2571.360,3721.715,2533.399,2612.917,2280.783,2130.744,2268.066,2313.773,2930.212,2560.903,2339.889,2999.552,2490.220,2349.046,2827.427,2601.472,2464.229,2593.155,3468.782,3353.757,2895.307,3191.408,3557.157,3003.674,1911.771,3285.110,3616.157,3520.832,2799.327,3304.939,3653.795,3399.868,4096.049,3912.050,2957.529,2188.755,2264.100,2281.889,2301.904,3433.164,2068.606,1451.018,1655.301,1729.470,1637.452,2031.780,1674.360,2333.836,1981.901,2317.150,3677.202,3096.700,1379.919,1725.130,2450.977,2103.814,1987.346,1648.883,1425.036,1560.923,2558.971,1591.529
2276,759.699,2117.810,2258.992,3381.939,2295.506,3036.177,2761.299,3928.831,2570.368,3722.504,2549.414,2619.061,2332.070,2132.725,2244.356,2316.650,2932.968,2547.213,2336.582,3000.758,2487.307,2318.410,2827.253,2581.823,2464.293,2579.610,3473.505,3353.562,2897.636,3180.813,3545.749,3028.436,1912.936,3278.036,3616.603,3508.736,2808.375,3342.032,3648.166,3392.424,4090.322,3862.686,2964.850,2199.667,2240.034,2277.924,2294.144,3443.519,2062.143,1458.336,1648.516,1746.392,1637.225,2028.937,1653.520,2328.547,1963.873,2311.696,3687.722,3056.703,1394.278,1705.745,2464.417,2101.929,1993.836,1651.654,1440.047,1553.333,2574.077,1571.562
2277,767.931,2116.103,2260.904,3384.712,2299.864,3036.151,2760.681,3934.450,2557.658,3747.630,2557.018,2640.743,2352.166,2127.454,2250.015,2306.269,2937.248,2547.761,2340.151,2997.132,2500.611,2370.903,2832.393,2574.209,2464.758,2578.916,3458.882,3329.794,2896.161,3177.143,3533.156,3028.959,1916.673,3277.019,3605.278,3512.201,2811.763,3325.102,3654.085,3410.589,4080.187,3915.196,2987.059,2219.840,2239.115,2275.857,2301.402,3423.698,2089.733,1465.892,1650.041,1724.962,1642.567,2035.982,1668.618,2346.998,1986.338,2308.986,3694.740,3093.649,1384.860,1703.504,2426.166,2090.741,1983.867,1638.440,1442.475,1538.531,2550.407,1590.813
2278,757.445,2120.798,2250.438,3402.714,2287.348,3035.259,2769.692,3906.286,2570.373,3739.616,2530.604,2610.625,2364.860,2118.874,2268.559,2311.249,2937.292,2551.254,2339.899,2991.052,2475.563,2340.533,2820.546,2591.010,2452.823,2573.088,3466.443,3299.788,2913.583,3169.837,3515.541,3021.497,1917.037,3285.205,3612.865,3518.004,2813.558,3313.004,3651.120,3384.255,4055.742,3926.918,2981.172,2191.966,2230.100,2265.007,2313.699,3411.445,2078.205,1463.177,1634.640,1724.266,1654.803,2016.468,1681.694,2317.720,1962.575,2317.002,3649.511,3051.325,1378.367,1715.883,2442.820,2085.481,1976.139,1615.801,1439.646,1538.739,2544.271,1563.558
2279,765.258,2128.221,2259.617,3372.739,2300.149,3043.234,2770.459,3941.902,2577.828,3735.960,2558.557,2632.950,2352.515,2135.784,2252.071,2304.435,2962.257,2542.405,2354.553,3017.462,2502.164,2355.806,2838.424,2602.742,2439.590,2565.824,3466.434,3331.613,2906.896,3181.509,3506.207,3000.856,1885.673,3286.201,3607.851,3499.194,2808.553,3352.544,3687.112,3390.770,4107.769,3932.910,3029.029,2206.338,2257.842,2276.031,2312.151,3460.128,2069.041,1474.740,1656.553,1742.296,1648.424,2034.017,1680.862,2357.616,1985.026,2318.951,3677.969,3089.978,1395.061,1719.159,2457.066,2102.530,1986.239,1638.745,1443.362,1558.593,2571.167,1595.394
2280,766.658,2130.708,2261.109,3396.384,2295.431,3038.262,2757.583,3942.566,2577.212,3742.533,2561.668,2632.577,2380.515,2126.104,2263.829,2323.249,2935.830,2553.124,2364.893,3016.229,2475.613,2347.220,2838.080,2573.940,2467.490,2555.334,3487.811,3316.335,2918.110,3159.666,3544.740,3049.786,1911.589,3287.859,3613.435,3507.184,2811.594,3338.772,3683.738,3431.075,4066.260,3919.108,3054.986,2217.842,2238.976,2268.427,2302.184,3460.214,2068.134,1449.402,1662.588,1739.256,1634.247,2038.187,1681.277,2354.676,1989.957,2332.580,3688.215,3083.667,1375.523,1702.110,2465.351,2106.833,2012.918,1623.501,1461.114,1559.050,2568.885,1584.349
2281,757.830,2116.189,2257.116,3396.397,2299.318,3033.278,2756.960,3919.706,2569.337,3730.704,2519.720,2614.846,2391.962,2124.443,2260.281,2320.994,2936.327,2543.119,2363.275,3008.131,2475.564,2349.860,2839.069,2589.582,2488.218,2564.982,3487.265,3330.753,2926.799,3182.699,3527.664,3016.090,1921.475,3306.861,3608.658,3503.546,2780.436,3347.287,3659.791,3396.145,4057.025,3937.940,3071.446,2207.880,2234.521,2257.405,2296.506,3497.932,2080.041,1465.508,1665.909,1759.370,1649.896,2044.564,1655.750,2348.119,1994.291,2346.510,3666.026,3058.416,1375.264,1718.670,2452.731,2095.060,1980.746,1625.496,1428.049,1550.445,2556.957,1579.909
2282,768.778,2130.762,2263.736,3402.296,2298.501,3038.271,2765.601,3907.480,2591.023,3748.586,2558.648,2630.509,2380.806,2126.980,2254.157,2309.644,2952.763,2540.499,2362.293,3038.239,2477.822,2358.472,2836.675,2593.655,2468.314,2564.952,3483.251,3338.501,2901.289,3177.202,3517.530,3016.722,1928.566,3282.017,3597.294,3492.187,2808.140,3367.508,3666.136,3390.868,4046.933,3923.477,3072.452,2213.144,2236.944,2265.001,2306.838,3479.932,2068.495,1445.966,1663.950,1731.853,1651.639,2030.180,1681.426,2335.169,1974.000,2361.723,3652.050,3075.238,1391.087,1717.956,2427.431,2094.900,1997.219,1644.651,1444.610,1556.141,2553.150,1568.732
2283,756.129,2121.733,2267.191,3414.727,2300.836,3036.647,2764.285,3925.563,2567.355,3744.248,2557.044,2619.527,2378.630,2137.065,2254.394,2310.953,2963.181,2544.017,2378.667,3017.051,2471.411,2364.955,2844.586,2598.271,2476.350,2554.343,3448.852,3321.624,2913.104,3177.051,3507.075,3015.357,1893.003,3301.580,3645.682,3498.124,2819.327,3337.054,3689.238,3406.578,4066.406,3961.679,3091.804,2226.417,2247.648,2272.727,2309.479,3492.218,2078.194,1454.586,1645.822,1735.016,1671.491,2045.174,1668.735,2340.029,1981.742,2362.854,3660.784,3077.530,1385.333,1721.548,2422.452,2094.191,1989.775,1627.859,1433.240,1547.474,2568.196,1563.134
2284,757.356,2125.495,2260.222,3412.305,2301.610,3028.763,2773.187,3917.776,2591.361,3737.530,2557.829,2633.855,2377.206,2124.831,2257.292,2299.988,2940.534,2536.114,2371.213,3008.297,2463.185,2349.921,2835.974,2568.029,2469.676,2540.733,3460.853,3319.436,2902.060,3172.507,3513.356,3031.920,1913.414,3277.304,3637.537,3478.926,2827.086,3353.128,3680.274,3394.835,4054.560,3933.410,3095.409,2203.164,2239.279,2268.151,2307.076,3478.804,2072.641,1450.589,1646.530,1738.093,1653.234,2034.877,1655.725,2362.420,1991.336,2351.213,3668.559,3087.502,1387.081,1703.987,2367.944,2094.545,1967.775,1631.155,1453.419,1541.292,2545.811,1577.225
2285,764.524,2123.721,2261.485,3396.997,2307.495,3025.317,2766.958,3915.957,2587.633,3737.908,2542.961,2670.398,2390.768,2120.737,2256.501,2310.925,2948.418,2531.743,2382.602,3006.072,2470.328,2338.941,2829.875,2579.578,2471.410,2545.116,3446.515,3322.166,2927.984,3158.019,3502.777,3032.200,1890.741,3282.486,3629.023,3498.697,2795.971,3319.872,3675.886,3391.833,4071.896,3946.218,3103.542,2224.534,2227.074,2271.074,2299.035,3483.439,2065.285,1446.922,1662.787,1745.030,1667.753,2040.175,1673.847,2382.909,1972.100,2359.231,3666.396,3079.279,1390.856,1710.947,2440.260,2101.849,1992.624,1641.801,1436.297,1544.019,2556.650,1575.600
2286,756.301,2126.937,2260.078,3401.147,2310.397,3023.400,2763.130,3905.313,2589.926,3730.865,2534.644,2635.465,2377.128,2131.518,2243.724,2285.467,2949.267,2529.333,2399.207,3055.072,2456.263,2330.583,2831.510,2581.614,2461.003,2553.344,3469.116,3318.823,2909.285,3180.185,3514.149,3012.148,1886.630,3291.094,3642.557,3469.268,2808.344,3351.941,3709.421,3397.638,4083.869,3977.780,3121.443,2216.531,2228.249,2273.365,2313.455,3480.090,2064.057,1468.326,1638.796,1756.917,1650.249,2035.861,1681.708,2366.759,1981.491,2353.463,3701.099,3112.204,1393.274,1721.286,2423.960,2089.313,1939.370,1634.499,1423.928,1558.060,2546.189,1559.712
2287,760.900,2129.184,2263.945,3412.087,2310.769,3038.005,2775.043,3914.368,2584.265,3752.830,2539.091,2640.454,2365.994,2124.300,2247.690,2305.795,2945.090,2542.342,2412.635,3043.849,2492.843,2355.183,2846.549,2585.191,2470.419,2543.003,3452.899,3339.742,2920.365,3166.752,3525.448,3039.214,1878.956,3287.354,3642.869,3476.911,2817.001,3347.477,3663.133,3372.291,4098.099,3979.893,3127.995,2212.678,2249.624,2272.876,2305.587,3504.056,2080.486,1443.202,1647.873,1750.317,1666.206,2048.071,1681.625,2372.857,1986.714,2359.214,3680.248,3107.530,1392.037,1723.665,2435.899,2094.630,1976.145,1644.440,1442.124,1538.971,2569.058,1581.369
2288,758.816,2130.396,2254.734,3406.948,2313.991,3035.968,2780.594,3899.130,2595.612,3727.072,2525.461,2631.802,2391.196,2111.529,2245.463,2298.304,2960.183,2544.851,2402.749,3028.516,2475.422,2339.749,2830.169,2580.337,2433.945,2527.004,3458.618,3301.476,2910.868,3174.327,3520.765,3036.073,1871.165,3284.308,3664.247,3454.302,2793.966,3361.117,3691.469,3417.159,4108.275,3950.974,3098.371,2215.786,2249.897,2262.804,2293.660,3504.008,2081.902,1477.177,1660.958,1757.546,1655.290,2034.745,1684.336,2387.612,1965.382,2402.901,3698.228,3071.837,1400.104,1727.231,2437.171,2100.572,1978.652,1636.211,1444.548,1544.220,2544.318,1571.426
2289,777.919,2128.793,2266.809,3418.930,2319.014,3027.270,2772.537,3919.074,2608.469,3739.137,2561.606,2649.661,2389.362,2099.410,2249.764,2283.733,2949.580,2531.978,2429.938,3038.740,2456.506,2336.970,2833.534,2581.482,2447.853,2527.137,3468.767,3298.293,2900.606,3172.582,3528.995,3048.595,1867.956,3272.873,3670.200,3466.968,2826.951,3348.747,3688.463,3392.271,4108.574,3970.456,3122.826,2182.139,2241.931,2284.262,2291.866,3507.621,2083.263,1473.669,1660.498,1758.362,1640.803,2048.048,1663.781,2376.432,1990.683,2395.646,3695.081,3102.346,1402.075,1715.110,2448.738,2084.630,1960.027,1645.141,1453.320,1547.287,2550.184,1579.886
2290,760.835,2135.018,2269.659,3418.664,2316.490,3030.896,2792.993,3913.233,2608.400,3729.124,2547.584,2643.784,2384.696,2097.745,2241.773,2307.168,2959.896,2540.321,2421.481,3022.499,2467.572,2330.639,2838.414,2596.623,2482.072,2536.872,3469.781,3274.896,2918.622,3178.499,3515.724,3029.901,1867.057,3282.031,3648.331,3464.258,2806.745,3355.040,3694.867,3381.621,4101.316,3981.122,3118.957,2227.689,2247.421,2270.876,2301.375,3519.629,2096.898,1452.618,1644.232,1760.486,1652.623,2028.335,1668.042,2372.317,1969.435,2391.760,3703.490,3092.536,1405.684,1732.427,2448.108,2083.308,1934.397,1631.270,1447.468,1553.435,2539.873,1583.909
2291,761.342,2121.797,2259.811,3397.260,2317.318,3021.079,2789.154,3904.920,2582.658,3735.972,2545.672,2631.547,2380.111,2100.682,2246.076,2286.964,2955.522,2534.709,2444.737,3058.951,2489.920,2338.585,2837.031,2602.837,2438.552,2517.496,3461.891,3290.436,2914.560,3170.862,3528.866,3041.461,1899.643,3282.372,3650.793,3451.662,2814.310,3340.661,3716.484,3369.970,4099.081,3991.050,3097.490,2220.616,2240.122,2260.773,2300.875,3501.072,2083.221,1455.209,1653.196,1762.443,1637.002,2046.899,1668.655,2362.809,1982.078,2398.507,3701.540,3106.526,1396.978,1714.604,2441.719,2077.215,1960.777,1644.428,1441.708,1541.443,2541.110,1580.675
2292,772.921,2125.516,2267.879,3424.986,2321.967,3002.955,2783.935,3905.172,2591.594,3721.880,2543.527,2645.967,2376.753,2105.424,2261.306,2288.263,2928.576,2561.971,2442.270,3044.086,2476.743,2336.585,2854.185,2596.848,2427.937,2528.718,3481.197,3296.318,2918.772,3161.109,3504.187,3031.156,1882.178,3268.491,3660.521,3463.205,2829.111,3344.251,3712.998,3384.784,4104.394,3995.096,3112.454,2218.145,2245.750,2268.967,2303.693,3486.054,2084.127,1462.124,1662.087,1753.341,1656.959,2048.956,1670.730,2372.009,1977.801,2378.905,3704.417,3099.089,1403.000,1722.791,2448.082,2077.809,1952.569,1632.663,1463.677,1557.309,2542.177,1582.850
2293,763.031,2125.711,2268.729,3432.514,2315.123,3009.647,2761.660,3914.302,2609.512,3738.629,2544.728,2637.061,2361.738,2107.038,2245.468,2314.388,2962.198,2541.741,2440.076,3035.740,2489.864,2326.610,2842.132,2589.036,2456.158,2519.819,3452.017,3281.713,2881.239,3165.536,3519.466,3060.123,1907.444,3274.425,3657.531,3453.004,2810.009,3348.546,3700.174,3420.469,4125.101,4033.118,3125.963,2193.976,2243.115,2271.037,2309.820,3490.918,2073.541,1462.729,1648.784,1771.027,1638.188,2048.724,1657.007,2366.497,1970.544,2397.359,3696.752,3105.493,1388.651,1704.015,2414.939,2085.275,1946.867,1626.229,1453.494,1543.227,2547.060,1567.588
2294,751.787,2121.277,2267.068,3443.563,2318.950,2997.627,2797.058,3942.062,2592.642,3739.084,2560.514,2650.591,2374.153,2104.686,2266.837,2302.118,2988.995,2566.139,2452.265,3046.862,2484.933,2332.698,2842.562,2600.792,2448.156,2503.694,3461.056,3284.488,2913.216,3181.347,3502.806,3065.207,1870.263,3282.606,3653.979,3461.474,2793.817,3327.628,3693.823,3362.336,4162.719,4058.102,3138.202,2227.093,2239.771,2267.129,2309.470,3480.577,2092.163,1455.908,1644.962,1764.344,1641.625,2055.998,1657.623,2399.542,1953.124,2392.078,3693.966,3085.217,1398.243,1718.447,2398.569,2091.175,1953.012,1632.944,1445.031,1544.060,2538.187,1585.097
2295,758.778,2128.207,2280.564,3443.032,2317.008,3009.366,2787.338,3907.632,2595.808,3726.628,2560.860,2630.154,2364.617,2081.708,2250.570,2306.740,2957.232,2547.556,2454.078,3054.546,2488.347,2338.311,2832.519,2597.053,2443.816,2514.159,3443.780,3264.811,2899.474,3154.101,3511.212,3053.670,1872.657,3257.180,3649.325,3436.743,2804.223,3346.285,3694.302,3415.670,4121.246,4035.860,3127.409,2220.188,2230.597,2266.253,2297.102,3511.421,2087.229,1465.018,1661.702,1762.466,1640.048,2042.962,1668.898,2388.877,1977.507,2414.078,3700.749,3112.392,1368.499,1706.229,2427.899,2109.884,1930.172,1629.009,1451.646,1523.021,2525.896,1569.493
2296,770.976,2126.290,2271.076,3465.722,2330.565,3023.398,2793.725,3925.489,2610.910,3737.686,2549.494,2623.331,2382.168,2109.447,2256.261,2324.030,2966.577,2551.740,2465.635,3056.376,2498.750,2345.669,2845.846,2603.423,2468.099,2513.900,3446.517,3285.119,2890.262,3182.155,3484.977,3057.647,1878.081,3261.243,3665.674,3451.272,2801.750,3354.764,3699.976,3364.583,4176.606,4070.309,3155.556,2223.797,2258.590,2258.550,2308.664,3525.661,2112.322,1481.434,1671.712,1757.981,1649.788,2057.469,1664.222,2403.969,1980.690,2413.021,3725.366,3092.167,1383.450,1707.764,2448.047,2090.186,1927.777,1634.677,1472.550,1537.103,2529.477,1572.067
2297,767.612,2129.959,2268.723,3441.688,2318.966,2996.219,2806.942,3913.311,2603.157,3751.854,2566.529,2619.588,2368.928,2087.300,2235.853,2304.038,2975.033,2536.255,2458.109,3054.081,2465.822,2334.572,2826.421,2590.042,2437.946,2511.198,3442.407,3255.019,2907.959,3178.282,3487.214,3043.966,1865.077,3272.349,3661.350,3432.309,2812.969,3323.464,3685.849,3372.546,4107.159,4032.222,3147.416,2223.312,2231.208,2266.273,2293.837,3530.379,2113.566,1465.372,1643.588,1777.963,1654.792,2054.499,1665.329,2387.124,1968.207,2444.053,3688.308,3115.664,1390.771,1699.575,2413.054,2078.508,1934.622,1601.918,1492.822,1540.385,2510.526,1580.619
2298,754.742,2133.196,2287.439,3470.163,2322.665,3020.668,2816.484,3920.125,2614.197,3750.572,2563.062,2630.019,2354.215,2099.017,2259.853,2331.456,2993.775,2543.498,2471.522,3052.978,2480.664,2363.739,2847.402,2602.981,2448.121,2509.970,3413.419,3291.358,2912.033,3172.853,3469.473,3048.554,1888.976,3268.009,3671.126,3440.680,2819.490,3330.617,3714.941,3379.216,4159.943,4081.569,3165.406,2234.250,2265.695,2283.485,2300.449,3511.208,2098.590,1478.044,1647.023,1761.784,1665.569,2043.784,1670.608,2407.115,1976.342,2453.262,3718.964,3091.646,1375.605,1707.766,2420.471,2086.330,1929.947,1628.100,1493.217,1541.479,2522.873,1600.408
2299,762.900,2127.632,2275.302,3441.455,2326.917,3019.755,2815.524,3919.100,2605.302,3767.412,2555.492,2615.516,2365.281,2085.212,2252.965,2314.316,2989.415,2544.417,2483.346,3055.968,2462.156,2343.705,2835.724,2598.144,2434.991,2521.277,3445.097,3290.177,2922.250,3176.321,3495.897,3071.073,1859.091,3276.782,3687.835,3438.418,2817.936,3311.958,3733.314,3391.658,4182.376,4049.238,3163.981,2227.805,2258.392,2278.264,2316.898,3530.383,2107.770,1493.349,1638.321,1763.824,1639.639,2071.901,1673.212,2388.553,1957.940,2434.286,3709.442,3102.871,1384.239,1714.165,2429.094,2102.495,1947.759,1626.971,1505.059,1545.962,2516.126,1587.073
2300,764.986,2130.446,2280.166,3462.718,2334.767,2999.415,2826.067,3912.293,2593.854,3756.183,2570.054,2619.174,2358.953,2098.194,2265.719,2318.098,2985.227,2549.202,2481.879,3043.336,2469.386,2356.046,2840.694,2599.582,2441.647,2518.625,3438.539,3281.946,2908.502,3173.137,3497.381,3090.334,1868.970,3268.037,3674.134,3439.382,2811.456,3347.253,3701.844,3393.024,4200.251,4095.545,3191.785,2235.424,2235.788,2275.082,2306.931,3541.720,2102.040,1462.370,1632.038,1756.912,1646.994,2063.606,1670.141,2421.845,1958.968,2448.405,3714.412,3092.081,1407.402,1701.685,2467.422,2088.326,1949.726,1621.117,1495.289,1540.591,2518.307,1599.077
2301,762.347,2144.022,2288.779,3452.876,2335.262,2989.575,2817.010,3913.688,2611.722,3766.329,2571.140,2636.479,2349.168,2091.509,2252.963,2328.071,2995.957,2541.152,2489.381,3070.008,2489.032,2353.210,2831.418,2587.189,2456.283,2508.268,3434.799,3286.393,2886.474,3167.730,3471.598,3079.963,1869.266,3256.197,3676.463,3439.473,2805.080,3344.853,3715.388,3373.943,4174.629,4100.707,3162.271,2257.760,2247.817,2276.121,2321.843,3537.866,2132.388,1478.336,1640.627,1749.029,1659.747,2066.945,1668.360,2397.948,1935.264,2451.772,3711.281,3114.593,1389.769,1695.313,2478.853,2091.594,1919.350,1624.716,1472.331,1553.275,2504.113,1605.093
2302,765.273,2142.637,2272.097,3458.457,2331.289,2996.135,2825.000,3904.059,2609.629,3794.307,2560.385,2647.905,2374.766,2092.208,2244.870,2296.255,2993.559,2554.314,2503.161,3078.179,2475.358,2349.177,2836.321,2593.836,2431.400,2501.070,3421.137,3284.341,2896.163,3177.977,3477.915,3071.080,1867.946,3258.106,3661.817,3428.758,2794.410,3326.738,3736.896,3377.495,4206.767,4106.007,3177.570,2245.780,2255.763,2268.718,2318.491,3552.878,2115.643,1472.699,1646.117,1772.298,1644.156,2060.055,1679.513,2394.867,1957.450,2436.852,3722.258,3104.538,1375.536,1700.214,2454.410,2090.228,1926.035,1606.238,1503.432,1553.206,2507.933,1595.501
2303,768.950,2137.612,2278.143,3478.114,2331.140,3012.713,2833.326,3915.506,2626.120,3764.005,2558.160,2622.919,2347.036,2091.661,2265.695,2323.798,3004.994,2552.375,2492.020,3083.678,2488.469,2341.072,2832.770,2595.239,2439.537,2504.658,3431.563,3294.069,2922.781,3164.735,3532.478,3079.657,1859.290,3262.481,3676.362,3447.055,2804.840,3351.816,3732.553,3389.483,4202.113,4089.665,3180.691,2232.280,2282.314,2273.098,2302.177,3573.641,2103.027,1467.506,1639.981,1768.987,1650.052,2088.426,1671.318,2415.424,1974.100,2453.136,3722.238,3096.118,1398.373,1705.943,2463.820,2083.189,1926.112,1619.639,1491.103,1555.301,2509.967,1578.596
2304,772.273,2135.710,2288.337,3467.628,2337.290,2992.304,2835.819,3936.970,2608.467,3784.708,2586.538,2610.697,2369.636,2091.141,2254.469,2311.715,3006.809,2540.315,2496.990,3065.582,2469.985,2344.287,2839.875,2601.589,2436.289,2499.184,3423.223,3281.116,2916.974,3187.248,3503.947,3080.844,1882.397,3252.549,3675.061,3456.685,2790.791,3352.868,3742.432,3376.185,4186.631,4115.046,3187.698,2251.590,2272.347,2289.893,2311.218,3547.820,2115.978,1473.584,1626.351,1752.144,1633.065,2073.609,1671.720,2385.105,1941.423,2479.808,3704.208,3089.865,1395.034,1712.672,2463.546,2097.876,1923.687,1624.194,1504.140,1544.675,2492.423,1571.627
2305,760.773,2145.641,2283.033,3475.403,2335.478,3009.969,2832.874,3926.426,2608.382,3773.229,2599.734,2617.045,2374.585,2105.456,2267.535,2335.545,2999.168,2551.898,2510.290,3064.761,2466.743,2339.771,2825.974,2598.528,2436.566,2502.768,3437.836,3274.119,2893.123,3175.908,3474.980,3076.037,1857.064,3262.261,3678.840,3442.365,2823.086,3350.174,3711.384,3379.707,4199.980,4123.103,3176.688,2247.973,2285.266,2300.869,2326.159,3607.495,2133.097,1482.168,1621.863,1776.059,1650.957,2077.397,1664.195,2409.899,1949.678,2470.265,3717.767,3109.901,1402.396,1699.330,2454.850,2112.900,1907.753,1601.293,1510.341,1562.189,2504.467,1583.959
2306,757.371,2144.934,2284.993,3472.415,2329.367,3002.609,2820.746,3921.055,2611.104,3769.919,2572.769,2642.843,2378.862,2082.337,2277.262,2335.116,3021.968,2566.350,2501.646,3066.625,2465.866,2356.781,2845.112,2618.926,2435.559,2490.037,3423.199,3288.674,2914.928,3176.335,3508.665,3091.997,1870.606,3257.610,3683.077,3451.020,2809.708,3339.157,3728.951,3348.379,4181.707,4125.197,3179.467,2281.112,2290.973,2303.719,2320.481,3598.794,2126.084,1470.430,1635.476,1768.738,1657.918,2089.342,1669.267,2395.638,1968.568,2483.599,3721.368,3108.045,1394.079,1699.987,2444.824,2097.546,1909.256,1596.091,1510.757,1543.902,2508.125,1576.872
2307,764.718,2151.655,2286.483,3474.486,2339.309,2992.676,2831.423,3928.279,2615.071,3795.538,2571.056,2648.201,2392.740,2090.113,2262.058,2342.600,3017.873,2556.309,2497.604,3065.708,2462.668,2364.194,2836.110,2597.543,2431.565,2497.927,3442.790,3296.578,2905.018,3166.049,3529.979,3085.322,1847.855,3257.367,3707.396,3426.664,2799.378,3360.964,3743.480,3365.642,4197.431,4124.761,3201.005,2259.444,2295.403,2293.716,2315.415,3624.759,2146.874,1475.922,1637.178,1770.432,1655.541,2086.737,1674.635,2410.223,1946.824,2477.822,3692.714,3116.445,1405.387,1705.425,2468.037,2103.665,1909.526,1595.554,1517.209,1562.411,2500.730,1587.452
2308,757.938,2143.765,2271.897,3484.100,2342.237,2986.690,2847.693,3921.985,2592.602,3780.362,2576.116,2632.337,2372.783,2083.623,2270.193,2330.689,3036.179,2560.227,2505.777,3051.972,2460.637,2331.562,2834.362,2603.930,2437.512,2486.570,3437.383,3264.570,2887.239,3176.990,3490.439,3072.932,1867.808,3239.466,3674.417,3431.999,2802.570,3320.487,3744.493,3346.774,4182.341,4121.777,3160.900,2267.211,2281.712,2317.820,2310.337,3566.645,2144.904,1489.800,1615.891,1766.501,1645.827,2089.620,1674.722,2411.687,1956.814,2456.879,3686.667,3124.236,1411.124,1711.297,2462.134,2090.535,1881.057,1618.507,1497.165,1556.220,2482.310,1588.789
