 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45
2696,563.808,1872.805,1485.765,1513.143,1585.578,1802.756,1607.993,1341.562,1590.745,1434.985,1019.872,1689.971,1722.355,1135.419,1155.393,1609.934,1323.796,1838.184,1543.334,1446.562,1631.188,1003.963,2434.902,2170.042,2373.186,1863.645,3187.294,2319.925,1134.368,1285.608,1324.503,1374.222,992.014,1037.732,1160.703,975.755,1251.107,1927.059,1210.840,1320.621,1311.101,1883.878,1635.346,1607.560,1316.100
2697,565.208,1869.937,1496.367,1513.677,1582.155,1792.412,1606.596,1336.706,1595.607,1435.667,1023.139,1692.796,1726.794,1130.771,1150.987,1610.211,1326.121,1821.338,1541.017,1447.030,1626.062,1004.252,2439.467,2169.097,2383.332,1865.605,3204.135,2318.463,1123.578,1298.560,1324.603,1383.618,991.019,1040.199,1166.784,984.434,1256.518,1918.595,1205.157,1315.415,1303.502,1877.005,1635.333,1619.330,1321.582
2698,570.790,1872.903,1498.861,1522.192,1594.496,1810.677,1604.568,1342.168,1595.996,1442.764,1026.441,1694.896,1724.924,1139.272,1156.494,1618.020,1330.483,1819.375,1543.075,1457.379,1623.753,1009.838,2444.661,2160.897,2366.000,1863.470,3179.568,2317.549,1135.084,1290.551,1324.160,1386.978,1000.467,1049.557,1176.140,976.102,1262.697,1929.493,1211.155,1323.609,1314.663,1876.901,1645.592,1622.374,1323.363
2699,567.879,1881.219,1487.389,1513.054,1590.375,1809.348,1608.305,1339.268,1601.122,1442.823,1023.446,1684.480,1720.649,1132.769,1150.513,1609.895,1328.569,1808.854,1533.038,1450.193,1627.022,1006.730,2428.183,2168.857,2365.503,1870.157,3163.532,2308.638,1134.247,1302.101,1319.015,1377.528,993.820,1050.676,1167.802,988.745,1259.001,1918.913,1206.977,1326.195,1314.252,1886.789,1645.192,1630.086,1320.652
2700,568.295,1873.054,1483.696,1521.777,1590.659,1803.842,1605.496,1335.488,1586.721,1433.605,1021.983,1684.908,1728.012,1135.578,1150.206,1612.126,1323.717,1808.962,1543.410,1456.179,1630.023,1003.102,2441.049,2164.888,2362.074,1869.334,3158.528,2309.368,1140.607,1297.132,1331.205,1384.522,1003.124,1043.667,1166.250,976.481,1260.730,1923.481,1214.443,1318.186,1308.582,1880.066,1646.869,1633.635,1317.592
2701,570.977,1878.534,1496.427,1523.525,1593.377,1815.934,1614.913,1346.306,1597.001,1445.576,1026.297,1688.986,1723.077,1134.393,1153.900,1616.344,1333.735,1811.884,1522.292,1463.130,1634.080,1008.937,2432.859,2175.785,2374.055,1869.622,3169.978,2313.656,1117.953,1303.219,1324.475,1388.692,1001.253,1059.956,1170.107,976.294,1263.984,1930.146,1212.875,1325.834,1303.198,1882.908,1647.088,1623.412,1325.746
2702,571.298,1876.507,1495.410,1519.343,1583.005,1807.986,1612.351,1345.584,1589.774,1438.049,1026.252,1691.962,1720.316,1129.153,1151.880,1615.463,1326.277,1815.802,1534.143,1455.846,1629.442,1008.602,2429.142,2161.188,2362.729,1868.393,3159.636,2312.907,1128.279,1307.572,1323.540,1377.592,1006.337,1045.853,1174.517,987.480,1265.233,1943.375,1209.231,1329.089,1304.544,1886.488,1653.230,1625.067,1314.975
2703,572.253,1868.456,1491.134,1518.770,1585.536,1808.662,1606.277,1342.985,1583.752,1435.505,1015.844,1690.092,1720.203,1127.510,1144.629,1609.398,1324.837,1817.451,1525.826,1453.689,1622.548,1003.426,2438.280,2170.749,2354.646,1868.844,3196.250,2297.699,1131.809,1299.662,1323.989,1379.417,1005.480,1045.296,1173.558,972.671,1263.527,1922.218,1214.504,1325.483,1300.702,1888.912,1644.847,1634.391,1317.469
2704,567.654,1873.944,1492.437,1520.146,1589.795,1813.075,1615.099,1342.159,1583.978,1434.805,1021.794,1687.720,1733.615,1133.426,1154.190,1604.881,1333.147,1811.343,1537.027,1458.247,1629.185,1006.189,2449.250,2168.622,2357.898,1861.653,3182.970,2299.861,1128.452,1295.738,1325.863,1377.342,1011.866,1056.595,1176.556,975.880,1274.198,1934.254,1214.607,1314.561,1304.621,1891.914,1660.946,1641.220,1319.448
2705,571.034,1864.167,1486.109,1514.518,1588.677,1808.365,1609.555,1335.885,1583.416,1439.604,1022.333,1688.792,1725.207,1132.616,1141.053,1607.933,1327.624,1815.182,1524.938,1455.300,1627.628,1002.116,2438.256,2171.759,2355.248,1866.951,3177.314,2293.887,1122.214,1302.462,1322.355,1380.891,1013.437,1048.301,1165.339,985.496,1266.581,1938.062,1209.219,1323.913,1306.253,1900.362,1651.917,1624.982,1324.095
2706,570.289,1871.130,1491.887,1522.727,1589.290,1811.479,1624.405,1337.473,1585.375,1440.297,1023.877,1688.611,1739.539,1138.369,1146.676,1615.874,1327.885,1817.402,1538.185,1462.142,1640.385,1001.391,2452.835,2172.069,2366.799,1861.097,3185.836,2297.184,1127.437,1303.390,1321.750,1387.331,1017.704,1053.793,1171.042,987.907,1270.512,1954.200,1210.626,1323.318,1308.814,1890.417,1648.094,1641.845,1319.696
2707,569.969,1875.898,1498.075,1523.362,1581.685,1816.339,1625.281,1346.391,1591.188,1440.506,1026.534,1696.407,1727.623,1140.839,1149.320,1605.628,1327.746,1825.080,1531.228,1470.397,1633.271,1001.666,2445.910,2171.749,2358.102,1873.027,3150.654,2305.959,1137.977,1304.991,1323.063,1392.685,1022.678,1050.056,1175.104,993.357,1277.216,1941.809,1210.668,1331.083,1306.694,1908.693,1648.743,1644.649,1323.084
2708,568.492,1867.896,1496.348,1524.807,1591.490,1804.737,1634.698,1336.326,1585.718,1442.297,1022.999,1697.418,1731.011,1137.961,1145.032,1602.129,1325.555,1823.037,1534.238,1468.913,1627.939,1004.691,2433.253,2171.748,2346.036,1869.153,3166.688,2289.102,1142.606,1293.124,1326.521,1372.182,1018.006,1049.906,1168.275,986.081,1279.866,1927.133,1206.375,1336.901,1303.997,1895.998,1641.705,1639.659,1319.397
2709,565.286,1873.767,1499.577,1521.433,1585.620,1803.347,1628.235,1343.572,1586.114,1437.650,1021.359,1695.694,1727.786,1138.840,1142.934,1599.985,1324.427,1818.052,1536.823,1460.953,1626.736,1001.924,2442.832,2152.385,2358.033,1871.435,3149.139,2293.600,1126.229,1290.449,1326.263,1378.174,1021.955,1048.814,1174.593,982.486,1269.668,1929.933,1208.359,1325.208,1294.533,1886.767,1639.986,1645.232,1308.032
2710,565.181,1873.732,1498.843,1521.162,1584.573,1806.416,1636.062,1349.845,1584.300,1441.758,1022.989,1696.550,1720.582,1138.956,1143.312,1608.506,1332.337,1816.268,1539.994,1468.393,1631.072,1001.455,2441.451,2170.104,2349.926,1864.470,3137.639,2300.506,1133.592,1292.131,1329.739,1375.106,1018.588,1060.242,1169.962,984.221,1281.031,1926.406,1216.982,1323.740,1293.685,1899.082,1639.629,1638.977,1314.198
2711,568.066,1863.619,1506.177,1524.152,1586.582,1815.902,1637.989,1343.558,1584.097,1439.549,1024.446,1690.214,1727.802,1138.427,1145.712,1591.707,1333.248,1808.945,1530.750,1470.149,1628.589,1003.821,2447.781,2158.863,2357.164,1868.135,3172.765,2291.960,1134.232,1299.696,1324.004,1376.336,1020.506,1061.867,1173.792,987.005,1281.433,1917.914,1207.733,1330.881,1306.031,1889.740,1647.954,1638.439,1320.356
2712,571.467,1871.776,1506.767,1526.725,1588.558,1816.456,1648.287,1344.214,1578.553,1440.447,1028.214,1701.428,1723.296,1140.473,1145.378,1600.677,1327.453,1820.062,1531.263,1466.616,1629.900,1005.209,2444.057,2167.974,2358.339,1862.172,3166.838,2289.296,1129.491,1299.589,1327.270,1374.867,1016.794,1055.383,1169.868,989.598,1285.778,1926.445,1214.558,1337.517,1311.352,1884.775,1637.157,1642.641,1306.835
2713,570.866,1868.861,1518.582,1529.284,1588.253,1812.242,1646.341,1352.062,1579.745,1437.363,1023.919,1702.096,1723.673,1143.593,1144.433,1604.207,1332.151,1810.255,1545.290,1472.276,1623.798,1006.146,2449.504,2160.544,2347.944,1870.544,3152.882,2285.487,1128.689,1303.086,1332.352,1375.583,1021.903,1054.856,1172.900,984.124,1283.089,1919.476,1210.861,1332.599,1308.843,1888.304,1642.054,1645.882,1315.738
2714,569.813,1867.931,1514.624,1524.489,1588.341,1814.283,1662.898,1347.816,1572.823,1438.343,1022.064,1692.590,1726.737,1140.192,1141.105,1602.517,1328.508,1808.056,1537.261,1469.871,1634.222,1003.292,2449.848,2163.563,2345.818,1869.380,3155.547,2283.854,1133.388,1296.028,1330.935,1378.223,1019.224,1058.262,1169.809,986.443,1283.875,1922.438,1212.933,1341.037,1296.121,1882.864,1651.189,1654.351,1315.019
2715,565.286,1870.183,1511.975,1527.095,1590.778,1809.859,1653.940,1347.186,1576.428,1434.302,1024.059,1695.059,1730.349,1140.653,1141.290,1605.443,1329.538,1819.029,1536.433,1471.543,1636.214,1005.207,2444.000,2170.554,2339.517,1865.942,3157.963,2290.940,1130.581,1301.977,1323.473,1378.285,1020.402,1045.689,1171.139,972.901,1283.376,1923.189,1210.026,1344.423,1298.699,1881.969,1640.833,1650.567,1313.830
2716,565.552,1871.319,1513.975,1524.120,1587.802,1806.376,1662.321,1344.415,1581.150,1438.109,1024.145,1687.395,1734.128,1139.685,1143.472,1594.961,1327.322,1806.047,1544.268,1473.971,1649.607,1004.905,2454.034,2168.552,2342.098,1875.082,3174.376,2287.968,1133.191,1306.598,1329.249,1374.756,1024.654,1060.614,1169.411,984.920,1285.206,1902.531,1212.511,1336.768,1288.595,1883.839,1646.781,1637.028,1325.928
2717,571.055,1876.200,1506.333,1527.280,1597.084,1802.594,1675.835,1356.239,1581.673,1440.455,1027.151,1704.192,1718.932,1143.383,1151.928,1592.256,1326.890,1816.967,1542.380,1474.530,1655.476,1007.783,2446.010,2170.449,2333.027,1880.680,3160.027,2295.277,1145.668,1301.757,1332.550,1382.931,1031.722,1057.656,1173.149,977.098,1289.014,1920.082,1221.606,1332.614,1313.128,1885.614,1638.961,1645.180,1312.498
2718,570.579,1863.396,1506.637,1520.151,1589.127,1803.224,1667.259,1341.927,1575.271,1435.083,1027.933,1700.246,1719.103,1134.504,1141.384,1600.959,1321.856,1813.887,1533.453,1471.281,1657.905,1005.916,2445.922,2159.489,2340.516,1864.900,3163.189,2291.313,1134.079,1307.580,1325.937,1381.054,1018.979,1046.247,1176.804,992.461,1279.989,1910.871,1211.831,1331.582,1302.184,1883.159,1626.664,1649.500,1310.872
2719,569.678,1881.009,1513.902,1524.765,1580.848,1810.007,1674.341,1344.093,1582.721,1436.913,1031.891,1696.421,1725.348,1140.291,1145.116,1596.136,1323.458,1806.389,1545.878,1467.919,1666.278,1001.404,2436.588,2154.918,2333.080,1870.109,3153.364,2292.759,1144.231,1303.629,1333.194,1374.453,1025.462,1050.969,1171.685,987.154,1278.703,1907.062,1214.293,1329.214,1301.058,1876.723,1650.220,1651.342,1320.360
2720,566.859,1867.191,1509.255,1519.347,1585.073,1801.250,1670.093,1349.018,1569.699,1435.196,1030.620,1697.389,1717.014,1136.534,1140.280,1594.186,1322.542,1808.805,1539.100,1472.974,1676.980,1004.743,2434.729,2151.666,2334.203,1872.236,3153.885,2287.678,1122.731,1312.766,1333.695,1375.743,1022.155,1052.550,1174.684,982.616,1285.023,1902.519,1211.482,1325.189,1296.245,1876.554,1636.336,1647.250,1315.876
2721,571.718,1863.685,1514.800,1523.411,1588.821,1798.863,1672.622,1346.795,1576.753,1433.831,1027.687,1703.702,1728.925,1137.842,1142.550,1597.240,1326.509,1813.766,1539.287,1465.951,1690.297,1003.213,2434.514,2157.915,2330.618,1866.354,3172.835,2289.792,1122.512,1303.212,1329.018,1377.700,1020.716,1052.311,1175.272,986.708,1284.768,1900.327,1215.461,1327.251,1293.096,1879.369,1648.810,1651.166,1307.866
2722,566.209,1876.064,1514.307,1522.874,1587.570,1801.864,1672.522,1345.825,1577.663,1436.725,1025.790,1704.521,1716.397,1136.622,1148.253,1596.146,1324.035,1812.307,1534.512,1467.216,1691.709,1003.699,2433.642,2151.876,2321.562,1862.355,3160.628,2292.872,1134.154,1313.855,1337.537,1373.877,1027.176,1050.635,1173.867,987.745,1287.777,1897.684,1207.293,1333.225,1306.057,1878.856,1648.422,1630.262,1315.494
2723,569.781,1871.771,1518.200,1520.974,1582.977,1801.764,1677.948,1342.895,1574.997,1432.695,1027.388,1702.088,1714.207,1140.514,1149.696,1596.454,1325.183,1815.061,1545.430,1467.602,1695.037,1005.116,2417.867,2155.430,2331.962,1871.805,3153.349,2290.632,1133.416,1318.272,1332.417,1375.996,1021.895,1050.297,1178.479,983.546,1283.651,1899.820,1205.933,1331.174,1287.938,1876.738,1645.169,1640.422,1313.580
2724,568.081,1874.370,1518.371,1519.694,1591.734,1810.101,1686.271,1345.966,1583.583,1432.126,1028.548,1707.933,1722.760,1135.905,1148.396,1594.990,1325.218,1823.091,1546.943,1465.092,1703.609,1000.605,2423.794,2161.229,2322.839,1873.728,3158.671,2284.015,1132.078,1313.207,1327.956,1376.792,1024.908,1045.459,1176.180,988.611,1289.312,1898.550,1214.924,1331.052,1295.881,1872.496,1638.321,1651.301,1311.708
2725,566.564,1882.098,1514.275,1518.663,1589.235,1799.299,1689.443,1339.401,1577.003,1435.922,1031.238,1710.536,1720.914,1135.583,1143.994,1601.286,1324.053,1817.424,1541.973,1467.123,1703.054,997.839,2426.961,2148.270,2327.761,1868.736,3161.710,2281.227,1130.596,1324.060,1331.261,1367.407,1017.894,1046.886,1177.140,986.452,1284.540,1893.116,1218.121,1335.204,1292.918,1881.618,1648.625,1638.503,1304.952
2726,568.244,1867.009,1516.850,1518.857,1581.671,1806.199,1694.689,1340.260,1584.095,1433.913,1027.271,1704.039,1730.735,1131.685,1137.567,1595.406,1323.261,1814.715,1545.675,1466.129,1705.416,995.986,2421.814,2148.330,2328.524,1862.413,3172.629,2284.896,1141.130,1324.447,1329.085,1377.815,1015.209,1049.751,1178.274,988.738,1282.125,1892.028,1215.171,1337.531,1294.453,1870.551,1641.381,1628.170,1302.239
2727,564.389,1868.580,1509.668,1518.409,1577.150,1788.789,1700.473,1331.010,1572.574,1431.086,1024.803,1706.106,1710.739,1128.926,1138.834,1587.448,1322.387,1802.953,1532.579,1455.444,1702.467,1000.237,2423.028,2134.288,2321.078,1856.764,3134.683,2261.209,1126.213,1317.922,1332.027,1375.025,1016.621,1040.422,1167.357,982.927,1282.901,1870.796,1211.081,1331.917,1293.978,1868.702,1623.131,1628.399,1298.008
2728,564.196,1875.667,1518.695,1519.115,1577.804,1801.633,1699.721,1343.466,1581.560,1421.412,1027.286,1715.190,1719.121,1128.498,1138.034,1598.568,1326.556,1811.801,1543.598,1462.650,1712.781,1000.918,2415.805,2140.165,2326.917,1862.776,3172.551,2273.032,1122.956,1327.533,1329.485,1369.143,1019.178,1049.885,1176.972,990.292,1282.231,1886.376,1213.713,1334.985,1306.211,1861.197,1640.432,1613.876,1299.703
2729,566.902,1874.807,1507.543,1517.701,1579.701,1799.147,1705.352,1339.783,1587.147,1430.569,1027.852,1709.625,1721.012,1133.874,1137.788,1599.977,1326.173,1809.270,1544.341,1460.605,1715.713,998.453,2426.480,2156.041,2332.790,1867.705,3156.453,2268.697,1131.681,1334.958,1337.540,1373.731,1028.201,1047.446,1168.174,997.510,1286.811,1888.801,1222.421,1330.136,1297.488,1869.206,1638.756,1627.330,1293.134
2730,565.276,1871.177,1514.649,1514.424,1580.363,1797.385,1711.870,1340.894,1580.412,1426.296,1026.289,1708.994,1729.318,1130.132,1139.189,1591.591,1322.788,1807.767,1556.882,1465.011,1717.030,997.285,2413.167,2138.286,2336.109,1864.586,3175.832,2256.990,1122.733,1328.447,1319.309,1373.294,1027.096,1045.128,1175.310,987.022,1279.799,1871.574,1221.303,1327.832,1289.015,1876.569,1625.740,1622.182,1290.278
2731,567.437,1866.609,1520.562,1520.431,1578.742,1795.467,1717.134,1344.851,1584.199,1438.323,1031.532,1712.284,1710.728,1132.001,1143.107,1596.231,1321.206,1809.659,1543.380,1460.900,1731.650,1002.288,2416.257,2135.000,2315.323,1870.911,3147.329,2253.566,1133.175,1327.516,1327.648,1379.399,1034.390,1045.632,1174.471,986.099,1285.232,1878.637,1218.760,1328.653,1299.910,1865.510,1630.966,1615.595,1303.579
2732,567.466,1870.479,1510.505,1514.487,1581.472,1796.665,1727.208,1344.093,1583.410,1436.490,1028.696,1714.297,1719.353,1135.521,1144.663,1593.725,1319.542,1813.336,1529.995,1463.756,1725.844,1004.915,2415.347,2157.523,2334.527,1874.954,3147.390,2255.317,1128.796,1333.163,1320.789,1378.111,1030.713,1056.795,1174.704,985.315,1290.289,1866.005,1223.433,1342.084,1293.305,1865.582,1629.434,1617.724,1295.260
2733,568.214,1877.453,1520.236,1516.804,1580.906,1792.098,1714.514,1345.906,1583.256,1430.020,1029.865,1711.602,1722.982,1130.143,1140.525,1598.422,1321.242,1814.608,1538.425,1459.733,1718.528,1004.411,2420.527,2135.461,2298.952,1873.226,3141.001,2258.382,1132.818,1328.283,1326.868,1373.575,1034.731,1044.907,1167.374,989.119,1286.382,1874.648,1221.490,1332.663,1287.845,1859.961,1623.911,1614.498,1296.180
2734,563.593,1872.719,1507.167,1513.651,1580.271,1795.752,1722.126,1341.757,1583.696,1424.563,1030.120,1705.812,1712.319,1128.618,1143.301,1588.986,1321.323,1814.367,1537.890,1459.548,1727.022,1007.995,2412.075,2140.719,2315.853,1866.755,3122.682,2244.700,1127.083,1340.130,1325.881,1368.826,1023.862,1039.165,1175.870,989.623,1278.746,1861.488,1216.373,1332.849,1289.109,1873.055,1629.353,1611.738,1308.723
2735,569.214,1875.027,1518.933,1515.313,1576.820,1797.241,1727.052,1348.800,1591.311,1431.489,1031.588,1722.120,1711.824,1135.226,1147.242,1608.224,1323.001,1812.621,1530.547,1461.202,1732.648,1013.003,2412.065,2136.562,2310.959,1873.939,3134.612,2239.878,1134.272,1339.695,1321.267,1373.978,1036.363,1052.961,1175.533,988.703,1285.141,1863.603,1230.193,1335.892,1292.955,1868.195,1631.328,1623.521,1297.740
2736,566.490,1875.085,1515.322,1516.125,1581.104,1798.609,1737.528,1346.588,1590.997,1424.484,1033.011,1714.836,1723.469,1129.811,1141.940,1589.959,1322.988,1832.589,1538.725,1463.442,1732.981,1024.431,2401.124,2149.054,2320.175,1877.110,3138.189,2234.785,1130.612,1339.461,1323.392,1376.210,1026.467,1047.269,1175.210,988.716,1281.014,1853.584,1215.991,1334.700,1283.105,1866.082,1620.548,1631.388,1296.354
2737,568.515,1878.048,1503.392,1517.260,1575.999,1807.232,1730.390,1345.685,1591.741,1432.702,1036.327,1710.102,1725.799,1132.768,1146.868,1595.321,1323.781,1811.596,1542.114,1457.825,1741.810,1024.426,2406.922,2146.259,2306.148,1868.464,3151.525,2230.800,1130.287,1328.887,1327.580,1374.898,1031.381,1054.622,1191.795,994.950,1284.001,1862.379,1222.331,1333.885,1293.587,1869.981,1623.315,1632.764,1312.929
2738,572.221,1873.623,1506.199,1517.379,1581.465,1807.809,1731.594,1343.445,1594.136,1427.758,1035.359,1713.083,1733.478,1124.916,1148.772,1601.565,1326.950,1823.911,1536.798,1455.969,1738.463,1025.494,2426.465,2137.165,2312.952,1875.019,3145.686,2234.133,1140.025,1338.270,1329.833,1371.059,1039.794,1055.442,1182.066,998.548,1281.950,1853.522,1220.405,1332.382,1283.955,1874.843,1633.359,1609.199,1292.482
2739,566.750,1864.704,1509.674,1514.202,1581.009,1800.578,1733.153,1349.215,1590.635,1422.405,1030.178,1709.274,1710.179,1126.802,1141.646,1593.851,1323.383,1820.173,1537.375,1455.773,1738.913,1021.159,2405.108,2133.126,2312.787,1870.052,3143.984,2226.008,1125.581,1335.501,1333.086,1360.548,1030.107,1058.260,1177.947,981.397,1274.491,1849.572,1215.675,1325.149,1286.712,1856.193,1614.237,1640.149,1282.075
2740,567.892,1880.037,1511.108,1517.170,1582.971,1796.077,1738.977,1344.483,1593.321,1430.263,1036.027,1711.297,1720.867,1126.481,1147.566,1599.172,1326.200,1817.473,1531.242,1457.266,1742.197,1025.176,2416.765,2133.249,2307.769,1861.922,3159.348,2224.385,1120.890,1320.066,1327.261,1369.605,1038.610,1049.155,1183.648,998.255,1285.471,1851.204,1224.380,1328.342,1286.842,1860.369,1623.644,1634.297,1297.822
2741,569.756,1882.884,1517.052,1515.181,1580.349,1803.052,1735.508,1352.815,1606.475,1428.183,1033.896,1712.939,1733.228,1128.790,1146.885,1592.247,1325.305,1827.288,1544.550,1464.677,1745.056,1026.936,2414.747,2136.080,2306.420,1863.157,3174.384,2231.723,1123.269,1332.159,1326.288,1368.064,1048.575,1061.996,1181.381,1001.672,1279.865,1855.820,1223.920,1331.807,1293.678,1861.741,1620.939,1645.405,1304.142
2742,564.560,1880.541,1509.156,1519.231,1579.670,1790.567,1733.514,1347.578,1588.453,1422.925,1036.548,1715.479,1728.555,1123.092,1151.990,1597.174,1320.583,1814.444,1540.582,1463.230,1742.465,1027.387,2409.882,2132.963,2294.166,1870.348,3129.632,2221.818,1120.845,1333.643,1325.847,1368.848,1041.304,1048.290,1177.353,992.555,1274.843,1841.420,1219.050,1330.241,1288.882,1867.070,1619.514,1653.234,1294.303
2743,568.494,1877.736,1514.901,1510.435,1592.901,1799.326,1742.312,1348.266,1600.853,1429.512,1037.571,1715.650,1722.428,1126.224,1146.445,1600.313,1325.585,1810.268,1539.086,1459.441,1753.061,1022.208,2428.475,2134.382,2318.385,1859.675,3155.220,2224.605,1124.621,1331.760,1328.855,1371.456,1046.563,1051.835,1191.561,999.493,1278.498,1860.925,1223.791,1338.851,1291.891,1860.432,1625.883,1638.751,1287.123
2744,565.196,1884.133,1513.223,1520.363,1577.719,1788.144,1745.498,1356.472,1600.064,1432.042,1040.319,1713.444,1720.049,1128.518,1146.119,1593.664,1326.030,1813.846,1531.115,1467.218,1761.906,1028.574,2417.331,2136.205,2306.841,1875.888,3150.723,2227.023,1127.426,1331.235,1330.991,1366.290,1050.371,1044.921,1183.439,991.539,1283.710,1847.882,1225.556,1333.912,1287.875,1872.101,1623.873,1643.661,1298.571
2745,570.108,1882.338,1518.159,1512.176,1586.167,1777.180,1733.931,1351.589,1600.024,1434.907,1035.926,1712.017,1727.914,1128.413,1145.357,1603.075,1329.913,1820.918,1544.787,1459.713,1751.812,1032.114,2404.419,2127.543,2306.615,1862.019,3153.341,2214.432,1120.725,1333.810,1330.565,1372.636,1041.374,1041.832,1186.439,1002.516,1282.620,1839.999,1223.211,1335.806,1290.121,1877.451,1616.258,1647.683,1295.530
2746,569.236,1873.678,1506.180,1510.138,1584.697,1785.567,1730.673,1360.808,1597.820,1434.910,1037.340,1707.585,1721.562,1123.162,1143.145,1593.339,1321.714,1821.184,1538.268,1463.374,1761.326,1029.162,2414.567,2136.369,2301.621,1869.509,3156.116,2214.384,1126.899,1318.672,1334.090,1376.603,1048.411,1056.270,1185.063,1008.048,1280.720,1838.073,1217.998,1327.296,1290.938,1864.192,1603.770,1645.225,1293.824
2747,564.992,1882.073,1507.011,1515.135,1584.183,1780.518,1737.697,1354.890,1597.058,1429.930,1037.264,1707.855,1718.882,1127.908,1146.053,1592.565,1324.069,1821.752,1530.731,1459.801,1752.079,1026.859,2400.764,2131.159,2301.361,1871.305,3167.150,2207.038,1124.313,1327.448,1328.458,1366.235,1043.216,1049.395,1181.144,991.410,1287.299,1835.527,1224.344,1324.796,1288.677,1867.929,1620.646,1646.933,1296.619
2748,566.199,1881.144,1511.339,1515.186,1585.618,1786.833,1738.339,1360.553,1607.831,1440.386,1036.922,1700.729,1720.344,1128.665,1146.789,1600.470,1326.217,1827.528,1536.000,1462.272,1759.972,1030.791,2413.561,2131.625,2301.865,1859.536,3184.821,2219.045,1122.913,1322.878,1326.561,1371.900,1048.201,1047.723,1184.300,996.020,1278.342,1841.966,1220.152,1326.255,1286.934,1871.880,1619.579,1645.769,1295.632
2749,568.055,1880.015,1507.205,1515.177,1584.479,1781.157,1732.843,1358.062,1602.272,1442.347,1038.936,1711.821,1715.431,1126.356,1139.799,1604.349,1326.414,1824.450,1529.105,1458.983,1764.084,1034.219,2407.770,2149.669,2307.270,1863.338,3160.245,2209.216,1130.175,1327.883,1327.666,1370.452,1051.302,1048.219,1184.693,994.740,1291.010,1830.714,1210.695,1336.153,1286.411,1883.854,1617.616,1670.094,1298.489
2750,564.398,1874.201,1508.924,1509.894,1579.152,1787.017,1726.904,1357.061,1595.147,1435.863,1035.177,1703.641,1709.304,1127.344,1137.950,1594.660,1323.095,1807.713,1514.980,1458.792,1755.990,1031.540,2405.533,2136.133,2302.095,1854.814,3173.437,2206.062,1119.313,1332.814,1323.572,1375.076,1047.785,1042.520,1183.707,995.233,1279.704,1831.417,1217.956,1331.011,1266.952,1860.270,1620.190,1641.335,1290.824
2751,565.263,1877.517,1507.087,1518.013,1584.252,1782.437,1735.624,1361.376,1594.109,1452.258,1034.396,1715.833,1723.650,1128.405,1134.818,1603.786,1328.755,1817.880,1527.455,1463.797,1760.106,1030.043,2413.113,2126.345,2284.506,1855.220,3154.889,2206.580,1120.802,1334.526,1325.142,1367.851,1053.036,1052.455,1179.696,993.156,1281.834,1829.301,1221.279,1330.297,1291.677,1868.856,1612.957,1658.044,1290.897
2752,567.735,1883.977,1512.808,1515.680,1587.160,1780.432,1735.518,1362.817,1606.185,1446.806,1038.900,1711.330,1727.746,1128.718,1137.361,1615.388,1328.713,1822.922,1531.685,1464.214,1762.457,1029.249,2409.929,2135.088,2287.075,1866.890,3187.377,2202.006,1135.230,1331.387,1330.195,1374.178,1058.884,1053.507,1188.873,1000.869,1284.101,1829.332,1223.128,1334.892,1278.599,1883.116,1614.932,1665.989,1286.585
2753,566.878,1884.445,1510.709,1520.620,1582.204,1774.943,1735.069,1368.393,1593.815,1455.774,1035.094,1708.116,1713.542,1126.486,1138.405,1600.242,1332.368,1825.657,1527.449,1463.160,1759.072,1029.625,2418.550,2124.805,2295.581,1866.918,3153.307,2201.673,1136.378,1322.588,1324.285,1373.073,1068.477,1050.799,1183.122,995.568,1287.523,1828.383,1220.102,1336.118,1277.882,1873.949,1614.148,1674.867,1288.648
2754,571.210,1877.674,1504.842,1516.776,1583.224,1776.032,1721.758,1365.091,1597.658,1457.646,1035.104,1704.630,1718.968,1129.943,1142.187,1595.242,1330.964,1819.246,1525.847,1464.005,1766.427,1031.334,2414.254,2135.924,2289.840,1858.862,3183.892,2191.411,1128.291,1339.018,1331.857,1371.400,1063.585,1052.228,1180.261,991.972,1288.271,1823.731,1222.524,1326.792,1286.785,1872.452,1615.760,1680.897,1297.594
2755,568.868,1874.066,1503.035,1513.969,1584.945,1778.330,1728.413,1366.214,1598.755,1457.423,1029.366,1700.975,1724.823,1125.928,1138.217,1600.134,1330.058,1816.372,1523.044,1468.899,1763.598,1023.060,2406.037,2130.397,2285.533,1861.948,3183.237,2188.482,1137.008,1319.874,1327.559,1373.297,1064.072,1048.615,1186.600,990.547,1289.800,1817.189,1220.635,1328.145,1281.922,1876.431,1619.084,1682.316,1288.701
