 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45
1,569.778,1391.587,1367.876,1878.068,1338.476,1646.693,1218.616,1380.577,1595.279,1396.149,1011.620,1640.966,1613.816,1098.895,1125.792,1513.837,1191.793,1765.150,1522.901,1417.325,1497.749,1008.968,1620.982,1544.751,1511.255,1405.340,1727.644,1348.940,1040.821,1157.074,1303.941,1471.824,967.584,932.376,1063.325,862.535,1207.279,1473.213,1180.774,1241.431,1125.160,1628.191,1364.046,1330.152,1133.883
2,567.849,1392.019,1372.187,1870.839,1336.161,1647.363,1218.046,1379.043,1602.593,1393.010,1008.204,1638.555,1615.551,1097.213,1126.939,1517.214,1185.407,1770.180,1530.128,1419.305,1508.903,1006.829,1614.756,1539.142,1511.183,1408.869,1753.083,1340.760,1033.163,1148.836,1308.605,1470.718,973.605,927.818,1070.519,866.869,1204.679,1472.250,1178.064,1244.706,1128.997,1624.093,1368.342,1307.629,1124.909
3,570.247,1384.667,1350.316,1857.199,1338.506,1640.107,1211.912,1376.814,1589.667,1399.320,1011.053,1643.460,1588.728,1095.000,1125.337,1519.588,1193.464,1761.824,1519.647,1411.717,1497.281,1011.452,1619.331,1533.675,1512.913,1408.531,1723.651,1350.242,1021.332,1161.262,1300.422,1470.368,962.115,929.160,1055.607,864.591,1210.893,1458.375,1183.614,1248.081,1124.285,1616.345,1352.718,1333.993,1131.532
4,567.238,1384.047,1358.686,1852.431,1339.383,1642.429,1212.159,1373.429,1592.673,1397.360,1007.084,1641.720,1606.005,1097.348,1119.762,1524.292,1187.795,1762.104,1526.997,1409.615,1502.492,1010.169,1618.499,1535.960,1510.971,1402.509,1737.655,1350.769,1024.919,1153.246,1304.711,1470.089,970.745,930.210,1062.664,856.355,1203.929,1469.730,1178.781,1246.047,1126.767,1618.200,1353.239,1322.347,1126.457
5,573.967,1385.554,1361.537,1843.455,1337.444,1640.604,1212.924,1377.594,1601.372,1398.606,1014.230,1648.502,1583.626,1098.023,1116.762,1513.323,1191.092,1758.756,1513.219,1411.924,1504.155,1009.701,1621.504,1530.658,1509.070,1413.722,1734.058,1362.929,1029.596,1154.234,1302.864,1462.137,971.394,925.583,1054.282,859.695,1211.643,1462.754,1177.942,1255.504,1131.192,1619.724,1361.627,1317.024,1131.029
6,569.036,1379.497,1353.155,1837.890,1334.141,1640.935,1218.014,1376.208,1597.505,1396.841,1010.659,1641.083,1595.923,1103.314,1122.709,1511.180,1189.004,1772.855,1514.505,1416.536,1497.299,1005.226,1611.803,1533.721,1512.631,1409.075,1750.924,1356.772,1027.136,1157.075,1306.170,1472.940,974.261,929.163,1056.744,861.429,1207.539,1460.523,1180.282,1256.846,1128.195,1608.252,1370.044,1329.749,1132.731
7,565.022,1382.808,1360.146,1831.567,1325.064,1643.176,1209.802,1373.129,1591.681,1395.827,1007.678,1639.703,1582.813,1099.674,1116.698,1518.017,1188.782,1762.275,1515.175,1413.232,1493.038,1003.759,1615.659,1528.672,1513.499,1404.626,1735.417,1348.336,1030.668,1144.962,1300.343,1473.026,964.141,919.826,1053.368,858.296,1209.956,1457.782,1178.939,1250.019,1122.815,1612.945,1367.806,1320.085,1131.119
8,574.559,1382.143,1353.260,1829.244,1338.838,1641.315,1214.029,1377.226,1593.530,1396.005,1012.151,1642.025,1593.889,1101.850,1118.677,1520.316,1184.080,1762.312,1525.800,1407.971,1506.310,1005.742,1623.296,1528.247,1505.162,1399.506,1751.281,1360.775,1030.485,1152.003,1308.335,1466.354,972.501,929.793,1051.638,864.513,1212.164,1465.914,1186.158,1247.171,1133.254,1615.908,1368.891,1326.610,1134.001
9,567.779,1384.714,1359.203,1817.515,1329.794,1634.459,1216.082,1372.973,1574.021,1394.213,1009.295,1636.000,1587.500,1097.265,1111.050,1508.561,1183.582,1763.078,1529.709,1407.258,1502.597,998.352,1613.946,1529.949,1508.915,1403.869,1734.242,1354.599,1022.080,1150.758,1307.078,1462.394,964.466,928.101,1048.070,864.070,1205.891,1463.304,1180.077,1248.278,1127.932,1610.025,1359.303,1315.959,1130.805
10,569.437,1385.421,1353.916,1814.423,1334.521,1649.675,1216.332,1371.530,1590.475,1395.817,1012.000,1639.039,1598.155,1100.629,1116.968,1511.738,1186.012,1758.335,1534.349,1412.273,1502.091,1000.016,1613.755,1524.888,1508.769,1400.338,1729.633,1356.433,1036.078,1164.189,1310.971,1474.842,970.216,933.198,1057.634,864.185,1206.645,1462.410,1182.146,1250.889,1123.457,1618.279,1360.305,1317.682,1134.644
11,570.456,1383.332,1355.685,1805.036,1329.608,1642.329,1212.819,1373.822,1574.223,1388.357,1006.497,1635.539,1585.208,1096.949,1111.458,1512.151,1189.361,1764.286,1540.895,1411.265,1500.825,999.495,1610.295,1524.403,1510.362,1390.239,1744.474,1360.525,1034.011,1153.536,1306.268,1471.966,978.520,933.272,1052.739,860.102,1211.341,1458.193,1183.329,1249.797,1134.820,1597.885,1374.073,1319.433,1131.996
12,571.396,1368.237,1351.561,1791.865,1325.518,1637.715,1207.718,1364.818,1575.938,1384.898,1007.148,1638.842,1593.281,1092.137,1104.419,1513.184,1187.131,1752.467,1534.697,1404.644,1499.397,994.516,1602.959,1522.220,1514.492,1390.651,1733.202,1346.509,1023.777,1142.882,1310.343,1460.300,968.863,932.783,1051.517,852.990,1204.828,1452.235,1170.172,1243.187,1113.542,1588.005,1360.296,1317.651,1117.484
13,567.232,1378.581,1356.916,1791.495,1324.891,1640.268,1207.429,1369.131,1572.046,1389.936,1005.721,1634.800,1585.187,1097.706,1104.307,1508.817,1184.284,1766.925,1537.875,1408.716,1500.456,995.541,1608.546,1518.148,1498.218,1397.343,1725.529,1355.047,1027.008,1147.464,1309.153,1464.239,961.214,931.540,1048.213,863.674,1205.828,1459.327,1177.737,1245.677,1132.512,1600.494,1364.000,1337.962,1123.921
14,570.802,1383.573,1362.980,1793.856,1328.919,1651.841,1224.382,1376.608,1578.805,1388.047,1010.025,1644.095,1590.572,1102.924,1113.195,1527.282,1189.684,1773.248,1552.003,1409.504,1518.243,997.390,1620.993,1528.199,1506.860,1402.459,1736.666,1355.489,1043.416,1157.674,1312.792,1468.492,964.848,940.167,1053.032,855.381,1211.821,1461.934,1181.833,1258.147,1128.891,1591.341,1366.225,1310.706,1124.939
15,569.987,1384.760,1362.435,1790.623,1331.925,1640.656,1213.258,1380.351,1588.216,1393.131,1015.823,1641.981,1598.738,1102.880,1111.818,1526.239,1192.787,1758.962,1540.733,1412.943,1508.728,1002.153,1614.308,1531.159,1505.454,1399.187,1736.981,1354.552,1041.353,1156.233,1317.151,1470.493,977.321,946.489,1056.015,861.069,1213.429,1460.514,1187.953,1250.708,1132.768,1593.747,1369.138,1328.979,1134.656
16,571.506,1382.637,1360.878,1779.046,1334.753,1650.511,1219.283,1377.914,1584.396,1394.092,1015.239,1637.410,1592.240,1100.871,1107.499,1530.557,1186.814,1751.974,1544.552,1412.901,1517.955,998.317,1612.191,1522.132,1506.439,1391.831,1746.604,1364.057,1029.752,1154.320,1310.675,1482.119,970.254,942.553,1056.894,864.078,1214.554,1459.917,1183.307,1252.028,1134.003,1594.987,1361.141,1318.892,1134.871
17,570.242,1378.887,1360.279,1778.813,1325.192,1650.273,1212.902,1378.318,1589.219,1389.194,1011.910,1639.861,1598.276,1101.894,1109.493,1526.511,1188.046,1772.457,1550.848,1408.494,1502.489,996.467,1611.942,1519.652,1500.398,1399.456,1743.882,1358.952,1037.874,1150.557,1309.996,1468.750,977.533,937.085,1055.155,861.722,1217.585,1463.637,1184.474,1253.946,1126.525,1588.831,1368.417,1321.306,1131.952
18,567.202,1373.575,1344.174,1765.491,1323.697,1638.373,1211.980,1367.055,1581.137,1381.089,1005.467,1623.915,1594.865,1097.720,1103.070,1524.331,1185.936,1761.582,1557.605,1407.747,1507.195,995.213,1611.906,1526.295,1480.481,1392.960,1752.238,1355.526,1023.453,1149.582,1308.052,1460.800,970.436,941.458,1048.885,861.108,1213.607,1455.774,1176.879,1252.234,1132.849,1584.715,1368.146,1312.696,1137.374
19,569.779,1379.183,1352.215,1762.125,1322.290,1637.565,1213.276,1365.062,1574.286,1389.626,1005.554,1631.145,1592.395,1097.749,1106.544,1517.992,1182.621,1753.107,1559.344,1404.385,1509.990,994.012,1604.715,1530.683,1504.110,1393.567,1731.054,1353.512,1030.812,1145.125,1307.802,1457.609,966.446,943.739,1049.779,861.297,1213.120,1462.468,1177.468,1254.412,1122.479,1579.754,1359.953,1325.548,1128.329
20,566.417,1373.713,1348.273,1758.263,1317.121,1632.121,1211.448,1367.396,1576.296,1391.384,1007.712,1627.964,1579.016,1094.895,1103.941,1513.589,1182.274,1752.572,1566.889,1402.377,1504.568,997.114,1615.688,1526.799,1489.047,1393.907,1725.459,1351.773,1026.955,1135.807,1316.660,1467.570,964.550,939.697,1047.503,864.259,1220.715,1469.559,1178.048,1250.577,1121.698,1588.263,1373.971,1325.501,1128.690
21,565.854,1374.208,1344.054,1754.293,1320.216,1636.227,1208.329,1371.940,1582.767,1393.207,1005.721,1626.297,1586.239,1094.089,1105.753,1510.997,1186.454,1750.383,1568.528,1406.890,1515.700,989.718,1599.725,1515.915,1484.911,1381.526,1742.731,1350.945,1020.447,1142.294,1320.061,1466.458,968.144,942.888,1052.264,863.640,1221.780,1466.589,1176.761,1245.818,1123.167,1575.522,1364.083,1325.865,1128.817
22,570.092,1375.294,1342.492,1754.670,1319.946,1631.167,1215.289,1367.005,1574.794,1391.892,1009.788,1629.411,1587.807,1094.613,1106.217,1509.530,1182.327,1755.845,1577.133,1406.731,1523.517,994.697,1608.645,1522.515,1501.650,1404.385,1749.092,1351.849,1035.245,1141.321,1319.926,1460.671,972.650,938.560,1051.602,859.533,1229.459,1478.432,1180.609,1250.766,1135.060,1585.147,1368.279,1312.414,1133.389
23,566.541,1372.875,1343.967,1738.556,1318.838,1631.645,1210.593,1365.711,1573.065,1386.668,1006.161,1629.681,1585.589,1094.802,1103.884,1515.738,1179.971,1752.067,1584.244,1402.471,1508.549,991.672,1604.136,1524.019,1490.693,1389.549,1749.378,1354.552,1026.705,1151.039,1317.222,1463.041,974.188,947.680,1052.135,868.133,1224.789,1477.667,1176.128,1258.838,1126.125,1573.256,1364.350,1316.625,1128.297
24,568.656,1369.010,1342.248,1741.138,1321.208,1635.303,1216.530,1363.529,1571.921,1396.046,1003.793,1625.423,1590.369,1097.259,1105.632,1516.320,1185.402,1751.671,1580.883,1402.020,1512.474,997.112,1606.085,1534.857,1499.652,1384.532,1739.926,1356.569,1032.203,1141.751,1309.063,1470.244,974.592,943.152,1052.614,855.343,1234.968,1472.643,1181.217,1247.732,1132.487,1573.146,1358.329,1315.827,1140.113
25,574.322,1379.974,1340.850,1742.799,1321.505,1638.042,1221.189,1376.130,1575.044,1396.811,1011.222,1634.339,1588.206,1102.681,1110.619,1529.269,1189.069,1757.257,1591.900,1413.637,1522.010,999.929,1607.259,1524.766,1509.682,1382.586,1740.433,1358.807,1029.474,1152.480,1328.287,1478.009,983.640,941.309,1054.212,866.402,1245.794,1490.129,1185.944,1264.959,1134.932,1577.072,1362.403,1317.119,1138.344
26,570.073,1383.234,1348.317,1742.270,1331.063,1630.062,1218.555,1372.453,1577.744,1402.380,1013.007,1644.537,1595.026,1104.103,1109.112,1523.382,1192.061,1757.820,1591.371,1410.536,1521.890,998.998,1605.153,1531.726,1499.063,1389.774,1749.332,1360.205,1035.208,1145.267,1322.188,1479.646,983.939,945.319,1056.611,876.482,1252.014,1486.141,1183.908,1257.621,1143.323,1576.672,1372.202,1319.391,1139.998
27,569.711,1384.930,1352.432,1734.858,1335.922,1640.470,1224.725,1371.581,1574.717,1399.415,1014.069,1636.122,1593.807,1107.397,1112.412,1521.403,1193.055,1757.954,1594.444,1415.244,1522.794,1003.390,1618.219,1548.794,1496.618,1397.954,1754.288,1357.968,1041.197,1150.531,1319.266,1469.041,981.697,953.559,1058.664,872.194,1260.351,1495.645,1183.893,1269.135,1136.405,1586.010,1367.177,1334.349,1143.927
28,566.126,1368.486,1346.631,1728.502,1324.401,1631.243,1213.816,1373.528,1564.176,1387.036,1010.260,1628.308,1587.575,1100.505,1107.232,1512.948,1187.640,1753.327,1584.850,1407.138,1524.530,994.008,1601.692,1528.493,1486.864,1385.744,1746.655,1352.677,1032.823,1137.095,1320.111,1473.773,974.657,945.375,1052.366,863.576,1253.547,1486.792,1178.453,1261.234,1130.633,1571.047,1357.327,1317.046,1138.654
29,568.367,1377.231,1342.235,1721.826,1330.273,1637.939,1212.540,1369.174,1574.129,1399.781,1009.833,1638.140,1593.636,1100.794,1105.185,1513.709,1188.613,1762.815,1583.719,1405.152,1522.473,1004.907,1606.639,1530.639,1499.846,1393.363,1751.636,1356.714,1021.893,1142.411,1321.966,1470.452,979.300,944.153,1055.333,861.211,1262.403,1494.022,1186.934,1258.781,1128.658,1574.995,1363.817,1330.572,1137.666
30,570.536,1375.586,1345.521,1718.602,1329.842,1633.455,1221.377,1374.744,1568.271,1395.405,1009.884,1633.686,1588.211,1102.748,1106.930,1520.906,1190.403,1757.823,1587.311,1402.727,1528.321,1001.891,1603.223,1531.048,1496.409,1390.380,1771.256,1357.659,1043.690,1150.053,1324.396,1472.384,980.822,939.532,1054.567,866.902,1262.978,1497.959,1185.339,1268.016,1134.154,1570.723,1366.929,1321.803,1145.975
31,569.335,1391.106,1349.400,1722.666,1323.423,1639.744,1222.703,1380.667,1577.163,1401.859,1013.117,1637.678,1591.264,1106.197,1112.072,1521.566,1197.577,1762.466,1594.089,1407.271,1527.840,1006.305,1621.008,1550.818,1500.807,1381.226,1765.256,1370.651,1040.547,1143.522,1331.785,1469.991,983.674,946.787,1064.166,874.641,1266.729,1505.044,1186.121,1273.901,1138.609,1577.410,1376.405,1325.122,1145.479
32,571.186,1389.080,1341.109,1717.540,1329.016,1629.491,1223.165,1374.797,1570.623,1398.818,1014.374,1643.318,1587.745,1106.383,1115.298,1521.986,1192.852,1765.715,1590.325,1409.071,1517.515,1007.861,1611.236,1544.553,1505.456,1391.057,1747.321,1365.831,1033.142,1149.330,1331.315,1479.540,983.561,951.766,1056.993,868.432,1271.947,1492.859,1190.891,1270.050,1142.135,1573.706,1373.646,1328.512,1149.193
33,572.041,1391.917,1342.146,1712.173,1330.060,1623.831,1224.113,1369.744,1563.723,1400.410,1016.431,1640.995,1586.660,1106.668,1111.513,1527.609,1198.485,1763.252,1598.447,1403.248,1527.792,1002.259,1619.196,1547.011,1508.178,1395.515,1762.060,1363.547,1036.931,1144.086,1320.374,1474.702,988.471,947.441,1057.167,872.724,1268.469,1507.089,1187.512,1276.770,1131.110,1574.391,1372.985,1330.638,1141.115
34,565.873,1389.659,1337.716,1706.853,1327.064,1621.414,1222.290,1370.878,1559.874,1398.967,1015.491,1638.772,1573.296,1102.547,1119.169,1533.058,1199.943,1761.788,1584.889,1409.213,1524.037,998.516,1605.316,1534.326,1512.435,1402.967,1749.936,1361.082,1037.465,1150.088,1319.015,1485.003,981.076,948.280,1062.770,867.679,1272.602,1504.387,1188.193,1264.771,1124.365,1567.786,1376.915,1323.608,1144.376
35,565.759,1383.105,1343.798,1701.145,1320.469,1618.912,1220.898,1374.454,1562.529,1390.456,1012.540,1629.393,1572.517,1102.851,1116.686,1517.172,1194.653,1749.282,1590.044,1402.751,1522.046,995.352,1601.949,1535.035,1496.368,1392.348,1762.139,1362.070,1031.682,1150.188,1323.290,1472.240,978.141,949.092,1055.532,862.523,1283.342,1505.712,1183.374,1263.609,1133.360,1565.191,1362.787,1320.758,1137.836
36,572.526,1382.722,1336.915,1701.388,1318.495,1614.757,1218.987,1378.110,1554.632,1398.240,1010.222,1643.347,1570.942,1104.280,1116.201,1526.541,1197.607,1764.848,1589.030,1406.300,1527.053,999.859,1601.835,1545.092,1513.559,1404.523,1750.264,1360.587,1021.366,1150.260,1323.552,1473.998,981.771,949.094,1055.932,866.743,1280.416,1506.742,1184.008,1272.069,1130.163,1567.545,1375.490,1316.771,1143.823
37,569.533,1396.582,1331.946,1694.828,1322.181,1614.016,1217.867,1371.398,1547.761,1403.885,1015.706,1633.755,1566.062,1102.442,1118.791,1517.100,1199.935,1756.181,1577.994,1405.821,1526.378,997.507,1600.029,1533.108,1499.833,1389.399,1744.447,1359.179,1028.094,1146.156,1324.784,1460.355,973.071,954.793,1052.882,868.005,1282.413,1508.493,1186.619,1270.097,1127.914,1564.506,1374.591,1330.422,1146.021
38,569.296,1389.439,1332.083,1694.117,1324.830,1614.569,1222.754,1372.762,1550.486,1397.987,1014.025,1640.781,1574.149,1104.476,1118.271,1522.188,1197.235,1752.255,1585.246,1404.942,1515.668,1000.185,1603.893,1542.834,1496.728,1393.500,1767.001,1366.911,1027.479,1144.020,1329.887,1466.776,980.057,948.561,1055.809,862.973,1281.834,1508.821,1192.796,1273.551,1129.028,1563.046,1369.238,1319.204,1140.429
39,568.302,1392.752,1329.855,1688.890,1321.506,1605.826,1218.603,1372.330,1550.737,1395.911,1014.661,1632.198,1561.658,1105.197,1115.765,1522.685,1195.238,1753.891,1585.994,1404.773,1523.863,992.733,1602.661,1530.990,1497.638,1390.829,1761.413,1365.304,1034.040,1153.238,1323.981,1463.659,970.438,950.784,1050.213,864.697,1285.922,1499.464,1181.343,1276.143,1120.273,1565.317,1370.685,1332.941,1141.023
40,568.446,1396.484,1336.426,1685.043,1321.950,1615.086,1211.826,1373.423,1546.156,1400.180,1013.971,1632.985,1573.746,1103.469,1113.098,1513.658,1196.638,1752.845,1595.504,1402.633,1525.844,1001.125,1605.719,1545.640,1508.672,1397.486,1757.793,1359.088,1035.697,1144.318,1327.593,1472.030,980.310,949.367,1050.663,856.511,1284.626,1509.184,1184.172,1279.421,1129.166,1556.913,1373.060,1317.120,1143.489
41,569.262,1392.037,1334.091,1682.136,1322.789,1613.933,1227.236,1367.287,1544.223,1396.758,1015.816,1629.456,1566.490,1103.751,1114.090,1519.329,1197.316,1759.178,1582.103,1410.113,1539.971,1001.075,1593.173,1538.745,1501.818,1393.860,1746.831,1357.388,1031.030,1143.615,1327.605,1468.836,980.278,947.663,1048.730,867.943,1283.816,1497.718,1187.741,1279.243,1131.130,1566.457,1384.863,1323.800,1150.612
42,572.747,1396.826,1342.072,1676.630,1327.133,1609.895,1215.717,1378.914,1544.924,1400.435,1020.530,1634.233,1568.357,1106.187,1119.683,1509.935,1209.443,1760.169,1591.836,1407.560,1534.522,995.898,1597.079,1552.698,1506.368,1404.057,1745.690,1358.178,1031.447,1144.743,1332.061,1466.578,978.543,948.128,1052.272,869.261,1290.059,1499.497,1192.024,1283.133,1122.292,1566.912,1385.266,1322.395,1141.869
43,571.064,1401.307,1332.070,1679.721,1322.989,1606.788,1216.349,1375.782,1548.385,1402.810,1019.108,1623.939,1573.308,1105.903,1114.778,1508.967,1202.558,1757.645,1586.656,1407.787,1527.149,998.305,1589.696,1544.048,1498.726,1389.195,1753.057,1362.025,1034.110,1153.201,1332.879,1478.390,973.106,951.219,1052.899,864.280,1292.534,1516.112,1190.235,1285.187,1131.056,1567.390,1365.214,1328.840,1149.325
44,570.067,1395.585,1339.547,1669.594,1322.677,1613.842,1219.481,1370.403,1546.083,1403.940,1016.887,1636.834,1577.786,1104.500,1111.483,1505.292,1198.355,1750.399,1584.255,1406.211,1536.433,994.366,1592.068,1550.919,1499.695,1395.904,1757.633,1362.590,1035.987,1148.437,1341.786,1476.415,980.666,959.946,1057.517,869.979,1291.544,1508.093,1191.358,1287.479,1127.070,1555.967,1380.129,1321.264,1151.456
45,570.015,1397.074,1330.623,1663.328,1316.446,1616.524,1213.832,1374.238,1542.893,1404.798,1013.589,1631.188,1572.539,1106.780,1115.424,1509.494,1202.809,1762.322,1581.096,1401.608,1534.848,991.201,1593.329,1546.489,1503.255,1388.589,1740.632,1357.435,1036.063,1148.773,1330.879,1478.746,978.505,950.399,1043.991,868.961,1293.151,1500.946,1182.056,1287.073,1133.419,1562.906,1369.020,1319.692,1148.486
46,572.867,1398.479,1332.957,1662.517,1320.268,1611.542,1217.371,1371.180,1547.346,1402.780,1019.775,1628.707,1575.183,1112.924,1117.829,1516.381,1215.503,1751.572,1586.338,1405.497,1535.152,997.620,1599.064,1548.044,1511.257,1388.764,1752.465,1358.277,1030.332,1154.821,1335.471,1475.887,971.502,957.496,1053.779,868.934,1296.011,1507.836,1191.591,1286.481,1131.034,1558.143,1370.904,1317.983,1151.361
47,571.443,1402.647,1335.415,1667.053,1316.294,1600.171,1217.407,1368.219,1540.425,1401.693,1017.038,1629.318,1586.602,1105.521,1120.749,1507.860,1206.535,1759.254,1589.871,1402.528,1534.719,994.478,1610.051,1552.663,1508.662,1390.386,1766.027,1357.319,1030.427,1146.009,1333.639,1467.176,982.708,957.751,1059.905,868.187,1290.696,1507.664,1191.417,1292.357,1135.339,1564.088,1384.906,1318.199,1148.405
48,573.269,1400.232,1337.990,1658.447,1324.674,1611.903,1216.403,1372.327,1536.480,1406.267,1021.121,1627.712,1573.359,1115.977,1119.268,1503.892,1214.979,1756.226,1593.118,1406.271,1529.221,996.285,1609.929,1555.276,1498.167,1383.555,1763.641,1364.878,1042.776,1152.093,1330.660,1475.819,979.177,954.799,1057.666,873.069,1293.171,1513.486,1190.513,1294.795,1130.287,1571.058,1381.689,1321.343,1147.132
49,574.016,1403.791,1326.353,1652.813,1324.361,1604.246,1219.425,1372.343,1538.392,1399.644,1016.378,1628.706,1568.930,1109.004,1117.865,1505.053,1208.123,1762.490,1586.812,1401.904,1535.551,993.227,1606.063,1553.699,1502.174,1394.000,1728.272,1371.214,1030.877,1142.309,1334.842,1478.203,981.549,951.794,1055.695,868.867,1290.943,1502.863,1190.509,1299.471,1131.853,1568.712,1378.483,1320.080,1149.425
50,570.336,1404.304,1330.099,1644.106,1312.940,1598.502,1212.659,1368.664,1532.625,1404.617,1018.400,1623.933,1572.829,1106.383,1122.286,1494.578,1209.315,1774.372,1592.368,1398.003,1528.528,993.869,1606.386,1544.791,1490.183,1387.121,1732.656,1360.734,1040.424,1148.355,1332.952,1474.425,973.254,951.562,1054.407,866.419,1282.976,1498.666,1189.639,1292.922,1128.549,1577.102,1369.826,1320.328,1147.779
51,570.093,1411.176,1337.163,1645.404,1316.119,1608.970,1222.473,1375.248,1542.856,1410.594,1015.835,1631.733,1573.653,1111.813,1119.447,1502.747,1219.013,1763.523,1597.608,1411.597,1538.114,999.672,1613.335,1551.580,1504.865,1398.546,1740.705,1359.865,1045.380,1153.320,1344.492,1482.555,973.819,952.215,1055.935,872.851,1291.221,1503.885,1200.087,1305.696,1136.545,1573.847,1382.218,1324.089,1154.591
52,570.496,1404.538,1338.224,1650.469,1311.103,1605.485,1220.403,1378.540,1534.227,1407.506,1018.208,1627.915,1569.860,1111.065,1118.823,1505.059,1220.214,1768.345,1601.546,1405.987,1534.195,991.630,1611.957,1549.969,1503.987,1395.143,1757.878,1368.899,1038.676,1148.208,1339.981,1483.090,972.606,955.751,1054.317,867.751,1290.775,1508.109,1200.613,1295.509,1143.736,1572.176,1388.223,1325.578,1150.057
53,573.158,1402.417,1328.797,1642.912,1313.414,1599.177,1219.174,1374.610,1533.453,1409.347,1020.516,1640.364,1561.898,1114.898,1120.558,1504.399,1220.261,1765.222,1608.955,1408.404,1530.964,992.353,1609.813,1552.175,1498.094,1408.594,1751.368,1371.875,1033.747,1154.384,1344.919,1479.074,978.669,952.468,1055.409,866.907,1284.811,1514.637,1193.141,1292.236,1135.839,1576.998,1382.896,1322.490,1154.263
54,567.425,1407.551,1326.634,1638.237,1309.142,1600.168,1222.236,1379.118,1534.861,1408.307,1013.148,1637.473,1570.519,1111.898,1117.999,1497.376,1219.117,1762.382,1602.392,1407.468,1534.826,988.784,1603.643,1546.024,1508.010,1403.899,1759.990,1374.797,1043.638,1151.649,1345.974,1487.648,966.109,956.106,1050.730,869.994,1285.796,1497.392,1195.966,1297.409,1129.342,1576.408,1384.864,1317.523,1155.958
55,570.597,1412.376,1330.678,1641.194,1317.649,1601.151,1217.360,1381.179,1525.107,1408.673,1018.270,1638.271,1566.960,1109.233,1119.318,1490.024,1216.449,1768.169,1612.084,1415.260,1531.687,992.184,1607.921,1549.562,1498.205,1394.998,1751.290,1371.509,1043.787,1146.792,1347.273,1485.092,975.567,950.192,1059.230,867.840,1282.624,1505.214,1189.404,1294.787,1140.935,1578.860,1373.836,1325.830,1157.851
56,570.534,1411.075,1335.339,1636.966,1314.484,1606.361,1219.570,1388.924,1530.400,1411.229,1019.341,1635.445,1584.711,1111.419,1118.680,1495.372,1221.601,1783.593,1607.844,1417.122,1527.385,997.516,1619.923,1548.052,1507.689,1398.516,1757.622,1374.558,1051.906,1154.387,1342.231,1487.509,978.813,955.458,1061.744,877.002,1291.647,1506.540,1198.506,1300.935,1138.962,1575.522,1388.940,1330.684,1150.706
57,567.286,1412.814,1329.070,1629.392,1310.134,1591.394,1226.580,1376.990,1518.769,1404.144,1018.520,1625.737,1580.649,1106.633,1120.990,1490.457,1226.546,1767.803,1609.625,1410.396,1530.620,986.527,1609.370,1550.710,1512.122,1392.093,1744.904,1375.356,1042.213,1151.261,1336.921,1491.284,966.998,953.588,1056.647,868.897,1284.118,1503.430,1194.760,1304.265,1125.942,1573.133,1369.635,1317.922,1146.911
58,563.152,1402.737,1328.252,1624.378,1310.719,1591.856,1218.961,1380.981,1520.309,1405.788,1012.574,1631.424,1569.081,1110.223,1125.212,1497.940,1222.097,1761.433,1598.432,1409.755,1528.239,987.804,1609.696,1538.615,1493.990,1396.532,1741.825,1380.556,1050.548,1143.191,1335.940,1484.315,970.219,945.819,1056.941,857.844,1283.800,1500.432,1188.824,1303.625,1139.185,1583.158,1368.192,1318.774,1148.138
59,570.253,1404.159,1335.597,1628.191,1308.315,1601.492,1222.749,1374.408,1529.702,1410.105,1017.383,1628.925,1575.730,1109.004,1125.218,1487.040,1223.662,1777.857,1598.783,1419.324,1533.375,988.767,1618.537,1545.827,1510.772,1388.833,1745.775,1375.536,1048.967,1144.287,1350.188,1484.350,968.210,944.259,1055.010,865.465,1285.534,1498.873,1192.004,1306.292,1132.333,1575.098,1381.367,1332.361,1146.507
60,567.744,1405.619,1331.892,1626.441,1315.941,1599.277,1218.567,1379.549,1515.254,1405.526,1016.205,1626.782,1586.930,1106.439,1128.452,1491.231,1222.143,1761.970,1594.864,1413.686,1525.269,996.079,1616.118,1538.253,1511.217,1395.253,1740.996,1379.848,1050.328,1146.553,1343.214,1497.267,977.830,954.840,1060.760,874.689,1289.966,1495.540,1193.525,1305.105,1142.087,1574.990,1368.278,1323.244,1145.302
61,571.263,1406.670,1329.316,1620.083,1312.995,1597.068,1220.631,1378.108,1520.740,1409.805,1017.874,1623.852,1568.943,1114.136,1126.424,1493.918,1225.969,1766.140,1594.349,1416.468,1523.862,992.520,1618.478,1536.546,1500.155,1401.276,1731.099,1379.023,1040.867,1150.960,1347.229,1482.313,971.376,950.858,1056.697,866.301,1284.804,1503.388,1190.190,1302.876,1139.243,1565.635,1371.591,1321.007,1146.351
