 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67
1,682.254,2011.543,1422.690,2103.062,1759.923,1839.869,1751.368,1529.572,1786.151,1604.117,1758.434,1942.125,1354.577,1596.841,1732.862,2071.680,1640.163,1676.350,1404.184,1304.344,1478.973,1235.806,1264.459,1445.782,1593.865,1049.708,1121.426,1435.368,1490.818,1272.797,1508.939,1529.997,1572.159,1767.665,1824.985,1341.475,1603.649,1286.275,1420.853,1469.851,1413.046,1657.627,1738.375,1390.658,1849.388,1894.946,1495.721,1553.463,1280.482,1116.082,1314.577,1368.497,3505.612,1213.516,1292.551,1184.341,1461.832,1749.937,1683.352,1330.250,1679.562,1688.601,1704.974,1576.278,1623.949,1728.203,1133.730
2,682.901,2009.020,1414.340,2053.695,1750.008,1841.878,1746.334,1518.416,1777.422,1595.256,1770.323,1931.505,1352.781,1604.675,1722.394,2064.484,1646.114,1692.650,1403.017,1301.011,1480.155,1240.048,1269.279,1451.436,1574.815,1047.957,1119.550,1435.748,1489.774,1263.507,1505.538,1520.996,1562.002,1757.547,1827.852,1338.179,1623.093,1285.397,1437.409,1487.829,1404.903,1644.969,1766.381,1394.421,1884.175,1863.216,1480.443,1554.254,1287.606,1109.936,1325.687,1360.809,3520.497,1207.216,1283.976,1168.829,1463.711,1752.685,1690.257,1320.089,1690.389,1721.638,1682.501,1582.476,1635.195,1720.891,1140.175
3,681.873,2008.820,1416.319,2093.031,1763.680,1842.316,1761.172,1532.366,1769.899,1606.560,1762.025,1919.935,1350.316,1601.056,1735.451,2071.982,1652.836,1667.640,1401.306,1295.593,1477.162,1242.408,1261.048,1458.047,1586.212,1049.560,1120.141,1423.273,1488.785,1264.543,1514.391,1538.225,1556.493,1765.186,1832.896,1332.524,1608.254,1281.099,1412.903,1482.902,1407.538,1647.929,1750.105,1390.755,1867.266,1884.604,1498.135,1554.296,1256.958,1112.214,1327.801,1373.419,3491.869,1221.200,1294.150,1185.444,1466.929,1750.661,1683.264,1328.238,1677.049,1698.479,1711.215,1585.146,1621.219,1721.433,1134.109
4,678.418,2016.619,1415.562,2054.564,1748.053,1852.118,1760.412,1525.599,1781.189,1595.524,1763.870,1928.514,1348.135,1602.644,1728.632,2070.287,1652.446,1681.136,1400.007,1297.885,1472.567,1239.161,1266.790,1451.642,1583.027,1048.097,1125.534,1434.001,1495.400,1261.903,1514.955,1532.142,1569.215,1779.746,1828.306,1338.885,1625.976,1275.333,1424.707,1464.544,1410.235,1649.353,1770.908,1392.329,1882.111,1881.775,1481.718,1539.896,1277.157,1112.081,1315.141,1360.053,3521.282,1224.008,1287.860,1178.524,1453.203,1763.575,1687.603,1329.968,1684.208,1710.041,1680.055,1568.230,1640.513,1719.234,1137.230
5,690.180,2018.358,1407.488,2077.735,1737.756,1845.753,1753.464,1523.828,1796.513,1606.435,1767.378,1936.113,1352.710,1600.908,1731.068,2063.974,1646.381,1672.847,1386.770,1290.245,1474.954,1239.863,1259.450,1447.489,1579.808,1045.806,1122.887,1431.653,1494.775,1261.087,1509.869,1530.215,1555.077,1775.063,1814.172,1326.127,1631.007,1271.939,1425.339,1473.987,1412.956,1643.721,1746.204,1388.323,1883.131,1880.495,1480.313,1543.126,1281.144,1115.950,1321.524,1362.007,3507.022,1226.110,1288.216,1176.015,1454.471,1763.399,1684.187,1323.289,1706.008,1710.784,1705.983,1581.844,1619.064,1716.644,1137.018
6,680.276,2017.479,1412.779,2065.079,1745.525,1848.515,1740.569,1522.738,1784.543,1591.382,1773.770,1922.884,1339.340,1600.022,1729.428,2077.992,1639.295,1671.649,1401.810,1301.496,1474.911,1239.521,1256.743,1452.883,1583.203,1045.017,1117.246,1427.437,1491.468,1268.608,1500.429,1528.167,1560.263,1761.007,1820.765,1329.143,1620.015,1284.973,1439.685,1487.614,1412.677,1647.970,1761.574,1387.236,1877.649,1878.809,1477.874,1557.110,1278.368,1109.569,1314.223,1362.824,3511.275,1221.606,1284.146,1180.375,1456.179,1754.757,1695.982,1326.190,1707.025,1690.843,1676.603,1579.990,1636.472,1725.739,1135.839
7,685.480,2035.661,1413.877,2069.451,1755.053,1846.835,1761.561,1519.908,1787.152,1603.135,1779.670,1929.042,1358.578,1600.155,1730.717,2067.816,1651.468,1683.459,1407.601,1301.969,1465.652,1240.105,1259.041,1450.199,1581.438,1047.463,1119.907,1431.804,1494.114,1261.323,1502.506,1514.145,1575.837,1765.720,1826.464,1323.306,1623.174,1286.029,1433.748,1458.268,1416.905,1648.729,1761.534,1385.861,1882.165,1883.741,1479.360,1552.158,1274.005,1115.558,1315.005,1367.269,3523.179,1221.419,1287.137,1182.134,1461.613,1757.567,1690.512,1333.638,1694.200,1704.704,1690.931,1589.209,1643.421,1727.335,1136.348
8,669.824,2021.236,1408.315,2070.040,1752.486,1838.844,1750.594,1521.760,1787.860,1598.222,1778.402,1911.710,1342.469,1603.338,1730.416,2047.936,1650.287,1677.729,1396.885,1301.993,1473.202,1244.018,1260.208,1441.645,1581.510,1040.009,1122.289,1433.388,1476.532,1260.971,1505.872,1524.990,1568.961,1752.443,1826.469,1325.537,1616.113,1275.369,1422.169,1478.156,1406.294,1653.630,1743.283,1379.461,1879.216,1874.841,1479.515,1555.341,1276.563,1110.268,1311.714,1356.275,3510.596,1229.785,1285.553,1174.015,1463.225,1756.184,1684.626,1321.276,1684.731,1689.257,1689.567,1582.820,1632.126,1719.833,1131.749
9,689.362,2021.714,1418.344,2060.061,1757.893,1845.104,1744.497,1532.224,1791.903,1603.807,1780.149,1925.674,1347.824,1604.786,1733.040,2061.115,1651.854,1689.144,1407.032,1300.479,1474.947,1246.464,1260.199,1451.572,1584.886,1051.347,1125.717,1430.329,1489.272,1265.379,1511.279,1520.473,1552.752,1767.438,1829.260,1328.705,1613.168,1283.060,1424.203,1469.096,1412.601,1647.799,1769.223,1395.283,1868.473,1874.444,1475.710,1550.667,1279.105,1109.000,1312.716,1357.955,3529.449,1226.213,1290.290,1180.937,1457.000,1752.762,1684.566,1333.217,1698.191,1700.128,1681.237,1581.403,1628.595,1728.992,1133.637
10,697.910,2026.601,1419.455,2068.271,1763.012,1839.621,1754.257,1525.166,1806.959,1603.620,1777.887,1934.020,1360.164,1610.500,1737.075,2055.000,1650.288,1675.458,1397.221,1302.325,1474.489,1249.106,1260.559,1443.920,1598.521,1053.786,1126.709,1438.893,1497.202,1271.578,1512.035,1529.362,1577.446,1751.538,1838.031,1337.914,1617.725,1292.326,1440.297,1457.037,1419.510,1648.288,1756.491,1389.691,1887.386,1892.653,1474.480,1547.991,1263.789,1116.887,1329.084,1373.310,3507.633,1226.715,1292.341,1179.801,1462.775,1781.692,1694.052,1329.901,1688.564,1688.081,1718.506,1580.776,1623.271,1734.383,1137.498
11,699.774,2049.593,1423.352,2049.990,1757.337,1850.024,1757.506,1532.672,1796.168,1606.073,1808.569,1943.308,1357.511,1621.872,1736.306,2073.401,1658.109,1691.227,1405.624,1307.410,1479.672,1249.488,1253.035,1447.642,1588.386,1057.635,1128.635,1434.854,1493.480,1270.351,1505.496,1528.814,1551.589,1770.007,1830.085,1330.368,1634.130,1295.660,1440.747,1481.763,1420.734,1645.652,1776.599,1393.835,1910.980,1903.937,1476.404,1556.463,1279.713,1132.682,1329.310,1374.511,3545.597,1237.184,1284.072,1184.071,1471.425,1758.607,1698.958,1334.448,1722.395,1708.555,1705.307,1593.160,1649.862,1729.816,1139.901
12,694.548,2047.898,1424.942,2073.238,1756.478,1848.499,1762.575,1529.728,1805.898,1614.693,1791.520,1938.061,1355.374,1610.441,1739.907,2064.837,1648.473,1690.220,1404.195,1313.165,1474.786,1255.278,1252.633,1451.768,1597.363,1059.515,1131.337,1443.084,1495.247,1282.796,1511.428,1528.982,1560.290,1757.278,1832.265,1334.791,1628.095,1296.770,1438.438,1484.146,1427.564,1659.629,1777.710,1404.026,1893.463,1902.425,1503.155,1556.131,1283.439,1115.780,1325.401,1375.651,3522.085,1237.085,1291.500,1190.354,1458.735,1756.393,1694.424,1338.351,1698.391,1714.002,1721.991,1595.857,1629.300,1737.988,1139.327
13,689.950,2045.182,1418.058,2042.048,1764.806,1857.317,1762.873,1531.152,1808.254,1603.364,1805.296,1935.180,1345.849,1612.451,1731.447,2053.421,1666.901,1692.535,1405.545,1311.266,1483.926,1250.843,1261.532,1454.288,1597.833,1061.063,1130.418,1440.970,1499.490,1279.139,1511.412,1527.971,1557.812,1751.372,1833.680,1329.131,1640.865,1300.082,1439.297,1489.793,1417.859,1652.447,1783.449,1397.391,1916.882,1893.973,1482.902,1560.062,1279.072,1129.369,1324.470,1374.985,3537.724,1244.206,1295.280,1185.656,1456.576,1774.059,1679.523,1337.377,1735.703,1717.821,1722.180,1579.004,1639.496,1730.588,1141.673
14,685.341,2048.067,1430.699,2053.751,1762.743,1852.580,1764.082,1525.403,1817.624,1623.322,1794.665,1948.499,1351.092,1629.288,1739.447,2058.982,1664.299,1696.022,1396.156,1312.103,1482.459,1251.642,1269.896,1447.217,1597.606,1054.021,1127.022,1448.861,1497.512,1271.243,1507.607,1525.594,1568.142,1753.941,1839.247,1338.019,1637.069,1308.587,1430.859,1489.446,1425.510,1670.499,1784.203,1395.549,1885.671,1887.857,1487.548,1558.313,1265.023,1140.425,1328.740,1378.673,3541.659,1245.806,1288.722,1186.901,1463.217,1769.023,1692.337,1329.714,1713.293,1715.458,1710.230,1582.330,1639.211,1737.990,1137.366
15,689.520,2043.812,1422.466,2040.977,1767.107,1845.720,1766.329,1527.094,1819.101,1617.244,1794.954,1940.388,1353.425,1628.849,1733.915,2051.656,1657.066,1690.690,1404.875,1323.385,1477.886,1248.355,1259.219,1448.716,1601.129,1056.307,1128.045,1442.109,1490.503,1275.177,1514.971,1525.433,1565.198,1759.859,1822.503,1338.275,1629.729,1299.087,1443.838,1471.085,1423.011,1661.048,1763.417,1399.337,1897.760,1895.753,1482.117,1565.946,1272.682,1134.705,1326.219,1370.230,3536.250,1250.370,1289.742,1181.828,1471.178,1758.584,1678.434,1341.162,1706.934,1712.527,1708.307,1582.905,1641.132,1727.499,1141.227
16,691.706,2042.486,1418.396,2035.939,1755.237,1845.601,1765.707,1526.588,1808.034,1630.707,1794.200,1927.393,1353.348,1624.690,1738.323,2045.231,1648.647,1698.109,1413.129,1311.264,1478.032,1246.529,1254.578,1445.697,1588.717,1053.503,1128.587,1438.586,1486.278,1278.490,1501.733,1524.313,1577.573,1747.816,1818.204,1328.733,1634.756,1302.858,1451.163,1482.141,1424.272,1658.622,1774.883,1405.615,1902.438,1904.204,1472.112,1559.075,1270.339,1130.694,1325.985,1377.365,3554.594,1253.662,1284.003,1181.140,1463.843,1756.357,1678.597,1324.324,1724.044,1706.678,1708.033,1594.520,1639.040,1729.516,1141.762
17,693.248,2049.802,1422.466,2033.083,1751.305,1848.468,1772.183,1523.643,1818.200,1631.385,1810.153,1945.420,1354.538,1615.039,1724.019,2053.718,1655.151,1698.538,1407.283,1317.121,1479.931,1258.161,1258.589,1458.427,1595.441,1056.714,1129.235,1439.363,1493.965,1273.636,1517.692,1527.757,1569.075,1758.315,1824.234,1335.695,1644.849,1311.772,1442.271,1475.633,1422.996,1659.122,1779.539,1400.471,1893.544,1900.127,1484.709,1564.153,1287.711,1132.673,1327.057,1379.760,3551.656,1253.434,1282.346,1179.057,1472.788,1767.425,1685.282,1338.580,1731.199,1706.841,1703.652,1591.907,1643.782,1742.193,1140.749
18,692.486,2062.125,1426.188,2041.561,1768.648,1856.122,1779.050,1535.108,1835.067,1632.058,1808.875,1962.458,1351.666,1620.702,1723.787,2047.484,1654.368,1694.579,1409.208,1314.397,1473.897,1254.403,1253.254,1451.483,1597.878,1056.606,1124.398,1444.509,1488.008,1283.077,1514.285,1532.470,1566.724,1759.302,1822.555,1337.416,1652.955,1298.504,1441.828,1498.557,1435.675,1667.218,1767.791,1398.307,1887.353,1909.507,1479.401,1568.158,1279.130,1124.521,1319.437,1374.956,3546.004,1255.451,1288.003,1179.240,1469.478,1759.540,1681.311,1337.067,1745.501,1706.484,1748.477,1594.599,1638.641,1729.501,1141.126
19,693.220,2064.975,1422.081,2017.766,1769.308,1851.174,1775.439,1535.960,1835.236,1646.815,1822.621,1950.415,1367.755,1629.462,1741.558,2072.398,1663.212,1711.238,1400.840,1317.641,1483.245,1252.049,1266.460,1456.692,1609.944,1058.006,1126.797,1445.142,1498.916,1278.892,1517.426,1535.936,1573.531,1774.859,1828.753,1342.964,1659.810,1306.262,1453.797,1481.350,1434.875,1653.980,1784.162,1409.153,1914.087,1909.105,1469.456,1579.332,1298.190,1121.476,1329.253,1382.948,3571.893,1258.011,1290.021,1180.850,1460.715,1760.797,1677.403,1331.084,1763.927,1718.098,1725.133,1597.429,1645.102,1741.413,1138.447
20,685.409,2064.485,1425.864,2012.209,1782.756,1846.488,1770.146,1537.586,1826.742,1646.012,1803.428,1933.390,1359.218,1629.622,1727.196,2050.505,1662.316,1697.440,1409.210,1318.943,1475.957,1258.353,1263.919,1452.247,1604.695,1052.534,1128.355,1441.065,1486.596,1282.626,1508.129,1535.171,1572.991,1767.370,1838.259,1339.720,1652.156,1300.962,1438.828,1481.773,1433.362,1644.784,1767.866,1401.357,1904.810,1907.225,1477.725,1570.558,1278.200,1120.416,1329.228,1378.237,3540.663,1257.516,1301.075,1184.598,1464.542,1752.870,1680.209,1335.622,1761.288,1705.601,1723.662,1599.864,1634.643,1730.673,1141.583
21,687.749,2058.065,1411.916,2000.119,1767.766,1864.822,1770.406,1540.392,1834.639,1648.176,1827.759,1933.816,1354.541,1630.947,1728.187,2053.430,1658.891,1706.898,1409.459,1315.609,1473.266,1257.262,1261.266,1451.668,1597.490,1061.195,1127.419,1450.547,1487.297,1271.417,1511.276,1532.326,1581.923,1779.397,1831.065,1339.534,1669.974,1295.659,1437.104,1496.859,1444.248,1656.847,1767.476,1408.618,1913.303,1914.519,1460.212,1555.144,1285.202,1137.062,1327.830,1378.340,3555.855,1254.108,1290.903,1178.479,1460.641,1772.727,1693.379,1340.292,1763.679,1729.610,1696.071,1596.726,1638.115,1731.025,1142.730
22,689.981,2055.962,1417.586,2010.449,1754.528,1855.101,1768.638,1544.682,1833.263,1642.945,1799.963,1935.486,1344.155,1630.082,1727.762,2054.628,1653.167,1693.907,1399.658,1315.484,1466.745,1250.983,1258.905,1453.100,1595.802,1049.986,1126.684,1441.752,1486.894,1272.536,1501.925,1532.209,1585.443,1775.135,1827.338,1335.838,1663.892,1301.568,1444.882,1471.443,1428.043,1653.198,1762.016,1406.517,1898.466,1897.218,1476.616,1557.018,1272.688,1134.822,1323.942,1380.291,3533.844,1258.091,1290.958,1177.781,1472.885,1754.284,1669.625,1334.975,1762.080,1706.020,1713.523,1576.275,1631.346,1725.992,1140.347
23,681.858,2064.027,1416.830,2004.235,1753.813,1852.397,1771.698,1551.603,1835.598,1635.454,1808.361,1918.009,1353.519,1629.845,1734.085,2058.879,1661.663,1711.656,1393.912,1313.630,1473.267,1247.543,1273.419,1446.706,1592.636,1055.074,1128.141,1446.089,1490.418,1272.644,1507.554,1520.447,1583.770,1761.248,1817.149,1330.746,1675.578,1302.539,1434.384,1481.145,1434.726,1665.508,1761.901,1401.464,1897.298,1904.692,1469.548,1564.585,1292.592,1130.592,1320.471,1383.700,3550.232,1271.633,1281.639,1180.630,1464.593,1763.156,1684.400,1338.359,1741.349,1691.614,1720.331,1585.098,1636.557,1729.828,1141.934
24,686.594,2060.286,1415.477,2013.414,1755.788,1847.868,1773.314,1551.092,1838.465,1637.842,1816.015,1931.772,1348.443,1623.681,1735.783,2059.512,1645.436,1708.752,1393.491,1323.258,1470.065,1248.012,1259.346,1450.634,1603.764,1047.780,1124.404,1436.592,1487.682,1282.147,1510.571,1531.851,1575.133,1762.844,1812.431,1330.832,1667.917,1294.567,1444.232,1477.552,1450.852,1667.382,1759.865,1407.149,1902.691,1915.406,1480.540,1548.542,1266.845,1140.086,1323.809,1378.937,3539.054,1272.561,1294.603,1184.412,1473.891,1746.586,1671.911,1331.447,1764.810,1704.331,1724.605,1581.946,1635.285,1730.872,1138.167
25,685.690,2066.542,1417.412,1994.984,1757.651,1859.400,1776.876,1547.506,1851.205,1639.425,1815.604,1919.789,1352.502,1638.535,1720.753,2037.637,1657.241,1719.090,1408.192,1324.560,1482.545,1252.721,1267.901,1449.993,1593.084,1052.380,1132.313,1446.620,1493.360,1275.991,1523.024,1532.439,1577.688,1751.715,1826.848,1347.474,1683.937,1308.830,1455.635,1489.268,1425.456,1651.098,1774.171,1409.656,1905.707,1913.045,1483.206,1569.040,1289.729,1141.474,1330.342,1384.636,3567.827,1272.514,1290.219,1178.363,1486.458,1760.989,1682.158,1342.521,1757.439,1705.120,1708.196,1579.119,1655.648,1734.557,1143.546
26,680.533,2072.617,1423.883,1994.960,1773.361,1857.998,1776.471,1552.815,1851.197,1643.212,1809.139,1921.441,1347.285,1634.208,1734.026,2046.880,1649.485,1704.681,1403.520,1320.075,1470.332,1248.296,1262.798,1445.541,1583.690,1051.999,1127.731,1443.521,1486.286,1284.478,1515.057,1522.574,1588.092,1768.505,1836.303,1337.137,1679.720,1295.339,1441.006,1487.670,1452.153,1651.330,1743.614,1404.512,1916.185,1905.600,1477.143,1567.778,1287.377,1132.653,1334.697,1383.278,3532.418,1273.594,1285.424,1180.822,1480.589,1753.702,1672.234,1338.052,1738.282,1698.190,1732.213,1585.890,1656.777,1728.301,1140.840
27,685.972,2078.636,1428.681,2002.237,1773.907,1860.336,1783.712,1558.605,1858.014,1641.014,1816.824,1908.494,1356.665,1634.979,1727.588,2059.354,1652.188,1714.997,1412.973,1320.026,1471.967,1252.988,1266.167,1449.112,1596.720,1059.219,1135.071,1447.306,1484.259,1278.580,1515.557,1534.969,1578.059,1757.780,1821.751,1340.849,1677.959,1301.973,1450.376,1477.795,1438.659,1655.483,1756.891,1407.529,1900.662,1906.974,1486.342,1556.573,1281.536,1139.922,1333.613,1388.875,3569.252,1275.406,1292.961,1185.676,1481.385,1762.028,1677.657,1331.962,1763.438,1717.793,1705.471,1566.569,1644.782,1725.950,1143.547
28,693.430,2073.628,1431.439,2005.592,1770.954,1843.106,1778.848,1561.042,1863.342,1646.106,1816.395,1927.007,1355.375,1639.217,1735.031,2056.297,1651.623,1706.453,1412.518,1325.776,1485.044,1250.459,1261.882,1444.556,1603.104,1059.644,1129.212,1442.642,1483.810,1287.186,1532.444,1547.378,1578.822,1766.829,1827.295,1343.138,1680.891,1300.953,1462.306,1497.380,1459.887,1657.734,1755.510,1411.411,1903.457,1925.827,1482.749,1571.859,1290.762,1132.650,1334.614,1392.551,3533.507,1283.856,1284.566,1185.696,1476.739,1750.821,1679.793,1341.174,1771.985,1714.540,1721.213,1593.598,1638.841,1733.952,1146.543
29,704.824,2078.457,1435.966,1983.148,1770.768,1850.841,1783.425,1551.017,1870.582,1647.874,1824.646,1942.167,1357.986,1645.661,1736.656,2066.828,1655.085,1710.627,1406.999,1323.882,1474.857,1257.121,1258.996,1446.502,1602.324,1061.021,1127.970,1437.913,1490.851,1287.578,1525.787,1538.646,1582.667,1752.543,1831.323,1348.730,1692.844,1314.537,1477.937,1486.286,1469.200,1661.922,1767.018,1409.175,1911.048,1924.260,1478.282,1573.996,1286.717,1142.815,1330.406,1393.736,3562.517,1281.240,1288.483,1185.902,1474.113,1771.912,1700.995,1342.056,1758.627,1698.760,1707.874,1603.290,1650.652,1725.393,1156.168
30,698.663,2085.083,1440.828,2001.661,1761.184,1861.697,1796.746,1566.717,1862.738,1644.782,1832.211,1939.097,1362.425,1657.169,1732.949,2049.997,1663.865,1716.883,1412.221,1331.240,1487.605,1255.690,1269.014,1444.603,1613.382,1057.717,1141.024,1445.464,1482.718,1285.212,1530.309,1540.027,1577.364,1749.923,1823.885,1346.876,1700.457,1315.209,1485.270,1499.009,1477.415,1669.766,1754.673,1413.375,1889.498,1925.702,1493.671,1571.926,1290.767,1137.142,1344.792,1407.466,3569.548,1279.580,1289.381,1188.158,1478.057,1768.143,1688.002,1353.138,1786.974,1737.588,1714.510,1599.921,1659.921,1730.771,1151.566
31,697.096,2102.047,1431.917,1983.933,1774.213,1874.964,1794.640,1562.341,1877.687,1652.972,1827.236,1952.018,1358.996,1657.718,1741.164,2059.785,1666.111,1721.765,1408.756,1327.890,1487.431,1257.256,1261.119,1459.202,1601.609,1057.326,1136.535,1447.965,1501.366,1290.110,1539.052,1546.908,1590.232,1761.249,1835.929,1338.628,1690.588,1312.161,1481.456,1493.253,1478.459,1663.822,1753.214,1415.536,1911.261,1934.343,1480.821,1572.860,1286.711,1142.672,1340.974,1406.468,3581.492,1280.726,1288.728,1191.260,1475.868,1762.272,1708.581,1346.934,1779.248,1735.316,1728.445,1591.194,1657.770,1732.650,1147.740
32,691.706,2098.851,1433.560,1986.352,1779.122,1858.729,1791.738,1562.711,1878.540,1644.096,1827.703,1935.429,1362.424,1658.191,1745.228,2061.783,1661.461,1720.876,1410.108,1326.888,1481.491,1257.948,1262.422,1444.316,1610.995,1061.667,1136.129,1444.175,1492.475,1292.200,1541.085,1545.036,1583.626,1750.411,1832.057,1342.124,1706.834,1303.753,1475.380,1495.057,1469.689,1683.846,1768.007,1413.042,1909.619,1933.620,1493.734,1576.401,1277.653,1129.928,1341.912,1403.143,3557.398,1287.964,1287.048,1188.185,1470.874,1756.960,1695.362,1347.088,1790.031,1714.906,1736.269,1584.703,1650.517,1732.140,1156.514
33,688.043,2090.364,1439.130,1980.074,1773.055,1864.676,1788.343,1552.710,1882.930,1659.761,1841.062,1954.412,1368.085,1664.049,1741.499,2061.309,1663.085,1718.254,1408.478,1328.619,1488.297,1258.326,1263.817,1448.410,1603.259,1060.164,1130.288,1446.294,1495.260,1288.985,1538.372,1547.986,1593.461,1743.252,1818.531,1349.438,1699.834,1310.051,1473.556,1501.055,1484.026,1671.735,1760.104,1416.875,1902.722,1918.119,1486.498,1584.323,1285.610,1135.264,1343.882,1403.723,3575.684,1282.256,1292.679,1189.370,1477.308,1752.739,1690.859,1342.544,1781.812,1713.111,1748.002,1600.632,1667.712,1731.720,1146.916
34,692.796,2092.849,1435.235,1982.339,1775.357,1866.699,1804.758,1560.525,1888.935,1658.259,1825.513,1946.061,1355.520,1674.848,1746.549,2059.783,1658.429,1706.283,1413.652,1338.958,1477.806,1256.002,1264.360,1445.415,1606.060,1063.541,1134.761,1455.219,1500.983,1298.232,1527.913,1545.705,1586.341,1733.438,1835.297,1343.537,1702.443,1297.427,1484.144,1503.179,1482.592,1674.536,1747.092,1410.099,1904.245,1937.576,1494.826,1571.542,1276.578,1137.354,1345.558,1397.745,3565.827,1297.308,1284.837,1190.787,1477.085,1750.083,1695.317,1346.724,1785.203,1710.322,1727.400,1602.122,1643.314,1733.964,1153.192
35,693.960,2105.654,1434.958,1981.002,1788.189,1865.706,1796.124,1568.935,1883.037,1652.980,1842.705,1942.576,1355.830,1675.550,1739.579,2061.055,1662.416,1716.695,1406.750,1328.632,1482.067,1258.126,1260.854,1441.817,1604.765,1063.041,1134.747,1443.001,1501.964,1300.142,1535.325,1553.015,1585.724,1726.651,1824.878,1344.784,1707.584,1301.796,1477.511,1492.050,1485.546,1672.244,1758.705,1409.244,1915.322,1950.537,1492.319,1578.677,1281.542,1129.882,1350.922,1403.590,3563.954,1294.552,1287.211,1195.745,1468.870,1747.828,1700.646,1347.533,1789.853,1721.558,1738.203,1601.538,1651.728,1737.884,1149.924
36,699.542,2107.884,1441.125,1965.085,1776.416,1859.918,1800.715,1564.281,1885.202,1658.354,1832.093,1945.626,1349.881,1677.094,1737.455,2061.862,1667.883,1705.565,1422.852,1328.124,1484.856,1259.582,1260.515,1437.643,1615.698,1063.513,1131.637,1451.668,1496.256,1305.296,1537.307,1551.661,1584.837,1726.945,1838.539,1346.376,1712.597,1315.723,1481.260,1504.700,1469.192,1678.236,1768.349,1412.936,1910.107,1944.574,1491.394,1579.835,1289.662,1132.809,1351.114,1407.533,3561.550,1301.268,1290.009,1194.777,1473.689,1748.557,1686.493,1343.273,1774.934,1706.959,1725.707,1612.283,1669.148,1737.224,1153.503
37,700.142,2113.515,1442.712,1976.801,1774.702,1863.531,1807.791,1563.557,1899.701,1649.052,1846.817,1949.646,1374.314,1677.218,1737.933,2073.531,1668.305,1722.284,1413.047,1335.839,1483.361,1261.592,1270.448,1445.103,1611.504,1068.800,1140.228,1451.640,1492.729,1303.792,1551.938,1556.653,1588.017,1729.240,1835.021,1347.458,1712.694,1320.900,1482.188,1486.859,1495.415,1682.624,1770.027,1417.393,1919.665,1950.382,1490.121,1596.217,1268.032,1138.023,1351.975,1406.757,3570.523,1295.653,1293.229,1192.904,1472.650,1760.933,1688.683,1359.320,1793.822,1711.900,1719.868,1607.234,1656.634,1742.165,1158.076
38,701.282,2113.106,1441.029,1966.039,1777.201,1863.734,1806.361,1561.789,1891.582,1666.396,1827.597,1939.852,1363.642,1679.549,1739.388,2079.646,1675.760,1719.619,1412.728,1325.779,1498.007,1260.592,1269.425,1440.529,1620.512,1062.883,1128.856,1461.283,1489.571,1304.602,1546.357,1554.504,1592.331,1715.778,1843.708,1350.308,1699.626,1310.603,1489.230,1510.152,1488.804,1679.528,1774.811,1411.066,1912.505,1953.767,1486.513,1599.961,1282.623,1148.580,1345.803,1401.918,3561.442,1298.533,1286.424,1191.434,1473.194,1754.112,1693.632,1351.490,1791.759,1714.388,1727.426,1600.438,1647.783,1739.514,1157.860
39,705.978,2120.995,1446.064,1964.417,1773.450,1858.272,1801.162,1559.245,1888.114,1658.814,1839.470,1935.320,1369.286,1676.651,1741.390,2058.510,1670.245,1724.761,1419.249,1331.788,1489.449,1265.740,1266.252,1435.125,1618.887,1071.952,1136.367,1446.368,1497.218,1304.392,1545.128,1546.846,1582.908,1719.870,1832.518,1346.969,1703.388,1308.643,1499.212,1493.598,1492.103,1677.127,1767.772,1414.530,1918.884,1948.402,1476.094,1574.752,1261.357,1140.951,1351.342,1401.406,3568.245,1298.526,1283.535,1192.391,1475.740,1757.254,1687.634,1349.620,1787.857,1714.608,1747.792,1599.926,1652.107,1735.500,1159.049
40,701.498,2114.001,1450.042,1967.518,1780.933,1864.803,1806.719,1567.496,1906.785,1651.850,1839.464,1947.286,1361.736,1682.346,1739.879,2070.523,1673.557,1715.138,1413.746,1325.772,1486.118,1264.103,1265.823,1440.497,1617.130,1071.952,1138.859,1455.981,1486.855,1306.391,1544.436,1563.107,1582.416,1718.648,1846.252,1345.358,1710.014,1308.887,1474.626,1482.763,1489.399,1681.306,1779.618,1414.645,1922.408,1947.320,1475.991,1581.717,1259.630,1148.028,1349.562,1404.684,3553.331,1303.745,1287.038,1187.812,1485.059,1762.428,1694.002,1354.987,1782.997,1729.187,1742.438,1604.645,1657.175,1739.159,1153.116
