 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67
436,722.625,2500.269,1703.057,2128.490,1981.474,1954.947,1857.616,1906.536,1971.264,1708.324,1754.869,1959.731,1521.096,1575.327,1797.832,2168.090,1833.213,1788.621,1448.031,1293.921,1577.640,1307.728,1332.009,1467.081,1561.824,1180.371,1140.026,1476.780,1497.453,2368.904,1617.991,1598.593,1663.231,1598.929,1984.267,1413.165,1701.712,1420.020,1407.604,1687.506,1523.256,1652.739,1497.723,1506.071,2093.408,2258.206,1477.664,1758.130,1234.085,1099.744,1392.729,1404.286,3861.509,1286.228,1256.015,1235.143,1615.208,1792.093,1751.344,1421.891,1669.642,2440.969,1965.383,1779.942,1674.929,1836.639,1313.964
437,713.901,2509.736,1699.146,2118.416,1985.927,1968.845,1870.137,1903.549,1977.672,1701.563,1772.307,1954.592,1513.409,1576.389,1797.945,2180.713,1841.818,1761.834,1453.234,1298.103,1585.338,1303.670,1334.542,1472.389,1582.451,1186.478,1142.470,1488.657,1498.611,2350.430,1621.986,1602.071,1654.966,1590.688,1996.851,1407.893,1710.586,1420.966,1423.489,1699.033,1520.287,1646.868,1490.500,1507.896,2075.376,2258.930,1478.245,1758.558,1232.392,1116.835,1403.035,1402.148,3880.644,1295.690,1260.553,1229.013,1611.842,1785.766,1754.322,1424.183,1663.333,2467.998,1956.834,1773.737,1668.708,1833.533,1317.094
438,711.108,2510.176,1697.742,2127.579,1970.663,1959.800,1864.829,1906.719,1972.438,1700.138,1764.964,1942.933,1525.713,1578.747,1805.904,2184.283,1841.543,1768.941,1456.451,1300.957,1584.659,1312.130,1340.706,1468.849,1574.651,1182.966,1141.095,1488.246,1503.200,2348.809,1622.505,1589.332,1674.496,1589.314,2019.034,1406.446,1699.638,1418.521,1408.458,1705.402,1518.235,1655.392,1492.667,1502.658,2055.922,2257.258,1477.820,1757.044,1229.516,1112.849,1394.714,1397.380,3852.560,1281.334,1263.214,1239.742,1614.478,1798.966,1750.658,1424.067,1677.798,2466.438,1986.825,1773.405,1683.655,1837.302,1320.202
439,723.582,2515.166,1710.775,2119.640,1966.039,1964.437,1861.658,1908.600,1988.031,1689.904,1762.212,1944.557,1504.968,1571.400,1799.299,2183.597,1840.958,1777.663,1452.879,1285.955,1585.469,1311.195,1344.843,1470.402,1575.843,1186.247,1133.769,1487.215,1491.383,2325.982,1614.858,1594.565,1661.838,1590.551,2006.117,1407.020,1703.365,1416.499,1414.023,1701.660,1513.509,1651.083,1498.900,1497.923,2064.558,2251.612,1478.389,1752.610,1221.758,1111.134,1396.186,1398.215,3844.278,1289.932,1255.413,1235.375,1624.817,1780.051,1742.815,1415.981,1663.050,2487.004,1966.938,1766.764,1674.213,1834.137,1315.487
440,720.731,2511.907,1707.848,2117.221,1966.825,1958.150,1863.676,1889.387,1987.783,1699.240,1752.570,1955.917,1513.749,1576.853,1793.668,2176.345,1834.782,1778.493,1451.115,1285.921,1591.895,1306.040,1343.360,1464.643,1571.955,1174.832,1138.567,1485.485,1502.182,2325.420,1615.924,1602.056,1655.444,1590.673,1987.736,1405.405,1697.631,1436.303,1418.626,1697.478,1519.431,1662.681,1487.995,1507.840,2059.458,2245.914,1481.609,1737.071,1242.134,1111.375,1393.459,1393.880,3861.208,1295.428,1258.821,1239.473,1618.999,1778.425,1747.223,1426.784,1658.040,2481.922,1959.742,1761.487,1671.620,1837.858,1315.070
441,718.276,2517.429,1716.613,2127.807,1971.621,1963.013,1862.299,1894.076,1984.319,1693.769,1752.811,1925.627,1511.238,1565.333,1798.306,2187.672,1845.352,1767.865,1447.513,1286.568,1588.082,1313.556,1347.711,1469.504,1570.949,1178.383,1138.211,1484.696,1503.611,2304.091,1611.800,1596.357,1656.743,1584.451,1994.886,1411.962,1698.138,1414.087,1413.942,1700.430,1492.878,1656.258,1492.467,1513.386,2059.192,2258.860,1482.911,1724.121,1233.347,1107.032,1396.358,1401.964,3874.707,1287.942,1255.807,1240.413,1618.007,1795.700,1729.828,1426.170,1659.784,2462.884,1976.939,1778.043,1663.586,1840.006,1308.549
442,717.656,2519.887,1714.571,2138.415,1978.447,1968.973,1865.000,1894.091,1992.803,1695.178,1748.057,1939.885,1517.945,1581.295,1799.776,2188.593,1847.503,1777.033,1442.534,1294.681,1582.387,1310.659,1353.412,1465.689,1573.970,1180.021,1134.871,1493.357,1499.719,2299.407,1621.306,1600.232,1664.383,1599.324,1993.259,1413.764,1697.590,1416.768,1419.702,1697.122,1511.420,1651.517,1489.003,1508.401,2055.784,2258.718,1486.238,1734.266,1228.866,1121.522,1391.649,1396.534,3845.164,1297.218,1256.548,1243.622,1622.878,1774.516,1747.181,1432.685,1663.265,2475.789,1975.880,1788.328,1678.817,1834.124,1316.011
443,709.817,2518.048,1716.083,2126.288,1970.063,1974.032,1856.539,1882.733,1985.688,1689.451,1752.179,1926.066,1512.310,1586.273,1792.119,2189.936,1843.334,1767.010,1451.726,1292.230,1586.048,1312.217,1350.583,1472.803,1575.328,1182.614,1142.586,1473.051,1508.341,2292.989,1609.790,1597.453,1678.077,1604.372,1981.546,1413.934,1687.737,1424.166,1417.029,1689.620,1510.015,1641.771,1496.930,1508.608,2077.163,2250.454,1485.583,1747.110,1238.879,1109.585,1398.114,1395.945,3856.310,1292.912,1257.071,1241.847,1616.026,1791.391,1754.582,1429.449,1660.858,2504.166,1974.556,1769.001,1677.044,1837.541,1315.378
444,713.409,2527.011,1719.072,2121.431,1972.894,1955.386,1872.746,1889.123,1994.700,1689.620,1757.942,1932.377,1513.435,1585.670,1803.323,2174.254,1837.076,1775.703,1456.272,1285.346,1589.120,1317.921,1352.172,1475.022,1564.157,1178.346,1139.203,1480.405,1499.695,2274.970,1611.914,1596.365,1656.542,1595.530,1992.079,1403.961,1694.677,1412.877,1428.653,1689.100,1517.013,1655.745,1505.882,1513.996,2055.174,2264.586,1483.935,1742.619,1223.323,1128.383,1395.136,1402.717,3884.838,1287.985,1269.035,1240.854,1614.342,1781.828,1745.492,1434.859,1673.070,2491.531,1973.744,1778.487,1674.791,1838.176,1314.028
445,718.706,2517.294,1717.399,2121.983,1975.543,1965.950,1855.356,1881.429,2001.635,1695.693,1753.421,1915.718,1508.800,1580.543,1803.138,2198.365,1844.232,1773.799,1448.909,1291.273,1581.273,1309.491,1349.077,1474.835,1552.524,1179.181,1137.484,1490.831,1501.082,2267.082,1614.252,1601.541,1666.435,1590.678,1987.962,1404.957,1687.139,1410.680,1429.025,1705.987,1501.152,1642.386,1495.316,1512.706,2042.065,2260.163,1477.387,1731.344,1220.058,1124.376,1400.312,1394.368,3876.568,1284.092,1262.501,1241.463,1621.428,1794.696,1728.498,1423.514,1656.501,2483.671,1972.430,1782.040,1675.656,1826.663,1304.295
446,714.656,2533.492,1725.359,2105.930,1975.940,1958.850,1862.862,1884.713,2015.266,1690.605,1754.000,1924.076,1513.563,1586.164,1799.471,2181.988,1848.511,1775.076,1447.790,1288.272,1579.676,1317.447,1349.530,1476.259,1573.967,1178.968,1136.313,1495.662,1511.083,2262.451,1604.293,1592.349,1653.952,1598.655,2009.417,1402.395,1703.797,1414.842,1440.063,1713.842,1522.914,1654.406,1500.770,1509.293,2055.856,2273.966,1475.755,1737.450,1237.222,1119.771,1396.241,1403.249,3854.366,1287.301,1256.634,1242.907,1625.327,1783.583,1745.430,1419.499,1668.560,2489.155,1974.560,1780.033,1674.096,1843.588,1313.734
447,725.028,2531.475,1719.049,2114.634,1981.538,1954.846,1871.929,1893.873,2023.300,1695.171,1747.681,1923.158,1517.866,1580.142,1798.975,2201.860,1844.026,1775.848,1454.074,1299.830,1587.035,1314.409,1354.399,1479.254,1573.228,1180.636,1141.968,1488.626,1501.325,2241.103,1606.526,1603.507,1655.590,1585.882,1994.014,1410.061,1687.825,1426.279,1434.704,1712.915,1533.507,1651.269,1499.547,1515.564,2048.481,2258.664,1469.169,1725.852,1232.711,1126.917,1403.966,1400.464,3872.107,1288.484,1257.002,1236.655,1615.888,1801.771,1732.883,1418.080,1663.306,2474.268,1966.723,1788.074,1660.540,1841.969,1305.926
448,722.118,2546.976,1716.005,2123.704,1983.926,1964.582,1864.583,1895.476,2025.860,1694.706,1748.321,1940.048,1512.255,1571.681,1806.408,2203.112,1844.936,1785.508,1451.980,1298.772,1590.902,1314.440,1364.961,1481.709,1584.832,1182.165,1140.716,1498.021,1505.494,2232.128,1604.856,1591.518,1670.453,1585.250,1998.341,1407.624,1690.067,1414.783,1430.081,1711.627,1525.297,1651.610,1514.469,1507.275,2069.172,2242.851,1475.585,1732.114,1226.561,1135.467,1400.844,1401.141,3890.506,1299.330,1253.600,1238.577,1620.066,1795.038,1752.818,1413.042,1678.576,2500.558,1975.787,1770.250,1666.946,1839.850,1302.587
449,711.406,2549.021,1715.389,2117.701,1994.636,1968.806,1873.902,1886.343,2026.947,1704.054,1748.706,1941.119,1516.244,1568.185,1808.652,2208.525,1840.964,1773.307,1465.206,1309.134,1587.804,1315.490,1348.109,1474.340,1577.648,1177.986,1141.057,1488.852,1504.580,2209.902,1603.363,1592.963,1658.638,1596.654,1992.760,1407.524,1683.278,1421.225,1439.740,1722.475,1522.093,1648.460,1496.459,1508.000,2066.579,2240.971,1482.496,1722.035,1231.592,1128.210,1407.514,1399.835,3858.300,1294.172,1256.249,1240.681,1630.377,1802.998,1746.750,1415.596,1678.520,2507.804,1968.983,1773.516,1669.198,1835.656,1311.325
450,719.542,2546.571,1706.567,2127.863,1982.125,1963.151,1869.280,1875.794,2018.387,1702.322,1745.078,1936.766,1514.053,1566.016,1810.623,2215.073,1846.594,1775.217,1455.341,1297.651,1591.397,1313.573,1353.471,1474.670,1579.568,1183.215,1139.274,1485.463,1498.803,2207.399,1611.162,1590.979,1649.836,1588.818,2008.212,1407.118,1692.586,1429.272,1424.824,1720.858,1530.568,1648.554,1503.824,1509.494,2059.976,2237.541,1472.578,1737.498,1235.186,1129.272,1391.156,1392.170,3857.964,1292.772,1254.486,1239.545,1619.244,1801.698,1732.678,1425.173,1656.825,2520.937,1984.168,1767.815,1668.608,1839.480,1305.660
451,726.588,2542.578,1710.399,2108.974,1992.128,1972.656,1857.929,1888.241,2017.719,1699.318,1743.456,1939.078,1507.688,1570.193,1812.329,2229.021,1836.553,1775.083,1459.911,1294.306,1595.974,1315.184,1347.021,1471.301,1574.524,1172.217,1140.550,1490.233,1504.070,2200.817,1601.595,1605.520,1649.034,1588.104,2010.845,1403.486,1696.460,1425.089,1431.642,1709.872,1534.393,1646.716,1507.086,1504.306,2037.763,2235.486,1488.611,1722.403,1233.767,1122.615,1398.719,1398.248,3867.425,1276.975,1253.607,1236.036,1633.981,1792.886,1739.502,1413.993,1663.768,2522.070,1979.484,1768.752,1679.259,1840.183,1313.058
452,720.740,2542.250,1714.301,2110.031,2007.876,1967.449,1867.337,1884.917,2024.490,1704.275,1741.438,1962.560,1511.311,1564.307,1816.380,2248.375,1843.334,1765.528,1454.449,1303.525,1597.717,1314.956,1366.414,1474.417,1575.500,1175.326,1142.888,1494.643,1499.730,2189.007,1601.665,1598.684,1654.339,1589.901,2005.752,1410.665,1688.793,1431.311,1449.510,1728.263,1530.062,1656.163,1504.989,1505.573,2045.183,2256.669,1486.209,1724.789,1236.993,1125.884,1391.047,1402.306,3863.034,1283.751,1260.894,1234.556,1642.512,1803.773,1744.383,1428.598,1656.564,2512.924,1972.544,1773.195,1674.747,1836.046,1318.431
453,721.492,2554.771,1704.915,2098.773,2003.552,1972.144,1865.015,1884.404,2019.065,1697.569,1739.054,1932.839,1532.388,1568.424,1818.681,2218.955,1845.015,1763.211,1451.862,1304.627,1589.703,1313.281,1356.460,1466.847,1572.678,1168.520,1139.458,1496.058,1499.945,2173.410,1601.479,1598.891,1658.658,1588.852,2004.392,1414.372,1680.796,1429.209,1424.910,1713.750,1514.705,1651.550,1503.409,1510.955,2054.193,2226.010,1491.070,1717.448,1215.089,1120.635,1395.151,1401.119,3860.398,1280.298,1260.926,1242.651,1626.299,1805.740,1746.978,1419.379,1667.269,2527.224,1999.114,1768.396,1670.383,1837.607,1313.827
454,711.687,2564.518,1707.233,2107.231,2020.986,1973.678,1866.095,1886.069,2019.864,1703.387,1738.130,1937.683,1522.190,1562.198,1816.888,2232.340,1841.053,1771.565,1455.100,1299.711,1599.823,1320.630,1353.429,1470.014,1568.695,1173.893,1145.467,1494.853,1500.491,2165.334,1603.038,1596.457,1648.875,1593.186,1998.996,1406.546,1675.478,1426.126,1433.282,1722.877,1524.126,1648.203,1512.704,1511.031,2035.177,2240.823,1489.414,1718.322,1245.245,1111.706,1395.305,1405.017,3874.645,1294.742,1256.985,1237.272,1634.457,1791.653,1751.445,1427.789,1670.682,2523.906,1991.622,1760.810,1655.898,1832.593,1310.920
455,722.712,2563.697,1702.880,2106.047,2027.710,1975.998,1867.694,1881.316,2032.097,1704.443,1742.377,1949.961,1536.548,1569.345,1810.783,2255.042,1844.447,1772.605,1463.956,1303.859,1600.283,1315.376,1361.626,1475.889,1573.606,1173.734,1143.935,1500.150,1505.838,2160.484,1607.071,1604.180,1653.325,1597.588,1994.184,1405.601,1675.196,1432.381,1435.744,1733.440,1531.534,1642.557,1522.275,1508.801,2065.462,2236.938,1494.409,1724.912,1240.513,1126.535,1404.846,1397.542,3874.191,1295.258,1261.978,1240.786,1636.135,1802.677,1755.804,1418.415,1679.784,2523.357,1981.686,1771.269,1667.795,1838.109,1316.093
456,716.994,2563.321,1708.304,2112.555,2027.791,1976.230,1863.920,1875.194,2015.580,1706.386,1748.345,1944.050,1519.801,1562.824,1812.757,2227.413,1839.154,1772.561,1461.897,1295.532,1604.356,1311.670,1359.545,1480.737,1581.937,1170.725,1140.385,1494.166,1505.667,2145.117,1597.775,1595.567,1636.355,1581.648,2005.098,1409.224,1687.172,1428.004,1441.591,1718.561,1528.271,1645.271,1507.992,1519.064,2045.422,2236.762,1491.600,1713.562,1225.069,1120.831,1402.106,1403.725,3865.044,1290.001,1259.485,1237.500,1638.630,1804.692,1738.435,1420.601,1661.895,2519.843,1987.002,1779.363,1672.509,1834.486,1314.132
457,726.718,2559.682,1717.224,2114.405,2042.677,1969.608,1874.478,1879.084,2033.279,1693.032,1743.142,1963.662,1525.124,1574.148,1821.419,2245.693,1839.255,1784.919,1451.904,1298.837,1599.180,1319.757,1355.189,1481.801,1564.766,1172.490,1140.415,1503.729,1507.367,2134.621,1612.673,1600.138,1644.047,1588.126,1996.300,1404.989,1690.738,1430.805,1432.690,1717.277,1538.117,1647.312,1522.013,1505.609,2056.274,2214.589,1492.412,1721.547,1228.715,1122.744,1393.868,1401.800,3889.947,1291.144,1255.480,1237.680,1642.116,1809.446,1752.992,1426.459,1692.511,2526.688,1991.849,1789.325,1673.941,1829.093,1314.089
458,722.471,2564.712,1711.426,2108.697,2027.281,1982.089,1855.100,1882.213,2038.420,1693.249,1742.912,1949.440,1525.607,1563.517,1802.377,2236.713,1836.783,1771.576,1456.480,1302.624,1598.421,1310.683,1360.906,1474.936,1567.119,1168.249,1138.116,1491.251,1497.755,2110.968,1595.406,1596.562,1632.642,1579.226,2005.719,1412.607,1669.532,1420.656,1427.350,1715.986,1523.321,1643.718,1513.584,1514.133,2041.845,2218.150,1502.504,1729.883,1232.415,1125.503,1394.098,1397.793,3857.644,1285.409,1258.818,1233.735,1631.086,1806.825,1747.145,1416.587,1660.037,2509.789,1985.340,1775.369,1664.356,1832.027,1312.157
459,722.687,2551.757,1706.551,2112.693,2039.044,1968.002,1859.611,1883.550,2021.427,1686.169,1732.640,1959.020,1533.303,1560.894,1818.082,2229.224,1843.152,1781.599,1459.140,1302.915,1602.506,1315.175,1363.476,1475.854,1560.742,1172.124,1143.895,1494.752,1514.314,2113.817,1593.379,1600.662,1639.086,1574.866,2014.294,1414.988,1677.266,1425.812,1425.887,1726.580,1533.736,1647.836,1515.599,1510.653,2021.730,2217.893,1495.821,1718.385,1224.525,1117.461,1399.255,1400.323,3858.132,1290.016,1249.041,1241.248,1626.624,1796.974,1742.528,1414.538,1683.873,2514.680,2003.267,1782.151,1655.467,1826.517,1316.310
460,722.139,2565.208,1718.856,2124.073,2047.205,1990.345,1866.453,1893.587,2039.836,1696.822,1744.985,1958.665,1530.035,1558.280,1822.893,2223.856,1839.841,1793.643,1461.495,1315.350,1614.729,1322.085,1363.026,1484.454,1557.938,1176.447,1138.089,1492.052,1508.428,2102.622,1603.585,1600.490,1652.819,1578.583,2017.079,1416.609,1668.862,1425.296,1442.969,1713.448,1530.950,1646.014,1509.604,1502.466,2039.730,2220.530,1503.910,1708.198,1236.989,1133.865,1404.901,1403.372,3876.209,1287.226,1264.897,1242.126,1634.530,1804.594,1743.146,1421.450,1681.836,2539.965,2006.629,1772.143,1673.557,1838.564,1316.464
461,714.415,2555.955,1724.813,2118.040,2030.985,1978.467,1862.901,1875.880,2032.622,1685.526,1740.053,1980.125,1521.416,1556.385,1819.674,2219.123,1840.413,1779.264,1451.108,1313.353,1604.677,1315.493,1359.013,1478.582,1547.828,1164.851,1141.300,1493.964,1510.631,2096.554,1597.975,1600.605,1635.942,1569.109,2005.842,1410.442,1688.757,1416.680,1428.323,1713.809,1514.220,1637.240,1510.246,1502.285,2024.661,2212.240,1515.180,1708.287,1231.296,1126.175,1401.926,1405.562,3871.584,1285.669,1253.953,1233.487,1633.085,1800.785,1743.508,1413.764,1683.622,2537.981,1987.633,1784.353,1667.892,1836.086,1308.477
462,711.746,2553.424,1722.171,2128.322,2054.343,1982.987,1861.016,1875.600,2030.196,1686.309,1742.757,1984.189,1534.089,1558.428,1823.741,2235.294,1842.450,1770.308,1457.404,1308.357,1597.393,1319.418,1369.552,1477.937,1562.817,1171.252,1138.297,1498.838,1505.368,2078.849,1599.701,1602.742,1648.337,1585.411,2014.523,1415.162,1674.162,1440.427,1429.148,1727.400,1530.365,1656.370,1514.747,1512.657,2031.279,2215.715,1513.312,1702.661,1226.625,1122.984,1399.986,1396.606,3886.014,1299.993,1260.015,1234.012,1635.118,1809.169,1745.375,1432.436,1689.390,2532.948,1973.314,1762.634,1679.803,1835.021,1311.880
463,705.142,2552.224,1722.745,2127.806,2050.092,1976.767,1868.642,1878.666,2026.797,1694.140,1735.623,1977.188,1534.383,1550.727,1816.791,2240.290,1849.632,1778.276,1469.652,1313.950,1605.052,1312.375,1364.717,1470.774,1556.208,1170.634,1137.726,1501.970,1494.755,2074.938,1599.210,1607.521,1660.134,1578.186,2017.678,1412.238,1690.952,1412.298,1446.680,1728.971,1526.976,1647.692,1504.145,1495.025,2023.876,2202.684,1513.485,1706.001,1220.879,1126.508,1399.244,1396.684,3881.083,1285.158,1255.411,1236.270,1652.237,1808.232,1741.964,1433.352,1693.577,2547.274,1978.373,1780.562,1669.845,1842.488,1305.721
464,717.892,2550.533,1730.619,2137.864,2061.244,1981.099,1864.650,1872.116,2029.968,1692.910,1742.903,1993.490,1536.903,1559.460,1821.173,2229.407,1841.994,1781.838,1459.975,1305.839,1618.795,1311.967,1359.466,1481.336,1562.803,1172.467,1135.723,1499.641,1510.993,2062.999,1609.350,1615.649,1634.151,1566.262,2002.239,1408.785,1678.960,1438.944,1434.595,1713.663,1537.984,1649.602,1522.860,1503.132,2028.803,2219.279,1501.689,1716.655,1215.904,1137.340,1399.386,1404.619,3897.102,1292.161,1253.654,1238.341,1648.340,1804.943,1753.998,1427.189,1693.330,2542.039,1968.771,1785.110,1665.794,1848.585,1319.398
465,719.687,2557.388,1725.949,2132.454,2055.186,1976.204,1874.411,1882.216,2031.996,1684.770,1728.652,1985.380,1530.419,1562.256,1817.299,2226.123,1844.869,1784.117,1463.245,1315.360,1610.217,1317.609,1360.269,1478.555,1555.333,1173.965,1143.171,1502.301,1519.896,2047.094,1598.125,1607.555,1636.352,1572.026,2024.549,1405.858,1678.885,1426.415,1437.825,1717.478,1527.886,1646.556,1520.499,1493.533,2033.141,2206.984,1499.496,1722.846,1213.939,1131.830,1402.426,1402.603,3888.112,1283.740,1262.019,1240.428,1646.212,1807.685,1753.523,1420.550,1702.565,2530.288,1970.832,1770.479,1678.119,1835.260,1308.421
466,718.938,2558.549,1727.619,2147.029,2058.656,1983.506,1872.404,1869.883,2038.093,1686.425,1738.279,1998.209,1526.690,1556.714,1813.188,2234.009,1851.699,1791.969,1464.523,1304.439,1609.948,1321.228,1374.264,1480.332,1569.224,1171.046,1142.075,1502.976,1506.133,2030.210,1601.384,1611.892,1645.902,1572.708,2007.906,1421.862,1680.583,1424.837,1441.764,1716.755,1536.271,1644.711,1529.542,1499.469,2029.889,2216.740,1514.516,1698.506,1217.828,1125.156,1406.602,1398.824,3893.969,1291.619,1254.218,1239.245,1656.385,1807.367,1750.546,1425.580,1718.083,2525.307,1982.208,1777.104,1681.885,1837.085,1315.044
467,723.768,2561.475,1729.854,2131.745,2060.387,1980.628,1868.311,1862.877,2034.999,1700.657,1736.292,1996.260,1533.648,1569.562,1825.011,2245.361,1854.025,1772.412,1465.360,1310.404,1614.912,1316.526,1367.098,1485.350,1569.480,1175.369,1140.267,1498.996,1509.795,2030.555,1601.981,1607.889,1639.393,1574.675,2042.747,1418.228,1699.651,1423.789,1461.641,1715.057,1544.054,1651.162,1529.191,1489.030,2031.235,2211.897,1513.377,1718.987,1226.560,1113.172,1399.507,1408.408,3889.285,1293.332,1266.643,1235.648,1660.599,1820.074,1768.239,1442.649,1709.381,2546.767,1986.913,1777.781,1688.249,1837.457,1318.417
468,706.907,2551.077,1727.375,2127.295,2075.169,1994.472,1872.923,1866.265,2042.156,1687.204,1730.876,1992.199,1524.991,1559.941,1827.230,2249.729,1842.140,1771.579,1460.549,1310.512,1611.679,1321.641,1360.654,1479.215,1577.464,1166.437,1140.919,1501.175,1514.771,2021.914,1604.897,1608.322,1644.632,1567.092,2039.896,1421.073,1693.878,1420.118,1448.808,1738.257,1525.499,1648.091,1523.702,1488.555,2022.328,2208.566,1510.791,1705.835,1209.150,1119.190,1409.121,1407.751,3900.119,1289.402,1250.575,1227.962,1675.458,1823.705,1770.041,1425.487,1710.058,2549.617,1980.686,1792.077,1676.223,1835.559,1311.920
469,726.068,2560.450,1729.388,2133.023,2077.524,1991.944,1870.953,1873.863,2041.300,1688.238,1755.507,1990.346,1532.322,1555.267,1814.056,2269.823,1851.860,1781.065,1485.901,1302.260,1615.141,1310.772,1362.356,1484.933,1572.037,1174.166,1145.590,1511.303,1511.632,2007.281,1604.216,1614.425,1638.352,1580.114,2045.174,1418.130,1683.995,1419.247,1459.577,1712.409,1521.722,1644.912,1525.861,1494.906,2039.494,2207.162,1523.560,1703.700,1221.184,1121.727,1401.941,1408.488,3888.168,1283.116,1252.858,1239.509,1668.693,1821.427,1770.959,1436.156,1707.599,2535.146,1961.021,1786.759,1678.443,1846.142,1325.409
470,715.901,2555.896,1719.299,2126.584,2088.715,1989.632,1873.796,1875.522,2032.686,1685.921,1735.924,2005.547,1540.551,1549.457,1826.564,2263.896,1836.748,1779.596,1476.268,1303.563,1610.835,1315.900,1356.092,1483.383,1566.051,1170.292,1136.860,1505.329,1507.988,1986.972,1589.919,1619.920,1636.381,1575.206,2026.922,1425.753,1690.443,1423.728,1449.967,1733.083,1527.448,1651.619,1525.843,1484.271,2026.832,2209.516,1502.103,1706.005,1221.971,1125.839,1401.943,1407.452,3874.532,1282.778,1252.780,1235.684,1671.509,1813.057,1764.941,1424.527,1698.164,2509.314,1975.601,1768.892,1685.167,1837.060,1311.001
471,713.669,2553.821,1716.293,2137.573,2092.017,1988.329,1877.377,1857.536,2024.672,1687.127,1734.531,1985.206,1531.038,1557.013,1811.272,2259.240,1850.828,1784.316,1475.215,1308.908,1609.250,1311.579,1358.156,1482.120,1575.935,1169.053,1144.580,1511.356,1502.080,1985.708,1593.694,1623.397,1631.199,1563.252,2031.281,1422.990,1691.493,1410.892,1451.710,1726.614,1526.541,1645.724,1521.790,1481.518,2025.081,2198.140,1517.545,1699.224,1223.466,1114.859,1400.583,1410.528,3882.312,1270.953,1261.122,1239.160,1665.457,1827.924,1763.534,1428.220,1713.625,2523.956,1953.438,1785.070,1678.333,1832.506,1321.008
472,701.873,2556.095,1727.951,2138.830,2105.845,1980.544,1877.728,1874.596,2042.720,1679.677,1731.208,1995.864,1538.599,1552.082,1820.837,2268.027,1843.212,1786.352,1479.302,1317.762,1611.921,1317.865,1367.058,1493.949,1568.560,1169.672,1142.718,1498.796,1512.946,1967.252,1597.762,1617.517,1648.082,1572.903,2051.368,1426.754,1679.855,1410.945,1447.297,1703.603,1525.295,1644.777,1499.516,1486.666,2034.132,2195.617,1515.994,1683.628,1220.917,1127.259,1394.654,1409.780,3886.112,1282.863,1255.317,1242.284,1675.589,1817.636,1766.134,1431.471,1706.026,2531.107,1978.369,1786.933,1686.452,1834.569,1323.378
473,718.533,2548.620,1717.908,2126.052,2115.921,1977.241,1872.074,1854.701,2026.764,1681.967,1731.108,1989.229,1528.659,1546.932,1821.329,2252.155,1836.653,1771.761,1476.876,1308.025,1598.689,1311.368,1366.514,1486.455,1560.826,1166.588,1140.656,1494.972,1501.876,1960.480,1593.667,1610.356,1643.825,1563.298,2051.337,1411.496,1680.676,1405.844,1449.637,1712.878,1521.134,1634.026,1508.191,1483.717,2019.815,2193.167,1510.001,1696.904,1230.883,1120.150,1399.112,1404.558,3862.231,1283.287,1257.268,1233.760,1674.307,1817.140,1762.715,1432.975,1718.221,2528.761,1956.671,1778.466,1673.280,1829.367,1317.757
474,716.452,2561.549,1717.329,2130.045,2126.751,1975.296,1875.751,1864.428,2029.914,1683.913,1726.893,1996.134,1540.826,1554.060,1820.620,2289.542,1845.699,1778.606,1482.100,1310.541,1608.297,1310.636,1366.049,1485.041,1575.060,1173.873,1140.019,1508.667,1512.538,1951.495,1596.617,1633.999,1646.830,1568.005,2030.635,1422.770,1692.463,1418.710,1459.431,1697.491,1532.409,1647.133,1529.118,1481.905,2029.069,2197.552,1506.292,1685.883,1242.274,1127.308,1405.584,1417.589,3856.363,1281.196,1250.343,1241.985,1683.030,1806.005,1764.797,1431.513,1700.759,2515.562,1956.208,1790.908,1676.087,1837.307,1321.114
475,716.966,2550.978,1713.005,2136.123,2137.896,1990.194,1876.823,1849.785,2032.042,1688.924,1728.802,1993.714,1530.236,1559.291,1831.109,2285.049,1843.826,1785.268,1480.293,1304.940,1611.065,1313.838,1362.723,1478.670,1568.186,1173.748,1145.745,1498.885,1508.413,1936.882,1593.737,1624.447,1644.535,1568.284,2042.184,1424.959,1679.889,1407.215,1447.373,1678.570,1525.079,1649.416,1514.489,1474.453,2017.804,2197.123,1514.511,1691.056,1218.509,1114.449,1403.159,1411.585,3876.246,1287.311,1257.774,1238.040,1678.390,1815.725,1769.615,1432.468,1709.393,2493.327,1951.440,1783.902,1681.062,1832.725,1320.607
