 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
1,708.239,1618.645,1303.220,1411.930,1317.277,1527.343,1450.118,1420.037,1375.355,1213.194,1017.559,1223.256,1047.024,1419.806,1848.379,1340.492,1289.505,1383.927,1492.538,1403.063,1200.542,1972.764,1138.771
2,706.547,1617.769,1304.047,1406.173,1316.090,1521.738,1446.298,1417.383,1372.568,1216.473,1014.150,1221.617,1050.643,1430.547,1852.858,1346.061,1291.129,1371.508,1496.541,1408.395,1193.663,1963.374,1140.525
3,701.575,1620.896,1301.855,1404.404,1309.487,1521.089,1439.748,1417.880,1376.400,1209.385,1014.289,1213.991,1043.046,1424.737,1835.217,1337.048,1286.782,1377.266,1494.229,1394.079,1187.139,1957.487,1139.609
4,704.370,1622.670,1305.978,1406.163,1316.123,1525.769,1443.789,1416.299,1380.227,1215.647,1014.451,1227.454,1049.239,1426.666,1859.727,1341.369,1289.364,1371.534,1486.838,1404.965,1197.885,1966.221,1141.361
5,705.218,1618.420,1301.839,1398.519,1314.624,1524.866,1446.360,1413.878,1378.304,1210.749,1012.683,1217.746,1046.013,1417.682,1845.336,1339.073,1284.421,1385.813,1487.452,1393.028,1190.878,1960.548,1134.299
6,705.820,1622.298,1305.794,1403.851,1317.149,1528.057,1442.254,1421.099,1380.272,1217.153,1014.584,1222.709,1049.496,1424.695,1848.900,1343.101,1291.810,1374.700,1497.261,1398.966,1195.263,1965.511,1145.093
7,707.868,1622.683,1307.941,1408.941,1320.496,1528.822,1447.724,1421.867,1380.636,1221.646,1019.981,1225.952,1047.951,1422.212,1846.337,1340.281,1287.396,1385.852,1497.452,1402.026,1194.505,1970.457,1143.698
8,706.780,1615.801,1302.224,1401.930,1312.748,1520.901,1445.302,1414.884,1377.571,1210.453,1014.239,1222.864,1046.387,1415.870,1846.638,1339.398,1288.222,1375.973,1489.599,1397.552,1188.951,1953.703,1137.346
9,705.131,1623.376,1305.568,1399.797,1318.678,1526.964,1443.705,1423.867,1387.510,1214.177,1018.302,1221.043,1045.572,1417.988,1841.396,1340.993,1289.222,1380.819,1492.045,1393.611,1187.995,1962.164,1138.025
10,701.825,1620.382,1302.690,1397.312,1316.637,1526.328,1441.239,1416.764,1381.263,1212.726,1011.872,1217.614,1047.760,1412.326,1849.188,1338.000,1284.832,1374.094,1489.647,1399.686,1185.894,1960.963,1136.375
11,705.167,1621.260,1306.932,1402.918,1318.869,1527.174,1441.651,1420.394,1384.258,1216.338,1017.485,1221.004,1048.587,1420.717,1849.327,1341.044,1288.137,1379.969,1493.519,1396.069,1189.260,1963.212,1143.446
12,706.728,1624.678,1308.971,1404.893,1317.239,1524.717,1444.395,1424.625,1389.142,1217.337,1014.865,1221.307,1047.909,1418.515,1836.829,1343.435,1287.344,1378.963,1503.227,1400.632,1188.248,1962.033,1138.002
13,704.918,1621.437,1306.524,1404.128,1319.340,1519.680,1445.610,1425.795,1389.880,1213.736,1015.045,1223.700,1047.844,1415.908,1845.021,1342.102,1286.898,1380.850,1493.538,1396.543,1193.405,1969.355,1139.288
14,704.422,1618.565,1310.797,1400.012,1317.081,1523.842,1439.240,1420.453,1386.216,1218.055,1015.542,1223.129,1053.148,1412.618,1849.722,1340.564,1287.363,1374.189,1495.651,1400.284,1183.466,1958.174,1143.654
15,702.138,1613.798,1304.036,1397.029,1312.433,1511.665,1441.404,1417.826,1380.083,1213.158,1012.473,1220.597,1048.255,1413.590,1842.661,1329.161,1280.246,1376.381,1493.507,1393.349,1183.064,1962.338,1135.238
16,697.384,1619.537,1306.527,1396.709,1311.164,1526.770,1442.911,1415.154,1382.910,1216.774,1009.880,1221.238,1049.168,1420.396,1845.030,1336.929,1282.250,1372.387,1498.826,1396.814,1186.852,1965.714,1138.237
17,709.166,1622.533,1315.110,1406.712,1323.790,1524.783,1446.342,1417.896,1388.459,1216.982,1013.795,1220.872,1052.923,1411.622,1850.544,1342.115,1282.253,1379.208,1499.416,1396.874,1192.526,1959.383,1140.643
18,702.773,1618.172,1310.111,1403.458,1319.028,1518.757,1443.947,1418.347,1381.025,1219.659,1010.503,1220.270,1054.241,1417.064,1850.005,1342.072,1286.441,1377.599,1493.620,1400.899,1193.258,1964.456,1142.766
19,710.433,1613.726,1312.183,1407.355,1324.852,1520.307,1447.857,1419.227,1382.153,1218.090,1017.854,1227.066,1055.302,1417.076,1843.041,1341.559,1288.193,1380.951,1507.291,1401.179,1194.176,1961.471,1146.148
20,707.675,1622.714,1314.028,1405.689,1322.869,1528.300,1444.864,1418.683,1385.974,1219.177,1016.113,1223.611,1050.780,1418.274,1843.725,1345.123,1288.974,1377.885,1502.285,1398.766,1189.477,1962.389,1137.535
21,706.099,1625.547,1311.340,1399.527,1320.358,1522.821,1447.204,1416.091,1386.652,1216.031,1013.148,1224.143,1050.297,1416.946,1838.593,1335.585,1289.610,1379.594,1496.261,1402.399,1186.881,1952.987,1138.452
22,701.145,1621.067,1305.660,1398.827,1318.286,1521.211,1446.493,1413.606,1385.437,1213.473,1009.413,1219.218,1045.387,1412.469,1837.986,1340.619,1285.652,1373.531,1496.449,1395.015,1185.472,1953.142,1140.776
23,703.372,1619.734,1313.519,1402.672,1324.727,1520.766,1444.895,1416.610,1378.957,1213.200,1013.785,1220.335,1047.915,1417.029,1835.711,1343.068,1282.250,1372.994,1502.210,1391.506,1184.011,1962.703,1137.246
24,706.040,1615.738,1312.258,1402.995,1315.043,1520.103,1449.538,1415.245,1380.303,1218.228,1012.915,1219.582,1049.245,1411.230,1839.391,1341.240,1283.572,1374.262,1496.577,1393.330,1185.901,1957.449,1140.770
25,705.121,1616.771,1312.558,1401.806,1317.967,1519.165,1454.428,1412.239,1379.491,1215.816,1012.908,1217.481,1047.161,1418.839,1843.619,1338.592,1283.903,1374.804,1499.395,1395.336,1184.108,1962.366,1141.398
26,706.280,1620.012,1316.057,1403.517,1321.921,1523.089,1455.552,1420.234,1383.836,1217.437,1013.852,1220.167,1049.602,1416.996,1833.444,1341.227,1290.175,1381.849,1504.391,1398.357,1193.767,1956.158,1143.327
27,703.544,1621.468,1314.901,1400.047,1319.339,1526.171,1452.970,1410.323,1378.665,1220.106,1012.611,1216.721,1047.382,1414.239,1842.008,1341.449,1285.929,1379.100,1504.052,1398.766,1189.306,1954.551,1138.911
28,703.858,1615.958,1310.659,1394.348,1318.409,1511.687,1449.892,1406.895,1376.136,1212.124,1010.290,1217.879,1046.639,1409.180,1839.064,1339.413,1279.922,1376.234,1491.136,1391.616,1184.963,1955.199,1135.479
29,703.649,1614.168,1313.203,1400.920,1315.972,1521.931,1455.942,1411.191,1375.659,1216.449,1010.318,1217.476,1050.658,1411.702,1840.289,1340.415,1285.859,1376.509,1503.259,1402.067,1183.374,1954.529,1134.942
30,709.661,1613.477,1309.884,1393.887,1313.327,1518.805,1449.737,1407.356,1375.490,1217.302,1012.268,1215.616,1049.282,1409.642,1828.507,1334.874,1279.763,1370.331,1490.884,1393.979,1179.469,1954.904,1140.332
31,707.003,1617.216,1317.084,1397.116,1315.961,1525.519,1457.942,1413.400,1377.252,1219.634,1013.218,1222.296,1054.080,1411.875,1842.292,1342.244,1286.934,1376.186,1495.248,1400.771,1188.262,1958.071,1144.936
32,708.306,1619.097,1319.276,1394.493,1321.740,1518.573,1456.935,1417.317,1382.279,1217.343,1017.762,1221.132,1053.755,1410.869,1839.715,1342.054,1287.061,1378.401,1492.976,1397.227,1189.024,1963.525,1142.808
33,705.828,1607.683,1315.705,1395.739,1320.852,1520.112,1458.477,1413.949,1373.962,1218.932,1013.726,1220.716,1051.808,1417.749,1833.304,1347.901,1285.056,1369.470,1498.949,1401.417,1183.292,1955.023,1144.133
34,697.322,1608.509,1308.068,1386.326,1309.053,1510.224,1452.973,1407.190,1373.917,1209.812,1011.571,1212.385,1044.015,1398.942,1823.750,1331.292,1277.520,1371.071,1485.808,1387.693,1178.057,1945.977,1136.705
35,687.751,1598.870,1300.385,1378.633,1306.220,1497.723,1451.338,1400.847,1376.578,1201.864,1007.359,1211.757,1035.100,1398.384,1822.537,1325.847,1268.551,1371.362,1469.566,1380.651,1171.827,1940.860,1125.411
36,694.241,1598.990,1304.172,1377.769,1303.766,1509.816,1452.559,1407.882,1377.835,1204.088,1012.307,1202.106,1035.787,1399.982,1820.545,1320.955,1264.303,1375.559,1476.487,1382.048,1176.190,1946.172,1125.785
37,692.867,1606.970,1305.733,1377.969,1309.117,1507.700,1449.614,1407.133,1377.002,1208.034,1011.310,1211.537,1038.701,1397.951,1827.186,1328.643,1267.761,1377.788,1489.032,1384.317,1179.367,1950.556,1133.116
38,707.562,1613.903,1317.178,1387.261,1311.680,1516.846,1459.163,1408.485,1379.947,1220.813,1013.491,1218.621,1046.897,1402.399,1829.790,1339.084,1281.925,1380.953,1493.928,1393.756,1185.127,1955.212,1138.504
39,716.398,1631.879,1332.614,1400.035,1323.151,1521.083,1467.154,1414.768,1384.593,1226.751,1013.397,1230.107,1054.879,1427.562,1851.268,1350.138,1295.184,1377.221,1501.539,1407.164,1200.097,1972.095,1150.665
40,719.669,1635.203,1335.955,1402.002,1327.555,1531.219,1474.557,1407.264,1379.729,1225.485,1012.297,1230.012,1054.065,1424.696,1851.711,1358.690,1298.825,1378.043,1501.883,1405.859,1202.077,1971.857,1155.069
41,723.311,1633.436,1343.477,1408.044,1334.609,1534.795,1472.276,1411.154,1386.441,1233.614,1018.021,1239.117,1060.352,1429.065,1849.399,1362.868,1308.608,1381.442,1506.832,1408.105,1209.536,1968.731,1168.493
42,713.841,1632.098,1331.032,1400.443,1326.537,1527.929,1472.577,1411.591,1382.730,1226.014,1016.672,1229.959,1053.874,1423.133,1845.639,1355.309,1296.119,1382.806,1496.306,1405.630,1199.797,1961.738,1158.993
43,724.952,1633.975,1340.742,1406.064,1335.136,1529.596,1481.880,1413.313,1382.992,1226.920,1016.009,1234.295,1059.787,1427.890,1850.907,1358.031,1302.989,1383.909,1505.642,1406.218,1199.010,1972.194,1162.990
44,725.311,1635.839,1340.164,1407.939,1336.875,1534.890,1474.710,1414.761,1388.654,1232.733,1015.385,1230.018,1060.709,1429.758,1846.657,1358.687,1306.688,1384.438,1504.732,1409.087,1205.862,1968.260,1165.609
45,711.552,1621.181,1330.087,1394.349,1324.179,1522.271,1471.402,1403.333,1380.049,1220.462,1012.675,1227.719,1048.543,1413.477,1824.178,1348.172,1290.025,1390.325,1492.558,1395.652,1190.334,1958.479,1147.434
46,710.079,1615.690,1320.497,1387.345,1321.324,1522.798,1467.015,1412.841,1378.909,1223.230,1019.341,1223.814,1046.893,1413.738,1829.616,1345.016,1285.552,1384.186,1487.546,1395.832,1190.385,1953.417,1145.144
47,708.706,1618.436,1319.635,1385.497,1319.640,1516.263,1465.805,1410.481,1384.668,1218.469,1012.280,1225.138,1045.712,1415.505,1836.363,1344.821,1283.939,1379.715,1489.499,1391.926,1189.231,1959.717,1146.687
48,715.301,1618.019,1326.539,1394.171,1318.963,1524.120,1470.043,1402.114,1381.236,1223.484,1014.976,1226.457,1050.224,1420.070,1834.358,1346.483,1286.030,1387.442,1487.782,1394.499,1191.207,1955.895,1148.124
49,712.202,1628.734,1336.216,1399.026,1328.512,1527.657,1472.782,1407.408,1383.802,1227.735,1017.575,1232.388,1052.256,1421.852,1837.945,1355.476,1296.682,1387.702,1484.423,1402.509,1201.717,1963.657,1153.287
50,722.995,1626.446,1337.146,1399.053,1330.490,1532.095,1473.036,1405.322,1380.014,1228.412,1012.080,1228.599,1055.336,1425.710,1841.620,1358.880,1300.166,1382.776,1493.130,1399.928,1197.706,1960.175,1154.228
51,724.985,1642.615,1346.259,1408.328,1335.954,1548.410,1478.480,1404.032,1384.309,1231.481,1021.307,1239.781,1062.995,1432.206,1845.151,1368.753,1310.333,1386.900,1504.972,1408.782,1209.258,1977.475,1171.090
52,725.804,1636.087,1347.339,1407.275,1335.687,1532.115,1468.687,1411.765,1386.643,1232.135,1019.493,1241.984,1062.972,1432.353,1856.266,1374.120,1309.358,1390.330,1503.845,1415.276,1203.920,1971.222,1164.233
53,711.224,1616.211,1332.294,1393.570,1325.860,1523.434,1465.469,1407.012,1384.377,1224.698,1018.690,1227.272,1048.766,1416.768,1837.060,1355.824,1294.404,1389.657,1493.186,1395.357,1192.658,1966.406,1152.980
54,707.167,1612.936,1313.913,1380.849,1314.849,1513.533,1462.638,1405.441,1379.893,1214.779,1014.736,1223.548,1041.710,1407.450,1816.000,1344.471,1279.665,1382.202,1482.304,1387.262,1179.988,1954.729,1136.367
55,708.873,1615.516,1318.406,1388.714,1334.119,1516.256,1461.625,1400.090,1382.591,1216.201,1015.718,1220.016,1044.394,1419.397,1827.277,1347.421,1282.635,1382.718,1477.620,1393.168,1187.661,1951.899,1146.912
56,705.041,1611.594,1323.061,1383.700,1319.382,1521.796,1467.671,1406.616,1381.432,1216.143,1015.945,1221.019,1043.454,1411.031,1828.642,1338.687,1284.347,1387.046,1491.973,1390.964,1184.448,1961.622,1144.402
57,705.537,1613.682,1320.077,1381.618,1313.492,1517.360,1459.655,1401.666,1382.386,1217.245,1014.983,1217.927,1041.051,1418.058,1816.143,1342.129,1277.772,1380.245,1479.061,1392.193,1185.460,1952.865,1139.791
58,703.178,1610.785,1318.267,1385.746,1317.513,1516.029,1459.043,1397.777,1382.398,1218.082,1017.796,1223.816,1040.334,1415.423,1827.037,1345.638,1282.169,1383.096,1477.230,1390.848,1177.654,1950.488,1144.266
59,707.678,1615.527,1321.199,1386.180,1316.868,1520.309,1455.417,1404.559,1382.708,1218.750,1017.036,1225.128,1041.773,1424.463,1838.018,1347.124,1285.432,1384.903,1484.411,1401.482,1182.557,1958.927,1142.851
60,709.602,1612.741,1319.483,1388.616,1316.626,1522.143,1457.330,1405.530,1384.351,1217.712,1017.555,1222.715,1041.017,1420.009,1829.194,1343.216,1281.420,1389.251,1485.746,1394.828,1183.451,1956.451,1146.861
61,707.182,1620.499,1318.610,1385.084,1320.616,1513.549,1460.334,1402.679,1381.860,1216.716,1019.955,1224.303,1042.076,1413.584,1824.347,1345.023,1283.388,1384.192,1478.266,1394.839,1181.091,1951.920,1149.681
62,701.994,1607.337,1314.456,1380.181,1318.751,1507.674,1455.171,1401.095,1377.752,1208.570,1014.431,1218.553,1040.226,1412.515,1822.779,1340.424,1283.910,1386.013,1472.942,1385.980,1184.651,1949.400,1141.409
63,704.651,1614.353,1314.872,1380.110,1318.950,1512.414,1449.229,1404.161,1380.213,1217.170,1017.483,1217.084,1039.185,1416.203,1820.710,1343.411,1279.454,1383.337,1473.389,1388.799,1187.766,1949.465,1147.907
64,706.239,1607.943,1316.034,1384.380,1321.456,1516.447,1455.902,1405.669,1380.671,1217.048,1020.051,1219.741,1037.354,1420.413,1829.254,1341.319,1278.977,1381.850,1479.992,1387.483,1182.416,1948.190,1148.485
65,702.755,1613.324,1317.054,1382.914,1317.754,1514.443,1453.174,1403.367,1379.481,1216.047,1019.763,1225.630,1038.747,1420.529,1823.066,1339.912,1282.404,1384.118,1474.052,1385.777,1185.686,1950.422,1149.062
66,706.251,1607.673,1316.020,1382.270,1314.862,1511.697,1454.922,1403.911,1379.706,1215.353,1018.277,1218.459,1040.367,1420.662,1818.515,1347.129,1280.844,1381.265,1475.897,1387.996,1187.285,1953.022,1149.671
67,705.378,1608.551,1315.095,1382.523,1316.458,1511.642,1454.704,1408.528,1380.706,1219.277,1021.995,1217.830,1039.011,1424.826,1822.802,1341.647,1281.318,1381.565,1476.395,1390.842,1186.618,1947.390,1151.507
68,706.471,1606.876,1310.258,1380.607,1312.637,1516.917,1450.318,1400.815,1377.744,1215.575,1019.202,1219.077,1039.926,1426.946,1828.604,1343.506,1279.245,1381.127,1482.085,1385.005,1185.680,1947.141,1147.018
69,705.917,1616.608,1318.664,1385.063,1315.949,1519.118,1449.310,1405.061,1378.331,1213.672,1022.945,1221.442,1041.134,1430.463,1829.882,1347.379,1278.478,1379.876,1475.210,1390.408,1187.990,1947.575,1158.714
70,707.931,1618.460,1320.581,1387.474,1315.406,1514.400,1453.278,1403.243,1381.352,1219.934,1021.842,1215.279,1035.805,1423.066,1825.220,1342.417,1285.134,1380.106,1472.183,1384.906,1185.945,1952.207,1154.574
71,708.515,1618.794,1321.690,1391.000,1315.900,1522.308,1456.805,1409.984,1384.097,1221.257,1027.782,1218.301,1044.099,1426.004,1832.265,1348.326,1288.668,1379.389,1479.702,1393.511,1191.239,1954.107,1158.839
72,705.519,1615.856,1319.001,1385.827,1312.477,1514.676,1453.456,1402.751,1379.411,1217.692,1017.004,1216.229,1040.071,1417.314,1829.659,1348.274,1284.752,1377.767,1473.023,1384.329,1186.818,1944.743,1158.022
73,705.617,1607.796,1316.144,1387.726,1306.564,1512.519,1449.312,1403.161,1374.061,1216.722,1018.575,1214.120,1038.430,1419.146,1826.219,1342.976,1279.620,1373.440,1473.680,1387.174,1186.609,1948.892,1152.137
74,708.726,1620.412,1317.692,1392.262,1317.955,1521.252,1455.446,1408.975,1382.489,1221.200,1023.993,1218.030,1042.399,1427.199,1835.906,1346.344,1286.468,1385.106,1477.481,1387.938,1193.065,1951.298,1154.771
75,710.797,1616.921,1317.808,1389.755,1317.002,1509.196,1444.688,1406.035,1379.237,1224.434,1023.241,1217.310,1045.155,1422.725,1826.673,1348.925,1287.159,1376.746,1474.446,1391.182,1191.034,1954.859,1156.717
76,704.456,1614.473,1320.448,1390.496,1318.855,1513.542,1453.503,1407.260,1384.960,1223.624,1022.293,1215.531,1041.106,1422.713,1820.877,1350.429,1287.600,1384.419,1477.569,1386.551,1186.866,1945.412,1152.908
77,707.341,1614.809,1316.616,1390.274,1314.612,1513.153,1446.300,1402.434,1379.018,1220.772,1025.119,1216.922,1040.767,1427.065,1833.373,1344.368,1285.748,1380.161,1480.311,1382.556,1187.589,1955.690,1153.738
78,705.856,1611.145,1314.900,1388.868,1316.477,1512.289,1448.881,1403.590,1378.973,1223.828,1022.359,1214.898,1038.794,1428.870,1823.719,1344.947,1284.588,1374.416,1473.678,1384.451,1186.512,1947.770,1158.270
79,707.197,1613.157,1314.136,1389.290,1316.340,1514.919,1447.213,1400.333,1372.218,1222.307,1019.235,1214.286,1037.482,1427.391,1825.014,1349.724,1288.618,1378.983,1473.748,1384.383,1187.933,1948.812,1157.823
80,713.287,1610.504,1317.894,1389.983,1322.572,1515.709,1446.844,1406.710,1377.569,1226.055,1022.788,1216.552,1042.983,1429.209,1836.508,1346.934,1286.495,1382.443,1480.550,1385.122,1188.296,1952.094,1154.528
81,710.390,1620.139,1316.153,1393.995,1323.105,1506.526,1449.598,1409.297,1379.871,1227.644,1023.063,1216.662,1045.211,1429.985,1830.750,1351.602,1291.078,1379.141,1480.819,1391.412,1187.599,1948.555,1161.928
82,710.026,1619.777,1320.753,1397.977,1317.515,1515.261,1448.339,1404.227,1387.651,1231.324,1025.705,1218.992,1041.773,1424.193,1828.240,1347.075,1290.317,1382.129,1479.490,1390.185,1185.958,1950.195,1161.065
83,708.048,1619.203,1323.161,1405.817,1325.341,1515.385,1457.065,1409.416,1382.049,1233.231,1031.791,1221.819,1044.668,1434.011,1840.459,1352.218,1288.775,1387.675,1476.891,1388.682,1191.340,1959.619,1164.829
84,708.001,1611.528,1316.142,1394.369,1315.786,1509.650,1444.492,1402.883,1376.737,1229.415,1022.052,1212.150,1039.047,1423.874,1833.678,1345.646,1285.939,1377.424,1474.499,1381.409,1189.045,1944.914,1162.029
85,706.475,1617.135,1315.020,1396.503,1317.342,1509.795,1444.632,1403.125,1382.894,1231.936,1029.447,1216.910,1039.938,1437.846,1836.234,1348.856,1287.772,1385.222,1479.224,1388.130,1186.592,1952.356,1154.892
86,700.173,1615.374,1311.565,1397.058,1321.136,1508.544,1446.700,1405.944,1382.840,1232.348,1024.098,1212.616,1039.418,1433.864,1826.849,1345.680,1286.221,1375.965,1473.046,1390.956,1186.415,1952.487,1164.162
87,703.058,1608.453,1309.481,1392.844,1318.758,1499.497,1439.390,1404.479,1375.933,1228.233,1020.392,1212.238,1033.068,1429.398,1827.984,1340.187,1285.890,1376.859,1466.552,1381.437,1181.515,1940.605,1153.372
88,709.339,1616.677,1313.628,1397.846,1328.016,1506.688,1449.971,1403.214,1383.695,1236.733,1027.887,1215.371,1035.071,1431.289,1841.385,1349.088,1290.145,1382.218,1473.821,1389.648,1188.404,1947.008,1161.175
89,706.971,1615.401,1316.475,1397.529,1317.966,1505.620,1450.843,1402.033,1378.298,1230.549,1026.160,1212.403,1038.672,1429.651,1836.398,1340.672,1285.822,1382.213,1473.472,1387.170,1188.680,1945.198,1158.037
90,701.166,1617.667,1310.827,1395.946,1318.565,1507.704,1449.493,1403.536,1376.103,1231.183,1023.272,1211.232,1039.250,1425.912,1833.166,1342.124,1284.045,1371.015,1470.739,1382.781,1184.786,1949.582,1148.679
91,709.155,1614.042,1314.137,1395.930,1318.916,1505.934,1445.797,1405.291,1382.230,1232.284,1023.999,1211.384,1036.659,1435.934,1829.311,1341.231,1285.602,1379.952,1472.869,1387.207,1189.527,1937.652,1157.747
92,705.111,1611.310,1315.625,1394.115,1317.187,1502.524,1449.786,1404.359,1377.243,1232.562,1025.674,1212.693,1038.305,1435.757,1830.089,1344.089,1281.598,1379.236,1470.672,1386.331,1187.480,1936.348,1158.636
93,706.510,1616.925,1318.198,1401.064,1327.873,1511.825,1447.729,1406.801,1385.950,1236.422,1026.885,1214.697,1037.923,1431.093,1834.362,1351.776,1287.296,1382.964,1473.608,1394.115,1189.106,1941.244,1157.034
94,707.431,1609.836,1314.504,1397.548,1320.544,1502.984,1446.712,1403.609,1389.322,1231.622,1024.237,1212.501,1036.342,1430.478,1832.918,1347.395,1286.300,1385.016,1472.981,1388.796,1180.025,1946.776,1153.359
95,706.928,1615.448,1312.639,1391.742,1321.830,1508.208,1449.678,1404.641,1383.299,1229.554,1023.184,1211.966,1037.489,1433.271,1835.319,1346.984,1285.441,1381.529,1466.867,1384.973,1180.499,1943.658,1151.454
96,705.931,1612.055,1309.618,1394.190,1317.915,1505.345,1447.157,1404.832,1384.299,1228.146,1021.366,1208.951,1038.658,1434.764,1831.592,1344.913,1280.235,1381.819,1468.558,1385.277,1184.577,1941.703,1152.169
97,707.086,1613.565,1313.652,1397.400,1323.461,1496.138,1448.982,1405.978,1382.693,1232.144,1022.747,1209.444,1040.490,1433.325,1834.696,1346.917,1282.453,1383.210,1474.942,1387.452,1181.008,1947.327,1152.044
98,702.688,1609.179,1311.180,1391.420,1321.310,1502.433,1449.050,1406.626,1387.748,1230.163,1025.762,1209.236,1036.196,1430.690,1836.893,1347.274,1284.682,1380.788,1470.271,1390.230,1190.800,1934.002,1152.806
99,703.664,1614.299,1310.974,1391.895,1323.518,1499.721,1456.254,1409.728,1386.434,1230.196,1023.252,1208.070,1038.985,1431.084,1839.636,1341.593,1280.438,1388.442,1475.254,1382.911,1182.515,1946.746,1149.752
100,704.360,1619.279,1310.230,1393.581,1321.287,1504.021,1445.183,1407.358,1392.070,1230.343,1019.759,1207.112,1033.526,1435.697,1839.467,1341.009,1283.635,1381.055,1468.694,1384.166,1185.749,1942.077,1151.547
101,703.944,1604.970,1312.347,1386.574,1321.729,1497.080,1448.287,1403.453,1392.230,1233.608,1022.733,1208.015,1036.811,1434.468,1837.166,1343.590,1281.187,1385.191,1472.987,1381.842,1180.890,1943.399,1152.293
102,702.271,1610.519,1310.707,1391.383,1319.238,1500.762,1450.545,1401.340,1394.747,1230.632,1022.247,1206.361,1037.746,1435.613,1838.404,1346.139,1281.383,1386.195,1469.009,1387.496,1183.394,1942.477,1155.499
103,702.823,1607.360,1319.055,1394.943,1322.550,1501.558,1445.216,1401.281,1392.748,1229.755,1023.046,1208.950,1035.216,1434.127,1835.951,1346.541,1284.554,1387.173,1476.053,1382.588,1185.929,1947.340,1152.220
104,705.182,1605.247,1309.759,1385.671,1319.392,1503.438,1439.742,1401.872,1393.027,1223.586,1019.248,1206.540,1036.177,1436.597,1840.044,1343.518,1280.926,1383.971,1463.813,1379.245,1177.793,1936.867,1148.876
105,700.354,1612.182,1308.497,1384.350,1318.472,1503.007,1446.319,1397.980,1394.931,1230.599,1021.735,1201.078,1035.093,1440.259,1835.792,1346.427,1280.222,1384.152,1467.521,1378.969,1178.359,1932.797,1150.702
106,699.413,1612.055,1312.518,1390.898,1318.834,1502.765,1442.841,1408.628,1394.777,1227.945,1019.898,1205.431,1036.360,1438.838,1839.443,1347.523,1275.703,1388.993,1472.341,1380.911,1181.500,1944.147,1152.672
107,704.169,1613.010,1311.640,1391.815,1323.107,1499.383,1451.211,1407.730,1395.905,1230.668,1022.630,1207.811,1038.199,1439.854,1841.147,1349.364,1285.149,1394.497,1463.529,1385.811,1182.719,1954.357,1154.710
108,706.302,1612.893,1311.393,1391.342,1320.151,1501.107,1447.238,1404.287,1398.365,1223.799,1021.477,1203.704,1036.050,1443.316,1841.267,1346.641,1278.301,1392.235,1462.940,1381.242,1181.583,1941.154,1153.509
109,708.059,1608.292,1318.654,1389.464,1328.527,1506.632,1453.943,1410.337,1405.833,1234.433,1024.500,1207.994,1040.264,1447.131,1842.082,1350.748,1285.457,1394.601,1474.130,1385.289,1186.530,1955.159,1158.271
110,703.301,1611.708,1313.580,1389.025,1321.798,1492.220,1451.213,1406.439,1402.119,1231.818,1021.074,1206.618,1040.708,1442.549,1839.638,1347.980,1286.482,1397.344,1472.307,1382.749,1185.758,1949.290,1158.893
111,700.806,1612.840,1312.350,1390.261,1320.573,1501.592,1452.308,1407.691,1406.353,1232.290,1023.611,1205.380,1037.729,1444.941,1845.092,1353.014,1287.410,1395.657,1474.559,1385.527,1188.798,1950.147,1152.741
112,703.407,1620.863,1317.575,1391.301,1330.174,1498.577,1455.528,1413.200,1409.421,1232.633,1024.179,1214.232,1039.199,1452.681,1853.705,1353.624,1294.579,1399.926,1471.059,1388.151,1191.813,1961.833,1158.319
113,706.126,1619.888,1315.832,1391.429,1324.813,1505.645,1459.820,1409.642,1406.127,1234.775,1025.897,1207.266,1034.971,1454.166,1842.097,1352.400,1289.387,1399.490,1470.441,1387.205,1190.452,1950.964,1156.040
114,702.645,1615.350,1314.847,1391.709,1324.040,1503.442,1462.298,1407.744,1404.592,1230.245,1021.449,1205.650,1037.271,1450.246,1846.083,1348.017,1288.801,1400.870,1480.915,1383.253,1183.417,1954.852,1152.684
115,698.548,1607.934,1308.473,1383.804,1322.913,1501.829,1449.660,1409.392,1401.718,1230.934,1019.975,1208.397,1037.058,1448.470,1835.592,1352.026,1286.738,1396.766,1472.366,1380.896,1188.498,1952.284,1152.948
116,705.856,1612.875,1310.972,1391.276,1319.406,1498.789,1455.624,1406.459,1406.046,1235.195,1021.124,1203.388,1038.328,1455.891,1841.484,1354.184,1294.303,1397.995,1474.953,1383.123,1184.460,1952.559,1157.252
117,708.087,1610.881,1313.542,1388.167,1322.995,1501.494,1454.734,1406.217,1399.558,1231.606,1022.881,1205.289,1040.465,1450.326,1844.595,1347.395,1294.570,1399.290,1469.791,1384.326,1189.047,1959.067,1155.741
118,708.181,1617.404,1313.191,1390.001,1324.542,1503.260,1452.411,1411.228,1403.677,1229.566,1022.929,1207.380,1038.723,1455.126,1851.680,1351.146,1295.849,1404.486,1468.918,1382.862,1188.125,1950.102,1152.839
119,701.350,1615.621,1307.084,1380.072,1323.392,1495.902,1449.524,1405.597,1401.042,1227.823,1017.203,1200.771,1035.516,1449.673,1839.269,1347.323,1287.445,1399.023,1465.674,1380.816,1184.293,1953.841,1152.745
