 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
1135,733.630,1843.698,1405.756,1425.677,1467.350,1673.101,1618.931,1617.861,1505.872,1348.505,1065.497,1347.906,1126.425,1524.291,2162.395,1529.118,1397.127,1582.191,1553.995,1509.122,1197.341,2169.750,1225.166
1136,729.033,1848.986,1406.037,1425.150,1469.698,1669.154,1625.859,1614.599,1516.493,1349.976,1069.011,1350.470,1127.007,1525.256,2165.186,1532.533,1400.532,1585.935,1559.714,1505.660,1201.156,2164.652,1226.786
1137,733.639,1848.273,1404.899,1425.842,1467.265,1672.097,1614.875,1613.612,1508.271,1348.766,1067.377,1350.001,1124.560,1524.295,2159.750,1528.590,1400.749,1578.572,1551.759,1502.771,1200.570,2164.093,1220.531
1138,727.432,1848.456,1407.885,1425.589,1467.363,1676.505,1622.890,1620.266,1507.858,1351.061,1067.868,1352.678,1126.273,1519.250,2161.132,1532.525,1399.147,1576.813,1556.749,1511.701,1199.978,2167.696,1222.668
1139,730.693,1853.248,1405.568,1426.859,1468.260,1671.390,1622.333,1623.218,1507.134,1349.109,1069.669,1353.266,1128.672,1521.614,2159.437,1534.365,1396.946,1582.748,1556.271,1505.418,1202.499,2169.334,1227.569
1140,730.715,1844.414,1407.580,1424.543,1463.588,1670.329,1613.955,1620.320,1500.681,1348.130,1064.927,1350.973,1129.231,1524.318,2167.521,1525.865,1400.588,1581.042,1556.870,1500.147,1196.964,2165.274,1220.362
1141,731.135,1851.577,1404.409,1424.608,1462.219,1674.671,1620.933,1624.025,1506.464,1347.358,1069.845,1352.842,1129.692,1524.336,2165.287,1532.680,1401.411,1579.577,1560.875,1502.072,1195.809,2165.961,1219.744
1142,727.892,1846.817,1403.052,1418.920,1467.978,1671.870,1618.968,1621.648,1500.373,1347.671,1065.520,1348.578,1124.618,1520.989,2153.414,1526.406,1396.312,1576.231,1563.695,1499.859,1195.956,2159.604,1219.908
1143,722.818,1850.282,1404.439,1425.510,1460.915,1677.999,1621.486,1625.836,1501.633,1345.488,1065.160,1346.624,1128.467,1512.934,2161.369,1527.274,1398.287,1579.634,1551.811,1498.204,1196.492,2162.904,1218.436
1144,730.090,1848.120,1407.931,1424.470,1466.985,1682.959,1621.113,1627.869,1504.530,1346.542,1069.937,1351.425,1129.873,1524.050,2163.583,1536.031,1398.447,1582.618,1560.311,1511.406,1200.598,2161.084,1224.820
1145,728.618,1849.460,1406.622,1427.355,1463.679,1679.676,1622.189,1623.966,1510.023,1345.894,1065.407,1349.596,1130.899,1519.055,2162.072,1530.386,1395.561,1584.254,1552.764,1497.626,1196.309,2167.250,1219.733
1146,733.548,1842.396,1410.160,1433.425,1465.467,1678.945,1628.196,1625.442,1507.367,1342.385,1067.133,1348.876,1130.882,1521.677,2155.283,1532.682,1396.222,1577.262,1560.917,1495.687,1201.264,2161.084,1215.695
1147,731.383,1836.934,1404.076,1426.911,1461.201,1680.667,1626.646,1622.081,1507.260,1345.932,1066.593,1350.922,1126.314,1516.861,2154.847,1528.436,1394.614,1581.101,1556.156,1501.870,1195.133,2158.305,1216.882
1148,729.112,1843.451,1407.434,1429.242,1457.319,1676.543,1624.275,1629.645,1511.724,1342.931,1064.195,1345.418,1124.947,1520.017,2157.228,1533.742,1395.017,1578.458,1563.478,1499.828,1198.293,2161.869,1218.828
1149,725.961,1837.732,1403.134,1426.356,1453.771,1678.642,1626.833,1628.931,1510.265,1341.638,1067.438,1349.765,1126.683,1527.543,2161.254,1529.467,1396.473,1583.717,1556.713,1499.899,1195.262,2158.444,1215.246
1150,727.438,1841.873,1405.227,1431.138,1453.763,1674.775,1627.234,1631.944,1510.547,1340.394,1063.371,1348.147,1124.122,1521.622,2152.128,1532.072,1393.862,1579.517,1559.635,1504.661,1196.553,2166.012,1214.034
1151,730.649,1844.593,1407.944,1430.129,1453.679,1680.672,1633.303,1634.175,1518.832,1346.320,1067.115,1352.809,1130.882,1522.988,2160.667,1529.641,1397.777,1581.824,1559.898,1504.208,1194.946,2164.674,1220.596
1152,730.185,1845.186,1408.073,1434.120,1458.442,1682.895,1633.285,1632.456,1516.876,1344.785,1068.372,1355.777,1132.626,1532.375,2157.582,1535.205,1398.597,1578.735,1560.274,1500.479,1197.874,2160.660,1217.990
1153,730.452,1841.075,1414.519,1437.074,1456.735,1683.540,1629.983,1632.760,1519.550,1342.089,1066.978,1348.377,1133.884,1528.857,2164.634,1533.531,1401.873,1578.764,1564.691,1503.710,1197.156,2166.092,1219.584
1154,732.685,1838.250,1411.662,1441.120,1456.589,1692.434,1626.242,1640.110,1517.515,1347.983,1072.284,1352.857,1138.325,1525.095,2164.879,1532.516,1398.178,1586.030,1567.614,1508.493,1203.572,2171.492,1218.311
1155,734.048,1842.962,1406.360,1443.004,1456.475,1679.649,1626.150,1632.161,1524.051,1346.172,1073.075,1354.450,1134.185,1528.928,2167.097,1529.711,1398.492,1579.653,1561.797,1507.203,1194.574,2171.749,1219.313
1156,727.695,1840.622,1414.155,1443.071,1461.419,1677.162,1636.732,1639.600,1517.456,1344.143,1067.865,1357.149,1135.964,1531.323,2161.489,1530.462,1394.283,1577.601,1561.798,1497.786,1202.453,2170.246,1216.732
1157,730.372,1837.589,1416.042,1450.062,1456.230,1690.058,1632.653,1640.548,1522.385,1351.110,1067.012,1357.351,1138.668,1538.933,2162.899,1533.223,1397.391,1584.476,1561.002,1505.429,1198.540,2182.125,1216.210
1158,725.549,1827.492,1403.973,1440.421,1452.565,1675.674,1630.090,1631.813,1517.851,1344.608,1059.406,1352.198,1129.240,1524.556,2151.111,1524.079,1389.476,1574.220,1556.237,1505.167,1198.555,2168.747,1210.484
1159,732.511,1837.424,1413.742,1447.513,1457.998,1682.822,1634.215,1630.801,1519.294,1347.003,1066.458,1351.348,1130.105,1530.505,2155.300,1531.643,1391.001,1578.929,1568.634,1507.876,1199.320,2168.779,1214.049
1160,730.126,1840.323,1410.683,1453.933,1456.735,1683.225,1636.645,1638.143,1525.843,1344.954,1066.651,1357.892,1132.156,1536.834,2165.074,1528.251,1395.287,1582.984,1570.900,1506.744,1202.821,2173.661,1216.321
1161,734.010,1838.588,1411.359,1456.373,1454.719,1687.046,1635.024,1636.013,1527.680,1348.568,1069.534,1360.259,1137.827,1537.313,2155.054,1534.266,1398.135,1587.761,1564.642,1501.921,1204.645,2173.825,1219.037
1162,729.398,1834.695,1400.790,1451.261,1452.549,1688.872,1623.632,1634.353,1520.530,1342.406,1064.064,1351.994,1132.078,1528.385,2158.188,1524.405,1390.538,1577.965,1566.994,1503.292,1199.547,2168.946,1213.364
1163,730.786,1839.068,1411.335,1459.036,1453.750,1682.608,1637.847,1634.502,1518.606,1348.202,1068.177,1357.976,1129.167,1531.437,2158.455,1528.236,1390.578,1585.401,1570.249,1497.547,1203.244,2169.604,1214.196
1164,728.106,1840.451,1406.857,1454.994,1450.632,1691.886,1631.022,1632.494,1521.552,1345.353,1062.419,1357.776,1126.832,1533.948,2167.753,1523.685,1390.507,1586.060,1566.583,1500.266,1202.604,2167.480,1207.669
1165,725.503,1834.547,1411.493,1454.245,1447.466,1689.758,1636.756,1636.592,1518.365,1343.078,1064.699,1354.101,1128.569,1534.078,2154.060,1527.771,1392.545,1580.597,1565.322,1498.692,1203.697,2173.655,1211.705
1166,735.843,1840.603,1412.543,1463.348,1452.021,1690.555,1630.406,1643.759,1522.661,1350.052,1069.387,1362.506,1137.024,1539.938,2157.068,1527.002,1393.697,1589.455,1562.519,1508.035,1208.987,2176.964,1214.232
1167,734.019,1835.609,1409.296,1462.497,1451.348,1693.925,1635.382,1641.672,1521.029,1345.807,1067.759,1359.940,1137.184,1542.309,2160.520,1527.477,1393.086,1585.670,1568.581,1499.581,1203.406,2172.940,1209.107
1168,730.347,1825.489,1414.354,1457.937,1448.517,1685.476,1633.073,1632.376,1511.848,1341.026,1065.504,1359.390,1133.062,1542.637,2154.050,1524.569,1388.302,1580.987,1563.578,1499.896,1201.772,2171.489,1212.318
1169,734.056,1839.227,1411.257,1461.849,1453.367,1688.416,1633.945,1636.706,1517.041,1344.710,1066.912,1361.689,1131.470,1545.662,2161.114,1532.602,1392.148,1585.907,1572.052,1496.964,1204.601,2172.505,1213.810
1170,725.615,1834.202,1411.556,1461.550,1447.719,1691.274,1632.810,1638.261,1514.766,1344.771,1062.233,1357.828,1129.711,1543.492,2147.335,1523.165,1389.624,1583.453,1571.294,1500.883,1200.478,2170.410,1210.932
1171,730.078,1847.073,1415.027,1463.582,1449.095,1686.976,1634.252,1634.427,1515.645,1345.749,1065.771,1361.878,1133.215,1550.795,2156.350,1529.457,1391.729,1582.386,1558.083,1498.110,1204.296,2168.320,1217.226
1172,733.556,1845.880,1415.732,1472.274,1450.492,1690.110,1639.576,1639.103,1516.488,1345.342,1065.148,1363.385,1133.482,1549.162,2166.502,1527.134,1395.334,1592.381,1576.455,1503.962,1210.135,2184.723,1216.904
1173,733.791,1841.766,1417.665,1465.182,1450.308,1688.543,1633.932,1641.161,1523.614,1349.456,1066.028,1359.482,1136.340,1556.742,2157.605,1529.246,1391.040,1584.295,1569.672,1501.226,1207.337,2176.699,1220.956
1174,728.819,1839.427,1415.065,1469.753,1449.481,1686.579,1634.954,1637.259,1513.774,1352.429,1065.992,1363.036,1130.968,1556.818,2153.530,1525.596,1388.107,1589.597,1571.981,1503.984,1206.835,2180.834,1214.652
1175,727.732,1842.511,1410.864,1469.387,1446.854,1692.068,1630.890,1635.492,1514.553,1346.896,1062.596,1361.215,1135.520,1564.144,2163.785,1525.328,1389.878,1590.725,1568.773,1498.918,1210.988,2169.223,1216.248
1176,731.826,1844.594,1418.726,1478.383,1450.543,1694.615,1635.256,1640.009,1522.509,1355.048,1068.302,1369.599,1141.162,1565.015,2171.437,1527.864,1399.823,1592.334,1581.507,1506.653,1216.345,2188.331,1221.458
1177,728.598,1843.928,1414.261,1479.201,1444.964,1694.212,1643.145,1628.981,1517.206,1353.318,1064.020,1363.941,1141.457,1561.804,2163.260,1530.407,1395.581,1588.957,1577.498,1506.650,1210.161,2185.892,1218.151
1178,729.370,1838.856,1414.613,1479.575,1449.232,1694.066,1641.401,1632.861,1515.211,1355.217,1065.296,1362.720,1138.097,1558.714,2155.493,1524.719,1395.463,1585.539,1578.429,1506.988,1206.525,2190.376,1218.510
1179,728.900,1836.809,1419.135,1477.208,1450.824,1687.211,1633.563,1630.295,1516.511,1350.513,1061.167,1361.504,1138.266,1554.915,2161.239,1523.968,1389.543,1590.957,1566.903,1501.619,1209.444,2186.535,1215.000
1180,728.851,1836.479,1406.569,1473.942,1439.086,1687.188,1625.491,1621.229,1516.372,1350.849,1057.809,1355.987,1132.463,1548.442,2150.874,1513.900,1385.944,1578.727,1575.419,1498.350,1201.251,2172.947,1208.425
1181,727.424,1837.229,1415.335,1478.909,1442.497,1687.664,1631.484,1630.292,1514.423,1358.213,1065.068,1365.216,1136.414,1558.224,2157.526,1524.046,1389.996,1589.951,1574.616,1499.850,1201.011,2184.769,1212.159
1182,732.738,1836.539,1416.392,1478.460,1443.181,1687.990,1624.631,1627.472,1509.091,1355.978,1059.925,1361.238,1135.912,1556.040,2155.615,1517.640,1392.205,1585.320,1562.026,1500.190,1204.127,2178.393,1214.566
1183,728.484,1824.873,1413.547,1479.647,1437.282,1688.723,1629.017,1625.191,1508.912,1354.959,1062.767,1360.499,1137.545,1555.752,2157.184,1516.799,1388.127,1585.138,1565.794,1495.024,1197.868,2185.131,1212.829
1184,727.748,1834.979,1415.679,1480.546,1445.624,1690.009,1626.722,1631.538,1509.751,1355.301,1062.393,1363.444,1140.228,1554.238,2157.352,1519.851,1388.601,1591.021,1573.503,1500.821,1206.291,2182.514,1220.100
1185,731.365,1839.101,1419.076,1491.219,1442.096,1693.800,1631.490,1638.613,1514.959,1360.721,1066.706,1367.122,1143.289,1558.234,2167.437,1523.431,1395.984,1593.871,1572.693,1504.264,1210.842,2182.736,1213.634
1186,727.544,1837.845,1416.287,1484.040,1445.073,1693.913,1626.714,1632.181,1515.822,1356.845,1062.572,1361.967,1138.455,1554.042,2162.885,1515.802,1390.235,1589.505,1566.019,1502.461,1209.816,2187.823,1212.185
1187,728.873,1839.313,1414.942,1488.306,1446.352,1687.520,1627.642,1630.548,1514.323,1363.025,1062.182,1367.051,1138.033,1568.986,2161.397,1519.337,1395.204,1591.183,1573.685,1501.753,1209.554,2188.126,1215.169
1188,727.900,1833.328,1416.779,1489.940,1445.676,1688.506,1634.267,1630.505,1514.410,1358.857,1062.091,1366.535,1138.258,1566.824,2173.801,1521.276,1394.413,1588.196,1565.751,1504.326,1215.727,2188.049,1213.949
1189,730.203,1837.195,1417.370,1499.159,1443.415,1697.750,1634.256,1628.616,1510.708,1361.215,1062.148,1372.992,1138.106,1566.959,2164.030,1520.518,1397.918,1590.944,1574.874,1505.771,1217.865,2191.464,1216.615
1190,731.906,1838.833,1416.208,1499.062,1452.278,1692.026,1629.537,1629.137,1515.267,1361.252,1066.572,1369.062,1137.749,1567.615,2162.621,1522.869,1394.940,1595.073,1573.740,1506.481,1210.788,2195.071,1213.866
1191,730.365,1836.271,1419.552,1493.799,1448.028,1695.286,1629.169,1630.825,1515.391,1365.585,1066.082,1366.760,1142.462,1566.161,2167.348,1514.005,1394.727,1592.926,1577.616,1506.242,1215.649,2200.592,1214.816
1192,732.045,1826.848,1414.495,1495.649,1446.499,1692.948,1625.639,1620.140,1515.514,1367.683,1061.935,1366.153,1136.723,1561.119,2157.878,1512.450,1393.023,1591.277,1564.845,1499.789,1211.693,2189.740,1210.731
1193,732.783,1824.888,1420.192,1498.869,1448.021,1693.000,1626.467,1625.658,1510.693,1368.333,1063.507,1357.839,1140.021,1561.018,2160.377,1519.080,1393.640,1585.269,1574.932,1502.329,1216.877,2185.239,1210.578
1194,729.902,1835.396,1409.931,1498.271,1443.407,1689.008,1621.621,1620.420,1513.611,1364.440,1062.847,1365.128,1137.514,1554.895,2161.156,1518.742,1391.234,1589.626,1570.338,1495.742,1213.373,2177.312,1213.691
1195,734.038,1840.157,1417.900,1504.277,1448.013,1693.969,1629.882,1631.589,1516.296,1370.877,1066.763,1369.370,1137.370,1557.960,2163.796,1519.920,1400.629,1595.849,1569.977,1507.323,1219.085,2189.168,1216.115
1196,724.264,1825.851,1411.500,1498.848,1440.896,1682.390,1623.863,1619.120,1509.927,1366.762,1064.101,1359.369,1135.226,1554.314,2160.521,1516.553,1393.096,1590.848,1566.871,1495.267,1212.865,2180.952,1205.666
1197,729.646,1831.650,1412.227,1502.442,1442.390,1684.724,1628.382,1624.668,1511.428,1364.862,1064.192,1358.454,1139.235,1562.404,2167.280,1517.471,1394.420,1595.808,1572.211,1499.855,1217.833,2189.988,1211.428
1198,729.827,1818.061,1409.517,1495.467,1441.619,1686.870,1622.197,1619.984,1506.135,1363.650,1058.974,1357.909,1133.834,1554.894,2156.284,1516.093,1388.249,1595.727,1565.006,1497.332,1213.622,2184.839,1208.945
1199,730.378,1823.226,1417.325,1503.311,1448.048,1685.335,1630.509,1621.128,1513.826,1367.355,1065.757,1364.976,1144.424,1559.343,2153.344,1514.849,1395.775,1599.026,1568.407,1504.388,1221.647,2193.276,1215.925
1200,731.667,1826.027,1415.302,1507.315,1448.244,1689.111,1632.266,1624.466,1514.984,1368.751,1065.270,1364.551,1142.745,1562.495,2162.816,1519.585,1401.346,1607.454,1567.219,1500.359,1219.229,2200.728,1216.573
1201,720.297,1828.977,1414.812,1499.441,1442.259,1686.709,1626.953,1620.248,1507.611,1363.266,1057.538,1358.806,1140.475,1554.737,2155.450,1512.279,1396.340,1602.913,1564.130,1493.458,1207.527,2189.185,1204.642
1202,733.348,1825.745,1416.097,1505.782,1444.846,1689.195,1625.125,1616.146,1508.109,1361.486,1058.570,1359.718,1134.748,1558.908,2154.349,1512.401,1396.312,1598.922,1563.656,1496.587,1212.334,2184.898,1210.364
1203,730.931,1821.542,1419.767,1508.600,1448.276,1694.851,1636.624,1615.506,1513.666,1371.902,1066.519,1367.510,1144.109,1560.696,2165.960,1516.347,1397.934,1605.944,1566.101,1505.150,1216.941,2190.022,1208.475
1204,729.189,1820.527,1419.725,1501.203,1447.068,1699.732,1636.847,1609.432,1506.597,1364.186,1058.351,1361.793,1140.434,1560.373,2161.728,1509.722,1395.596,1605.665,1571.818,1496.942,1214.883,2190.227,1206.748
1205,733.447,1827.900,1424.050,1510.844,1452.125,1699.539,1638.076,1620.613,1509.486,1366.834,1063.305,1371.503,1143.200,1560.791,2158.271,1520.235,1396.156,1605.485,1569.005,1498.788,1226.207,2200.069,1208.950
1206,730.026,1824.115,1423.185,1506.341,1445.760,1697.922,1629.889,1618.452,1507.119,1367.068,1063.342,1365.087,1139.355,1547.336,2167.851,1514.736,1392.402,1604.493,1566.342,1492.522,1212.153,2199.527,1206.752
1207,735.204,1825.375,1425.792,1509.363,1451.834,1697.690,1637.057,1620.289,1512.244,1370.148,1067.299,1365.732,1143.737,1560.112,2166.001,1516.188,1403.549,1607.268,1575.084,1505.397,1225.728,2211.899,1214.001
1208,728.818,1819.791,1417.138,1507.569,1450.905,1694.098,1638.950,1625.978,1512.455,1364.625,1060.465,1365.445,1140.665,1557.352,2160.209,1514.138,1400.387,1611.740,1563.334,1504.456,1219.599,2202.114,1217.124
1209,724.783,1821.790,1419.352,1503.804,1442.318,1693.191,1631.879,1622.201,1512.970,1364.321,1063.513,1362.280,1138.881,1556.035,2163.968,1512.364,1394.036,1605.870,1559.109,1494.180,1214.477,2184.407,1204.446
1210,734.834,1824.355,1423.408,1509.173,1447.073,1697.701,1639.353,1622.621,1511.645,1367.282,1066.522,1367.033,1142.098,1558.911,2171.750,1515.314,1397.350,1612.731,1566.273,1500.016,1224.776,2203.540,1211.683
1211,730.311,1822.367,1418.414,1508.047,1446.439,1699.725,1628.726,1624.406,1510.273,1367.124,1063.905,1361.213,1138.576,1548.083,2162.605,1511.988,1395.827,1606.076,1567.144,1500.095,1215.485,2203.135,1206.810
1212,729.945,1823.562,1419.319,1509.705,1442.909,1697.309,1637.107,1625.520,1511.036,1365.619,1067.677,1359.282,1138.065,1550.009,2159.608,1511.049,1394.687,1612.188,1565.663,1498.175,1228.908,2210.159,1211.672
1213,732.493,1821.641,1428.494,1511.285,1444.461,1697.991,1633.831,1622.403,1507.022,1364.781,1069.606,1362.626,1142.791,1558.807,2162.058,1518.551,1407.645,1615.499,1571.328,1499.690,1218.593,2213.192,1209.822
1214,729.841,1812.702,1418.641,1515.867,1439.143,1698.090,1631.402,1621.580,1506.064,1360.563,1065.708,1360.018,1140.750,1555.187,2168.762,1512.951,1391.085,1608.836,1567.475,1500.088,1222.292,2211.796,1209.731
1215,730.970,1818.123,1425.410,1513.387,1451.900,1714.236,1638.022,1630.497,1507.538,1369.641,1068.860,1357.579,1139.790,1554.007,2161.187,1513.290,1397.583,1620.329,1569.159,1505.386,1227.849,2219.174,1207.902
1216,730.596,1820.740,1420.359,1509.311,1443.097,1699.326,1632.581,1633.429,1506.537,1360.494,1065.302,1360.137,1139.229,1563.717,2167.662,1505.260,1399.446,1611.981,1561.342,1503.671,1220.624,2221.679,1204.790
1217,723.974,1814.095,1419.553,1510.450,1443.424,1699.143,1624.495,1622.363,1510.669,1361.697,1064.300,1357.522,1134.909,1557.593,2159.897,1508.087,1395.081,1606.972,1565.029,1497.440,1220.274,2219.301,1206.801
1218,733.147,1817.048,1420.270,1513.313,1454.045,1715.664,1631.566,1630.071,1507.692,1366.241,1067.628,1361.099,1139.311,1557.144,2170.588,1512.015,1396.340,1621.736,1567.861,1508.354,1225.094,2225.768,1212.298
1219,730.234,1813.746,1422.342,1506.971,1444.414,1710.216,1629.239,1630.043,1510.574,1365.538,1063.219,1358.951,1137.512,1552.913,2159.699,1507.759,1397.356,1615.871,1561.160,1498.305,1224.569,2215.545,1212.779
1220,729.519,1817.678,1424.420,1518.443,1450.431,1716.840,1633.751,1631.434,1509.596,1366.445,1069.203,1361.184,1138.572,1555.691,2169.077,1510.267,1396.623,1617.502,1566.859,1501.479,1226.593,2231.890,1212.944
1221,733.744,1816.852,1427.221,1513.517,1443.359,1728.421,1633.256,1629.417,1509.436,1368.815,1068.395,1362.107,1142.506,1556.643,2165.768,1511.627,1398.144,1624.165,1566.135,1506.434,1227.586,2230.710,1213.478
1222,731.300,1817.085,1425.878,1516.445,1439.671,1716.186,1628.427,1630.594,1506.617,1366.841,1066.684,1361.214,1140.480,1552.058,2176.842,1510.948,1399.530,1616.022,1566.080,1511.641,1224.542,2233.447,1215.130
1223,730.382,1814.594,1422.827,1516.851,1446.631,1714.039,1630.522,1628.389,1511.543,1367.294,1066.123,1359.373,1138.051,1560.006,2172.504,1507.538,1400.303,1619.307,1567.761,1507.659,1223.908,2236.578,1215.202
1224,727.962,1815.913,1428.571,1518.063,1448.155,1719.313,1630.248,1628.824,1509.693,1369.905,1069.872,1359.313,1140.881,1559.536,2181.528,1509.441,1401.664,1625.403,1565.038,1512.119,1228.083,2242.055,1214.424
1225,727.591,1822.886,1423.852,1523.062,1447.588,1715.831,1628.219,1631.224,1512.665,1366.870,1067.521,1359.368,1138.237,1554.646,2179.385,1504.209,1406.297,1622.809,1573.314,1516.539,1225.869,2247.720,1213.372
1226,727.283,1819.329,1420.138,1516.884,1443.543,1715.958,1629.626,1624.647,1511.376,1367.493,1066.127,1357.083,1137.576,1555.766,2175.809,1502.755,1398.182,1616.633,1569.516,1511.611,1227.578,2243.450,1208.737
1227,730.159,1817.887,1425.535,1524.995,1441.235,1718.643,1632.342,1629.533,1510.043,1369.195,1070.864,1364.792,1142.406,1556.420,2179.984,1502.629,1402.299,1621.854,1564.688,1509.839,1226.511,2248.890,1220.262
1228,724.148,1810.541,1422.503,1521.248,1443.663,1712.017,1625.547,1627.107,1511.722,1367.917,1064.685,1358.331,1139.838,1555.096,2171.095,1505.382,1396.394,1616.916,1565.882,1506.301,1226.113,2245.081,1215.291
1229,728.469,1813.896,1421.822,1528.723,1446.073,1719.680,1624.776,1623.855,1512.906,1368.486,1067.867,1359.425,1138.278,1556.085,2179.153,1506.450,1399.151,1617.540,1568.395,1506.700,1227.013,2251.175,1214.789
1230,725.939,1815.889,1422.749,1522.715,1446.236,1716.635,1627.293,1624.882,1513.243,1368.576,1069.936,1357.323,1139.832,1553.729,2177.173,1501.749,1400.599,1619.999,1570.693,1511.228,1222.772,2256.059,1214.976
1231,732.431,1813.978,1417.348,1527.937,1438.666,1706.696,1622.961,1629.675,1515.669,1369.917,1067.919,1358.850,1140.051,1558.456,2185.705,1502.544,1401.305,1618.417,1566.876,1507.277,1229.687,2253.331,1217.227
1232,733.941,1822.411,1427.099,1528.459,1446.004,1719.748,1628.426,1629.384,1514.343,1368.424,1069.724,1358.887,1146.135,1554.903,2186.714,1504.856,1407.647,1621.078,1571.463,1514.733,1228.411,2265.876,1215.130
1233,732.128,1815.926,1422.963,1531.453,1444.272,1724.683,1620.852,1631.312,1514.842,1370.608,1069.852,1363.326,1145.142,1561.498,2184.414,1507.140,1405.636,1619.964,1568.811,1515.280,1233.047,2262.593,1212.750
1234,727.698,1823.120,1427.734,1525.845,1448.285,1719.578,1629.212,1630.758,1510.890,1368.701,1072.411,1362.862,1147.658,1565.808,2188.670,1506.144,1405.583,1621.124,1569.750,1514.580,1226.593,2267.599,1218.748
1235,728.589,1812.753,1421.079,1522.403,1437.672,1723.364,1617.464,1618.374,1507.307,1364.121,1066.753,1359.417,1144.427,1558.482,2184.059,1502.931,1400.261,1612.901,1565.621,1509.813,1221.750,2260.300,1211.843
1236,727.827,1805.870,1420.785,1522.149,1438.630,1717.440,1618.690,1618.669,1510.570,1370.192,1068.870,1356.961,1144.987,1552.323,2179.318,1499.044,1404.080,1613.315,1570.588,1507.578,1227.974,2259.104,1212.055
1237,733.203,1818.923,1423.482,1521.283,1446.251,1717.969,1617.643,1623.010,1503.980,1367.032,1071.273,1356.310,1139.069,1550.507,2178.247,1502.071,1399.052,1612.784,1570.181,1508.269,1223.529,2255.314,1212.058
1238,734.154,1814.279,1419.200,1520.654,1442.187,1711.684,1619.889,1619.197,1507.717,1366.258,1066.842,1355.737,1142.439,1551.727,2179.327,1495.214,1398.487,1614.844,1568.569,1514.572,1222.331,2258.930,1219.874
1239,728.948,1814.167,1422.978,1518.243,1449.118,1719.907,1617.185,1620.674,1509.892,1366.052,1065.727,1357.832,1142.971,1557.057,2180.083,1495.643,1399.874,1616.660,1558.073,1509.573,1221.886,2262.945,1210.978
1240,729.816,1806.220,1419.368,1516.455,1445.946,1721.593,1612.359,1614.075,1509.884,1361.958,1064.377,1353.162,1140.727,1558.480,2175.211,1495.942,1398.868,1612.425,1562.943,1511.194,1224.175,2260.972,1215.138
1241,730.280,1810.656,1420.709,1526.106,1447.264,1708.888,1619.064,1622.401,1512.630,1365.764,1069.123,1355.933,1143.493,1555.243,2183.192,1497.202,1397.868,1623.581,1565.962,1509.812,1225.948,2263.019,1213.893
1242,731.760,1820.365,1427.311,1526.061,1445.044,1722.832,1621.354,1627.345,1514.031,1367.013,1071.613,1358.232,1145.176,1558.399,2185.592,1500.610,1399.045,1621.111,1569.433,1520.660,1230.228,2275.132,1219.165
1243,731.084,1809.724,1421.688,1519.217,1435.896,1719.161,1615.491,1623.840,1512.021,1366.660,1065.936,1356.613,1139.433,1555.100,2181.450,1492.881,1396.288,1616.394,1570.328,1508.666,1226.177,2275.049,1212.527
1244,733.408,1818.712,1420.726,1519.291,1441.403,1716.940,1617.269,1619.964,1504.637,1367.110,1066.344,1354.964,1142.378,1562.083,2183.007,1492.700,1396.072,1622.787,1572.833,1515.256,1231.184,2268.167,1217.267
1245,730.759,1820.357,1419.014,1525.662,1443.552,1724.314,1615.473,1625.977,1514.757,1368.393,1068.314,1356.761,1142.218,1560.127,2181.105,1496.430,1398.139,1628.869,1568.944,1518.388,1227.827,2273.772,1217.147
1246,730.283,1818.559,1422.559,1523.704,1444.179,1723.346,1614.867,1624.585,1510.490,1368.596,1065.516,1357.249,1142.765,1558.703,2184.944,1500.474,1399.006,1625.330,1570.620,1520.026,1230.623,2270.140,1218.030
1247,733.723,1816.029,1423.089,1524.165,1455.600,1723.958,1623.038,1631.771,1516.260,1373.820,1073.839,1359.060,1144.483,1564.431,2193.105,1499.675,1403.223,1626.726,1578.542,1525.638,1231.995,2274.481,1218.095
1248,734.085,1815.598,1421.360,1523.411,1445.806,1725.272,1618.587,1628.804,1509.874,1367.313,1073.659,1358.309,1144.520,1560.712,2179.972,1494.102,1401.647,1627.465,1573.377,1518.341,1231.746,2269.468,1222.318
1249,732.087,1814.385,1422.565,1520.339,1449.083,1727.847,1620.485,1628.582,1515.040,1366.583,1071.408,1355.216,1142.372,1559.238,2185.903,1494.614,1398.893,1621.667,1573.791,1520.139,1228.047,2266.689,1216.648
1250,729.990,1822.912,1423.197,1525.599,1444.199,1720.814,1611.208,1625.622,1505.153,1367.989,1069.414,1356.037,1140.395,1557.795,2188.861,1496.147,1401.126,1618.239,1575.597,1520.850,1230.367,2267.099,1222.183
1251,728.451,1809.214,1421.082,1524.040,1442.916,1713.400,1608.680,1624.823,1509.063,1365.146,1067.166,1353.238,1140.954,1555.275,2186.417,1492.251,1400.244,1619.690,1573.259,1518.248,1223.002,2267.273,1218.336
1252,731.403,1815.737,1414.203,1518.119,1443.639,1716.082,1612.309,1629.250,1508.008,1364.072,1065.968,1358.587,1143.563,1554.436,2180.583,1480.574,1393.195,1621.385,1566.788,1515.097,1225.480,2268.764,1219.445
