Cell 0,Cell 15,Cell 68,Cell 71,Cell 76
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8808.162036742604
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9293.961837424182
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8757.417896536042
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10564.485264447405
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10397.635656448252
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9796.2255051575
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9230.162033262777
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8697.367115781222
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9132.433518443651
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8605.382741539728
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8109.309015161619
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9839.0702313667
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10357.89932865092
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9758.82316171592
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10141.209877312747
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9910.162027655475
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9337.403243315963
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8798.30461494889
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10112.966713483142
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9528.288007366922
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9862.416910861682
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9292.461837436551
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8756.005787172686
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8251.079033523829
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9587.171795943863
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9033.39445676033
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10519.509678880775
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10368.786047311147
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9769.072185068908
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9415.538008296662
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8871.848559654944
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8742.179615411696
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9435.290937821279
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8890.441332939126
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9645.658123586583
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10355.692297419118
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9986.956948897221
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9946.447183606268
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9371.55461022185
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9735.574138470132
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9173.075119671019
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9665.141521863423
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9106.782151467673
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8581.239187051317
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9191.063400772686
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10786.930575113112
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10162.639564636038
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9575.040936668895
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9021.976488104483
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8501.418875209518
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9507.471601288575
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,11472.313381961423
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10807.741121816509
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10182.227455099515
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9593.477459954367
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9039.330003586385
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8517.750906324844
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10644.935459096509
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10356.85245365955
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,11415.842679302083
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10754.588778504805
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10881.80069151831
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10251.93448577471
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9659.08683441335
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9896.414957456334
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,10194.382728436782
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9604.917889547529
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9050.097581622595
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8875.735278372893
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9653.717693832625
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,9096.029221868841
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8571.118093384775
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8077.0580388650615
380.82462112124983,287.3444114821102,-431.4872408098975,313.1252819017521,8647.433522442976
380.82462112124983,376.0621513439789,-431.4872408098975,313.1252819017521,8148.8881163977485
380.82462112124983,683.2677987137486,-431.4872408098975,313.1252819017521,8718.917896853514
380.82462112124983,666.9523085534785,-431.4872408098975,313.1252819017521,11982.273338693776
