Cell 197,Cell 356,Cell 363,Cell 370,Cell 371,Cell 375,Cell 385
-2851.495578345625,179.00439249709547,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8997.381871250456
-2851.495578345625,175.3017405616323,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8719.982456099218
-2851.495578345625,171.93043322689599,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8164.249543761825
-2851.495578345625,253.19155596069447,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7645.297881568792
-1919.9177063473203,242.85017119051568,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8552.938510131104
-1862.8903631397584,312.561611438374,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8008.261261899603
-1928.5988586084961,680.5450362117941,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8079.529328585566
-1950.065166998061,631.9612965295108,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8727.149448314847
-2009.9794730687875,587.7251520126664,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8170.942414881844
-2065.911601443017,547.4475035445887,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7651.547881593323
-2118.126200555732,510.77416411758406,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7166.529813283471
-2166.870340717083,477.3825934521144,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,6713.612819318361
-2212.3744906748775,446.9791208972201,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,6290.671899689652
-2254.8542265989395,419.29635143640854,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,5895.723655952057
-2294.510720362356,394.09078531658736,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,5526.915060754556
-2331.531227822721,371.1408038879312,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7572.805205503023
-2366.0910419471165,459.9493966287359,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7092.998562994876
-2398.35398109336,431.1059521322857,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,6644.948268267617
-2428.4723890100017,404.84359281158305,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7253.749051907041
-2456.588843820686,380.93139215558006,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7239.903348727698
-2482.8368904460176,359.1589925006516,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8184.304231340537
-2507.340064041071,339.334957081395,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7664.025420704795
-2530.214575542241,321.28487794080775,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7178.181180516701
-2551.5688233859964,304.8500331568655,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,6724.492702173563
-2571.5038817901263,574.9337092869309,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,6300.832055979528
-2590.1137448943614,535.8007141261583,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,5905.211448958045
-2607.4867916041107,500.16967205059046,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,5535.774924070579
-2623.7050531685945,467.7270759837119,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,5714.4843974282285
-2638.845189743333,438.18761709087426,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,6864.220730065718
-2652.979222812017,411.29156026760705,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8811.57230020869
-2666.173802764636,386.8023942861293,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8268.792024640885
-2678.4914296005973,364.5046040121712,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7742.920928826944
-2689.990208788097,344.20217504366343,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7251.8550089308565
-2700.7248278266156,857.1612451422782,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,6793.290554006081
-2710.7460679656697,792.7726960692837,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,6365.076196856674
-2720.101048345436,734.1460487862813,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8565.799838306582
-2728.834202559242,680.7657393342861,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8682.906284078701
-2736.987034512943,632.1622242616025,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,8129.627473313441
-2744.598118424922,587.9081354090245,330.57047224785225,2.548832698910199,-473.36535348827215,108.44423717074238,7612.967315035651
-2751.7030988260904,547.6140684841022,330.57047224785225,2.548832698910199,-473.36535348827215,203.24313528339175,7130.502469392071
-2758.335911263,510.92586699671955,330.57047224785225,2.548832698910199,-473.36535348827215,195.46653973137737,6679.969752780069
-2764.5278057353535,477.52071600913854,330.57047224785225,2.548832698910199,-473.36535348827215,188.32789884883846,6259.25588394135
-2770.308079117872,447.1048533176663,330.57047224785225,2.548832698910199,-473.36535348827215,181.77482921640816,6134.170434231664
-2775.7043193009185,419.41082287065456,330.57047224785225,2.548832698910199,-473.36535348827215,175.75934194567728,5910.5263903851555
-2780.7419169092514,394.1950333622777,330.57047224785225,2.548832698910199,-473.36535348827215,886.48492638003,7652.5962214411875
-2785.44455358327,371.2357440723992,330.57047224785225,2.548832698910199,-473.36535348827215,822.6603456648876,7473.599150426158
-2789.834690260262,350.33098967128296,330.57047224785225,2.548832698910199,-473.36535348827215,764.0713603045832,7878.372101233563
-2793.9330788931534,331.29690175281524,330.57047224785225,2.548832698910199,-473.36535348827215,710.2886490386143,7763.358428907157
-2797.7590065911368,313.9661219204604,330.57047224785225,2.548832698910199,-473.36535348827215,660.9179247838346,7622.994170543755
-2801.330783900912,298.1862148732162,330.57047224785225,2.548832698910199,-473.36535348827215,615.5971270174547,7139.86575067882
-2804.665012384822,1145.7805045578043,330.57047224785225,2.548832698910199,-473.36535348827215,573.9941024412578,6688.713405158136
-2807.7775611833413,1055.5644411298688,330.57047224785225,2.548832698910199,-473.36535348827215,535.8038583997517,6886.7261012477975
-2810.6833228744517,973.4214366922246,330.57047224785225,2.548832698910199,-473.36535348827215,500.746487684994,6452.327662042869
-2813.3959693330244,898.629201214017,330.57047224785225,2.548832698910199,-473.36535348827215,468.56494075353766,6046.680199513282
-2815.928195871438,830.5298367535037,330.57047224785225,2.548832698910199,-473.36535348827215,620.3321120540323,5667.880393339067
-2818.292209520827,768.5244663643649,330.57047224785225,2.548832698910199,-473.36535348827215,578.3406597692998,5314.151876325753
-2820.499240749834,712.0677409317042,330.57047224785225,2.548832698910199,-473.36535348827215,539.7939094038533,6850.397976105217
-2263.3425077682,660.66313946507,330.57047224785225,2.548832698910199,-473.36535348827215,504.4091766503258,6418.403833784724
-2302.4345484119854,613.8585745672561,330.57047224785225,2.548832698910199,-473.36535348827215,471.9271841822153,6015.001488451449
-2338.9284445492344,571.2423641140346,330.57047224785225,2.548832698910199,-473.36535348827215,442.10977283567735,5638.298361972964
-2372.9968036001796,532.4396912151333,330.57047224785225,2.548832698910199,-473.36535348827215,414.7383452131442,5286.527852779834
-1816.6755198293492,497.10939986856965,330.57047224785225,2.548832698910199,-473.36535348827215,389.6122787693682,6982.035671934369
-1885.4557926126186,464.94063802709496,330.57047224785225,2.548832698910199,-473.36535348827215,366.5473694150406,6541.329127235932
-878.5217201592191,435.65056877986075,330.57047224785225,2.548832698910199,-473.36535348827215,345.3745192610196,6129.791039683226
-1009.6572169587471,408.9815627352634,330.57047224785225,2.548832698910199,-473.36535348827215,325.9385159152867,5745.4907452061725
-1132.0766493880565,384.6990617904997,330.57047224785225,2.548832698910199,-473.36535348827215,731.2545900267119,6354.852564004048
-763.3598560202516,362.5895039362776,330.57047224785225,2.548832698910199,-473.36535348827215,680.1638951832247,6270.406762891364
-902.1496496219727,342.4584616845722,330.57047224785225,2.548832698910199,-473.36535348827215,633.2643621703043,6480.091334026835
-1031.714711866126,324.12884153153664,330.57047224785225,2.548832698910199,-473.36535348827215,590.2119968702092,6072.606469146288
-1152.6680798562554,307.4395717016575,330.57047224785225,2.548832698910199,-473.36535348827215,564.4790884257865,6158.846703859764
-889.3112708378401,292.24367954035483,330.57047224785225,2.548832698910199,-473.36535348827215,527.0694229456352,5980.1977773773515
-1019.7296045582522,785.188162464066,330.57047224785225,2.548832698910199,-473.36535348827215,492.7285133648572,5605.798361845407
-1141.479603400179,727.2402261108509,330.57047224785225,2.548832698910199,-473.36535348827215,461.20471175097384,6270.33400898483
5649.455512669226,674.4778976088643,330.57047224785225,2.548832698910199,-473.36535348827215,432.26687798264254,5876.7319566587685
