Cell 0,Cell 1,Cell 2,Cell 5,Cell 6,Cell 8,Cell 12,Cell 48,Cell 50,Cell 53,Cell 55,Cell 56,Cell 58,Cell 64,Cell 68,Cell 72,Cell 74,Cell 90,Cell 102,Cell 104,Cell 214,Cell 277,Cell 280,Cell 281,Cell 285,Cell 293,Cell 295,Cell 310,Cell 319,Cell 326,Cell 327,Cell 328,Cell 330,Cell 334,Cell 341,Cell 349,Cell 446,Cell 448,Cell 452,Cell 456
283.6209418098243,1321.1699515953867,223.45670771107734,280.7255675084595,9654.548857095646,549.3229725704008,-951.5797950867313,-975.8789770403887,-151.96319938274877,198.84469993614428,-409.91713593039697,-257.44517854171977,285.0134850503932,-694.4165163906505,-70.03394064844875,262.5046968736929,394.914194579345,1895.6181426799697,13450.583513900347,1444.251334093129,2049.72639431431,3742.0279587797013,387.05944783453583,62.80520377826155,147.7381444969274,-569.5745003506062,5559.526552361793,218.49364207085492,296.8520566874275,10602.507060066888,7105.98088833179,2411.9870259007293,2734.7998971908714,8532.189413213722,26.61842986032019,223.85493538873249,184.4469345676953,107.6788553508478,469.53036963083747,439.72839280375126
283.6209418098243,1305.988434101889,223.45670771107734,280.7255675084595,9353.449246817128,762.2082402571041,-842.0401807220001,-975.8789770403887,-151.96319938274877,198.84469993614428,-409.91713593039697,-185.11107543655714,285.0134850503932,-694.4165163906505,-70.03394064844875,262.5046968736929,394.914194579345,1777.2721967492844,12719.047353563275,1349.363525300677,1886.5160805577277,3410.7105863610486,3342.566158588979,62.80520377826155,147.7381444969274,-569.5745003506062,4946.093426461079,218.49364207085492,288.5721492961277,10052.471942851489,6624.49404349553,2286.121549193055,2511.0108271213076,8083.383262969365,23.157107235967715,223.85493538873249,177.55127399398296,100.31101886757897,841.7339623990308,376.46948177896775
283.6209418098243,1291.5003980052293,223.45670771107734,280.7255675084595,8716.08694021708,748.019152424556,-847.7111403265853,-975.8789770403887,-151.96319938274877,198.84469993614428,-409.91713593039697,485.3282246594586,285.0134850503932,-694.4165163906505,-70.03394064844875,262.5046968736929,394.914194579345,1794.297098900994,12025.999475924351,1260.8864825294097,1737.62241601705,3096.7853032405337,3114.924801406856,62.80520377826155,147.7381444969274,-569.5745003506062,4375.216454321557,218.49364207085492,280.68445382669387,9418.887026877908,6173.124387937577,2166.9677423108483,2303.0359665710266,7658.22945636437,19.94354918755953,223.85493538873249,171.15829897978057,93.35283512122233,821.6719517859476,317.8675531681064
283.6209418098243,1277.6741050263763,223.45670771107734,280.7255675084595,8122.75686031166,734.775804399321,-853.0885208227782,-975.8789770403887,-151.96319938274877,198.84469993614428,-409.91713593039697,434.0668744874759,285.0134850503932,-694.4165163906505,-70.03394064844875,262.5046968736929,394.914194579345,1683.1203423425652,11369.414490282372,1178.3867341388825,1601.7895414203235,2799.339511790536,4456.5800734313225,62.80520377826155,147.7381444969274,-569.5745003506062,3843.9417784229663,218.49364207085492,273.17035455609937,8824.320662822778,5749.987644202924,2054.167450962379,2109.758128002241,7255.482387935813,16.960021188327893,223.85493538873249,531.6802501801345,86.78152273820878,802.6913009765493,263.5797114639402
283.6209418098243,1264.4794038002499,223.45670771107734,280.7255675084595,7570.417014904239,722.4150858257516,-858.1875199648387,-865.0035486859448,-151.96319938274877,198.84469993614428,-409.91713593039697,386.34324387869543,285.0134850503932,-694.4165163906505,-70.03394064844875,262.5046968736929,394.914194579345,1579.8101628438392,10747.374427815168,1101.4605936422042,1477.871826978738,2517.5079776631997,4154.272456562214,62.80520377826155,147.7381444969274,-569.5745003506062,3349.522328361308,218.49364207085492,266.012212323837,8266.36953054416,5353.318187187315,1947.3821741759461,1930.138493020438,6873.960905345467,14.190059005635767,223.85493538873249,499.4723025932473,80.57557445393974,784.7337213998295,262.82934525428414
283.6209418098243,1251.8874857351138,223.45670771107734,280.7255675084595,7056.235372736322,710.8782808797343,-863.0224810148189,-370.10736453956827,-151.96319938274877,198.84469993614428,-409.91713593039697,341.91319221939096,285.0134850503932,-694.4165163906505,-70.03394064844875,262.5046968736929,394.914194579345,1483.8099197860947,10158.061905641862,1029.7314741594055,1364.8239846921244,2250.4713649467276,3872.227290843639,62.80520377826155,147.7381444969274,-569.5745003506062,2889.401707567061,218.49364207085492,401.95084417886676,7742.779235670789,4981.460743355513,1846.2911111749086,1763.2119737023488,6512.546844536064,11.618373333549592,223.85493538873249,469.61219442084155,74.71465793065177,767.744098312732,212.5933223908548
283.6209418098243,1239.8707629422715,223.45670771107734,280.7255675084595,7582.274436814821,700.1103968819282,-867.6071979183527,68.17034980254876,-151.96319938274877,198.84469993614428,-409.91713593039697,300.54936356302966,285.0134850503932,-694.4165163906505,-70.03394064844875,262.5046968736929,394.914194579345,1394.6025233314147,9599.754267447637,962.8483625386704,1261.6926454980846,1997.4526961264323,3609.08568955828,62.80520377826155,147.7381444969274,-569.5745003506062,2461.200521429722,218.49364207085492,388.692451581093,7251.432590852917,4632.863066522114,1750.5906730964389,1854.7759416432086,6170.180146918813,9.230770637874684,223.85493538873249,441.92881359806955,69.17960812802148,751.6701245892333,166.05555696739893
283.6209418098243,1228.4029903063702,223.45670771107734,280.7255675084595,7067.273946988195,690.0602253329247,-871.9545490937079,-29.941223443834343,-151.96319938274877,198.84469993614428,-409.91713593039697,262.0402100678176,285.0134850503932,-694.4165163906505,-70.03394064844875,262.5046968736929,394.914194579345,1468.2216631259926,9070.821630358667,900.4838051963625,1167.6078143508164,1757.7163755222655,3363.581051144971,62.80520377826155,147.7381444969274,-569.5745003506062,2062.704414406787,218.49364207085492,376.0621412712062,6790.344732950157,4306.070078476202,1817.0524641339593,1693.1751060990084,5845.856906248409,7.014076385376315,223.85493538873249,416.26346871469246,63.95230904754258,736.4626058961071,122.94374063477217
283.6209418098243,1217.4590213447923,223.45670771107734,280.7255675084595,7218.593283379763,680.6798536319661,-876.0768026075766,-118.83300900039691,-151.96319938274877,198.84469993614428,-409.91713593039697,226.18871025847767,285.0134850503932,-694.4165163906505,-70.03394064844875,262.5046968736929,394.914194579345,1380.1171719323092,9747.605835510658,842.3325653437093,1081.776034284175,1530.5647713201752,3134.5312466987066,62.80520377826155,147.7381444969274,-569.5745003506062,1691.8523512733575,218.49364207085492,364.03006705720634,6357.651892563524,3999.718009605999,1722.911108064345,1851.1746231620207,5771.569308939657,4.9560535046294305,223.85493538873249,392.46906504045074,339.8337625922098,722.0747893062426,83.00569901596374
283.6209418098243,1207.0149302779605,223.45670771107734,280.7255675084595,7955.912621529756,671.9247871472659,-879.9856772102313,2237.10646767541,-151.96319938274877,198.84469993614428,-409.91713593039697,192.81145349894786,285.0134850503932,-488.39661522583367,-70.03394064844875,262.5046968736929,394.914194579345,1298.24681152768,9210.893901253987,788.1099750377324,1003.4733673692806,1315.3373610799451,2920.833248876899,62.80520377826155,147.7381444969274,-569.5745003506062,7500.070562309089,218.49364207085492,352.56796966118736,5951.605534660856,3712.5285395235273,1633.7896493835615,1689.8281821576752,6031.624483504439,3.045348026585127,223.85493538873249,370.40915848011787,319.55830959812124,708.4624853689502,46.007816236128456
