Cell 0,Cell 14,Cell 29,Cell 65
1224.5099081539984,36.181461231516884,427.75177929491906,-27.829947053398936
1160.746241570201,36.181461231516884,399.94730679873845,-27.829947053398936
1100.6225893327871,36.181461231516884,374.1638913310982,407.56315129564723
1043.9311877871228,36.181461231516884,350.25462127820026,384.4517327572042
1021.1525031538938,36.181461231516884,328.08329669563636,362.5670902813334
968.9976612903728,36.181461231516884,307.52357481624335,341.84412987710294
919.8201141016665,36.181461231516884,288.4582986634172,322.2211755221627
873.4499397268752,36.181461231516884,270.77882566442827,303.6398470924374
829.7267988238356,36.181461231516884,548.237460567449,286.0448467390904
788.499629393364,36.181461231516884,511.67508445345237,269.38383681821745
749.6259753925942,36.181461231516884,477.77036201607007,253.60719575023336
712.9714374186166,36.181461231516884,446.33011699536405,238.66801801987228
678.4093675327215,36.181461231516884,417.17521121663674,224.52183951799793
645.8203199440396,36.181461231516884,390.1395375104025,211.1265765064505
760.9330423254111,36.181461231516884,365.06907366751324,198.44234251258683
761.0029886086693,36.181461231516884,341.8209058767068,186.43141781170388
723.6989755909296,36.181461231516884,320.2625878554978,175.05803580400223
688.5245400331934,36.181461231516884,300.27134739318643,164.28838301458626
655.3580388791482,36.181461231516884,281.7332013411361,154.09041598800434
624.0849091500197,36.181461231516884,264.5425894018546,144.43376973551892
594.5969965579073,36.181461231516884,248.60150437806064,272.03260988100396
566.7924334354833,36.181461231516884,233.8191717381291,256.1153743375287
540.5750894196307,36.181461231516884,220.11131719425296,241.04304842037183
515.8544493811418,36.181461231516884,207.39987678546512,226.77080180947772
492.54497255563075,36.181461231516884,195.61243230247126,213.25615403819043
470.5661230611085,36.181461231516884,184.68176878278896,200.458882940524
449.8419731695007,36.181461231516884,174.54566088771145,188.34093309843254
430.3008676133159,36.181461231516884,165.14630832714036,176.86620221877382
411.87527099776764,36.181461231516884,156.43018327170265,271.53663822576567
394.5015236601698,36.181461231516884,148.34761836546633,255.645739350914
378.1195670117561,36.181461231516884,140.8525625853277,240.5983462938562
362.6727909498022,36.181461231516884,133.90230658282175,226.34972028726645
348.10782023459666,36.181461231516884,127.4572538022977,525.1883896378652
334.37427034883615,36.181461231516884,121.48068396970014,495.83322751072683
321.4247474976253,36.181461231516884,115.9385394695329,468.03626232826065
309.21442136241853,36.181461231516884,110.79924223939928,441.71482197540126
297.70114717132253,36.181461231516884,106.03350303514833,416.7905678329637
286.8451300057645,36.181461231516884,101.61419173117422,393.1893421897597
276.6088332477655,36.181461231516884,97.51610843859163,370.8408935844087
266.9568870272138,36.181461231516884,93.71589958190017,349.678754735031
258.4068083910087,36.181461231516884,90.19193582867786,329.63993736348164
249.79393984302186,36.181461231516884,86.92411372533319,310.66481012504386
450.1076286650343,36.181461231516884,83.89382517952852,292.69691550296955
525.4463064953517,36.181461231516884,81.08380487229702,275.6827867030194
501.58928332855805,36.181461231516884,78.47803870531288,259.57179506557986
479.0941374901601,36.181461231516884,76.06167987755556,244.31599747777983
457.8831407151235,36.181461231516884,73.82096496197418,229.87001430318455
437.88298978687465,36.181461231516884,71.7431223527577,216.19084627633552
419.02456239669647,36.181461231516884,69.81631123018158,203.23781346759745
401.2427035206987,36.181461231516884,68.02956052545474,190.9723111425453
384.47595076163776,36.181461231516884,66.37268499738376,179.357901314694
368.6662902083122,36.181461231516884,64.83624708540215,168.36000756973246
353.7591564355624,36.181461231516884,63.411484430325906,157.9459150655233
339.703035775788,36.181461231516884,62.09029080086814,148.0845874266434
326.4492832134944,36.181461231516884,60.865128355606295,138.74675829711356
313.95215290286836,36.181461231516884,59.72902382828511,129.90456512947918
302.1684319568707,36.181461231516884,58.675499863269216,121.53175517845239
291.0574099296608,36.181461231516884,57.69855594205777,113.60338032514578
280.58063467599214,36.181461231516884,56.79261879222247,106.0958581122258
270.70194286878734,36.181461231516884,55.95254238740753,98.98684204421201
261.3871853409583,36.181461231516884,55.17352020929697,92.25518344050631
252.60416605025486,36.181461231516884,54.4511272092824,85.88085514145142
244.32255052653795,36.181461231516884,53.78124732921861,79.84489047317763
236.51368276632613,36.181461231516884,53.1600544279382,74.12932221244955
229.1505852327955,36.181461231516884,52.58401991064569,68.71714443969533
222.20782152668963,36.181461231516884,52.04985169376432,63.592259133247616
215.66140483359277,36.181461231516884,51.55451327842146,366.30125147420875
209.48867585362737,36.181461231516884,51.095181788780735,345.38007940982743
203.6683485778176,36.181461231516884,50.66923652795079,325.5694419586704
198.18026614748453,36.181461231516884,50.27425516328825,306.81037916270657
193.00546188939737,36.181461231516884,49.90797939412403,289.0470743742969
188.12606776304665,36.181461231516884,49.56833021055158,272.2267016683111
183.52523806670524,36.181461231516884,49.253369746456215,256.29918170151467
179.187027367126,36.181461231516884,48.96130127951505,241.21712067741583
