Cell 3,Cell 37,Cell 41
25.52721,38.82941,36.83293
25.51924,38.82941,35.574287
25.511969,38.82941,34.381786
25.505337,38.82941,33.251953
25.499285,38.82941,32.18149
25.493765,38.82941,31.167286
25.48873,38.82941,30.206379
25.484137,38.82941,29.295967
25.479946,38.82941,28.433397
25.476124,38.82941,27.616158
25.472635,38.82941,26.841866
25.469454,38.82941,26.108261
25.466553,38.82941,25.413212
25.463903,38.82941,24.754684
25.461489,38.82941,24.130766
25.459286,38.82941,23.539633
25.457275,38.82941,22.979567
25.455442,38.82941,22.44893
25.45377,38.82941,21.94618
25.452244,38.82941,21.46985
25.450851,38.82941,21.018553
25.449581,38.82941,20.590971
25.448423,38.82941,20.18586
25.447367,38.82941,19.802038
25.446402,38.82941,19.438385
25.445522,38.82941,19.093843
25.44472,38.82941,18.767408
25.443989,38.82941,18.458126
25.44332,38.82941,18.165098
25.44271,38.82941,17.887468
25.442156,38.82941,17.62443
25.441648,38.82941,17.375212
25.441187,38.82941,17.139091
25.440763,38.82941,16.91538
25.44038,38.82941,16.703424
25.44003,38.82941,16.502607
25.439709,38.82941,16.312346
25.439415,38.82941,16.13208
25.43915,38.82941,15.9612875
25.438906,38.82941,15.799471
25.438684,38.82941,27.208805
25.438482,38.82941,26.45592
25.438297,38.82941,25.7426
25.43813,38.82941,25.066763
25.437975,38.82941,33.95072
25.437836,38.82941,32.84354
25.437708,38.82941,31.79454
25.437592,38.82941,30.80067
25.437485,38.82941,29.859028
25.437387,38.82941,28.96687
25.4373,38.82941,28.121593
25.437218,38.82941,27.32074
25.437145,38.82941,26.561974
25.437077,38.82941,27.806414
25.437016,38.82941,27.022121
25.43696,38.82941,26.279047
25.436909,38.82941,25.57502
27.858665,38.82941,24.907993
27.646116,38.82941,24.276016
27.452219,38.82941,23.67725
27.275335,38.82941,23.109951
27.113974,38.82941,22.572464
26.96677,38.82941,22.063223
26.832483,38.82941,21.580744
26.709978,38.82941,21.123617
26.598225,38.82941,20.690516
26.496277,38.82941,20.280172
26.403275,38.82941,19.891394
26.318432,38.82941,31.123554
26.241034,38.82941,30.164944
26.17043,38.82941,29.25671
26.106018,38.82941,28.396204
26.047258,38.82941,63.334286
25.993656,38.82941,60.68297
25.944757,38.82941,58.17098
25.900148,38.82941,55.790997
25.859453,38.82941,76.902794
25.82233,38.82941,73.53844
25.788464,38.82941,70.350876
25.75757,38.82941,67.330826
25.729387,38.82941,64.46948
25.703676,38.82941,61.758507
25.680222,38.82941,59.189995
25.658825,38.82941,81.57831
25.639305,38.82941,77.96825
25.6215,38.82941,74.5479
25.605255,38.82941,71.30729
25.590437,38.82941,68.236984
25.57692,38.82941,65.32802
25.564587,38.82941,62.571926
25.553337,38.82941,59.96067
25.543076,38.82941,57.486637
25.533712,38.82941,63.453762
25.525171,38.82941,60.796165
25.51738,38.82941,58.27823
25.510273,38.82941,55.892612
25.503788,38.82941,53.632362
25.497873,38.82941,51.49089
25.492477,38.82941,49.461956
25.487555,38.82941,47.53964
25.483065,38.82941,45.718346
25.478968,38.82941,43.992764
25.475231,38.82941,42.357864
25.47182,38.82941,40.808876
25.468712,38.82941,39.341293
25.465874,38.82941,37.950832
25.463285,38.82941,36.633442
25.460926,38.82941,35.38528
25.45877,38.82941,36.962265
25.456806,38.82941,35.696823
25.455013,38.82941,34.497883
25.453379,38.82941,33.36195
25.451887,38.82941,32.28571
25.450525,38.82941,31.266026
25.449286,38.82941,30.29993
25.448153,38.82941,29.384602
25.447119,38.82941,28.517376
25.446177,38.82941,27.695724
25.445316,38.82941,26.91725
25.444532,38.82941,26.179686
25.443817,38.82941,25.48088
25.443165,38.82941,24.818798
25.44257,38.82941,24.19151
25.442026,38.82941,23.597185
25.44153,38.82941,23.034094
25.441078,38.82941,22.500593
25.440666,38.82941,21.995127
25.44029,38.82941,21.516226
25.439947,38.82941,21.06249
25.439632,38.82941,20.6326
25.439348,38.82941,20.225302
25.439087,38.82941,19.839407
25.43885,38.82941,19.47379
25.438633,38.82941,19.127386
25.438435,38.82941,18.799189
25.438255,38.82941,18.488237
25.43809,38.82941,18.193626
25.43794,38.82941,17.914497
25.437803,38.82941,17.650038
25.437677,38.82941,17.399475
25.437563,38.82941,17.16208
25.43746,38.82941,16.93716
25.437365,38.82941,16.72406
25.437279,38.82941,16.52216
25.437199,38.82941,16.330868
25.437128,38.82941,16.14963
25.437061,38.82941,15.977915
25.437002,38.82941,15.815224
25.436947,38.82941,15.661083
25.436897,38.82941,15.515042
25.436852,38.82941,15.376677
25.43681,38.82941,15.245582
25.436771,38.82941,15.121376
25.436737,38.82941,15.003697
25.436707,38.82941,14.892203
25.436678,38.82941,14.786568
25.436651,38.82941,14.686484
25.436626,38.82941,14.59166
25.436605,38.82941,14.501819
25.436586,38.82941,14.416698
25.436567,38.82941,14.336052
25.43655,38.82941,14.259643
25.436535,38.82941,14.187249
25.436522,38.82941,14.11866
25.43651,38.82941,14.053676
25.436499,38.82941,13.9921055
25.436487,38.82941,13.933771
25.436478,38.82941,13.878503
25.436468,38.82941,13.8261385
25.43646,38.82941,13.776526
25.436455,38.82941,13.729522
25.436447,38.82941,13.684986
25.436441,38.82941,13.642792
25.436436,38.82941,13.602815
25.43643,38.82941,13.564938
25.436426,38.82941,13.529052
25.436422,38.82941,13.495051
25.436419,38.82941,13.462838
25.436415,38.82941,13.432318
25.43641,38.82941,13.403401
25.436409,38.82941,13.376004
25.436405,38.82941,13.350047
25.436403,38.82941,13.325454
25.436401,38.82941,13.302153
25.4364,38.82941,13.280076
25.436398,38.82941,13.25916
25.436396,38.82941,13.239344
25.436394,38.82941,13.220568
25.436394,38.82941,13.202779
25.436392,38.82941,40.44824
25.43639,38.82941,38.999607
25.43639,38.82941,37.6271
25.436388,38.82941,46.373142
25.436388,38.82941,44.61315
