Cell 22,Cell 24,Cell 62,Cell 99
-114.46976362973604,1424.2178280071835,523.3742627672731,245.240732721491
-114.46976362973604,1327.662168520927,1160.9056289774026,245.240732721491
-114.46976362973604,1238.357729394125,1277.323108376044,245.240732721491
-114.46976362973604,1155.759954988524,1224.0856821075895,245.240732721491
-114.46976362973604,1079.3653052889265,1173.737538039139,245.240732721491
-114.46976362973604,1008.7078379346034,2247.62058480864,245.240732721491
283.53924293098345,943.356705778006,2141.72678695389,245.240732721491
1691.1579430325194,882.9134103028649,2638.6203370739486,245.240732721491
1566.9024510404972,827.0093602180555,3760.7460591812533,245.240732721491
1464.2701277898273,775.3036741920776,3572.736783565683,245.240732721491
1355.6280389708443,727.4810446226877,3827.843470673869,245.240732721491
1254.462268440716,683.249845547145,3636.1933259511407,245.240732721491
1160.258289837108,642.340423657917,3454.943815898435,245.240732721491
1072.536977187977,604.5032062129261,3283.529999114694,245.240732721491
1283.5250123072065,569.5076024027884,3121.418916620443,245.240732721491
1187.3210337224634,537.1401112610604,2968.105197326576,245.240732721491
1097.7374164033988,507.20337561936145,2823.1117904562298,245.240732721491
1014.3184108425928,479.51493088673,2970.764621130256,245.240732721491
936.6400668487316,453.90583175867323,2825.626438870615,245.240732721491
864.3071817888244,430.2199503129033,2688.365209663569,245.240732721491
796.951957814778,408.3128468590003,2558.5524667161817,245.240732721491
734.2318045977923,388.0510069989952,3324.0192565550174,245.240732721491
675.8278134494695,369.31077351218624,3159.7106643153406,245.240732721491
621.4429262671428,351.97794962664204,3004.319064181199,245.240732721491
570.8005927604518,335.9467614215945,2857.36056943829,245.240732721491
523.6432445724513,321.119552651672,2718.3769281377017,245.240732721491
479.73110509407456,307.40583870202244,2586.9357672365327,245.240732721491
438.8407246203983,294.722031930123,2462.627662910422,245.240732721491
400.7642479287736,282.99073976151675,2345.0656522723007,245.240732721491
365.30804098782386,272.14045951404574,2397.0441674195145,245.240732721491
332.2918059476871,262.10505959904725,3826.5402480295984,245.240732721491
301.5476045775257,252.82329124012742,3634.9606599468466,245.240732721491
272.91906480850207,244.238574850124,3453.7780444247755,245.240732721491
246.260617794333,236.29857278503317,3282.4277042029516,245.240732721491
221.43670445426594,228.9548689094543,3120.3761920206525,245.240732721491
198.32107356878862,222.16266342082318,2967.1191133512652,245.240732721491
176.79614091049453,215.88054396758687,2822.179173277302,245.240732721491
156.75247044525966,210.07021099101377,4933.421341370781,245.240732721491
138.08810294553015,204.69621832579162,4681.772906183932,245.240732721491
120.70816689120477,199.72582061214428,4443.781209152799,245.240732721491
104.52423760050038,195.1286986376415,4218.705527627943,245.240732721491
89.4540167953847,190.87682200810397,4005.8437131783176,245.240732721491
75.4208595791197,186.94425078335487,3804.5336564350077,245.240732721491
62.35340059593327,183.30699814812485,3614.1481601381547,245.240732721491
50.185187820085,179.9429236005335,3434.0949391369522,245.240732721491
38.854346862510084,176.83147355268778,3263.813202420931,245.240732721491
28.30324527746309,173.95371184825862,3157.926972925486,245.240732721491
18.4782179043174,171.29204510429082,3002.631808337333,245.240732721491
9.329307468153605,168.83028374635632,4444.8964435175485,245.240732721491
0.8099899215589847,166.55339786794093,4219.759726837003,245.240732721491
-7.123069695995204,164.44750197165584,4006.8410276222753,245.240732721491
-14.510207993015204,162.49976341650773,3805.476771660714,245.240732721491
