Cell 2,Cell 4,Cell 9,Cell 15,Cell 20,Cell 28,Cell 31,Cell 39,Cell 40,Cell 41,Cell 58,Cell 59
9.752874,34.211964,22.68241,176.40825,-1.4980965,-195.22885,30.791142,93.98395,40.85788,-9.083156,30.830177,47.425648
9.623795,34.127132,22.655596,163.66096,-1.4980965,-195.22885,30.681433,80.15402,40.617195,-9.0831585,30.830164,46.99144
9.501442,34.048096,22.63018,151.82681,-1.4980965,-195.22885,30.580019,67.13362,40.390533,-9.08316,30.83015,46.575188
9.385466,33.974457,22.60609,140.84036,-1.4980965,-195.22885,30.486273,54.87535,40.177082,-9.083162,30.83014,46.17614
9.275536,33.905846,22.583258,130.6409,-1.4980965,-195.22885,30.399614,43.334595,39.976063,-9.083164,30.830128,45.7936
9.171334,33.84192,22.561615,210.72054,-1.4980965,-195.22885,30.319508,32.46936,39.786755,-9.083166,30.830118,45.42687
9.072564,33.78236,22.541101,195.51538,-1.4980965,-195.22885,30.245459,22.240112,39.608475,-9.083168,30.830109,45.075302
8.978942,33.726868,22.521658,181.39941,-1.4980965,-195.22885,30.177008,12.609619,39.440586,-9.083169,30.8301,44.738274
8.8902,33.675167,22.503227,191.76707,-1.4980965,-195.22885,79.92366,3.5428314,39.282475,-9.083171,30.83009,44.41518
8.806083,33.626995,22.485758,177.9196,-1.4980965,-195.22885,76.09909,-4.9932404,39.13358,-9.083172,30.830082,44.105446
8.726351,33.58211,22.4692,165.06406,-1.4980965,-195.22885,72.56369,124.46677,38.993355,-9.083174,30.830074,43.808517
8.650774,33.540295,22.453506,153.1294,-1.4980965,-195.22885,69.29561,108.852585,38.8613,-9.083175,30.830069,43.523865
8.579136,33.501335,22.43863,142.04964,-1.4980965,-195.22885,66.27461,94.15234,38.736942,-9.083176,30.830061,43.250984
8.511232,33.465034,22.42453,131.76355,-1.4980965,-195.22885,63.482037,192.09064,38.619827,-9.083177,30.830055,42.989384
8.446868,33.431217,22.411163,122.214294,-1.4980965,-195.22885,60.900604,172.51819,38.509537,-9.083178,30.83005,42.7386
8.385859,33.399704,22.398497,113.349075,-1.4980965,-195.22885,58.51435,154.09137,38.40567,-9.083179,30.830044,42.498188
8.328028,33.370346,22.386488,105.11889,-1.4980965,-195.22885,56.308517,136.74313,38.307854,-9.083179,30.83004,42.26771
8.273212,33.34299,22.375107,97.47826,-1.4980965,-195.22885,54.269466,120.41037,38.21574,-9.08318,30.830034,42.04677
8.221253,33.317505,22.364319,90.38494,-1.4980965,-195.22885,52.384586,105.033615,38.12899,-9.083181,30.83003,41.83496
8.172004,33.293762,22.354094,83.799736,-1.4980965,-195.22885,50.64222,90.556915,38.047295,-9.083182,30.830027,41.63191
8.1253195,33.271637,22.344402,77.68625,-1.4980965,-195.22885,49.031593,76.9276,37.97036,-9.083183,30.830023,41.437252
8.08107,33.251026,22.335215,72.01069,-1.4980965,-195.22885,47.54274,64.096054,37.897907,-9.083184,30.830019,41.250645
8.039125,33.23182,22.326508,66.741684,-1.4980965,-195.22885,46.166462,169.35306,37.829678,-9.083184,30.830017,41.07175
7.9993677,33.21393,22.318254,197.10773,-1.4980965,-195.22885,44.89424,151.11151,37.76542,-9.083185,30.830013,40.900257
7.9616823,33.197254,22.31043,182.87769,-1.4980965,-195.22885,43.718212,133.93771,37.704906,-9.083185,30.830011,40.73585
7.925961,33.181725,22.303017,169.66699,-1.4980965,-195.22885,42.6311,117.769165,37.647923,-9.083186,30.830008,40.578243
7.892102,33.16725,22.295988,157.4026,-1.4980965,-195.22885,41.626183,102.54701,37.594254,-9.083187,30.830006,40.427155
7.860007,33.153767,22.289326,146.01675,-1.4980965,-195.22885,40.69725,88.215866,37.543713,-9.083187,30.830004,40.28231
7.829585,33.141205,22.28301,135.4465,-1.4980965,-195.22885,39.838547,74.72357,37.496117,-9.083187,30.830002,40.143456
7.800749,33.1295,22.277027,125.63343,-1.4980965,-195.22885,39.044777,62.021027,37.451294,-9.083188,30.83,40.01034
7.7734156,33.118595,22.271353,116.523285,-1.4980965,-195.22885,38.311016,212.38412,37.409084,-9.083188,30.829998,39.882732
7.747507,33.108433,22.265976,108.06573,-1.4980965,-195.22885,37.632736,191.62381,37.36933,-9.083189,30.829996,39.7604
7.722949,33.09897,22.26088,156.73117,-1.4980965,-195.22885,37.005745,172.07867,37.331898,-9.083189,30.829994,39.643124
7.699671,33.09015,22.256048,145.39342,-1.4980965,-195.22885,36.426155,153.67758,37.296642,-9.083189,30.829992,39.530697
7.6776056,33.08193,22.251469,134.86781,-1.4980965,-195.22885,35.89039,136.35358,37.26344,-9.08319,30.82999,39.42292
7.656691,33.074272,22.247128,125.09619,-1.4980965,-195.22885,35.39513,120.04361,37.232174,-9.08319,30.82999,39.3196
7.636866,33.06714,22.243015,116.02453,-1.4980965,-195.22885,34.937317,104.688324,37.20273,-9.08319,30.829988,39.220547
7.618075,33.060493,22.239115,107.6027,-1.4980965,-195.22885,34.514122,90.23184,37.175,-9.083191,30.829987,39.125595
7.6002626,33.0543,22.235418,99.78414,-1.4980965,-195.22885,34.12292,76.62155,37.148884,-9.083191,30.829987,39.034565
7.5833793,33.04853,22.231916,92.52565,-1.4980965,-195.22885,33.7613,63.807922,37.12429,-9.083191,30.829985,38.9473
7.5673757,33.043156,22.228596,85.7871,-1.4980965,-195.22885,33.42702,271.58444,37.10113,-9.083191,30.829985,38.863644
7.552206,33.038147,22.225447,79.53126,-1.4980965,-195.22885,33.118015,368.01535,37.079323,-9.083192,30.829983,38.783447
7.5378275,33.03348,22.222464,73.72353,-1.4980965,-195.22885,32.832375,338.1454,37.05878,-9.083192,30.829983,38.706566
7.524198,33.029133,22.219637,68.33183,-1.4980965,-195.22885,32.56833,310.0238,37.03944,-9.083192,30.829983,38.632862
7.511279,33.02508,22.216955,63.32635,-1.4980965,-195.22885,32.32425,283.54828,37.021225,-9.083192,30.82998,38.562206
7.4990335,33.02131,22.214415,58.67943,-1.4980965,-195.22885,32.098625,258.62247,37.004066,-9.083192,30.82998,38.494473
7.487426,33.01779,22.212008,54.365376,-1.4980965,-195.22885,31.890057,235.15567,36.98791,-9.083192,30.829979,38.42954
7.4764233,33.014515,22.209724,50.360348,-1.4980965,-195.22885,31.69726,213.06247,36.9727,-9.083193,30.829979,38.36729
7.4659944,33.011463,22.207561,46.642212,-1.4980965,-195.22885,31.519041,192.26245,36.95837,-9.083193,30.829979,38.307617
7.456109,33.008617,22.205511,43.190414,-1.4980965,-195.22885,31.354296,172.67993,36.944878,-9.083193,30.829979,38.25041
7.446739,33.00597,22.203568,39.98588,-1.4980965,-195.22885,31.202007,154.24365,36.93217,-9.083193,30.829977,38.195564
7.437857,33.003498,22.201725,37.010895,-1.4980965,-195.22885,31.061234,136.8865,36.920204,-9.083193,30.829977,38.14299
7.4294386,33.001198,22.199978,34.249016,-1.4980965,-195.22885,30.931103,185.84143,36.908936,-9.083193,30.829977,38.09259
7.4214582,32.999058,22.198322,31.68498,-1.4980965,-195.22885,30.810812,166.63477,36.898323,-9.083193,30.829977,38.044273
7.413894,32.99706,22.196754,29.304611,-1.4980965,-195.22885,30.699615,148.55234,36.88833,-9.083193,30.829977,37.997955
7.4067245,32.995197,22.195267,27.094753,-1.4980965,-195.22885,30.596827,175.62195,36.878918,-9.083194,30.829975,37.95355
7.3999286,32.993465,22.193857,25.043194,-1.4980965,-195.22885,30.50181,157.01346,36.870052,-9.083194,30.829975,37.91098
7.3934865,32.99185,22.192522,23.138592,-1.4980965,-195.22885,30.413977,139.4942,36.861706,-9.083194,30.829975,37.870174
7.38738,32.990345,22.191256,21.370422,-1.4980965,-195.22885,30.332785,123.0004,36.853844,-9.083194,30.829975,37.831055
7.3815923,32.988945,22.190056,19.728912,-1.4980965,-195.22885,30.257732,107.472046,36.84644,-9.083194,30.829975,37.79355
7.3761063,32.987637,22.188917,18.204987,-1.4980965,-195.22885,30.188354,92.852615,36.83947,-9.083194,30.829975,37.757595
7.370906,32.98642,22.18784,16.790224,-1.4980965,-195.22885,30.124222,79.08891,36.832905,-9.083194,30.829975,37.72313
7.365977,32.985287,22.186817,15.476805,-1.4980965,-195.22885,30.064938,66.13086,36.82672,-9.083194,30.829973,37.69009
7.3613043,32.98423,22.185848,14.257469,-1.4980965,-195.22885,30.010136,53.931274,36.820896,-9.083194,30.829973,37.658413
7.3568754,32.983246,22.184929,13.125478,-1.4980965,-195.22885,29.959478,42.445786,36.815414,-9.083194,30.829973,37.628048
7.352678,32.98233,22.18406,12.0745735,-1.4980965,-195.22885,29.912651,31.632584,36.81025,-9.083194,30.829973,37.598938
7.3486986,32.981476,22.183233,11.0989485,-1.4980965,-195.22885,29.869364,21.452316,36.805386,-9.083194,30.829973,37.571033
7.344927,32.98068,22.182451,10.193211,-1.4980965,-195.22885,29.82935,285.01904,36.800808,-9.083194,30.829973,37.54428
7.3413515,32.97994,22.181711,9.352353,-1.4980965,-195.22885,29.79236,260.00714,36.796494,-9.083194,30.829973,37.518635
7.3379626,32.979244,22.181007,8.571728,-1.4980965,-195.22885,159.75188,236.45929,36.79243,-9.083194,30.829973,37.49405
7.3347507,32.978603,22.180342,7.8470206,-1.4980965,-195.22885,149.89159,214.28976,36.788605,-9.083194,30.829973,37.470478
7.331706,32.978,22.17971,7.1742263,-1.4980965,-195.22885,140.77681,193.41791,36.785004,-9.083194,30.829973,37.447884
7.3288198,32.977444,22.179113,6.549626,-1.4980965,-195.22885,132.3512,173.76776,36.781612,-9.083194,30.829973,37.426224
7.326084,32.97692,22.178545,5.9697676,-1.4980965,-195.22885,124.56264,185.557,36.778416,-9.083195,30.829973,37.40546
7.323491,32.976437,22.178007,5.431446,-1.4980965,-195.22885,117.36296,166.36697,36.77541,-9.083195,30.829973,37.38555
7.321033,32.975986,22.177498,4.931686,-1.4980965,-195.22885,110.70766,148.3002,36.772575,-9.083195,30.829973,37.36647
7.318703,32.975563,22.177015,4.467725,-1.4980965,-195.22885,104.55554,131.29095,36.769905,-9.083195,30.829973,37.348175
7.316495,32.97517,22.176558,4.0369983,-1.4980965,-195.22885,98.868576,153.98676,36.767395,-9.083195,30.829973,37.33064
7.3144016,32.974808,22.176125,3.637126,-1.4980965,-195.22885,93.6116,136.64465,36.765026,-9.083195,30.829971,37.313824
7.3124175,32.974464,22.175713,3.2658978,-1.4980965,-195.22885,88.752106,124.29666,36.7628,-9.083195,30.829971,37.297707
7.310537,32.974148,22.175323,2.9212613,-1.4980965,-195.22885,84.260025,108.69243,36.7607,-9.083195,30.829971,37.282257
7.308754,32.973854,22.174953,2.6013122,-1.4980965,-195.22885,80.10759,94.00157,36.758724,-9.083195,30.829971,37.267445
7.3070645,32.973576,22.174603,2.3042817,-1.4980965,-195.22885,76.26912,80.17062,36.756863,-9.083195,30.829971,37.253242
7.305463,32.97332,22.17427,2.0285287,-1.4980965,-195.22885,72.72087,186.12543,36.755108,-9.083195,30.829971,37.23963
7.3039446,32.97308,22.173956,1.7725283,-1.4980965,-195.22885,69.440895,166.90213,36.75346,-9.083195,30.829971,37.22658
7.3025055,32.97286,22.173658,1.534866,-1.4980965,-195.22885,66.40892,148.80405,36.751904,-9.083195,30.829971,37.21407
7.3011413,32.97265,22.173376,1.3142279,-1.4980965,-195.22885,63.606186,131.76532,36.75044,-9.083195,30.829971,37.202076
7.299848,32.972458,22.173107,1.1093947,-1.4980965,-195.22885,61.015366,115.72391,36.74906,-9.083195,30.829971,37.19058
7.2986226,32.97228,22.172853,0.91923416,-1.4980965,-195.22885,58.620434,100.621475,36.747765,-9.083195,30.829971,37.179558
7.297461,32.97211,22.172613,0.74269545,-1.4980965,-195.22885,56.406578,86.40303,123.8367,-9.083195,30.829971,37.16899
7.2963595,32.97195,22.172384,0.5788027,-1.4980965,-195.22885,54.360115,98.714066,118.76157,-9.083195,30.829971,37.158863
7.2953157,32.971806,22.172169,0.42664993,-1.4980965,-195.22885,52.46838,227.40564,113.98213,-9.083195,30.829971,37.14915
7.294327,32.971672,22.171963,0.28539634,-1.4980965,-195.22885,50.719677,205.76605,109.48115,-9.083195,30.829971,37.139843
7.293389,32.971546,22.17177,0.15426111,-1.4980965,-195.22885,49.10319,254.65329,105.24239,-9.083195,30.829971,37.13092
7.2925,32.971428,22.171585,0.03251946,-1.4980965,-195.22885,47.608925,231.41882,101.250595,-9.083195,30.829971,37.122364
44.53756,32.971317,22.171412,-0.08050156,-1.4980965,-195.22885,46.227642,209.54434,97.49136,-9.083195,30.829971,37.114162
42.595455,32.971214,22.171246,-0.1854266,-1.4980965,-195.22885,44.950794,188.95026,93.95115,-9.083195,30.829971,37.1063
40.754574,32.97112,22.17109,-0.2828356,-1.4980965,-195.22885,43.77049,169.56161,90.61719,-9.083195,30.829971,37.098763
39.009644,32.97103,22.17094,-0.37326694,-1.4980965,-195.22885,42.679424,227.1583,87.47748,-9.083195,30.829971,37.091537
37.355663,32.970947,22.1708,-0.45722044,-1.4980965,-195.22885,41.670856,205.5332,84.520676,-9.083195,30.829971,37.08461
35.787888,32.97087,22.170666,-0.53516006,-1.4980965,-195.22885,40.73854,185.17389,81.73615,-9.083195,30.829971,37.07797
34.301826,32.9708,22.170538,-0.6075167,-1.4980965,-195.22885,39.87672,166.00629,79.11385,-9.083195,30.829971,37.071606
32.89322,32.97073,22.170418,-0.67469025,-1.4980965,-195.22885,39.08006,147.96063,76.64433,-9.083195,30.829971,37.065502
31.558033,32.97067,22.170305,-0.73705196,-1.4980965,-195.22885,38.343636,283.45688,74.318695,-9.083195,30.829971,37.05965
30.292439,32.97061,22.170197,-0.79494655,-1.4980965,-195.22885,37.662888,258.53644,72.12854,-9.083195,30.829971,37.054043
29.092808,32.97056,22.170095,-0.848694,-1.4980965,-195.22885,37.033615,235.07468,70.065994,-9.083195,30.829971,37.048668
27.955704,32.970505,22.169998,-0.8985914,-1.4980965,-195.22885,36.45192,212.9862,68.12361,-9.083195,30.829971,37.04351
26.877869,32.97046,22.169907,-0.9449145,-1.4980965,-195.22885,35.914204,192.19064,66.294395,-9.083195,30.829971,37.03857
25.856209,32.970417,22.169819,-0.9879194,-1.4980965,-195.22885,219.00047,172.61234,64.571754,-9.083195,30.829971,37.033833
24.887802,32.970375,22.169737,-1.0278437,-1.4980965,-195.22885,204.66045,154.18002,62.949474,-9.083195,30.829971,37.029293
23.969868,32.970337,22.169659,-1.0649081,-1.4980965,-195.22885,191.40466,136.8266,61.421707,-9.083195,30.829971,37.02494
23.09978,32.970303,22.169584,-1.0993176,-1.4980965,-195.22885,179.15114,163.74515,59.982956,-9.083195,30.829971,37.020767
22.27504,32.97027,22.169514,-1.1312621,-1.4980965,-195.22885,167.82408,145.83185,58.62802,-9.083195,30.829971,37.016766
21.493286,32.970238,22.169447,-1.1609185,-1.4980965,-195.22885,157.35345,128.96707,57.35203,-9.083195,30.829971,37.01293
20.752281,32.970207,22.169384,-1.1884503,-1.4980965,-195.22885,147.6745,113.08946,56.150383,-9.083195,30.829971,37.009254
20.049896,32.97018,22.169325,-1.2140101,-1.4980965,-195.22885,138.72737,98.141235,55.018738,-9.083195,30.829971,37.00573
19.38412,32.970158,22.169268,-1.237739,-1.4980965,-195.22885,130.45671,84.06798,53.95303,-9.083195,30.829971,37.00235
18.753048,32.970135,22.169214,-1.259768,-1.4980965,-195.22885,122.8114,70.81848,52.94941,-9.083195,30.829971,36.99911
18.154865,32.97011,22.169163,-1.2802191,-1.4980965,-195.22885,115.744125,58.34453,52.004257,-9.083195,30.829971,36.996006
17.587862,32.970093,22.169115,-1.2992052,-1.4980965,-195.22885,109.21121,46.600708,51.114174,-9.083195,30.829971,36.99303
17.050411,32.970074,22.16907,-1.3168312,-1.4980965,-195.22885,103.17224,35.544296,50.275948,-9.083195,30.829971,36.990177
16.540974,32.970055,22.169025,-1.3331947,-1.4980965,-195.22885,97.589874,25.135056,49.486557,-9.083195,30.829971,36.98744
16.058088,32.97004,22.168985,-1.348386,-1.4980965,-195.22885,92.42958,15.335114,48.743156,-9.083195,30.829971,36.984818
15.600371,32.970024,22.168945,-1.3624892,-1.4980965,-195.22885,87.659454,6.108795,48.043068,-9.083195,30.829971,36.982304
15.166512,32.97001,22.16891,-1.3755821,-1.4980965,-195.22885,83.25,-2.5774689,47.38377,-9.083195,30.829971,36.979893
14.755264,32.969997,22.168875,-1.3877372,-1.4980965,-195.22885,79.17393,12.755341,46.76288,-9.083195,30.829971,36.97758
14.365453,32.969986,22.16884,-1.3990214,-1.4980965,-195.22885,75.406044,134.27539,46.178165,-9.083195,30.829971,36.975365
13.995958,32.969975,22.16881,-1.4094974,-1.4980965,-195.22885,71.92305,118.08707,45.627518,-9.083195,30.829971,36.973244
13.645722,32.969963,22.16878,-1.419223,-1.4980965,-195.22885,68.7034,102.8463,45.108948,-9.083195,30.829971,36.971207
13.313742,65.11126,22.16875,-1.4282519,-1.4980965,-195.22885,65.72719,88.497635,44.620594,-9.083195,30.829971,36.969257
12.9990635,62.916183,22.168724,-1.4366341,-1.4980965,-195.22885,62.975998,74.988846,44.16069,-9.083195,30.829971,36.967384
12.700787,60.871014,22.1687,-1.4444157,-1.4980965,-195.22885,60.432823,62.270782,43.727585,-9.083195,30.829971,36.96559
12.418057,58.96552,22.168674,-1.45164,-1.4980965,-195.22885,58.08194,50.29715,43.31971,-9.083195,30.829971,36.96387
12.150064,57.19016,22.168652,-1.4583467,-1.4980965,-195.22885,55.908802,39.024384,42.935596,-9.083195,30.829971,36.962223
11.896038,55.53605,22.16863,-1.4645731,-1.4980965,-195.22885,53.89997,42.70137,42.573864,-9.083195,30.829971,36.960644
11.655253,53.994904,22.16861,-1.4703535,-1.4980965,-195.22885,85.304596,83.491806,42.233204,-9.083195,30.829971,36.95913
11.427018,52.55901,22.16859,-1.4757198,-1.4980965,-195.22885,81.07318,70.27603,41.912395,-9.083195,30.829971,36.957676
11.210679,51.22118,22.168571,-1.4807017,-1.4980965,-195.22885,77.1617,57.833817,41.610275,-9.083195,30.829971,36.956284
11.005615,49.974712,22.168554,-1.4853266,-1.4980965,-195.22885,73.54596,93.13777,41.325756,-9.083195,30.829971,36.95495
10.81124,48.813377,22.16854,-1.4896203,-1.4980965,-195.22885,70.2036,79.357376,41.057816,-9.083195,30.829971,36.95367
10.626996,47.73135,22.168522,-1.4936066,-1.4980965,-195.22885,67.11395,66.383606,40.80548,-9.083195,30.829971,36.952446
39.103077,46.72322,22.168509,-1.4973072,-1.4980965,-195.22885,64.25792,54.169235,40.567852,-9.083195,30.829971,36.951267
37.444225,45.783943,22.168493,-1.5007427,-1.4980965,-195.22885,61.617817,42.669815,40.344067,-9.083195,30.829971,36.95014
35.871834,44.90881,22.16848,-1.5039321,-1.4980965,-195.22885,59.177338,145.96893,40.13332,-9.083195,30.829971,36.949062
34.381397,44.093445,22.168468,-1.506893,-1.4980965,-195.22885,56.921375,129.18591,39.93485,-9.083195,30.829971,36.948025
32.968643,43.333763,22.168455,-1.5096419,-1.4980965,-195.22885,54.835987,176.512,39.747944,-9.083195,30.829971,36.947033
31.629528,42.625965,22.168444,-1.5121939,-1.4980965,-195.22885,52.90827,157.85141,39.571926,-9.083195,30.829971,36.94608
30.360207,41.966503,22.168434,-1.514563,-1.4980965,-195.22885,51.126312,140.28311,39.406166,-9.083195,30.829971,36.945168
47.972095,41.35208,22.168423,-1.5167625,-1.4980965,-195.22885,49.47908,123.74313,39.25006,-9.083195,30.829971,36.944294
45.85098,40.77962,22.168413,-1.5188043,-1.4980965,-195.22885,47.956398,108.171295,39.10305,-9.083195,30.829971,36.943455
43.840416,40.246254,22.168404,-1.5207,-1.4980965,-195.22885,46.54884,93.51094,38.964607,-9.083195,30.829971,36.94265
41.934647,39.749317,22.168396,-1.5224597,-1.4980965,-195.22885,45.247707,79.70871,38.83423,-9.083195,30.829971,36.94188
40.12821,39.286312,22.168388,-1.5240936,-1.4980965,-195.22885,44.044952,66.71437,38.711445,-9.083195,30.829971,36.94114
38.415924,38.854935,22.168379,-1.5256103,-1.4980965,-195.22885,42.933136,54.480637,38.595818,-9.083195,30.829971,36.94043
36.79289,38.453014,22.168373,-1.5270184,-1.4980965,-195.22885,41.905384,56.60228,38.486923,-9.083195,30.829971,36.93975
35.254444,38.07854,22.168365,-1.5283257,-1.4980965,-195.22885,40.955338,44.96045,38.384377,-9.083195,30.829971,36.939102
62.12447,37.729645,22.168358,-1.5295392,-1.4980965,-195.22885,40.077126,51.1436,38.287804,-9.083195,30.829971,36.938477
59.265713,37.404575,22.168352,-1.5306659,-1.4980965,-195.22885,39.265312,39.82129,38.196854,-9.083195,30.829971,36.937878
56.555958,37.101707,22.168346,-1.5317118,-1.4980965,-195.22885,38.51488,83.55528,38.111206,-9.083195,30.829971,36.937305
53.98744,36.819523,22.16834,-1.5326829,-1.4980965,-195.22885,37.82119,70.335785,38.03055,-9.083195,30.829971,36.936756
51.55279,36.55661,22.168335,-1.5335844,-1.4980965,-195.22885,37.179943,57.890076,37.95459,-9.083195,30.829971,36.93623
49.245045,36.311653,22.168331,-1.5344212,-1.4980965,-195.22885,36.587185,46.172867,37.883057,-9.083195,30.829971,36.935722
47.05758,36.083424,22.168325,-1.5351982,-1.4980965,-195.22885,36.03924,35.14151,37.81569,-9.083195,30.829971,36.935238
44.984127,35.87078,22.168322,-1.5359194,-1.4980965,-195.22885,35.53273,24.755844,37.752247,-9.083195,30.829971,36.934776
43.018745,35.67266,22.168316,-1.536589,-1.4980965,-195.22885,35.064514,208.19461,37.6925,-9.083195,30.829971,36.93433
41.155804,35.48807,22.168312,-1.5372107,-1.4980965,-195.22885,34.631702,187.67953,37.63624,-9.083195,30.829971,36.933903
39.38996,35.31609,22.168308,-1.5377878,-1.4980965,-195.22885,34.231613,168.36526,37.583252,-9.083195,30.829971,36.933495
37.716156,35.155853,22.168304,-1.5383236,-1.4980965,-195.22885,33.86177,150.18155,37.53335,-9.083195,30.829971,36.9331
36.129593,35.00656,22.1683,-1.538821,-1.4980965,-195.22885,33.519897,133.0622,37.48636,-9.083195,30.829971,36.932724
34.62572,34.867462,22.168299,-1.5392828,-1.4980965,-195.22885,33.20387,116.944885,37.44211,-9.083195,30.829971,36.932365
33.200233,34.73786,22.168295,-1.5397115,-1.4980965,-195.22885,32.911736,101.77098,37.40043,-9.083195,30.829971,36.93202
31.849045,34.617115,22.168291,-1.5401095,-1.4980965,-195.22885,32.641693,87.48526,37.361183,-9.083195,30.829971,36.931686
30.568283,34.504616,22.16829,-1.540479,-1.4980965,-195.22885,32.392063,74.035736,37.324223,-9.083195,30.829971,36.93137
29.354275,34.399796,22.168287,-1.540822,-1.4980965,-195.22885,32.161312,61.37346,37.289413,-9.083195,30.829971,36.931065
28.20354,34.302135,22.168283,-1.5411404,-1.4980965,-195.22885,31.948006,50.903595,37.256634,-9.083195,30.829971,36.930775
27.11279,34.211147,22.168282,-1.5414361,-1.4980965,-195.22885,31.750828,79.06395,37.225765,-9.083195,30.829971,36.930492
26.078884,34.126373,22.16828,-1.5417105,-1.4980965,-195.22885,31.568558,66.107346,37.196693,-9.083195,30.829971,36.930225
25.09887,34.047386,22.168278,-1.5419654,-1.4980965,-195.22885,31.400068,53.90915,37.169315,-9.083195,30.829971,36.92997
24.169937,33.973793,22.168276,-1.5422019,-1.4980965,-195.22885,31.24432,42.424957,37.14353,-9.083195,30.829971,36.92972
23.289417,33.905228,22.168274,-1.5424215,-1.4980965,-195.22885,31.100346,31.612976,37.11925,-9.083195,30.829971,36.929485
22.454796,33.841343,22.168272,-1.5426253,-1.4980965,-195.22885,30.967258,90.71652,37.096386,-9.083195,30.829971,36.92926
21.663673,33.781826,22.16827,-1.5428146,-1.4980965,-195.22885,30.844234,77.07785,37.074852,-9.083195,30.829971,36.929043
20.913786,33.726368,22.168268,-1.5429903,-1.4980965,-195.22885,30.73051,64.2375,37.054573,-9.083195,30.829971,36.928833
20.202984,33.6747,22.168266,-1.5431534,-1.4980965,-195.22885,30.625385,52.148758,37.035473,-9.083195,30.829971,36.928635
19.529228,33.62656,22.168264,-1.5433048,-1.4980965,-195.22885,30.52821,40.76761,37.01749,-9.083195,30.829971,36.928444
18.89059,33.58171,22.168262,-1.5434455,-1.4980965,-195.22885,30.438381,33.248688,37.000553,-9.083195,30.829971,36.92826
18.28524,33.53992,22.168262,-1.543576,-1.4980965,-195.22885,30.355343,22.973816,36.9846,-9.083195,30.829971,36.928085
17.711441,33.500984,22.16826,-1.5436971,-1.4980965,-195.22885,30.278585,182.37488,36.96958,-9.083195,30.829971,36.927917
17.16755,33.46471,22.168259,-1.5438097,-1.4980965,-195.22885,107.4361,163.37112,36.955433,-9.083195,30.829971,36.927753
16.652008,33.430912,22.168259,-1.5439141,-1.4980965,-195.22885,138.34358,145.47974,36.942112,-9.083195,30.829971,36.9276
16.163334,33.39942,22.168257,-1.544011,-1.4980965,-195.22885,136.63072,128.63559,36.929565,-9.083195,30.829971,36.927452
15.700132,33.370083,22.168257,-1.544101,-1.4980965,-195.22885,128.51859,112.77739,36.91775,-9.083195,30.829971,36.927307
15.261072,33.342747,22.168255,-1.5441846,-1.4980965,-195.22885,121.019806,97.84743,36.906624,-9.083195,30.829971,36.927174
14.844897,33.317276,22.168255,-1.5442622,-1.4980965,-195.22885,147.88232,83.79137,36.896145,-9.083195,30.829971,36.92704
14.450414,33.29355,22.168253,-1.5443342,-1.4980965,-195.22885,138.91948,70.55806,36.88628,-9.083195,30.829971,36.926914
14.07649,33.27144,22.168253,-1.5444009,-1.4980965,-195.22885,130.6343,131.229,36.876987,-9.083195,30.829971,36.926796
13.722057,33.25084,22.168251,-1.544463,-1.4980965,-195.22885,122.975555,115.218994,36.868237,-9.083195,30.829971,36.92668
13.386097,33.231647,22.168251,-1.5445207,-1.4980965,-195.22885,115.895874,100.14612,36.859993,-9.083195,30.829971,36.92657
13.067648,33.213768,22.168251,-1.5445741,-1.4980965,-195.22885,109.35149,127.45532,36.85223,-9.083195,30.829971,36.926464
12.765797,33.197105,22.16825,-1.5446239,-1.4980965,-195.22885,103.30191,159.2378,36.84492,-9.083195,30.829971,36.92636
12.479679,33.181583,22.16825,-1.54467,-1.4980965,-195.22885,97.70975,141.58832,36.83804,-9.083195,30.829971,36.926266
12.208473,33.16712,22.16825,-1.5447128,-1.4980965,-195.22885,92.54039,124.971954,36.83156,-9.083195,30.829971,36.92617
11.951405,33.15365,22.168247,-1.5447525,-1.4980965,-195.22885,87.76188,109.3282,36.82545,-9.083195,30.829971,36.926083
11.707733,33.14109,22.168247,-1.5447893,-1.4980965,-195.22885,83.34467,94.60013,36.819702,-9.083195,30.829971,36.925995
11.476763,33.129395,22.168247,-1.5448236,-1.4980965,-195.22885,79.261444,80.734146,36.81429,-9.083195,30.829971,36.925915
11.257831,33.118496,22.168247,-1.5448554,-1.4980965,-195.22885,75.486946,67.67978,36.80919,-9.083195,30.829971,36.925835
11.05031,33.10834,22.168245,-1.5448849,-1.4980965,-195.22885,71.99783,55.38954,36.80439,-9.083195,30.829971,36.92576
10.853605,33.09888,22.168245,-1.5449123,-1.4980965,-195.22885,68.77253,43.818695,36.799866,-9.083195,30.829971,36.925686
10.667153,33.09007,22.168245,-1.5449377,-1.4980965,-195.22885,65.79109,32.925125,36.79561,-9.083195,30.829971,36.925617
10.490419,33.081856,22.168245,-1.5449613,-1.4980965,-195.22885,63.03507,125.66992,36.7916,-9.083195,30.829971,36.925552
10.322897,33.074203,22.168245,-1.5449833,-1.4980965,-195.22885,60.487427,133.99469,36.787823,-9.083195,30.829971,36.925488
10.164106,33.067074,22.168243,-1.5450037,-1.4980965,-195.22885,58.132416,195.83075,36.784264,-9.083195,30.829971,36.925426
10.013592,33.060432,22.168243,-1.5450226,-1.4980965,-195.22885,55.95546,176.03937,36.780914,-9.083195,30.829971,36.925365
