Cell 2,Cell 4,Cell 9,Cell 15,Cell 20,Cell 28,Cell 31,Cell 39,Cell 40,Cell 41,Cell 58,Cell 59
7.609574,32.96982,64.745155,11.707606,88.460556,576.10913,30.918528,51.371582,861.88745,39.523563,30.829971,37.187656
7.5922046,32.96982,62.524857,59.40453,98.254,550.2385,30.799187,101.41623,813.8126,36.671436,30.829971,37.176758
7.5757413,32.96982,60.42034,55.038536,90.196625,516.35474,30.68887,87.151276,768.5387,33.986664,30.829971,37.166306
7.560136,32.96982,58.425568,50.98529,82.79007,832.24536,30.586893,73.7213,725.90247,31.459427,30.829971,37.15629
7.5453434,32.96982,56.53482,47.22239,75.98178,785.5436,30.492628,61.077423,685.75037,29.080482,30.829971,37.146683
7.5313225,32.96982,54.742676,43.729034,69.723434,877.6898,30.405489,49.173645,647.9375,26.84113,30.829971,37.137478
7.518032,32.96982,53.043983,167.32716,63.970585,997.3705,30.324938,68.4543,612.32764,45.498848,30.829971,37.12865
7.5054345,32.96982,51.433876,155.2304,191.21158,1263.7349,30.250479,56.11873,806.13245,42.296104,30.829971,37.12019
7.4934936,32.96982,49.90773,144.00014,175.64566,1240.4055,30.181648,50.00551,761.306,39.28129,30.829971,37.11208
7.482175,32.96982,48.461174,133.57434,161.33707,1175.1515,30.118023,145.80017,719.0912,160.4033,30.829971,37.1043
7.471446,32.96982,47.09005,123.89538,148.18423,1112.8635,30.059208,128.93726,679.3358,150.45824,30.829971,37.096848
7.4612765,32.96982,45.79043,114.90974,136.0938,1053.4067,30.004839,113.061386,641.8967,141.09673,30.829971,37.089703
7.4516373,32.96982,44.55858,106.56776,124.97995,996.65247,29.954582,98.11479,606.6388,132.28453,30.829971,37.08285
7.4425,32.96982,43.39097,98.82333,114.763824,942.4778,29.908125,84.043076,573.43506,123.98941,30.829971,37.076283
7.4338393,32.96982,42.284245,91.63367,105.37288,890.7655,29.86518,77.07646,542.16583,116.18103,30.829971,37.069984
7.4256296,32.96982,41.235237,84.959015,96.74049,841.4037,29.825481,64.236206,512.7184,108.830826,30.829971,37.06395
7.417848,32.96982,40.24093,78.76249,88.805374,794.2855,29.788786,52.147537,484.98657,101.91191,30.829971,37.058163
7.4104724,32.96982,39.298477,73.009834,81.5112,749.3091,29.754864,40.76645,458.87045,95.39899,30.829971,37.052616
7.403481,32.96982,38.405167,67.66926,74.80621,706.37695,29.723507,30.051544,434.27588,89.26822,30.829971,37.0473
7.396854,32.96982,37.558445,62.71124,68.64282,665.39624,29.69452,19.963821,411.1142,83.49719,30.829971,37.042202
7.390572,32.96982,36.755875,58.108376,62.97726,626.2782,29.667727,10.466568,389.30194,78.06479,30.829971,37.037315
7.384618,32.96982,35.99516,53.835228,57.769333,588.9381,29.642958,1.5252228,368.7605,72.95116,30.829971,37.03263
7.378974,32.96982,35.274113,49.86818,52.982067,553.2953,29.620062,-6.892746,349.41583,68.13757,30.829971,37.028137
7.3736243,32.96982,34.590668,46.1853,48.58149,519.2726,29.598896,-14.817986,331.1982,63.60645,30.829971,37.023834
7.368553,32.96982,33.942863,42.76623,44.536366,486.79636,29.579332,-22.279335,314.04196,59.341198,30.829971,37.019707
7.3637466,32.96982,33.328842,39.592083,40.81798,455.79623,29.561247,-29.303947,297.88525,55.32622,30.829971,37.01575
7.3591905,32.96982,32.746838,36.645306,37.399944,426.20517,29.544529,-35.91738,282.66986,51.54683,30.829971,37.011955
15.845024,32.96982,32.195183,33.909615,34.257996,397.95908,29.529076,-42.143707,268.34094,47.989204,30.829971,37.00832
15.398413,32.96982,31.672298,31.36989,31.369835,370.99686,29.51479,-48.005585,254.84682,53.417572,30.829971,37.004833
54.170406,32.96982,31.176682,29.01209,28.714962,345.26016,29.501585,-53.524345,242.13889,49.750175,30.829971,37.00149
77.66153,32.96982,30.70691,26.823187,26.274534,320.69327,29.489378,-58.72007,230.17134,46.297974,30.829971,36.998287
73.99296,32.96982,30.261635,24.79108,24.031229,297.243,29.478094,-63.61167,218.90103,43.04834,30.829971,36.995216
70.515594,32.96982,29.83958,22.90454,21.969124,274.85864,29.467663,-68.21695,208.28735,90.69371,30.829971,36.99227
67.21948,32.96982,29.439535,21.153135,20.073584,253.49173,29.458021,-72.552666,198.29204,104.80003,30.829971,36.98945
64.09516,32.96982,29.060352,19.52719,18.331154,233.09601,29.449108,-42.903687,188.87906,142.63669,30.829971,36.986744
61.133686,32.96982,28.700943,18.017714,16.729467,215.2378,29.440868,-48.721077,180.0145,133.73413,30.829971,36.98415
58.32657,32.96982,28.360275,16.616365,15.257154,219.31445,29.433252,-9.458221,171.66638,125.35396,30.829971,36.981663
55.66576,32.96982,28.037373,15.315399,13.903767,387.97427,29.426212,-17.2333,163.80464,117.4655,30.829971,36.97928
53.14364,32.96982,27.731308,14.107625,128.16563,361.4659,29.419704,-24.553268,156.40094,174.98018,30.829971,36.976994
50.75297,32.96982,27.441206,12.986367,117.692184,336.16245,29.413689,-31.444778,149.42859,164.17978,30.829971,36.974804
48.48691,32.96982,27.166231,11.945428,108.06471,312.00906,29.408127,-37.9329,142.86244,154.01312,30.829971,36.972702
46.338963,32.96982,26.905596,10.979054,127.07201,288.95355,29.402987,111.12312,136.67886,144.44302,30.829971,36.970688
44.302967,32.96982,26.658552,10.081904,116.68689,266.94598,29.398235,96.28999,130.85553,135.43448,30.829971,36.96876
42.37309,32.96982,26.42439,9.24902,107.140625,245.93872,29.393843,82.32509,125.37148,126.95453,30.829971,36.966908
40.5438,32.96982,26.202442,8.475797,98.36545,244.93079,29.389782,69.1776,120.20694,118.97215,30.829971,36.965134
38.809856,32.96982,25.992065,7.757961,90.29907,320.63425,29.386028,56.799683,115.34329,111.45816,30.829971,36.963436
37.166286,32.96982,25.79266,7.0915465,82.88425,371.139,29.382559,45.146286,110.763,104.385086,30.829971,36.961803
35.60838,32.96982,25.603655,6.4728684,76.06836,345.39584,29.37935,34.17502,106.44956,97.727036,30.829971,36.960243
34.131676,32.96982,25.424503,5.8985085,69.80301,320.82278,29.376387,23.845932,102.38743,91.459656,30.829971,36.958744
32.73194,32.96982,25.254696,5.365291,64.04373,365.28897,29.373646,61.821213,98.561966,85.56004,30.829971,36.957306
31.405159,32.96982,25.093744,4.87027,58.749664,339.81174,29.37111,49.8739,94.95937,80.00661,30.829971,36.95593
30.147533,32.96982,24.941185,4.410708,53.883213,315.4925,29.36877,38.6259,91.56667,74.77904,30.829971,36.95461
28.955456,32.96982,24.796581,3.984066,49.409847,292.27863,29.366606,28.036285,88.37164,69.8582,30.829971,36.953346
27.825508,32.96982,24.65952,3.5879855,45.297813,438.07974,29.364603,18.066528,85.36275,65.226105,30.829971,36.952133
26.75446,32.96982,24.529604,3.2202773,41.51792,409.2939,29.362755,8.680328,82.52916,60.86581,30.829971,36.95097
25.739231,32.96982,24.406464,2.8789086,38.043346,381.8165,29.361044,-0.15646362,79.860664,56.76137,30.829971,36.949856
24.77692,32.96982,24.289743,2.5619931,34.849426,355.58804,29.359463,-8.475998,77.34763,52.89777,30.829971,36.948788
23.864769,32.96982,24.179111,2.2677794,31.913494,330.55173,29.358002,-16.308563,74.98102,49.260876,30.829971,36.94776
56.071804,32.96982,24.07425,1.994641,29.214708,389.86032,29.356651,29.162125,72.75227,45.837383,30.829971,36.94678
53.52852,32.96982,23.974854,1.741068,26.733913,363.2662,29.355402,19.126465,70.65339,42.614777,30.829971,36.94584
51.117794,47.548786,23.880642,1.5056592,24.453503,337.8809,29.354248,9.678223,68.67679,39.581264,30.829971,36.944935
48.832718,46.553123,23.791344,1.2871133,22.35729,313.6494,29.353182,0.78302,66.81534,36.72575,30.829971,36.94407
46.666744,45.62546,23.706703,1.0842224,20.430397,290.51935,29.352196,-7.591507,65.06235,34.037792,30.829971,36.94324
44.613663,44.76115,23.626474,0.8958651,18.659145,383.71964,29.351284,-15.475845,63.411484,31.507557,30.829971,36.942444
42.66759,43.95587,23.55043,0.7210003,17.030966,433.5599,29.350441,-22.89869,61.8568,29.12579,30.829971,36.94168
40.822952,43.205585,23.478352,0.5586616,15.5343,404.97952,29.349663,-29.887047,60.392696,26.883778,30.829971,36.940952
39.07446,42.506542,23.410032,0.4079516,14.158525,390.933,29.348942,-36.466347,59.013893,24.773323,30.829971,36.94025
37.4171,41.855236,23.345276,0.26803744,12.893878,364.29013,29.348276,-30.541214,57.71542,22.786703,30.829971,36.93958
35.846123,41.248413,23.283895,0.13814569,11.731381,338.85825,29.34766,-27.153633,56.4926,20.916653,30.829971,36.938934
34.357025,40.683033,23.225716,0.017558336,10.662785,314.58234,29.347092,-33.89293,55.34102,19.156334,30.829971,36.93832
32.945545,40.15626,23.17057,-0.09439099,9.680502,305.8791,29.346565,-40.237755,54.25653,17.499306,30.829971,36.937725
31.607632,39.66547,23.118301,-0.1983211,8.777562,283.1022,29.34608,-46.211197,53.23523,15.939508,30.829971,36.93716
30.33945,39.208195,23.068756,-0.29480636,7.9475565,634.421,29.34563,50.947113,52.273426,14.471235,30.829971,36.936615
29.137371,38.782146,23.021797,-0.38438022,7.184594,596.7108,29.345215,39.63629,51.36766,13.089117,30.829971,36.936096
27.997944,38.385197,22.977285,-0.46753764,6.4832587,560.7147,29.344831,124.42062,50.514664,11.788099,30.829971,36.935596
26.917908,38.015358,22.935095,-0.5447383,5.838573,526.35474,29.344477,108.80914,49.71137,10.563421,30.829971,36.935116
25.894161,37.670776,22.895105,-0.6164088,67.01268,493.55655,29.344149,94.11145,48.954872,9.4106045,30.829971,36.934658
24.923775,37.349728,22.8572,-0.68294543,61.47879,558.7883,29.343845,80.27406,48.242447,8.325432,30.829971,36.934216
24.003967,37.050606,22.821272,-0.7447158,56.3919,524.516,29.343565,67.24663,47.57153,24.006275,30.829971,36.933792
23.132101,36.77191,22.787218,-0.80206144,51.715897,491.80136,29.343306,54.981735,46.9397,22.064665,30.829971,36.933388
22.305677,36.51225,22.75494,-0.85529923,47.41759,460.5737,29.343065,43.434753,46.344685,20.236982,30.829971,36.933002
21.522327,36.27032,22.724344,-0.90472347,43.466476,430.76547,29.342844,32.56366,45.784336,18.516544,30.829971,36.93263
20.779808,36.044914,22.695345,-0.9506073,39.83451,402.3121,29.34264,22.328888,45.25663,16.897057,30.829971,36.932274
20.075989,35.834904,22.667856,-0.99320436,36.495914,375.152,29.342451,140.15063,44.759674,15.372597,30.829971,36.93193
19.408852,35.639233,22.641802,-1.0327501,33.426987,417.0264,29.342276,163.04605,44.291668,13.93759,30.829971,36.931602
18.77649,35.45693,22.617107,-1.069463,80.273026,389.19754,29.342113,172.86615,43.85093,12.586784,30.829971,36.93129
18.177086,35.28707,22.593699,-1.1035461,73.668045,362.63358,29.341965,154.41898,43.435867,11.315241,30.829971,36.93099
17.608925,35.12882,22.571512,-1.1351879,67.59659,337.277,29.341827,137.05157,43.044987,10.118309,30.829971,36.9307
53.70891,34.98137,22.550482,-1.164563,62.015533,435.2267,29.3417,120.700745,42.67688,8.9916115,30.829971,36.930424
51.288784,34.84399,22.53055,-1.1918337,56.88529,423.4111,29.341581,105.30699,42.33022,7.9310246,30.829971,36.930157
48.994797,34.715996,22.511656,15.803621,65.901855,395.29202,29.341473,90.8143,42.003757,6.9326706,30.829971,36.929905
46.820374,34.59674,22.493746,14.560875,60.4577,469.09933,29.341372,77.16991,41.696312,5.992898,30.829971,36.92966
44.759285,34.485634,22.476772,63.81577,55.453285,438.9036,29.341278,64.32417,41.406784,5.1082687,30.829971,36.929424
42.805622,34.38211,22.460682,59.133785,50.853096,468.77707,29.341192,52.230347,41.13412,4.275548,30.829971,36.929203
40.95379,34.28566,22.445433,54.787186,74.09369,438.59598,29.341112,40.84442,40.877342,3.4916887,30.829971,36.928986
39.198475,34.195797,22.430977,50.751945,67.98784,430.57535,29.341038,30.124954,40.635525,2.7538242,30.829971,36.92878
37.534653,34.11207,22.417276,47.00576,62.375183,451.02725,29.34097,20.032928,40.4078,113.12721,30.829971,36.928585
35.957546,34.034058,22.40429,43.527924,57.215885,591.6675,29.340906,10.531631,40.193336,105.95619,30.829971,36.928394
34.462643,33.961376,22.39198,40.299213,52.473324,555.90063,29.340849,1.5864716,39.99137,99.20596,30.829971,36.928215
33.04566,33.893658,22.380312,37.301785,48.11384,521.7595,29.340796,124.55542,39.801174,92.85181,30.829971,36.92804
31.702526,33.830566,22.369253,34.51907,44.106487,538.4264,29.340746,108.936035,39.622055,86.870514,30.829971,36.92787
30.429398,33.771782,22.35877,31.93569,40.422825,507.28445,29.3407,94.23091,39.453373,81.24017,30.829971,36.92771
29.22263,33.71701,22.348835,29.537361,37.036705,475.35306,29.340656,80.386536,39.294518,75.940216,30.829971,36.92756
28.078758,33.66598,22.339417,27.310831,33.924095,444.87308,29.340618,67.35252,39.144917,70.95125,30.829971,36.927414
26.99451,33.61844,22.33049,25.243793,31.062904,486.10886,29.340582,55.081436,39.004036,74.13913,30.829971,36.927273
25.96677,33.574142,22.32203,23.324823,28.432823,455.13998,29.340548,43.528625,38.871357,69.255844,30.829971,36.927135
24.9926,33.53287,22.314009,21.543314,26.015184,425.5787,29.340517,32.65204,38.746414,64.6591,30.829971,36.927006
24.069206,33.494415,22.306408,19.889418,23.792828,397.3611,29.340488,22.412094,38.628746,60.33208,30.829971,36.926884
23.19394,33.45859,22.299202,18.353994,21.749979,370.42606,29.340462,12.77153,38.517937,56.25896,30.829971,36.926765
22.364292,33.42521,22.292372,16.928558,19.87214,344.7153,29.340437,3.6952667,38.41358,52.42484,30.829971,36.92665
21.577887,33.394108,22.285898,15.60523,18.145983,419.96536,29.340414,-4.8497314,38.315304,242.24402,30.829971,36.92654
20.83247,33.36513,22.279762,14.376696,16.559254,610.3971,29.340393,-12.894562,38.222755,227.49673,30.829971,36.926437
20.125908,33.338135,22.273947,13.236164,15.100691,573.77893,29.340374,-20.468498,38.135597,213.61479,30.829971,36.926334
19.45617,33.31298,22.268435,12.177331,13.759941,538.8252,29.340357,-27.599106,38.05352,200.54741,30.829971,36.92624
18.82134,33.289543,22.26321,11.194345,12.527489,505.46017,29.34034,-34.312332,37.97622,188.24678,30.829971,36.926147
18.2196,33.267708,22.258257,10.281774,11.394587,473.61172,29.340324,-40.632607,37.903427,176.66792,30.829971,36.92606
17.649223,33.247364,22.253563,9.434571,62.55734,443.21085,29.340311,-46.58293,37.834873,165.7685,30.829971,36.925976
17.108574,33.22841,22.249113,8.648057,57.383327,414.1918,29.340298,-52.184967,37.770313,155.50862,30.829971,36.92589
16.596104,33.21075,22.244896,7.9178815,52.627243,386.4918,29.340284,-8.46936,37.70952,172.90518,30.829971,36.925816
16.110346,33.194294,22.240898,11.105036,48.255325,437.20322,29.340275,-16.302315,37.65226,162.22653,30.829971,36.92574
15.649905,33.178967,22.237108,10.198861,44.236546,408.45724,29.340263,-23.67678,37.598343,152.17448,30.829971,36.925667
15.213463,33.16468,22.233517,9.357598,40.542377,381.01785,29.340254,136.2432,37.54756,142.71227,30.829971,36.9256
14.799769,33.151375,22.230114,8.576597,37.146603,387.45352,29.340246,119.9397,37.499744,133.80527,30.829971,36.925533
14.407639,33.138973,22.226887,7.851541,34.025116,423.3469,29.340237,104.5905,37.45471,125.42091,30.829971,36.925472
14.035945,33.127422,22.223827,7.1784234,31.155766,395.23074,29.340229,90.13974,37.4123,117.528534,30.829971,36.92541
13.683624,33.116657,22.22093,6.5535226,28.518185,368.39255,29.340223,76.534836,37.37236,110.09926,30.829971,36.925354
13.3496685,33.10663,22.218182,5.973385,26.09365,418.0593,29.340216,63.726273,37.334747,103.10591,30.829971,36.925297
13.033117,33.097286,22.215576,5.434804,23.864956,390.18344,29.34021,51.66745,37.299328,96.52292,30.829971,36.925243
12.733067,33.08858,22.213108,4.934803,21.816282,363.57468,29.340204,40.31447,37.26597,90.3262,30.829971,36.925194
12.448654,33.08047,22.210768,4.4706187,19.933088,422.42184,29.3402,29.626022,37.234554,84.4931,30.829971,36.925144
12.179066,33.072914,22.208551,4.039685,18.202007,394.34775,29.340195,19.563202,37.20497,79.00226,30.829971,36.925095
11.923529,33.065872,22.206448,3.6396198,16.610752,367.54965,29.34019,10.089401,37.177113,73.83362,30.829971,36.925053
39.685677,33.05931,22.204456,3.2682128,15.148029,341.96964,29.340187,1.1701355,37.150875,68.96825,30.829971,36.925007
37.99646,33.0532,22.202566,2.9234104,13.803456,355.9938,29.340183,-7.227051,37.126163,64.38838,30.829971,36.92497
36.395287,33.047504,22.200777,2.6033072,12.56749,330.93906,29.34018,-15.132729,37.102898,60.077244,30.829971,36.924927
34.877567,33.042202,22.19908,2.3061342,11.431356,307.0231,29.340176,-22.575653,37.080982,56.019077,30.829971,36.92489
33.438953,33.03726,22.197472,2.0302482,10.386993,490.79947,29.340174,-29.582916,37.06035,52.19903,30.829971,36.924854
32.07532,33.03265,22.195948,1.7741245,28.354313,459.6174,29.34017,-36.180023,37.040913,192.96913,30.829971,36.924816
59.25253,33.02836,22.194502,1.5363477,25.943016,429.85263,29.340168,-42.390976,37.02261,181.11319,30.829971,36.924786
56.54346,33.02436,22.193132,1.3156036,48.504063,401.44077,29.340166,67.308014,37.005375,169.95293,30.829971,36.92475
53.975594,33.020638,22.191833,1.1106719,44.46519,374.32028,29.340164,55.039536,36.989143,159.44751,30.829971,36.92472
51.541565,33.017166,22.190603,0.92042005,167.70496,390.22318,29.340162,75.180786,36.973858,149.55853,30.829971,36.92469
49.2344,33.01393,22.189438,0.74379647,154.03775,363.61258,29.34016,95.52666,36.95946,180.64824,30.829971,36.924664
47.04749,33.01092,22.188332,0.5798248,141.4745,338.21152,29.340158,81.60643,36.945908,169.51526,30.829971,36.924637
44.974564,33.008114,22.187284,0.42759883,193.34416,313.96503,29.340157,68.50101,36.93314,159.03552,30.829971,36.92461
43.00968,33.005497,22.18629,0.2862773,177.60599,290.8206,29.340155,56.16269,36.921116,149.17072,30.829971,36.924587
41.147213,33.00306,22.185349,0.15507889,163.13904,523.7473,29.340155,44.546585,36.909794,139.88475,30.829971,36.92456
39.381817,33.00079,22.184458,0.033278584,149.84065,491.06766,29.340153,33.610413,36.89913,131.14366,30.829971,36.924538
37.708435,32.998676,22.18361,-0.07979679,137.61642,459.87338,29.34015,23.314377,36.889088,122.91548,30.829971,36.92452
36.122272,32.996704,22.18281,-0.18477225,126.37959,430.09695,29.34015,13.621002,36.87963,186.32718,30.829971,36.924496
34.618786,32.99487,22.182049,-0.2822281,116.0504,433.72415,29.340149,91.031586,36.870728,174.86096,30.829971,36.924477
33.19366,32.993156,22.18133,-0.37270296,106.55554,405.13632,29.340149,77.37448,36.86234,164.06755,30.829971,36.924458
31.842815,32.99156,22.180647,-0.45669687,97.82762,377.84787,29.340147,64.51677,36.854443,153.90747,30.829971,36.92444
30.562378,32.990078,22.18,-0.53467405,89.80469,351.79977,29.340147,52.411667,36.847004,144.34357,30.829971,36.92442
29.348679,32.988693,22.179386,-0.6070655,82.42981,326.93564,29.340147,41.01512,36.84,135.34085,30.829971,36.924404
28.198238,32.987404,22.178804,-0.67427135,75.65062,401.1417,29.340145,30.28566,36.833405,126.866394,30.829971,36.924385
27.107761,32.986206,22.178253,-0.7366631,69.41901,374.03482,29.340145,20.184235,36.82719,118.88919,30.829971,36.92437
26.07412,32.985085,22.17773,-0.7945855,63.690754,560.0193,29.340145,10.674072,36.821342,111.38008,30.829971,36.924355
25.094357,32.984043,22.177237,-0.84835887,58.425194,525.6909,29.340143,1.720581,36.81583,104.311584,30.829971,36.924343
24.165657,32.98307,22.176767,-0.89828026,53.584953,513.3281,29.340143,37.95079,36.810642,97.65785,30.829971,36.924328
23.285362,32.982166,22.176323,-0.9446257,49.135677,481.12204,29.340143,27.400696,36.805756,91.39453,30.829971,36.924313
22.45095,32.981323,22.175901,-0.9876512,45.045788,450.3798,29.340143,17.46814,36.801155,85.49875,30.829971,36.9243
21.660028,32.980537,22.1755,-1.0275948,41.286255,421.03488,29.340141,8.116974,36.79682,79.9489,30.829971,36.92429
20.910332,32.979805,22.175123,-1.064677,72.716965,393.02377,29.340141,-0.6868439,36.79274,74.72472,30.829971,36.92428
20.199709,32.979122,22.174763,-1.099103,66.72232,366.28586,29.340141,-8.975342,36.7889,69.80707,30.829971,36.924267
19.526125,32.97849,22.174423,-1.1310629,61.211884,340.76328,29.340141,-16.778679,36.78528,141.92004,30.829971,36.924255
18.88765,32.977894,22.1741,-1.1607335,56.14655,316.4008,29.340141,-24.12526,36.781868,133.05954,57.148743,36.924244
18.282452,32.977345,22.173794,-1.1882787,51.490364,511.93802,29.340141,-31.041817,36.77866,124.71895,55.387535,36.924236
17.7088,32.97683,22.173506,-1.2138507,47.210278,563.2532,29.340141,-37.553528,36.77564,116.86775,53.744183,36.924225
17.165047,32.976353,22.173231,-1.2375909,43.27591,528.77783,29.34014,-43.684082,36.77279,109.47725,52.2108,36.924217
16.649632,32.975906,22.17297,-1.2596307,100.21335,664.6603,29.34014,-49.455795,36.77011,122.174484,50.780033,36.92421
50.869404,32.97549,22.172724,-1.2800915,91.99771,625.5757,29.34014,-54.88967,36.767586,114.472595,49.445007,36.924202
48.597275,32.9751,22.17249,-1.2990868,141.19937,588.2676,29.34014,86.341965,36.76521,107.222626,48.19932,36.92419
46.443573,32.974743,22.172268,-1.3167213,129.67313,552.6553,29.34014,72.959366,36.76297,100.39809,47.036995,36.924183
44.402122,32.974403,22.172058,-1.3330927,119.07791,570.1283,29.34014,60.360092,36.76086,93.97398,45.952446,36.92418
42.467075,32.97409,22.171858,-1.3482914,109.3385,535.34045,29.34014,48.498306,36.758873,87.926834,44.940475,36.92417
40.632885,32.9738,22.171669,-1.3624012,100.38579,521.46643,29.34014,571.58057,36.757004,82.23451,43.996227,36.924164
38.8943,32.973526,22.17149,-1.3755004,92.156235,488.8904,29.34014,529.79517,36.75524,76.876205,43.11516,36.924156
37.246326,32.973274,22.17132,-1.3876613,131.72807,482.9388,29.34014,490.45563,36.753586,71.83232,42.29306,36.924152
35.68425,32.973038,22.17116,-1.398951,120.96687,452.11398,29.34014,453.41876,36.75202,87.67709,41.525967,36.924145
34.20359,32.97282,22.171007,-1.409432,111.07489,422.69028,29.34014,418.5498,36.750553,81.99942,40.81021,36.92414
32.800106,32.972614,22.170864,-1.4191623,101.98193,394.60397,29.34014,762.1125,36.749165,76.65491,40.14235,36.924133
31.469772,32.972424,22.170727,-1.4281956,93.62344,494.9907,29.34014,709.1746,36.747864,71.62401,39.51918,36.92413
30.208778,32.972244,22.170597,-1.4365817,113.08589,475.5557,29.340137,659.3354,36.74663,66.888306,38.937714,36.92412
29.013508,32.97208,22.170473,-1.4443672,103.83049,445.0665,29.340137,612.4134,36.745476,62.430477,38.395157,36.924118
27.880539,32.971924,22.170357,-1.451595,95.32269,415.9631,29.340137,568.2379,36.74439,58.234226,37.88891,36.924114
26.806618,32.971783,22.170246,-1.4583049,87.50209,621.2821,29.340137,526.6482,36.743362,54.2842,37.416534,36.92411
25.788673,32.971645,22.170141,-1.4645343,80.3132,584.1692,29.340137,487.49286,36.742393,50.565952,36.975773,36.924107
36.558548,32.971523,22.170042,-1.4703174,73.70497,567.90625,29.340137,450.62946,36.741486,47.065884,36.564507,36.924103
35.032322,32.971405,22.169949,-1.4756863,67.63052,533.2195,29.340137,415.92377,36.740627,43.77119,36.180763,36.9241
33.58564,32.9713,22.169859,-1.4806706,62.046734,500.10922,29.340137,383.24957,36.739822,40.669823,35.822697,36.924095
32.214363,32.971195,22.169775,-1.4852978,56.913967,468.504,29.340137,352.48788,36.73906,37.750435,35.48859,36.92409
30.914562,32.971104,22.169695,-1.4895936,52.195793,458.24197,29.340137,323.5268,36.738346,35.00235,35.17684,36.924088
29.682507,32.971016,22.169619,-1.4935817,47.858727,428.5397,29.340137,296.2609,36.73767,32.415516,34.88596,36.924084
61.708553,32.970932,22.169546,-1.497284,43.871983,400.18753,29.340137,270.59097,36.737038,29.980469,34.61454,36.92408
58.87147,32.970856,22.169477,-1.5007212,40.207264,520.6731,29.340137,246.42361,36.73644,27.688305,34.361282,36.924076
56.182262,32.970787,22.169413,-1.5039122,36.83856,488.13315,29.340137,223.67084,36.735874,25.53064,34.124973,36.924076
53.63322,32.97072,22.169352,-1.5068746,33.741955,512.6848,29.340137,202.24988,36.735344,23.499584,33.904476,36.924072
51.217037,32.970657,22.169294,-1.5096247,30.895477,480.50797,29.340137,182.08276,36.734848,21.587704,33.698734,36.92407
48.92679,52.9714,22.169239,-1.512178,28.278921,512.9409,29.340137,163.0961,36.734375,19.788008,33.506763,36.924065
46.75591,51.605404,22.169188,-1.5145482,25.873714,480.7524,29.340137,145.2208,36.733932,18.093914,33.327637,36.924065
44.69818,50.3327,22.169138,-1.5167488,23.662785,450.027,29.340137,128.39178,36.733517,16.499226,33.160496,36.92406
42.747704,49.14691,22.16909,-1.5187916,21.630442,420.69815,29.340137,112.54785,36.733124,73.63628,33.004543,36.92406
40.898888,48.042107,22.169046,-1.5206882,19.762259,642.9824,29.340137,97.63132,36.732754,68.782486,32.859024,36.924057
39.146435,47.012756,22.169004,-1.5224488,18.044975,604.8832,29.340137,83.587906,36.732407,64.21352,32.723244,36.924057
37.485325,46.053703,22.168964,-1.5240834,16.466404,568.5156,29.340137,70.3665,36.73208,59.912647,32.59655,36.924053
35.91079,45.160145,22.168926,-1.5256009,15.015341,533.801,29.340137,57.91899,36.73177,55.86414,32.478333,36.924053
34.418324,44.327618,22.16889,-1.5270096,13.681485,500.6644,29.340137,46.20009,36.73148,52.053185,32.368027,36.92405
33.003647,43.551945,22.168856,-1.5283175,12.45537,469.0339,29.340137,35.16713,36.731205,48.465847,32.265102,36.92405
31.662704,42.829243,22.168823,-1.5295316,11.328294,438.8411,29.340137,24.779968,36.730946,45.08901,32.169067,36.924046
30.391655,42.155903,22.168793,-1.5306588,10.292255,503.71945,29.340137,15.000809,36.7307,41.910313,32.079456,36.924046
29.186855,41.528545,22.168764,-1.5317053,9.339902,511.97812,29.340137,5.794052,36.730473,38.918137,31.995842,36.92404
28.04485,40.94403,22.168737,-1.5326768,27.59578,512.54517,29.340137,-2.8737946,36.73026,36.101532,31.917824,36.92404
26.962364,40.399437,22.16871,-1.5335788,25.245752,480.37466,29.340137,-11.0342865,36.730057,33.4502,31.845028,36.92404
25.936302,39.892036,22.168686,-1.534416,23.085546,449.6664,29.340137,-18.71711,36.729866,30.954441,31.777102,36.924038
24.963722,39.41929,22.168663,-1.5351933,124.881805,515.99915,29.340137,-25.950226,36.729683,28.60513,31.71372,36.924038
24.041832,38.978825,22.16864,-1.5359149,114.6736,586.6168,29.340137,-32.759964,36.729515,26.39367,31.654581,36.924038
23.167992,38.568443,22.16862,-1.5365849,105.28995,551.0796,29.340137,-39.171104,36.729355,24.31197,31.5994,36.924034
22.339695,38.18609,22.1686,-1.5372069,96.66426,547.6344,29.340137,-45.206978,36.729206,22.35242,47.23153,36.924034
21.554573,37.82985,22.168581,-1.5377842,88.73529,513.869,29.340137,-50.88955,36.729065,20.507854,46.133965,36.924034
20.810371,37.497936,22.168562,-1.5383203,81.44679,481.63834,29.340137,-56.239502,36.72893,18.771523,45.109844,36.92403
20.104961,37.18869,22.168547,-1.5388179,74.74701,450.87265,29.340137,-61.2763,36.728806,17.137074,44.15426,36.92403
19.436316,36.900566,22.16853,-1.5392799,68.588394,501.8046,29.340137,-66.01827,36.728687,15.59853,43.26262,36.92403
18.80252,36.63212,22.168514,-1.5397089,62.927227,470.12228,29.340137,-70.48268,36.728577,14.150265,42.43065,36.92403
18.20176,36.382004,22.1685,-1.540107,82.82648,439.88004,29.340137,-74.685776,36.72847,12.786982,41.65435,36.924026
17.632313,36.14897,22.168486,-1.5404767,76.01526,506.40866,29.340137,-78.64285,36.72837,11.503693,40.93,36.924026
