Cell 20,Cell 39,Cell 41,Cell 48,Cell 53,Cell 54,Cell 62,Cell 64,Cell 74,Cell 84
355.93762,-16.140812,826.6935,75.222206,49.626408,-15.960404,53.154987,186.30168,55.280434,152.34846
338.14615,-16.140812,936.0831,75.222206,49.626408,-15.960404,53.154987,183.86418,55.280434,130.95522
727.03894,-16.140812,883.8479,75.222206,49.626408,-15.960404,53.154987,181.5666,55.280434,110.924416
691.68256,-16.140812,834.75543,75.222206,49.626408,-15.960404,53.154987,179.40092,55.280434,92.16937
657.9997,-16.140812,788.6166,75.222206,49.626408,-15.960404,53.154987,177.35956,55.280434,74.60874
625.9111,-16.140812,915.8922,75.222206,49.626408,-15.960404,53.154987,175.4354,55.280434,58.166527
595.34125,-16.140812,864.87177,75.222206,49.626408,-15.960404,53.154987,191.14319,55.280434,42.77144
566.2184,-16.140812,816.92096,75.222206,49.626408,-15.960404,53.154987,188.42775,55.280434,28.356829
538.47394,-16.140812,1174.9535,75.222206,49.626408,-15.960404,53.154987,185.86818,55.280434,166.20819
512.0427,-16.140812,1108.3466,75.222206,49.626408,-15.960404,53.154987,183.45555,55.280434,143.93225
486.86252,-16.140812,1045.747,75.222206,49.626408,-15.960404,53.154987,181.18143,55.280434,123.07502
462.87415,-16.140812,1066.6521,75.222206,49.626408,-15.960404,53.154987,179.03786,55.280434,201.29543
440.02118,-16.140812,1006.5612,75.222206,49.626408,-15.960404,53.154987,177.01735,55.280434,176.78485
418.24988,-16.140812,950.08563,75.222206,49.626408,-15.960404,53.154987,175.11282,55.280434,153.83536
632.7457,-16.140812,897.00793,75.222206,49.626408,-15.960404,53.154987,173.31763,55.280434,209.85573
601.8524,-16.140812,918.27216,75.222206,49.626408,-15.960404,53.154987,171.6255,55.280434,184.8
572.4214,-16.140812,867.1085,75.222206,49.626408,-15.960404,53.154987,170.03052,55.280434,161.34003
544.38336,-16.140812,819.02313,75.222206,49.626408,-15.960404,53.154987,178.36218,55.280434,139.3741
573.1493,-16.140812,773.8309,75.222206,49.626408,-15.960404,53.154987,176.38046,55.280434,188.59901
545.0768,-16.140812,731.3576,75.222206,49.626408,-15.960404,53.154987,174.5125,55.280434,234.02881
518.333,-16.140812,691.43976,75.222206,49.626408,-15.960404,53.154987,172.75177,55.280434,207.4336
492.85504,-16.140812,653.9236,75.222206,49.626408,-15.960404,53.154987,171.09212,55.280434,182.5321
468.583,-16.140812,1025.1165,75.222206,49.626408,-15.960404,53.154987,169.52776,55.280434,159.21658
445.45984,-16.140812,967.5244,75.222206,49.626408,-15.960404,53.154987,168.05319,55.280434,137.38591
423.43112,-16.140812,913.39746,75.222206,49.626408,-15.960404,53.154987,166.66328,55.280434,116.94557
402.44507,-16.140812,862.5271,75.222206,49.626408,-15.960404,53.154987,165.35316,55.280434,97.80703
382.4523,-16.140812,828.985,75.222206,49.626408,-15.960404,53.154987,164.11824,55.280434,79.88734
363.40582,-16.140812,783.19336,75.222206,49.626408,-15.960404,53.154987,162.95424,55.280434,63.10893
432.9858,-16.140812,740.1568,75.222206,49.626408,-15.960404,53.154987,161.85704,55.280434,47.399094
411.54752,-16.140812,699.70953,75.222206,49.626408,-15.960404,53.154987,160.82281,55.280434,32.68976
391.12393,-16.140812,661.6958,75.222206,49.626408,-15.960404,53.154987,159.84799,55.280434,18.917215
371.66702,-16.140812,625.9692,75.222206,49.626408,-15.960404,53.154987,158.92912,55.280434,119.01116
353.13104,-16.140812,759.6189,75.222206,49.626408,-15.960404,53.154987,158.06299,55.280434,99.741035
335.4724,-16.140812,718.0007,75.222206,49.626408,-15.960404,53.154987,157.24658,55.280434,81.6982
318.6496,-16.140812,798.3364,75.222206,49.626408,-15.960404,53.154987,156.47705,55.280434,218.13585
373.23477,-16.140812,754.38873,75.222206,49.626408,-15.960404,53.154987,155.7517,55.280434,192.55278
354.62457,-16.140812,713.0852,75.222206,98.24621,-15.960404,53.154987,155.06798,55.280434,168.59901
336.89523,-16.140812,674.2667,75.222206,95.06089,-15.960404,53.154987,154.42352,55.280434,146.1708
320.00507,-16.140812,637.78375,75.222206,92.08426,-15.960404,53.154987,153.81606,55.280434,125.17101
303.91434,-16.140812,990.33777,75.222206,89.302635,-15.960404,53.154987,153.24344,55.280434,105.50859
404.47,-16.140812,977.89417,75.222206,86.70325,-15.960404,53.154987,152.70372,55.280434,87.09844
384.3814,-16.140812,986.15125,75.222206,84.27417,-15.960404,53.154987,152.19498,55.280434,69.86077
556.2276,-16.140812,930.9036,75.222206,82.00423,-15.960404,53.154987,192.57468,55.280434,53.720913
528.95605,-16.140812,878.98,75.222206,79.882996,-15.960404,53.154987,189.77705,55.280434,38.608967
502.97528,-16.140812,830.18036,75.222206,77.90074,-15.960404,53.154987,187.14003,55.280434,24.459454
478.22424,-16.140812,784.3168,75.222206,76.048355,-15.960404,53.154987,184.65439,55.280434,11.211093
454.6447,-16.140812,741.2126,75.222206,74.31732,-15.960404,53.154987,280.28772,55.280434,-1.1935244
432.18124,-16.140812,700.7018,75.222206,72.6997,-15.960404,53.154987,272.4547,55.280434,197.9585
410.781,-16.140812,858.2443,75.222206,71.18806,-15.960404,53.154987,265.07138,55.280434,213.80621
390.3937,-16.140812,810.69226,75.222206,69.775444,-15.960404,53.154987,258.1119,55.280434,188.4989
370.97137,-16.140812,1002.44574,75.222206,68.45538,-15.960404,53.154987,251.55196,55.280434,164.80334
405.66287,-16.140812,946.2178,75.222206,67.22181,-15.960404,53.154987,283.8425,55.280434,142.61688
413.35446,-16.140812,893.37274,75.222206,66.069046,-15.960404,53.154987,275.80542,55.280434,121.843414
392.84534,-16.140812,843.70715,75.222206,64.99181,-15.960404,53.154987,268.22974,55.280434,102.39293
373.30695,-16.140812,797.0297,75.222206,63.98515,-15.960404,53.154987,261.08893,55.280434,349.95486
354.69336,-16.140812,768.55554,75.222206,63.044437,-15.960404,53.154987,254.3581,55.280434,315.97662
445.05893,-16.140812,726.39966,75.222206,62.165356,-15.960404,53.154987,248.01366,55.280434,284.16238
467.94263,-16.140812,775.68634,75.222206,61.34387,-15.960404,53.154987,242.03342,55.280434,254.37425
444.84976,-16.140812,733.10144,75.222206,60.576202,-15.960404,53.154987,236.39648,55.280434,226.48328
422.8499,-16.140812,693.0787,75.222206,59.858826,-15.960404,53.154987,231.08318,55.280434,200.36856
401.89136,-16.140812,655.46387,75.222206,59.188454,-15.960404,53.154987,226.07487,55.280434,175.91707
381.9248,60.945576,620.1122,75.222206,58.561996,-15.960404,53.154987,221.35408,55.280434,153.02283
492.38556,56.035145,911.71643,75.222206,57.97658,-15.960404,53.154987,216.90431,55.280434,131.58662
468.13577,51.43751,860.9472,75.222206,57.42952,-15.960404,53.154987,212.70998,55.280434,111.515625
445.03375,47.13275,813.23254,75.222206,56.9183,-15.960404,53.154987,208.75642,55.280434,92.72293
423.0252,43.102207,768.3887,75.222206,56.440575,-15.960404,53.154987,205.02986,55.280434,75.12702
481.5142,39.328407,726.2428,75.222206,55.994144,-15.960404,53.154987,201.51721,55.280434,58.6518
457.77896,35.795002,686.6327,75.222206,55.57696,-15.960404,53.154987,198.2062,55.280434,43.225815
539.28766,32.486675,649.4057,75.222206,55.187115,-15.960404,53.154987,195.08528,55.280434,28.782265
512.8179,29.389088,614.4185,75.222206,54.822803,-15.960404,53.154987,192.14354,55.280434,15.258589
487.60098,26.48882,581.5364,75.222206,54.482365,-15.960404,53.154987,189.37067,55.280434,248.54637
463.57764,23.773296,550.63257,75.222206,54.164227,-15.960404,53.154987,186.75697,55.280434,221.02652
473.85464,21.230755,594.7095,75.222206,53.866932,-15.960404,53.154987,184.29332,55.280434,195.25937
450.48193,18.850174,798.23047,75.222206,53.589115,-15.960404,53.154987,181.9711,55.280434,171.13324
428.2155,16.621239,754.2892,75.222206,53.3295,-15.960404,53.154987,179.7822,55.280434,148.54366
407.003,14.5342865,712.99164,75.222206,53.08689,-15.960404,53.154987,177.71896,55.280434,127.392715
476.8402,12.580273,674.1788,75.222206,52.860176,-15.960404,53.154987,175.77415,55.280434,107.58881
622.70844,10.7507305,685.99445,75.222206,52.64832,-15.960404,53.154987,173.94101,55.280434,89.04618
592.2902,68.320694,648.8059,75.222206,52.450336,-15.960404,53.154987,172.21307,55.280434,71.68449
563.31177,62.940464,1110.5573,75.222206,52.265327,-15.960404,53.154987,170.58437,55.280434,55.428486
535.7049,57.902958,1047.8248,75.222206,52.092438,-15.960404,53.154987,169.04915,55.280434,63.861847
509.40475,53.186344,988.86646,75.222206,51.930878,-15.960404,53.154987,167.60205,55.280434,48.104046
486.158,55.275753,933.4555,75.222206,51.7799,-15.960404,53.154987,166.23804,55.280434,33.34982
462.20294,50.726498,881.37836,75.222206,51.638817,-15.960404,53.154987,164.95233,55.280434,19.53525
439.38174,46.46703,832.43445,75.222206,51.506973,-15.960404,53.154987,163.74043,55.280434,6.6004944
417.64072,71.95351,808.276,75.222206,51.383766,-15.960404,53.154987,162.5981,55.280434,-5.510482
396.9287,66.34187,763.73035,75.222206,51.268635,-15.960404,53.154987,161.52135,55.280434,167.45345
406.6481,61.087704,721.86475,75.222206,51.161045,-15.960404,53.154987,160.50641,55.280434,145.09819
386.45642,56.168224,750.8595,75.222206,221.01875,-15.960404,53.154987,159.54973,55.280434,124.166664
424.3071,142.00603,759.9633,75.222206,209.79001,-15.960404,53.154987,158.64798,55.280434,104.568214
406.5198,131.93202,718.3244,75.222206,228.5732,-15.960404,53.154987,157.79799,55.280434,151.07658
386.33417,122.49974,679.1907,75.222206,216.84952,-15.960404,53.154987,156.99681,55.280434,129.76434
367.10397,113.66829,647.2593,75.222206,205.89392,-15.960404,53.154987,156.24162,55.280434,109.809395
348.78397,105.3994,612.40125,75.222206,195.65608,-15.960404,53.154987,155.52977,55.280434,213.1219
331.3311,97.65726,579.64044,75.222206,186.08897,-15.960404,53.154987,154.8588,55.280434,187.85815
314.70428,90.40828,548.8507,75.222206,177.14865,-15.960404,53.154987,154.22633,55.280434,164.20341
753.29834,83.62108,519.91345,75.222206,168.79405,-15.960404,53.154987,153.63019,55.280434,142.05516
716.6991,77.266205,540.7994,75.222206,160.9868,-15.960404,53.154987,153.06825,55.280434,121.317444
681.83215,71.31615,512.34656,75.222206,153.69104,-15.960404,53.154987,152.53859,55.280434,101.900475
648.61554,65.74512,485.6056,75.222206,146.87326,-15.960404,53.154987,152.03932,55.280434,83.72011
616.9711,60.528957,509.55374,75.222206,140.50215,-15.960404,53.154987,151.56873,55.280434,175.31694
586.82446,55.64507,482.9808,75.222206,134.54843,-15.960404,53.154987,151.12514,55.280434,152.4609
616.7774,51.072285,902.1328,75.222206,155.10371,-15.960404,53.154987,150.70703,55.280434,131.06049
586.6399,46.79079,851.9402,75.222206,148.19337,-15.960404,53.154987,150.31291,55.280434,111.02298
557.9289,42.78203,804.76746,75.222206,141.73578,-15.960404,53.154987,149.94142,55.280434,92.26166
530.57684,39.028625,924.59436,75.222206,144.76416,-15.960404,53.154987,149.59126,55.280434,74.69515
634.262,35.514317,873.05035,75.222206,138.53122,-15.960404,53.154987,238.4534,55.280434,58.247402
603.29694,32.22387,824.6075,75.222206,132.70663,-15.960404,53.154987,233.022,55.280434,42.847187
573.7975,29.143024,779.0792,75.222206,127.26364,-15.960404,53.154987,227.9024,55.280434,117.34518
545.69434,26.25843,736.29016,75.222206,122.177246,-15.960404,53.154987,243.03903,55.280434,108.812965
518.9213,23.557587,696.07556,75.222206,117.42409,-15.960404,53.154987,237.34436,55.280434,90.19237
493.4155,21.028786,658.28046,75.222206,112.98233,-15.960404,53.154987,231.97664,55.280434,335.3041
469.11697,18.661072,622.75934,75.222206,108.83158,-15.960404,53.154987,226.91704,55.280434,302.25888
483.70346,16.44418,589.37537,75.222206,104.95276,-15.960404,53.154987,222.1479,55.280434,307.12036
459.8646,14.3685055,557.99994,75.222206,101.328064,-15.960404,53.154987,217.65256,55.280434,275.87015
437.15405,12.425053,736.47186,75.222206,97.94084,-15.960404,53.154987,213.41528,55.280434,246.61012
415.51846,10.605398,696.2463,75.222206,94.77553,-15.960404,53.154987,209.42125,55.280434,243.05598
394.90692,8.901655,782.4144,75.222206,91.81758,-15.960404,53.154987,205.6565,55.280434,215.88583
375.27097,7.3064423,739.42474,75.222206,89.05344,-15.960404,53.154987,202.10788,55.280434,190.44606
356.5644,5.812845,758.1069,75.222206,86.47038,-15.960404,53.154987,198.76299,55.280434,166.6265
450.44156,4.4143906,716.57965,75.222206,84.05655,-15.960404,53.154987,195.61009,55.280434,207.2967
454.82974,3.1050167,677.5509,75.222206,81.800865,-15.960404,53.154987,192.63821,55.280434,182.40393
432.3575,1.8790512,640.87036,75.222206,79.69296,-15.960404,53.154987,189.83694,55.280434,159.09653
410.94894,0.7311802,606.3967,75.222206,77.72315,-15.960404,53.154987,187.19647,55.280434,137.27351
390.55368,-0.3435707,573.9972,75.222206,75.8824,-15.960404,53.154987,184.7076,55.280434,285.57755
371.12375,-1.3498602,669.7253,75.222206,74.16225,-15.960404,53.154987,182.3616,55.280434,255.69933
352.6135,-2.2920485,633.51556,75.222206,72.55478,-15.960404,53.154987,180.15027,55.280434,227.72395
334.97934,-3.1742191,599.48444,75.222206,71.05263,-15.960404,53.154987,178.0659,55.280434,201.53026
542.5503,-4.0001955,567.5008,75.222206,69.648895,-15.960404,53.154987,176.10118,55.280434,177.00476
515.9261,-4.7735567,550.7285,75.222206,68.33713,-15.960404,53.154987,174.24927,55.280434,154.04121
490.56207,-5.497655,521.6783,75.222206,67.1113,-15.960404,53.154987,172.50365,55.280434,132.54013
466.3986,-6.1756277,794.82556,75.222206,65.965775,-15.960404,53.154987,170.85825,55.280434,140.67978
443.37878,-6.8104134,751.0891,75.222206,64.8953,-15.960404,53.154987,169.3073,55.280434,120.029655
421.44855,-7.4047623,709.98413,75.222206,63.894962,-15.960404,53.154987,167.8454,55.280434,100.6947
548.33826,-7.9612513,671.35223,75.222206,62.96016,-15.960404,53.154987,166.4674,55.280434,82.591095
521.4401,-8.482292,635.0446,75.222206,62.0866,-15.960404,53.154987,165.16852,55.280434,150.65471
495.8151,-8.970142,830.15125,75.222206,61.270275,-15.960404,53.154987,163.94421,55.280434,129.36935
471.40298,-9.426916,784.2894,75.222206,60.507427,-15.960404,53.154987,162.79019,55.280434,109.43955
448.14633,-9.854593,741.1869,75.222206,59.79456,-15.960404,53.154987,161.70241,55.280434,90.77905
425.99045,-10.255027,700.6777,75.222206,59.128395,-15.960404,53.154987,160.67708,55.280434,73.30697
404.88324,-10.629953,662.6057,75.222206,58.505875,-15.960404,53.154987,159.7106,55.280434,56.947628
384.7751,-10.980997,626.82434,75.222206,57.924137,-15.960404,53.154987,158.79962,55.280434,41.63018
433.99103,-11.309679,593.1958,75.222206,57.380512,-15.960404,53.154987,157.94093,55.280434,27.288275
412.50516,-11.617423,651.8906,75.222206,56.8725,-15.960404,53.154987,157.13153,55.280434,150.40836
392.03622,-11.905564,616.7539,75.222206,56.397774,-15.960404,53.154987,156.3686,55.280434,129.13869
372.53613,-12.175351,583.7312,75.222206,55.95415,-15.960404,53.154987,155.64946,55.280434,109.22359
353.959,-12.427952,552.6954,75.222206,55.53959,-15.960404,53.154987,154.97162,55.280434,90.57683
336.2612,-12.664462,534.227,75.222206,55.152187,-15.960404,53.154987,154.33269,55.280434,73.11764
319.40103,-12.885907,801.44,75.222206,54.79017,-15.960404,53.154987,153.73044,55.280434,67.45114
303.3389,-13.0932455,757.3056,75.222206,54.451866,-15.960404,53.154987,153.16275,55.280434,51.46475
361.85577,-13.287376,715.8266,75.222206,54.135727,-15.960404,53.154987,152.62766,55.280434,105.48388
343.78418,-13.469141,676.8432,75.222206,53.840298,-15.960404,53.154987,152.12329,55.280434,87.075294
326.56793,-13.639328,640.2052,75.222206,53.564224,-15.960404,53.154987,151.64787,55.280434,69.83912
310.16656,-13.798673,605.77155,75.222206,53.30624,-15.960404,53.154987,151.19974,55.280434,53.70064
294.5415,-13.947868,573.40967,75.222206,53.065155,-15.960404,53.154987,150.77734,55.280434,79.01504
279.656,-14.087559,542.9948,75.222206,52.839867,-15.960404,53.154987,150.37918,55.280434,62.29218
265.47507,-14.218352,514.4099,75.222206,52.629337,-15.960404,53.154987,150.00389,55.280434,98.78161
251.96535,-14.340814,487.54474,75.222206,52.432602,-15.960404,53.154987,149.65015,55.280434,141.43016
239.09502,-14.455474,462.296,75.222206,52.248753,-15.960404,53.154987,149.3167,55.280434,120.73227
226.83392,-14.56283,608.06415,75.222206,99.50246,-15.960404,53.154987,149.0024,55.280434,101.35256
313.72293,-14.663348,575.56433,75.222206,96.23483,-15.960404,53.154987,148.70615,55.280434,83.20707
526.4274,-14.757463,545.01984,75.222206,93.18129,-15.960404,53.154987,148.4269,55.280434,66.21724
500.56635,-14.845583,516.31305,75.222206,90.32779,-15.960404,53.154987,148.16367,55.280434,212.03825
475.92932,-14.928089,489.33344,75.222206,87.66125,-15.960404,53.154987,147.91556,55.280434,186.84352
535.714,-15.005341,478.0121,75.222206,85.1694,-15.960404,53.154987,147.6817,55.280434,181.72308
509.4134,-15.07767,453.33685,75.222206,82.840805,-15.960404,53.154987,147.46124,55.280434,184.172
484.35764,-15.145392,430.14624,75.222206,80.664764,-15.960404,53.154987,147.25346,55.280434,160.75197
460.48782,-15.208801,513.1986,75.222206,78.631294,-15.960404,53.154987,147.05762,55.280434,138.82353
437.7478,-15.26817,486.40634,75.222206,76.73104,-15.960404,53.154987,146.873,55.280434,213.53392
416.0841,-15.323758,519.14703,75.222206,74.955284,-15.960404,53.154987,146.69899,55.280434,188.24393
395.4458,-15.375805,491.99692,75.222206,73.29587,-15.960404,53.154987,146.53497,55.280434,164.56464
375.78433,-15.424536,466.4803,224.95758,71.74516,-15.960404,53.154987,146.38036,55.280434,142.39337
503.83386,-15.470163,821.2353,214.40039,70.29606,-15.960404,53.154987,146.23462,55.280434,121.63412
479.0422,-15.512883,775.9099,204.58755,68.94189,-15.960404,53.154987,146.09726,55.280434,102.196976
455.42398,-15.552883,733.3115,195.46655,67.67644,-15.960404,53.154987,145.96779,55.280434,193.35008
432.92365,-15.590334,693.2761,186.98865,66.4939,-15.960404,53.154987,145.84572,55.280434,169.34557
411.48828,-15.6254,655.6495,179.10849,205.55818,-15.960404,53.154987,145.73068,55.280434,146.86981
391.0675,-15.658232,620.2866,171.78392,195.34233,-15.960404,53.154987,145.62225,55.280434,125.82547
371.61325,-15.688972,743.49146,164.97577,185.79578,-15.960404,53.154987,145.52003,55.280434,106.12143
353.0798,-15.717754,702.84357,158.64764,176.87466,-15.960404,53.154987,145.42369,55.280434,111.30188
335.42358,-15.744703,664.6413,152.76569,168.53801,-15.960404,53.154987,145.33289,55.280434,92.52276
318.60306,-15.769936,628.7374,147.29843,160.74753,-15.960404,53.154987,145.24728,55.280434,74.93963
302.57867,-15.79356,594.9938,142.21664,153.46745,-15.960404,53.154987,145.1666,55.280434,96.908775
287.31277,-15.8156805,563.2803,137.49316,175.562,-15.960404,53.154987,145.09053,55.280434,79.04631
435.7772,-15.836391,658.0391,133.10272,167.31134,-15.960404,53.154987,145.01884,55.280434,62.321457
414.20676,-15.855783,622.53253,129.02182,159.60123,-15.960404,53.154987,144.95128,55.280434,83.94597
393.6573,-15.8739395,589.1622,125.22864,152.39624,-15.960404,53.154987,144.88759,55.280434,66.909065
374.08047,-15.89094,557.7996,121.7029,145.66328,-15.960404,53.154987,144.82755,55.280434,50.95721
473.52026,-15.906857,747.13416,118.42575,139.37144,-15.960404,53.154987,144.77097,55.280434,36.02128
450.1634,-15.92176,706.2671,115.37966,133.49182,-15.960404,53.154987,144.7176,55.280434,22.036581
427.91205,-15.935713,667.8588,112.54834,180.43178,-15.960404,53.154987,144.66734,55.280434,49.91158
438.50778,-15.948778,631.7614,109.91663,171.86209,-15.960404,53.154987,144.61993,55.280434,46.5078
449.9415,-15.961011,616.15186,107.47048,163.85384,-15.960404,53.154987,144.57527,55.280434,83.831024
427.70065,-15.972464,583.1654,105.19679,156.37024,-15.960404,53.154987,144.53316,55.280434,66.80147
406.5125,-15.983188,552.16364,103.08342,149.37692,-15.960404,53.154987,144.49347,55.280434,50.85646
386.32724,-15.993229,523.02704,101.11905,142.84178,-15.960404,53.154987,144.45607,55.280434,35.92694
445.92392,-16.00263,495.64346,99.293175,136.73479,-15.960404,53.154987,144.42079,55.280434,21.94824
535.3887,-16.011433,469.90744,97.59604,131.0279,-15.960404,53.154987,144.38756,55.280434,8.859799
509.10342,-16.019674,469.75067,96.018555,125.694885,-15.960404,53.154987,144.35622,55.280434,95.260956
661.46204,-16.02739,445.5725,94.5523,120.71127,-15.960404,53.154987,144.32669,55.280434,77.50344
629.20953,-16.034615,422.84903,93.189415,116.05415,-15.960404,53.154987,144.29886,55.280434,60.876842
598.48364,-16.04138,401.4927,91.92263,111.70215,-15.960404,53.154987,144.27263,55.280434,45.309155
569.21204,-16.047714,381.4213,90.745155,107.63527,-15.960404,53.154987,144.24788,55.280434,30.73292
541.3259,-16.053644,362.5575,89.650696,103.83482,-15.960404,53.154987,144.22456,55.280434,17.085016
514.7597,-16.059196,344.82864,88.63341,100.28337,-15.960404,53.154987,144.20259,55.280434,4.306298
489.4509,-16.064396,562.28894,87.68784,96.964584,-15.960404,53.154987,144.18188,55.280434,-7.6585617
