Cell 0,Cell 10,Cell 11,Cell 32,Cell 37,Cell 41,Cell 44,Cell 54
81.66803,87.239555,68.24983,67.23804,80.68958,308.85837,37.122902,105.15238
81.66803,158.26256,68.24983,67.23804,80.68958,354.68134,37.122902,102.10064
81.66803,152.61461,68.24983,67.23804,80.68958,324.85236,37.122902,99.23119
81.66803,147.27959,68.24983,67.23804,80.68958,297.0031,37.122902,96.53315
81.66803,142.24014,68.24983,67.23804,80.68958,496.87372,37.122902,93.99628
81.66803,137.4799,68.24983,67.23804,80.68958,457.60754,37.122902,91.61095
81.66803,132.9834,68.24983,67.23804,80.68958,420.94745,37.122902,89.368095
81.66803,128.73601,68.24983,67.23804,80.68958,386.72043,37.122902,87.259224
81.66803,124.72396,68.24983,67.23804,80.68958,354.76505,37.122902,85.27632
81.66803,138.08276,68.24983,67.23804,80.68958,328.41528,37.122902,83.41187
81.66803,133.55286,68.24983,67.23804,80.68958,300.3296,37.122902,82.963326
81.66803,134.2998,68.24983,67.23804,80.68958,274.1079,37.122902,81.23703
81.66803,129.97949,68.24983,67.23804,80.68958,249.62657,37.122902,79.61387
81.66803,313.85455,68.24983,67.23804,80.68958,226.77003,37.122902,78.087654
81.66803,299.58615,68.24983,67.23804,80.68958,205.43047,37.122902,76.652626
81.66803,286.1083,68.24983,67.23804,80.68958,261.5419,37.122902,75.3033
81.66803,273.37717,73.62976,67.23804,80.68958,237.89458,37.122902,74.03459
81.66803,261.3514,73.34476,67.23804,80.68958,215.8167,37.122902,72.84166
81.66803,249.99191,73.07486,67.23804,80.68958,195.20412,37.122902,71.719986
81.66803,239.26178,72.81925,67.23804,80.68958,175.95958,37.122902,70.66531
81.66803,229.12614,72.57719,67.23804,80.68958,157.99226,37.122902,69.673645
81.66803,219.55206,72.347946,67.23804,80.68958,440.09204,37.122902,68.74122
81.66803,210.50842,72.13085,67.23804,80.68958,404.59442,37.122902,67.86448
81.66803,201.96584,71.925255,67.23804,80.68958,371.45276,37.122902,67.04012
81.66803,193.89655,71.73055,67.23804,80.68958,340.51068,37.122902,66.26501
81.66803,186.27432,71.546165,67.23804,80.68958,311.62222,37.122902,65.53618
81.66803,179.0744,71.371544,67.23804,80.68958,309.5123,37.122902,64.8509
81.66803,205.53769,71.20617,67.23804,80.68958,282.68118,37.122902,64.20655
81.66803,197.27051,71.04956,67.23804,80.68958,257.63083,37.122902,63.600697
81.66803,189.46135,70.901245,67.23804,80.68958,234.24306,37.122902,63.031033
81.66803,182.08485,70.76079,67.23804,80.68958,343.49908,37.122902,62.49539
81.66803,175.11705,70.62777,67.23804,80.68958,314.4123,37.122902,61.991753
81.66803,168.5353,70.5018,67.23804,80.68958,287.25595,37.122902,61.518192
81.66803,162.31819,70.38251,67.23804,80.68958,261.90198,37.122902,61.072926
81.66803,156.44554,70.26952,67.23804,80.68958,298.14792,37.122902,60.65425
81.66803,150.89827,70.16254,67.23804,80.68958,465.93463,37.122902,60.260593
81.66803,145.65833,70.06121,67.23804,80.68958,428.72186,37.122902,59.890446
81.66803,140.70871,69.965256,67.23804,80.68958,393.97885,37.122902,59.54241
81.66803,136.03331,69.87438,67.23804,80.68958,361.54172,37.122902,59.215164
81.66803,131.61696,69.78832,67.23804,80.68958,331.25742,37.122902,58.907467
81.66803,127.44529,69.70682,67.23804,80.68958,503.33832,37.122902,58.61815
81.66803,123.50474,69.62964,67.23804,80.68958,463.64307,37.122902,58.34611
81.66803,119.782524,69.55654,67.23804,80.68958,426.58234,37.122902,58.090324
81.66803,116.266525,69.48732,67.23804,80.68958,391.98132,37.122902,57.849823
81.66803,112.94533,69.42176,67.23804,80.68958,359.6768,37.122902,57.62368
81.66803,109.80814,69.35968,67.23804,80.68958,329.51627,37.122902,57.411045
81.66803,106.844765,69.30089,67.23804,80.68958,301.35748,37.122902,57.21112
81.66803,104.04557,69.24521,67.23804,80.68958,275.0676,37.122902,57.023132
81.66803,101.40147,69.192474,67.23804,80.68958,250.52257,37.122902,56.84637
81.66803,98.90386,69.14254,67.23804,80.68958,227.60655,37.122902,56.680172
81.66803,96.544624,69.09525,67.23804,80.68958,306.85458,37.122902,56.523903
81.66803,94.31611,69.05047,67.23804,80.68958,280.19986,37.122902,56.37697
81.66803,92.21105,69.00805,67.23804,80.68958,513.98456,37.122902,56.238808
81.66803,90.22263,68.96789,67.23804,80.68958,473.58276,37.122902,56.108902
81.66803,88.34437,68.92985,67.23804,80.68958,435.86237,37.122902,55.986755
81.66803,86.57018,68.89382,67.23804,80.68958,400.64545,37.122902,55.871902
81.66803,84.89428,68.85971,67.23804,80.68958,367.76587,37.122902,55.763912
81.66803,83.31124,68.8274,67.23804,80.68958,337.06848,37.122902,55.662373
81.66803,81.8159,68.79681,67.23804,80.68958,403.60092,37.122902,55.566902
81.66803,80.40341,68.76783,67.23804,80.68958,370.52518,37.122902,55.47713
81.66803,79.06918,68.74039,67.23804,80.68958,339.64465,37.122902,164.32169
81.66803,77.808876,68.7144,67.23804,80.68958,310.81366,37.122902,157.73547
81.66803,76.618385,68.68979,67.23804,80.68958,283.89618,37.122902,151.54272
81.66803,75.493866,68.66648,67.23804,80.68958,258.7652,37.122902,145.71986
81.66803,74.43164,68.64441,67.23804,80.68958,235.30214,37.122902,140.24483
81.66803,73.428276,68.62351,67.23804,80.68958,228.00816,37.122902,135.09685
81.66803,72.48049,68.603714,67.23804,80.68958,206.66658,37.122902,130.25641
81.66803,71.58522,68.58497,67.23804,80.68958,186.66127,37.122902,125.70507
81.66803,70.739555,68.567215,67.23804,80.68958,256.49957,37.122902,121.42562
81.66803,69.94074,68.5504,67.23804,80.68958,372.7354,37.122902,117.4018
81.66803,69.18619,68.53448,67.23804,80.68958,496.94946,37.122902,113.61835
81.66803,68.473434,68.5194,67.23804,80.68958,457.67822,37.122902,110.0609
81.66803,67.80017,68.50512,67.23804,80.68958,421.01343,37.122902,106.71594
81.66803,67.164215,68.49159,67.23804,80.68958,386.78204,37.122902,103.5708
81.66803,66.563484,68.47879,67.23804,80.68958,354.82257,37.122902,100.61353
81.66803,65.99605,68.46666,67.23804,80.68958,389.907,37.122902,97.83292
81.66803,65.460045,68.45517,67.23804,80.68958,357.74014,37.122902,95.2184
81.66803,64.953735,68.4443,67.23804,80.68958,327.70816,37.122902,92.76007
81.66803,64.47548,68.43399,67.23804,80.68958,299.6694,37.122902,90.44858
81.66803,64.02372,68.42424,67.23804,80.68958,273.49155,37.122902,88.275154
81.66803,63.596996,68.415,67.23804,80.68958,249.05113,37.122902,86.231575
81.66803,63.19391,68.40625,67.23804,80.68958,226.23277,37.122902,84.31006
81.66803,62.813156,68.397964,67.23804,80.68958,204.92888,37.122902,82.50333
81.66803,62.453495,68.390114,67.23804,80.68958,185.0389,37.122902,80.80452
81.66803,62.113766,68.38268,67.23804,80.68958,166.46901,37.122902,79.207184
81.66803,61.792854,68.37565,67.23804,80.68958,149.13158,37.122902,77.70527
81.66803,61.489727,68.36898,67.23804,80.68958,270.90973,37.122902,76.29307
81.66803,61.203392,68.36267,67.23804,80.68958,536.4565,37.122902,165.87851
81.66803,60.93292,68.35669,67.23804,80.68958,494.83954,37.122902,159.19933
81.66803,60.677433,68.35103,67.23804,80.68958,455.70837,37.122902,152.9191
81.66803,60.436104,68.34567,67.23804,80.68958,419.17432,37.122902,147.01402
81.66803,60.208145,68.34059,67.23804,80.68958,385.06497,37.122902,141.4617
81.66803,59.992813,68.335785,67.23804,80.68958,528.3354,37.122902,136.24106
81.66803,59.789413,68.33123,67.23804,80.68958,486.98114,37.122902,131.33223
81.66803,59.597282,68.32692,67.23804,80.68958,448.37152,37.122902,126.716644
81.66803,59.4158,68.32284,67.23804,80.68958,412.32437,37.122902,122.37677
81.66803,59.244366,68.31897,67.23804,80.68958,378.66968,37.122902,118.296135
81.66803,59.082436,68.31531,67.23804,80.68958,347.24863,37.122902,114.45926
81.66803,58.929474,68.31184,67.23804,80.68958,386.19632,37.122902,110.85157
81.66803,58.784985,68.308556,67.23804,80.68958,354.27573,37.122902,107.45939
81.66803,58.648506,68.30544,67.23804,80.68958,324.4737,37.122902,104.269844
81.66803,58.519585,68.3025,67.23804,80.68958,296.6496,37.122902,101.27081
81.66803,58.397808,68.299706,67.23804,80.68958,270.67218,37.122902,98.450935
81.66803,58.28278,68.297066,67.23804,80.68958,246.41887,37.122902,95.799515
81.66803,58.17412,68.29456,67.23804,80.68958,223.77522,37.122902,93.30646
81.66803,58.071484,68.29219,67.23804,80.68958,317.85193,37.122902,90.962326
81.66803,57.974533,68.28995,67.23804,80.68958,290.46732,37.122902,88.75822
81.66803,57.882957,68.28783,67.23804,80.68958,264.9002,37.122902,86.68578
81.66803,57.79645,68.28581,67.23804,80.68958,241.02998,37.122902,84.73714
81.66803,57.714737,68.283905,67.23804,80.68958,467.5337,37.122902,82.90489
81.66803,57.637554,68.2821,67.23804,80.68958,430.21478,37.122902,81.1821
81.66803,57.564644,68.28039,67.23804,80.68958,395.3727,37.122902,79.56221
81.66803,57.495777,68.27877,67.23804,80.68958,362.84308,37.122902,78.039085
81.66803,57.43072,68.27724,67.23804,80.68958,332.4724,37.122902,76.60695
81.66803,57.369274,68.27579,67.23804,80.68958,304.11743,37.122902,75.26036
81.66803,57.311226,68.274414,67.23804,80.68958,353.4472,37.122902,73.99421
81.66803,57.256397,68.27311,67.23804,80.68958,377.85864,37.122902,72.80369
81.66803,57.20461,68.27187,67.23804,80.68958,346.49142,37.122902,71.68428
81.66803,57.155685,68.270706,67.23804,80.68958,317.20602,37.122902,70.63175
81.66803,57.109474,68.2696,67.23804,80.68958,313.29572,37.122902,69.64209
81.66803,57.065823,68.268555,67.23804,80.68958,370.87683,37.122902,68.71154
81.66803,57.02459,68.26756,67.23804,80.68958,339.973,37.122902,67.83658
81.66803,56.98564,68.266624,67.23804,80.68958,360.66937,37.122902,67.01388
81.66803,56.948853,68.26573,67.23804,80.68958,335.08282,37.122902,66.240326
81.66803,56.9141,68.26489,67.23804,80.68958,334.00034,37.122902,65.512985
81.66803,56.881275,68.26409,67.23804,80.68958,305.54395,37.122902,99.02441
81.66803,56.850266,68.263336,67.23804,80.68958,278.9762,37.122902,96.33872
81.66803,56.820976,68.26263,67.23804,80.68958,346.61096,37.122902,93.81346
81.66803,56.79331,68.26195,67.23804,80.68958,317.31763,37.122902,91.43904
81.66803,56.767174,68.26131,67.23804,80.68958,424.09442,37.122902,89.20647
81.66803,56.74249,68.2607,67.23804,80.68958,484.88623,37.122902,87.107254
81.66803,56.71917,68.260124,67.23804,80.68958,446.41565,37.122902,85.13343
81.66803,56.697144,68.259575,67.23804,80.68958,507.72168,37.122902,83.27751
81.66803,56.67634,68.259056,67.23804,80.68958,467.73553,37.122902,81.53245
81.66803,56.656685,68.25857,67.23804,80.68958,453.06342,37.122902,79.89164
81.66803,56.63812,68.25811,67.23804,80.68958,416.7049,37.122902,79.89908
81.66803,56.620583,68.25767,67.23804,80.68958,382.75946,37.122902,78.355835
81.66803,56.60402,68.257256,67.23804,80.68958,351.06696,37.122902,76.90478
81.66803,56.58837,68.25686,67.23804,80.68958,321.47787,37.122902,75.5404
81.66803,56.573593,68.25649,67.23804,80.68958,293.8526,37.122902,74.257515
81.66803,56.55963,68.256134,67.23804,80.68958,268.0608,37.122902,73.05127
81.66803,56.546444,68.255806,67.23804,80.68958,243.98079,37.122902,71.917076
81.66803,56.53399,68.255486,67.23804,80.68958,359.14496,37.122902,70.85063
81.66803,56.52222,68.25519,67.23804,80.68958,353.48987,37.122902,69.84789
81.66803,56.51111,68.254906,67.23804,80.68958,405.0854,37.122902,68.90505
81.66803,56.500607,68.25463,67.23804,80.68958,371.91113,37.122902,68.01854
81.66803,56.490692,68.25438,67.23804,80.68958,340.93863,37.122902,67.184975
81.66803,56.481323,68.254135,67.23804,80.68958,312.02176,37.122902,66.40119
81.66803,56.472473,68.253914,67.23804,80.68958,285.02408,37.122902,65.66424
81.66803,56.464115,68.25369,67.23804,80.68958,259.81824,37.122902,64.971306
81.66803,56.45622,68.25349,67.23804,80.68958,383.91162,37.122902,64.31977
81.66803,56.44876,68.253296,67.23804,80.68958,352.14267,37.122902,63.70715
81.66803,56.44172,68.25311,67.23804,80.68958,322.48218,37.122902,63.131126
81.66803,56.435062,68.25294,67.23804,80.68958,294.79025,37.122902,62.589508
81.66803,56.428776,68.25278,67.23804,80.68958,268.93622,37.122902,77.86465
81.66803,56.42284,68.25262,67.23804,80.68958,244.79811,37.122902,76.44293
81.66803,56.417233,68.25247,67.23804,80.68958,222.26204,37.122902,75.10614
81.66803,56.411934,68.252335,67.23804,80.68958,359.3231,37.122902,73.8492
81.66803,56.40693,68.2522,67.23804,80.68958,329.18607,37.122902,72.66734
81.66803,56.402203,68.252075,67.23804,80.68958,301.0492,37.122902,130.6475
81.66803,56.397736,68.25195,67.23804,80.68958,274.77975,37.122902,126.07282
81.66803,56.39352,68.25184,67.23804,80.68958,250.25383,37.122902,121.77141
81.66803,56.389534,68.25174,67.23804,80.68958,227.35567,37.122902,117.72694
81.66803,56.385773,68.25163,67.23804,80.68958,332.66818,37.122902,113.92406
81.66803,56.382217,68.25154,67.23804,80.68958,304.30023,37.122902,110.34834
81.66803,56.37886,68.25145,67.23804,80.68958,277.81503,37.122902,106.98622
81.66803,56.375687,68.251366,67.23804,80.68958,253.08766,37.122902,103.82493
81.66803,56.372692,68.25128,67.23804,80.68958,230.00142,37.122902,100.852486
81.66803,56.36986,68.251205,67.23804,80.68958,208.4474,37.122902,98.0576
81.66803,56.367188,68.25113,67.23804,80.68958,188.3239,37.122902,95.42966
81.66803,56.364662,68.25106,67.23804,80.68958,169.536,37.122902,92.95871
81.66803,56.362278,68.251,67.23804,80.68958,325.49188,37.122902,198.53937
81.66803,56.360023,68.25094,67.23804,80.68958,297.6002,37.122902,189.90921
81.66803,56.357895,68.25088,67.23804,80.68958,271.55966,37.122902,181.79454
81.66803,56.355885,68.250824,67.23804,80.68958,247.24745,37.122902,174.16461
81.66803,56.353985,68.25077,67.23804,80.68958,224.54881,37.122902,166.99045
81.66803,56.352192,68.25072,67.23804,80.68958,283.45294,37.122902,160.24483
81.66803,56.3505,68.25067,67.23804,80.68958,258.35138,37.122902,153.90215
81.66803,56.348896,68.250626,67.23804,80.68958,234.91579,37.122902,147.93837
81.66803,56.347385,68.25059,67.23804,80.68958,213.0356,37.122902,142.33083
81.66803,56.34596,68.25055,67.23804,80.68958,193.03224,37.122902,137.05824
81.66803,56.34461,68.25051,67.23804,80.68958,173.93184,37.122902,132.10062
81.66803,56.343334,68.25047,67.23804,80.68958,289.3086,37.122902,127.43913
81.66803,56.34213,68.25044,67.23804,80.68958,263.8184,37.122902,123.0561
81.66803,56.340992,68.250404,67.23804,80.68958,240.01997,37.122902,118.93488
81.66803,56.33992,68.250374,67.23804,80.68958,217.80101,37.122902,115.05985
81.66803,56.338905,68.25035,67.23804,80.68958,197.05672,37.122902,111.41629
81.66803,56.337948,68.25032,67.23804,80.68958,177.68922,37.122902,107.990364
81.66803,56.33704,68.2503,67.23804,80.68958,159.60713,37.122902,104.7691
81.66803,56.336185,68.25027,67.23804,80.68958,142.72514,37.122902,101.74026
81.66803,56.33538,68.250244,67.23804,80.68958,126.96359,37.122902,98.89234
81.66803,56.334618,68.25022,67.23804,80.68958,112.24814,37.122902,96.21454
81.66803,56.333897,68.250206,67.23804,80.68958,98.50934,37.122902,93.69669
81.66803,56.333214,68.25018,67.23804,80.68958,85.68237,37.122902,91.32926
81.66803,56.332573,68.25017,67.23804,80.68958,269.1995,37.122902,89.10323
81.66803,56.331966,68.250145,67.23804,80.68958,245.04393,37.122902,87.010185
81.66803,56.33139,68.25013,67.23804,80.68958,358.91537,53.538994,85.04217
81.66803,56.33085,68.250114,67.23804,80.68958,328.8054,52.618214,83.1917
81.66803,56.330338,68.2501,67.23804,80.68958,300.6938,51.74908,81.451775
81.66803,56.329853,68.250084,67.23804,80.68958,275.61484,50.928696,79.81578
81.66803,56.329395,68.25008,67.23804,80.68958,251.0335,50.154327,78.27751
81.66803,56.328964,68.25006,67.23804,80.68958,228.08357,49.423393,76.83113
81.66803,56.328556,68.250046,67.23804,80.68958,206.65685,48.73346,75.47115
81.66803,56.328175,68.25004,67.23804,80.68958,186.65218,91.09323,74.192406
81.66803,56.32781,68.25002,67.23804,80.68958,167.9752,88.06603,72.99004
81.66803,56.327465,68.250015,67.23804,80.68958,150.53783,85.20863,100.65823
81.66803,56.32714,68.25001,67.23804,80.68958,134.25774,82.5115,97.87495
81.66803,56.326836,68.25,67.23804,80.68958,144.17305,79.96565,95.25792
81.66803,56.326546,68.249985,67.23804,80.68958,128.31541,77.56259,92.79722
81.66803,56.32627,68.24998,67.23804,80.68958,113.510254,75.29433,90.483505
81.66803,56.32601,68.24997,67.23804,80.68958,99.68768,73.15329,88.30801
81.66803,56.32577,68.24996,67.23804,80.68958,86.78252,71.13235,86.26246
81.66803,56.32554,68.249954,67.23804,80.68958,172.19173,69.224754,84.3391
81.66803,56.32532,68.249954,67.23804,80.68958,382.1147,67.424164,82.53063
81.66803,56.325115,68.24995,67.23804,80.68958,379.97357,65.72456,80.83019
81.66803,56.32492,68.24994,67.23804,80.68958,348.46597,64.12029,79.23133
81.66803,56.324738,68.24993,67.23804,80.68958,319.04953,62.606007,77.727974
81.66803,56.324566,68.24993,67.23804,80.68958,291.58542,61.17666,76.31442
81.66803,56.3244,68.24992,67.23804,80.68958,265.9441,59.827484,74.985306
81.66803,56.324245,68.249916,67.23804,80.68958,242.0046,58.55398,73.73558
81.66803,56.3241,68.249916,67.23804,80.68958,287.14227,57.351913,72.56051
81.66803,56.323963,68.24991,67.23804,80.68958,261.79584,56.217266,71.455635
81.66803,56.323833,68.24991,67.23804,80.68958,494.80072,55.146263,70.416756
81.66803,56.323708,68.2499,67.23804,80.68958,455.67212,54.13533,69.43993
81.66803,56.323593,68.2499,67.23804,80.68958,419.14044,53.181103,68.52146
81.66803,56.323483,68.24989,67.23804,80.68958,385.03336,52.280396,67.65786
81.66803,56.32338,68.24989,67.23804,80.68958,353.18994,51.430214,66.84584
81.66803,56.32328,68.249886,67.23804,80.68958,323.45996,50.627716,66.08232
81.66803,56.32319,68.249886,67.23804,80.68958,295.70312,49.87023,65.36442
81.66803,56.3231,68.249886,67.23804,80.68958,269.7885,49.15523,64.6894
81.66803,56.323017,68.24988,67.23804,80.68958,273.0517,48.48034,64.054695
81.66803,56.32294,68.24988,67.23804,80.68958,248.64046,47.8433,63.45791
81.66803,56.322865,68.24988,67.23804,80.68958,225.84938,47.24199,62.896774
81.66803,56.322796,68.24987,67.23804,80.68958,204.57094,102.149315,62.369156
81.66803,56.32273,68.24987,67.23804,80.68958,184.70473,98.50198,61.873055
81.66803,56.32267,68.24987,67.23804,80.68958,166.15703,95.05922,61.40659
81.66803,56.32261,68.24986,67.23804,80.68958,148.84032,91.80957,60.967987
81.66803,56.322556,68.24986,67.23804,80.68958,221.94652,88.74219,60.555584
81.66803,56.322502,68.24986,67.23804,80.68958,386.9993,85.84686,60.167816
81.66803,56.322453,68.24986,67.23804,80.68958,355.0254,83.11394,59.80321
81.66803,56.322407,68.24986,67.23804,80.68958,325.17358,80.534294,59.46039
81.66803,56.32236,68.249855,67.23804,80.68958,297.30304,78.09935,59.13804
81.66803,56.32232,68.249855,67.23804,80.68958,485.9801,196.79898,58.83495
81.66803,56.32228,68.249855,67.23804,80.68958,447.4369,187.84274,58.549965
81.66803,56.322243,68.249855,67.23804,80.68958,438.63287,179.38885,58.282
81.66803,56.32221,68.249855,67.23804,80.68958,403.2321,171.40915,58.030045
81.66803,56.322174,68.249855,67.23804,80.68958,370.18082,163.87701,57.79314
81.66803,56.322144,68.24985,67.23804,80.68958,339.32315,156.76738,57.570385
81.66803,56.322113,68.24985,67.23804,80.68958,310.5135,150.05652,57.36094
81.66803,56.322086,68.24985,67.23804,80.68958,283.6159,143.72206,57.164
81.66803,56.32206,68.24985,67.23804,80.68958,306.22833,137.7429,56.97883
81.66803,56.322037,68.24985,67.23804,80.68958,441.26,132.09912,56.804718
81.66803,56.32201,68.24985,67.23804,80.68958,405.68488,126.7719,56.641006
81.66803,56.32199,68.24985,67.23804,80.68958,372.47083,121.74348,56.487072
81.66803,56.321968,68.24985,67.23804,80.68958,341.46118,116.9971,126.50609
81.66803,56.32195,68.24985,67.23804,80.68958,385.61798,112.51695,122.17879
81.66803,56.32193,68.24984,67.23804,80.68958,353.73578,108.28809,118.10998
81.66803,56.32191,68.24984,67.23804,80.68958,323.96957,104.29643,114.28422
81.66803,56.321896,68.24984,67.23804,80.68958,296.17892,100.52866,110.68699
81.66803,56.32188,68.24984,67.23804,80.68958,270.23273,111.83658,107.30464
81.66803,56.321865,68.24984,67.23804,80.68958,413.80283,107.64588,104.12433
81.66803,56.32185,68.24984,67.23804,80.68958,380.05,103.69025,101.134
