Cell 0,Cell 10,Cell 11,Cell 32,Cell 37,Cell 41,Cell 44,Cell 54
81.66803,56.32161,81.36255,67.23804,80.68958,120.50879,43.632446,147.89505
81.66803,56.32161,80.66791,67.23804,80.68958,357.8541,43.267326,142.29008
81.66803,56.32161,80.01006,67.23804,80.68958,327.81454,42.922684,137.01993
81.66803,56.32161,79.38707,67.23804,80.68958,299.7687,42.597374,132.0646
81.66803,56.32161,78.79708,67.23804,80.68958,273.58426,97.2167,145.19952
81.66803,56.32161,78.23834,67.23804,80.68958,249.13768,93.84604,139.75558
81.66803,56.32161,77.709206,67.23804,80.68958,226.31358,90.66443,134.63684
81.66803,56.32161,77.2081,67.23804,80.68958,205.00432,87.661285,129.82385
81.66803,56.32161,76.73354,67.23804,80.68958,185.10933,84.826584,125.29836
81.66803,56.32161,76.28412,67.23804,80.68958,166.53477,82.15088,121.043205
81.66803,56.32161,75.858505,67.23804,80.68958,149.19298,79.62526,117.04224
81.66803,56.32161,75.455444,67.23804,80.68958,286.54465,77.2413,113.28026
81.66803,56.32161,75.07373,67.23804,80.68958,261.23788,74.99106,109.743
81.66803,56.32161,74.712234,67.23804,80.68958,282.80936,72.86703,106.41704
81.66803,56.32161,74.36989,67.23804,80.68958,257.7505,70.86214,103.28975
81.66803,56.32161,74.045685,67.23804,80.68958,234.35478,68.9697,100.34927
81.66803,56.32161,73.73865,67.23804,80.68958,212.51183,67.18341,97.58444
81.66803,56.32161,73.44788,67.23804,80.68958,288.84515,65.497314,94.98477
81.66803,56.32161,73.172516,67.23804,80.68958,263.3857,63.905792,92.54039
81.66803,56.32161,72.91174,67.23804,80.68958,239.61601,62.40354,90.24202
81.66803,56.32161,72.66478,67.23804,80.68958,325.17142,60.98555,88.08095
81.66803,56.32161,72.4309,67.23804,80.68958,297.301,59.64709,114.10859
81.66803,56.32161,72.20941,67.23804,80.68958,271.28033,58.383705,110.52185
81.66803,56.32161,71.99965,67.23804,80.68958,246.98665,57.191185,107.14937
81.66803,56.32161,71.80101,67.23804,80.68958,224.30531,56.065556,103.97833
81.66803,56.32161,71.612885,67.23804,80.68958,203.12935,55.00306,100.99672
81.66803,56.32161,71.43473,67.23804,80.68958,183.35881,54.00016,98.19322
81.66803,56.32161,71.26601,67.23804,80.68958,164.90044,53.053516,95.557175
81.66803,56.32161,71.10623,67.23804,80.68958,147.66713,52.159966,93.0786
81.66803,56.32161,70.95491,67.23804,80.68958,131.57759,51.316536,96.613075
81.66803,56.32161,70.811615,67.23804,80.68958,116.55591,50.520416,94.07143
81.66803,56.32161,70.6759,67.23804,80.68958,102.531204,49.768948,91.6816
81.66803,56.32161,70.547386,67.23804,80.68958,217.03581,49.05963,89.43453
81.66803,56.32161,70.425674,67.23804,80.68958,196.3423,48.3901,87.321686
81.66803,56.32161,70.31041,67.23804,80.68958,191.86842,47.75812,85.33506
81.66803,56.32161,70.20125,67.23804,80.68958,172.84526,47.16159,83.4671
81.66803,56.32161,70.09787,67.23804,80.68958,251.82115,46.59852,81.710724
81.66803,56.32161,69.99998,67.23804,80.68958,228.81895,46.06703,80.05926
81.66803,56.32161,69.907265,67.23804,80.68958,207.3434,169.2908,78.50645
81.66803,56.32161,69.81946,67.23804,80.68958,580.2859,161.8775,77.04639
81.66803,56.32161,69.73631,67.23804,80.68958,535.48364,154.88,75.673546
81.66803,56.32161,69.65756,67.23804,80.68958,493.65497,148.27501,91.42964
81.66803,56.32161,69.58299,67.23804,80.68958,454.60242,142.04048,172.87999
81.66803,56.32161,69.51237,67.23804,80.68958,418.14172,136.15564,165.78256
81.66803,56.32161,69.44548,67.23804,80.68958,384.10092,130.60089,159.1091
81.66803,56.32161,69.38214,67.23804,80.68958,352.3194,125.35771,152.83427
81.66803,56.32161,69.32216,67.23804,80.68958,322.6472,120.408615,146.93427
81.66803,56.32161,69.26536,67.23804,80.68958,294.9443,115.737114,141.3867
81.66803,56.32161,69.211555,67.23804,80.68958,269.08005,111.32764,136.17052
81.66803,56.32161,69.160614,67.23804,80.68958,244.93242,107.16549,131.26591
81.66803,56.32161,69.112366,67.23804,80.68958,278.31766,103.23679,126.65429
81.66803,56.32161,69.06667,67.23804,80.68958,253.55693,99.52846,122.31814
81.66803,56.32161,69.0234,67.23804,80.68958,230.43953,96.02813,118.241005
81.66803,56.32161,68.98242,67.23804,80.68958,216.55238,92.72414,114.407425
81.66803,56.32161,68.94361,67.23804,80.68958,308.64825,89.60545,110.80283
81.66803,56.32161,68.90686,67.23804,80.68958,281.87448,86.66171,107.41356
81.66803,56.32161,68.872055,67.23804,80.68958,256.87766,83.88307,104.226746
81.66803,56.32161,68.83909,67.23804,80.68958,233.53987,81.2603,101.2303
81.66803,56.32161,68.80788,67.23804,80.68958,281.9444,78.78462,98.41284
81.66803,56.32161,68.77831,67.23804,80.68958,256.94293,76.447815,95.76369
81.66803,56.32161,68.75032,67.23804,80.68958,233.60081,74.24208,93.27277
81.66803,56.32161,68.7238,67.23804,80.68958,211.8079,72.160065,90.93066
81.66803,56.32161,68.69869,67.23804,80.68958,191.46138,70.194824,88.72844
81.66803,56.32161,68.67492,67.23804,80.68958,172.46523,68.33982,86.657776
81.66803,56.32161,68.6524,67.23804,80.68958,154.72984,66.58887,84.71081
81.66803,56.32161,68.63107,67.23804,80.68958,138.17155,64.93611,82.880135
81.66803,56.32161,68.61088,67.23804,80.68958,157.46858,63.37607,81.15881
81.66803,56.32161,68.59175,67.23804,80.68958,140.7285,154.21017,79.54032
81.66803,56.32161,68.57364,67.23804,80.68958,312.85107,147.64275,78.01851
81.66803,56.32161,68.55648,67.23804,80.68958,285.79837,141.44368,76.5876
81.66803,56.32161,68.54024,67.23804,80.68958,266.74637,135.59232,75.242165
81.66803,56.32161,68.52486,67.23804,80.68958,242.75362,130.06917,73.9771
81.66803,56.32161,68.510284,67.23804,80.68958,220.35323,124.855804,72.7876
81.66803,56.32161,68.49649,67.23804,80.68958,199.43956,119.93486,71.66916
81.66803,56.32161,68.48342,67.23804,80.68958,179.9139,115.28993,70.61752
81.66803,56.32161,68.47105,67.23804,80.68958,161.68416,110.90554,69.62871
81.66803,56.32161,68.45933,67.23804,80.68958,144.66429,106.76707,68.69896
81.66803,56.32161,68.448235,67.23804,80.68958,128.77406,102.860725,103.244354
81.66803,56.32161,68.43772,67.23804,80.68958,113.938446,99.17349,100.30658
81.66803,56.32161,68.427765,67.23804,80.68958,100.08746,95.69307,97.544304
81.66803,56.32161,68.41834,67.23804,80.68958,87.15576,92.40787,94.94703
81.66803,56.32161,68.40942,67.23804,80.68958,275.60355,89.30693,92.5049
81.66803,56.32161,68.40096,67.23804,80.68958,251.02293,86.37992,90.20865
81.66803,56.32161,68.39295,67.23804,80.68958,228.07372,83.617096,105.92511
81.66803,56.32161,68.385376,67.23804,80.68958,206.64763,81.00923,102.82721
81.66803,56.32161,68.37819,67.23804,80.68958,228.42091,78.547646,99.91435
81.66803,56.32161,68.37139,67.23804,80.68958,206.97179,76.22413,97.17551
81.66803,56.32161,68.36495,67.23804,80.68958,186.94621,74.03094,94.600266
81.66803,56.32161,68.35886,67.23804,80.68958,168.24974,71.96076,92.17885
81.66803,56.32161,68.35308,67.23804,80.68958,150.79414,70.00671,89.90208
81.66803,56.32161,68.34761,67.23804,80.68958,134.49706,68.162254,87.76131
81.66803,56.32161,68.34243,67.23804,80.68958,119.28162,66.42125,140.6612
81.66803,56.32161,68.337524,67.23804,80.68958,105.076004,64.77791,135.48834
81.66803,56.32161,68.33288,67.23804,80.68958,91.81322,146.37927,130.6245
81.66803,56.32161,68.32848,67.23804,80.68958,79.430664,140.25107,126.051186
81.66803,56.32161,68.32431,67.23804,80.68958,133.76857,134.46661,121.75106
81.66803,56.32161,68.320366,67.23804,80.68958,118.60147,129.00659,117.7078
81.66803,56.32161,68.316635,67.23804,80.68958,136.092,123.85284,113.90607
81.66803,56.32161,68.313095,67.23804,80.68958,120.77069,118.98815,110.33143
81.66803,56.32161,68.30974,67.23804,80.68958,106.46625,114.396324,106.97032
81.66803,56.32161,68.306564,67.23804,80.68958,93.11119,110.06205,103.80998
81.66803,56.32161,68.303566,67.23804,80.68958,80.6425,105.97089,100.838425
81.66803,56.32161,68.30071,67.23804,80.68958,238.96556,102.1092,98.04438
81.66803,56.32161,68.29802,67.23804,80.68958,278.41034,98.46411,95.41724
81.66803,56.32161,68.29547,67.23804,80.68958,253.64345,95.02348,92.94702
81.66803,56.32161,68.29305,67.23804,80.68958,265.00134,91.77583,90.62436
81.66803,56.32161,68.290764,67.23804,80.68958,241.1244,88.71035,95.73318
81.66803,56.32161,68.28859,67.23804,80.68958,218.83214,85.8168,93.24409
81.66803,56.32161,68.28654,67.23804,80.68958,198.01942,83.08556,158.63283
81.66803,56.32161,68.28459,67.23804,80.68958,178.58803,80.507515,152.38644
81.66803,56.32161,68.28275,67.23804,80.68958,160.56471,78.074066,146.5132
81.66803,56.32161,68.281006,67.23804,80.68958,247.76399,130.06226,140.99078
81.66803,56.32161,68.27936,67.23804,80.68958,225.03108,124.84928,135.79825
81.66803,56.32161,68.277794,67.23804,80.68958,203.80693,119.9287,130.9159
81.66803,56.32161,68.27631,67.23804,80.68958,183.99141,115.28412,126.32517
81.66803,56.32161,68.27491,67.23804,80.68958,165.49104,110.900055,122.00868
81.66803,56.32161,68.27358,67.23804,80.68958,148.21852,106.76189,117.950035
81.66803,56.32161,68.27232,67.23804,80.68958,132.09239,102.855835,114.133835
81.66803,56.32161,68.27113,67.23804,80.68958,117.03653,99.16887,110.545586
81.66803,56.32161,68.270004,67.23804,80.68958,102.97992,95.688705,107.171684
81.66803,56.32161,68.268936,67.23804,80.68958,89.85625,92.40375,103.99932
81.66803,56.32161,68.26792,67.23804,80.68958,173.47505,89.30305,101.01646
81.66803,56.32161,68.26697,67.23804,80.68958,155.67265,86.37626,98.21178
81.66803,56.32161,68.26606,67.23804,80.68958,178.36946,83.61363,95.57463
81.66803,56.32161,68.2652,67.23804,80.68958,160.2422,81.00597,93.09501
81.66803,56.32161,68.26438,67.23804,80.68958,156.54613,78.54457,90.76351
81.66803,56.32161,68.26361,67.23804,80.68958,263.5681,76.22122,88.57129
81.66803,56.32161,68.262886,67.23804,80.68958,239.7863,74.0282,86.51001
81.66803,56.32161,68.26219,67.23804,80.68958,217.58287,71.958176,84.57186
81.66803,56.32161,68.261536,67.23804,80.68958,196.85304,70.004265,82.74949
81.66803,56.32161,68.26092,67.23804,80.68958,229.31026,68.15994,81.03598
81.66803,56.32161,68.26033,67.23804,80.68958,207.80211,66.419075,79.42482
81.66803,56.32161,68.25977,67.23804,80.68958,187.72145,64.77585,77.909904
81.66803,56.32161,68.25925,67.23804,80.68958,168.97353,63.224796,76.48549
81.66803,56.32161,68.25875,67.23804,80.68958,170.31209,61.760742,75.14615
81.66803,56.32161,68.25828,67.23804,80.68958,158.64308,60.378803,73.88682
81.66803,56.32161,68.25783,67.23804,80.68958,141.82509,59.07438,72.70271
81.66803,56.32161,68.25741,67.23804,80.68958,126.123276,57.843117,71.58934
81.66803,56.32161,68.257,67.23804,80.68958,111.46359,56.68092,70.54248
81.66803,56.32161,68.25662,67.23804,80.68958,97.776855,55.583908,69.55814
81.66803,56.32161,68.25626,67.23804,80.68958,84.998505,247.91418,68.632614
81.66803,56.32161,68.25592,67.23804,80.68958,73.06825,236.09091,67.76237
81.66803,56.32161,68.2556,67.23804,80.68958,61.9298,224.93079,66.94411
81.66803,56.32161,68.255295,67.23804,80.68958,51.530598,214.39664,66.17472
81.66803,56.32161,68.255005,67.23804,80.68958,86.08414,204.45334,65.451294
81.66803,56.32161,68.25473,67.23804,80.68958,74.08183,195.06775,64.77109
81.66803,56.32161,68.25447,67.23804,80.68958,174.00185,186.20862,64.13151
81.66803,56.32161,68.25423,67.23804,80.68958,156.16447,177.8464,63.530132
81.66803,56.32161,68.25399,67.23804,80.68958,139.51097,169.95322,62.96468
81.66803,56.32161,68.25378,67.23804,80.68958,123.96277,162.50275,62.433006
81.66803,56.32161,68.25356,67.23804,80.68958,109.44647,155.47018,61.93309
81.66803,56.32161,68.253365,67.23804,80.68958,95.893616,148.83208,61.46304
81.66803,56.32161,68.25318,67.23804,80.68958,83.24025,142.5663,61.021065
81.66803,56.32161,68.253,67.23804,80.68958,71.42668,136.65198,60.60549
81.66803,56.32161,68.25283,67.23804,80.68958,60.397175,131.06938,60.214745
81.66803,56.32161,68.25268,67.23804,80.68958,63.017597,125.79992,59.847336
81.66803,56.32161,68.252525,67.23804,80.68958,52.546207,120.82602,59.501873
81.66803,56.32161,68.25238,67.23804,80.68958,42.769794,116.1311,59.177048
81.66803,56.32161,68.25224,67.23804,80.68958,33.64223,111.69953,58.871628
81.66803,56.32161,68.25212,67.23804,80.68958,25.120466,107.516525,58.58445
81.66803,56.32161,68.252,67.23804,80.68958,53.888355,103.568146,58.314426
81.66803,56.32161,68.251884,67.23804,80.68958,44.02286,99.84123,58.060535
81.66803,56.32161,68.25178,67.23804,80.68958,34.812138,96.32335,57.821808
81.66803,56.32161,68.25167,67.23804,80.68958,26.21272,93.00279,57.59734
81.66803,56.32161,68.25157,67.23804,80.68958,18.184042,89.868484,57.386284
81.66803,56.32161,68.25148,67.23804,80.68958,10.688224,86.90999,57.18783
81.66803,56.32161,68.251396,67.23804,80.68958,3.689903,84.117424,57.001236
81.66803,56.32161,68.25131,67.23804,80.68958,-2.8439481,81.4815,56.825787
81.66803,56.32161,68.251236,67.23804,80.68958,-8.944144,78.99342,56.660816
81.66803,56.32161,68.25116,67.23804,80.68958,-14.63948,76.644905,56.505703
81.66803,56.32161,68.25109,67.23804,80.68958,-19.956816,74.428116,56.35985
81.66803,56.32161,68.25102,67.23804,80.68958,-24.921247,72.33566,56.222713
81.66803,56.32161,68.25096,67.23804,80.68958,-29.556189,70.36057,56.09377
81.66803,56.32161,68.2509,67.23804,80.68958,-33.88351,68.49627,55.972527
81.66803,56.32161,68.25084,67.23804,80.68958,-37.92363,66.736534,55.858524
81.66803,56.32161,68.250786,67.23804,80.68958,-41.69561,65.07551,55.751335
81.66803,56.32161,68.25074,67.23804,80.68958,71.64673,63.507645,55.650547
81.66803,56.32161,68.250694,67.23804,80.68958,253.35439,62.02772,55.555782
81.66803,56.32161,68.25065,67.23804,80.68958,230.25044,60.630806,55.466675
81.66803,56.32161,68.2506,67.23804,80.68958,208.67989,59.31225,55.382893
81.66803,56.32161,68.250565,67.23804,80.68958,188.54097,70.27461,55.30411
81.66803,56.32161,68.25053,67.23804,80.68958,169.73866,68.41513,55.230038
81.66803,56.32161,68.25049,67.23804,80.68958,152.18425,66.65995,55.160393
81.66803,56.32161,68.25045,67.23804,80.68958,135.7949,65.00322,55.094902
81.66803,56.32161,68.25042,67.23804,80.68958,120.49332,63.439407,55.03333
81.66803,56.32161,68.25039,67.23804,80.68958,159.28722,61.963314,54.97543
81.66803,56.32161,68.25036,67.23804,80.68958,142.42647,60.570015,54.92099
81.66803,56.32161,68.25033,67.23804,80.68958,126.68475,59.254864,54.869804
81.66803,56.32161,68.250305,67.23804,80.68958,111.98781,58.01348,54.821674
81.66803,56.32161,68.25028,67.23804,80.68958,98.26628,56.84173,54.77642
81.66803,56.32161,68.25025,67.23804,80.68958,85.455444,55.7357,54.733868
81.66803,56.32161,68.25024,67.23804,80.68958,73.49486,54.691704,54.69386
81.66803,56.32161,68.25021,67.23804,80.68958,62.3281,53.70627,54.65624
81.66803,56.32161,68.25019,67.23804,80.68958,165.66582,52.776108,54.620865
81.66803,56.32161,68.250175,67.23804,80.68958,148.3817,51.898117,54.58761
81.66803,56.32161,68.25015,67.23804,80.68958,132.24474,51.069374,54.556335
81.66803,56.32161,68.25014,67.23804,80.68958,117.17879,52.361664,54.526928
81.66803,56.32161,68.25012,67.23804,80.68958,103.11275,51.50692,54.499283
81.66803,56.32161,68.25011,67.23804,80.68958,89.980255,50.70012,54.473286
81.66803,56.32161,68.25009,67.23804,80.68958,104.13037,49.938572,54.44884
81.66803,56.32161,68.25008,67.23804,80.68958,90.93034,49.21974,54.425858
81.66803,56.32161,68.25006,67.23804,80.68958,78.6064,48.54123,54.404247
81.66803,56.32161,68.25005,67.23804,80.68958,67.10039,47.900772,54.383926
81.66803,56.32161,68.25004,67.23804,80.68958,56.35802,47.29624,54.364822
81.66803,56.32161,68.25003,67.23804,80.68958,46.328617,46.725616,54.346855
81.66803,56.32161,68.25002,67.23804,80.68958,36.964863,60.327404,54.329964
81.66803,56.32161,68.25001,67.23804,80.68958,28.222578,59.025864,54.314083
81.66803,56.32161,68.25,67.23804,80.68958,20.060507,57.797325,54.29915
81.66803,56.32161,68.24999,67.23804,80.68958,12.440154,56.637695,54.285107
81.66803,56.32161,68.249985,67.23804,80.68958,13.609832,55.543106,54.271904
81.66803,56.32161,68.24998,67.23804,80.68958,20.547544,54.50992,54.25949
81.66803,56.32161,68.24997,67.23804,80.68958,12.894866,53.53468,54.247818
81.66803,56.32161,68.24996,67.23804,80.68958,5.750091,52.614143,54.23684
81.66803,56.32161,68.249954,67.23804,80.68958,-0.920494,51.74524,54.22652
81.66803,56.32161,68.24995,67.23804,80.68958,-7.148353,50.92507,54.216816
81.66803,56.32161,68.24994,67.23804,80.68958,-12.962874,50.150906,54.207695
81.66803,56.32161,68.24993,67.23804,80.68958,0.9141235,49.420166,54.199116
81.66803,56.32161,68.24993,67.23804,80.68958,-5.4355006,48.730408,54.191048
81.66803,56.32161,68.24992,67.23804,80.68958,-11.3637,48.079346,54.183464
81.66803,56.32161,68.249916,67.23804,80.68958,97.44444,47.464798,54.176334
81.66803,56.32161,68.249916,67.23804,80.68958,84.688156,46.88472,54.16963
81.66803,56.32161,68.24991,67.23804,80.68958,72.77849,46.337177,54.163322
81.66803,56.32161,68.24991,67.23804,80.68958,61.659275,45.82035,54.157394
81.66803,56.32161,68.2499,67.23804,80.68958,51.278034,45.332508,54.15182
81.66803,56.32161,68.2499,67.23804,80.68958,41.58579,44.872032,54.14658
81.66803,56.32161,68.24989,67.23804,80.68958,32.536808,104.33524,54.14165
81.66803,56.32161,68.24989,67.23804,80.68958,24.088408,119.83375,54.137016
81.66803,56.32161,68.249886,67.23804,80.68958,181.14375,115.19449,54.13266
81.66803,56.32161,68.249886,67.23804,80.68958,230.26683,110.81545,99.33119
81.66803,56.32161,68.249886,67.23804,80.68958,208.69518,106.68203,96.627174
81.66803,56.32161,68.24988,67.23804,80.68958,188.55522,102.78046,94.08469
81.66803,56.32161,68.24988,67.23804,80.68958,208.73778,99.09772,91.69406
81.66803,56.32161,68.24988,67.23804,80.68958,188.59502,95.62155,89.44625
81.66803,56.32161,68.24987,67.23804,80.68958,169.78911,92.34036,87.33271
81.66803,56.32161,68.24987,67.23804,80.68958,152.23134,89.24321,85.34542
81.66803,56.32161,68.24987,67.23804,80.68958,156.7028,86.31978,83.47684
81.66803,56.32161,68.24987,67.23804,80.68958,140.01357,83.56032,81.71988
81.66803,56.32161,68.24986,67.23804,80.68958,124.43201,80.95564,80.06787
81.66803,56.32161,68.24986,67.23804,80.68958,109.88457,78.49706,78.51454
81.66803,56.32161,68.24986,67.23804,80.68958,96.30263,76.176384,77.054
81.66803,56.32161,68.24986,67.23804,80.68958,119.28548,73.98587,75.68071
81.66803,56.32161,68.249855,67.23804,80.68958,105.079605,71.91823,74.38945
81.66803,56.32161,68.249855,67.23804,80.68958,91.816574,69.96655,73.17532
81.66803,56.32161,68.249855,67.23804,80.68958,79.43381,68.12435,72.033714
81.66803,56.32161,68.249855,67.23804,80.68958,67.87288,66.385475,70.960304
81.66803,56.32161,68.249855,67.23804,80.68958,57.079243,64.74414,69.95102
81.66803,56.32161,68.249855,67.23804,80.68958,47.001972,63.194862,69.002014
81.66803,56.32161,68.24985,67.23804,80.68958,37.593525,61.732483,68.1097
81.66803,56.32161,68.24985,67.23804,80.68958,28.809515,60.35213,67.27069
81.66803,56.32161,68.24985,67.23804,80.68958,20.608488,59.049202,66.481804
81.66803,56.32161,68.24985,67.23804,80.68958,12.951766,57.819355,65.740036
81.66803,56.32161,68.24985,67.23804,80.68958,5.8032146,56.65849,65.04257
81.66803,56.32161,68.24985,67.23804,80.68958,-0.8708953,55.562737,64.38678
81.66803,56.32161,68.24985,67.23804,80.68958,154.72664,54.528442,63.770157
81.66803,56.32161,68.24985,67.23804,80.68958,138.16856,53.552166,63.190365
81.66803,56.32161,68.24985,67.23804,80.68958,160.7747,52.630646,62.64521
81.66803,56.32161,68.24985,67.23804,80.68958,143.8152,51.76082,62.13262
81.66803,56.32161,68.24984,67.23804,80.68958,127.98132,50.939777,61.65065
81.66803,56.32161,68.24984,67.23804,80.68958,113.19832,50.164787,61.197468
81.66803,56.32161,68.24984,67.23804,80.68958,99.396454,49.433266,60.77136
81.66803,56.32161,68.24984,67.23804,80.68958,86.510605,48.74278,60.3707
81.66803,56.32161,68.24984,67.23804,80.68958,74.479996,48.09102,59.993977
99.13292,56.32161,68.24984,67.23804,80.68958,63.247852,47.47582,59.639755
98.22544,56.32161,68.24984,67.23804,80.68958,52.761173,46.895123,59.306694
97.36511,56.32161,68.24984,67.23804,80.68958,42.970493,46.346996,58.99353
96.54949,56.32161,68.24984,67.23804,80.68958,33.82961,45.829617,58.69907
95.776245,56.32161,68.24984,67.23804,80.68958,25.295408,45.341255,58.422203
95.04318,56.32161,68.24984,67.23804,80.68958,17.327612,44.880287,58.16187
94.348206,56.32161,68.24984,67.23804,80.68958,9.888633,44.445175,57.91709
93.68934,56.32161,68.24984,67.23804,80.68958,2.943382,44.03447,57.68693
93.06471,56.32161,68.24984,67.23804,80.68958,-3.5409162,43.6468,57.470524
92.47254,56.32161,68.24984,67.23804,80.68958,-9.594855,43.280872,57.26704
91.91113,56.32161,68.24984,67.23804,80.68958,141.6129,42.935474,125.483864
91.3789,56.32161,68.24984,67.23804,80.68958,125.925186,42.609444,121.21763
90.87432,56.32161,68.24984,67.23804,80.68958,111.27864,42.301704,117.20624
90.395966,56.32161,68.24984,67.23804,80.68958,97.60419,42.011227,113.43446
89.94246,56.32161,68.24984,67.23804,80.68958,137.89635,41.737038,109.88799
89.51252,56.32161,68.24983,67.23804,80.68958,122.45531,41.478233,106.553375
89.10492,56.32161,68.24983,67.23804,80.68958,108.03906,41.23394,103.41794
88.7185,56.32161,68.24983,67.23804,80.68958,94.57962,41.003353,100.4698
88.35215,56.32161,68.24983,67.23804,80.68958,82.01347,40.785698,97.69778
88.004845,56.32161,68.24983,67.23804,80.68958,70.28133,40.580254,95.09134
87.67558,56.32161,68.24983,67.23804,80.68958,59.32784,40.38633,92.64059
87.36343,56.32161,68.24983,67.23804,80.68958,58.90903,40.20328,90.33623
87.0675,56.32161,68.24983,67.23804,80.68958,48.710316,40.030502,88.169525
86.786934,56.32161,68.24983,67.23804,80.68958,39.18848,39.867416,86.13225
86.52096,56.32161,68.24983,67.23804,80.68958,30.298613,39.713478,84.216675
86.2688,56.32161,68.24983,67.23804,80.68958,90.17946,39.568172,82.41551
86.02974,56.32161,68.24983,67.23804,80.68958,77.90535,39.431015,80.721954
85.80311,56.32161,68.24983,67.23804,80.68958,66.44586,39.30155,79.129555
85.58825,56.32161,68.24983,67.23804,80.68958,55.746937,39.17935,77.63228
85.38455,56.32161,68.24983,67.23804,80.68958,119.04764,39.064007,76.22444
85.191444,56.32161,68.24983,67.23804,80.68958,104.85756,38.95513,74.900696
85.00836,56.32161,68.24983,67.23804,80.68958,91.60927,48.06975,73.65603
84.8348,56.32161,68.24983,67.23804,80.68958,79.24025,48.9466,72.48571
84.67026,56.32161,68.24983,67.23804,80.68958,67.69217,48.28341,71.3853
84.51426,56.32161,68.24983,67.23804,80.68958,56.910526,47.657413,184.76553
84.36637,56.32161,68.24983,67.23804,80.68958,46.844456,47.066532,176.95813
84.22616,56.32161,68.24983,67.23804,80.68958,37.44646,46.508793,169.6171
84.09324,56.32161,68.24983,67.23804,80.68958,28.672209,82.16429,162.71458
83.967224,56.32161,68.24983,67.23804,80.68958,89.783066,289.63245,156.2244
83.84776,56.32161,68.24983,67.23804,80.68958,77.53526,275.46918,150.12189
83.7345,56.32161,68.24983,67.23804,80.68958,66.10034,262.10034,144.38391
83.62713,56.32161,68.24983,67.23804,80.68958,144.44228,249.48132,138.98868
83.52533,56.32161,68.24983,67.23804,80.68958,128.56679,237.57013,133.91574
83.428825,56.32161,68.24983,67.23804,80.68958,113.74492,226.32703,129.14583
83.33733,56.32161,68.24983,67.23804,80.68958,142.15294,215.71457,124.66085
83.250595,56.32161,68.24983,67.23804,80.68958,126.42937,205.69736,120.44378
83.168365,56.32161,68.24983,67.23804,80.68958,111.74936,196.242,116.47861
83.09041,56.32161,68.24983,67.23804,80.68958,246.5948,187.31699,112.750305
83.0165,56.32161,68.24983,67.23804,80.68958,307.545,178.89261,169.74567
82.946434,56.32161,68.24983,67.23804,80.68958,280.84445,170.94073,162.83546
82.88001,56.32161,68.24983,67.23804,80.68958,276.84818,163.43488,156.33804
82.81703,56.32161,68.24983,67.23804,80.68958,252.18498,156.35004,150.22874
82.75733,56.32161,68.24983,67.23804,80.68958,229.15865,149.66257,144.48438
82.70073,56.32161,68.24983,67.23804,80.68958,207.66057,143.35022,139.08316
82.64707,56.32161,68.24983,67.23804,80.68958,187.58928,137.39192,134.00458
82.5962,56.32161,68.24983,67.23804,80.68958,168.85011,131.76782,129.22937
82.54797,56.32161,68.24983,67.23804,80.68958,151.35466,126.45919,124.73939
82.50225,56.32161,68.24983,67.23804,80.68958,135.02037,121.44831,120.517624
82.45891,56.32161,68.24983,67.23804,80.68958,119.7702,116.71849,116.54805
82.41781,56.32161,68.24983,67.23804,80.68958,105.532166,112.25397,112.81559
82.37885,56.32161,68.24983,67.23804,80.68958,92.239105,108.03986,109.30609
82.34192,56.32161,68.24983,67.23804,80.68958,79.82829,104.062126,106.006226
82.3069,56.32161,68.24983,67.23804,80.68958,68.24118,100.3075,102.90349
82.273705,56.32161,68.24983,67.23804,80.68958,57.4231,96.76347,99.986084
82.24223,56.32161,68.24983,67.23804,80.68958,47.323,93.41823,97.24295
82.2124,56.32161,68.24983,67.23804,80.68958,37.893253,90.26062,94.66367
82.18411,56.32161,68.24983,67.23804,80.68958,49.17629,87.28012,92.23847
82.157295,56.32161,68.24983,67.23804,80.68958,39.62354,84.466805,89.95814
82.131874,56.32161,68.24983,67.23804,80.68958,30.704794,81.81128,87.81402
82.10777,56.32161,68.24983,67.23804,80.68958,22.377981,79.30471,85.79797
82.08492,56.32161,68.24983,67.23804,80.68958,14.603812,76.938736,83.90237
82.06326,56.32161,68.24983,67.23804,80.68958,7.345611,74.70546,82.11999
82.042725,56.32161,68.24983,67.23804,80.68958,0.5691375,72.59745,80.44408
82.023254,56.32161,68.24983,67.23804,80.68958,-5.757591,70.60768,78.86828
82.0048,56.32161,68.24983,67.23804,80.68958,-11.6644125,68.72952,77.386604
81.987305,56.32161,68.24983,67.23804,80.68958,-17.179205,66.9567,75.99344
81.97071,56.32161,68.24983,67.23804,80.68958,-22.327978,65.283325,74.6835
81.95499,56.32161,68.24983,67.23804,80.68958,-27.13503,63.703804,73.451805
81.94007,56.32161,68.24983,67.23804,80.68958,-31.623045,62.212875,72.293686
81.92594,56.32161,68.24983,67.23804,80.68958,-35.81319,60.80558,71.20475
81.91254,56.32161,68.24983,67.23804,80.68958,-39.72524,59.477215,70.180855
81.89983,56.32161,68.24983,67.23804,80.68958,-43.377647,58.22336,69.218124
81.88779,56.32161,68.24983,67.23804,80.68958,-46.787647,57.039833,68.312904
81.87637,56.32161,68.24983,67.23804,80.68958,-43.67333,55.92269,67.461754
81.86555,56.32161,68.24983,67.23804,80.68958,8.797706,54.86821,66.66145
81.85528,56.32161,68.24983,67.23804,80.68958,1.924858,53.87288,65.90895
