Cell 16
87.225105
83.52223
80.05157
76.798546
73.74953
70.891716
68.21312
65.7025
63.349327
61.143715
84.83094
81.278206
77.948265
102.06024
97.42704
93.0844
89.01409
85.19903
81.623215
78.27164
75.13024
72.185844
131.94624
125.43888
119.3396
113.62281
108.26452
103.24225
98.534935
94.12282
89.98739
86.11129
82.478264
79.07306
75.88141
72.88991
70.086006
67.457924
64.99467
62.68588
60.521873
58.49358
138.46786
131.55153
125.068924
118.99284
113.2978
107.95989
102.956726
127.22085
121.00982
115.188286
109.73183
104.617546
99.82398
95.331024
91.11982
87.17271
144.69984
137.3927
130.5438
124.12438
118.10754
112.46801
107.18214
102.227745
97.584045
93.23156
89.152016
85.3283
81.744385
78.385216
75.236694
72.28562
69.519615
66.927055
64.497086
62.2195
60.084747
58.083862
56.208454
54.450653
52.803085
51.25884
49.811428
48.454792
47.183224
45.991398
67.540695
70.02405
136.19055
129.41704
123.06828
117.11766
111.54021
106.31252
101.41267
96.82008
92.5155
88.480865
84.69924
81.15476
77.832565
74.71871
71.80011
69.06455
66.500534
64.09732
61.844803
148.82352
191.179
180.95712
171.37627
162.39622
153.97932
146.09026
138.69592
131.76527
125.26927
119.180626
113.4738
108.124855
103.11134
98.41224
94.00781
89.87959
86.010254
82.38356
78.98431
75.79822
72.811935
70.01292
67.389435
64.930466
62.625706
60.465477
58.440716
56.542927
54.764153
53.096924
51.534252
50.069572
48.696747
47.410007
46.20396
45.073547
44.014023
43.020943
42.090137
41.21771
40.399982
39.63354
38.91516
38.241837
37.610733
37.019203
36.464775
52.811806
51.26701
49.81909
48.461967
47.189957
45.99771
128.73796
122.431786
116.52108
110.98104
105.78842
100.92143
96.35966
92.08395
88.07638
84.320114
80.799416
77.499504
74.40653
71.507515
68.7903
66.24349
63.856388
61.61898
59.52188
57.556297
87.35571
83.64465
80.166306
76.9061
73.85034
70.986206
68.30168
65.78551
63.427124
115.18501
109.72876
132.59694
126.04877
119.91124
114.1586
108.76671
103.71295
98.97612
94.53633
90.37496
86.47456
82.818756
79.392204
76.180534
73.17028
72.84183
70.04094
67.4157
95.96959
91.71834
87.733696
83.998924
80.498375
77.21734
74.14206
71.259636
68.55796
66.02572
63.65227
61.42766
59.34256
57.38822
55.556435
53.839527
52.230278
50.721954
49.30822
47.98313
46.741146
45.57705
44.485947
43.463272
42.50473
41.6063
40.764206
39.974926
39.235138
58.299793
57.841496
55.98128
54.237724
57.783745
55.927155
54.186996
52.55596
51.027214
49.59433
48.2513
46.992496
45.812634
44.706764
43.670242
42.69872
41.788124
40.93463
40.134663
39.384857
38.682076
38.023365
37.405964
36.82728
36.28488
35.7765
35.3
34.85338
34.43477
34.042408
33.674652
33.32996
33.00688
32.704067
32.420242
32.154213
31.90487
31.671162
31.452106
31.246792
31.054352
30.87398
30.704918
30.54646
30.397938
30.25873
30.128252
30.005957
29.89133
29.783892
29.683191
29.588806
29.50034
29.41742
29.3397
29.266855
29.198578
29.134583
29.0746
29.01838
28.965685
28.916294
28.87
28.82661
28.785942
28.747824
28.712095
28.678608
28.64722
28.6178
28.590225
28.56438
28.540157
28.51745
28.49617
28.476223
28.457527
28.440002
28.423578
28.408184
28.393755
28.38023
28.367554
28.355673
28.344536
28.334099
28.324316
28.315145
28.306551
28.298494
28.290945
28.283867
28.277233
28.271017
28.265188
28.259727
28.254608
28.24981
28.245312
28.241096
28.237144
28.233442
28.22997
28.226717
28.223667
28.22081
28.21813
28.21562
40.68193
39.897804
39.162857
38.473995
37.82833
37.22316
36.655937
36.124287
35.625977
35.158916
34.721146
34.310825
33.92624
33.56577
61.980927
59.86113
57.874268
56.012
54.26652
52.6305
51.097076
49.659813
48.312683
47.05003
45.86656
44.757305
43.717613
42.743122
41.82974
40.973637
40.17122
39.419125
38.71419
38.053467
37.434177
36.85372
36.30967
35.799732
35.321774
34.87379
34.4539
34.06034
33.69146
33.345715
33.02165
32.717907
32.433212
32.16637
31.916264
31.68184
31.462118
31.256174
31.063147
30.882223
30.712645
30.553701
30.404726
30.265093
30.134216
30.011545
29.896568
29.788801
29.687794
29.593119
29.504381
29.42121
29.343252
29.270185
29.201698
29.137508
29.077343
29.02095
28.968094
28.918552
28.872118
28.828594
28.787802
28.749565
28.713728
28.680138
28.648655
28.619144
28.591486
28.565561
28.541264
28.518488
28.497143
28.477135
28.458382
28.440804
28.42433
32.41122
32.14576
31.896944
31.663733
31.445147
31.240267
31.048237
30.868248
30.699547
30.541424
30.393219
30.254307
30.124105
40.16418
39.41253
38.708008
38.047672
37.428745
36.848633
36.304897
35.795258
35.31758
34.86986
34.45022
34.05689
33.688225
54.98429
53.303257
51.727646
50.25084
48.866642
47.569252
46.353218
45.213448
44.14515
43.143845
42.205338
41.32568
40.501186
39.728397
39.004074
38.32517
37.68884
37.092415
36.533394
36.009426
35.51832
35.05801
34.626564
34.222176
33.843147
33.487892
33.15491
32.84281
32.550285
32.2761
32.01911
31.77824
31.552471
31.340862
31.142523
30.956623
30.78238
30.619062
30.465988
30.322512
30.188034
30.061989
29.94385
29.833118
29.72933
29.632051
29.540873
29.455412
29.37531
29.300232
29.229862
54.677406
53.015617
51.458046
49.998146
48.629795
47.34726
46.14515
45.018425
43.962357
42.972515
42.044746
41.175163
40.360107
39.59617
38.880135
38.209
37.579956
36.99036
36.437737
35.91977
35.434284
34.979244
34.552742
34.152985
33.778294
33.4271
33.097935
32.789406
32.50023
32.229187
31.97514
31.737024
31.513842
31.304655
31.108585
30.924812
30.752563
30.591118
30.439795
30.297962
30.165024
30.040422
82.06946
106.41165
101.50558
96.907166
92.59712
88.557365
84.77094
81.22198
77.89556
74.77775
71.85546
69.116425
66.54916
64.14288
61.887512
59.773575
57.792202
55.93508
54.194427
52.562927
51.033737
49.60045
48.257042
46.99788
45.817677
44.711487
54.41275
52.76756
51.22554
49.78022
48.425537
47.155807
45.965706
44.850235
43.804714
42.82476
41.906258
41.045357
40.23844
39.482132
38.773247
38.108818
48.337124
47.072937
45.88803
44.77743
43.736477
42.760803
41.84631
40.989166
40.185776
39.43277
38.726982
38.065453
37.44541
36.864254
36.31954
35.808983
35.33045
34.88192
34.461517
34.067482
33.698154
33.351986
33.027527
32.72342
32.438377
32.17121
31.920801
31.686094
31.466105
31.259912
31.066648
30.885506
30.715723
30.556585
30.407429
30.267626
30.136591
30.013771
29.898655
29.790758
29.689627
29.594837
29.505993
29.422718
29.344667
29.271511
29.202942
29.138672
29.078434
29.021973
28.969053
28.91945
28.87296
28.829384
28.788542
28.75026
28.714378
28.680748
28.649225
28.61968
28.591988
28.566032
28.541704
28.518902
28.49753
28.477497
28.458721
28.441124
28.424627
28.409168
28.394676
28.381094
28.368364
28.356432
28.345247
28.334766
28.32494
28.315731
28.3071
28.29901
28.291428
28.284319
28.277658
28.271414
28.265562
28.260077
28.254934
28.250116
28.2456
28.241365
28.237398
28.233679
28.230192
28.226925
28.223864
28.220993
28.218302
28.21578
28.213417
28.211203
28.209126
28.20718
28.205355
28.203646
28.202044
28.20054
28.199133
28.197813
28.196577
28.195417
28.19433
28.193312
28.192358
28.191463
28.190624
28.189838
28.189102
28.188412
28.187765
28.187157
28.186588
28.186056
28.185556
28.18509
28.18465
28.184238
28.183853
28.18349
28.183153
28.182835
28.182537
28.182259
28.181997
28.181753
28.181522
28.181309
28.181107
28.180918
28.18074
28.180574
28.180418
28.180271
28.180136
28.180008
28.179888
28.179775
28.179668
28.17957
28.179478
28.17939
28.179308
28.179232
28.179161
28.179094
28.179031
28.178972
28.178917
28.178865
28.178816
28.17877
