Cell 2,Cell 8,Cell 20,Cell 23,Cell 24,Cell 26,Cell 27,Cell 29,Cell 30
57.987072,132.34756,140.44125,56.285004,1.9714661,23.235209,37.055317,88.38772,57.232815
56.95162,132.34756,140.44125,56.257847,1.2136955,23.211475,36.64217,79.2096,57.228207
55.962296,132.34756,140.44125,56.232174,0.48771667,23.189196,36.25237,70.511986,57.22384
55.017044,132.34756,140.44125,56.20791,-0.20780277,23.168282,35.884594,62.26971,57.219707
54.113907,132.34756,140.44125,56.184967,-0.8741417,23.148647,35.537605,54.45895,57.21579
53.251003,132.34756,140.44125,56.16328,-1.5125237,23.130217,35.210224,47.057095,57.212082
52.426544,132.34756,140.44125,56.14278,-2.1241217,23.112915,34.90135,40.04275,57.208572
51.63881,132.34756,140.44125,56.123398,-2.7100601,23.096674,34.60992,33.395626,57.205246
50.886173,132.34756,140.44125,56.10508,-3.2714157,23.081429,34.334965,27.096495,57.2021
50.16707,132.34756,140.44125,56.08776,-3.8092194,23.067116,34.07555,21.127142,57.199116
49.479996,132.34756,140.44125,56.07139,-4.324459,23.05368,33.83079,77.53408,57.196293
48.823532,132.34756,140.44125,56.055912,-4.818082,23.041069,33.599865,68.92419,57.19362
48.19632,132.34756,140.44125,56.041283,-5.2909946,23.029228,33.38199,72.658424,57.191086
47.597046,132.34756,140.44125,56.02745,-5.744066,23.018114,33.176426,64.30378,57.18869
244.17844,132.34756,140.44125,56.014378,-6.1781282,23.00768,32.98248,56.38653,57.18642
234.84811,132.34756,140.44125,56.002018,-6.593979,22.997887,32.79949,48.88377,57.18427
225.93346,132.34756,140.44125,55.990334,-6.992383,22.988693,32.626846,41.7738,57.18223
217.41595,132.34756,140.44125,55.97929,-7.374072,22.980062,32.463955,167.52531,57.180305
209.27791,132.34756,140.44125,55.96885,-7.739747,22.97196,32.310272,154.20413,57.17848
201.50241,132.34756,140.44125,55.958977,-8.09008,22.964355,175.60706,141.58035,57.17675
194.07332,132.34756,140.44125,55.949646,-8.4257145,22.957214,167.36417,129.61746,57.175114
186.97519,132.34756,140.44125,55.940826,-8.747267,22.950512,159.5871,118.28086,57.17356
180.19328,132.34756,140.44125,55.93249,-9.055328,22.944221,152.24951,107.53776,57.172092
173.71352,132.34756,140.44125,55.924606,-9.350466,22.938314,145.3266,97.35708,57.170704
167.52242,132.34756,140.44125,55.917156,-9.63322,22.93277,138.79489,281.88712,57.169384
161.60713,132.34756,140.44125,55.910114,-9.904111,22.927567,132.63231,262.57877,57.168137
155.95538,132.34756,140.44125,55.903454,-10.163637,22.92268,126.817986,244.2813,57.166958
150.55542,132.34756,140.44125,55.89716,-10.412273,22.918093,121.33224,243.588,57.16584
145.39603,132.34756,140.44125,55.89121,-10.65048,22.913788,116.156494,226.28471,57.16478
140.46649,132.34756,140.44125,55.885586,-10.878692,22.909746,111.27324,209.88731,57.163776
135.75656,132.34756,140.44125,55.88027,-11.097328,22.905952,106.66594,194.34837,57.162827
131.25645,132.34756,140.44125,120.57654,-11.306793,22.90239,102.31901,179.62294,57.161926
126.95683,132.34756,140.44125,117.03417,-11.507469,22.899046,98.21773,165.66841,57.161076
122.84877,132.34756,140.44125,113.685486,-11.699725,22.895908,141.93303,152.44444,57.16027
118.923706,132.34756,140.44125,110.5199,-11.883915,22.892962,135.59311,139.91278,57.159508
115.17351,132.34756,140.44125,107.52739,-12.060378,22.890196,129.61147,128.03719,57.158783
111.59039,132.34756,140.44125,104.698494,-12.229437,22.8876,314.89102,116.78332,57.158096
108.1669,132.34756,140.44125,102.02428,-12.391403,22.885162,298.777,106.118614,57.157448
104.89592,132.34756,140.44125,99.49628,-12.546574,22.882874,283.57364,96.01223,57.156834
101.770676,132.34756,140.44125,97.10649,-12.695234,22.880726,300.77112,86.434944,57.156254
98.78465,132.34756,140.44125,94.847374,-12.837657,22.87871,545.69574,77.35906,57.155704
95.931656,132.34756,140.44125,92.71178,-12.974105,22.876818,516.53864,123.64738,57.15518
93.20576,132.34756,140.44125,90.69295,-13.104828,22.87504,506.24396,112.62333,57.154686
90.6013,132.34756,140.44125,88.7845,-13.230066,22.873373,479.31635,102.176414,57.15422
88.11288,132.34756,140.44125,86.9804,-13.35005,22.871807,453.91046,92.27642,57.153778
85.73531,132.34756,140.44125,85.27493,-13.465,22.870337,429.94028,82.89472,57.15336
83.46367,132.34756,140.44125,83.66272,-13.575129,22.868958,407.3247,74.00417,57.15296
81.29323,132.34756,140.44125,82.13866,-13.680635,22.867662,385.98715,65.57908,57.152584
79.21948,132.34756,140.44125,80.69793,-13.781715,22.866447,365.8554,57.59506,57.15223
77.23811,132.34756,140.44125,79.33597,-13.878555,22.865305,346.86133,50.02902,57.15189
75.345024,132.34756,140.44125,78.04848,-13.971332,22.864233,328.94064,42.85908,57.15157
73.53627,132.34756,140.44125,76.831375,-14.060215,22.863228,312.03268,36.06451,57.151268
71.8081,132.34756,140.44125,75.680824,-14.1453705,22.862284,296.0802,29.625662,57.15098
70.15691,132.34756,140.44125,74.59318,-14.226953,22.861397,281.02924,23.523901,57.15071
68.57929,132.34756,140.44125,73.565,-14.305112,22.860565,266.8288,17.741583,57.150455
67.07195,132.34756,140.44125,75.19223,-14.379992,22.859785,253.43088,12.261985,57.15021
65.63177,132.34756,140.44125,74.1313,-14.451731,22.85905,240.79007,7.069259,57.14998
64.25574,132.34756,140.44125,73.12838,-14.520459,22.858362,228.8636,2.1483839,57.14976
62.941017,132.34756,140.44125,72.1803,-14.586305,22.857718,217.61111,-2.5148695,57.149555
61.68486,132.34756,140.44125,71.28405,-14.649387,22.857111,206.99452,70.91587,57.14936
60.484673,132.34756,140.44125,70.4368,-14.709823,22.85654,196.97789,62.652462,57.149174
59.337948,132.34756,140.44125,69.63588,-14.767723,22.856007,187.52731,54.82165,57.149
58.242313,132.34756,140.44125,68.87875,-14.8231945,22.855505,178.6108,47.400814,57.148834
57.195488,132.34756,140.44125,68.16302,-14.876338,22.855034,170.19817,40.368473,57.148678
56.195297,132.34756,140.44125,67.48642,-14.927252,22.854591,162.26094,33.704296,57.148525
55.23967,132.34756,140.44125,66.84681,-14.97603,22.854176,154.77226,27.389006,57.148384
54.326614,132.34756,140.44125,66.24217,-15.022761,22.853786,147.70677,21.40434,57.14825
53.454235,132.34756,140.44125,65.6706,-15.067533,22.85342,141.04057,15.7329855,57.148125
52.62072,132.34756,140.44125,65.13028,-15.110425,22.853077,134.75108,10.358542,57.148006
51.82434,132.34756,140.44125,64.61949,-15.151518,22.852755,222.90399,5.2654643,57.147892
51.06344,132.34756,140.44125,64.13664,-15.1908865,22.852453,252.04819,0.43902585,57.147785
50.336433,132.34756,140.44125,63.680187,-15.228603,22.852169,239.48552,-4.1347346,57.147682
49.641815,132.34756,140.44125,63.24869,-15.264738,22.851902,273.3885,-8.469047,57.147587
48.978146,132.34756,140.44125,62.840786,-15.299356,22.851652,259.61984,-12.576446,57.147495
48.344044,132.34756,140.44125,62.455185,-15.332523,22.851418,246.6293,17.7862,57.14741
47.73819,132.34756,140.44125,67.172264,-15.364298,22.851196,234.37286,82.15745,57.147327
47.159325,132.34756,140.44125,66.549835,-15.394739,22.850988,222.80905,73.305504,57.14725
46.60625,132.34756,140.44125,65.96144,-15.423903,22.850794,264.05157,91.62614,57.14718
46.077816,132.34756,140.44125,65.40521,-15.451844,22.850613,250.81061,82.27848,57.147106
45.57292,132.34756,140.44125,64.8794,-15.478613,22.850441,238.31787,73.420204,57.14704
45.090523,132.34756,140.44125,64.38233,-15.504258,22.85028,226.53111,65.02567,57.14698
44.629616,132.34756,140.44125,63.91245,-15.528828,22.85013,215.41045,57.07063,57.14692
44.18924,132.34756,140.44125,63.468254,-15.552366,22.849987,204.91823,49.532055,57.146866
43.768482,132.34756,140.44125,63.048344,-15.574917,22.849855,195.01894,42.388134,57.146812
43.36647,132.34756,140.44125,62.651394,-15.596522,22.84973,185.67906,35.61822,57.146763
42.98237,132.34756,140.44125,62.27615,-15.617221,22.849613,176.86699,29.202734,57.146713
42.61538,132.34756,140.44125,61.92142,-15.637051,22.849503,168.5529,23.123114,57.146667
42.264736,132.34756,140.44125,61.586086,-15.656049,22.8494,160.70866,86.04044,57.146626
41.929718,132.34756,140.44125,61.26909,-15.67425,22.849302,153.30771,76.98521,57.146587
41.609623,132.34756,140.44125,60.96942,-15.691688,22.84921,146.32498,68.404045,57.14655
41.303787,132.34756,140.44125,60.686142,-15.708393,22.849125,139.73686,60.272137,57.14651
41.01158,132.34756,140.44125,60.418346,-15.724398,22.849045,366.8747,158.61702,57.146477
40.732388,132.34756,140.44125,60.165195,-15.739731,22.84897,347.82303,145.7622,57.146446
40.465633,132.34756,140.44125,59.925884,-15.754421,22.8489,329.848,133.58038,57.146416
40.210766,132.34756,140.44125,59.69966,-15.768495,22.848833,312.88876,153.84836,57.146385
39.96725,132.34756,140.44125,59.485806,-15.781979,22.84877,296.8879,201.06776,57.14636
39.734585,132.34756,140.44125,59.28364,-15.794896,22.848713,281.7913,185.99055,57.14633
39.512283,132.34756,140.44125,59.09253,-15.807272,22.848658,267.5478,171.70265,57.14631
39.299885,132.34756,140.44125,132.23747,-15.819128,22.848606,254.10925,158.16277,57.146282
39.09695,132.34756,140.44125,245.00684,-15.830487,22.848558,241.43011,145.33174,57.146263
38.903057,132.34756,140.44125,234.6611,-15.84137,22.848513,229.46748,133.17245,57.14624
38.7178,132.34756,140.44125,224.88103,-15.851795,22.848469,218.18088,121.64974,57.14622
38.5408,132.34756,140.44125,215.6357,-15.861783,22.848429,283.8746,110.73026,57.146202
38.37168,132.34756,140.44125,206.89586,-15.871353,22.848392,269.5134,100.382454,57.146183
38.2101,132.34756,140.44125,198.63388,-15.880521,22.848356,255.96376,90.57638,57.146168
38.055714,132.34756,140.44125,190.82364,-15.889304,22.848324,243.17981,81.28368,57.146152
37.908207,132.34756,140.44125,183.44043,-15.897718,22.848293,231.1183,72.477486,57.146137
37.767273,132.34756,140.44125,176.4609,-15.90578,22.848263,219.7384,64.13232,57.146122
37.632614,132.34756,140.44125,169.863,-15.913504,22.848236,209.0016,56.22404,57.146107
37.503956,132.34756,140.44125,163.62584,-15.920903,22.84821,198.87155,48.72978,57.146095
37.38103,132.34756,140.44125,157.7297,-15.927992,22.848186,189.31396,242.01732,57.146084
37.26358,132.34756,140.44125,152.15594,-15.934783,22.848164,371.35568,224.79628,57.146072
37.151363,132.34756,140.44125,146.88693,-15.94129,22.848143,352.05078,208.47679,57.14606
37.044147,132.34756,140.44125,141.90602,-15.947523,22.848122,333.83682,193.01167,57.14605
36.941704,132.34756,140.44125,137.19745,-15.953496,22.848104,316.65216,178.35622,57.14604
36.843826,132.34756,140.44125,132.7463,-15.959217,22.848085,300.43863,164.468,57.14603
36.750313,132.34756,140.44125,128.53854,-15.964699,22.84807,285.14136,151.30687,57.146023
36.66096,132.34756,140.44125,124.560844,-15.96995,22.848055,270.70856,138.83476,57.146015
36.575592,132.34756,140.44125,120.80063,-15.974981,22.84804,257.09137,127.01562,57.146008
36.494022,132.34756,140.44125,117.24601,-15.979801,22.848026,244.24371,115.81522,57.146
36.416092,132.34756,140.44125,113.88574,-15.984419,119.32606,232.12209,105.20121,57.145992
36.34163,132.34756,140.44125,110.7092,-15.988843,113.41532,220.68547,95.14286,57.145985
36.270485,132.34756,140.44125,107.706345,-15.993082,107.86671,209.89514,85.61109,57.14598
36.20251,132.34756,140.44125,104.86766,-15.997143,374.47604,199.7146,76.57835,57.145973
36.137566,132.34756,140.44125,102.1842,-16.001032,426.02988,190.10936,68.018486,57.14597
36.075512,132.34756,140.44125,99.647446,-16.004759,2247.1958,181.04694,59.906765,57.14596
36.016224,132.34756,140.44125,97.249405,-16.008331,3400.1956,172.49664,52.219707,57.145958
35.959576,132.34756,140.44125,94.982475,-16.011751,3526.768,164.42953,44.935085,57.145954
35.905453,132.34756,140.44125,92.83949,-16.015028,3312.1003,156.8183,38.031834,57.145947
35.85374,132.34756,140.44125,90.813675,-16.01817,3470.7407,149.63719,31.489988,57.145943
35.804333,132.34756,140.44125,88.89863,-16.021177,3259.5056,142.86191,25.290625,57.14594
35.757126,132.34756,140.44125,87.08829,-16.02406,3061.212,136.46948,19.415815,57.145935
35.71202,132.34756,140.44125,85.37692,-16.02682,2875.0667,130.43831,13.848571,57.14593
35.668926,132.34756,140.44125,83.75914,-16.029465,2893.0544,124.74798,61.781673,57.145927
35.627754,132.34756,140.44125,82.2298,-16.032,2717.2112,119.3792,53.996456,57.145924
35.588413,132.34756,140.44125,80.78409,-16.034428,2552.141,114.31383,96.65847,57.145924
35.550823,132.34756,140.44125,79.41741,-16.036753,2397.184,109.5347,87.047356,57.14592
35.51491,132.34756,140.44125,78.125465,-16.03898,2379.5889,105.02565,77.939415,57.145916
35.4806,132.34756,140.44125,76.90416,-16.041117,2235.2031,100.77141,69.3083,57.145912
35.44781,132.34756,140.44125,75.749626,-16.043161,2486.6038,96.75758,61.12904,57.145912
35.41649,132.34756,140.44125,74.65822,-16.04512,2588.8367,92.97059,53.377987,57.14591
35.38656,132.34756,140.44125,73.62649,-16.046999,2431.6313,89.3976,223.43263,57.14591
35.357964,132.34756,140.44125,72.65117,-16.048798,2284.0571,86.02652,207.18456,57.145905
35.330643,132.34756,140.44125,71.72917,-16.05052,2375.0144,82.84595,191.7871,57.1459
35.30454,132.34756,140.44125,70.85759,-16.052172,2230.909,79.84511,177.19572,57.1459
35.2796,132.34756,140.44125,70.03366,-16.053753,2095.632,77.013855,167.17065,57.145897
35.255768,132.34756,140.44125,69.25478,-16.055267,1968.643,74.3426,153.86804,57.145897
35.232998,132.34756,140.44125,68.51849,-16.056719,1849.4338,71.822296,240.46577,57.145897
35.211246,132.34756,140.44125,67.82246,-16.05811,1737.5281,69.44442,223.32594,57.145893
35.19046,132.34756,140.44125,67.164474,-16.059443,1632.4781,67.20092,207.08345,57.145893
35.1706,132.34756,140.44125,66.54247,-16.060719,1533.8641,65.084206,191.6913,57.14589
35.151627,132.34756,140.44125,65.954475,-16.061941,1441.2917,63.087116,177.10497,57.14589
35.1335,132.34756,140.44125,65.398636,-16.063112,1354.3907,61.202877,163.28226,57.14589
35.116177,132.34756,140.44125,64.87318,-16.064236,1272.8137,59.425117,150.18321,57.145885
35.09963,132.34756,140.44125,64.37646,-16.065311,1196.2346,57.74782,137.76993,57.145885
35.083817,132.34756,140.44125,63.90689,-16.066341,1124.347,56.165318,126.00652,57.145885
35.068707,132.34756,140.44125,63.462997,-16.067327,1056.8636,54.672237,114.858955,57.145885
35.05427,132.34756,140.44125,63.043377,-16.068274,1278.788,161.42441,104.29499,57.14588
35.04048,132.34756,140.44125,62.646698,-16.06918,1201.8428,153.983,94.28408,57.14588
35.0273,132.34756,140.44125,62.27171,-16.070047,1129.6117,146.96211,84.79728,57.14588
35.014713,132.34756,140.44125,61.917225,-16.070879,1061.8058,140.338,75.80714,57.14588
35.00268,132.34756,140.44125,61.58212,-16.071676,998.1542,134.08821,67.28765,57.14588
34.991188,132.34756,140.44125,61.26534,-16.07244,938.40204,182.76155,59.214184,57.145878
34.98021,132.34756,140.44125,60.965878,-16.07317,895.8962,174.11435,51.56338,57.145878
34.969715,132.34756,140.44125,60.68279,-16.073872,886.1235,165.95583,44.31312,57.145878
34.95969,132.34756,140.44125,60.415176,-16.074541,922.32385,158.25835,37.442432,57.145878
34.95011,132.34756,140.44125,60.1622,-16.075186,867.21747,150.99585,30.93144,57.145878
34.94096,132.34756,140.44125,59.923054,-16.0758,815.4872,144.14378,24.76132,57.145878
34.932217,132.34756,140.44125,59.696983,-16.076391,766.92615,137.67892,18.91422,57.145874
34.923862,132.34756,140.44125,59.483273,-16.076956,721.3402,131.5794,148.33884,57.145874
34.915882,132.34756,140.44125,59.281246,-16.077497,678.54706,125.824585,136.02211,57.145874
34.908257,132.34756,140.44125,59.090267,-16.078016,638.3757,120.39497,129.08212,57.145874
34.900967,132.34756,140.44125,58.909733,-16.078514,600.66534,115.272194,117.77355,57.145874
34.894005,132.34756,140.44125,58.739067,-16.07899,565.2654,110.43891,111.40006,57.145874
34.887356,132.34756,140.44125,58.577732,-16.079447,532.0342,105.87876,101.01719,57.145874
34.881,132.34756,140.44125,58.425217,-16.079884,500.83887,101.57631,91.17788,57.145874
34.874928,132.34756,140.44125,58.281044,-16.080303,471.55475,97.517,81.85369,57.145874
34.869125,132.34756,140.44125,58.144753,-16.080704,521.63635,93.68709,152.94492,57.14587
34.863583,132.34756,140.44125,58.01591,-16.081089,491.07806,90.0736,140.38705,57.14587
34.858284,132.34756,140.44125,57.894115,-16.081457,462.39194,86.66432,142.82738,57.14587
34.853226,132.34756,140.44125,57.77898,-16.08181,435.46326,83.44771,130.7992,57.14587
34.84839,132.34756,140.44125,57.67014,-16.082148,410.1844,80.412865,119.400734,57.14587
34.84377,132.34756,140.44125,57.56725,-16.082472,474.84512,77.54952,108.59901,57.14587
34.839355,132.34756,140.44125,57.469982,-16.08278,447.1535,74.848,98.36277,57.14587
34.835136,132.34756,140.44125,57.378036,-16.083078,421.15842,72.29913,88.66244,57.14587
34.83111,132.34756,140.44125,57.29112,-16.083364,396.75592,69.89431,79.46993,57.14587
34.82726,132.34756,140.44125,57.208954,-16.083637,373.84845,67.62539,70.75869,57.14587
34.82358,132.34756,140.44125,57.13128,-16.083899,352.3444,65.48469,62.503506,57.14587
34.820065,132.34756,140.44125,57.05785,-16.084148,433.0388,63.464962,54.680492,57.14587
34.816708,132.34756,140.44125,56.988438,-16.084389,407.90845,61.559372,47.26704,57.14587
34.8135,132.34756,140.44125,56.92282,-16.084618,384.31772,59.76147,40.241703,57.14587
34.810436,132.34756,140.44125,56.86079,-16.084839,362.17227,58.065166,33.584164,57.14587
34.807507,132.34756,140.44125,56.802155,-16.085049,379.01123,56.464725,27.275167,57.14587
34.804707,132.34756,140.44125,56.746723,-16.08525,357.1909,54.954727,21.296461,57.14587
34.802032,132.34756,140.44125,56.69432,-16.085445,371.21204,53.53006,15.630759,57.14587
34.79948,132.34756,140.44125,56.644783,-16.08563,349.8695,52.1859,10.261672,57.14587
34.79704,132.34756,140.44125,60.726215,-16.085808,505.4214,50.917706,5.1736674,57.14587
34.79471,132.34756,140.44125,60.45623,-16.08598,475.8565,118.04651,97.600075,57.145866
34.79248,132.34756,140.44125,60.201008,-16.086142,448.10294,113.05644,87.93966,57.145866
34.79035,132.34756,140.44125,59.95974,-16.086298,422.04968,108.34837,78.784996,57.145866
34.788315,132.34756,140.44125,59.731663,-16.086447,397.5926,103.906364,70.10961,57.145866
34.786373,132.34756,140.44125,59.516056,-16.086592,374.63385,99.71538,61.88841,57.145866
34.784515,132.34756,140.44125,59.31224,-16.08673,353.08167,95.76123,54.097607,57.145866
34.78274,132.34756,140.44125,59.119564,-16.08686,332.84988,92.03054,46.714672,57.145866
34.781048,132.34756,140.44125,58.937428,-16.086987,313.8576,88.51067,143.20836,57.145866
34.779427,132.34756,140.44125,58.765247,-16.087107,528.0546,85.18971,131.16023,57.145866
34.77788,132.34756,140.44125,58.602478,-16.087223,497.10315,82.05643,119.74287,57.145866
34.7764,132.34756,140.44125,58.448612,-16.087334,468.0479,79.10021,108.923225,57.145866
34.77499,132.34756,140.44125,58.303158,-16.08744,440.77274,76.31105,98.67002,57.145866
34.77364,132.34756,140.44125,58.165657,-16.087542,415.16858,73.67951,158.16629,57.145866
34.77235,132.34756,140.44125,58.035675,-16.087639,445.68307,71.196686,145.33507,57.145866
34.77112,132.34756,140.44125,57.9128,-16.087732,419.77808,68.854164,133.1756,57.145866
34.76994,132.34756,140.44125,57.796642,-16.087822,431.2432,66.64402,121.65272,57.145866
34.768814,132.34756,140.44125,57.686836,-16.087908,406.22284,64.55878,110.733086,57.145866
34.767742,132.34756,140.44125,57.58303,-16.08799,387.42715,62.59138,100.385124,57.145866
34.766716,132.34756,140.44125,57.484905,-16.08807,462.07208,60.735157,99.32896,57.145866
34.76573,132.34756,140.44125,57.392143,-16.088144,435.163,58.98383,89.57804,57.145866
34.764797,132.34756,140.44125,57.30445,-16.088217,409.9025,57.33147,80.33761,57.145866
34.7639,132.34756,140.44125,57.221558,-16.088285,386.1896,55.772495,71.58094,57.145866
34.763046,132.34756,140.44125,57.143192,-16.088352,363.92947,54.301613,63.28271,57.145866
34.762226,132.34756,140.44125,57.069115,-16.088415,343.0331,52.913853,130.96179,57.145866
34.761444,132.34756,140.44125,56.999084,-16.088476,323.41696,51.60452,119.55482,57.145866
34.7607,132.34756,140.44125,56.932888,-16.088535,305.0026,50.36918,108.74502,57.145866
34.759987,132.34756,140.44125,56.870308,-16.08859,287.71637,49.203648,98.50114,57.145866
34.759304,132.34756,140.44125,56.81115,-16.088644,271.4892,48.10398,88.79356,57.145866
34.758656,132.34756,140.44125,56.755226,-16.088696,276.354,47.06646,79.5942,57.145866
34.758034,132.34756,140.44125,56.70236,-16.088745,260.82297,46.087566,70.87644,57.145866
34.75744,132.34756,140.44125,56.65238,-16.088793,246.24344,45.163998,74.845695,57.145866
34.75687,132.34756,140.44125,56.60514,-16.088837,232.55711,44.292614,66.37655,57.145866
34.75633,132.34756,140.44125,56.56048,-16.08888,219.70927,43.470478,58.35078,57.145866
34.75581,132.34756,140.44125,56.51826,-16.088923,207.64856,42.6948,50.745174,57.145866
34.755314,132.34756,140.44125,56.47835,-16.08896,196.32674,67.435555,43.537746,57.145866
34.75484,132.34756,140.44125,56.440624,-16.088999,194.7352,156.32784,36.707645,57.145866
34.75439,132.34756,140.44125,56.40496,-16.089035,216.53163,149.17445,30.23512,57.145866
34.753956,132.34756,140.44125,56.371246,-16.089071,204.66559,142.42531,24.101454,57.145866
34.753544,132.34756,140.44125,56.339375,-16.089104,193.52652,136.05756,18.2889,57.145866
34.75315,132.34756,140.44125,56.309242,-16.089136,183.06989,130.04967,12.780646,57.145866
34.752773,132.34756,140.44125,56.28076,-16.089167,173.25388,124.381294,7.5607677,57.145866
34.752415,132.34756,140.44125,56.253838,-16.089195,164.03925,119.03324,2.614166,57.145866
34.75207,132.34756,140.44125,56.228386,-16.089224,155.38916,113.98741,-2.0734708,57.145866
34.75174,132.34756,140.44125,56.204327,-16.08925,147.26901,109.22673,33.01237,57.145866
34.751427,132.34756,140.44125,56.18158,-16.089277,307.19458,104.735085,55.38754,57.145866
34.751125,132.34756,140.44125,56.16008,-16.089302,289.77408,100.49727,47.93707,57.145866
34.75084,132.34756,140.44125,56.139755,-16.089325,273.42084,96.49893,40.87665,57.145866
34.75057,132.34756,140.44125,56.12054,-16.089348,258.0695,92.72655,34.18587,57.145866
34.750305,132.34756,140.44125,56.102375,-16.089369,243.65866,89.16735,27.845373,57.145866
34.750053,132.34756,140.44125,56.085205,-16.08939,230.13069,85.80928,21.836813,57.145866
34.749817,132.34756,140.44125,56.068974,-16.08941,217.4315,82.64098,16.14282,57.145866
34.749588,132.34756,140.44125,56.053627,-16.08943,205.51033,79.65173,10.746924,57.145866
34.74937,132.34756,140.44125,56.039124,-16.089449,194.31952,76.831406,5.633514,57.145866
34.74916,132.34756,140.44125,56.02541,-16.089466,232.33391,74.170456,0.7878036,57.145866
34.748962,132.34756,140.44125,56.012447,-16.089483,219.49974,71.65988,-3.8042142,57.145866
34.74877,132.34756,140.44125,56.000195,-16.089499,276.80847,69.29118,-8.155829,57.145866
34.748592,132.34756,140.44125,55.98861,-16.089514,261.24957,67.05634,-12.279624,57.145866
34.748417,132.34756,140.44125,55.977657,-16.089529,246.6439,64.9478,-16.187529,57.145866
34.748253,132.34756,140.44125,55.967308,-16.089542,232.93304,62.958416,-19.890844,57.145866
34.748093,132.34756,140.44125,55.957523,-16.089556,220.06218,61.08145,-23.400282,57.145866
34.74794,132.34756,140.44125,55.948273,-16.08957,207.97984,59.31056,-26.725992,57.145866
34.747795,132.34756,140.44125,55.939526,-16.089582,196.63773,57.639736,-29.877592,57.145866
34.747658,132.34756,140.44125,55.93126,-16.089594,185.9905,56.063335,-32.864193,57.145866
34.747528,132.34756,140.44125,55.923443,-16.089605,175.99556,54.57602,-35.69444,57.145866
34.7474,132.34756,140.44125,55.916058,-16.089617,166.61296,53.172756,-38.376514,57.145866
34.74728,132.34756,140.44125,55.909073,-16.089626,157.80519,51.84879,-40.91818,57.145866
34.747166,132.34756,140.44125,55.90247,-16.089638,149.53702,50.599644,-43.32678,57.145866
34.747055,132.34756,140.44125,55.89623,-16.089647,141.7754,49.42109,-45.60928,57.145866
34.74695,132.34756,140.44125,55.89033,-16.089655,134.4893,48.309135,-47.772285,57.145866
34.74685,132.34756,140.44125,55.884754,-16.089664,127.6496,47.26002,-49.822052,57.145866
34.746754,132.34756,140.44125,55.879482,-16.089674,121.22892,46.27019,-51.76451,57.145866
34.746662,132.34756,140.44125,55.874496,-16.089682,115.2016,45.3363,-53.605274,57.145866
34.746574,132.34756,140.44125,55.869785,-16.08969,222.36928,44.45518,-55.349667,57.145866
34.74649,132.34756,140.44125,55.865334,-16.089697,210.1456,43.62386,-57.002743,57.145866
34.74641,132.34756,140.44125,55.861122,-16.089705,198.6708,42.83951,-58.56927,57.145866
34.746334,132.34756,140.44125,55.857143,-16.08971,187.89902,42.09949,-60.053783,57.145866
34.74626,132.34756,140.44125,55.853382,-16.089718,177.78716,41.40129,-61.460583,57.145866
34.74619,132.34756,140.44125,55.849823,-16.089724,168.2948,40.742546,4.853973,57.145866
34.746124,132.34756,140.44125,55.846462,-16.08973,159.38399,40.12103,0.04907989,57.145866
34.74606,132.34756,140.44125,55.843285,-16.089735,241.93463,39.534634,57.21751,57.145866
34.746,132.34756,140.44125,55.84028,-16.08974,228.51228,38.981377,49.671246,57.145866
34.74594,132.34756,140.44125,55.837437,-16.089746,316.11725,38.459385,42.520046,57.145866
34.745884,132.34756,140.44125,55.834755,-16.08975,298.1501,37.966892,35.74323,57.145866
34.74583,132.34756,140.44125,55.832214,-16.089756,281.2837,37.502228,29.321196,57.145866
34.74578,132.34756,140.44125,55.829815,-16.08976,265.45062,37.063824,23.235373,57.145866
34.74573,132.34756,140.44125,55.82755,-16.089766,250.58759,36.650196,17.46816,57.145866
34.745686,132.34756,140.44125,55.8254,-16.08977,236.63512,36.25994,12.002875,57.145866
34.745644,132.34756,140.44125,55.823376,-16.089773,223.53745,35.891743,6.8237147,57.145866
34.7456,132.34756,140.44125,55.82146,-16.089777,222.98929,35.54435,1.9156951,57.145866
34.74556,132.34756,140.44125,55.81965,-16.08978,210.72762,35.216587,-2.7353742,57.145866
34.74552,132.34756,140.44125,55.817936,-16.089785,199.21716,34.90735,-7.142944,57.145866
34.745483,132.34756,140.44125,55.81632,-16.089788,188.4119,34.615585,-11.31977,57.145866
34.74545,132.34756,140.44125,55.81479,-16.08979,178.26862,34.34031,26.156637,57.145866
34.745415,132.34756,140.44125,55.81334,-16.089794,168.74677,34.08059,20.236486,57.145866
34.745384,132.34756,140.44125,55.811974,-16.089798,159.80827,33.83555,14.626273,57.145866
34.745354,132.34756,140.44125,55.81068,-16.0898,151.41739,33.60435,9.309768,57.145866
34.745323,132.34756,140.44125,55.80946,-16.089804,143.54057,33.386223,4.2715983,57.145866
34.745296,132.34756,140.44125,55.808304,-16.089806,136.14633,33.18042,-0.50280756,57.145866
34.74527,132.34756,140.44125,55.807213,-16.089808,129.2051,32.986248,-5.0272593,57.145866
34.745243,132.34756,140.44125,55.80618,-16.089811,122.689125,32.803047,-9.314849,57.145866
34.74522,132.34756,140.44125,55.805202,-16.089813,116.57235,32.6302,-13.377967,57.145866
34.745193,132.34756,140.44125,55.80428,-16.089815,110.830315,32.46712,-17.228369,57.145866
34.745174,132.34756,140.44125,55.80341,-16.089817,190.91737,32.31326,-20.877195,57.145866
34.74515,132.34756,140.44125,55.802586,-16.089819,180.62059,32.16809,-24.334993,57.145866
