Cell 2,Cell 8,Cell 20,Cell 23,Cell 24,Cell 26,Cell 27,Cell 29,Cell 30
42.621178,132.34756,140.44125,55.78833,-15.803728,22.847816,109.88561,-73.55236,949.00146
42.270275,132.34756,140.44125,55.78833,-15.815733,22.847816,105.35673,-74.252464,901.7125
41.93501,132.34756,140.44125,55.78833,-15.827234,22.847816,101.08378,-74.915924,856.93097
41.61468,132.34756,140.44125,55.78833,-15.838253,22.847816,97.0523,-75.54465,814.52386
41.308624,132.34756,140.44125,55.78833,-15.84881,22.847816,93.24865,-76.14046,774.36536
41.016197,132.34756,140.44125,55.78833,-15.858924,22.847816,89.65994,-76.70508,736.3362
40.736797,132.34756,140.44125,55.78833,-15.868613,22.847816,86.27403,-77.240135,700.3234
40.46985,132.34756,140.44125,55.78833,-15.877895,22.847816,83.07948,-77.74718,666.22015
40.214794,132.34756,140.44125,55.78833,-15.886789,22.847816,80.065445,-78.22768,633.9252
39.971096,132.34756,140.44125,55.78833,-15.895309,22.847816,141.21675,-78.68302,603.3425
39.738262,132.34756,140.44125,55.78833,-15.903472,22.847816,134.9173,-79.11453,574.3815
39.515797,132.34756,140.44125,55.78833,-15.911292,22.847816,128.97385,-79.523445,546.956
39.30324,132.34756,140.44125,55.78833,-15.918784,22.847816,123.366264,-79.91096,655.68097
39.10016,132.34756,140.44125,55.78833,-15.925962,22.847816,118.07558,-80.278175,623.94476
38.906124,132.34756,140.44125,55.78833,-15.932838,22.847816,113.08387,-80.62617,593.89136
38.72073,132.34756,140.44125,55.78833,-15.939427,22.847816,108.37425,-80.95595,565.43146
38.543594,132.34756,140.44125,55.78833,-15.945739,22.847816,103.93078,-18.23773,538.4806
38.37435,132.34756,140.44125,55.78833,-15.951786,22.847816,99.73841,-21.833715,599.87244
38.21265,132.34756,140.44125,55.78833,-15.957579,22.847816,95.78296,-25.241438,571.0954
38.058155,132.34756,140.44125,55.78833,-15.963129,22.847816,92.05103,-16.100348,543.8442
37.910538,132.34756,140.44125,55.78833,-15.968447,22.847816,88.530014,-19.808226,583.5698
37.769497,132.34756,140.44125,55.78833,-15.97354,22.847816,85.20797,-23.32199,555.65717
37.634743,132.34756,140.44125,55.78833,-15.978421,22.847816,82.07365,-26.651796,622.95703
37.50599,132.34756,140.44125,55.78833,-15.983097,22.847816,79.116455,-29.80728,592.956
37.382973,132.34756,140.44125,55.78833,-15.9875765,22.847816,76.32638,-32.79756,564.54565
37.265438,132.34756,140.44125,55.78833,-15.991868,22.847816,73.69397,-35.631298,537.6418
37.153137,132.34756,140.44125,55.78833,-15.995979,22.847816,71.21033,-38.31668,512.16437
37.04584,132.34756,140.44125,55.78833,-15.999919,22.847816,68.86703,-40.861477,488.0379
36.943325,132.34756,140.44125,55.78833,-16.003693,22.847816,66.656166,-38.27768,465.19067
36.845375,132.34756,140.44125,55.78833,-16.007309,22.847816,64.57023,-40.824516,443.55487
36.75179,132.34756,140.44125,55.78833,-16.010773,22.847816,62.602184,-43.238018,457.96045
36.662373,132.34756,140.44125,55.78833,-16.01409,22.847816,60.745354,-45.525166,436.708
36.57694,132.34756,140.44125,55.78833,-16.01727,22.847816,58.993446,-15.733504,416.58246
36.49531,132.34756,140.44125,55.78833,-16.020315,22.847816,57.34055,-19.460592,541.9944
36.41732,132.34756,140.44125,55.78833,-16.023233,22.847816,55.781055,-22.992556,516.28625
36.342804,132.34756,140.44125,55.78833,-16.02603,22.847816,54.309692,-26.33961,491.94122
36.27161,132.34756,140.44125,55.78833,-16.028708,22.847816,52.92148,-29.511435,468.88702
36.203583,132.34756,140.44125,55.78833,-16.031273,22.847816,51.611713,-32.517204,447.05524
36.13859,132.34756,140.44125,55.78833,-16.033731,22.847816,143.09366,-35.365616,426.38104
36.076492,132.34756,140.44125,55.78833,-16.036087,22.847816,136.68816,37.62573,406.80304
36.01716,132.34756,140.44125,55.78833,-16.038343,22.847816,130.64464,31.105146,388.26312
35.960472,132.34756,140.44125,55.78833,-16.040504,22.847816,124.94263,24.925932,520.5104
35.906307,132.34756,140.44125,55.78833,-16.042576,22.847816,119.56285,19.070211,495.94135
35.854557,132.34756,140.44125,55.78833,-16.04456,22.847816,114.4871,17.035841,472.67505
35.805115,132.34756,140.44125,55.78833,-16.046461,22.847816,109.69818,11.593192,450.6424
35.75787,132.34756,140.44125,55.78833,-16.048283,22.847816,105.17989,6.4354777,429.77798
35.712734,132.34756,140.44125,55.78833,-16.050026,22.847816,100.91694,1.5477828,410.01987
35.66961,132.34756,140.44125,55.78833,-16.051699,22.847816,96.89489,-3.0840223,391.3094
35.628403,132.34756,140.44125,55.78833,-16.053299,22.847816,93.10013,-7.4733424,373.591
35.58903,132.34756,140.44125,55.78833,-16.054834,22.847816,89.51982,-11.632873,356.8121
35.55142,132.34756,140.44125,55.78833,-16.056303,22.847816,86.14183,-15.574637,340.92288
35.51548,132.34756,140.44125,55.78833,-16.057713,22.847816,82.95474,-19.310041,325.87616
35.481136,132.34756,140.44125,55.78833,-16.059061,22.847816,79.94776,-22.849882,311.62723
35.44833,132.34756,140.44125,55.78833,-16.060352,22.847816,77.1107,-26.204405,298.13385
35.416985,132.34756,140.44125,55.78833,-16.061592,22.847816,74.433975,-29.38331,285.35593
35.38703,132.34756,140.44125,55.78833,-16.062778,22.847816,71.908516,-32.39579,273.25552
35.358418,132.34756,140.44125,55.78833,-16.063913,22.847816,69.525764,-35.25056,261.79672
35.331074,132.34756,140.44125,55.78833,-16.065002,22.847816,162.67464,-37.955875,250.9455
35.30495,132.34756,140.44125,55.78833,-16.066046,22.847816,155.16258,-40.519558,240.66962
35.27999,132.34756,140.44125,55.78833,-16.067045,22.847816,148.07504,-42.949024,230.93863
35.256145,132.34756,140.44125,55.78833,-16.068003,22.847816,141.38803,-45.251305,289.62582
35.23336,132.34756,140.44125,55.78833,-16.06892,22.847816,176.76804,-47.433052,277.299
35.21159,132.34756,140.44125,55.78833,-16.0698,22.847816,168.45955,-49.50058,265.6258
35.190792,132.34756,140.44125,55.78833,-16.07064,22.847816,266.60306,-51.459866,254.57156
35.170914,132.34756,140.44125,55.78833,-16.071447,22.847816,253.21786,-53.316578,244.10342
35.151924,132.34756,140.44125,55.78833,-16.07222,22.847816,240.5891,-55.076088,234.19037
35.133785,132.34756,140.44125,55.78833,-16.072962,22.847816,228.674,-56.74348,224.80292
35.11645,132.34756,140.44125,55.78833,-16.07367,22.847816,217.43224,-58.32358,215.91321
35.099888,132.34756,140.44125,55.78833,-16.07435,22.847816,206.82576,-59.820965,207.49487
35.084064,132.34756,140.44125,55.78833,-16.075,22.847816,196.81866,-61.23995,199.52292
35.068947,132.34756,140.44125,55.78833,-16.075624,22.847816,187.37709,-62.584652,191.97363
35.054497,132.34756,140.44125,55.78833,-16.076221,22.847816,178.46907,-63.85895,184.82465
35.0407,132.34756,140.44125,55.78833,-16.076794,22.847816,170.06445,-65.066536,178.05472
35.02751,132.34756,140.44125,55.78833,-16.077343,22.847816,162.13478,-66.2109,171.64377
35.01491,132.34756,140.44125,55.78833,-16.077868,22.847816,154.65323,-67.29536,165.57272
35.002872,132.34756,140.44125,55.78833,-16.078371,22.847816,147.59447,149.344,159.82361
34.99137,132.34756,140.44125,55.78833,-16.078854,22.847816,140.9346,136.97466,194.05844
34.98038,132.34756,140.44125,55.78833,-16.079315,22.847816,138.86621,125.25289,186.79892
34.969883,132.34756,140.44125,55.78833,-16.07976,22.847816,132.6996,114.14478,179.92432
34.95985,132.34756,140.44125,55.78833,-16.080183,22.847816,126.88148,103.61822,260.25604
34.950264,132.34756,140.44125,55.78833,-16.08059,22.847816,121.392136,93.64274,249.48651
34.941105,132.34756,140.44125,55.78833,-16.080978,22.847816,116.213005,84.18951,239.28802
34.932354,132.34756,140.44125,55.78833,-16.08135,22.847816,111.32655,75.23118,232.12695
34.923996,132.34756,140.44125,55.78833,-16.081709,22.847816,106.71624,66.741844,222.8489
34.916004,132.34756,140.44125,55.78833,-16.08205,22.847816,102.36646,58.696957,214.06284
34.908375,132.34756,140.44125,55.78833,-16.082378,22.847816,98.2625,51.07324,205.74261
34.90108,132.34756,140.44125,55.78833,-16.082693,22.847816,94.39045,43.848644,197.86356
34.894115,132.34756,140.44125,55.78833,-16.082994,22.847816,90.73722,37.00227,190.40225
34.887463,132.34756,140.44125,55.78833,-16.083282,22.847816,87.29044,30.514326,183.3366
34.8811,132.34756,140.44125,55.78833,-16.083559,22.847816,84.03844,24.366041,176.64557
34.875023,132.34756,140.44125,55.78833,-16.083822,22.847816,80.970215,18.539633,170.30933
34.869217,132.34756,140.44125,55.78833,-16.084076,22.847816,78.07538,13.018256,172.3021
34.863667,132.34756,140.44125,55.78833,-16.08432,22.847816,75.34414,7.785934,166.19615
34.858368,132.34756,140.44125,55.78833,-16.084553,22.847816,72.767235,2.827545,160.41397
34.853306,132.34756,140.44125,55.78833,-16.084776,22.847816,70.33597,-1.8712615,154.93839
34.848465,132.34756,140.44125,55.78833,-16.08499,22.847816,164.82674,-6.3240733,149.75311
34.84384,132.34756,140.44125,55.78833,-16.085194,22.847816,157.19305,-10.543769,157.15952
34.839424,132.34756,140.44125,55.78833,-16.08539,22.847816,149.99077,-14.542548,151.85648
34.835205,132.34756,140.44125,55.78833,-16.085577,22.847816,143.1955,-18.331984,146.83463
34.831173,132.34756,140.44125,55.78833,-16.085758,22.847816,136.78423,-21.923033,142.07906
34.82732,132.34756,140.44125,55.78833,-16.08593,22.847816,130.73528,-25.326078,137.57564
34.82364,132.34756,140.44125,55.78833,-16.086096,22.847816,125.02815,-28.550966,133.311
34.82012,132.34756,140.44125,55.78833,-16.086254,22.847816,119.64355,-31.607023,129.27249
34.81676,132.34756,140.44125,55.78833,-16.086405,22.847816,114.56323,-34.503086,125.44811
34.813553,132.34756,140.44125,55.78833,-16.08655,22.847816,109.77001,-37.24753,171.28003
34.810482,132.34756,140.44125,55.78833,-16.086689,22.847816,105.247665,-39.8483,165.22827
34.807552,132.34756,140.44125,55.78833,-16.086823,22.847816,100.98088,-42.312912,159.4974
34.804752,132.34756,140.44125,55.78833,-16.08695,22.847816,96.955215,-44.648495,154.0704
34.80208,132.34756,140.44125,55.78833,-16.087072,22.847816,93.15705,-46.8618,148.93118
34.79952,132.34756,140.44125,55.78833,-16.08719,22.847816,89.573524,-48.959236,144.06442
34.797077,132.34756,140.44125,55.78833,-16.087301,22.847816,86.1925,-50.946865,139.45575
34.794743,132.34756,140.44125,55.78833,-16.08741,22.847816,83.00255,-52.830437,135.09142
34.792515,132.34756,140.44125,55.78833,-16.087513,22.847816,79.99286,-54.6154,130.9585
34.790382,132.34756,140.44125,55.78833,-16.087612,22.847816,77.15326,-56.30691,127.04473
34.78835,132.34756,140.44125,55.78833,-16.087706,22.847816,74.47412,-57.90987,123.33848
34.786404,132.34756,140.44125,55.78833,-16.087797,22.847816,71.94639,-59.428905,134.56586
34.784546,132.34756,140.44125,55.78833,-16.087883,22.847816,69.5615,-60.86842,130.46082
34.78277,132.34756,140.44125,55.78833,-16.087967,22.847816,67.31139,-62.232567,126.57343
34.781075,132.34756,140.44125,55.78833,-16.088047,22.847816,65.18843,39.29826,122.892166
34.779453,132.34756,140.44125,55.78833,-16.088123,22.847816,63.185448,32.690113,119.4061
34.777905,132.34756,140.44125,55.78833,-16.088196,22.847816,61.295654,26.427923,116.10486
34.776424,132.34756,140.44125,55.78833,-16.088266,22.847816,59.51265,20.493574,112.97867
34.77501,132.34756,140.44125,55.78833,-16.088333,22.847816,57.83041,16.01631,110.01824
34.773663,132.34756,140.44125,55.78833,-16.088398,22.847816,56.24323,10.627036,107.21478
34.77237,132.34756,140.44125,55.78833,-16.088459,22.847816,54.74575,5.5199046,104.55998
34.771137,132.34756,140.44125,55.78833,-16.088518,22.847816,53.332893,23.500181,102.04594
34.76996,132.34756,140.44125,55.78833,-16.088575,22.847816,51.999878,17.719107,99.66519
34.768833,132.34756,140.44125,55.78833,-16.088629,22.847816,50.742195,12.240684,97.41069
34.767757,132.34756,140.44125,55.78833,-16.08868,22.847816,49.555584,7.049072,95.27573
34.76673,132.34756,140.44125,55.78833,-16.08873,22.847816,48.436028,2.129257,93.25397
34.765747,132.34756,140.44125,55.78833,-16.088778,22.847816,101.64444,-2.5329893,91.3394
34.76481,132.34756,140.44125,55.78833,-16.088823,22.847816,97.581276,-6.951156,89.52635
34.763916,132.34756,140.44125,55.78833,-16.088867,22.847816,93.74773,-11.138022,87.80944
34.763058,132.34756,140.44125,55.78833,-16.08891,22.847816,90.13082,-15.105697,86.18356
34.76224,132.34756,140.44125,55.78833,-16.08895,22.847816,86.71831,-18.865652,84.6439
34.76146,132.34756,140.44125,55.78833,-16.08899,22.847816,83.498634,-22.428762,83.18587
34.76071,132.34756,140.44125,55.78833,-16.089025,22.847816,80.460915,-25.805334,98.63194
34.76,132.34756,140.44125,55.78833,-16.08906,22.847816,77.594864,-29.005133,96.43222
34.759315,132.34756,140.44125,55.78833,-16.089094,22.847816,74.89077,-32.03741,94.34914
34.758663,132.34756,140.44125,55.78833,-16.089127,22.847816,72.3395,-34.910942,92.3765
34.758045,132.34756,140.44125,55.78833,-16.089157,22.847816,69.932396,-37.634037,90.50847
34.757446,132.34756,140.44125,55.78833,-16.089188,22.847816,67.661316,-40.21457,88.73948
34.756878,132.34756,140.44125,55.78833,-16.089216,22.847816,65.51859,-42.660004,87.064285
34.756336,132.34756,140.44125,55.78833,-16.089243,22.847816,63.496944,-44.977413,85.47792
34.75582,132.34756,140.44125,55.78833,-16.08927,22.847816,61.589546,-47.1735,83.97566
34.755325,132.34756,140.44125,55.78833,-16.089294,22.847816,59.78994,-49.254616,82.55307
34.75485,132.34756,140.44125,55.78833,-16.08932,22.847816,58.09203,-51.22678,81.2059
34.7544,132.34756,140.44125,55.78833,-16.089342,22.847816,56.49007,-53.095695,79.93016
34.753963,132.34756,140.44125,55.78833,-16.089363,22.847816,54.978638,-54.866768,78.72207
34.75355,132.34756,140.44125,55.78833,-16.089384,22.847816,53.552624,-56.54512,77.57803
34.75316,132.34756,140.44125,55.78833,-16.089405,22.847816,52.207188,-41.765236,76.49465
34.75278,132.34756,140.44125,55.78833,-16.089424,22.847816,50.93779,-44.12949,75.46872
34.752422,132.34756,140.44125,55.78833,-16.089443,22.847816,92.485275,-46.36997,74.497185
34.752075,132.34756,140.44125,55.78833,-16.08946,22.847816,88.93971,-48.493153,73.57716
34.751747,132.34756,140.44125,55.78833,-16.089478,22.847816,85.5945,-50.50518,72.705925
34.751434,132.34756,140.44125,55.78833,-16.089495,22.847816,113.54383,-52.411873,71.88088
34.75113,132.34756,140.44125,55.78833,-16.08951,22.847816,340.52637,-54.218746,71.09959
34.750843,132.34756,140.44125,55.78833,-16.089525,22.847816,322.96368,-55.931026,70.35972
34.750572,132.34756,140.44125,55.78833,-16.089539,22.847816,306.3935,-57.55366,69.65908
34.75031,132.34756,140.44125,55.78833,-16.089552,22.847816,290.7597,-59.09135,68.99559
34.750057,132.34756,140.44125,55.78833,-16.089565,22.847816,276.0094,-60.548534,68.36728
34.74982,132.34756,140.44125,55.78833,-16.089579,22.847816,262.09265,-61.929432,79.57003
34.74959,132.34756,140.44125,55.78833,-16.08959,22.847816,248.96239,-63.238033,78.38103
34.749374,132.34756,140.44125,55.78833,-16.089602,22.847816,236.5741,-64.47813,77.25508
34.749165,132.34756,140.44125,55.78833,-16.089613,22.847816,224.88588,-65.6533,76.18883
